trajectory,module,n_genes_present,module_delta_median,module_delta_mean,module_genes_present
GSE77932|HCT116,pyrimidine_original_matrix,0,,,
GSE77932|DLD1,pyrimidine_original_matrix,0,,,
GSE42387|HCT116,pyrimidine_original_matrix,18,-0.06122069361641025,-0.14910440655621685,AGXT2;CDA;DCK;DPYD;DPYS;NT5C;NT5C1A;NT5E;NT5M;TK1;TK2;TYMP;UCK1;UCK2;UCKL1;UPB1;UPP1;UPP2
GSE42387|HT29,pyrimidine_original_matrix,18,0.017522985715052945,-0.13783414213483913,AGXT2;CDA;DCK;DPYD;DPYS;NT5C;NT5C1A;NT5E;NT5M;TK1;TK2;TYMP;UCK1;UCK2;UCKL1;UPB1;UPP1;UPP2
GSE42387|LoVo,pyrimidine_original_matrix,18,-0.1524107566353596,-0.09721386494728418,AGXT2;CDA;DCK;DPYD;DPYS;NT5C;NT5C1A;NT5E;NT5M;TK1;TK2;TYMP;UCK1;UCK2;UCKL1;UPB1;UPP1;UPP2
GSE119603|HCT116,pyrimidine_original_matrix,20,-0.01269131106943275,-0.060512652833582745,AGXT2;CDA;DCK;DPYD;DPYS;NT5C;NT5C1A;NT5C3A;NT5E;NT5M;PUDP;TK1;TK2;TYMP;UCK1;UCK2;UCKL1;UPB1;UPP1;UPP2
GSE77932|HCT116,pyrimidine_total_previous,1,-1.655832888632371,-1.655832888632371,CMPK1
GSE77932|DLD1,pyrimidine_total_previous,1,1.12413343741026,1.12413343741026,CMPK1
GSE42387|HCT116,pyrimidine_total_previous,37,-0.3285503852779625,-0.2903017821713574,AGXT2;CAD;CDA;CMPK1;CTPS2;DCK;DCTD;DCTPP1;DHODH;DPYD;DPYS;DTYMK;DUT;NME1;NME2;NME3;NME4;NT5C;NT5C1A;NT5C2;NT5E;NT5M;RRM1;RRM2;RRM2B;TK1;TK2;TXNRD1;TYMP;TYMS;UCK1;UCK2;UCKL1;UMPS;UPB1;UPP1;UPP2
GSE42387|HT29,pyrimidine_total_previous,37,0.3804861875267484,0.14856607671481703,AGXT2;CAD;CDA;CMPK1;CTPS2;DCK;DCTD;DCTPP1;DHODH;DPYD;DPYS;DTYMK;DUT;NME1;NME2;NME3;NME4;NT5C;NT5C1A;NT5C2;NT5E;NT5M;RRM1;RRM2;RRM2B;TK1;TK2;TXNRD1;TYMP;TYMS;UCK1;UCK2;UCKL1;UMPS;UPB1;UPP1;UPP2
GSE42387|LoVo,pyrimidine_total_previous,37,0.0447095573846736,0.15067575716329934,AGXT2;CAD;CDA;CMPK1;CTPS2;DCK;DCTD;DCTPP1;DHODH;DPYD;DPYS;DTYMK;DUT;NME1;NME2;NME3;NME4;NT5C;NT5C1A;NT5C2;NT5E;NT5M;RRM1;RRM2;RRM2B;TK1;TK2;TXNRD1;TYMP;TYMS;UCK1;UCK2;UCKL1;UMPS;UPB1;UPP1;UPP2
GSE119603|HCT116,pyrimidine_total_previous,41,0.4267555736484298,0.20727624540298736,AGXT2;CAD;CDA;CMPK1;CMPK2;CTPS1;CTPS2;DCK;DCTD;DCTPP1;DHODH;DPYD;DPYS;DTYMK;DUT;NME1;NME2;NME3;NME4;NT5C;NT5C1A;NT5C2;NT5C3A;NT5E;NT5M;PUDP;RRM1;RRM2;RRM2B;TK1;TK2;TXNRD1;TYMP;TYMS;UCK1;UCK2;UCKL1;UMPS;UPB1;UPP1;UPP2
GSE77932|HCT116,pyrimidine_de_novo_core,0,,,
GSE77932|DLD1,pyrimidine_de_novo_core,0,,,
GSE42387|HCT116,pyrimidine_de_novo_core,4,-0.3098682287841497,-0.2872486127603477,CAD;CTPS2;DHODH;UMPS
GSE42387|HT29,pyrimidine_de_novo_core,4,0.7574161745074103,0.446338758544748,CAD;CTPS2;DHODH;UMPS
GSE42387|LoVo,pyrimidine_de_novo_core,4,0.615790953718051,0.6928870155076746,CAD;CTPS2;DHODH;UMPS
GSE119603|HCT116,pyrimidine_de_novo_core,5,0.0461079750686322,-0.20450968346588577,CAD;CTPS1;CTPS2;DHODH;UMPS
GSE77932|HCT116,pyrimidine_salvage,0,,,
GSE77932|DLD1,pyrimidine_salvage,0,,,
GSE42387|HCT116,pyrimidine_salvage,15,-0.0783292135610647,-0.06472869902403741,CDA;DCK;SLC28A1;SLC28A2;SLC28A3;SLC29A1;SLC29A2;TK1;TK2;TYMP;UCK1;UCK2;UCKL1;UPP1;UPP2
GSE42387|HT29,pyrimidine_salvage,15,0.4414115310503893,0.05141195316991935,CDA;DCK;SLC28A1;SLC28A2;SLC28A3;SLC29A1;SLC29A2;TK1;TK2;TYMP;UCK1;UCK2;UCKL1;UPP1;UPP2
GSE42387|LoVo,pyrimidine_salvage,15,-0.1079070367460638,0.13811079372007787,CDA;DCK;SLC28A1;SLC28A2;SLC28A3;SLC29A1;SLC29A2;TK1;TK2;TYMP;UCK1;UCK2;UCKL1;UPP1;UPP2
GSE119603|HCT116,pyrimidine_salvage,16,-0.5934402910027489,-0.40547529940552474,CDA;DCK;PUDP;SLC28A1;SLC28A2;SLC28A3;SLC29A1;SLC29A2;TK1;TK2;TYMP;UCK1;UCK2;UCKL1;UPP1;UPP2
GSE77932|HCT116,pyrimidine_interconversion,1,-1.655832888632371,-1.655832888632371,CMPK1
GSE77932|DLD1,pyrimidine_interconversion,1,1.12413343741026,1.12413343741026,CMPK1
GSE42387|HCT116,pyrimidine_interconversion,16,-0.6268268825495005,-0.49468526138055136,CMPK1;CTPS2;DCTD;DCTPP1;DTYMK;DUT;NME1;NME2;NME3;NME4;NT5C2;RRM1;RRM2;RRM2B;TXNRD1;TYMS
GSE42387|HT29,pyrimidine_interconversion,16,0.5632269065821711,0.457934407761526,CMPK1;CTPS2;DCTD;DCTPP1;DTYMK;DUT;NME1;NME2;NME3;NME4;NT5C2;RRM1;RRM2;RRM2B;TXNRD1;TYMS
GSE42387|LoVo,pyrimidine_interconversion,16,0.4229262442053313,0.320402654639064,CMPK1;CTPS2;DCTD;DCTPP1;DTYMK;DUT;NME1;NME2;NME3;NME4;NT5C2;RRM1;RRM2;RRM2B;TXNRD1;TYMS
GSE119603|HCT116,pyrimidine_interconversion,18,0.8279797241529019,0.5669235727274324,CMPK1;CMPK2;CTPS1;CTPS2;DCTD;DCTPP1;DTYMK;DUT;NME1;NME2;NME3;NME4;NT5C2;RRM1;RRM2;RRM2B;TXNRD1;TYMS
GSE77932|HCT116,pyrimidine_catabolism,0,,,
GSE77932|DLD1,pyrimidine_catabolism,0,,,
GSE42387|HCT116,pyrimidine_catabolism,11,-0.036298602442728,-0.12003890459167278,AGXT2;DPYD;DPYS;NT5C;NT5C1A;NT5E;NT5M;TYMP;UPB1;UPP1;UPP2
GSE42387|HT29,pyrimidine_catabolism,11,-0.1623660356481736,-0.1892184130555214,AGXT2;DPYD;DPYS;NT5C;NT5C1A;NT5E;NT5M;TYMP;UPB1;UPP1;UPP2
GSE42387|LoVo,pyrimidine_catabolism,11,-0.1727226114325765,-0.1521187737226711,AGXT2;DPYD;DPYS;NT5C;NT5C1A;NT5E;NT5M;TYMP;UPB1;UPP1;UPP2
GSE119603|HCT116,pyrimidine_catabolism,12,-0.01269131106943275,-0.09171973976709592,AGXT2;DPYD;DPYS;NT5C;NT5C1A;NT5C3A;NT5E;NT5M;TYMP;UPB1;UPP1;UPP2
GSE77932|HCT116,UPR_total_hallmark,14,-0.2754435342053842,-0.6936435961342857,CCL2;CNOT2;DCTN1;DDIT4;DNAJA4;DNAJC3;EIF4E;EXOSC5;HSPA9;KHSRP;SEC11A;SHC1;TATDN2;XBP1
GSE77932|DLD1,UPR_total_hallmark,14,0.1131342786538347,0.04792634213379325,CCL2;CNOT2;DCTN1;DDIT4;DNAJA4;DNAJC3;EIF4E;EXOSC5;HSPA9;KHSRP;SEC11A;SHC1;TATDN2;XBP1
GSE42387|HCT116,UPR_total_hallmark,105,-0.0527615876762239,-0.07498504403770882,ALDH18A1;ARFGAP1;ASNS;ATF3;ATF4;ATF6;ATP6V0D1;BAG3;BANF1;CALR;CCL2;CEBPB;CEBPG;CHAC1;CKS1B;CNOT2;CNOT4;CNOT6;CXXC1;DCP1A;DCP2;DCTN1;DDIT4;DDX10;DKC1;DNAJA4;DNAJB9;DNAJC3;EDC4;EDEM1;EEF2;EIF2AK3;EIF2S1;EIF4A1;EIF4A2;EIF4A3;EIF4E;EIF4EBP1;EIF4G1;ERN1;EXOC2;EXOSC1;EXOSC10;EXOSC2;EXOSC4;EXOSC5;EXOSC9;FKBP14;FUS;GEMIN4;GOSR2;HERPUD1;HSP90B1;HSPA5;HSPA9;HYOU1;IFIT1;IGFBP1;IMP3;KDELR3;KHSRP;KIF5B;LSM1;LSM4;MTHFD2;NFYA;NFYB;NHP2;NOLC1;NOP14;NOP56;NPM1;PAIP1;PARN;PDIA5;PDIA6;POP4;PREB;PSAT1;RPS14;RRP9;SDAD1;SEC11A;SEC31A;SERP1;SHC1;SLC1A4;SLC30A5;SLC7A5;SPCS1;SPCS3;SRPRB;SSR1;STC2;TATDN2;TSPYL2;TUBB2A;VEGFA;WFS1;WIPI1;XBP1;XPOT;YIF1A;YWHAZ;ZBTB17
