database,signature_size,scoring_method,DRUG_NAME,drug_key,n_backgrounds_available,n_positive_backgrounds,n_positive_nonHCT116_backgrounds,median_background_rho,IQR_background_rho,min_background_rho,max_background_rho,leave_HCT116_out_median_rho,primary_discovery_gate,tested_status,rank_within_database_signature,global_empirical_p_value,global_empirical_q_value,global_null_permutations,global_null_unit
PRISM,500,weighted,PF-4981517,PF4981517,4,1,0,-0.05665551839464883,0.14259197324414713,-0.36347826086956525,0.1591304347826087,-0.06461538461538462,none,tested,829.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,PQ-401,PQ401,4,1,1,-0.11017786561264822,0.08685064935064937,-0.3348390739695088,0.009599096555618296,-0.10968379446640317,none,tested,1024.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,R406,R406,4,3,2,0.06782608695652173,0.09784280936454849,-0.1243478260869565,0.12615384615384617,0.04434782608695652,none,tested,304.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,S-methylcysteine,SMETHYLCYSTEINE,4,3,2,0.0889952153110048,0.1497265892002734,-0.16233766233766234,0.16753246753246753,0.044155844155844164,none,tested,247.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,SMI-4a,SMI4A,4,1,1,-0.09824110671936759,0.19033596837944666,-0.18675889328063244,0.0790513833992095,-0.015652173913043476,none,tested,981.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,SU014813,SU014813,4,2,2,-0.11566889632107023,0.3411120401337792,-0.3643478260869565,0.29565217391304344,0.0017391304347826085,none,tested,1047.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,YM-976,YM976,4,1,1,-0.09003952569169961,0.12037549407114628,-0.26877470355731226,0.05335968379446641,-0.0634782608695652,none,tested,956.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,abiraterone-acetate,ABIRATERONEACETATE,4,2,2,-0.05734791524265207,0.1406698564593301,-0.1639097744360902,0.03909774436090225,0.0025974025974025974,none,tested,834.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,acetophenazine,ACETOPHENAZINE,4,1,1,-0.060355434039644565,0.2127136021872864,-0.3669172932330827,0.34736842105263155,-0.08311688311688312,none,tested,847.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,atenolol-(+/-),ATENOLOL,4,3,2,0.029870129870129866,0.14092320722755505,-0.15979672501411638,0.3649350649350649,0.03636363636363636,none,tested,454.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,bephenium-hydroxynaphthoate,BEPHENIUMHYDROXYNAPHTHOATE,4,1,0,-0.16198475437605875,0.0882622811970638,-0.20609824957651046,0.04573687182382835,-0.17885375494071146,none,tested,1182.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,betulinic-acid,BETULINICACID,4,0,0,-0.101600790513834,0.14453557312252968,-0.26778656126482214,-0.022727272727272724,-0.04608695652173912,none,tested,991.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,busulfan,BUSULFAN,4,2,1,-0.0045112781954887195,0.22665755297334242,-0.21038961038961035,0.2992481203007519,-0.0706766917293233,none,tested,610.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,chlorhexidine,CHLORHEXIDINE,4,0,0,-0.147095010252905,0.057928913192071094,-0.17293233082706763,-0.060150375939849614,-0.12727272727272726,none,tested,1153.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,ciclesonide,CICLESONIDE,4,2,1,-0.06209842788790157,0.3074333561175666,-0.5278195488721804,0.193984962406015,-0.14675324675324675,none,tested,852.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,cinromide,CINROMIDE,4,1,0,-0.07509881422924902,0.20503952569169964,-0.38142292490118584,0.018633540372670808,-0.145115753811406,none,tested,909.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,colchicine,COLCHICINE,4,2,2,-0.10526315789473684,0.2792378673957621,-0.35454545454545455,0.022556390977443608,0.018045112781954885,none,tested,1007.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,etomoxir,ETOMOXIR,2,1,1,-0.0007518796992481216,0.06842105263157895,-0.06917293233082707,0.06766917293233082,0.06766917293233082,none,tested,584.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,everolimus,EVEROLIMUS,4,2,2,-0.05926120850475863,0.18788303642146476,-0.2623371159809332,0.05132593836863036,0.01371697338462396,none,tested,841.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,forodesine,FORODESINE,4,2,2,-0.003862876254180598,0.12557692307692309,-0.10521739130434782,0.17565217391304347,0.03304347826086956,none,tested,602.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,gidazepam,GIDAZEPAM,4,3,2,0.04375494071146245,0.09527667984189725,-0.18675889328063244,0.13339920948616601,0.03359683794466403,none,tested,390.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,ilomastat,ILOMASTAT,4,2,1,-0.10989553924336534,0.27727978543195936,-0.30321852060982496,0.04573687182382835,-0.23658949745906271,none,tested,1023.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,iodipamide,IODIPAMIDE,4,0,0,-0.07857142857142856,0.1006352343308865,-0.25352907961603616,-0.010728402032749858,-0.10519480519480517,none,tested,919.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,lanatoside-c,LANATOSIDEC,4,2,2,-0.005726495726495725,0.1092948717948718,-0.09846153846153846,0.2530769230769231,0.008547008547008546,none,tested,615.0,0.06958608278344332,0.09878407705040462,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,menadione,MENADIONE,4,3,3,0.1415302089215133,0.08968097120271036,-0.08831168831168833,0.17673630717108982,0.15714285714285717,TierB_moderate_candidate,tested,121.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
PRISM,500,weighted,methylphenidate,METHYLPHENIDATE,4,3,3,0.15105351170568562,0.284071906354515,-0.21565217391304345,0.2773913043478261,0.2582608695652174,TierA_strong_collateral,tested,107.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
