gene,n_trajectories,median_vulnerability_rho,mean_vulnerability_rho,n_positive,min_p_BH,n_bootstrap_supported,directional_convergence_fraction,strict_convergent_vulnerability,exploratory_convergent_signal,convergent_vulnerability
OSGIN2,6,0.002563226247436781,0.02944862155388472,3,0.5590389764068017,0,0.5,False,False,False
OSM,6,0.004989747095010253,0.021383002961950337,3,0.8500661223461603,0,0.5,False,False,False
OSMR,6,-0.04036226930963773,-0.028753702437912962,2,0.9229891665378149,0,0.3333333333333333,False,False,False
OSR1,6,0.09504442925495557,0.06059466848940533,4,0.4157188157327892,0,0.6666666666666666,False,False,False
OSR2,6,0.030963773069036228,-0.012668033720665295,3,0.588659520879434,0,0.5,False,False,False
OST4,6,-0.01954979956830094,-0.050138760407030525,3,0.3621493111054163,1,0.5,False,False,False
OSTC,6,0.006664388243335612,0.00746183640920483,3,0.9467013660464837,0,0.5,False,False,False
OSTF1,6,0.03246753246753247,0.009876965140123027,3,0.8898367452252098,0,0.5,False,False,False
OSTM1,6,0.0684894053315106,0.04997721576668945,4,0.8299024865774514,0,0.6666666666666666,False,False,False
OSTN,6,0.09056732740943269,0.05994531784005469,4,0.7431184482243092,0,0.6666666666666666,False,False,False
OTC,6,0.021291866028708133,-0.005331510594668488,4,0.65666788255725,0,0.6666666666666666,False,False,False
OTOA,6,-0.002597402597402595,0.01009341535657326,3,0.9371366803569837,0,0.5,False,False,False
OTOF,6,0.010457963089542041,-0.013886990202779682,3,0.6438236994604588,0,0.5,False,False,False
OTOG,6,0.03848257006151743,0.019321029847345635,4,0.8433097632429728,0,0.6666666666666666,False,False,False
OTOL1,6,-0.15700615174299387,-0.1505012531328321,1,0.5121718017522453,0,0.16666666666666666,False,False,False
OTOP1,6,-0.04415584415584416,-0.05252904989747095,2,0.7366231239481211,0,0.3333333333333333,False,False,False
OTOP2,6,-0.031920710868079294,-0.04029391660970608,3,0.9322980484372586,0,0.5,False,False,False
OTOP3,6,0.04401913875598086,0.022248803827751195,4,0.7828707682778816,0,0.6666666666666666,False,False,False
OTOR,6,-0.014832535885167461,-0.0032923217133743535,3,0.38526393269285747,0,0.5,False,False,False
OTOS,6,0.022351332877648667,0.018102073365231258,3,0.5710728540926616,0,0.5,False,False,False
OTP,6,0.09381408065618593,0.04782410571884257,3,0.5937911294214283,0,0.5,False,False,False
OTUB1,6,-0.036842105263157905,0.0040214171793119145,2,0.8105027825384359,0,0.3333333333333333,False,False,False
OTUB2,6,0.0887218045112782,0.0956596035543404,5,0.30480494055925916,0,0.8333333333333334,False,False,False
OTUD1,6,0.03667122351332877,0.044440647072226024,4,0.49086446315911253,0,0.6666666666666666,False,False,False
OTUD3,6,0.012884483937115516,-0.019776714513556625,3,0.6016910283228368,0,0.5,False,False,False
OTUD4,6,0.0057758031442242015,-0.022567783094098886,3,0.48799529153184684,0,0.5,False,False,False
OTUD5,6,0.0042036910457963084,-0.030747322852586013,3,0.5955332901120812,0,0.5,False,False,False
OTUD6A,6,0.07101845522898155,0.049168375484164965,4,0.5921036860343125,0,0.6666666666666666,False,False,False
OTUD6B,6,-0.09870129870129872,-0.07557530189109136,1,0.8184415241634337,0,0.16666666666666666,False,False,False
OTUD7A,6,-0.17170198222829802,-0.1506265664160401,1,0.28283744317973786,0,0.16666666666666666,False,False,False
OTUD7B,6,0.08260423786739576,0.06742993848257008,5,0.840603792330019,0,0.8333333333333334,False,False,False
OTULIN,6,0.025427204374572798,0.02444748234221918,4,0.8543354329503754,0,0.6666666666666666,False,False,False
OTULINL,6,0.02255639097744361,0.028298017771701992,3,0.37744179401356454,0,0.5,False,False,False
OTX1,6,0.049179767600820226,0.03626110731373889,3,0.45848364641122474,0,0.5,False,False,False
OTX2,6,0.1321941216678059,0.12002734107997265,5,0.439074338586299,0,0.8333333333333334,False,False,False
OVCA2,6,0.05663021189336979,0.05666438824333562,3,0.8471664776440612,0,0.5,False,False,False
OVGP1,6,-0.06585782638414217,-0.0641034404192299,0,0.8497580363587784,0,0.0,False,False,False
OVOL1,6,-0.023547505126452498,-0.010879471405787197,2,0.950825954847608,0,0.3333333333333333,False,False,False
OVOL2,6,-0.003417634996582368,-0.02575757575757576,3,0.5865966406968294,0,0.5,False,False,False
OXA1L,6,-0.002323991797676008,0.004647983595352016,3,0.719140260181785,0,0.5,False,False,False
OXCT1,6,-0.0025632262474367742,-0.02671451355661882,3,0.8419249228866655,0,0.5,False,False,False
OXCT2,6,-0.012987012987012984,-0.028730918204602423,3,0.9010029551448733,0,0.5,False,False,False
OXER1,6,0.06360218728639781,0.05758714969241285,4,0.9400119146567134,0,0.6666666666666666,False,False,False
OXGR1,6,0.0838004101161996,0.0807131465026202,3,0.6009479291942966,0,0.5,False,False,False
OXLD1,6,-0.01189336978810663,-0.04006607427660059,2,0.8942839358573753,0,0.3333333333333333,False,False,False
OXNAD1,6,0.00020505809979494156,0.0021075415812257885,3,0.9079288450112589,0,0.5,False,False,False
OXR1,6,-0.005297334244702665,-0.015288220551378453,3,0.8355137821549257,0,0.5,False,False,False
OXSM,6,-0.09846206425153793,0.01624515835042152,2,0.3621493111054163,0,0.3333333333333333,False,False,False
OXSR1,6,0.04336978810663021,0.05374800637958532,4,0.8679552532957329,0,0.6666666666666666,False,False,False
OXT,6,0.02508544087491456,0.006299840510366827,4,0.8877938354247239,0,0.6666666666666666,False,False,False
OXTR,6,-0.016678058783321938,-0.048234221918432456,3,0.5689638061465974,0,0.5,False,False,False
P2RX1,6,0.1560833902939166,0.10389610389610392,5,0.5123464607524897,0,0.8333333333333334,False,False,False
P2RX2,6,-0.022146274777853723,0.013078149920255182,2,0.913610267410666,0,0.3333333333333333,False,False,False
P2RX3,6,-0.025871496924128504,-0.01934381408065618,3,0.705518921730364,0,0.5,False,False,False
P2RX4,6,0.1361244019138756,0.04479380268853953,4,0.6102086215579317,0,0.6666666666666666,False,False,False
P2RX5,6,0.07235133287764868,0.07317156527682844,3,0.11652336845396254,2,0.5,False,False,False
P2RX6,6,-0.019480519480519484,0.011130097972203212,2,0.9009813816996167,0,0.3333333333333333,False,False,False
P2RX7,6,-0.06254272043745729,-0.05266575529733425,1,0.8584366880049339,0,0.16666666666666666,False,False,False
P2RY1,6,-0.033287764866712234,-0.04588744588744589,3,0.5055028488971647,0,0.5,False,False,False
P2RY10,6,-0.032091592617908414,-0.01663249031670085,3,0.4582802990571279,0,0.5,False,False,False
P2RY11,6,-0.1761449077238551,-0.15624287992709043,2,0.30149906023696466,0,0.3333333333333333,False,False,False
P2RY12,6,-0.13660287081339714,-0.07557530189109138,1,0.588659520879434,0,0.16666666666666666,False,False,False
P2RY13,6,-0.05037593984962407,-0.00038733196627933436,3,0.7169296360072832,0,0.5,False,False,False
P2RY14,6,-0.04419002050580997,-0.031396673501936645,3,0.3344595341503168,0,0.5,False,False,False
P2RY2,6,0.07101845522898154,0.02758031442241968,4,0.546930100348588,0,0.6666666666666666,False,False,False
P2RY4,6,-0.0645591250854409,-0.02915242652084757,3,0.3545377835027892,0,0.5,False,False,False
P2RY6,6,0.11633629528366371,0.07820688083845978,4,0.3481662934256799,0,0.6666666666666666,False,False,False
P3H1,6,0.17433356117566645,0.11668945089997722,4,0.34961200561966504,0,0.6666666666666666,False,False,False
P3H2,6,0.06954887218045114,0.07701070858965596,4,0.6178233395481028,0,0.6666666666666666,False,False,False
P3H3,6,-0.11660561660561661,-0.09737484737484736,1,0.8731912244972169,0,0.16666666666666666,False,False,False
P3H4,6,-0.014900888585099109,0.0009227614490772534,3,0.40754001188296424,0,0.5,False,False,False
P4HA1,6,0.14039644565960357,0.13640920483025748,4,0.3720811631016377,0,0.6666666666666666,False,False,False
P4HA2,6,0.03116883116883118,-0.05181134654818866,3,0.42582028646204184,0,0.5,False,False,False
P4HA3,6,0.02805878332194122,-0.008931419457735248,4,0.8183003620009571,0,0.6666666666666666,False,False,False
P4HB,6,-0.019958988380041016,-0.04007746639325587,2,0.863623218392023,0,0.3333333333333333,False,False,False
P4HTM,6,0.019822282980177717,0.011722488038277511,3,0.8977032085085528,0,0.5,False,False,False
PA2G4,6,0.034039644565960356,0.04640009113693324,3,0.6434018286951675,0,0.5,False,False,False
PAAF1,6,0.005536568694463437,0.020095693779904306,3,0.3754478457031513,0,0.5,False,False,False
PABIR1,6,-0.10854408749145592,-0.05528594212804739,2,0.7647254835814974,0,0.3333333333333333,False,False,False
PABIR2,6,0.06326042378673959,0.05622009569377991,4,0.6426844885037774,0,0.6666666666666666,False,False,False
PABIR3,6,-0.05153793574846206,-0.022260195944406466,2,0.7626197426675179,0,0.3333333333333333,False,False,False
PABPC1,6,0.01695146958304853,0.021884256094782412,4,0.8609663954863143,0,0.6666666666666666,False,False,False
PABPC1L,6,0.05738209159261791,0.05056960583276373,4,0.8334751344091931,0,0.6666666666666666,False,False,False
PABPC3,6,0.0595352016404648,0.061198450672134884,5,0.8358448586589989,0,0.8333333333333334,False,False,False
PABPC4,6,-0.10341763499658238,-0.06625655046707678,2,0.618733614364827,0,0.3333333333333333,False,False,False
PABPC5,6,0.02323991797676008,-0.04453178400546823,4,0.5170039503103913,0,0.6666666666666666,False,False,False
PABPN1,6,-0.0533151059466849,-0.05681248575985418,0,0.9229891665378149,0,0.0,False,False,False
PABPN1L,6,0.07043745727956255,0.03609022556390978,5,0.7711583975377496,0,0.8333333333333334,False,False,False
PACC1,6,0.05393028024606972,0.040419229892914105,4,0.818422812731534,0,0.6666666666666666,False,False,False
PACRG,6,0.05054682159945318,0.0013784461152882195,4,0.6668567429760681,0,0.6666666666666666,False,False,False
PACRGL,6,0.022248803827751195,-0.03454089769879243,4,0.7876917755114268,0,0.6666666666666666,False,False,False
PACS1,6,0.009911141490088858,0.05660742766005924,4,0.4661790216757647,0,0.6666666666666666,False,False,False
PACS2,6,-0.007792207792207793,-0.03212576896787424,2,0.8821150499384711,0,0.3333333333333333,False,False,False
PACSIN1,6,0.004784688995215311,0.036169970380496706,4,0.7875580755404006,0,0.6666666666666666,False,False,False
PACSIN2,6,-0.010423786739576214,-0.03779904306220097,2,0.4969449052923814,0,0.3333333333333333,False,False,False
PACSIN3,6,0.10410116199589883,0.09029391660970609,5,0.8309800619658222,0,0.8333333333333334,False,False,False
PADI1,6,0.06688311688311688,-0.006470722260195958,4,0.42760437409294594,0,0.6666666666666666,False,False,False
PADI2,6,-0.028844839371155163,-0.05652768284347232,2,0.9151913376385123,0,0.3333333333333333,False,False,False
PADI3,6,0.045557074504442935,0.013989519252677149,3,0.5492829639008187,0,0.5,False,False,False
PADI4,6,-0.0755639097744361,-0.057985873775347474,3,0.36343707338800313,0,0.5,False,False,False
PAEP,6,-0.018762816131237182,0.01654135338345865,2,0.5849441839680656,0,0.3333333333333333,False,False,False
PAF1,6,-0.06804511278195488,-0.05536568694463431,2,0.5719395763714951,0,0.3333333333333333,False,False,False
PAFAH1B1,6,0.12156527682843474,0.09725449988607883,5,0.7266070220199813,0,0.8333333333333334,False,False,False
PAFAH1B2,6,-0.005980861244019139,-0.026087947140578726,2,0.719140260181785,0,0.3333333333333333,False,False,False
PAFAH1B3,6,-0.04381408065618592,-0.041672362724994305,2,0.7262635431490942,0,0.3333333333333333,False,False,False
PAFAH2,6,0.016780587833219413,0.040920483025746184,3,0.5405567423818082,0,0.5,False,False,False
PAG1,6,0.0075529733424470275,0.009501025290498975,3,0.9262599043413539,0,0.5,False,False,False
PAGE1,6,0.00030758714969241277,-0.010982000455684676,3,0.9095062684725193,0,0.5,False,False,False
PAGE2,6,0.07924761023743447,0.033343611882002265,4,0.43725954990106575,0,0.6666666666666666,False,False,False
PAGE2B,6,0.05372405372405373,0.056776556776556776,4,0.9065350731777917,0,0.6666666666666666,False,False,False
PAGE4,6,-0.004989747095010252,0.005616313511050353,3,0.9154122528923363,0,0.5,False,False,False
PAGE5,6,-0.012474367737525636,0.00451127819548872,3,0.7469284609716141,0,0.5,False,False,False
PAGR1,6,-0.08530416951469583,-0.060287081339712924,2,0.5262506388305886,0,0.3333333333333333,False,False,False
PAH,6,-0.028844839371155166,-0.059364319890635696,2,0.8978276961818509,0,0.3333333333333333,False,False,False
PAICS,6,-0.021257689678742312,-0.03965595807701071,2,0.7267840068322348,0,0.3333333333333333,False,False,False
PAIP1,6,0.021496924128503077,0.04432672590567328,3,0.6793034125899088,0,0.5,False,False,False
PAIP2,6,-0.11326042378673959,-0.08701298701298703,2,0.34331566441033085,0,0.3333333333333333,False,False,False
PAIP2B,6,-0.043028024606971985,-0.042447026657552976,2,0.8914229470214735,0,0.3333333333333333,False,False,False
PAK1,6,-0.0025632262474367734,-0.026828434723171573,3,0.8170435180722634,0,0.5,False,False,False
PAK1IP1,6,0.0026657552973342324,0.0167350193665983,3,0.4337387179569738,0,0.5,False,False,False
PAK2,6,0.09511278195488723,0.12591706539074962,5,0.25361403826240775,0,0.8333333333333334,False,False,False
PAK3,6,-0.029904306220095694,-0.046582365003417635,3,0.6566718918566049,0,0.5,False,False,False
PAK4,6,-0.03615857826384143,0.0007290954659375607,2,0.852292402493981,0,0.3333333333333333,False,False,False
PAK5,6,0.08564593301435405,0.07611073137388927,5,0.875410768567274,0,0.8333333333333334,False,False,False
PAK6,6,-0.015652768284347238,-0.025951241740715423,3,0.665214113870859,0,0.5,False,False,False
PALB2,6,-0.033800410116199595,-0.05012531328320802,3,0.2878138022271896,0,0.5,False,False,False
PALD1,6,-0.009945317840054682,-0.03221690590111642,1,0.6544521314695668,0,0.16666666666666666,False,False,False
PALLD,6,-0.1234107997265892,-0.06051492367281841,2,0.6552411749875158,0,0.3333333333333333,False,False,False
PALM,6,0.06766917293233082,0.03182957393483709,4,0.8243549966815755,0,0.6666666666666666,False,False,False
PALM2AKAP2,6,-0.0347985347985348,-0.023809523809523808,2,0.9689549173680001,0,0.3333333333333333,False,False,False
PALM3,6,0.188755980861244,0.07683982683982683,4,0.43590828406622395,0,0.6666666666666666,False,False,False
PALMD,6,-0.008783321941216678,-0.008077010708589656,2,0.859350517090515,0,0.3333333333333333,False,False,False
PALS1,6,0.006117566643882431,0.02820688083845979,3,0.8973534704488808,0,0.5,False,False,False
PALS2,6,0.016985645933014357,0.030018227386648434,3,0.4772669580148448,0,0.5,False,False,False
PAM,6,-0.03499658236500342,-0.011289587605377077,3,0.47695775274524366,0,0.5,False,False,False
PAM16,6,0.06784005468215995,0.05150375939849624,5,0.8951162125549403,0,0.8333333333333334,False,False,False
PAMR1,6,-0.024401913875598088,0.009751651856915016,1,0.9618986956639629,0,0.16666666666666666,False,False,False
PAN2,6,-0.04289131920710868,-0.010161768056504905,2,0.8205619268899855,0,0.3333333333333333,False,False,False
PAN3,6,-0.008236500341763498,-0.006812485759854187,3,0.7312930361785058,0,0.5,False,False,False
PANK1,6,0.08585099111414901,0.08678514467988152,6,0.788857790187436,0,1.0,False,False,False
PANK2,6,-0.05167464114832536,-0.07756892230576441,2,0.5515065909483247,0,0.3333333333333333,False,False,False
PANK3,6,0.0765892002734108,0.09266347687400321,5,0.5035550015964814,0,0.8333333333333334,False,False,False
PANK4,6,-0.006732740943267262,-0.0617794486215539,3,0.37976064467233794,0,0.5,False,False,False
PANX1,6,-0.03485987696514012,0.008395989974937347,2,0.908034935431455,0,0.3333333333333333,False,False,False
PANX2,6,0.07286397812713603,0.030918204602415126,3,0.44639362596047116,0,0.5,False,False,False
PANX3,6,-0.04254955570745045,-0.03995215311004786,2,0.9097948974410516,0,0.3333333333333333,False,False,False
PAOX,6,-0.13632946001367052,-0.03748006379585327,2,0.5353426991251424,0,0.3333333333333333,False,False,False
PAPLN,6,0.006561859193438141,0.043779904306220106,4,0.576204025563823,0,0.6666666666666666,False,False,False
PAPOLA,6,-0.030177717019822282,-0.01629072681704261,2,0.7391867463427794,0,0.3333333333333333,False,False,False
PAPOLG,6,0.04914559125085441,-0.0034290271132376405,4,0.8609663954863143,0,0.6666666666666666,False,False,False
PAPPA,6,0.07833219412166781,0.0930622009569378,3,0.2905259468924133,0,0.5,False,False,False
PAPPA2,6,0.014319890635680111,-0.0015721120984278924,4,0.8243549966815755,0,0.6666666666666666,False,False,False
PAPSS1,6,-0.056630211893369795,-0.016974253816359083,1,0.9226960922396129,0,0.16666666666666666,False,False,False
PAPSS2,6,0.0042036910457963084,-0.020175438596491225,3,0.9015015425753853,0,0.5,False,False,False
PAQR3,6,0.11739576213260425,0.022681704260651633,4,0.347746137170066,0,0.6666666666666666,False,False,False
PAQR4,6,-0.12009569377990431,-0.06444520391888812,2,0.5342936007436936,0,0.3333333333333333,False,False,False
PAQR5,6,0.10847573479152427,0.12038049669628618,5,0.4268736366229745,0,0.8333333333333334,False,False,False
PAQR6,6,-0.05536568694463431,-0.01773752563226247,2,0.869165375822237,0,0.3333333333333333,False,False,False
PAQR7,6,0.11989063568010938,0.11368193210298473,5,0.9274139374266878,0,0.8333333333333334,False,False,False
PAQR8,6,0.12255639097744361,0.11964000911369332,5,0.3689887947205424,0,0.8333333333333334,False,False,False
PAQR9,6,-0.06527682843472318,-0.030940988835725675,3,0.7887041633042339,0,0.5,False,False,False
PARD3,6,0.052460697197539305,0.07394622920938711,4,0.86949147402982,0,0.6666666666666666,False,False,False
PARD3B,6,-0.010150375939849625,-0.005741626794258374,3,0.9608390227454019,0,0.5,False,False,False
PARD6A,6,-0.023581681476418318,0.014821143768512188,2,0.7560668016519494,0,0.3333333333333333,False,False,False
PARD6B,6,0.10311004784688996,0.1454887218045113,6,0.597611013189637,1,1.0,False,False,False
PARD6G,6,0.043984962406015043,0.01606288448393712,4,0.7397275975201096,0,0.6666666666666666,False,False,False
PARK7,6,-0.09029391660970609,-0.053816359079516984,2,0.6810457748358527,0,0.3333333333333333,False,False,False
PARL,6,0.021496924128503077,0.012155388471177945,5,0.6671805113811177,0,0.8333333333333334,False,False,False
PARM1,6,0.13099794941900206,0.07629300524037368,4,0.7417973624682578,0,0.6666666666666666,False,False,False
PARN,6,0.009432672590567327,0.02440191387559808,3,0.36310673504914726,0,0.5,False,False,False
PARP1,6,-0.07840054682159944,-0.06725905673274095,2,0.8472974475883331,0,0.3333333333333333,False,False,False
PARP10,6,-0.09190020505809982,-0.02098427887901573,2,0.7960825855234991,0,0.3333333333333333,False,False,False
PARP11,6,-0.06872863978127136,-0.051982228298017776,1,0.8546942015547454,0,0.16666666666666666,False,False,False
PARP12,6,0.06261107313738894,0.046605149236728184,4,0.41703527642320265,0,0.6666666666666666,False,False,False
PARP14,6,0.02313738892686261,0.029129642287537023,4,0.6432676401716304,0,0.6666666666666666,False,False,False
PARP15,6,-0.13745727956254272,-0.09663932558669398,1,0.3112444835924961,0,0.16666666666666666,False,False,False
PARP16,6,-0.08462064251537936,-0.04323308270676692,2,0.7784181995442389,0,0.3333333333333333,False,False,False
PARP2,6,-0.07963089542036911,-0.05750740487582593,2,0.7285750955384005,0,0.3333333333333333,False,False,False
PARP3,6,0.0064251537935748615,-0.0072567783094098825,3,0.44639362596047116,0,0.5,False,False,False
PARP4,6,0.06818181818181819,0.042686261107313744,4,0.9338452902037,0,0.6666666666666666,False,False,False
PARP6,6,-0.011073137388926863,-0.027375256322624743,3,0.7637474973057395,0,0.5,False,False,False
PARP8,6,0.06315789473684211,0.06359079516974254,4,0.9204746688778123,0,0.6666666666666666,False,False,False
PARP9,6,-0.021155160628844847,-0.08018910913647757,3,0.20722440481002563,0,0.5,False,False,False
PARPBP,6,-0.059569377990430626,-0.0666552745500114,1,0.9216171840997149,0,0.16666666666666666,False,False,False
PARS2,6,0.03773069036226931,0.019958988380041013,3,0.7460141484150361,0,0.5,False,False,False
PARVA,6,-0.06868131868131869,-0.004680504680504699,2,0.5656095671973117,0,0.3333333333333333,False,False,False
PARVB,6,0.11028708133971293,0.08471177944862156,4,0.6225346795118314,0,0.6666666666666666,False,False,False
PARVG,6,0.09162679425837321,0.029733424470266574,4,0.5598623403240156,0,0.6666666666666666,False,False,False
PASD1,6,0.026213260423786744,0.004625199362041465,3,0.8714642772322607,0,0.5,False,False,False
PASK,6,0.01657552973342447,0.025803144224196856,4,0.8007386521351647,0,0.6666666666666666,False,False,False
PATE1,6,-0.007826384142173615,-0.02347915242652085,2,0.9293002315519909,0,0.3333333333333333,False,False,False
PATE2,6,-0.07453861927546139,-0.05022784233310549,2,0.6159705503819929,0,0.3333333333333333,False,False,False
PATE3,6,-0.17361585782638417,-0.12447026657552974,1,0.30480494055925916,0,0.16666666666666666,False,False,False
PATE4,6,0.03274094326725906,0.00033037138300295865,4,0.9064356606232268,0,0.6666666666666666,False,False,False
PATJ,6,0.03571428571428572,0.07821827295511506,5,0.7795681091510916,0,0.8333333333333334,False,False,False
PATL1,6,0.08588516746411483,0.01230348598769652,3,0.2787678269164949,0,0.5,False,False,False
PATL2,6,0.03301435406698565,-0.005217589428115742,4,0.8992606797874722,0,0.6666666666666666,False,False,False
PATZ1,6,0.07922077922077922,0.05347459557985874,4,0.5401035064829126,0,0.6666666666666666,False,False,False
PAWR,6,0.059740259740259746,0.026953748006379587,4,0.6426709018804895,0,0.6666666666666666,False,False,False
PAX1,6,-0.0031100478468899587,0.01961722488038278,3,0.7908178180302059,0,0.5,False,False,False
PAX2,6,-0.043096377306903626,-0.02286397812713602,2,0.7601138225281064,0,0.3333333333333333,False,False,False
PAX3,6,0.0010936431989063567,0.007792207792207791,3,0.6426844885037774,0,0.5,False,False,False
PAX4,6,0.006425153793574846,-0.0260082023239918,3,0.560439140764429,0,0.5,False,False,False
PAX5,6,-0.08369788106630213,-0.10092276144907725,0,0.775052977631057,0,0.0,False,False,False
PAX6,6,0.059466848940533154,0.09398496240601505,4,0.38306188339434666,0,0.6666666666666666,False,False,False
PAX7,6,-0.07655502392344496,-0.032877648667122346,3,0.4002577236080474,0,0.5,False,False,False
PAX8,6,-0.03195488721804511,0.008851674641148319,3,0.3621493111054163,0,0.5,False,False,False
PAX9,6,-0.07125768967874231,-0.059728867623604465,1,0.5289850843004485,0,0.16666666666666666,False,False,False
PAXBP1,6,-0.010970608339029393,-0.030701754385964914,2,0.9783027353763953,0,0.3333333333333333,False,False,False
PAXIP1,6,0.005536568694463433,-0.01646160856687173,3,0.9386701015591621,0,0.5,False,False,False
PAXX,6,-0.007928913192071087,0.017190704032809295,3,0.762150932485339,0,0.5,False,False,False
PBDC1,6,0.01654135338345865,0.02230576441102757,4,0.9009813816996167,0,0.6666666666666666,False,False,False
PBK,6,-0.03157894736842106,-0.03687628161312372,2,0.597923668367989,0,0.3333333333333333,False,False,False
PBLD,6,-0.07922077922077925,-0.03504215083162452,3,0.33202452932554194,0,0.5,False,False,False
PBOV1,6,0.04412166780587833,0.007826384142173624,4,0.846409221621819,0,0.6666666666666666,False,False,False
PBRM1,6,0.027682843472317156,0.05950102529049898,3,0.6710835418219778,0,0.5,False,False,False
PBX1,6,0.017908407382091596,0.009956709956709954,3,0.921185236027303,0,0.5,False,False,False
PBX2,6,0.050273410799726595,0.013545226703121449,4,0.729160433682111,0,0.6666666666666666,False,False,False
PBX3,6,-0.061038961038961045,-0.01769195716564137,2,0.5872286621112686,0,0.3333333333333333,False,False,False
PBX4,6,0.024367737525632264,0.01012759170653907,4,0.5016124550390811,0,0.6666666666666666,False,False,False
PBXIP1,6,-0.08595352016404648,-0.09133059922533608,1,0.704363066686007,0,0.16666666666666666,False,False,False
PC,6,-0.07792207792207792,-0.08065618591934383,1,0.8058553594212651,0,0.16666666666666666,False,False,False
PCARE,6,0.042276144907723856,0.030268853953064483,5,0.9547730721301415,0,0.8333333333333334,False,False,False
PCBD1,6,-0.014319890635680108,-0.03970152654363181,3,0.5453060517110638,0,0.5,False,False,False
PCBD2,6,-0.10755297334244704,-0.07776258828890407,1,0.33377613067220807,0,0.16666666666666666,False,False,False
PCBP1,6,-0.1803144224196856,-0.1430735930735931,1,0.3922058898279815,0,0.16666666666666666,False,False,False
PCBP2,6,0.032570061517429943,0.04989747095010253,3,0.8904372177388948,0,0.5,False,False,False
PCBP3,6,0.04384825700615175,0.05799726589200274,4,0.7046663590774807,0,0.6666666666666666,False,False,False
PCBP4,6,0.08714969241285031,0.09984051036682616,5,0.8552199503519854,0,0.8333333333333334,False,False,False
PCCA,6,-0.008099794941900204,-0.013784461152882205,3,0.808741425687728,0,0.5,False,False,False
PCCB,6,0.0007177033492822994,-0.028013214855320115,3,0.8743850695098582,0,0.5,False,False,False
PCDH1,6,0.11172248803827753,0.026486671223513336,4,0.618179121649314,0,0.6666666666666666,False,False,False
PCDH10,6,0.12159945317840054,0.10876053770790613,5,0.7777710465108653,0,0.8333333333333334,False,False,False
PCDH11X,6,0.017637989515880356,0.014718881693904817,4,0.8234081218406498,0,0.6666666666666666,False,False,False
PCDH12,6,0.03243335611756665,-0.03562314878104353,3,0.30292988582425184,0,0.5,False,False,False
PCDH15,6,-0.06315789473684211,-0.07625882889040785,1,0.913610267410666,0,0.16666666666666666,False,False,False
PCDH17,6,0.035167464114832535,0.006003645477329687,4,0.8714642772322607,0,0.6666666666666666,False,False,False
PCDH18,6,0.06250854408749146,0.05521758942811575,4,0.5369841298831922,0,0.6666666666666666,False,False,False
PCDH19,6,0.20782638414217364,0.12483481430849852,4,0.499340858192026,0,0.6666666666666666,False,False,False
PCDH20,6,0.01196172248803828,0.02055137844611529,3,0.8525636975622098,0,0.5,False,False,False
PCDH7,6,-0.08656869446343131,-0.058578263841421736,1,0.6060631313257553,0,0.16666666666666666,False,False,False
PCDH8,6,0.026247436773752564,0.002791068580542261,3,0.48647727734602764,0,0.5,False,False,False
PCDH9,6,-0.008270676691729314,0.004192298929141035,3,0.7704462785432762,0,0.5,False,False,False
PCDHA1,6,-0.05676691729323309,-0.043381180223285486,2,0.5046499999745361,0,0.3333333333333333,False,False,False
PCDHA10,6,0.09538619275461381,0.09537480063795854,5,0.896572384052815,0,0.8333333333333334,False,False,False
PCDHA11,6,-0.04880382775119617,-0.024891774891774895,2,0.7655439254241376,0,0.3333333333333333,False,False,False
PCDHA12,6,-0.03530416951469584,-0.08685349737981318,2,0.5689638061465974,0,0.3333333333333333,False,False,False
PCDHA13,6,0.0026657552973342394,0.015345181134654814,3,0.6188045444244604,0,0.5,False,False,False
PCDHA2,6,-0.006835269993164729,0.020858965595807702,3,0.6525704015739751,0,0.5,False,False,False
PCDHA3,6,0.06801093643198908,0.08588516746411483,6,0.8947070355640017,0,1.0,False,False,False
PCDHA4,6,-0.06223513328776487,-0.054944178628389156,2,0.7023845692199839,0,0.3333333333333333,False,False,False
PCDHA5,6,0.07067669172932331,0.0769081795397585,4,0.39147650992939875,0,0.6666666666666666,False,False,False
PCDHA6,6,0.10960355434039645,0.10513784461152882,4,0.3344595341503168,0,0.6666666666666666,False,False,False
PCDHA7,6,-0.03472317156527683,-0.02082478924584189,2,0.31745779579236144,0,0.3333333333333333,False,False,False
PCDHA8,6,-0.04777853725222147,0.01896787423103212,3,0.4109877262216809,0,0.5,False,False,False
PCDHA9,6,0.07559808612440191,0.07451583504215083,5,0.4381024518113763,0,0.8333333333333334,False,False,False
PCDHAC1,6,0.005126452494873547,-0.012440191387559807,3,0.7886789225263431,0,0.5,False,False,False
PCDHAC2,6,-0.01900205058099795,-0.01631351105035316,2,0.742146238892721,0,0.3333333333333333,False,False,False
PCDHB1,6,0.016404647983595352,-0.09223057644110277,4,0.42582028646204184,0,0.6666666666666666,False,False,False
PCDHB10,6,-0.004921394395078604,0.0075415812257917485,3,0.9100799964815697,0,0.5,False,False,False
PCDHB11,6,-0.03629528366370472,-0.0328548644338118,2,0.44455583894630235,0,0.3333333333333333,False,False,False
PCDHB12,6,0.10481886534518114,0.08301435406698565,4,0.6631991137234875,0,0.6666666666666666,False,False,False
PCDHB13,6,0.029084073820915924,0.030758714969241287,3,0.5389515724634201,0,0.5,False,False,False
