module,collection,full_direction,full_consistency,full_median_nes,full_n_fdr_qval_025,trajectory_loo_GSE77932|HCT116_consistency,trajectory_loo_GSE77932|HCT116_direction,trajectory_loo_GSE77932|DLD1_consistency,trajectory_loo_GSE77932|DLD1_direction,trajectory_loo_GSE42387|HCT116_consistency,trajectory_loo_GSE42387|HCT116_direction,trajectory_loo_GSE42387|HT29_consistency,trajectory_loo_GSE42387|HT29_direction,trajectory_loo_GSE42387|LoVo_consistency,trajectory_loo_GSE42387|LoVo_direction,trajectory_loo_GSE119603|HCT116_consistency,trajectory_loo_GSE119603|HCT116_direction,trajectory_loo_min_consistency,trajectory_loo_all_same_direction,dataset_loo_GSE119603_n,dataset_loo_GSE119603_consistency,dataset_loo_GSE119603_direction,dataset_loo_GSE42387_n,dataset_loo_GSE42387_consistency,dataset_loo_GSE42387_direction,dataset_loo_GSE77932_n,dataset_loo_GSE77932_consistency,dataset_loo_GSE77932_direction,dataset_loo_min_consistency,dataset_loo_all_same_direction,robust_positive_or_negative
REACTOME::REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS,REACTOME,negative,0.6666666666666666,-0.939873527499766,0,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,positive,4,0.75,negative,0.6666666666666666,False,False
REACTOME::REACTOME_TGFBR3_EXPRESSION,REACTOME,positive,0.6666666666666666,0.7864918554306765,1,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,negative,4,0.75,positive,0.6666666666666666,False,False
REACTOME::REACTOME_TGFBR3_PTM_REGULATION,REACTOME,positive,0.6666666666666666,0.7887292320505765,2,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_TGFBR3_REGULATES_TGF_BETA_SIGNALING,REACTOME,positive,0.6666666666666666,0.7153752025550193,0,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS,REACTOME,positive,0.6666666666666666,0.8747929431106215,0,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,negative,4,0.75,positive,0.6666666666666666,False,False
REACTOME::REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,REACTOME,positive,0.6666666666666666,0.7072917209053111,0,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,negative,4,0.75,positive,0.6666666666666666,False,False
REACTOME::REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES,REACTOME,positive,0.8333333333333334,0.9347257368540909,0,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION,REACTOME,positive,0.6666666666666666,0.7890383677738124,0,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_THE_CRY_PER_KINASE_COMPLEX_REPRESSES_TRANSACTIVATION_BY_THE_BMAL_CLOCK_ARNTL_CLOCK_COMPLEX,REACTOME,positive,0.8333333333333334,0.7582260993809995,0,1.0,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,0.6666666666666666,positive,4,1.0,positive,0.6666666666666666,False,False
REACTOME::REACTOME_THE_FATTY_ACID_CYCLING_MODEL,REACTOME,positive,0.6666666666666666,0.789003914855245,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_THE_NLRP3_INFLAMMASOME,REACTOME,positive,0.6666666666666666,0.6586635902094917,0,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_THE_PHOTOTRANSDUCTION_CASCADE,REACTOME,negative,0.6666666666666666,-0.7642855541181518,0,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION,REACTOME,positive,0.5,-0.10802386149651894,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,REACTOME,positive,0.8333333333333334,1.0595162692892754,1,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,REACTOME,negative,0.6666666666666666,-0.9780855893019538,0,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS,REACTOME,positive,0.5,0.0023346002501107854,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR,REACTOME,positive,0.5,0.03761740382213119,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_THYROXINE_BIOSYNTHESIS,REACTOME,positive,0.6666666666666666,0.8353267646176405,0,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7,REACTOME,negative,0.8333333333333334,-0.9032948929684672,1,0.8,negative,0.8,negative,0.8,negative,0.8,negative,1.0,negative,0.8,negative,0.8,False,5,0.8,negative,3,1.0,negative,4,0.75,negative,0.75,False,False
REACTOME::REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT,REACTOME,positive,0.6666666666666666,0.8829914079797698,0,0.8,positive,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX,REACTOME,positive,0.5,-0.11691341202580252,0,0.6,positive,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_TIE2_SIGNALING,REACTOME,positive,0.5,-0.06963133158429374,1,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TIGHT_JUNCTION_INTERACTIONS,REACTOME,positive,0.6666666666666666,0.810083597566604,1,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH,REACTOME,positive,0.5,-0.007867878809712181,2,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY,REACTOME,positive,0.6666666666666666,1.0683254481193996,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING,REACTOME,positive,0.6666666666666666,1.0161617641243064,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION,REACTOME,positive,0.6666666666666666,0.9184523278033051,1,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,REACTOME,positive,0.8333333333333334,0.9345324432380571,1,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS,REACTOME,positive,0.5,-0.02852531455380025,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,REACTOME,positive,1.0,0.876222523976592,0,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,True,5,1.0,positive,3,1.0,positive,4,1.0,positive,1.0,True,True
REACTOME::REACTOME_TNF_SIGNALING,REACTOME,positive,0.6666666666666666,1.023875232022419,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TOLL_LIKE_RECEPTOR_9_TLR9_CASCADE,REACTOME,positive,0.6666666666666666,0.9118956556159554,0,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,REACTOME,positive,0.8333333333333334,0.9953885265044984,0,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE,REACTOME,positive,0.8333333333333334,0.8635524019448342,1,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BOTD,REACTOME,positive,0.5,-0.07527259869611536,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TP53_REGULATES_METABOLIC_GENES,REACTOME,positive,0.6666666666666666,0.9590591739361624,1,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,negative,4,0.75,positive,0.6666666666666666,False,False
REACTOME::REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN,REACTOME,positive,0.5,0.0266855274833811,0,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES,REACTOME,positive,0.6666666666666666,0.7465257112242807,0,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,negative,4,0.75,positive,0.6666666666666666,False,False
REACTOME::REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,REACTOME,positive,0.8333333333333334,0.7795776955238791,0,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,False,5,1.0,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6666666666666666,False,False
REACTOME::REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES,REACTOME,positive,0.6666666666666666,0.7209269049793762,0,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,negative,4,0.75,positive,0.6666666666666666,False,False
REACTOME::REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS,REACTOME,positive,1.0,0.9044490829507692,0,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,True,5,1.0,positive,3,1.0,positive,4,1.0,positive,1.0,True,True
REACTOME::REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES,REACTOME,positive,0.5,0.010345064638329904,0,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE,REACTOME,positive,0.6666666666666666,0.8217410529342506,0,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST,REACTOME,positive,0.6666666666666666,0.9379902214718554,0,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST,REACTOME,positive,0.5,-0.038783969454970035,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN,REACTOME,positive,0.8333333333333334,0.9881694075315234,0,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY,REACTOME,positive,0.5,0.11585902469907611,1,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX,REACTOME,negative,0.6666666666666666,-0.7858027937195547,0,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,REACTOME,negative,0.6666666666666666,-0.752980791023559,0,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING,REACTOME,negative,0.6666666666666666,-0.8217333565002581,1,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_TRAF6_MEDIATED_NF_KB_ACTIVATION,REACTOME,positive,0.6666666666666666,1.2849377297993005,1,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,REACTOME,negative,0.6666666666666666,-1.1030800816740718,0,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS,REACTOME,positive,0.5,0.00494215611029486,0,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS,REACTOME,negative,0.6666666666666666,-0.7560973357391546,0,0.8,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,1.0,negative,0.6,False,False
REACTOME::REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM,REACTOME,negative,0.6666666666666666,-0.7017652111476742,0,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TRAIL_SIGNALING,REACTOME,positive,0.6666666666666666,0.9100487050003343,1,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,REACTOME,positive,0.5,0.028528148376273377,1,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,REACTOME,negative,0.6666666666666666,-1.0975392043697303,0,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY,REACTOME,negative,0.8333333333333334,-0.916684633912913,0,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,1.0,negative,0.8,False,5,1.0,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6666666666666666,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,REACTOME,negative,0.6666666666666666,-1.1981492999233052,0,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,REACTOME,positive,0.6666666666666666,0.8243965843749257,0,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_BY_NPAS4,REACTOME,positive,0.5,0.1876809495433423,0,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1,REACTOME,positive,0.5,0.0023189683255813165,1,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2,REACTOME,positive,0.6666666666666666,1.0253336709134073,2,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,REACTOME,positive,0.8333333333333334,1.0016473114858166,0,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,REACTOME,positive,0.5,-0.24511384583750018,3,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS,REACTOME,positive,0.5,-0.17458812542592955,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53,REACTOME,positive,0.5,0.15116907225824744,1,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX,REACTOME,positive,0.6666666666666666,0.8419492248189125,0,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_OF_BROWN_AND_BEIGE_ADIPOCYTE_DIFFERENTIATION,REACTOME,negative,0.6666666666666666,-0.8166049441692456,1,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS,REACTOME,negative,0.6666666666666666,-1.161361137020489,3,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_OF_PLURIPOTENT_STEM_CELLS,REACTOME,positive,0.5,-0.0526241458960508,1,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION,REACTOME,positive,0.5,-0.30219425121476157,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION,REACTOME,positive,0.5,0.24877366687523167,2,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
REACTOME::REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,REACTOME,positive,0.5,-0.05347901607553118,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,REACTOME,positive,0.6666666666666666,0.6640259155724828,0,0.8,positive,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1,REACTOME,positive,0.6666666666666666,0.8574545574918531,0,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
REACTOME::REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME,REACTOME,positive,0.5,0.018753012942067993,2,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
REACTOME::REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,REACTOME,negative,0.6666666666666666,-1.0330611807540995,2,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
