platform,DRUG_NAME,drug_key,median_background_rho,global_empirical_q_value,n_backgrounds_available,n_positive_backgrounds,n_positive_nonHCT116_backgrounds,leave_HCT116_out_median_rho,n_models_direction_consistent_ge3of4,signature_robust_flag,strict_database_gate
GDSC2,Uprosertib,UPROSERTIB,-0.0702429149797571,0.470747229864372,4,1,1,-0.0663967611336032,0,False,False
GDSC2,VE-822,VE822,-0.0275130838352917,0.7762618682489183,4,2,2,0.0431519699812382,0,False,False
GDSC2,VE821,VE821,-0.0262717604822868,0.0006043235797284,4,1,1,-0.0116168800379326,0,False,False
GDSC2,VSP34_8731,VSP348731,0.022896378159536,0.0965058270397202,4,2,2,0.1032388663967611,1,False,False
GDSC2,VTP-A,VTPA,-0.173629679144385,0.0006043235797284,4,1,1,-0.2088903743315508,0,False,False
GDSC2,VTP-B,VTPB,-0.1968248663101604,0.0006043235797284,4,1,1,-0.1914438502673796,0,False,False
GDSC2,VX-11e,VX11E,0.0045146650409808,0.0006043235797284,4,2,2,0.0538169748696064,1,False,False
GDSC2,Veliparib,VELIPARIB,-0.0391043877885983,0.0965058270397202,4,2,2,0.0131578947368421,0,False,False
GDSC2,Vinorelbine,VINORELBINE,0.0081190502243133,0.0965058270397202,4,2,2,0.1449830397198818,0,False,False
GDSC2,Vismodegib,VISMODEGIB,-0.1733723602144655,0.0511897620475904,4,1,1,-0.1647773279352226,0,False,False
GDSC2,WEHI-539,WEHI539,0.1744173323120691,0.0511257748450309,4,3,2,0.2727869569974833,6,True,True
GDSC2,WZ4003,WZ4003,0.1124419867680458,0.2359451919139981,4,3,3,0.1386491557223264,3,True,False
GDSC2,Wnt-C59,WNTC59,0.0288609657351634,0.7762618682489183,4,3,3,0.0427125506072874,1,False,False
GDSC2,XAV939,XAV939,0.0571862348178137,0.5628588568000685,4,2,2,0.1732793522267206,1,True,False
GDSC2,ZM447439,ZM447439,0.0622606412080096,0.0965058270397202,4,3,2,0.1036218404639457,1,False,False
GDSC2,Zoledronate,ZOLEDRONATE,-0.168894299157457,0.046148346088358,4,1,1,-0.1483805668016194,0,False,False
GDSC2,alpha-lipoic acid,ALPHALIPOICACID,0.0249981073510485,0.0006043235797284,4,2,2,0.1603603603603604,0,False,False
GDSC2,ascorbate (vitamin C),ASCORBATEVITAMINC,0.1501400560224089,0.0006043235797284,4,3,3,0.1977591036414565,4,True,True
GDSC2,glutathione,GLUTATHIONE,0.0577030812324929,0.0006043235797284,4,2,2,0.1605042016806722,0,True,False
GDSC2,ABT737,ABT737,-0.043121056278951,0.0006043235797284,4,1,0,-0.0817376080533975,3,True,False
GDSC2,AGI-5198,AGI5198,-0.1078710289236605,0.0006043235797284,4,0,0,-0.0976766239924134,0,False,False
GDSC2,AMG-319,AMG319,-0.0310160427807486,0.0006043235797284,4,1,1,-0.0084033613445378,0,False,False
GDSC2,AZD5363,AZD5363,-0.0712422949265054,0.0006043235797284,4,1,1,-0.027027027027027,0,False,False
GDSC2,AZD6738,AZD6738,-0.0364007732428785,0.0006043235797284,4,2,2,0.0336652441915599,0,False,False
GDSC2,AZD8186,AZD8186,-0.0057081372870846,0.0006043235797284,4,2,2,0.0331546121019805,0,False,False
GDSC2,Afuresertib,AFURESERTIB,-0.1209103840682788,0.0006043235797284,4,1,1,-0.0917496443812233,0,False,False
GDSC2,BDP-00009066,BDP00009066,0.009536541889483,0.0006043235797284,4,2,2,0.1229946524064171,1,False,False
GDSC2,BIBR-1532,BIBR1532,-0.1649477973007384,0.0006043235797284,4,1,1,-0.121772345301757,0,False,False
GDSC2,BMS-536924,BMS536924,-0.0554127001495422,0.0006043235797284,4,2,2,0.025841631104789,0,False,False
GDSC2,BPD-00008900,BPD00008900,0.0488540870893812,0.0006043235797284,4,3,3,0.0899159663865546,2,False,False
GDSC2,Bortezomib,BORTEZOMIB,0.0507440639019586,0.0006043235797284,4,2,2,0.2027027027027027,0,True,False
GDSC2,Buparlisib,BUPARLISIB,0.1175730386256702,0.0006043235797284,4,3,3,0.1327278695699748,5,True,True
GDSC2,Cediranib,CEDIRANIB,0.0954517270306744,0.0006043235797284,4,3,3,0.1332385016595542,2,True,False
GDSC2,Cyclophosphamide,CYCLOPHOSPHAMIDE,-0.029990516832622,0.0006043235797284,4,1,1,-0.0158843053579895,0,False,False
GDSC2,Cytarabine,CYTARABINE,0.1173924115100585,0.0006043235797284,4,2,2,0.254392666157372,1,True,False
GDSC2,Dactolisib,DACTOLISIB,0.1317157238209869,0.0006043235797284,4,3,3,0.259601706970128,2,True,False
GDSC2,Epirubicin,EPIRUBICIN,-0.0011215669110405,0.0006043235797284,4,2,2,0.034850640113798,1,True,False
GDSC2,Erlotinib,ERLOTINIB,-0.096135609293504,0.0006043235797284,4,0,0,-0.1424845898530108,0,False,False
GDSC2,Foretinib,FORETINIB,-0.001527883880825,0.0006043235797284,4,2,2,0.0395721925133689,0,False,False
GDSC2,GDC0810,GDC0810,-0.0345314950578108,0.0006043235797284,4,1,1,-0.0059269796111901,0,False,False
GDSC2,GNE-317,GNE317,0.082549148338622,0.0006043235797284,4,3,3,0.0942116205274099,5,True,True
GDSC2,GSK2578215A,GSK2578215A,-0.0130119998541051,0.0006043235797284,4,2,2,0.0272641062114746,0,False,False
GDSC2,Gefitinib,GEFITINIB,-0.0433854907539118,0.0006043235797284,4,1,1,-0.0111427216690374,0,False,False
GDSC2,HKMTI-1-005,HKMTI1005,-0.0711143695014662,0.0006043235797284,4,1,1,-0.032258064516129,0,False,False
GDSC2,I-BRD9,IBRD9,0.0433398986030564,0.0006043235797284,4,3,3,0.0508808403545245,5,True,True
GDSC2,ICL-SIRT078,ICLSIRT078,-0.0348790322580645,0.0006043235797284,4,2,2,0.0766129032258064,0,False,False
GDSC2,Ipatasertib,IPATASERTIB,-0.1414177335229967,0.0006043235797284,4,1,1,-0.1450924608819345,0,False,False
GDSC2,MIM1,MIM1,0.0592564298446651,0.0006043235797284,4,3,3,0.072829131652661,5,True,True
GDSC2,MK-8776,MK8776,-0.0684491978609625,0.0006043235797284,4,1,1,-0.0007639419404125,0,False,False
GDSC2,N25720-51-A1,N2572051A1,0.0221161191749427,0.0006043235797284,4,2,2,0.0798319327731092,3,True,False
GDSC2,N27922-53-1,N27922531,-0.0384262796027501,0.0006043235797284,4,2,2,0.0100840336134453,0,False,False
GDSC2,N29087-69-1,N29087691,-0.1458237840590781,0.0006043235797284,4,1,1,-0.0809523809523809,0,False,False
GDSC2,N30652-18-1,N30652181,-0.080061115355233,0.0006043235797284,4,1,1,-0.0050420168067226,0,False,False
GDSC2,NVP-ADW742,NVPADW742,-0.100421271473903,0.0006043235797284,4,1,1,-0.0920231972863551,0,False,False
GDSC2,Nilotinib,NILOTINIB,0.0276288434183171,0.0006043235797284,4,2,2,0.0666374876901192,1,False,False
GDSC2,Osimertinib,OSIMERTINIB,-0.1056187766714082,0.0006043235797284,4,1,1,-0.1092935040303461,0,False,False
GDSC2,P22077,P22077,0.2064230222124958,0.0006043235797284,4,3,3,0.2449939818360871,5,True,True
GDSC2,Paclitaxel,PACLITAXEL,-0.0926979611190137,0.0006043235797284,4,1,1,-0.0388809862494073,0,False,False
GDSC2,Pevonedistat,PEVONEDISTAT,-0.0678775941933836,0.0006043235797284,4,2,2,0.063063063063063,1,False,False
GDSC2,Pyridostatin,PYRIDOSTATIN,0.0037433155080213,0.0006043235797284,4,2,2,0.1587471352177234,0,False,False
GDSC2,Savolitinib,SAVOLITINIB,-0.0474705474705474,0.0006043235797284,4,1,1,-0.0399387241492504,0,False,False
GDSC2,Sepantronium bromide,SEPANTRONIUMBROMIDE,0.2081190502243133,0.0006043235797284,4,3,2,0.2441186125396651,6,True,True
GDSC2,Sorafenib,SORAFENIB,-0.0214556661925082,0.0006043235797284,4,2,2,0.0566619250829777,0,False,False
GDSC2,Talazoparib,TALAZOPARIB,0.0406590801327643,0.0006043235797284,4,2,2,0.1965386439070649,1,True,False
GDSC2,Tamoxifen,TAMOXIFEN,0.0009939088886457,0.0006043235797284,4,2,2,0.052868658131816,1,False,False
GDSC2,Telomerase Inhibitor IX,TELOMERASEINHIBITORIX,0.2006328190538716,0.0006043235797284,4,3,3,0.2047269942006784,6,True,True
GDSC2,UMI-77,UMI77,0.0438502673796791,0.0006043235797284,4,2,2,0.2388082505729564,0,True,False
GDSC2,Ulixertinib,ULIXERTINIB,0.0914760914760914,0.0006043235797284,4,3,3,0.1578947368421052,3,True,False
GDSC2,Venetoclax,VENETOCLAX,-0.0478079293868767,0.0006043235797284,4,1,1,-0.0233067075172338,0,False,False
GDSC2,Vinblastine,VINBLASTINE,0.0536923860453272,0.0006043235797284,4,2,2,0.2113063407181054,1,False,False
GDSC2,Vorinostat,VORINOSTAT,-0.0139876718824087,0.0006043235797284,4,1,1,-0.0142247510668563,1,False,False
GDSC2,WIKI4,WIKI4,0.1779735200787832,0.0006043235797284,4,3,2,0.3417222890907101,4,True,True
GDSC2,Wee1 Inhibitor,WEE1INHIBITOR,-0.0228416675785096,0.0006043235797284,4,2,2,0.115931721194879,1,False,False
GDSC2,YK-4-279,YK4279,0.0362275230696283,0.0006043235797284,4,2,2,0.0784732100521574,1,False,False
PRISM,1-azakenpaullone,1AZAKENPAULLONE,-0.1389045736871824,0.0003439312137572485,4,1,1,-0.07171089779785433,0,False,False
PRISM,1-naphthyl-PP1,1NAPHTHYLPP1,0.05984189723320158,0.0003439312137572485,4,2,1,-0.03162055335968379,0,False,False
PRISM,1-phenylbiguanide,1PHENYLBIGUANIDE,0.12104743083003953,0.0003439312137572485,4,3,3,0.1274703557312253,2,False,False
PRISM,10-deacetylbaccatin,10DEACETYLBACCATIN,-0.006923076923076921,0.12321034872215243,4,2,2,0.10384615384615385,1,True,False
PRISM,10-hydroxycamptothecin,10HYDROXYCAMPTOTHECIN,-0.11555555555555554,0.09129517708793043,4,1,1,-0.021538461538461538,0,False,False
PRISM,12-O-tetradecanoylphorbol-13-acetate,12OTETRADECANOYLPHORBOL13ACETATE,0.003952569169960486,0.0003439312137572485,4,2,2,0.08413325804630155,0,False,False
PRISM,"2,3-DCPE",23DCPE,0.2008119658119658,0.05204954034068808,4,3,3,0.21777777777777776,3,True,False
PRISM,2-methoxyestradiol,2METHOXYESTRADIOL,0.16780418161488347,0.13903715285186563,4,4,3,0.19281963023246348,6,True,False
PRISM,3'-fluorobenzylspiperone,3FLUOROBENZYLSPIPERONE,-0.13656126482213438,0.0003439312137572485,4,0,0,-0.07961603613777528,2,False,False
PRISM,3-amino-benzamide,3AMINOBENZAMIDE,0.043702435695246025,0.7162782803692627,4,3,2,0.020065793816178148,2,True,False
PRISM,3-deazaneplanocin-A,3DEAZANEPLANOCINA,0.005714285714285713,0.9628647422853287,4,2,2,0.05006105006105006,3,True,False
PRISM,4-(4-fluorobenzoyl)-1-(4-phenylbutyl)-piperidine,44FLUOROBENZOYL14PHENYLBUTYLPIPERIDINE,0.010183150183150184,0.9296776456544807,4,2,2,0.026862026862026864,0,False,False
PRISM,4-chlorophenylguanidine,4CHLOROPHENYLGUANIDINE,0.03656126482213439,0.0003439312137572485,4,3,2,0.02964426877470356,2,True,False
PRISM,4-hydroxy-phenazone,4HYDROXYPHENAZONE,0.004011857707509882,0.0003439312137572485,4,2,2,0.008893280632411068,2,True,False
PRISM,4-iodo-6-phenylpyrimidine,4IODO6PHENYLPYRIMIDINE,0.08243929983060418,0.0003439312137572485,4,3,3,0.14737436476566912,3,False,False
PRISM,4-methylgenistein,4METHYLGENISTEIN,-0.006211180124223604,0.0003439312137572485,4,2,1,-0.016374929418407683,0,False,False
PRISM,4-methylhistamine,4METHYLHISTAMINE,0.03503670242800678,0.0003439312137572485,4,2,1,-0.0038961038961038965,3,True,False
PRISM,4-pyrimidinecarbonitrile,4PYRIMIDINECARBONITRILE,-0.03630434782608695,0.0003439312137572485,4,0,0,-0.02260869565217391,1,False,False
PRISM,4E1RCat,4E1RCAT,-0.16538461538461538,0.0003439312137572485,4,1,1,-0.08,0,False,False
PRISM,5-fluorouracil,5FLUOROURACIL,-0.17411067193675892,0.0003439312137572485,4,1,1,-0.11575381140598533,0,False,False
PRISM,5-hydroxymethyl-tolterodine,5HYDROXYMETHYLTOLTERODINE,-0.17098814229249013,0.0003439312137572485,4,1,1,-0.013913043478260868,0,False,False
PRISM,7-aminocephalosporanic-acid,7AMINOCEPHALOSPORANICACID,-0.07262474367737524,0.0003439312137572485,4,1,1,-0.0038961038961038965,1,False,False
PRISM,7-hydroxystaurosporine,7HYDROXYSTAUROSPORINE,-0.29983277591973245,0.0003439312137572485,4,1,1,-0.2904347826086956,0,False,False
PRISM,7-nitroindazole,7NITROINDAZOLE,-0.04065499717673632,0.0003439312137572485,4,2,2,0.0378317334839074,0,False,False
PRISM,8-hydroxy-PIPAT,8HYDROXYPIPAT,0.20818181818181813,0.0003439312137572485,4,3,2,0.34521739130434775,2,False,False
PRISM,9-aminoacridine,9AMINOACRIDINE,-0.03692307692307692,0.7734051614873875,4,2,2,0.037264957264957266,0,False,False
PRISM,A-674563,A674563,-0.057806324110671936,0.0003439312137572485,4,2,2,0.01482213438735178,2,False,False
PRISM,A-803467,A803467,-0.10902255639097744,0.0003439312137572485,4,1,1,-0.11428571428571428,0,False,False
PRISM,A61603,A61603,0.05782608695652173,0.0003439312137572485,4,3,2,0.021739130434782608,2,True,False
PRISM,ABT-702,ABT702,0.1834782608695652,0.0003439312137572485,4,3,2,0.23478260869565212,2,False,False
PRISM,ABT-737,ABT737,-0.06782608695652173,0.0003439312137572485,4,1,1,-0.08434782608695651,1,False,False
PRISM,ABT-751,ABT751,-0.12974358974358974,0.08168366326734652,4,1,1,-0.08615384615384615,0,False,False
PRISM,AC-264613,AC264613,0.010384615384615381,0.12429135302265593,4,2,1,-0.06846153846153846,1,False,False
PRISM,ACDPP,ACDPP,0.17049689440993793,0.0003439312137572485,4,3,3,0.18571428571428572,4,True,True
PRISM,ACY-1215,ACY1215,-0.024347826086956518,0.0003439312137572485,4,1,1,-0.033913043478260865,1,False,False
PRISM,ADL5859,ADL5859,-0.1163184641445511,0.0003439312137572485,4,1,1,-0.1518915866741954,0,False,False
PRISM,AEE788,AEE788,-0.17963015245623942,0.0003439312137572485,4,1,0,-0.1847826086956522,0,False,False
PRISM,AEG3482,AEG3482,0.0028595317725752505,0.0003439312137572485,4,2,1,-0.023846153846153843,0,False,False
PRISM,AG-14361,AG14361,0.2344444444444444,0.03450223660851586,4,3,3,0.2784615384615384,6,True,True
PRISM,AM-251,AM251,-0.0726086956521739,0.0003439312137572485,4,1,1,-0.07999999999999999,0,False,False
PRISM,AM-580,AM580,-0.06828063241106719,0.0003439312137572485,4,2,1,-0.23221343873517786,0,False,False
PRISM,AMG-208,AMG208,0.233201581027668,0.0003439312137572485,4,3,3,0.274703557312253,6,True,True
PRISM,AMG-232,AMG232,-0.037662337662337675,0.0003439312137572485,4,2,2,0.08181818181818182,0,False,False
PRISM,AMG458,AMG458,0.2021739130434782,0.0003439312137572485,4,3,3,0.2695652173913043,6,True,True
PRISM,AMG900,AMG900,-0.16443143812709027,0.0003439312137572485,4,1,1,-0.16538461538461538,1,False,False
PRISM,AP1903,AP1903,-0.11434782608695651,0.0003439312137572485,4,1,1,-0.12956521739130433,0,False,False
PRISM,AP26113,AP26113,-0.02799145299145299,0.12334221288217058,4,2,1,-0.07829059829059828,0,False,False
PRISM,AR-12,AR12,-0.042549407114624516,0.0003439312137572485,4,2,2,0.02260869565217391,0,False,False
PRISM,AR-42,AR42,0.009914529914529915,0.9346311177491567,4,3,2,0.016752136752136753,1,False,False
PRISM,ARRY-334543,ARRY334543,-0.1888622025471004,0.10870190691320654,4,1,0,-0.21950499505666146,0,False,False
PRISM,AS-1949490,AS1949490,-0.022727272727272728,0.0003439312137572485,4,2,1,-0.11264822134387352,0,False,False
PRISM,AS-703026,AS703026,0.07372476176114114,0.5473958866763232,4,2,1,-0.021917840351520595,2,True,False
PRISM,AT-7519,AT7519,-0.027054834183908243,0.8359967912886636,4,2,2,0.02465757039546067,5,True,False
PRISM,AT-9283,AT9283,0.020750988142292495,0.0003439312137572485,4,2,2,0.1324110671936759,1,False,False
PRISM,AT13387,AT13387,-0.07658572462194045,0.5267574353981663,4,2,2,0.0865549296008756,0,False,False
PRISM,AV-412,AV412,-0.08732441471571906,0.0003439312137572485,4,0,0,-0.0876923076923077,0,False,False
PRISM,AVL-292,AVL292,-0.11851115462604998,0.31754414423237803,4,1,1,-0.09895701589831069,0,False,False
PRISM,AVN-944,AVN944,0.18178539912175706,0.11835183202593931,4,3,3,0.2354553926277816,3,True,False
PRISM,AZ-628,AZ628,0.1176523301224725,0.3369041927655078,4,2,1,-0.013615551557200081,2,True,False
PRISM,AZ20,AZ20,-0.16974358974358977,0.06766918368412135,4,0,0,-0.1917948717948718,0,False,False
PRISM,AZ3146,AZ3146,0.02905982905982906,0.8179938347228832,4,2,2,0.08444444444444445,1,False,False
PRISM,AZ960,AZ960,0.18634920634920632,0.10162092581483705,4,3,3,0.19047619047619047,3,True,False
PRISM,AZD2014,AZD2014,-0.05039198397223844,0.11363167524754197,4,1,1,-0.028615170613840498,0,False,False
PRISM,AZD2461,AZD2461,0.10608695652173912,0.0003439312137572485,4,3,3,0.1243478260869565,4,True,True
PRISM,AZD2858,AZD2858,-0.1364102564102564,0.2343217021535244,4,0,0,-0.12136752136752137,0,False,False
PRISM,AZD3463,AZD3463,-0.05859584859584859,0.6288535396369002,4,2,2,0.06776556776556776,0,False,False
PRISM,AZD5363,AZD5363,-0.1515384615384615,0.07185997479838949,4,0,0,-0.15384615384615383,0,False,False
PRISM,AZD5438,AZD5438,0.08384615384615383,0.09928511652166921,4,2,2,0.21615384615384614,0,True,False
PRISM,AZD6482,AZD6482,-0.014835164835164838,0.9088205242246745,4,2,2,0.14188034188034188,1,False,False
PRISM,AZD7762,AZD7762,0.0,1.0,4,2,2,0.14188034188034188,0,False,False
PRISM,AZD8055,AZD8055,-0.10803418803418803,0.09129517708793043,4,2,2,0.015384615384615384,0,False,False
PRISM,AZD8330,AZD8330,0.07611721611721611,0.5309121481759295,4,2,1,-0.02358974358974359,0,True,False
PRISM,AZD8931,AZD8931,0.011049307119201303,0.9296776456544807,4,2,1,-0.08984650999656135,0,False,False
PRISM,AZD9668,AZD9668,-0.09826086956521739,0.0003439312137572485,4,1,1,-0.10869565217391304,4,True,False
PRISM,BAM7,BAM7,0.0934782608695652,0.0003439312137572485,4,3,3,0.11304347826086956,6,True,True
PRISM,BAN-ORL-24,BANORL24,-0.10721343873517787,0.0003439312137572485,4,2,1,-0.25790513833992096,1,False,False
PRISM,BAY-11-7082,BAY117082,0.10695652173913042,0.0003439312137572485,4,3,3,0.12956521739130433,6,True,True
PRISM,BAY-87-2243,BAY872243,0.12047008547008546,0.08335308883240534,4,3,3,0.22076923076923075,3,True,False
PRISM,BAY-K-8644-(s)-(-),BAYK8644S,0.0256719367588933,0.0003439312137572485,4,2,2,0.18873517786561267,3,True,False
PRISM,BF2.649,BF2649,0.12115384615384615,0.08417263915637924,4,3,3,0.2353846153846154,1,True,False
PRISM,BGT226,BGT226,-0.1828063241106719,0.0003439312137572485,4,2,2,0.016798418972332016,1,False,False
PRISM,BI-2536,BI2536,-0.14076923076923076,0.07999489325773317,4,2,1,-0.3638461538461538,0,False,False
PRISM,BI-78D3,BI78D3,0.019268774703557316,0.0003439312137572485,4,2,2,0.06620553359683795,0,True,False
PRISM,BI-D1870,BID1870,-0.05237154150197629,0.0003439312137572485,4,2,1,-0.11561264822134389,0,False,False
PRISM,BIBR-1532,BIBR1532,-0.0009401709401709452,0.13303704507325487,4,2,2,0.1288888888888889,1,True,False
PRISM,BIBU-1361,BIBU1361,0.09735042735042734,0.09311674782947339,4,3,2,0.12547008547008545,2,False,False
PRISM,BIBX-1382,BIBX1382,0.07782051282051283,0.10476348947201347,4,3,2,0.0010256410256410254,2,False,False
PRISM,BIIB021,BIIB021,0.021111505207461048,0.8740012430280559,4,2,2,0.05009164037863806,0,False,False
PRISM,BIX-01294,BIX01294,-0.08034188034188033,0.5019414224151054,4,1,1,-0.14188034188034188,1,False,False
PRISM,BIX-02188,BIX02188,0.03505494505494506,0.7832823679166606,4,2,1,-0.0115995115995116,0,False,False
PRISM,BMS-265246,BMS265246,0.18076923076923077,0.05231599642804358,4,3,2,0.24153846153846154,3,True,False
PRISM,BMS-345541,BMS345541,0.028461538461538455,0.12267630664699612,4,2,2,0.2053846153846154,1,True,False
PRISM,BMS-387032,BMS387032,0.017863247863247857,0.1229458905266917,4,2,2,0.06803418803418802,2,True,False
PRISM,BMS-599626,BMS599626,0.11533032185206099,0.0003439312137572485,4,3,2,0.05477131564088086,3,False,False
PRISM,BMS-626529,BMS626529,0.10424901185770752,0.0003439312137572485,4,3,2,0.13339920948616601,3,False,False
PRISM,BMS-690514,BMS690514,0.00866322359107978,0.9417848654172344,4,2,1,-0.1203624568796629,0,False,False
PRISM,BMS-707035,BMS707035,-0.044409937888198775,0.0003439312137572485,4,2,2,0.024675324675324677,3,False,False
PRISM,BMS-754807,BMS754807,0.10150984786364915,0.08865123527018735,4,3,2,0.13757772851874966,4,True,True
PRISM,BMS-986020,BMS986020,0.011923076923076922,0.12615739295579798,4,2,1,-0.03,2,False,False
PRISM,BNC105,BNC105,0.12756410256410255,0.08541609859846212,4,3,3,0.13435897435897434,6,True,True
PRISM,BNTX,BNTX,0.033034188034188026,0.11760923345196085,4,2,2,0.10837606837606836,1,False,False
PRISM,BVD-523,BVD523,-0.07606837606837605,0.10075744013500965,4,1,0,-0.07999999999999999,0,False,False
PRISM,BVT-948,BVT948,-0.05886504799548278,0.0003439312137572485,4,1,1,-0.11123658949745907,0,False,False
PRISM,BW-180C,BW180C,0.03952569169960474,0.0003439312137572485,4,3,2,0.07608695652173912,2,False,False
PRISM,BX-912,BX912,-0.174017094017094,0.1229458905266917,4,1,1,-0.187008547008547,0,False,False
PRISM,CB-10-277,CB10277,0.24847543760587243,0.0003439312137572485,4,3,3,0.3709768492377189,5,True,True
PRISM,CCG-50014,CCG50014,-0.1123076923076923,0.08593417063193697,4,1,1,-0.1276923076923077,0,False,False
PRISM,CCT128930,CCT128930,-0.11437118437118438,0.3369041927655078,4,1,1,-0.10358974358974359,0,False,False
PRISM,CCT129202,CCT129202,0.085,0.10304640102907253,4,3,2,0.11230769230769232,2,False,False
PRISM,CCT137690,CCT137690,-0.17981605351170565,0.0003439312137572485,4,1,1,-0.13615384615384615,0,False,False
PRISM,CD-437,CD437,-0.1026923076923077,0.0003439312137572485,4,1,1,-0.04538461538461538,0,False,False
PRISM,CEP-32496,CEP32496,0.08222755505364203,0.0003439312137572485,4,2,2,0.23658949745906271,1,False,False
PRISM,CEP-37440,CEP37440,-0.05173913043478261,0.0003439312137572485,4,1,1,-0.003478260869565217,0,False,False
PRISM,CGM097,CGM097,0.16992094861660076,0.0003439312137572485,4,3,3,0.2904347826086956,3,True,False
PRISM,CGP-37849,CGP37849,0.015849802371541506,0.0003439312137572485,4,2,1,-0.007826086956521738,2,True,False
PRISM,CGP-52411,CGP52411,-0.000769230769230779,0.12993555135126822,4,2,2,0.07923076923076922,2,False,False
PRISM,CGS-15943,CGS15943,-0.1251282051282051,0.2860889032764632,4,1,1,-0.14393162393162393,1,False,False
PRISM,CGS-20625,CGS20625,0.015299145299145306,0.12375382066443855,4,2,2,0.0876923076923077,3,True,False
PRISM,CH5132799,CH5132799,0.02153846153846154,0.0003439312137572485,4,3,2,0.023076923076923078,3,False,False
PRISM,CHIR-124,CHIR124,-0.17691699604743083,0.0003439312137572485,4,1,0,-0.2965217391304348,0,False,False
PRISM,CHIR-98014,CHIR98014,-0.055830039525691696,0.0003439312137572485,4,2,2,0.03359683794466403,0,True,False
PRISM,CHIR-99021,CHIR99021,0.09875494071146246,0.0003439312137572485,4,3,2,0.04434782608695652,4,True,True
PRISM,CI-844,CI844,0.05710050818746472,0.0003439312137572485,4,3,2,0.1057312252964427,1,False,False
PRISM,CID-5458317,CID5458317,-0.05742368742368741,0.6341162857172156,4,2,2,0.007863247863247862,0,False,False
PRISM,CMPD-1,CMPD1,0.09499999999999999,0.09311674782947339,4,3,3,0.1746153846153846,3,True,False
PRISM,CNX-2006,CNX2006,-0.1263157894736842,0.0003439312137572485,4,2,1,-0.2902255639097744,0,False,False
PRISM,CNX-774,CNX774,-0.02324414715719062,0.0003439312137572485,4,2,1,-0.1695652173913043,0,False,False
PRISM,CP-673451,CP673451,-0.053359683794466414,0.0003439312137572485,4,1,1,-0.04051383399209487,2,True,False
PRISM,CP-724714,CP724714,0.130260509313166,0.2640428361808424,4,3,2,0.17180441360858595,3,True,False
PRISM,"CP-945,598",CP945598,-0.11188034188034188,0.08973443406556784,4,2,2,0.019999999999999997,1,False,False
PRISM,CPI-1189,CPI1189,-0.19652173913043477,0.0003439312137572485,4,0,0,-0.19043478260869565,0,False,False
PRISM,CPP,CPP,0.000769230769230772,0.12994151169766047,4,2,1,-0.11846153846153845,0,True,False
PRISM,CR8-(R),CR8R,-0.0961111111111111,0.09903539461958989,4,1,1,-0.07769230769230769,0,False,False
PRISM,CS-110266,CS110266,-0.03103212576896787,0.0003439312137572485,4,0,0,-0.025974025974025972,0,False,False
PRISM,CUDC-907,CUDC907,0.221025641025641,0.04621035591876599,4,3,2,0.19589743589743588,4,True,True
PRISM,CX-4945,CX4945,0.020300751879699246,0.0003439312137572485,4,2,1,-0.025563909774436087,1,True,False
PRISM,CX-5461,CX5461,0.011923076923076925,0.0003439312137572485,4,2,2,0.08384615384615385,1,True,False
PRISM,CYC116,CYC116,-0.17923076923076925,0.05984361380151154,4,1,1,-0.14846153846153848,0,False,False
PRISM,CYT-997,CYT997,-0.14028083028083027,0.21568782514095622,4,1,1,-0.05162393162393161,0,False,False
PRISM,D-4476,D4476,0.007391304347826082,0.0003439312137572485,4,2,2,0.07478260869565216,4,True,False
PRISM,D-64131,D64131,0.051538461538461526,0.11328896087713938,4,3,3,0.08153846153846152,1,False,False
PRISM,D-7193,D7193,-0.05811965811965812,0.641504685452021,4,2,1,-0.1794871794871795,2,False,False
PRISM,D-Serine,DSERINE,0.08701298701298701,0.0003439312137572485,4,3,2,0.05844155844155843,2,False,False
PRISM,DCEBIO,DCEBIO,0.021668548842461888,0.0003439312137572485,4,2,2,0.048418972332015815,0,False,False
PRISM,DMH1,DMH1,-0.18521739130434778,0.0003439312137572485,4,1,1,-0.34521739130434775,0,False,False
PRISM,DPI-201106,DPI201106,0.0020085470085470097,0.1295746222286429,4,2,2,0.06324786324786325,4,True,False
PRISM,DU-728,DU728,-0.06521739130434781,0.0003439312137572485,4,2,2,0.017786561264822136,0,False,False
PRISM,DVD-111,DVD111,-0.10468215994531783,0.0003439312137572485,4,2,2,0.06883116883116883,0,False,False
PRISM,E7449,E7449,0.019268774703557298,0.0003439312137572485,4,2,2,0.13043478260869562,0,False,False
PRISM,EMD-53998,EMD53998,0.1719230769230769,0.05778966009477763,4,3,3,0.19999999999999998,3,True,False
PRISM,ENMD-2076,ENMD2076,0.05164046479835953,0.0003439312137572485,4,2,1,-0.03506493506493507,2,False,False
PRISM,EPZ-5676,EPZ5676,0.1666239316239316,0.06751242344123769,4,3,3,0.22076923076923075,6,True,True
PRISM,ER-27319,ER27319,-0.052307692307692305,0.11998398041189483,4,1,1,-0.021538461538461538,0,False,False
PRISM,ETP-46464,ETP46464,-0.05197324414715719,0.0003439312137572485,4,1,1,-0.040869565217391296,0,False,False
PRISM,EVP4593,EVP4593,-0.06304347826086955,0.0003439312137572485,4,2,2,0.17478260869565218,0,False,False
PRISM,FERb-033,FERB033,-0.02953177257525083,0.0003439312137572485,4,2,2,0.046153846153846156,0,False,False
