rank,gene,n_backgrounds,n_positive_backgrounds,n_stable_backgrounds_rho_ge_0.10,n_resampling_supported_backgrounds,median_background_vulnerability_rho,meta_p_value_fisher,leave_HCT116_out_median_vulnerability_rho,leave_HCT116_out_positive,meta_q_value,tier1_universal,tier2_strong,tier3_subtype,primary_tier
4695,NKX2-2,4,3,1,0,0.048989898989898986,0.805727681252224,0.033766233766233764,True,1.0,False,False,False,none
4696,POU4F2,4,2,2,0,0.04895382395382396,0.4262192151569349,-0.0329004329004329,False,0.9350715546820573,False,False,False,none
4697,SPEG,4,3,0,0,0.04895382395382396,0.49965846702583294,0.05064935064935065,True,0.956118438021005,False,False,False,none
4698,PHACTR2,4,3,0,0,0.04895382395382396,0.8302262828949083,0.05281385281385281,True,1.0,False,False,False,none
4699,TLNRD1,4,3,1,0,0.04895382395382396,0.818410091069776,0.02878787878787879,True,1.0,False,False,False,none
4700,STX17,4,3,1,0,0.04891774891774892,0.5116530995436721,0.02619047619047619,True,0.9577016293701506,False,False,False,none
4701,BECN1,4,3,1,0,0.048917748917748916,0.4317933563644341,0.08051948051948052,True,0.9381357805686532,False,False,False,none
4702,PEDS1,4,2,2,0,0.048917748917748916,0.4806631035464226,0.14776334776334776,True,0.9517838322151948,False,False,False,none
4703,RILPL2,4,3,1,0,0.04888167388167389,0.5668202527794732,0.07640692640692641,True,0.9712216261479341,False,False,False,none
4704,POLR3GL,4,3,1,0,0.04888167388167388,0.4538199731257504,0.051515151515151514,True,0.9456469935064346,False,False,False,none
4705,CIAO2A,4,3,1,0,0.04888167388167388,0.6881779178070119,0.09624819624819625,True,1.0,False,False,False,none
4706,TOMM34,4,2,2,0,0.048809523809523817,0.14071064753206458,-0.09379509379509379,False,0.7818345259021479,False,False,False,none
4707,ING2,4,3,1,0,0.04880952380952381,0.20535546939239244,0.08181818181818182,True,0.831282657088031,False,False,False,none
4708,CREB5,4,3,1,0,0.04880952380952381,0.7445212132969801,0.05995670995670996,True,1.0,False,False,False,none
4709,PLA2G1B,4,2,2,0,0.0488095238095238,0.45768944130402966,-0.03910533910533911,False,0.9459076214146833,False,False,False,none
4710,PPP4C,4,3,1,0,0.048773448773448774,0.749702668818677,0.08102453102453103,True,1.0,False,False,False,none
4711,VIPAS39,4,3,1,0,0.048773448773448774,0.8623363400349342,0.04040404040404041,True,1.0,False,False,False,none
4712,NT5M,4,3,1,0,0.04873737373737374,0.07878597250943463,0.08304473304473305,True,0.71075484652038,False,False,False,none
4713,KRT3,4,3,1,1,0.04873737373737374,0.12557079067941887,0.07380952380952381,True,0.7662650594227219,False,False,False,none
4714,KCNK16,4,3,1,0,0.04873737373737374,0.597186145941029,0.024314574314574313,True,0.9798087610411258,False,False,False,none
4715,SEH1L,4,3,0,0,0.04873737373737374,0.8914802869921725,0.02893217893217893,True,1.0,False,False,False,none
4716,CCDC106,4,3,1,0,0.048701298701298704,0.7708085062745664,0.0386002886002886,True,1.0,False,False,False,none
4717,RSPH4A,4,2,1,0,0.04866522366522367,0.7764130308256056,0.09733044733044734,True,1.0,False,False,False,none
4718,PCTP,4,2,2,0,0.04862914862914863,0.07401482676982425,0.11002886002886003,True,0.7041935396542398,False,False,False,none
4719,HDHD2,4,3,1,0,0.04862914862914863,0.5443138888558019,0.06637806637806638,True,0.9651418909760296,False,False,False,none
4720,RBFOX2,4,3,1,0,0.04862914862914863,0.8499547203041222,0.014862914862914862,True,1.0,False,False,False,none
4721,MASP1,4,2,2,0,0.0485930735930736,0.48292658688657397,-0.03427128427128427,False,0.9517838322151948,False,False,False,none
4722,VWA5B2,4,2,2,0,0.04855699855699856,0.04706905477180904,-0.09458874458874458,False,0.63543933033509,False,False,False,none
4723,RGS9BP,4,3,1,0,0.04855699855699856,0.1387424837750351,0.06897546897546898,True,0.780598953290076,False,False,False,none
4724,ZIM3,4,2,2,0,0.048556998556998555,0.19095281527946134,-0.024531024531024532,False,0.8192661729644672,False,False,False,none
4725,ZNF710,4,3,1,0,0.048556998556998555,0.5085502328438081,0.06212121212121212,True,0.9576979679812897,False,False,False,none
4726,GRHL3,4,3,1,0,0.048484848484848485,0.6657331738569711,0.0823953823953824,True,0.9993789274879082,False,False,False,none
4727,NXNL2,4,3,1,0,0.048484848484848485,0.7506535514640921,0.030375180375180375,True,1.0,False,False,False,none
4728,MTHFD2,4,2,2,0,0.04844877344877345,0.5576191437360861,0.1217893217893218,True,0.9676075419659643,False,False,False,none
4729,CAST,4,2,2,0,0.048412698412698414,0.05432111557868367,0.18427128427128428,True,0.6531014949516467,False,False,False,none
4730,WDR1,4,3,1,0,0.048412698412698414,0.5310131574426524,0.0911976911976912,True,0.9622553110868793,False,False,False,none
4731,SH3PXD2A,4,3,1,0,0.048412698412698414,0.8666128258104553,0.0033910533910533913,True,1.0,False,False,False,none
4732,MED22,4,3,1,0,0.04841269841269841,0.44755668824381467,0.024025974025974027,True,0.9426948807754887,False,False,False,none
4733,C1ORF226,4,3,1,0,0.04841269841269841,0.7254009541904967,0.06623376623376623,True,1.0,False,False,False,none
4734,RTL5,4,2,2,0,0.04837662337662338,0.28197165125008194,-0.050865800865800864,False,0.8751215798358545,False,False,False,none
4735,ENDOD1,4,3,1,0,0.04837662337662338,0.7811267079122826,0.007936507936507936,True,1.0,False,False,False,none
4736,BAG3,4,3,1,0,0.04837662337662337,0.6661631766969018,0.09126984126984126,True,0.9995157393280965,False,False,False,none
4737,COPS9,4,3,0,0,0.04834054834054834,0.8563168913759448,0.03953823953823954,True,1.0,False,False,False,none
4738,SYCP3,4,3,1,0,0.04834054834054834,0.7887273939768602,0.07287157287157287,True,1.0,False,False,False,none
4739,TKFC,4,4,0,0,0.04834054834054834,0.9322341515413024,0.048124098124098125,True,1.0,False,False,False,none
4740,TMEM207,4,2,2,0,0.0483044733044733,0.25031720029680216,0.10577200577200577,True,0.8597020717083653,False,False,False,none
4741,GCH1,4,3,1,0,0.0483044733044733,0.2649920136070654,0.04336219336219336,True,0.8670993173970346,False,False,False,none
4742,LARP4B,4,3,1,0,0.048268398268398266,0.2809222086208906,0.06111111111111111,True,0.8751215798358545,False,False,False,none
4743,RBM7,4,2,2,0,0.04823232323232323,0.07570424943490184,0.20346320346320346,True,0.7068093880059902,False,False,False,none
4744,CYB5RL,4,2,2,0,0.04823232323232323,0.20366390472701776,0.1292929292929293,True,0.8310855320513247,False,False,False,none
4745,DES,4,2,2,0,0.04823232323232323,0.840521449076724,0.10281385281385282,True,1.0,False,False,False,none
4746,KRT78,4,3,1,0,0.04823232323232323,0.7641836778933231,0.09025974025974026,True,1.0,False,False,False,none
4747,TBCB,4,3,0,0,0.04823232323232323,0.8969840936458966,0.08701298701298701,True,1.0,False,False,False,none
4748,PIK3CA,4,3,1,0,0.048196248196248195,0.886903176173131,0.06298701298701298,True,1.0,False,False,False,none
4749,GPR162,4,2,1,0,0.04816017316017317,0.1527232775932419,-0.002308802308802309,False,0.7932007612869654,False,False,False,none
4750,CDK2AP2,4,3,1,0,0.048124098124098125,0.35004366245550517,0.03881673881673882,True,0.899872664131315,False,False,False,none
4751,TAAR6,4,3,1,0,0.04808802308802309,0.8821278550721009,0.08376623376623377,True,1.0,False,False,False,none
4752,ASB5,4,2,2,0,0.04808802308802308,0.08263221649934373,0.12092352092352092,True,0.7150223713200896,False,False,False,none
4753,TLE1,4,2,2,0,0.048051948051948054,0.486352192789296,-0.027344877344877346,False,0.9530925810388222,False,False,False,none
4754,NECAB2,4,2,2,0,0.04805194805194805,0.5261935577758361,0.1137085137085137,True,0.9609809417944866,False,False,False,none
4755,ACAA2,4,3,1,0,0.04801587301587301,0.9126095468580496,0.004834054834054834,True,1.0,False,False,False,none
4756,POU5F2,4,2,2,0,0.04797979797979798,0.24041968673419806,0.1383838383838384,True,0.8519833141100788,False,False,False,none
4757,NSL1,4,3,1,0,0.04794372294372294,0.8870797958833865,0.028282828282828285,True,1.0,False,False,False,none
4758,TAGLN3,4,3,1,0,0.04794372294372294,0.8376201736883261,0.03816738816738817,True,1.0,False,False,False,none
4759,ZPLD1,4,3,0,0,0.04790764790764791,0.691064549116521,0.0696969696969697,True,1.0,False,False,False,none
4760,IL20,4,3,1,0,0.047907647907647906,0.6424686641359382,0.05909090909090909,True,0.9920021509007965,False,False,False,none
4761,CDH1,4,2,2,0,0.04787157287157287,0.09774107653047573,0.12467532467532468,True,0.7280389005629229,False,False,False,none
4762,ANGPTL8,4,2,2,0,0.04783549783549784,0.2862732031536568,-0.06868686868686869,False,0.8758863249615075,False,False,False,none
4763,SCAP,4,3,1,0,0.04783549783549784,0.4184361138943853,0.09004329004329005,True,0.932535429000525,False,False,False,none
4764,DNPH1,4,2,2,0,0.047835497835497835,0.4579247708727071,0.11132756132756133,True,0.9459076214146833,False,False,False,none
4765,PHKG2,4,3,1,0,0.047835497835497835,0.7694842094049859,0.0875901875901876,True,1.0,False,False,False,none
4766,SPNS3,4,3,1,0,0.0477994227994228,0.29556286215857464,0.05923520923520924,True,0.8812931224884978,False,False,False,none
4767,UNC93A,4,4,0,0,0.0477994227994228,0.9694659900899846,0.04624819624819625,True,1.0,False,False,False,none
4768,ZNF436,4,3,0,0,0.0477994227994228,0.9194117149096972,0.05,True,1.0,False,False,False,none
4769,NCR3,4,2,2,0,0.04779942279942279,0.5995599333158272,0.1266233766233766,True,0.9798087610411258,False,False,False,none
4770,FKBP8,4,3,0,0,0.047763347763347765,0.8844772537637416,0.06053391053391054,True,1.0,False,False,False,none
4771,GUCY2C,4,3,0,0,0.04776334776334776,0.8832078088435682,0.03838383838383838,True,1.0,False,False,False,none
4772,MGAT1,4,3,1,0,0.04772727272727273,0.9165426368683341,0.04321789321789322,True,1.0,False,False,False,none
4773,CEP89,4,2,2,0,0.047691197691197694,0.5164854550016486,-0.04624819624819625,False,0.9593613861072006,False,False,False,none
4774,C1QL1,4,2,1,0,0.04769119769119769,0.7113613857913752,0.09581529581529581,True,1.0,False,False,False,none
4775,TRIM16,4,3,1,1,0.04765512265512266,0.09529724745110199,0.06652236652236652,True,0.725900836175743,False,False,False,none
4776,ERCC5,4,3,0,0,0.04765512265512266,0.9335199884813554,0.034126984126984124,True,1.0,False,False,False,none
4777,SLC35G1,4,2,2,0,0.04765512265512265,0.6866996978988544,-0.009812409812409812,False,1.0,False,False,False,none
4778,DSG2,4,2,2,0,0.047619047619047616,0.17262420910090448,0.15432900432900432,True,0.8068938169777937,False,False,False,none
4779,ASB9,4,3,1,0,0.047546897546897546,0.8675183502620104,0.010894660894660894,True,1.0,False,False,False,none
4780,TAF11,4,3,1,0,0.047546897546897546,0.7068815468988711,0.08932178932178932,True,1.0,False,False,False,none
4781,FAM219A,4,3,1,0,0.047474747474747475,0.46415036081721894,0.08722943722943723,True,0.9478741787210163,False,False,False,none
4782,FRMD7,4,3,1,0,0.04743867243867243,0.6941998922426513,0.050216450216450215,True,1.0,False,False,False,none
4783,ZMAT1,4,2,2,1,0.047402597402597405,0.042593112706325556,0.10238095238095238,True,0.6076461355728232,False,False,False,none
4784,RAB8B,4,2,2,0,0.047402597402597405,0.3233307041402745,0.14177489177489178,True,0.890676095753871,False,False,False,none
4785,ESYT1,4,4,1,0,0.047402597402597405,0.8388196519904094,0.03333333333333333,True,1.0,False,False,False,none
4786,SOX18,4,4,1,0,0.047402597402597405,0.7125316368013346,0.04227994227994228,True,1.0,False,False,False,none
4787,NRSN1,4,2,2,0,0.04736652236652237,0.054374381023113046,-0.11125541125541126,False,0.6531316660669401,False,False,False,none
4788,CORO6,4,3,1,0,0.047330447330447334,0.3337397023918098,0.02207792207792208,True,0.8963451126315933,False,False,False,none
4789,TENM1,4,3,0,0,0.047330447330447334,0.7762872241337471,0.03318903318903319,True,1.0,False,False,False,none
4790,UGGT2,4,3,0,0,0.047330447330447334,0.942496649118961,0.04206349206349207,True,1.0,False,False,False,none
4791,PLA2G12A,4,2,2,0,0.04733044733044733,0.5554506969860806,0.10836940836940837,True,0.9674649837837849,False,False,False,none
4792,C4ORF48,4,3,1,0,0.04733044733044733,0.631308889917546,0.0284992784992785,True,0.9886840760876113,False,False,False,none
4793,CFAP206,4,3,1,0,0.04729437229437229,0.3897734643992503,0.044805194805194806,True,0.916126119481432,False,False,False,none
4794,PRSS12,4,3,1,0,0.04725829725829726,0.4537122658890158,0.023376623376623377,True,0.9456469935064346,False,False,False,none
4795,FBXO24,4,3,0,0,0.04725829725829726,0.47307945750745106,0.06897546897546898,True,0.9505771313385846,False,False,False,none
4796,NAXD,4,3,1,0,0.047258297258297256,0.8069090299861755,0.009307359307359308,True,1.0,False,False,False,none
4797,MRPL34,4,4,1,0,0.04722222222222222,0.37112387613288306,0.05793650793650794,True,0.9085609150664021,False,False,False,none
4798,ZNF572,4,2,2,0,0.04722222222222222,0.43706942517354397,-0.05007215007215007,False,0.9405917629493199,False,False,False,none
4799,TLR5,4,3,1,0,0.04722222222222222,0.7893941987828101,0.013924963924963925,True,1.0,False,False,False,none
4800,CCDC159,4,3,1,0,0.04718614718614719,0.45917315260108726,0.03282828282828283,True,0.9459076214146833,False,False,False,none
4801,HMGCR,4,2,2,0,0.047186147186147186,0.16491338336879652,0.12193362193362194,True,0.7991322988625102,False,False,False,none
4802,SLC16A11,4,3,1,0,0.047186147186147186,0.5552810678115059,0.09242424242424242,True,0.9674649837837849,False,False,False,none
4803,DEPDC1B,4,2,1,0,0.047186147186147186,0.7154436732747029,-0.0012265512265512266,False,1.0,False,False,False,none
4804,PCP4,4,2,2,0,0.04715007215007215,0.280323799456362,-0.011688311688311689,False,0.8751215798358545,False,False,False,none
4805,BBOX1,4,2,2,0,0.04715007215007215,0.8443822873599799,-0.013708513708513708,False,1.0,False,False,False,none
4806,STPG4,4,3,1,0,0.04715007215007215,0.7454176473190639,0.07821067821067822,True,1.0,False,False,False,none
4807,TMEM221,4,3,0,0,0.047113997113997115,0.6858638132603809,0.07900432900432901,True,1.0,False,False,False,none
4808,IGFBP3,4,2,2,0,0.04704184704184704,0.49739552939280596,-0.04047619047619048,False,0.9552642746995686,False,False,False,none
4809,TNS3,4,3,1,0,0.04700577200577201,0.4237119523272957,0.06443001443001443,True,0.9339691092114635,False,False,False,none
4810,SLC13A4,4,3,0,0,0.04700577200577201,0.609499202721806,0.042712842712842716,True,0.9825265105794002,False,False,False,none
4811,COG4,4,3,1,0,0.04696969696969697,0.15487965280383167,0.047041847041847044,True,0.7934570657391854,False,False,False,none
4812,EXOSC7,4,2,2,0,0.04696969696969697,0.4733408042865632,0.11226551226551226,True,0.9505771313385846,False,False,False,none
4813,DHRS12,4,2,2,0,0.04696969696969697,0.775742164682702,0.10230880230880231,True,1.0,False,False,False,none
4814,MLEC,4,2,2,0,0.04693362193362194,0.08603850951676245,-0.04567099567099567,False,0.7181908223730954,False,False,False,none
4815,SNN,4,3,1,0,0.04693362193362194,0.8029201127900851,0.05988455988455989,True,1.0,False,False,False,none
4816,ZNF608,4,3,0,0,0.04693362193362193,0.9505480985010746,0.05281385281385281,True,1.0,False,False,False,none
4817,KIFC1,4,2,2,1,0.046897546897546896,0.07073811898376331,0.1310966810966811,True,0.6941541064307214,False,False,False,none
4818,WHRN,4,2,2,0,0.046897546897546896,0.23273930834992668,0.12258297258297259,True,0.8472046564000507,False,False,False,none
4819,CDH13,4,3,0,0,0.046897546897546896,0.7233403175417287,0.03513708513708514,True,1.0,False,False,False,none
4820,FAM110C,4,2,2,0,0.04686147186147187,0.04455450170333094,-0.07453102453102453,False,0.6207037501205492,False,False,False,none
4821,EMC7,4,3,0,0,0.04686147186147187,0.918781388454693,0.08744588744588745,True,1.0,False,False,False,none
4822,LBR,4,2,2,0,0.04686147186147186,0.14014928768888785,-0.0740981240981241,False,0.781527496984418,False,False,False,none
4823,GJB4,4,3,1,0,0.04686147186147186,0.24648222056138044,0.05815295815295815,True,0.8559027897084165,False,False,False,none
4824,MCM3,4,3,1,0,0.04686147186147186,0.638676386402081,0.06111111111111111,True,0.9900074461601598,False,False,False,none
4825,TRIM34,4,3,1,0,0.04686147186147186,0.8406807075448233,0.09307359307359307,True,1.0,False,False,False,none
4826,RNF41,4,3,0,0,0.046825396825396826,0.9306641346414604,0.005916305916305917,True,1.0,False,False,False,none
4827,SEC16A,4,2,2,0,0.046825396825396826,0.8203604650419052,-0.018614718614718615,False,1.0,False,False,False,none
4828,NAGS,4,3,1,0,0.04678932178932179,0.4392263216326211,0.008441558441558441,True,0.9412313998801999,False,False,False,none
4829,SLC22A25,4,2,2,0,0.04678932178932179,0.5411438355966187,0.11486291486291486,True,0.9640036146783418,False,False,False,none
4830,IFNK,4,3,1,0,0.04678932178932179,0.617146710592013,0.0531024531024531,True,0.9838608474366588,False,False,False,none
4831,DNAJA3,4,2,1,0,0.04678932178932179,0.7036880665975476,0.09386724386724386,True,1.0,False,False,False,none
4832,MBD4,4,3,1,0,0.046753246753246755,0.28213022868316096,0.011183261183261184,True,0.8751215798358545,False,False,False,none
4833,MAPK1IP1L,4,2,2,0,0.046753246753246755,0.29570843109954675,0.10533910533910534,True,0.8812931224884978,False,False,False,none
4834,COQ8A,4,2,2,0,0.046753246753246755,0.36443714226244556,-0.049206349206349205,False,0.9063588136683195,False,False,False,none
4835,CCDC89,4,3,1,0,0.04671717171717171,0.6179083584482458,0.0227994227994228,True,0.9844060998358721,False,False,False,none
4836,CERCAM,4,2,2,0,0.046681096681096684,0.1348910860748993,-0.03982683982683983,False,0.7762234946893504,False,False,False,none
4837,HSD17B1,4,4,1,0,0.046681096681096684,0.17179104828351466,0.04588744588744589,True,0.8066044560827039,False,False,False,none
4838,IFT81,4,2,1,0,0.046681096681096684,0.7043965141085666,0.09473304473304474,True,1.0,False,False,False,none
4839,UCHL5,4,2,2,0,0.04668109668109668,0.4664701053556458,-0.02813852813852814,False,0.948484977093302,False,False,False,none
4840,DGKZ,4,4,1,0,0.04668109668109668,0.5966744487138984,0.06284271284271284,True,0.9798087610411258,False,False,False,none
4841,ATOH1,4,3,1,0,0.04668109668109668,0.610968451034066,0.06414141414141414,True,0.9825265105794002,False,False,False,none
4842,PCDHA9,4,2,2,0,0.04664502164502164,0.2726478577927129,-0.018975468975468975,False,0.869593513581167,False,False,False,none
4843,FBRSL1,4,2,2,0,0.04664502164502164,0.3598453132183654,-0.045743145743145745,False,0.9030206639088663,False,False,False,none
4844,GCSAML,4,3,1,0,0.04664502164502164,0.6666183060501302,0.032106782106782104,True,0.999617622973888,False,False,False,none
4845,MDM1,4,2,2,0,0.04664502164502164,0.7210043017369558,0.11176046176046175,True,1.0,False,False,False,none
4846,STXBP4,4,4,0,0,0.046608946608946614,0.9113112736940121,0.0531024531024531,True,1.0,False,False,False,none
4847,NAA20,4,2,2,0,0.04660894660894661,0.02428411477889556,0.1603896103896104,True,0.543415689090802,False,False,False,none
4848,EPOP,4,3,0,0,0.04660894660894661,0.9469094701872278,0.022582972582972583,True,1.0,False,False,False,none
4849,CAPN14,4,3,1,0,0.04657287157287158,0.8149279352424823,0.02813852813852814,True,1.0,False,False,False,none
4850,CDK17,4,3,1,0,0.04657287157287157,0.4234935583092189,0.07987012987012987,True,0.9338794238574627,False,False,False,none
4851,YTHDF1,4,3,1,0,0.04657287157287157,0.6017907379705554,0.06984126984126984,True,0.9801380255683404,False,False,False,none
4852,RIN2,4,3,0,0,0.04657287157287157,0.8123436662829547,0.0847041847041847,True,1.0,False,False,False,none
4853,VPS53,4,3,1,0,0.04657287157287157,0.8637066090925867,0.008441558441558441,True,1.0,False,False,False,none
4854,CDX1,4,2,2,0,0.04653679653679654,0.02416335474258809,-0.0613997113997114,False,0.543415689090802,False,False,False,none
4855,RTCB,4,2,2,0,0.04653679653679654,0.22383397051363657,0.10194805194805195,True,0.8437642615589794,False,False,False,none
4856,CLEC6A,4,3,1,0,0.04653679653679654,0.48422041027788953,0.07431457431457432,True,0.952402314624666,False,False,False,none
4857,GSTA4,4,3,1,0,0.046536796536796536,0.25499562686904464,0.01911976911976912,True,0.8616599734560026,False,False,False,none
4858,GRID2IP,4,3,0,0,0.046536796536796536,0.5632533617971562,0.03427128427128427,True,0.9697923124026218,False,False,False,none
4859,ZNF560,4,2,1,0,0.046464646464646465,0.13822421099760707,0.09603174603174604,True,0.780598953290076,False,False,False,none
4860,SPATA2L,4,2,2,0,0.046464646464646465,0.33960709970416,-0.02582972582972583,False,0.8963451126315933,False,False,False,none
4861,ITGB1BP1,4,2,2,0,0.04646464646464646,0.39216199497833104,0.1331168831168831,True,0.9171498444566776,False,False,False,none
4862,SH3BGRL2,4,2,1,0,0.04642857142857143,0.34903996654566977,0.09581529581529581,True,0.899872664131315,False,False,False,none
4863,RPL23,4,3,1,0,0.04642857142857143,0.5226360431901819,0.08102453102453103,True,0.9608464458279274,False,False,False,none
4864,CNN3,4,4,0,0,0.04642857142857143,0.9642679331044928,0.027705627705627706,True,1.0,False,False,False,none
4865,MAP2K6,4,2,2,1,0.04642857142857142,0.13390082833144182,0.1305194805194805,True,0.7745246483860458,False,False,False,none
4866,TMEM248,4,3,1,1,0.04639249639249639,0.03931809915831174,0.08924963924963925,True,0.6008977572288304,False,False,False,none
4867,PRSS37,4,3,1,0,0.04639249639249639,0.7543837942382375,0.072005772005772,True,1.0,False,False,False,none
4868,TRAFD1,4,3,1,0,0.04635642135642135,0.7378215648516804,0.09256854256854256,True,1.0,False,False,False,none
4869,PML,4,2,2,0,0.04628427128427129,0.09317786222936625,-0.047474747474747475,False,0.7234808018371174,False,False,False,none
4870,LTA4H,4,3,1,1,0.04628427128427129,0.15404915966483365,0.06904761904761905,True,0.7932007612869654,False,False,False,none
4871,TCFL5,4,2,2,0,0.04628427128427129,0.3001930752056837,0.11190476190476191,True,0.8827971202868123,False,False,False,none
4872,PSMD7,4,3,1,0,0.04628427128427129,0.8373243413312601,0.016955266955266956,True,1.0,False,False,False,none
4873,ALDH7A1,4,3,1,0,0.04628427128427128,0.8169799978134564,0.012626262626262626,True,1.0,False,False,False,none
4874,SMOC2,4,2,1,0,0.04624819624819625,0.38118529937020273,-0.004473304473304474,False,0.912934419121307,False,False,False,none
4875,WSB1,4,2,2,0,0.04621212121212122,0.42679844931638405,0.1406926406926407,True,0.9350715546820573,False,False,False,none
4876,SLC18A1,4,2,2,0,0.04621212121212121,0.6584398848144593,0.10844155844155844,True,0.9973395857123087,False,False,False,none
4877,SORBS2,4,2,1,0,0.046176046176046176,0.09953740808316336,0.09639249639249639,True,0.7299421345616006,False,False,False,none
4878,ARL8B,4,4,1,0,0.046176046176046176,0.849763569492322,0.03715728715728716,True,1.0,False,False,False,none
4879,SNTG1,4,4,1,0,0.046176046176046176,0.8075788313699801,0.052886002886002884,True,1.0,False,False,False,none
4880,ARHGEF37,4,2,2,0,0.04613997113997114,0.3524423515154204,0.11284271284271284,True,0.9000439005110444,False,False,False,none
4881,ERCC6L,4,3,1,0,0.04613997113997114,0.40403674164946707,0.04393939393939394,True,0.9249073936843093,False,False,False,none
4882,RALBP1,4,3,0,0,0.04613997113997114,0.9642025374536434,0.030952380952380953,True,1.0,False,False,False,none
4883,C19ORF33,4,3,1,0,0.046139971139971134,0.5568496303140038,0.05916305916305916,True,0.9674649837837849,False,False,False,none
4884,SLC26A9,4,4,1,1,0.046103896103896105,0.8745453310916441,0.04935064935064935,True,1.0,False,False,False,none
4885,ZNF302,4,3,1,0,0.046103896103896105,0.8436277104902772,0.05988455988455989,True,1.0,False,False,False,none
4886,THAP7,4,4,1,0,0.04606782106782107,0.9246240567634315,0.07633477633477634,True,1.0,False,False,False,none
4887,MAP2K1,4,3,1,0,0.04606782106782106,0.8241658979946572,0.0873015873015873,True,1.0,False,False,False,none
4888,BACE1,4,2,2,0,0.046031746031746035,0.13207022020633544,0.1406926406926407,True,0.7706455129450958,False,False,False,none
4889,TPCN2,4,2,2,0,0.046031746031746035,0.7894080844432176,-0.01746031746031746,False,1.0,False,False,False,none
4890,FYB1,4,3,1,0,0.04603174603174603,0.9377711630286623,0.06955266955266955,True,1.0,False,False,False,none
4891,GFY,4,2,2,0,0.045995670995671,0.596854250801095,-0.00808080808080808,False,0.9798087610411258,False,False,False,none
4892,CISH,4,3,1,0,0.04599567099567099,0.1346798460514042,0.047330447330447334,True,0.7757903310647241,False,False,False,none
4893,PLEKHG4B,4,2,2,0,0.04599567099567099,0.27142001153111883,-0.01616161616161616,False,0.8685931645857994,False,False,False,none
4894,RNF103,4,3,0,0,0.04599567099567099,0.9392942749888503,0.0652958152958153,True,1.0,False,False,False,none
4895,CAVIN4,4,3,0,0,0.045959595959595964,0.8658280380415357,0.05425685425685426,True,1.0,False,False,False,none
4896,AGPAT3,4,2,2,1,0.04595959595959596,0.5998738028657622,0.11695526695526695,True,0.9798087610411258,False,False,False,none
4897,AIFM1,4,2,2,0,0.04592352092352092,0.2589136692620045,0.10483405483405484,True,0.8646064089966503,False,False,False,none
4898,CCDC125,4,3,0,0,0.04592352092352092,0.9286086896761508,0.0715007215007215,True,1.0,False,False,False,none
4899,SHOC1,4,3,1,0,0.04588744588744589,0.15011738860181198,0.00670995670995671,True,0.7932007612869654,False,False,False,none
4900,METTL25,4,3,0,0,0.04588744588744589,0.8632763770820947,0.05678210678210678,True,1.0,False,False,False,none
4901,PACC1,4,3,1,0,0.04585137085137085,0.2879915292952572,0.06507936507936508,True,0.8758863249615075,False,False,False,none
4902,UNCX,4,2,2,1,0.04581529581529582,0.012679011541340312,-0.047619047619047616,False,0.49667986383448104,False,False,False,none
4903,SLC24A4,4,2,2,1,0.045815295815295816,0.09014396555541841,-0.11572871572871572,False,0.7216147627059671,False,False,False,none
4904,SDHA,4,3,1,0,0.045815295815295816,0.24454169930341374,0.06998556998556998,True,0.8542043573594921,False,False,False,none
4905,MRPL21,4,2,2,0,0.045815295815295816,0.34191251083978036,0.12070707070707071,True,0.897550902465285,False,False,False,none
4906,ACR,4,3,1,0,0.045815295815295816,0.5739814874205793,0.049134199134199134,True,0.9729837331036718,False,False,False,none
4907,ITGAV,4,3,1,0,0.045815295815295816,0.6346017149044638,0.08903318903318903,True,0.9886840760876113,False,False,False,none
4908,HLA-C,4,2,1,0,0.04577922077922078,0.46096130080817255,0.09242424242424242,True,0.9462904150939716,False,False,False,none
4909,HPN,4,2,2,0,0.04577922077922078,0.6115133035970364,-0.02655122655122655,False,0.9828444320906442,False,False,False,none
4910,DEDD2,4,2,2,0,0.04577922077922078,0.6849780477945533,-0.015223665223665224,False,1.0,False,False,False,none
4911,MS4A2,4,3,1,0,0.04577922077922078,0.7708040810227684,0.04336219336219336,True,1.0,False,False,False,none
4912,KREMEN2,4,3,1,0,0.045779220779220774,0.28724461821176606,0.007503607503607504,True,0.8758863249615075,False,False,False,none
4913,ARL6IP1,4,4,1,0,0.045779220779220774,0.7654735668150174,0.0676046176046176,True,1.0,False,False,False,none
4914,RUVBL1,4,3,1,0,0.045743145743145745,0.4245473111944413,0.021645021645021644,True,0.9346933341720282,False,False,False,none
4915,CNOT6,4,3,1,0,0.045743145743145745,0.7196141363905536,0.07373737373737374,True,1.0,False,False,False,none
4916,SEC31B,4,3,1,1,0.04570707070707071,0.7645040722003719,0.0006493506493506494,True,1.0,False,False,False,none
4917,CRTAC1,4,3,1,0,0.04567099567099567,0.15083291518266861,0.008874458874458875,True,0.7932007612869654,False,False,False,none
4918,AAMP,4,3,1,0,0.04567099567099567,0.40732955553237143,0.08008658008658008,True,0.9263669872944175,False,False,False,none
4919,LGALS12,4,3,1,0,0.04563492063492064,0.6983285398822121,0.05822510822510823,True,1.0,False,False,False,none
4920,ARFGEF2,4,3,1,0,0.04563492063492063,0.8484461660612896,0.05483405483405483,True,1.0,False,False,False,none
4921,ZNF641,4,2,1,0,0.04563492063492063,0.7813122917266505,-0.007936507936507936,False,1.0,False,False,False,none
