database,signature_size,scoring_method,DRUG_NAME,drug_key,n_backgrounds_available,n_positive_backgrounds,n_positive_nonHCT116_backgrounds,median_background_rho,IQR_background_rho,min_background_rho,max_background_rho,leave_HCT116_out_median_rho,primary_discovery_gate,tested_status,rank_within_database_signature,global_empirical_p_value,global_empirical_q_value,global_null_permutations,global_null_unit,n_models_available,n_models_positive_median_rho,n_models_direction_consistent_ge3of4,n_models_top50,n_models_top100,n_models_top200,median_model_rho,median_model_rank,signature_robust_flag,model_combinations,strict_database_gate
PRISM,250,weighted,IDRA-21,IDRA21,4,0,0,-0.2746753246753247,0.18204404291360818,-0.36194240542066636,-0.05064935064935065,-0.34415584415584416,none,tested,1317.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,0,0,0,0,0,-0.18136645962732922,1257.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
PRISM,250,weighted,IEM1754,IEM1754,4,3,2,0.16245819397993308,0.15586120401337789,-0.025217391304347827,0.35913043478260864,0.20230769230769227,TierA_strong_collateral,tested,90.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,6,3,0,1,1,0.05209866220735786,329.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
PRISM,250,weighted,IKK-16,IKK16,4,1,1,-0.1444648829431438,0.296128762541806,-0.34347826086956523,0.16347826086956518,-0.03153846153846154,none,tested,1166.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,0,0,0,0,0,-0.13568561872909699,1125.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
PRISM,250,weighted,IKK-2-inhibitor-V,IKK2INHIBITORV,4,3,3,0.08628815628815628,0.12287545787545787,-0.2505982905982906,0.13709401709401706,0.10358974358974359,none,tested,261.0,0.4283143371325735,0.4722440127359144,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,6,6,0,0,2,0.09322954822954822,241.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
PRISM,250,weighted,INC-280,INC280,4,1,1,-0.008989247016551922,0.04318005949389666,-0.11444267166195088,0.05123659372902576,-0.007815751585783591,none,tested,662.0,0.10917816436712657,0.12994151169766047,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,0,0,0,0,0,-0.055254390120186694,821.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
PRISM,250,weighted,INH1,INH1,4,2,1,-0.022179487179487176,0.23461538461538461,-0.3376923076923077,0.2030769230769231,-0.08846153846153845,none,tested,719.0,0.10037992401519696,0.12321034872215243,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,1,0,0,0,0,-0.016837606837606836,656.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
PRISM,250,weighted,IOWH032,IOWH032,4,2,2,0.02192307692307692,0.20459401709401706,-0.21846153846153843,0.1822222222222222,0.09153846153846153,none,tested,493.0,0.09958008398320337,0.1229458905266917,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,5,1,0,0,0,0.047200854700854694,349.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
PRISM,250,weighted,JIB04,JIB04,4,3,2,0.09658119658119657,0.12166666666666667,-0.06,0.19384615384615386,0.05777777777777777,none,tested,234.0,0.06858628274345131,0.09799090557022573,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,5,3,1,2,2,0.06004273504273504,349.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
PRISM,250,weighted,JK-184,JK184,4,2,2,0.014572649572649567,0.20378205128205126,-0.3638461538461538,0.10999999999999999,0.07145299145299144,none,tested,544.0,0.10437912417516497,0.1261444900503127,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,2,0,0,0,0,-0.10527777777777778,1046.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
PRISM,250,weighted,JNJ-7706621,JNJ7706621,4,2,1,0.08650197628458497,0.382598814229249,-0.3092885375494071,0.26383399209486164,-0.07304347826086956,none,tested,260.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,2,0,0,0,0,-0.06114624505928854,878.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
PRISM,250,weighted,JQ1-(+),JQ1,4,1,1,-0.2064957264957265,0.23600122100122106,-0.3241758241758242,0.14188034188034188,-0.1268376068376068,none,tested,1284.0,0.05438912217556489,0.0831430044266376,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,0,0,0,0,0,-0.21777777777777776,1290.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
PRISM,250,weighted,JTC-801,JTC801,4,3,3,0.06536789297658863,0.16261705685618727,-0.348695652173913,0.10782608695652172,0.09769230769230769,none,tested,328.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,6,2,0,0,0,0.02172240802675585,473.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
PRISM,250,weighted,JTE-607,JTE607,4,3,2,0.20043478260869563,0.16506688963210703,-0.11478260869565216,0.3446153846153846,0.23391304347826083,TierA_strong_collateral,tested,45.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,6,6,1,2,4,0.13300167224080267,132.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,True
PRISM,250,weighted,JZL-184,JZL184,4,3,2,0.027859531772575254,0.16526755852842806,-0.2121739130434782,0.3391304347826086,0.046153846153846156,none,tested,473.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,5,2,0,0,0,0.03867892976588629,390.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
PRISM,250,weighted,K-858,K858,4,0,0,-0.183300395256917,0.21250988142292493,-0.3678260869565217,-0.06620553359683795,-0.274703557312253,none,tested,1240.0,0.0001999600079984003,0.0003439312137572485,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,0,0,0,0,0,-0.16861660079051383,1220.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
