database,signature_size,scoring_method,DRUG_NAME,drug_key,n_backgrounds_available,n_positive_backgrounds,n_positive_nonHCT116_backgrounds,median_background_rho,IQR_background_rho,min_background_rho,max_background_rho,leave_HCT116_out_median_rho,primary_discovery_gate,tested_status,rank_within_database_signature,global_empirical_p_value,global_empirical_q_value,global_null_permutations,global_null_unit
CTRPv2,100,weighted,BRD-K41597374,BRDK41597374,4,3,3,0.13980232516130123,0.14507894857767084,-0.04906804882462904,0.33552676961645783,0.17242248780623398,TierB_moderate_candidate,tested,54.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD-K45681478,BRDK45681478,4,3,2,0.04863030036896602,0.1507676169480242,-0.3302300604734109,0.11117197724063418,0.02168556202262406,none,tested,154.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD-K50799972,BRDK50799972,4,3,3,0.10822796968850623,0.08333679418763662,-0.10798970746219723,0.20583824950281757,0.11148117298609486,TierB_moderate_candidate,tested,77.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD-K51490254,BRDK51490254,4,4,3,0.1328434992597797,0.11457832272937007,0.022749763848785718,0.24364063055729807,0.17241390329460768,TierB_moderate_candidate,tested,59.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD-K52037352,BRDK52037352,4,3,3,0.09143232962183875,0.2184997774642637,-0.13802285356472227,0.19786502693330416,0.18111753451501014,none,tested,102.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD-K55116708,BRDK55116708,4,3,3,0.14491012427090477,0.3136553731665363,-0.26734765809522165,0.47748744867430476,0.22987452192034125,TierB_moderate_candidate,tested,50.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD-K61166597,BRDK61166597,4,2,2,-0.01872192212715388,0.17338585594284356,-0.11579150050700898,0.2561538461538462,0.03487775739126596,none,tested,249.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD-K63431240,BRDK63431240,4,1,1,-0.053708011456482324,0.12378287929302798,-0.09962989086641842,0.25250550853196957,-0.07754069775210298,none,tested,294.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD-K64610608,BRDK64610608,4,2,1,0.017984571866931146,0.10811093557769157,-0.034405272672769854,0.24487059644032966,-0.007543406999346649,none,tested,202.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD-K66453893,BRDK66453893,4,2,2,-0.016591095748475834,0.19935252129631864,-0.2231846510617059,0.4095010411810651,0.010862969741941439,none,tested,248.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD-K66532283,BRDK66532283,4,1,1,-0.12898371484026294,0.18713829974912233,-0.2553555871031278,0.142092297862622,-0.18750126717871954,none,tested,375.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD-K71781559,BRDK71781559,4,2,1,0.011694854982998056,0.2837271072494872,-0.22033863442964305,0.3686197351181038,-0.07929682159203559,none,tested,215.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD-K71935468,BRDK71935468,4,1,1,-0.03951661336202118,0.1777021288182042,-0.09584893096538885,0.5344811360106597,-0.026103538645893133,none,tested,280.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD-K80183349,BRDK80183349,4,2,1,-0.036675705887417795,0.20257000959913946,-0.2834299605090778,0.21928487288041937,-0.08793657338859456,none,tested,276.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD-K85133207,BRDK85133207,4,1,1,-0.05709401709401709,0.15050671550671552,-0.18253968253968253,0.3374358974358974,-0.043418803418803414,none,tested,303.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD-K94991378,BRDK94991378,4,2,1,-0.09280973813014612,0.4002130323466866,-0.2508848721109744,0.49485408542590487,-0.235328600105124,none,tested,334.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD-K97651142,BRDK97651142,4,1,1,-0.1161050061050061,0.14902930402930403,-0.1911111111111111,0.1822222222222222,-0.07897435897435896,none,tested,362.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD1835,BRD1835,4,3,2,0.09366329663785901,0.12230448055041754,-0.155588894734813,0.20178352171705896,0.11563754759615871,none,tested,98.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD2698,BRD2698,4,2,2,-0.02187257654360865,0.18392871157509916,-0.06801641186607868,0.4219089101540515,0.0190923441697691,none,tested,254.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD6340,BRD6340,4,0,0,-0.045429666119321296,0.06725506294471811,-0.2586206896551724,-0.03229337712096333,-0.052545155993431854,none,tested,286.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD8899,BRD8899,4,1,0,-0.06665771815274982,0.16884499263934352,-0.27552647864775814,0.22772077662410214,-0.09534650403366879,none,tested,313.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD8958,BRD8958,4,2,2,-0.012836227870829723,0.15301763277980918,-0.07834124990614236,0.2047589919618972,0.041992153671036474,none,tested,244.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD9647,BRD9647,4,1,0,-0.10869981493899539,0.2704788314073252,-0.3094324685494958,0.21726919477693388,-0.20123542532280725,none,tested,352.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,BRD9876,BRD9876,4,1,0,-0.08178141614547278,0.19030620256480302,-0.16963545363403987,0.11447169604305864,-0.1613010262424917,none,tested,329.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,Barasertib,BARASERTIB,4,2,1,-0.04123397226290327,0.1351632397418331,-0.09407454412573489,0.19550933928525321,-0.08307881818896067,none,tested,282.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,Bendamustine,BENDAMUSTINE,4,1,1,-0.030484109455270775,0.041033877905210195,-0.0601698924745173,0.039533296888592064,-0.041222829831559345,none,tested,268.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,Betulinic Acid,BETULINICACID,4,2,1,0.03339272113863258,0.1760883779668513,-0.16712554790929746,0.22617354298130327,-0.018449682357501503,none,tested,179.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,Bexarotene,BEXAROTENE,4,3,2,0.10311719096133731,0.0826491862056912,-0.10877488054546951,0.211030530339481,0.10131863530503492,TierB_moderate_candidate,tested,85.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,Birinapant,BIRINAPANT,4,2,2,0.008441577435063963,0.22288720403349038,-0.07013500494702285,0.405010385710555,0.07784214834779458,none,tested,220.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,Bleomycin A2,BLEOMYCINA2,4,1,1,-0.11354679802955664,0.17499602733195613,-0.20640394088669947,0.3472747497219132,-0.08916256157635466,none,tested,357.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,Bortezomib,BORTEZOMIB,4,2,1,0.027930447015338977,0.41047801815460894,-0.4677148581434856,0.21340253645058516,-0.13220199932205517,none,tested,185.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,Bosutinib,BOSUTINIB,4,1,1,-0.05696581196581196,0.1433333333333333,-0.4715384615384615,0.09692307692307693,-0.05777777777777777,none,tested,302.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,Brefeldin A,BREFELDINA,4,1,0,-0.26512820512820506,0.22038461538461537,-0.3884615384615384,0.12692307692307694,-0.32615384615384607,none,tested,404.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,Brivanib,BRIVANIB,4,2,2,0.053083003952569166,0.18574110671936758,-0.07015810276679843,0.2713043478260869,0.12,none,tested,149.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,C6-ceramide,C6CERAMIDE,4,4,3,0.13494685879411097,0.17067980858655205,0.06236416777805682,0.44189338228030245,0.08441518882011721,TierB_moderate_candidate,tested,55.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,CAY10594,CAY10594,4,4,3,0.16447837295840684,0.17644120826089515,0.02948162395808917,0.41956494533108013,0.21709195823683844,TierA_strong_collateral,tested,37.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
CTRPv2,100,weighted,CAY10603,CAY10603,4,2,2,0.025470085470085453,0.1982051282051282,-0.06230769230769231,0.2453846153846154,0.1063247863247863,none,tested,190.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories
