dataset,DRUG_NAME,n_overlap,n_OXA_R_like,n_OXA_S_like,spearman_r,spearman_p,pearson_r,pearson_p,median_LN_IC50_R,median_LN_IC50_S,delta_R_minus_S,mannwhitney_p,collateral_sensitivity_direction,spearman_p_BH,pearson_p_BH,mannwhitney_p_BH
GDSC2,GSK2256098C,45,23,22,0.47523056653491436,0.0009706587942245684,0.5224513765499293,0.0002319471310624808,4.894701,4.244008,0.6506930000000004,0.09972894132924302,no,0.0029335465781009174,0.0006783830069784384,0.1458401722664199
GDSC2,GSK2276186C,45,23,22,0.37720685111989455,0.010639981814537947,0.33013887534368275,0.026771949376004828,5.683284,5.097422999999999,0.5858610000000004,0.0522165303222794,no,0.01843359906722498,0.03263149575393206,0.0979510086045517
GDSC2,GSK2578215A,44,22,22,0.38435517970401684,0.009997478742593326,0.5256869296401573,0.00024786880287499483,5.7398505,5.2390985,0.5007520000000003,0.07636413671932606,no,0.017657884532372627,0.000702294941479152,0.12290559282637092
GDSC2,GSK2606414,46,23,23,0.19617637989515882,0.19132993098458828,0.2565726272584351,0.08521193557250833,4.196162,3.897181,0.2989810000000004,0.3122163883433192,no,0.20408525971689415,0.09234122101881381,0.35247160533186483
GDSC2,GSK2801,45,23,22,0.40922266139657437,0.005249999091450524,0.4964842165287675,0.0005227842776733218,5.482895,5.1576555,0.32523950000000035,0.07845901765972875,no,0.01073684024717701,0.0012258389959236512,0.12335753065575851
GDSC2,GSK2830371,42,20,22,0.3742808524430759,0.014610095449799456,0.47396279391111085,0.0015206407296719322,6.140646500000001,5.6814715,0.459175000000001,0.08450490539474106,no,0.023104336990380538,0.0028647013385312884,0.13059849015550892
GDSC2,GSK2830371A,45,23,22,0.4189723320158103,0.004176040409489763,0.47174450766973375,0.0010703331923286145,5.624152,5.147047000000001,0.477104999999999,0.05503009807782535,no,0.009014944376041395,0.002188952092581828,0.10045762870582882
GDSC2,GSK3337463A,45,23,22,0.46495388669301707,0.0012910521799416306,0.5614087403092966,6.0162517721906345e-05,5.856743,5.4816905,0.3750524999999998,0.06423846987451465,no,0.0035116619294412355,0.00025569070031810194,0.10989222519413827
GDSC2,GSK343,46,23,23,0.2783225408572309,0.0610793312931281,0.41859417582086,0.003789688516729053,4.0286385,3.710334,0.31830449999999955,0.3677284888622401,no,0.07254837603375913,0.006028042552925745,0.40659410150621667
GDSC2,GSK591,43,21,22,0.4965267290848686,0.0007077221381593782,0.5626370802411125,8.597272468620206e-05,5.126859,4.2635715,0.8632874999999993,0.033508114420730525,no,0.0023765484145598873,0.0003203367275979036,0.07587820870046663
GDSC2,GSK626616AC,45,23,22,0.42503293807641634,0.0036099954997015783,0.4966497084770937,0.0005201888854934533,1.550954,1.0658465000000001,0.4851074999999998,0.2244579100129005,no,0.008304295454483216,0.0012258389959236512,0.26895397146920236
GDSC2,GW441756,45,22,23,0.29341238471673253,0.05044438421855671,0.4018338284276714,0.00621705231341935,3.7697275,3.712882,0.056845500000000104,0.2515296307685284,no,0.062062740992299165,0.00907586516787342,0.2974611285610423
GDSC2,Gallibiscoquinazole,45,23,22,0.4065876152832674,0.005578665831796348,0.4312289131908866,0.003102006223043816,2.992146,2.431437,0.5607090000000001,0.019947039528461403,no,0.011239978564804494,0.005137622105453251,0.05167233096896668
GDSC2,Gefitinib,44,22,22,0.4725863284002819,0.0011985765917363576,0.430426645430513,0.003540736514055909,3.6898099999999996,3.1829685,0.5068414999999997,0.12418143107063691,no,0.00339596700991968,0.005665178422489455,0.1688867462560662
GDSC2,Gemcitabine,45,22,23,0.5752305665349143,3.5749215160680376e-05,0.5520127061002926,8.459740634877661e-05,1.0453595,-1.582861,2.6282205000000003,0.002093526348720022,no,0.00031367053302274394,0.00031959020176204497,0.011863315976080126
GDSC2,HKMTI-1-005,38,18,20,0.5266440529598424,0.0006821726186822917,0.5997065325003332,6.916727543178156e-05,3.948888,3.188875,0.7600130000000003,0.029403995807541883,no,0.0023193869035197916,0.0002797282315124217,0.06954684225783819
GDSC2,I-BET-762,46,23,23,0.37366635831020656,0.010528083517494858,0.4479275959126206,0.0017988528692796453,3.708506,3.169127,0.5393789999999998,0.04326272780691069,no,0.018356658440760263,0.0033024698925541475,0.08886516879237708
GDSC2,I-BRD9,44,22,22,0.46624383368569416,0.0014232706071859614,0.5754732233319938,4.377511895400831e-05,5.2411845,4.5889435,0.6522410000000001,0.024984919235063748,no,0.003732687505465445,0.00021648786100891384,0.06351306571904056
GDSC2,IAP_5620,45,23,22,0.3346508563899868,0.02464277729681535,0.35685102706589883,0.016115792036963415,5.681004,5.365076999999999,0.3159270000000003,0.1558665625234209,no,0.03455069806563802,0.020388350856065343,0.1999797405960872
GDSC2,ICL-SIRT078,38,18,20,0.48003063792537476,0.0022890023646789264,0.5542481773175156,0.00030565346541444924,4.998194,3.8514135,1.1467804999999998,0.03929480326425234,no,0.0057120059008501645,0.0008187174543790854,0.08476891403236506
GDSC2,IGF1R_3801,45,23,22,0.494729907773386,0.0005510210029812912,0.5083147830978464,0.0003639293486118586,2.421022,0.970429,1.4505929999999998,0.001314166536527903,no,0.002053119353574126,0.0009338564417209957,0.009406665735147096
GDSC2,IRAK4_4710,45,23,22,0.4421607378129117,0.0023573459114316583,0.47250671908860153,0.0010477919651833,5.377898,5.1008015,0.27709649999999986,0.01290852523032303,no,0.005829073526449191,0.0021712932610400398,0.03987021706936116
GDSC2,IWP-2,46,23,23,0.42300339192106073,0.003402163400877437,0.5650580834562122,4.2907843767086393e-05,3.448405,3.294412,0.15399300000000027,0.21048122567288108,no,0.0079093029490484,0.00021612839823421294,0.25558434545992703
GDSC2,Ibrutinib,46,23,23,0.4333641689793401,0.0026254874247814705,0.43825009727072817,0.0023169332784350625,5.308512,4.109382,1.1991300000000003,0.028026299141492385,no,0.006319757341066903,0.004065844204737658,0.06725033494939306
GDSC2,Ipatasertib,44,22,22,0.4239605355884425,0.00413191005709454,0.5627818869065097,6.993205787810542e-05,3.9953104999999995,2.774772,1.2205384999999995,0.10786257913544378,no,0.009014944376041395,0.0002797282315124217,0.1552308017187339
GDSC2,Irinotecan,46,23,23,0.6579710144927535,6.729681562707761e-07,0.6742783272128512,2.7864275173267454e-07,4.257608,2.663017,1.5945910000000003,0.0002890567409851973,no,1.830473385056511e-05,7.4732799380202246e-06,0.004328710186056266
GDSC2,JAK1_8709,45,23,22,0.4549407114624506,0.0016905060853323838,0.5414977929167737,0.0001224195685743013,5.069148,4.118107500000001,0.9510404999999995,0.012107731509108242,no,0.004337902407645362,0.0004214952234456956,0.03785405713192462
GDSC2,JAK_8517,45,23,22,0.419235836627141,0.004149903997317623,0.4129291497041212,0.004816292512390779,4.327859,2.7453115,1.5825475,0.005044724084968949,no,0.009014944376041395,0.007359727884102763,0.01988644856683412
GDSC2,JNK Inhibitor VIII,45,22,23,0.1681159420289855,0.26963637709076954,0.3686555830364795,0.012706670907882661,5.564157,5.540519,0.023638000000000048,0.6094350323895534,no,0.28317024929995877,0.016696688342725044,0.6302902236120096
GDSC2,JQ1,45,22,23,0.24005270092226613,0.1122115728974195,0.2039502567525223,0.17900843643355002,2.527358,1.978291,0.549067,0.14305113400911548,no,0.1256030774818852,0.1887220725190915,0.1870668675503818
GDSC2,KRAS (G12C) Inhibitor-12,46,23,23,0.5124267653407338,0.0002718821628261834,0.5776090599709143,2.633940863108773e-05,6.165455,4.342936,1.8225189999999998,0.0034790209063338537,no,0.0012974026015565242,0.0001628254351739969,0.01625690867458089
GDSC2,KU-55933,45,22,23,0.22213438735177862,0.1424892042360448,0.36436720258193595,0.013866088321376969,5.550076499999999,5.304608,0.24546849999999942,0.2076077334369918,no,0.15565085763937425,0.017886755318504827,0.25322557621014247
GDSC2,L-Oxonoreleagnine,45,23,22,0.30289855072463767,0.043123186608446974,0.32280356761060586,0.030559320272150303,4.014404,3.6473435,0.3670605,0.07845901765972875,no,0.05355939158674693,0.03661733530407438,0.12335753065575851
GDSC2,LCL161,46,23,23,0.20678384212149248,0.1679458116629892,0.29320566008510135,0.047974732890610876,5.536528,5.382327,0.1542009999999996,0.6925143199592534,no,0.18127484433465502,0.05457598717750667,0.7108071510525167
GDSC2,LGK974,46,23,23,0.36503237742830713,0.012617976452240736,0.5016239467826925,0.0003830848440273921,4.749599,4.198916,0.5506830000000003,0.10400936951790937,no,0.020806498694184945,0.0009648062738467653,0.15117758623088964
GDSC2,LJI308,43,21,22,0.312745394140743,0.04116000675436524,0.31122979613610097,0.04220480024749076,5.53198,5.398629,0.13335100000000022,0.14157886335524383,no,0.05152277914312803,0.04843757665534804,0.18693908171177825
GDSC2,LMB_AB1,45,23,22,0.4963109354413701,0.0005255142900886545,0.5246531836439741,0.00021584492339422084,6.127823,5.5186005,0.6092225000000004,0.057968940167260785,no,0.0019852762070015836,0.0006596608894744727,0.10260155452931508
GDSC2,LMB_AB2,45,23,22,0.40158102766798415,0.006252708385472663,0.4782044138684053,0.0008922713173871431,5.766665,5.669255,0.09741,0.16259240640357842,no,0.012148119148918318,0.0019572403091072817,0.20762973963273865
GDSC2,LMB_AB3,45,23,22,0.5884057971014491,2.1285366297406368e-05,0.6106129173361894,8.422425610609942e-06,5.597996,4.9969090000000005,0.6010869999999997,0.004377760840845791,no,0.00021157542429067533,6.942120503290619e-05,0.018041681041061443
GDSC2,LMP744,45,23,22,0.5542819499341237,7.798516621525264e-05,0.529139860450673,0.0001861240698507272,2.19948,-0.594522,2.794002,0.0003802065862276966,no,0.0004933015165243887,0.0005886714767371837,0.0044963561501710205
GDSC2,LY2109761,46,23,23,0.5008325624421831,0.0003926548985724292,0.4931574677258531,0.0004972830459862086,5.676225,5.366795,0.30942999999999987,0.07515723119569381,no,0.0016952719430428688,0.0011969998983030862,0.12168313622159951
GDSC2,Lapatinib,45,22,23,0.5075098814229249,0.0003731652925617591,0.5241587475822633,0.00021937003132519746,3.1316985,2.587358,0.5443405000000001,0.03570379889430689,no,0.0016639501569966964,0.0006629849835605968,0.07831801047783446
GDSC2,Leflunomide,46,23,23,0.43595436324390996,0.0024576751899317776,0.5423982129139476,9.865827811717771e-05,5.583767,5.191762,0.39200500000000016,0.03891325832172359,no,0.005968639746977174,0.0003626358330793559,0.08467525010807053
GDSC2,Lenalidomide,45,22,23,0.27233201581027666,0.07032238209307369,0.2546767027436421,0.0913510177260763,5.796111,5.504545,0.29156599999999955,0.35779011832806207,no,0.08104952512422052,0.09860109849798712,0.4004893505565139
GDSC2,Lestaurtinib,45,22,23,0.3487483530961792,0.018880256386534722,0.276929786902602,0.06552973436010492,0.2619685,-0.53383,0.7957985000000001,0.04448819918052541,no,0.028085357802527588,0.07187132155624411,0.08886516879237708
GDSC2,Linsitinib,46,23,23,0.4807277212457601,0.0007206823458440607,0.5564486772949409,5.929460413971837e-05,4.232072,3.16921,1.0628619999999995,0.007854274359440427,no,0.002390556074019323,0.00025569070031810194,0.028869765213078324
GDSC2,Luminespib,46,23,23,0.5016959605303731,0.0003822245247723963,0.4577559945766568,0.0013805432845181603,-0.635899,-2.288099,1.6522,0.00017214814148682137,no,0.0016768559796466417,0.002662145345912371,0.0035924475767876883
GDSC2,MG-132,46,23,23,0.2679617637989516,0.0717856811959821,0.39742167414460056,0.006239657302912976,-1.394869,-1.519888,0.125019,0.14103840489970726,no,0.08238694213209759,0.00907586516787342,0.18693908171177825
GDSC2,MIM1,41,20,21,0.21306620209059238,0.18105430704150283,0.30144313560224245,0.05545381375644565,4.8071815,4.150865,0.6563165000000009,0.2790730065000827,no,0.19465127081141806,0.061565050374502925,0.32301216071498934
GDSC2,MIRA-1,45,22,23,0.6023715415019762,1.1978174669457e-05,0.6691206048159898,5.039058285791377e-07,6.3570055,5.534479,0.8225264999999995,0.0032779019882595447,no,0.00015416900429405375,8.471514595641697e-06,0.016210715287392655
GDSC2,MK-1775,46,23,23,0.49466543324082635,0.0004749372221724221,0.5682146838360201,3.8022982757325154e-05,0.614086,0.190964,0.423122,0.0455872128475026,no,0.0018997488886896886,0.0001951368171696687,0.08985305720667178
GDSC2,MK-2206,46,23,23,0.5044094973789701,0.0003510497126976535,0.6036422813867728,8.954905754199727e-06,2.862749,2.234336,0.6284130000000001,0.01663665997603041,no,0.0015914253642293624,7.163924603359782e-05,0.04525171513480272
GDSC2,MK-8776,41,20,21,0.34843205574912894,0.025579575789297638,0.4389229601352924,0.004093912512020841,4.1653265,3.147698,1.0176284999999998,0.17919933371443164,no,0.03513961926610585,0.006436671695200399,0.225658420232988
GDSC2,ML323,46,23,23,0.3889608387295714,0.007549841854988296,0.4803995859041629,0.0007276390094797751,5.145819,4.558805,0.5870139999999999,0.07162838991083394,no,0.014162461962460803,0.0016356843849462714,0.11736700033582427
GDSC2,MN-64,46,23,23,0.20949737897008944,0.16231182094397256,0.3161795895206126,0.03230053835078918,4.968186,5.135187,-0.16700099999999996,0.860487646185888,yes,0.17589169440940453,0.03836570494067536,0.8766016470507922
GDSC2,Methotrexate,45,22,23,0.3021080368906456,0.043698150854831655,0.2928821976950814,0.05088150970779605,0.569315,-1.300761,1.870076,0.05503009807782535,no,0.05402680469324641,0.05695378864411739,0.10045762870582882
GDSC2,Mirin,46,23,23,0.49873573851372177,0.00041906233404771456,0.49601924051515534,0.00045565018264995353,5.314391,4.444835,0.8695559999999993,0.004002525224806073,no,0.0017810149197027868,0.00110657901500703,0.01701073220542581
GDSC2,Mitoxantrone,45,23,22,0.6399209486166006,2.212151575189534e-06,0.6748920028181379,3.688693149273882e-07,2.869665,0.870583,1.999082,0.00017140914801472897,no,4.219192678497082e-05,7.911358729370996e-06,0.0035924475767876883
GDSC2,Motesanib,45,22,23,0.4067193675889328,0.0055618171460447416,0.4450989470308708,0.002186303463913239,6.075047,5.724628,0.3504189999999996,0.06757726305587054,no,0.011239978564804494,0.00391233251437106,0.11416779845463844
GDSC2,Mycophenolic acid,40,19,21,0.6846153846153846,1.1057447915151523e-06,0.5293612198993887,0.00044427570892970763,2.414205,1.185928,1.2282769999999998,0.0003501162650486686,no,2.734205302655649e-05,0.0010886756110709953,0.004328710186056266
GDSC2,N-acetyl cysteine,42,20,22,0.3556437889960295,0.020809690239363805,0.5253422580309183,0.0003538105282390815,10.082167,9.714123,0.36804399999999937,0.08914203765019907,no,0.030431374973693307,0.0009165377493431445,0.1347035235603008
GDSC2,N25720-51-A1,41,20,21,0.2418118466898955,0.12771532497820606,0.3072825368167074,0.0506666989654814,4.084353,3.650209,0.4341440000000003,0.08756720226754519,no,0.1400748725567421,0.05695378864411739,0.13456654811735758
GDSC2,N27922-53-1,41,20,21,0.40749128919860633,0.008183716898906023,0.5127157551196487,0.00060928197701085,5.914693,5.487673,0.42701999999999973,0.048930931922262846,no,0.01514265984015264,0.0013926445188819428,0.09439158498479074
GDSC2,N29087-69-1,41,20,21,0.49076655052264817,0.0011229246677875637,0.5165254259618609,0.0005456235496945768,5.9671235,5.369537,0.5975864999999994,0.01583973684940727,no,0.003220459079360462,0.001257708521329872,0.043963351255497725
GDSC2,N30652-18-1,41,20,21,0.33432055749128925,0.03264738669839601,0.38140671365152945,0.01387538739781073,6.1079415,5.820032,0.2879094999999996,0.14774225111097664,no,0.04310722903865881,0.017886755318504827,0.19136139191516974
GDSC2,NU7441,45,22,23,0.4664031620553359,0.001240810087292285,0.5456901225393168,0.00010580379744568588,3.4043755,2.547961,0.8564145000000001,0.005044724084968949,no,0.0034751043182934447,0.00037971193661484094,0.01988644856683412
GDSC2,NVP-ADW742,44,22,22,0.47596899224806194,0.0010921475393806132,0.5003209890335152,0.0005432866876753429,3.0670965,2.119738,0.9473585,0.011625674762533005,no,0.0031942379646400735,0.001257708521329872,0.03676957599312764
GDSC2,Navitoclax,46,23,23,-0.08775824853530681,0.5619511759732714,-0.013514435413396416,0.9289699772747514,1.146913,1.764943,-0.6180299999999999,1.0,yes,0.5746267664087588,0.9289699772747514,1.0
GDSC2,Nelarabine,45,23,22,0.4793148880105401,0.0008644837347961882,0.5744273831018764,3.6870760927058225e-05,6.562961,6.00952,0.5534409999999994,0.0146518680384741,no,0.0027436772061595963,0.00019457926098747442,0.04285277533833285
GDSC2,Nilotinib,44,22,22,0.584214235377026,3.134258025842278e-05,0.6316678287283369,4.2631117861464385e-06,4.7669405000000005,3.6525084999999997,1.1144320000000008,0.0005357541958626619,no,0.0002841727276763665,3.740536793005908e-05,0.005604813125947848
GDSC2,Niraparib,46,23,23,0.5823620104841196,2.1779823088745987e-05,0.6687454722570725,3.781164098596432e-07,5.390476,4.433114,0.9573619999999998,0.0018108224787187978,no,0.00021157542429067533,7.911358729370996e-06,0.011194175322988931
GDSC2,Nutlin-3a (-),46,23,23,0.49293863706444646,0.0005006032133578861,0.5579519731774472,5.607447545913516e-05,5.813198,3.281712,2.5314859999999997,0.010158287246707833,no,0.0019452010576192144,0.00025397894465934454,0.03411177939635223
GDSC2,OF-1,46,23,23,0.2899167437557817,0.05065414889812653,0.264756536695935,0.07538254058814226,4.924147,4.217272,0.7068749999999993,0.041039195674426314,no,0.062062740992299165,0.08201620415989877,0.08586662479572274
GDSC2,OSI-027,46,23,23,0.5055195806352143,0.00033897200125573623,0.5737355153460841,3.068592947049201e-05,4.048067,3.323908,0.7241589999999998,0.0019505871887030843,no,0.0015722051500547812,0.0001775866556590176,0.011533906854939976
GDSC2,OTX015,46,23,23,0.3506012950971323,0.016902315226279035,0.3312972081729807,0.024508498884109834,2.802219,2.072182,0.7300369999999998,0.050552735668282875,no,0.025974179330779085,0.03007644688246244,0.09548850070675655
GDSC2,Obatoclax Mesylate,45,23,22,0.40434782608695646,0.0058719650249514045,0.4263661099398364,0.0034949220357856007,1.061151,0.2356095,0.8255414999999999,0.010637086144128744,no,0.011658207932750235,0.005624963276530671,0.035283993063451445
GDSC2,Olaparib,46,23,23,0.49811902559358623,0.0004271281200754144,0.5490819472759659,7.765686937243967e-05,5.168211,4.732141,0.43606999999999996,0.022324864059816762,no,0.0017873669024694263,0.000301752406704337,0.057286443625190184
GDSC2,Osimertinib,44,22,22,0.3668780831571529,0.014300478341623318,0.3947984091501791,0.007999339105631501,1.8485195,1.6417389999999998,0.20678050000000026,0.28551848260292656,no,0.02281100125050668,0.01105156648286952,0.327683659358633
GDSC2,P22077,44,22,22,0.3120507399577167,0.039195547629381954,0.4055271685179787,0.006315164152556788,5.517965500000001,4.4069875,1.1109780000000011,0.03364734850882312,no,0.049357356274036535,0.009136833241997055,0.07587820870046663
GDSC2,PAK_5339,45,23,22,0.569828722002635,4.393614281575911e-05,0.5998481131196044,1.3316071929355653e-05,2.960319,2.1579905,0.8023285000000002,6.751861322516494e-05,no,0.00036214032866322657,9.192525117866536e-05,0.00357873776566538
GDSC2,PBD-288,42,20,22,0.6110525889312051,1.7225786091257858e-05,0.6526847596870056,2.8103896237326153e-06,0.50651,-0.775874,1.282384,0.0020349879247127402,no,0.0001874165526728855,2.730092777340255e-05,0.011776951394082242
GDSC2,PCI-34051,46,23,23,0.28917668825161885,0.05127343203615238,0.43968686440464927,0.002232519874933574,5.435889,4.978184,0.4577050000000007,0.2720040994277395,no,0.06253979154185403,0.0039689242221041315,0.31617570531771433
GDSC2,PD0325901,46,23,23,0.3140918902251002,0.03352221497654247,0.301815296341446,0.04150141004073527,-0.243942,-1.438533,1.194591,0.015665798004869873,no,0.04383674266163247,0.04783213360627116,0.043963351255497725
GDSC2,PD173074,45,22,23,0.4849802371541501,0.0007344039854683742,0.35749736269478627,0.015910887449438783,4.695975000000001,3.760282,0.9356930000000006,0.0006326411671108231,no,0.0024067214945469617,0.02031100921761193,0.006373273979783107
GDSC2,PFI-1,45,22,23,0.4229249011857707,0.003798737176208734,0.4678461327694819,0.0011925235740670509,4.4562275,4.132707,0.3235204999999999,0.057968940167260785,no,0.008469315671547342,0.00236763804486305,0.10260155452931508
GDSC2,PFI3,46,23,23,0.31335183472093736,0.03396433511231323,0.40933191344041026,0.004731821725942354,5.811134,5.615652,0.19548200000000016,0.3677284888622401,no,0.04420238828013971,0.0072715000534255385,0.40659410150621667
GDSC2,PLX-4720,46,23,23,0.3346901017576318,0.022995190247906565,0.3808719789697043,0.009018584539091101,5.450307,4.643314,0.8069929999999994,0.017659962540957454,no,0.03291943024963467,0.012326909520767737,0.047093233442553215
GDSC2,POMHEX,42,20,22,0.1966615347216595,0.2119276619426737,0.18430137246180345,0.24264320419560337,1.4577225,1.0506505000000002,0.4070719999999999,0.14758969335899283,no,0.22517314081409082,0.25190972381370014,0.19136139191516974
GDSC2,PRIMA-1MET,46,23,23,0.48911501695960524,0.0005619275012577915,0.5086385031399383,0.000307019045392157,6.240485,4.149916,2.0905689999999995,0.0007163239988626494,no,0.0020654632478664765,0.0008187174543790854,0.006958575988951452
GDSC2,PRT062607,46,23,23,0.4419981498612396,0.0021024250301409572,0.5138270295031101,0.0002598442911366976,4.478182,3.445055,1.0331270000000004,0.028026299141492385,no,0.005344482319610658,0.0007139156281735531,0.06725033494939306
GDSC2,Paclitaxel,44,22,22,0.5599718111346018,7.73763120605255e-05,0.5579627839970515,8.313323956625833e-05,-0.4258615,-3.91163,3.4857685000000003,0.005031988186496199,no,0.0004933015165243887,0.00031848226988763755,0.01988644856683412
GDSC2,Palbociclib,46,23,23,0.7388837496145545,4.549132999255357e-09,0.7019742985225735,5.454128142339947e-08,4.071618,2.24701,1.824608,4.383681876155269e-05,no,1.2373641757974571e-06,3.6700859126736414e-06,0.002980903675785583
GDSC2,Pevonedistat,44,22,22,0.5293868921775898,0.00021990755260534653,0.5689630906023923,5.579971602261604e-05,2.589619,0.7786200000000001,1.8109989999999998,0.003745109114572241,no,0.001107682487197301,0.00025397894465934454,0.01690743568679045
GDSC2,Picolinici-acid,46,23,23,0.41991982732038236,0.0036692996887050197,0.45875198733593525,0.0013434178808692362,5.693758,5.321279,0.3724790000000002,0.10876913009650414,no,0.008317079294398044,0.002628846500693757,0.15571159676973226
GDSC2,Pictilisib,45,22,23,0.4699604743083004,0.001124792693158985,0.5326010706966964,0.00016578671169544803,1.7711359999999998,0.78949,0.9816459999999998,0.015598971668539682,no,0.003220459079360462,0.000541656467439959,0.043963351255497725
GDSC2,Podophyllotoxin bromide,45,23,22,0.5936758893280631,1.7187999646066384e-05,0.6414547528914034,2.054679647290922e-06,0.374053,-0.963406,1.337459,0.001314166536527903,no,0.0001874165526728855,2.0698994965301142e-05,0.009406665735147096
GDSC2,Pyridostatin,41,20,21,0.4357142857142858,0.004406999410361121,0.43277102482892693,0.0047123128554096404,4.905603,4.035557,0.8700460000000003,0.01583973684940727,no,0.009220798766294037,0.0072715000534255385,0.043963351255497725
GDSC2,RO-3306,45,22,23,0.5478260869565217,9.815233952593905e-05,0.6116944216906488,8.036089306559395e-06,3.970406,3.117628,0.8527780000000003,0.03570379889430689,no,0.0005680305606607537,6.830675910575485e-05,0.07831801047783446
GDSC2,RVX-208,46,23,23,0.4152328091273512,0.004110607108685282,0.5750660419195552,2.9123866077694376e-05,5.513216,5.311944,0.20127199999999945,0.12408709535760339,no,0.009014944376041395,0.0001760375905140638,0.1688867462560662
GDSC2,Rapamycin,43,21,22,0.31742675928722436,0.03806531149999746,0.3425322597495693,0.024547688264362728,-0.858275,-1.729202,0.8709269999999999,0.08235221505280667,no,0.04838207816822107,0.03007644688246244,0.12805532544981382
GDSC2,Refametinib,45,22,23,0.23504611330698283,0.12012910461451569,0.22483786399491348,0.13756974152178958,1.009929,0.143474,0.8664550000000001,0.07845901765972875,no,0.1328256766469442,0.14559910386741934,0.12335753065575851
GDSC2,Remodelin,20,8,12,0.6781954887218045,0.0010140621699159448,0.6327005755099341,0.0027550571882383355,5.158524,4.2704675000000005,0.8880564999999994,0.009557831229657855,no,0.003031042969419088,0.00468359722000517,0.033762728499570606
GDSC2,Ribociclib,45,22,23,0.5642951251646904,5.406912077593297e-05,0.6080392488871548,9.411600076834643e-06,4.136623999999999,3.098388,1.0382359999999995,0.001939528702326025,no,0.0003974811040825343,7.314157773997208e-05,0.011533906854939976
GDSC2,Romidepsin,45,23,22,0.1828722002635046,0.22921070377207392,0.2495017822113566,0.09835801553245381,-4.412369,-5.1367135,0.7243445,0.09514217113273564,no,0.24258876041246735,0.10532826860168282,0.1414135002628639
GDSC2,Rucaparib,45,22,23,0.3299077733860342,0.026885004857997226,0.3668872720859531,0.013174318406999145,4.565732,3.974387,0.5913449999999996,0.08238853659454934,no,0.03666672604728209,0.01714552443398932,0.12805532544981382
GDSC2,Ruxolitinib,46,23,23,0.3617021276595745,0.013513885036238935,0.435872548373729,0.0024628273036577174,5.422647,5.232033,0.19061400000000006,0.19491290912722659,no,0.021890232627764045,0.004266809086591715,0.23989281123350964
GDSC2,SB216763,46,23,23,0.48294788775824854,0.0006751591241856302,0.5573038792978492,5.744259747699932e-05,5.821405,4.67609,1.145315,0.05884500921534248,no,0.0023193869035197916,0.00025397894465934454,0.10260155452931508
GDSC2,SB505124,45,22,23,0.16271409749670618,0.28554720906304537,0.25322249535356844,0.0932797317263915,2.8038505,2.304969,0.4988815,0.2910509953456494,no,0.29758176576685186,0.10028492897066596,0.33262970896645644
GDSC2,SB590885,45,22,23,0.4134387351778656,0.004759179873135975,0.3976694227694855,0.00682747588092395,5.0042105,4.097743,0.9064674999999998,0.007131615829572074,no,0.009881655919793779,0.009623168251899664,0.026572595967720606
GDSC2,SCH772984,46,23,23,0.3381436941103916,0.02153605728331866,0.31303921171396015,0.034152540897945,1.574991,0.279286,1.295705,0.013045769555783616,no,0.03132517423028169,0.04004091001828034,0.03987021706936116
GDSC2,SGC-CBP30,45,23,22,0.3332015810276679,0.025310686327383817,0.4139461938471947,0.004702893866072404,4.84357,4.637646999999999,0.2059230000000003,0.44686992823951666,no,0.034985410737636835,0.0072715000534255385,0.48233579556011325
GDSC2,SGC0946,45,22,23,0.35125164690382077,0.017986434496822325,0.47040725668471767,0.0011109272883517178,2.5338190000000003,2.352542,0.18127700000000013,0.4605521931329134,no,0.0271795010174204,0.002238312758753091,0.4931897501265844
GDSC2,SN-38,45,22,23,0.4787878787878787,0.0008775732240289885,0.44743197646954264,0.0020584003860743562,1.9776535000000002,-3.45234,5.4299935,0.0011208990637537372,no,0.0027436772061595963,0.0037078470530610918,0.00871098700974333
GDSC2,Sabutoclax,46,23,23,0.4857847671908726,0.0006207515273618008,0.47704213930802436,0.000802355526646974,0.827184,-0.256765,1.083949,0.0016803153897231508,no,0.0021646719928514082,0.0017888582233440732,0.010854233764089527
GDSC2,Sapitinib,46,23,23,0.348504471168671,0.01761717076884523,0.29297942364625174,0.04815528280368236,3.690684,2.648727,1.041957,0.09498710303352481,no,0.026816818438297533,0.05457598717750667,0.1414135002628639
GDSC2,Savolitinib,44,22,22,0.2600422832980972,0.0882440100573571,0.3712201209507319,0.013106369089646144,3.3005735,3.120481,0.1800925000000002,0.3915825877510204,no,0.10042832943766164,0.017139098040306496,0.4294776768882159
GDSC2,Schweinfurthin A,45,23,22,0.3334650856389986,0.025188136900948302,0.42256768353841684,0.003831562898074973,3.300772,2.4985654999999998,0.8022065,0.049524285110234705,no,0.034985410737636835,0.006059215745792981,0.09486341936608338
GDSC2,Selumetinib,46,23,23,0.34492753623188405,0.018895663521553488,0.315631877469907,0.03261742761076424,2.793374,1.881653,0.911721,0.0138724928267536,no,0.028085357802527588,0.0385736535222951,0.04189801744664515
GDSC2,Sepantronium bromide,44,22,22,0.008315715292459478,0.9572752730195054,-0.021896661222812627,0.887805608165342,-2.288073,-3.0524364999999998,0.7643635,0.4596715909585638,no,0.9608076541007583,0.8943819460036039,0.4931897501265844
GDSC2,Serdemetan,45,22,23,0.40566534914360997,0.005697855056176025,0.39787199305163745,0.0067966240724084215,4.5978845,3.912836,0.6850485000000002,0.03189721462463585,no,0.01139571011235205,0.009623168251899664,0.07415420835812779
