comparison,gene,COAD_n,READ_n,COAD_median,READ_median,median_delta_COAD_minus_READ,p_value,mann_whitney_U,BH_FDR_within_comparison
TCGA_COAD_vs_READ_primary_tumor,PPARA,288,92,3.0535,2.9915000000000003,0.06199999999999983,0.3899608204589895,14037.0,0.5858443722920245
TCGA_COAD_vs_READ_primary_tumor,PPARD,288,92,4.0875,4.0085,0.07900000000000063,0.6786492274145492,13628.5,0.7634803808413679
TCGA_COAD_vs_READ_primary_tumor,PPARG,288,92,5.342499999999999,5.341,0.0014999999999991687,0.6102570475287402,12780.0,0.7634803808413679
TCGA_COAD_vs_READ_primary_tumor,NR1I2,288,92,4.432,4.6035,-0.17149999999999999,0.10590267062435262,11764.5,0.31770801187305786
TCGA_COAD_vs_READ_primary_tumor,NR1I3,288,92,-2.0835,-1.662,-0.4215,0.001768393889709971,10380.5,0.015915545007389738
TCGA_COAD_vs_READ_primary_tumor,NR1H2,288,92,5.329000000000001,5.229,0.10000000000000053,0.021668129461012976,15354.5,0.0975065825745584
TCGA_COAD_vs_READ_primary_tumor,NR1H3,288,92,4.7305,4.5745000000000005,0.1559999999999997,0.1618637336790053,14531.5,0.36419340077776197
TCGA_COAD_vs_READ_primary_tumor,RELA,288,92,5.657500000000001,5.6419999999999995,0.01550000000000118,0.8812626084842864,13385.5,0.8812626084842864
TCGA_COAD_vs_READ_primary_tumor,STAT3,288,92,5.6240000000000006,5.6145,0.009500000000000952,0.39056291486134964,14036.0,0.5858443722920245
