module,subtype,members,n_members,mean_nes_subtype,mean_nes_other,delta_nes_subtype_vs_other,subtype_direction
COESSENTIALITY::223::biological process:protein N-linked glycosylation,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.2400103756349631,0.2562103604387833,-0.4962207360737464,lower_vulnerability
COESSENTIALITY::224::biological process:protein N-linked glycosylation via asparagine,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,1.528580459036723,-1.348240389061715,2.876820848098438,higher_vulnerability
COESSENTIALITY::224::biological process:protein N-linked glycosylation via asparagine,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-1.348240389061715,1.528580459036723,-2.876820848098438,lower_vulnerability
COESSENTIALITY::225::molecular function:gamma-tubulin binding,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.3761944473504076,1.4153725755864077,-1.7915670229368152,lower_vulnerability
COESSENTIALITY::225::molecular function:gamma-tubulin binding,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,1.4153725755864077,-0.3761944473504076,1.7915670229368152,higher_vulnerability
COESSENTIALITY::226::molecular function:cysteine-type endopeptidase activity,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.9404009029565049,1.1401281493551243,-2.080529052311629,lower_vulnerability
COESSENTIALITY::226::molecular function:cysteine-type endopeptidase activity,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,1.1401281493551243,-0.9404009029565049,2.080529052311629,higher_vulnerability
COESSENTIALITY::227::cellular component:centriolar satellite,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.759748534053268,0.747763869652494,-1.507512403705762,lower_vulnerability
COESSENTIALITY::227::cellular component:centriolar satellite,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.747763869652494,-0.759748534053268,1.507512403705762,higher_vulnerability
COESSENTIALITY::228::,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.9372682733811213,0.5006283404569357,0.43663993292418557,higher_vulnerability
COESSENTIALITY::228::,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.5006283404569357,0.9372682733811213,-0.43663993292418557,lower_vulnerability
COESSENTIALITY::229::biological process:neurotrophin TRK receptor signaling pathway,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,1.2197917711882302,-0.17222795524147141,1.3920197264297016,higher_vulnerability
COESSENTIALITY::229::biological process:neurotrophin TRK receptor signaling pathway,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.17222795524147141,1.2197917711882302,-1.3920197264297016,lower_vulnerability
COESSENTIALITY::22::,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.41828527739906973,0.9552417293523622,-1.373527006751432,lower_vulnerability
COESSENTIALITY::22::,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.9552417293523622,-0.41828527739906973,1.373527006751432,higher_vulnerability
"COESSENTIALITY::230::biological process:synaptic transmission, cholinergic",cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,1.0924696804734857,-1.4038066945538332,2.496276375027319,higher_vulnerability
"COESSENTIALITY::230::biological process:synaptic transmission, cholinergic",cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-1.4038066945538332,1.0924696804734857,-2.496276375027319,lower_vulnerability
COESSENTIALITY::231::biological process:complement activation,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-1.5589325125431142,1.544650177157535,-3.103582689700649,lower_vulnerability
COESSENTIALITY::231::biological process:complement activation,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,1.544650177157535,-1.5589325125431142,3.103582689700649,higher_vulnerability
COESSENTIALITY::232::biological process:glycosphingolipid metabolic process,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,1.5926045427715716,-1.627871834717358,3.2204763774889296,higher_vulnerability
COESSENTIALITY::232::biological process:glycosphingolipid metabolic process,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-1.627871834717358,1.5926045427715716,-3.2204763774889296,lower_vulnerability
COESSENTIALITY::233::biological process:positive regulation of protein serine/threonine kinase activity,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.21018028238229527,0.3071509887033282,-0.09697070632103291,lower_vulnerability
COESSENTIALITY::233::biological process:positive regulation of protein serine/threonine kinase activity,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.3071509887033282,0.21018028238229527,0.09697070632103291,higher_vulnerability
COESSENTIALITY::235::biological process:DNA damage checkpoint,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-1.6256125810067514,0.49591780442581146,-2.121530385432563,lower_vulnerability
COESSENTIALITY::235::biological process:DNA damage checkpoint,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.49591780442581146,-1.6256125810067514,2.121530385432563,higher_vulnerability
COESSENTIALITY::236::biological process:mRNA 3'-end processing,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.6359518607182473,-1.3805481486829931,0.7445962879647459,higher_vulnerability
COESSENTIALITY::236::biological process:mRNA 3'-end processing,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-1.3805481486829931,-0.6359518607182473,-0.7445962879647459,lower_vulnerability
COESSENTIALITY::237::molecular function:cyclin-dependent protein serine/threonine kinase activity,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.10760939177427316,-0.24055741673857867,0.13294802496430552,higher_vulnerability
COESSENTIALITY::237::molecular function:cyclin-dependent protein serine/threonine kinase activity,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.24055741673857867,-0.10760939177427316,-0.13294802496430552,lower_vulnerability
COESSENTIALITY::238::biological process:response to nutrient levels,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,1.0381262173899428,1.0958429453485865,-0.05771672795864369,lower_vulnerability
COESSENTIALITY::238::biological process:response to nutrient levels,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,1.0958429453485865,1.0381262173899428,0.05771672795864369,higher_vulnerability
COESSENTIALITY::239::biological process:cholesterol efflux,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.9642366209360906,-0.9398357463431316,-0.024400874592959032,lower_vulnerability
COESSENTIALITY::239::biological process:cholesterol efflux,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.9398357463431316,-0.9642366209360906,0.024400874592959032,higher_vulnerability
COESSENTIALITY::23::molecular function:structural constituent of nuclear pore,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.47478684501511625,0.15430303219176322,0.32048381282335303,higher_vulnerability
COESSENTIALITY::23::molecular function:structural constituent of nuclear pore,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.15430303219176322,0.47478684501511625,-0.32048381282335303,lower_vulnerability
COESSENTIALITY::240::biological process:hippo signaling,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-1.2543231510223467,1.1374049868694622,-2.3917281378918087,lower_vulnerability
COESSENTIALITY::240::biological process:hippo signaling,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,1.1374049868694622,-1.2543231510223467,2.3917281378918087,higher_vulnerability
COESSENTIALITY::241::cellular component:synaptic vesicle membrane,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-1.0236906747409362,0.08281737456262254,-1.1065080493035588,lower_vulnerability
COESSENTIALITY::241::cellular component:synaptic vesicle membrane,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.08281737456262254,-1.0236906747409362,1.1065080493035588,higher_vulnerability
COESSENTIALITY::242::molecular function:ATP-dependent DNA helicase activity,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-1.5947051239703034,1.0950675549991198,-2.6897726789694234,lower_vulnerability
COESSENTIALITY::242::molecular function:ATP-dependent DNA helicase activity,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,1.0950675549991198,-1.5947051239703034,2.6897726789694234,higher_vulnerability
COESSENTIALITY::243::cellular component:U4/U6 x U5 tri-snRNP complex,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.4938003886519085,0.4423374505776563,-0.9361378392295647,lower_vulnerability
COESSENTIALITY::243::cellular component:U4/U6 x U5 tri-snRNP complex,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.4423374505776563,-0.4938003886519085,0.9361378392295647,higher_vulnerability
COESSENTIALITY::244::biological process:positive regulation of cell death,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.34759109419860823,-0.7144493547124048,0.36685826051379655,higher_vulnerability
COESSENTIALITY::244::biological process:positive regulation of cell death,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.7144493547124048,-0.34759109419860823,-0.36685826051379655,lower_vulnerability
COESSENTIALITY::245::cellular component:anaphase-promoting complex,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.15989454569767472,1.2203710174214137,-1.3802655631190885,lower_vulnerability
COESSENTIALITY::245::cellular component:anaphase-promoting complex,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,1.2203710174214137,-0.15989454569767472,1.3802655631190885,higher_vulnerability
COESSENTIALITY::246::cellular component:anaphase-promoting complex,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.21960726875788947,-0.6442086207310339,0.4246013519731444,higher_vulnerability
COESSENTIALITY::246::cellular component:anaphase-promoting complex,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.6442086207310339,-0.21960726875788947,-0.4246013519731444,lower_vulnerability
COESSENTIALITY::247::,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-1.254106394092824,1.4136688192748732,-2.6677752133676975,lower_vulnerability
COESSENTIALITY::247::,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,1.4136688192748732,-1.254106394092824,2.6677752133676975,higher_vulnerability
COESSENTIALITY::248::biological process:collagen catabolic process,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.4193666605589527,-0.6028368808312855,1.0222035413902382,higher_vulnerability
COESSENTIALITY::248::biological process:collagen catabolic process,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.6028368808312855,0.4193666605589527,-1.0222035413902382,lower_vulnerability
COESSENTIALITY::249::biological process:embryonic skeletal system morphogenesis,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.2316613081667455,0.41902223290971863,-0.18736092474297314,lower_vulnerability
COESSENTIALITY::249::biological process:embryonic skeletal system morphogenesis,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.41902223290971863,0.2316613081667455,0.18736092474297314,higher_vulnerability
COESSENTIALITY::24::cellular component:mitochondrial small ribosomal subunit,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.8016116469774234,0.5233655604659804,-1.3249772074434039,lower_vulnerability
COESSENTIALITY::24::cellular component:mitochondrial small ribosomal subunit,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.5233655604659804,-0.8016116469774234,1.3249772074434039,higher_vulnerability
COESSENTIALITY::250::biological process:homophilic cell adhesion via plasma membrane adhesion molecules,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,1.10937947309984,-0.5005684842786056,1.6099479573784456,higher_vulnerability
COESSENTIALITY::250::biological process:homophilic cell adhesion via plasma membrane adhesion molecules,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.5005684842786056,1.10937947309984,-1.6099479573784456,lower_vulnerability
COESSENTIALITY::252::biological process:negative regulation of JNK cascade,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.8759375259328278,0.41419035465142584,0.46174717128140197,higher_vulnerability
COESSENTIALITY::252::biological process:negative regulation of JNK cascade,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.41419035465142584,0.8759375259328278,-0.46174717128140197,lower_vulnerability
COESSENTIALITY::253::cellular component:cytoplasmic stress granule,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.39916063718140765,-0.25298616320372597,0.6521468003851336,higher_vulnerability
COESSENTIALITY::253::cellular component:cytoplasmic stress granule,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.25298616320372597,0.39916063718140765,-0.6521468003851336,lower_vulnerability
COESSENTIALITY::255::,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,1.034909267068534,-0.15756872301257444,1.1924779900811084,higher_vulnerability
COESSENTIALITY::255::,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.15756872301257444,1.034909267068534,-1.1924779900811084,lower_vulnerability
COESSENTIALITY::256::biological process:establishment of mitotic spindle orientation,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.09896164928678641,-0.439960031169275,0.5389216804560615,higher_vulnerability
COESSENTIALITY::256::biological process:establishment of mitotic spindle orientation,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.439960031169275,0.09896164928678641,-0.5389216804560615,lower_vulnerability
COESSENTIALITY::257::biological process:hydrogen peroxide catabolic process,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.31479027193607007,-0.16119861688667758,0.47598888882274765,higher_vulnerability
COESSENTIALITY::257::biological process:hydrogen peroxide catabolic process,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.16119861688667758,0.31479027193607007,-0.47598888882274765,lower_vulnerability
COESSENTIALITY::258::biological process:cellular response to epidermal growth factor stimulus,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.29300934563360476,-0.17656028723075315,-0.11644905840285161,lower_vulnerability
COESSENTIALITY::258::biological process:cellular response to epidermal growth factor stimulus,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.17656028723075315,-0.29300934563360476,0.11644905840285161,higher_vulnerability
COESSENTIALITY::259::biological process:stimulatory C-type lectin receptor signaling pathway,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,1.5983419498322755,-0.15118538721774552,1.749527337050021,higher_vulnerability
COESSENTIALITY::259::biological process:stimulatory C-type lectin receptor signaling pathway,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.15118538721774552,1.5983419498322755,-1.749527337050021,lower_vulnerability
COESSENTIALITY::25::cellular component:intermediate filament,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-1.0919364055752754,-0.26410273014684493,-0.8278336754284304,lower_vulnerability
COESSENTIALITY::25::cellular component:intermediate filament,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.26410273014684493,-1.0919364055752754,0.8278336754284304,higher_vulnerability
COESSENTIALITY::260::molecular function:structural constituent of eye lens,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.5743378518990602,0.3586971271565156,0.2156407247425446,higher_vulnerability
COESSENTIALITY::260::molecular function:structural constituent of eye lens,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.3586971271565156,0.5743378518990602,-0.2156407247425446,lower_vulnerability
COESSENTIALITY::261::biological process:mitotic cytokinesis,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,1.368551164941855,0.2343295581809269,1.134221606760928,higher_vulnerability
COESSENTIALITY::261::biological process:mitotic cytokinesis,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.2343295581809269,1.368551164941855,-1.134221606760928,lower_vulnerability
COESSENTIALITY::262::,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.6058935368839095,0.2914930930837913,0.31440044380011817,higher_vulnerability
COESSENTIALITY::262::,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.2914930930837913,0.6058935368839095,-0.31440044380011817,lower_vulnerability
COESSENTIALITY::263::biological process:phosphatidylethanolamine acyl-chain remodeling,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.4129744767933516,0.49513740745733886,-0.9081118842506904,lower_vulnerability
COESSENTIALITY::263::biological process:phosphatidylethanolamine acyl-chain remodeling,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.49513740745733886,-0.4129744767933516,0.9081118842506904,higher_vulnerability
COESSENTIALITY::264::biological process:histone H4 acetylation,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.5940206356797185,-1.3493903854002436,1.943411021079962,higher_vulnerability
COESSENTIALITY::264::biological process:histone H4 acetylation,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-1.3493903854002436,0.5940206356797185,-1.943411021079962,lower_vulnerability
COESSENTIALITY::265::biological process:mismatch repair,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.9213836669124231,0.2803419694995699,0.6410416974128532,higher_vulnerability
COESSENTIALITY::265::biological process:mismatch repair,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.2803419694995699,0.9213836669124231,-0.6410416974128532,lower_vulnerability
COESSENTIALITY::266::,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.8532288464154661,1.0514231584227585,-1.9046520048382245,lower_vulnerability
COESSENTIALITY::266::,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,1.0514231584227585,-0.8532288464154661,1.9046520048382245,higher_vulnerability
COESSENTIALITY::267::biological process:receptor-mediated endocytosis,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.724144701600023,-0.2970217079363397,1.0211664095363626,higher_vulnerability
COESSENTIALITY::267::biological process:receptor-mediated endocytosis,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.2970217079363397,0.724144701600023,-1.0211664095363626,lower_vulnerability
COESSENTIALITY::268::cellular component:phagophore assembly site,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.329085311444237,-1.147803664542684,0.8187183530984469,higher_vulnerability
COESSENTIALITY::268::cellular component:phagophore assembly site,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-1.147803664542684,-0.329085311444237,-0.8187183530984469,lower_vulnerability
COESSENTIALITY::269::biological process:glycosaminoglycan biosynthetic process,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,1.0107812545387984,-0.8111134639869332,1.8218947185257317,higher_vulnerability
COESSENTIALITY::269::biological process:glycosaminoglycan biosynthetic process,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.8111134639869332,1.0107812545387984,-1.8218947185257317,lower_vulnerability
COESSENTIALITY::26::biological process:phosphatidylethanolamine acyl-chain remodeling,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-1.4741684598914493,1.1447752864805867,-2.618943746372036,lower_vulnerability
COESSENTIALITY::26::biological process:phosphatidylethanolamine acyl-chain remodeling,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,1.1447752864805867,-1.4741684598914493,2.618943746372036,higher_vulnerability
COESSENTIALITY::270::molecular function:cation channel activity,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.7696236620515021,0.6902525999753507,-1.4598762620268528,lower_vulnerability
COESSENTIALITY::270::molecular function:cation channel activity,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.6902525999753507,-0.7696236620515021,1.4598762620268528,higher_vulnerability
COESSENTIALITY::271::,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.5299744354718393,-0.9719857126241896,1.501960148096029,higher_vulnerability
COESSENTIALITY::271::,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.9719857126241896,0.5299744354718393,-1.501960148096029,lower_vulnerability
COESSENTIALITY::272::biological process:negative regulation of Wnt signaling pathway,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.9339947177036455,-1.0718363174492076,2.005831035152853,higher_vulnerability
COESSENTIALITY::272::biological process:negative regulation of Wnt signaling pathway,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-1.0718363174492076,0.9339947177036455,-2.005831035152853,lower_vulnerability
COESSENTIALITY::273::biological process:inorganic anion transport,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,1.330424399167397,0.7854838165768513,0.5449405825905457,higher_vulnerability
COESSENTIALITY::273::biological process:inorganic anion transport,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.7854838165768513,1.330424399167397,-0.5449405825905457,lower_vulnerability
COESSENTIALITY::274::cellular component:lamellipodium,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-1.1620921368219248,0.25073447263880905,-1.4128266094607338,lower_vulnerability
COESSENTIALITY::274::cellular component:lamellipodium,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.25073447263880905,-1.1620921368219248,1.4128266094607338,higher_vulnerability
COESSENTIALITY::275::,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,1.2302263501769364,0.18496298284334078,1.0452633673335956,higher_vulnerability
COESSENTIALITY::275::,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.18496298284334078,1.2302263501769364,-1.0452633673335956,lower_vulnerability
COESSENTIALITY::276::molecular function:phospholipid binding,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-1.260058620516501,1.3425032801694623,-2.6025619006859633,lower_vulnerability
COESSENTIALITY::276::molecular function:phospholipid binding,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,1.3425032801694623,-1.260058620516501,2.6025619006859633,higher_vulnerability
COESSENTIALITY::277::biological process:hydrogen peroxide catabolic process,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.8447112873739783,0.44905284589398264,0.3956584414799956,higher_vulnerability
COESSENTIALITY::277::biological process:hydrogen peroxide catabolic process,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.44905284589398264,0.8447112873739783,-0.3956584414799956,lower_vulnerability
COESSENTIALITY::278::,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,1.5449408106221074,-0.3689373696152314,1.9138781802373388,higher_vulnerability
COESSENTIALITY::278::,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.3689373696152314,1.5449408106221074,-1.9138781802373388,lower_vulnerability
COESSENTIALITY::279::,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.8779401857315734,1.2630743974376524,-2.141014583169226,lower_vulnerability
COESSENTIALITY::279::,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,1.2630743974376524,-0.8779401857315734,2.141014583169226,higher_vulnerability
COESSENTIALITY::27::biological process:canonical glycolysis,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.4316758192144676,1.3969538273854996,-1.8286296465999672,lower_vulnerability
COESSENTIALITY::27::biological process:canonical glycolysis,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,1.3969538273854996,-0.4316758192144676,1.8286296465999672,higher_vulnerability
"COESSENTIALITY::280::biological process:synaptic transmission, glutamatergic",cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.2192732735941411,0.044583066573326446,-0.2638563401674675,lower_vulnerability
"COESSENTIALITY::280::biological process:synaptic transmission, glutamatergic",cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.044583066573326446,-0.2192732735941411,0.2638563401674675,higher_vulnerability
COESSENTIALITY::281::molecular function:SH2 domain binding,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,1.7271948546253826,-0.9528392289464264,2.680034083571809,higher_vulnerability
COESSENTIALITY::281::molecular function:SH2 domain binding,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.9528392289464264,1.7271948546253826,-2.680034083571809,lower_vulnerability
COESSENTIALITY::282::,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-1.0702896860785434,1.143555788321418,-2.213845474399961,lower_vulnerability
COESSENTIALITY::282::,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,1.143555788321418,-1.0702896860785434,2.213845474399961,higher_vulnerability
COESSENTIALITY::283::molecular function:gamma-tubulin binding,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-0.8344788680759314,-0.8874552038705833,0.052976335794651885,higher_vulnerability
COESSENTIALITY::283::molecular function:gamma-tubulin binding,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,-0.8874552038705833,-0.8344788680759314,-0.052976335794651885,lower_vulnerability
COESSENTIALITY::284::biological process:nervous system process,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,-1.2259221698968437,0.6950476109878618,-1.9209697808847055,lower_vulnerability
COESSENTIALITY::284::biological process:nervous system process,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.6950476109878618,-1.2259221698968437,1.9209697808847055,higher_vulnerability
COESSENTIALITY::285::,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,1.106004544621362,0.2141246814266812,0.8918798631946808,higher_vulnerability
COESSENTIALITY::285::,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.2141246814266812,1.106004544621362,-0.8918798631946808,lower_vulnerability
COESSENTIALITY::286::biological process:intra-Golgi vesicle-mediated transport,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,1.2778542393378292,0.3875920046839186,0.8902622346539106,higher_vulnerability
COESSENTIALITY::286::biological process:intra-Golgi vesicle-mediated transport,cluster_2,GSE77932|DLD1;GSE42387|HT29;GSE42387|LoVo,3,0.3875920046839186,1.2778542393378292,-0.8902622346539106,lower_vulnerability
COESSENTIALITY::287::,cluster_1,GSE77932|HCT116;GSE42387|HCT116;GSE119603|HCT116,3,0.15173749390325542,-0.593268860624333,0.7450063545275885,higher_vulnerability
