database,DRUG_NAME,drug_key,n_models_available,n_models_positive_median_rho,n_models_direction_consistent_ge3of4,n_models_top50,n_models_top100,n_models_top200,median_model_rho,median_model_rank,signature_robust_flag,model_combinations
CTRPv2,Gefitinib,GEFITINIB,6,0,0,0,0,0,-0.07071304070208073,326.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,HC-067047,HC067047,6,5,2,0,1,6,0.0473076923076923,160.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,HLI 373,HLI373,6,1,0,0,0,0,-0.06102900930487139,300.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,HMN-214,HMN214,6,3,1,0,0,3,0.008442802408319652,193.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Hyperforin,HYPERFORIN,6,6,6,2,3,5,0.07892622550059097,120.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,I-BET-762,IBET762,6,0,0,0,0,0,-0.09562780283601727,331.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,I-BET151,IBET151,6,0,0,0,0,0,-0.10431555111614622,362.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,IC-87114,IC87114,6,6,6,0,1,6,0.0589633890443131,132.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,IPR-456,IPR456,6,6,5,5,6,6,0.1932862679573552,24.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,ISOX:bortezomib (250:1 mol/mol),ISOXBORTEZOMIB2501MOLMOL,6,2,1,0,0,3,-0.015940170940170945,204.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,IU1,IU1,6,2,2,0,1,2,-0.03341155263667212,294.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Idelalisib,IDELALISIB,6,5,3,1,3,5,0.08431855500821017,105.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Imatinib,IMATINIB,6,3,1,0,0,3,0.002180510414438383,207.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Importazole,IMPORTAZOLE,6,6,3,5,6,6,0.13937980245030082,38.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Indisulam,INDISULAM,6,5,4,0,2,6,0.06383629779960581,113.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Isoevodiamine,ISOEVODIAMINE,6,0,0,0,0,0,-0.10656919708643847,364.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Itraconazole,ITRACONAZOLE,6,6,4,0,1,6,0.08235969011831082,116.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Ixazomib,IXAZOMIB,6,4,4,1,2,3,0.02832512315270936,182.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,JQ-1:MK-0752 (1:1 mol/mol),JQ1MK075211MOLMOL,6,5,3,1,3,6,0.09370658077554629,93.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,JQ-1:UNC0638 (2:1 mol/mol),JQ1UNC063821MOLMOL,6,3,2,0,0,3,0.004693675889328064,198.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,JQ-1:carboplatin (1:1 mol/mol),JQ1CARBOPLATIN11MOLMOL,6,4,1,3,4,4,0.13125763125763124,63.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,JQ-1:vorinostat (2:1 mol/mol),JQ1VORINOSTAT21MOLMOL,6,3,1,0,2,3,0.024188963210702345,201.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,JQ1,JQ1,6,5,3,0,0,4,0.042777146225422086,172.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,JW-480,JW480,6,3,3,0,0,3,-0.0021273282192567633,235.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,KHS101,KHS101,6,5,5,3,3,5,0.15527311973097666,62.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,KU 0060648,KU0060648,6,5,2,0,1,6,0.036372152751463105,167.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,KU-0063794,KU0063794,6,6,6,3,5,6,0.10123545240126083,50.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,KU-55933,KU55933,6,6,6,4,6,6,0.1274551616568091,30.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,KU-60019,KU60019,6,6,5,0,4,6,0.09300520352626034,81.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,KW-2449,KW2449,6,0,0,0,0,0,-0.1885275759282939,395.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,KX2-391,KX2391,6,0,0,0,0,0,-0.11711538461538461,366.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Ki8751,KI8751,6,2,0,0,0,0,-0.016622512451648933,253.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Ko-143,KO143,6,3,0,0,0,2,0.0060900506934073,219.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,LE-135,LE135,6,2,0,0,0,1,-0.013461456320259505,227.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,LY-2183240,LY2183240,6,0,0,0,0,0,-0.13725274725274725,375.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Lapatinib,LAPATINIB,6,0,0,0,0,0,-0.19836676375456103,397.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Lenvatinib,LENVATINIB,6,3,3,0,2,3,0.020749100233889838,211.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Leptomycin B,LEPTOMYCINB,6,0,0,0,0,0,-0.09020251778872468,342.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Linifanib,LINIFANIB,6,4,1,0,1,4,0.052692307692307684,159.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Linsitinib,LINSITINIB,6,6,5,1,3,6,0.07167858608696878,113.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Lomeguatrib,LOMEGUATRIB,6,3,2,0,0,2,-0.003180703568523801,236.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Lovastatin,LOVASTATIN,6,5,4,2,3,5,0.11003495947878594,85.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,MGCD-265,MGCD265,6,4,0,0,1,4,0.058260704812428954,154.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,MI-1,MI1,6,0,0,0,0,1,-0.03225104617985776,269.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,MK 1775,MK1775,6,1,0,0,0,0,-0.07230574057187258,316.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,MK-0752,MK0752,6,6,6,6,6,6,0.1700366240289801,27.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,MK-2206,MK2206,6,0,0,0,0,0,-0.08475752508361203,351.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,ML029,ML029,6,6,6,3,3,6,0.09523980364261464,79.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,ML050,ML050,6,1,1,0,0,1,-0.10249000178665475,352.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,ML083,ML083,6,6,6,3,4,6,0.15321929978231286,48.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,ML203,ML203,6,3,1,0,1,1,-0.02107988483475882,251.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,ML210,ML210,6,0,0,0,0,0,-0.09273820049682119,334.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,ML239,ML239,6,4,0,0,0,0,0.0024660086238517337,246.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,ML258,ML258,6,6,6,4,5,6,0.19475879509238625,15.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,ML320,ML320,6,5,3,0,2,4,0.051660089836371235,127.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,MST-312,MST312,6,5,4,1,2,4,0.06559048756457972,134.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Manumycin A,MANUMYCINA,6,3,0,0,0,4,0.0011209685418429594,192.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Masitinib,MASITINIB,6,4,3,1,3,4,0.05686810040340873,148.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Mdivi-1,MDIVI1,6,4,0,0,0,5,0.031849714810077666,190.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Merck60,MERCK60,6,0,0,0,0,0,-0.07153332603855297,332.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Methotrexate,METHOTREXATE,6,4,4,2,2,4,0.08653010033444816,118.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Mitomycin-C,MITOMYCINC,6,0,0,0,0,0,-0.03702635190631101,277.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Momelotinib,MOMELOTINIB,6,0,0,0,0,0,-0.08117521367521367,346.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Myricetin,MYRICETIN,6,3,2,2,2,3,0.04386547153304891,174.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,N9-Isopropyl-olomoucine,N9ISOPROPYLOLOMOUCINE,6,3,1,0,0,0,-0.020065336486791367,266.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,NPC-26,NPC26,6,3,1,0,1,3,0.01943669919376034,180.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,NSC 74859,NSC74859,6,6,2,1,2,5,0.05698429164024482,134.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,NSC23766,NSC23766,6,6,2,1,2,5,0.04059576919388423,145.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,NSC30930,NSC30930,6,6,6,1,4,6,0.09377726746811674,91.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,NSC48300,NSC48300,6,3,2,1,1,3,-0.022241211234188703,244.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,NSC632839,NSC632839,6,2,1,0,0,2,-0.03124058924067164,266.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,NSC95397,NSC95397,6,1,1,0,1,2,-0.025708130359782103,270.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,NVP-231,NVP231,6,0,0,0,0,1,-0.040519346553829313,271.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,NVP-BSK805,NVPBSK805,6,6,4,2,2,6,0.09291187739463602,106.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Nakiterpiosin,NAKITERPIOSIN,6,0,0,0,0,1,-0.06360195360195359,306.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Narciclasine,NARCICLASINE,6,1,1,0,0,3,-0.013869282891022022,227.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Navitoclax,NAVITOCLAX,6,0,0,0,0,0,-0.10247743329997089,350.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Navitoclax:MST-312 (1:1 mol/mol),NAVITOCLAXMST31211MOLMOL,6,4,2,0,2,3,0.025405982905982907,205.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Navitoclax:PLX-4032 (1:1 mol/mol),NAVITOCLAXPLX403211MOLMOL,6,5,2,1,3,5,0.08030523438260283,107.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Navitoclax:birinapant (1:1 mol/mol),NAVITOCLAXBIRINAPANT11MOLMOL,6,1,1,0,0,1,-0.0059913722928423875,258.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Navitoclax:gemcitabine (1:1 mol/mol),NAVITOCLAXGEMCITABINE11MOLMOL,6,6,2,2,4,6,0.09331196581196582,82.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Navitoclax:piperlongumine (1:1 mol/mol),NAVITOCLAXPIPERLONGUMINE11MOLMOL,6,3,3,0,1,3,-0.019885852547308718,252.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Navitoclax:pluripotin (1:1 mol/mol),NAVITOCLAXPLURIPOTIN11MOLMOL,6,2,1,0,0,2,-0.00471571906354515,252.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Necrostatin-1,NECROSTATIN1,6,6,6,3,5,6,0.13750576565355455,38.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Necrostatin-7,NECROSTATIN7,6,6,2,0,4,5,0.08745421245421245,64.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Nelarabine,NELARABINE,6,4,3,0,3,5,0.05523514121616507,130.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Neratinib,NERATINIB,6,0,0,0,0,0,-0.20496505410298516,392.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Neuronal differentiation inducer III,NEURONALDIFFERENTIATIONINDUCERIII,6,6,3,2,4,5,0.12252508361204013,56.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Niclosamide,NICLOSAMIDE,6,6,0,2,3,6,0.09566544566544564,97.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Nilotinib,NILOTINIB,6,6,6,6,6,6,0.23704828146967888,8.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Nintedanib,NINTEDANIB,6,3,2,0,1,2,-0.008143082209245374,223.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Nutlin-3,NUTLIN3,6,5,2,0,1,3,0.03062626936903315,186.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,OSI-027,OSI027,6,6,4,1,2,4,0.03965622500105259,157.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Obatoclax Mesylate,OBATOCLAXMESYLATE,6,6,3,2,3,6,0.10221674876847289,99.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Olaparib,OLAPARIB,6,6,3,3,5,6,0.10619278890535974,58.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Oligomycin A,OLIGOMYCINA,6,0,0,0,0,0,-0.07196581196581196,324.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Ouabain,OUABAIN,6,1,0,0,0,0,-0.05353985095364406,288.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Oxaliplatin,OXALIPLATIN,6,0,0,0,0,0,-0.08175566181614077,320.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,PCI-34051,PCI34051,6,4,3,0,0,3,0.03696100428859714,187.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,PD318088,PD318088,6,5,3,0,0,5,0.045429666119321296,151.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,PDMP,PDMP,6,3,3,0,0,3,0.025122123653828977,207.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,PF-184,PF184,6,2,1,0,0,1,-0.010641025641025644,212.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,PF-543,PF543,6,4,3,0,2,3,0.030422713248543242,164.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,PF-573228,PF573228,6,6,6,5,6,6,0.1797195296361036,28.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,PF-750,PF750,6,3,0,0,0,1,-0.0194763091361666,248.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,PHA-793887,PHA793887,6,4,2,0,1,3,0.03290598290598291,173.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,PI-103,PI103,6,6,4,3,3,6,0.16157278065087344,61.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,PIK-93,PIK93,6,2,2,1,1,2,-0.03095094778345092,281.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,PL-DI,PLDI,6,2,1,0,0,2,-0.02891351943076081,260.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,PLX-4720,PLX4720,6,5,1,0,0,4,0.02893821809642001,165.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,PRIMA-1,PRIMA1,6,5,3,0,0,6,0.056865738398407056,140.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,PRL-3 inhibitor I,PRL3INHIBITORI,6,6,2,0,6,6,0.11140443461294217,78.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,PX-12,PX12,6,6,5,1,5,6,0.09295433217782109,69.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,PYR-41,PYR41,6,6,4,2,3,6,0.10260061188467554,96.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Pandacostat,PANDACOSTAT,6,6,3,2,3,6,0.09800887329986208,106.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Panobinostat,PANOBINOSTAT,6,3,3,1,2,3,0.035303776683087026,193.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Parbendazole,PARBENDAZOLE,6,1,0,0,0,1,-0.03511705685618728,259.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Parthenolide,PARTHENOLIDE,6,2,2,0,1,2,-0.028653395587592483,271.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Pazopanib,PAZOPANIB,6,0,0,0,0,0,-0.12559364548494983,369.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Pevonedistat,PEVONEDISTAT,6,6,3,2,4,5,0.10459706959706958,74.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Phloretin,PHLORETIN,6,4,1,0,2,4,0.03977196783524681,154.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Pictilisib,PICTILISIB,6,0,0,0,0,0,-0.07156540777230432,314.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Pifithrin-mu,PIFITHRINMU,6,0,0,0,0,0,-0.2241296507859265,400.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Piperlongumine,PIPERLONGUMINE,6,5,5,1,3,6,0.09863247863247862,88.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Piperlongumine:MST-312 (1:1 mol/mol),PIPERLONGUMINEMST31211MOLMOL,6,6,6,4,6,6,0.14711462450592883,38.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Platin,PLATIN,6,6,3,2,3,6,0.08736044756476352,119.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Pluripotin,PLURIPOTIN,6,4,4,1,3,5,0.0882435568585267,117.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Procarbazine hydrochloride,PROCARBAZINEHYDROCHLORIDE,6,6,1,0,3,4,0.055799889404342634,119.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Prochlorperazine,PROCHLORPERAZINE,6,6,4,0,2,6,0.06891304347826087,138.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Purmorphamine,PURMORPHAMINE,6,0,0,0,0,0,-0.06439474173693381,302.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Pyrazolanthrone,PYRAZOLANTHRONE,6,3,1,0,0,2,0.0059260662708938575,222.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Quizartinib,QUIZARTINIB,6,1,0,0,0,0,-0.08239902121433132,322.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,RG-108,RG108,6,3,3,0,1,3,0.03773348373511229,164.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,RITA,RITA,6,2,2,0,1,2,-0.004818095598865323,212.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Rapamycin,RAPAMYCIN,6,6,6,3,4,6,0.11405469481211508,61.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Rigosertib,RIGOSERTIB,6,3,3,0,1,3,-0.0034756431308155464,210.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,Ruxolitinib,RUXOLITINIB,6,4,0,0,0,3,0.005433008126620405,203.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SB-225002,SB225002,6,6,2,1,4,6,0.089369921266473,78.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SB-431542,SB431542,6,6,0,1,3,5,0.0789905134640909,114.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SB-743921,SB743921,6,0,0,0,0,0,-0.14090308676307006,377.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SB52334,SB52334,6,0,0,0,0,0,-0.06239316239316239,319.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SCH-529074,SCH529074,6,6,3,1,3,6,0.06956285715357283,109.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SCH-79797,SCH79797,6,6,4,2,4,6,0.08499115826702033,91.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SGX-523,SGX523,6,6,1,1,3,4,0.06839716163654698,114.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SID 26681509,SID26681509,6,5,0,1,2,5,0.04492518351214003,123.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SJ-172550,SJ172550,6,2,0,0,0,2,-0.040197479299207424,264.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SKI-II,SKIII,6,2,2,0,1,2,-0.024800703928006894,268.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SMER-3,SMER3,6,6,3,0,0,5,0.057058159232072275,152.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SN-38,SN38,6,6,5,0,3,6,0.07182855458717527,99.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SNS-032,SNS032,6,4,3,3,3,4,0.12177350427350427,71.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SNX-2112,SNX2112,6,3,2,0,1,2,0.0005164468457015733,237.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SNX-2112:bortezomib (250:1 mol/mol),SNX2112BORTEZOMIB2501MOLMOL,6,1,1,0,0,1,-0.06268394648829431,315.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SR-II-138A,SRII138A,6,2,2,0,0,1,-0.03701465201465201,259.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
CTRPv2,SR1001,SR1001,6,6,4,4,6,6,0.1755373112799233,26.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank
