modality,gene,k,right_high_cohorts,left_high_cohorts,same_direction,pooled_hedges_g,se,ci_low,ci_high,meta_p,tau2,i2_percent,nominal_welch_p_lt_0.05,meta_fdr,stable_right_high,stable_left_high
single_cell_patient_pseudobulk,C10ORF99,4,0,4,True,-1.170789769326012,0.3231435282605509,-1.804151084716692,-0.5374284539353322,0.0002910637710021352,0.0,0.0,1,0.8167514017748098,False,False
single_cell_patient_pseudobulk,PHOSPHO2,4,0,4,True,-1.1431060136266273,0.31837684821149836,-1.767124636121164,-0.5190873911320906,0.00033014789723592275,0.0,0.0,2,0.8492229286651023,False,False
single_cell_patient_pseudobulk,A1CF,4,2,2,False,-0.4079600638757898,0.2984271922208737,-0.9928773606287022,0.17695723287712267,0.17161470582560967,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,A2ML1,3,2,1,False,0.3292125861569196,0.3652958404804248,-0.38676726118471294,1.0451924334985523,0.36747038590180103,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,A4GALT,4,0,4,True,-0.25009992463306635,0.29310099233492515,-0.8245778696095196,0.324378020343387,0.39349892245296414,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,A4GNT,1,1,0,True,0.5021882053209838,0.4571931352858677,-0.3939103398393168,1.3982867504812844,0.27202292623339563,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AADAC,4,4,0,True,0.5352905386667032,0.4093134710806821,-0.26696386465143374,1.3375449419848402,0.19094912712684042,0.21936703441574062,33.21779998493337,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AADACL3,1,0,1,True,-0.47887323943661975,0.4564977440669521,-1.3736088178078458,0.41586233893460633,0.2941709542029739,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AAK1,4,1,3,False,-0.3037758977512007,0.29796969060035666,-0.8877964913278997,0.2802446958254983,0.3079723444519642,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AAMDC,4,0,4,True,-0.398652815257244,0.2985042066776594,-0.9837210603454565,0.18641542983096843,0.18171226523408868,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AANAT,3,3,0,True,0.4333179045429778,0.3198680060387955,-0.1936233872930614,1.0602591963790169,0.17552041542964314,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AAR2,4,2,2,False,-0.6410553604134931,0.30369140659709376,-1.2362905173437968,-0.04582020348318938,0.034782841565841376,0.0,0.0,1,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AARD,1,1,0,True,0.6661506919849659,0.4629760018126486,-0.24128227156782533,1.5735836555377571,0.15019445157775754,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AARSD1,4,0,4,True,-0.25347794261850654,0.29345845452863356,-0.8286565134946283,0.32170062825761525,0.3877192439430365,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AASS,4,4,0,True,0.4894200556029084,0.30070726363665,-0.09996618112492556,1.0788062923307424,0.10361755208134636,0.0,0.0,1,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AATF,4,1,3,False,-0.35065381576017324,0.2954414814051068,-0.9297191193141825,0.22841148779383608,0.2352746497335162,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AATK-AS1,1,0,1,True,-0.4788732394366197,0.4564977440669521,-1.3736088178078458,0.4158623389346064,0.2941709542029741,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABAT,4,1,3,False,-0.4005393665607035,0.2974816605356296,-0.9836034212105373,0.18252468808913042,0.17816265226805672,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABC11-4932300O16.1,1,0,1,True,-0.47887323943661975,0.4564977440669521,-1.3736088178078458,0.41586233893460633,0.2941709542029739,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABC12-49244600F4.4,3,1,2,False,-0.4361538205866031,0.43935612684248465,-1.297291829197873,0.42498418802466675,0.3208506346253086,0.12349967137413845,19.209830191253552,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABC7-42404400C24.1,1,1,0,True,1.278373802928151,0.9332452058105037,-0.5507868004604362,3.1075344063167383,0.17074448402680475,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCA1,4,0,4,True,-0.4902816803816393,0.2966867283337216,-1.0717876679157337,0.09122430715245505,0.09842795431774361,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCA13,4,4,0,True,0.6553676149549957,0.30091514214931214,0.06557393634234399,1.2451612935676475,0.02941236229969781,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCA3,4,2,2,False,0.28283837565686315,0.2975310665429374,-0.30032251476729405,0.8659992660810203,0.3417983478731942,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCA6,4,4,0,True,0.7410791648678532,0.3046913933452644,0.1438840339111349,1.3382742958245715,0.0150062269677898,0.0,0.0,1,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCA7,4,3,1,False,0.27027191073044055,0.2951915269647243,-0.308303482120419,0.8488473035813001,0.3598864209271906,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCA9,4,3,1,False,0.4314337016695816,0.3092623711895561,-0.1747205458619483,1.0375879492011115,0.16300346242310515,0.014860713533654691,3.556708110266104,1,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCA9-AS1,4,0,4,True,-0.5047248583472685,0.29718566424311266,-1.0872087602637692,0.07775904356923224,0.08944198612089821,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCB11,4,3,1,False,0.5151139133188873,0.520829136504692,-0.505711194230309,1.5359390208680836,0.32265008676350915,0.5580955400033509,55.237354952007465,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCB8,4,3,1,False,0.4304873275153683,0.3008465179695067,-0.15917184770486476,1.0201465027356014,0.1524531176541809,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCC11,4,2,2,False,0.6447963647143194,0.6391743072000531,-0.6079852773977846,1.8975780068264236,0.31307256964408015,0.965455130282546,66.61294074576311,1,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCC12,1,1,0,True,0.3874275265985955,0.454081103900246,-0.5025714370458866,1.2774264902430774,0.3935416525338482,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCC4,4,1,3,False,-0.3092854736404824,0.29470244144253743,-0.8869022588678558,0.26833131158689094,0.2939554519384443,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCC5,4,1,3,False,-0.2591937192946882,0.29708276656704763,-0.8414759417661015,0.32308850317672516,0.38295584912227787,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCC6,4,0,4,True,-0.7983856353955048,0.3054764660581519,-1.3971195088694826,-0.19965176192152712,0.008960043234143565,0.0,0.0,1,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCC9,4,1,3,False,-0.33393133943993397,0.29676189632552613,-0.9155846562379653,0.24772197735809726,0.260483088579192,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCF3,4,1,3,False,-0.28102552906929895,0.2966840821077708,-0.8625263300005297,0.30047527186193185,0.3435259428666392,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCG1,4,1,3,False,-0.29736582982817295,0.29384383593825764,-0.873299748267158,0.27856808861081206,0.311544777176632,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCG5,4,4,0,True,0.5085491799227659,0.3477435620508245,-0.17302820169685007,1.190126561542382,0.1436245455968889,0.08241050829866098,16.048420032970533,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABCG8,4,4,0,True,0.7643701239016821,0.30516283096889646,0.1662509752026451,1.3624892726007192,0.012252262158846608,0.0,0.0,1,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABHD10,4,3,1,False,0.3309946718798041,0.2987390710302464,-0.25453390733947884,0.916523251099087,0.2678736976483249,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABHD12,4,1,3,False,-0.3803336054396388,0.3264795962453894,-1.020233614080602,0.2595664032013244,0.24403774494598762,0.049395575671897375,10.89304280525732,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABHD13,4,1,3,False,-0.627933077174757,0.3032054812310302,-1.2222158203875761,-0.03365033396193784,0.03836048338045126,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABHD14A,4,3,1,False,0.3480191877542225,0.384960856910163,-0.406504091789697,1.102542467298142,0.3659753284012863,0.18718971887535232,31.597410044542478,1,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABHD14B,4,1,3,False,-0.35209499816863676,0.29779407078284653,-0.9357713769030159,0.2315813805657424,0.237069279722403,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABHD3,4,3,1,False,0.5393134561782258,0.4376591718645297,-0.3184985206762524,1.3971254330327039,0.21784893481876455,0.3370324651386202,44.937439824394836,1,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABHD4,4,3,1,False,0.4434994434951917,0.2981479490777787,-0.14087053669725452,1.027869423687638,0.13687893565446868,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABHD8,4,0,4,True,-0.5094683535196398,0.3020608654169436,-1.1015076497368492,0.0825709426975696,0.09167233099363808,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABI3,4,0,4,True,-0.2819942196035911,0.29345372797672115,-0.8571635264379645,0.2931750872307823,0.33657754911090676,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABL1,4,0,4,True,-0.4960149622979221,0.3007021047002848,-1.0853910875104802,0.09336116291463614,0.09904058663438137,0.0,0.0,1,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABLIM2,4,0,4,True,-0.8536288061425024,0.45096672245620373,-1.7375235821566617,0.030265969871656973,0.05837296928121401,0.35669688893849755,44.88693292813032,1,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABLIM3,4,4,0,True,0.530763547472861,0.2982304106880789,-0.05376805747577351,1.1152951524214956,0.07512348616808583,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABO,4,1,3,False,-0.5137953662361208,0.4088987100503917,-1.3152368379348884,0.2876461054626469,0.2089222190268173,0.23579522005046016,35.66389961060544,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABRA,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABRACL,4,1,3,False,-0.4145210806895637,0.2964108182210409,-0.9954862844028038,0.1664441230236764,0.16197253856569704,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,ABT1,4,0,4,True,-0.5374266502288706,0.3019953237399866,-1.1293374847592443,0.05448418430150315,0.07514373904479622,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC000032.1,1,1,0,True,0.9285574315644506,0.5298995492312526,-0.1100456849288044,1.9671605480577057,0.07971754916073202,0.0,100.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC000068.5,3,2,1,False,0.3276889226074648,0.36410376508071823,-0.385954456950743,1.0413323021656726,0.3681267781405513,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC000093.1,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC000111.6,2,0,2,True,-0.5882416994636442,0.4087863200580724,-1.389462886777466,0.21297948785017773,0.1501517807915733,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC001226.7,3,0,3,True,-1.3598124187247367,0.9754406942425251,-3.271676179440086,0.5520513419906126,0.16330271722999112,1.6899113178887826,65.21568417600638,1,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002066.1,4,3,1,False,0.40110254205373375,0.2962913081718522,-0.17962842196309647,0.981833506070564,0.1758181068659812,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002070.1,1,0,1,True,-0.5217213251771596,0.5096284760610493,-1.5205931382568163,0.47715048790249703,0.3059634097233349,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002091.1,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002091.2,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002115.9,1,0,1,True,-0.6682724658746199,0.46306093195692627,-1.5758718925101953,0.2393269607609556,0.14897452189266255,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002310.2,1,1,0,True,0.9960027188293572,0.5342558715472348,-0.05113878940322292,2.043144227061937,0.06228234595301461,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002347.1,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002368.4,1,0,1,True,-0.47887323943661986,0.4564977440669521,-1.3736088178078458,0.4158623389346062,0.2941709542029738,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002384.1,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002398.12,2,2,0,True,0.5248534674282342,0.41000120240471327,-0.27874888928500374,1.3284558241414723,0.2005005959089029,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002398.2,1,0,1,True,-0.4727272727272727,0.5079184086044644,-1.4682473535920229,0.5227928081374773,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002429.2,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002429.5,3,2,1,False,0.9170993855537497,0.9797897166125386,-1.0032884590068258,2.8374872301143252,0.3492646691458695,1.8536634776527694,69.41200072497841,1,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002454.1,4,2,2,False,0.26595665518860395,0.29596967737833646,-0.31414391247293555,0.8460572228501435,0.36886881370312763,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002456.1,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002456.2,1,0,1,True,-0.568683136785314,0.459351226755714,-1.4690115412265135,0.3316452676558854,0.21571096087644726,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002467.1,1,0,1,True,-0.43879738089949694,0.5068298933244713,-1.4321839718154605,0.5545892100164667,0.3866171002919505,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002467.7,3,1,2,False,-0.506747181428644,0.36936866568265553,-1.2307097661666488,0.21721540330936084,0.17008588095822375,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002470.1,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002480.2,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002480.3,1,1,0,True,1.131370849898476,0.9539392014169458,-0.7383499848787376,3.0010916846756897,0.23562273129950495,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002511.2,3,2,1,False,0.2785733590145155,0.31436421991054797,-0.3375805120101585,0.8947272300391895,0.37553755021947777,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002550.1,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002550.2,1,1,0,True,0.6998627314623166,0.5171973871222356,-0.3138441472972652,1.7135696102218985,0.17599716275574107,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002553.2,1,1,0,True,0.8328834467977841,0.5241896751841209,-0.19452831656309266,1.860295210158661,0.11208362945678599,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC002985.1,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC003002.3,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC003005.2,2,0,2,True,-0.4752783408291979,0.40534546600525445,-1.2697554541994966,0.3191987725411008,0.24098569926776547,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC003006.7,1,1,0,True,0.3874275265985955,0.454081103900246,-0.5025714370458866,1.2774264902430774,0.3935416525338482,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC003088.1,1,0,1,True,-0.47887323943661986,0.4564977440669521,-1.3736088178078458,0.4158623389346062,0.2941709542029738,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC003090.1,3,2,1,False,-0.3749358954001895,0.36745770670590294,-1.0951530005437593,0.3452812097433802,0.3075619504952044,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC003956.1,4,1,3,False,-0.26829474079624166,0.29367374218115017,-0.8438952754712961,0.3073057938788127,0.3609370721681767,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC003973.4,1,0,1,True,-0.47887323943661975,0.4564977440669521,-1.3736088178078458,0.41586233893460633,0.2941709542029739,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC003984.1,1,0,1,True,-0.47887323943661986,0.4564977440669521,-1.3736088178078458,0.4158623389346062,0.2941709542029738,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC003986.7,1,1,0,True,1.131370849898476,0.9539392014169458,-0.7383499848787376,3.0010916846756897,0.23562273129950495,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004009.1,1,1,0,True,0.5116051310604999,0.5092620645224755,-0.48654851540355204,1.5097587775245518,0.31508906117720026,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004009.3,3,2,1,False,0.6670160707430102,0.3896368093273131,-0.09667207553852353,1.4307042170245439,0.08691660449428253,0.018459004433508484,3.2846620505678747,1,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004012.1,3,3,0,True,0.8519033149135223,0.38029963863826244,0.10651602318252795,1.5972906066445167,0.025085439476020887,0.0,0.0,1,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004034.1,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004066.3,3,3,0,True,0.49140797990040574,0.3681887875598098,-0.23024204371682155,1.213058003517633,0.18198664350628557,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004067.5,3,0,3,True,-0.3371334407304829,0.36561961163671025,-1.053747879538435,0.37948099807746916,0.35648269819712464,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004076.1,1,1,0,True,0.4727272727272726,0.5079184086044644,-0.5227928081374775,1.4682473535920226,0.35200101749907287,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004076.7,2,0,2,True,-0.518002710204418,0.4020125512528336,-1.3059473106599717,0.2699418902511358,0.19756371545977858,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004080.1,1,0,1,True,-0.4727272727272727,0.5079184086044644,-1.4682473535920229,0.5227928081374773,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004080.3,1,0,1,True,-0.444245701644141,0.5069993745920803,-1.4379644758446184,0.5494730725563364,0.38090754099448065,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004130.1,1,0,1,True,-0.8638382098707027,0.5259758431726357,-1.8947508624890685,0.16707444274766314,0.10051678815799159,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004149.1,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004156.1,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004223.4,1,1,0,True,0.7100046456156772,0.5176908411672192,-0.30466940307207246,1.724678694303427,0.1702241639654576,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004231.2,3,2,1,False,0.37151373999887083,0.3654746366683684,-0.34481654787113114,1.0878440278688728,0.3093799241069487,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004253.1,1,1,0,True,1.0554547839342716,0.5383169804694781,0.00035350221409458094,2.110556065654449,0.04991908562930945,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004381.6,3,2,1,False,0.36390692794580204,0.36684218063109536,-0.3551037460911448,1.082917601982749,0.3211982105636654,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004448.2,1,1,0,True,0.38742752659859536,0.454081103900246,-0.5025714370458867,1.2774264902430774,0.3935416525338483,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004448.5,1,1,0,True,0.3874275265985955,0.454081103900246,-0.5025714370458866,1.2774264902430774,0.3935416525338482,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004449.6,2,0,2,True,-0.7047833291308016,0.40865709941325773,-1.5057512439807867,0.09618458571918354,0.08459371634592686,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004466.1,1,1,0,True,0.8451591280668438,0.5248909394121353,-0.18362711318094127,1.8739453693146289,0.10736262645749178,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004471.9,1,0,1,True,-0.5890384133316803,0.46006320595675815,-1.4907622970069263,0.31268547034356564,0.20042475415146088,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004494.1,1,1,0,True,0.8812916315878397,0.5270089095176244,-0.15164583106670404,1.9142290942423834,0.09447466714600526,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004528.2,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004540.1,1,0,1,True,-0.5798599335024063,0.5118676427164063,-1.5831205132265627,0.42340064622175,0.2572849023307855,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004540.4,3,2,1,False,0.37219236808271083,0.36826990251968267,-0.3496166408558672,1.0940013770212889,0.3121834673671037,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004542.1,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004542.2,1,1,0,True,0.4727272727272727,0.5079184086044644,-0.5227928081374773,1.4682473535920229,0.35200101749907264,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004543.2,1,1,0,True,0.3874275265985955,0.454081103900246,-0.5025714370458866,1.2774264902430774,0.3935416525338482,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004585.1,1,1,0,True,0.438403773549916,0.5068177281775966,-0.5549589736781734,1.4317665207780053,0.387031815982692,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004593.3,4,3,1,False,0.36167816866107727,0.2962805606413257,-0.21903173019592104,0.9423880675180756,0.222188776607407,0.0,0.0,0,0.9137458562821626,False,False
single_cell_patient_pseudobulk,AC004596.1,1,1,0,True,0.4727272727272726,0.5079184086044644,-0.5227928081374775,1.4682473535920226,0.35200101749907287,0.0,0.0,0,0.9137458562821626,False,False
