axis_key,exposure_axis,primary_biomarker,biological_matrix,eligible_chemical_count,eligible_chemical_ids,mapping_confidence,analysis,exposure_variable,status,fit_N,fit_crc_cases,fit_control_n,beta,SE,OR,CI_low,CI_high,P,design_df,PSU_N,strata_N,message,complete_case_n,n_parameters,cases_per_parameter_approx,condition_number_if_available,sparse_cell_warning,extreme_weight_ratio,extreme_weight_warning,singleton_stratum_N,fit_status,warning_message,warning_type,analytic_n,crc_cases,controls,dropped_cycle,direction,ci_excludes_1
serum_or_blood|LBXPFDE,PFAS exposure axis,LBXPFDE,serum_or_blood,1,C036567,high,LOCO_drop_2011-2012,axis_log2,ok,4035,24,4011,-0.6606591353070652,0.31165777076805035,0.516510771779416,0.2757198106859267,0.9675887151542468,0.039569799368270195,45,90,45,Newton-IRLS converged,4035,12,2.0,386.9549699334849,,16.725381281853807,False,0,ok,,none,4035,24,4011,2011-2012,protective,True
serum_or_blood|LBXPFDE,PFAS exposure axis,LBXPFDE,serum_or_blood,1,C036567,high,LOCO_drop_2013-2014,axis_log2,ok,3879,25,3854,-0.4261755943104664,0.4178632721052091,0.6530016686752235,0.28172944935736677,1.5135484780355155,0.31300077970273954,47,91,44,Newton-IRLS converged,3879,12,2.0833333333333335,378.74792201794605,,17.17580144766717,False,0,ok,,none,3879,25,3854,2013-2014,protective,False
serum_or_blood|LBXPFDE,PFAS exposure axis,LBXPFDE,serum_or_blood,1,C036567,high,LOCO_drop_2015-2016,axis_log2,converged_with_warning,3986,22,3964,-0.1544817641325238,0.35580130392551895,0.8568591175689385,0.4188419398558824,1.7529465831756255,0.6661445693394736,47,91,44,Newton-IRLS stopped before tolerance,3986,12,1.8333333333333333,380.07527266723184,,16.64957820582117,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,3986,22,3964,2015-2016,protective,False
serum_or_blood|LBXPFDE,PFAS exposure axis,LBXPFDE,serum_or_blood,1,C036567,high,LOCO_drop_2017-2018,axis_log2,ok,4066,25,4041,-0.14130541902390528,0.2887463683808431,0.8682240990423737,0.4856883157248326,1.5520511030473616,0.6268520758510859,47,91,44,Newton-IRLS converged,4066,12,2.0833333333333335,382.5206117592598,,10.600938737245638,False,0,ok,,none,4066,25,4041,2017-2018,protective,False
serum_or_blood|LBXPFHS,PFAS exposure axis,LBXPFHS,serum_or_blood,1,C471071,high,LOCO_drop_2011-2012,axis_log2,converged_with_warning,4035,24,4011,-0.35621352543642765,0.17660277508098854,0.7003230674805379,0.4907061645425936,0.9994828561049764,0.04968165604626456,45,90,45,Newton-IRLS stopped before tolerance,4035,12,2.0,359.29647144662727,,16.725381281853807,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,4035,24,4011,2011-2012,protective,True
serum_or_blood|LBXPFHS,PFAS exposure axis,LBXPFHS,serum_or_blood,1,C471071,high,LOCO_drop_2013-2014,axis_log2,converged_with_warning,3879,25,3854,-0.518425881883248,0.16535923104866845,0.5954571304878976,0.426951119603326,0.8304678872333352,0.002959200846298709,47,91,44,Newton-IRLS stopped before tolerance,3879,12,2.0833333333333335,351.95045658006524,,17.17580144766717,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,3879,25,3854,2013-2014,protective,True
serum_or_blood|LBXPFHS,PFAS exposure axis,LBXPFHS,serum_or_blood,1,C471071,high,LOCO_drop_2015-2016,axis_log2,converged_with_warning,3986,22,3964,-0.6591954827163052,0.19817022607566356,0.5172673176337752,0.3471971325107333,0.7706442618265846,0.0017138499854248011,47,91,44,Newton-IRLS stopped before tolerance,3986,12,1.8333333333333333,351.7277961832068,,16.64957820582117,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,3986,22,3964,2015-2016,protective,True
serum_or_blood|LBXPFHS,PFAS exposure axis,LBXPFHS,serum_or_blood,1,C471071,high,LOCO_drop_2017-2018,axis_log2,converged_with_warning,4066,25,4041,-0.361485906514652,0.1390452716188727,0.6966404140977792,0.5266553587050679,0.9214904178466784,0.012427384596750676,47,91,44,Newton-IRLS stopped before tolerance,4066,12,2.0833333333333335,355.1581511822158,,10.600938737245638,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,4066,25,4041,2017-2018,protective,True
serum_or_blood|LBXPFNA,PFAS exposure axis,LBXPFNA,serum_or_blood,1,C101816,high,LOCO_drop_2011-2012,axis_log2,converged_with_warning,4035,24,4011,-0.24892456057168094,0.21595516171481993,0.7796387866706139,0.5046548323847284,1.2044601550903946,0.2551332441690918,45,90,45,Newton-IRLS stopped before tolerance,4035,12,2.0,371.39772593762905,,16.725381281853807,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,4035,24,4011,2011-2012,protective,False
serum_or_blood|LBXPFNA,PFAS exposure axis,LBXPFNA,serum_or_blood,1,C101816,high,LOCO_drop_2013-2014,axis_log2,converged_with_warning,3879,25,3854,-0.25673751242123855,0.20824363554428973,0.7735712399601329,0.508815567576655,1.1760891400071096,0.2237551262575819,47,91,44,Newton-IRLS stopped before tolerance,3879,12,2.0833333333333335,359.7975218882917,,17.17580144766717,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,3879,25,3854,2013-2014,protective,False
