tumor_region,n_bins,pufa_aa_pressure_mean,neuronal_mean,ferroptosis_stress_mean,ferroptosis_stress_nonoverlap_mean,ferroptosis_defense_mean
adjacent_non_tumor,65064,-0.06237741803249193,-0.021946385463350034,-0.09884114877089982,-0.12924056126116695,-0.10116108577428916
connective_tissue,107327,-0.09525071761912234,-0.019230459565264337,-0.14345061771818143,-0.19472338877386064,-0.10747884825588105
invasive_front_proxy,4437,-0.036248827749452844,-0.018805311232053267,-0.04935957956143646,-0.06495288507446603,-0.034871475751470773
muscularis_smooth_muscle,51234,-0.10951064592542195,-0.02132707897688139,-0.1669955559364445,-0.22443604498788539,-0.14049281300707472
outside,1,-0.1430622744877097,-0.024862025541809815,-0.19723205812684338,-0.256910438190085,-0.17630512782289431
tumor_core,310402,0.019128028443931487,-0.020128461580124518,0.06628284194868553,0.09981100750687681,0.026336431299116884
vascular,7385,-0.12760278768720612,-0.024065818797062512,-0.1815579446177846,-0.24189039959079114,-0.161041015605564
