cohort,modality,gene,n_right,n_left,right_mean,left_mean,right_minus_left,hedges_g,se_g,welch_p,welch_fdr,direction
GSE188711,single_cell_patient_pseudobulk,A1BG,3,3,0.9819519257090134,0.5276950818904715,0.4542568438185418,1.4414706679950755,0.962494871416434,0.09351067549649886,0.9195083113285081,right_high
GSE188711,single_cell_patient_pseudobulk,A1BG-AS1,3,3,0.12790420509834377,0.0,0.12790420509834377,1.278373802928151,0.9332452058105037,0.1894683973491589,0.9195083113285081,right_high
GSE188711,single_cell_patient_pseudobulk,A1CF,3,3,4.144234250256308,4.106681888614337,0.03755236164197129,0.04129306855300188,0.8166270913675849,0.9545542395809529,0.995985351076268,right_high
GSE188711,single_cell_patient_pseudobulk,A2M,3,3,1.3417961151437818,1.4314330811781393,-0.08963696603435745,-0.06756857695174483,0.8168459804275082,0.9231784490057668,0.995985351076268,left_high
GSE188711,single_cell_patient_pseudobulk,A2M-AS1,3,3,0.40145966085085494,0.19032279316858447,0.21113686768227047,0.5477166934208497,0.8391459132344924,0.46927927617740645,0.9311083468884338,right_high
GSE188711,single_cell_patient_pseudobulk,A2ML1,3,3,0.15200777194593246,0.0,0.15200777194593246,0.653197264742181,0.848528137423857,0.42264973081037416,0.9195083113285081,right_high
GSE188711,single_cell_patient_pseudobulk,A2ML1-AS1,3,3,0.0,0.0,0.0,,,,,tie
GSE188711,single_cell_patient_pseudobulk,A2ML1-AS2,3,3,0.0,0.0,0.0,,,,,tie
GSE188711,single_cell_patient_pseudobulk,A3GALT2,3,3,0.0,0.0,0.0,,,,,tie
GSE188711,single_cell_patient_pseudobulk,A4GALT,3,3,0.2673317987932711,0.30801286736484634,-0.04068106857157522,-0.06515394072425494,0.8168214591730888,0.925435310934905,0.995985351076268,left_high
GSE188711,single_cell_patient_pseudobulk,A4GNT,3,3,0.0,0.0,0.0,,,,,tie
GSE188711,single_cell_patient_pseudobulk,AAAS,3,3,3.903817752442387,4.051421924231238,-0.14760417178885055,-0.3447113190140417,0.8255421875038953,0.6256490585724354,0.9631923098960565,left_high
GSE188711,single_cell_patient_pseudobulk,AACS,3,3,3.907652930262842,4.047163182659241,-0.13951025239639891,-0.22867537929789222,0.8204896223010965,0.7501189335969952,0.9752002272440073,left_high
