database,signature_size,scoring_method,DRUG_NAME,drug_key,background,n_trajectory_values,n_positive_trajectory_values,median_rho,min_rho,max_rho,median_n,median_p
CTRPv2,100,weighted,AZD7762,AZD7762,HCT116,3,1,-0.22405372405372403,-0.25335775335775335,0.08302808302808302,27.0,0.261231491347477
CTRPv2,100,weighted,AZD8055,AZD8055,HCT116,3,2,0.05747126436781609,-0.1291735084838533,0.12479474548440067,28.0,0.5269126372789713
CTRPv2,100,weighted,Afatinib,AFATINIB,HCT116,3,2,0.08384615384615385,-0.06538461538461539,0.31846153846153846,25.0,0.6902832969004512
CTRPv2,100,weighted,Alisertib,ALISERTIB,HCT116,3,2,0.09230769230769231,-0.17076923076923078,0.17846153846153845,25.0,0.41441248904353034
CTRPv2,100,weighted,Alisertib:navitoclax (2:1 mol/mol),ALISERTIBNAVITOCLAX21MOLMOL,HCT116,3,1,-0.08307692307692309,-0.16384615384615386,0.15153846153846154,25.0,0.4696224202911932
CTRPv2,100,weighted,Apicidin,APICIDIN,HCT116,3,1,-0.0717022441160372,-0.18664477285166942,0.0021893814997263274,28.0,0.716917452824631
CTRPv2,100,weighted,Austocystin D,AUSTOCYSTIND,HCT116,3,2,0.04051383399209487,-0.09486166007905138,0.1590909090909091,23.0,0.6668004750731933
CTRPv2,100,weighted,Axitinib,AXITINIB,HCT116,3,1,-0.020869565217391303,-0.13130434782608694,0.046956521739130425,24.0,0.8275237958648594
CTRPv2,100,weighted,Azacitidine,AZACITIDINE,HCT116,3,2,0.026979992811699858,-0.151436088685025,0.11227158299062198,24.0,0.601454079891228
CTRPv2,100,weighted,B02,B02,HCT116,3,3,0.051383399209486175,0.02428006775832863,0.20383963862224735,22.0,0.8203531110821479
CTRPv2,100,weighted,BAM7,BAM7,HCT116,3,2,0.21101001678196982,-0.34929207936241663,0.21595749665962446,29.0,0.26052485381160023
CTRPv2,100,weighted,BI 2536,BI2536,HCT116,3,0,-0.17643467643467645,-0.3119658119658119,-0.010989010989010988,27.0,0.3786774811826628
CTRPv2,100,weighted,BIBR1532,BIBR1532,HCT116,3,1,-0.09230769230769231,-0.14846153846153848,0.08923076923076922,25.0,0.6607713531148642
CTRPv2,100,weighted,BIX-01294,BIX01294,HCT116,3,2,0.06023210918392437,-0.07335962015990788,0.11969201183984969,25.0,0.7274726149966941
CTRPv2,100,weighted,BMS-195614,BMS195614,HCT116,3,1,-0.1134858294428844,-0.13719928634139758,0.07622182574522089,28.0,0.5652948200262335
CTRPv2,100,weighted,BMS-270394,BMS270394,HCT116,3,2,0.26466231879317453,-0.09343066109627815,0.430684088324851,26.0,0.19135131029619393
CTRPv2,100,weighted,BMS-345541,BMS345541,HCT116,3,1,-0.08072944040790905,-0.13020877485146623,0.2421883212237272,21.0,0.5737356731341572
CTRPv2,100,weighted,BMS-536924,BMS536924,HCT116,3,1,-0.1623931623931624,-0.16444444444444445,0.16376068376068376,26.0,0.4240758720256845
CTRPv2,100,weighted,BMS-754807,BMS754807,HCT116,3,2,0.1295566502463054,-0.038916256157635463,0.21970443349753688,29.0,0.5029684083346959
CTRPv2,100,weighted,BRD-A02303741,BRDA02303741,HCT116,3,0,-0.0876701642082852,-0.1733387264940068,-0.06445158190654757,25.0,0.6768884372577731
CTRPv2,100,weighted,BRD-A02303741:carboplatin (1:1 mol/mol),BRDA02303741CARBOPLATIN11MOLMOL,HCT116,3,3,0.13468167608319556,0.11103527493881772,0.23337969825103355,26.0,0.5118443173992909
CTRPv2,100,weighted,BRD-A02303741:navitoclax (2:1 mol/mol),BRDA02303741NAVITOCLAX21MOLMOL,HCT116,3,3,0.24783595504587266,0.035122460695123675,0.32104897170613045,23.0,0.25420434327252384
CTRPv2,100,weighted,BRD-A71883111,BRDA71883111,HCT116,3,0,-0.10079612539983818,-0.22263759566337882,-0.03932156540323357,28.0,0.6098071655397082
CTRPv2,100,weighted,BRD-K02492147,BRDK02492147,HCT116,3,1,-0.024926227829520843,-0.18594965960822546,0.3738934174428126,23.0,0.39560492174173945
CTRPv2,100,weighted,BRD-K03536150,BRDK03536150,HCT116,3,2,0.10072533281680394,-0.26029834649125144,0.26768852036639745,28.0,0.18097183410324785
CTRPv2,100,weighted,BRD-K04800985,BRDK04800985,HCT116,3,1,-0.20881934288038,-0.23054216042833903,0.007357728524308692,26.0,0.30595367149491415
CTRPv2,100,weighted,BRD-K09587429,BRDK09587429,HCT116,3,2,0.1619290908204453,-0.34442755263700126,0.26258771484396537,24.0,0.2151111657350279
CTRPv2,100,weighted,BRD-K11533227,BRDK11533227,HCT116,3,1,-0.1382860871763572,-0.27389997943143213,0.07548950652622398,21.0,0.549982551265361
CTRPv2,100,weighted,BRD-K14844214,BRDK14844214,HCT116,3,1,-0.11576911626140937,-0.2380652746859249,0.006527042163106167,26.0,0.5733149168843297
CTRPv2,100,weighted,BRD-K16147474,BRDK16147474,HCT116,3,1,-0.1264839657317665,-0.25257994383858895,0.17692235697449551,25.0,0.3975379316583733
CTRPv2,100,weighted,BRD-K17060750,BRDK17060750,HCT116,3,1,-0.0422537191898747,-0.25933985618712946,0.35242051295323024,27.0,0.19145475383239066
CTRPv2,100,weighted,BRD-K19103580,BRDK19103580,HCT116,3,2,0.2316404114565941,-0.44907354434385044,0.36074133410840253,27.0,0.06451946964060394
CTRPv2,100,weighted,BRD-K24690302,BRDK24690302,HCT116,3,3,0.1571428571428571,0.12364532019704431,0.1886699507389162,29.0,0.4155918747040208
CTRPv2,100,weighted,BRD-K26531177,BRDK26531177,HCT116,3,2,0.12347826086956522,-0.03652173913043478,0.5495652173913043,24.0,0.5654049951421966
CTRPv2,100,weighted,BRD-K27188169,BRDK27188169,HCT116,3,1,-0.32881875373145575,-0.42362690698125766,0.04213695699991195,20.0,0.15690442137458516
CTRPv2,100,weighted,BRD-K28456706,BRDK28456706,HCT116,3,1,-0.0699557253038776,-0.2981519122121595,0.21139459349468687,27.0,0.2898355044083468
CTRPv2,100,weighted,BRD-K29313308,BRDK29313308,HCT116,3,1,-0.09222384761618109,-0.3755375512348649,0.21152727375678101,29.0,0.27066794709015846
CTRPv2,100,weighted,BRD-K33199242,BRDK33199242,HCT116,3,0,-0.14078991160655438,-0.27351083618427463,-0.032832429979394104,28.0,0.4748587586038936
CTRPv2,100,weighted,BRD-K34222889,BRDK34222889,HCT116,3,2,0.03907203907203907,-0.2667887667887668,0.19536019536019533,27.0,0.32879711578044857
CTRPv2,100,weighted,BRD-K35604418,BRDK35604418,HCT116,3,2,0.07421115001404803,-0.3382433820888222,0.2738452767047309,27.0,0.16691040265294274
CTRPv2,100,weighted,BRD-K37390332,BRDK37390332,HCT116,3,2,0.04784743764693454,-0.10016063614091632,0.08548742192918972,27.0,0.6715920293514109
CTRPv2,100,weighted,BRD-K41597374,BRDK41597374,HCT116,3,1,-0.04906804882462904,-0.24369550505639787,0.023848716467836463,28.0,0.8041691189888381
CTRPv2,100,weighted,BRD-K45681478,BRDK45681478,HCT116,3,2,0.07557503871530798,-0.04435926185463729,0.30832425215013326,28.0,0.702297925447672
CTRPv2,100,weighted,BRD-K50799972,BRDK50799972,HCT116,3,0,-0.10798970746219723,-0.16225864674523033,-0.06715096022395513,28.0,0.584393141832024
CTRPv2,100,weighted,BRD-K51490254,BRDK51490254,HCT116,3,2,0.09327309522495171,-0.3035615280957519,0.11362358872857753,22.0,0.6146348321772466
CTRPv2,100,weighted,BRD-K52037352,BRDK52037352,HCT116,3,0,-0.13802285356472227,-0.44682714935668005,-0.0685746456001943,24.0,0.5201174994152167
CTRPv2,100,weighted,BRD-K55116708,BRDK55116708,HCT116,3,0,-0.26734765809522165,-0.47238971790554,-0.17672133331718043,22.0,0.22904546980657198
CTRPv2,100,weighted,BRD-K61166597,BRDK61166597,HCT116,3,1,-0.07232160164557372,-0.12656280287975402,0.05000961815917331,25.0,0.7311882278628519
CTRPv2,100,weighted,BRD-K63431240,BRDK63431240,HCT116,3,1,-0.029875325160861672,-0.35055542092423925,0.32150235241918107,28.0,0.09525718248635537
CTRPv2,100,weighted,BRD-K64610608,BRDK64610608,HCT116,3,2,0.24487059644032966,-0.23152456867225485,0.2866494659751726,22.0,0.27206040071335574
CTRPv2,100,weighted,BRD-K66453893,BRDK66453893,HCT116,3,1,-0.2231846510617059,-0.35485701157008703,0.020409215878799066,27.0,0.2631343954198022
CTRPv2,100,weighted,BRD-K66532283,BRDK66532283,HCT116,3,0,-0.07046616250180636,-0.13970682652532046,-0.003063746195730711,27.0,0.7268928802823423
CTRPv2,100,weighted,BRD-K71781559,BRDK71781559,HCT116,3,2,0.3686197351181038,-0.06373638913806787,0.4067301533656083,21.0,0.10011627280510248
CTRPv2,100,weighted,BRD-K71935468,BRDK71935468,HCT116,3,1,-0.09584893096538885,-0.17701462144246283,0.1672257944502529,25.0,0.42430654583547217
CTRPv2,100,weighted,BRD-K80183349,BRDK80183349,HCT116,3,2,0.21928487288041937,-0.01725337832307868,0.24544322066057092,28.0,0.2622209477569998
CTRPv2,100,weighted,BRD-K85133207,BRDK85133207,HCT116,3,1,-0.07076923076923076,-0.20615384615384613,0.29367521367521365,26.0,0.31230813998237666
CTRPv2,100,weighted,BRD-K94991378,BRDK94991378,HCT116,3,2,0.04970912384483176,-0.09064604936410496,0.17368952684605918,22.0,0.6882895166034192
CTRPv2,100,weighted,BRD-K97651142,BRDK97651142,HCT116,3,0,-0.1911111111111111,-0.4570940170940171,-0.027008547008547008,26.0,0.3496786228612843
CTRPv2,100,weighted,BRD1835,BRD1835,HCT116,3,2,0.0716890456795593,-0.08945546134797183,0.15117037893298374,27.0,0.6572444556320066
CTRPv2,100,weighted,BRD2698,BRD2698,HCT116,3,0,-0.06801641186607868,-0.10047094341639033,-0.03659766323758548,26.0,0.7412920908693669
CTRPv2,100,weighted,BRD6340,BRD6340,HCT116,3,1,-0.03229337712096333,-0.1691297208538588,0.21729611384783798,28.0,0.3895849512629311
CTRPv2,100,weighted,BRD8899,BRD8899,HCT116,3,2,0.22772077662410214,-0.08176965556285512,0.31936450380209447,27.0,0.25330071352431033
CTRPv2,100,weighted,BRD8958,BRD8958,HCT116,3,0,-0.06766460941269592,-0.12826856393015398,-0.06178073033333106,22.0,0.7647933660311383
CTRPv2,100,weighted,BRD9647,BRD9647,HCT116,3,3,0.21726919477693388,0.18008943952098802,0.33066744830756895,30.0,0.24878395035750778
CTRPv2,100,weighted,BRD9876,BRD9876,HCT116,3,2,0.11447169604305864,-0.16780509988130188,0.24845561300254776,21.0,0.46718136484327644
CTRPv2,100,weighted,Barasertib,BARASERTIB,HCT116,3,2,0.0006108736631541226,-0.05803299799964165,0.08002444987319006,27.0,0.7737128833288273
CTRPv2,100,weighted,Bendamustine,BENDAMUSTINE,HCT116,3,1,-0.01974538907898221,-0.08556335267558957,0.004503334351346819,26.0,0.9237274589389387
CTRPv2,100,weighted,Betulinic Acid,BETULINICACID,HCT116,3,3,0.22617354298130327,0.0007908165838507108,0.23091844248440754,25.0,0.2769767143713084
CTRPv2,100,weighted,Bexarotene,BEXAROTENE,HCT116,3,3,0.1049157466176397,0.09592296833612773,0.15047915657730038,22.0,0.6421751805920597
CTRPv2,100,weighted,Birinapant,BIRINAPANT,HCT116,3,1,-0.07013500494702285,-0.4477850315848382,0.15028929631504898,25.0,0.4733347573123722
CTRPv2,100,weighted,Bleomycin A2,BLEOMYCINA2,HCT116,3,1,-0.13793103448275862,-0.3113300492610837,0.13300492610837436,29.0,0.4755178186198648
CTRPv2,100,weighted,Bortezomib,BORTEZOMIB,HCT116,3,3,0.18806289335273313,0.00030529690479339796,0.324530609795382,27.0,0.34753443834947273
CTRPv2,100,weighted,Bosutinib,BOSUTINIB,HCT116,3,1,-0.05615384615384616,-0.09461538461538462,0.14923076923076922,25.0,0.6528051126847747
CTRPv2,100,weighted,Brefeldin A,BREFELDINA,HCT116,3,3,0.12692307692307694,0.11230769230769232,0.2530769230769231,25.0,0.5454589623630388
CTRPv2,100,weighted,Brivanib,BRIVANIB,HCT116,3,1,-0.01383399209486166,-0.22529644268774704,0.2608695652173913,23.0,0.3013260034345568
CTRPv2,100,weighted,C6-ceramide,C6CERAMIDE,HCT116,3,2,0.18547852876810472,-0.05988131309566295,0.18916353265091476,27.0,0.35432005659413973
CTRPv2,100,weighted,CAY10594,CAY10594,HCT116,3,2,0.02948162395808917,-0.17822981756481177,0.2340662265763443,24.0,0.4047124550312151
CTRPv2,100,weighted,CAY10603,CAY10603,HCT116,3,1,-0.06230769230769231,-0.11307692307692309,0.1423076923076923,25.0,0.590459522866675
CTRPv2,100,weighted,CAY10618,CAY10618,HCT116,3,0,-0.2718387801035846,-0.4227245749026529,-0.21991451873548415,27.0,0.17016611204606172
CTRPv2,100,weighted,CD-1530,CD1530,HCT116,3,1,-0.012614181271599058,-0.18486300139412415,0.17529362249842828,24.0,0.41262183384011614
CTRPv2,100,weighted,CD-437,CD437,HCT116,3,0,-0.18974358974358974,-0.27658119658119656,-0.08034188034188033,26.0,0.35320235576237746
CTRPv2,100,weighted,CHIR-99021,CHIR99021,HCT116,3,2,0.035776111452331685,-0.22965955416174208,0.1996537832662381,25.0,0.33864697245374054
CTRPv2,100,weighted,CHM-1,CHM1,HCT116,3,1,-0.009565217391304347,-0.017391304347826087,0.1434782608695652,24.0,0.9357145967179171
CTRPv2,100,weighted,CI-976,CI976,HCT116,3,0,-0.27594326525441876,-0.31154884786789205,-0.097230629444485,21.0,0.22597919289441662
CTRPv2,100,weighted,CID-5951923,CID5951923,HCT116,3,2,0.06748466059630821,-0.05841955693411756,0.26792417490474607,23.0,0.7596462285771401
CTRPv2,100,weighted,CR-1-31B,CR131B,HCT116,3,0,-0.2631257631257631,-0.48107448107448103,-0.0873015873015873,27.0,0.18482153170892046
CTRPv2,100,weighted,Cabozantinib,CABOZANTINIB,HCT116,3,1,-0.006523157362294634,-0.23570341935757944,0.04957599595343922,24.0,0.8180548766715712
CTRPv2,100,weighted,Carboplatin,CARBOPLATIN,HCT116,3,2,0.13178431721757672,-0.1259747997532288,0.19293713263176548,27.0,0.5123157633232885
CTRPv2,100,weighted,Carboplatin:etoposide (40:17 mol/mol),CARBOPLATINETOPOSIDE4017MOLMOL,HCT116,3,1,-0.19119061711622415,-0.3435276078164751,0.058472784309187266,25.0,0.3599307685578683
CTRPv2,100,weighted,Ceranib-2,CERANIB2,HCT116,3,1,-0.1575091575091575,-0.1855921855921856,0.10989010989010989,27.0,0.43267025300922035
CTRPv2,100,weighted,Cerulenin,CERULENIN,HCT116,3,2,0.05191632854987858,-0.06901817795454446,0.1914796352986698,27.0,0.7323001694848436
CTRPv2,100,weighted,Ch-55,CH55,HCT116,3,2,0.049813262116099724,-0.13784802095021306,0.16980369853412608,27.0,0.4929209017758542
CTRPv2,100,weighted,Chlorambucil,CHLORAMBUCIL,HCT116,3,0,-0.09461538461538462,-0.3515384615384615,-0.05307692307692308,25.0,0.6528051126847747
CTRPv2,100,weighted,Ciclopirox,CICLOPIROX,HCT116,3,2,0.04230515151951553,-0.2981997265643899,0.2386973589800307,26.0,0.24026149750355089
CTRPv2,100,weighted,Clofarabine,CLOFARABINE,HCT116,3,1,-0.12972085385878487,-0.3322386425834702,0.021346469622331693,28.0,0.5105949094164965
CTRPv2,100,weighted,Compound 1B,COMPOUND1B,HCT116,3,2,0.12263262555309208,-0.10754533092668643,0.12572745522004708,25.0,0.5592318804871783
CTRPv2,100,weighted,Compound 23 citrate,COMPOUND23CITRATE,HCT116,3,1,-0.036923076923076927,-0.41846153846153844,0.06,25.0,0.7757225089906122
CTRPv2,100,weighted,Compound 7d-cis,COMPOUND7DCIS,HCT116,3,2,0.32549619837987087,-0.10900763866943144,0.3596946732565553,27.0,0.09756673554316003
CTRPv2,100,weighted,Crizotinib,CRIZOTINIB,HCT116,3,0,-0.02955665024630542,-0.10454296661193212,-0.0240831964969896,28.0,0.8813162664859093
CTRPv2,100,weighted,Crizotinib:PLX-4032 (2:1 mol/mol),CRIZOTINIBPLX403221MOLMOL,HCT116,3,2,0.12828576855505114,-0.02395698087473847,0.24961628459808147,25.0,0.5411176669494447
CTRPv2,100,weighted,Cucurbitacin I,CUCURBITACINI,HCT116,3,3,0.2928297755883963,0.06513409961685823,0.3475643130815544,28.0,0.13047367271656785
CTRPv2,100,weighted,Curcumin,CURCUMIN,HCT116,3,2,0.24923076923076923,-0.1453846153846154,0.4715384615384615,25.0,0.22958524321981813
CTRPv2,100,weighted,Cytarabine,CYTARABINE,HCT116,3,1,-0.24958949096880134,-0.38368910782703886,0.18500273672687464,28.0,0.20023743187240756
CTRPv2,100,weighted,Cytochalasin B,CYTOCHALASINB,HCT116,3,2,0.0767047437795472,-0.22125303350129316,0.24395985295949846,28.0,0.257854610532552
CTRPv2,100,weighted,DBeQ,DBEQ,HCT116,3,1,-0.010492220607238053,-0.33120443050181464,0.22033663275199913,26.0,0.2794268824707743
CTRPv2,100,weighted,Dacarbazine,DACARBAZINE,HCT116,3,1,-0.057395818101158805,-0.13646771644264888,0.15112196787273197,27.0,0.49730309873974843
CTRPv2,100,weighted,Dasatinib,DASATINIB,HCT116,3,0,-0.12370005473453749,-0.3234811165845649,-0.06568144499178982,28.0,0.5305724838850179
CTRPv2,100,weighted,Decitabine,DECITABINE,HCT116,3,3,0.08963262331605677,0.04231583075006973,0.27120600617090146,25.0,0.6700508231977957
CTRPv2,100,weighted,Decitabine:carboplatin (1:1 mol/mol),DECITABINECARBOPLATIN11MOLMOL,HCT116,3,1,-0.11968806192580701,-0.24735532798000118,0.10510537851875466,28.0,0.5440885445760103
CTRPv2,100,weighted,Decitabine:navitoclax (2:1 mol/mol),DECITABINENAVITOCLAX21MOLMOL,HCT116,3,2,0.02485173778851772,-0.30386897568687576,0.035018357792911334,22.0,0.8770500189597181
CTRPv2,100,weighted,Dexamethasone,DEXAMETHASONE,HCT116,3,2,0.07898742711123616,-0.2071852750814567,0.1034359164551902,27.0,0.6076595358363006
CTRPv2,100,weighted,Docetaxel:tanespimycin (2:1 mol/mol),DOCETAXELTANESPIMYCIN21MOLMOL,HCT116,3,0,-0.18719211822660098,-0.2375478927203065,-0.06677613574165298,28.0,0.3401671676120204
CTRPv2,100,weighted,Doramapimod,DORAMAPIMOD,HCT116,3,2,0.13397408223220336,-0.4392314847865908,0.20972314138458836,22.0,0.3488900098093198
CTRPv2,100,weighted,Doxorubicin,DOXORUBICIN,HCT116,3,0,-0.1764182424916574,-0.2449388209121246,-0.00778642936596218,30.0,0.35104370148324815
CTRPv2,100,weighted,Doxorubicin:navitoclax (2:1 mol/mol),DOXORUBICINNAVITOCLAX21MOLMOL,HCT116,3,1,-0.09683794466403163,-0.09980237154150197,0.01482213438735178,23.0,0.6602593843743984
CTRPv2,100,weighted,Elocalcitol,ELOCALCITOL,HCT116,3,1,-0.041715324377016326,-0.328701305970749,0.2529957172865342,25.0,0.22239357627493225
CTRPv2,100,weighted,Entinostat,ENTINOSTAT,HCT116,3,2,0.2222222222222222,-0.04212454212454213,0.2704517704517705,27.0,0.26525215945804975
CTRPv2,100,weighted,Erastin,ERASTIN,HCT116,3,1,-0.06853687695885809,-0.1910366972703803,0.30053814436556736,25.0,0.36032495974730433
CTRPv2,100,weighted,Erismodegib,ERISMODEGIB,HCT116,3,1,-0.26291684644669755,-0.38887235893046435,0.052583369289339515,27.0,0.18518335449452153
CTRPv2,100,weighted,Erlotinib,ERLOTINIB,HCT116,3,1,-0.0361247947454844,-0.03776683087027915,0.0717022441160372,28.0,0.8486824860631974
CTRPv2,100,weighted,Erlotinib:PLX-4032 (2:1 mol/mol),ERLOTINIBPLX403221MOLMOL,HCT116,3,0,-0.040523846060452846,-0.11811218546888085,-0.020261923030226423,23.0,0.8543410109895551
CTRPv2,100,weighted,Etomoxir,ETOMOXIR,HCT116,3,2,0.10368503087784502,-0.12722433518524767,0.2381953412058602,28.0,0.5188334391588126
CTRPv2,100,weighted,Etoposide,ETOPOSIDE,HCT116,3,2,0.03156274992214494,-0.2825251029616389,0.2517321762083267,25.0,0.22479016079835223
CTRPv2,100,weighted,FQI-2,FQI2,HCT116,3,1,-0.3565811965811965,-0.43384615384615377,0.1158974358974359,26.0,0.07376004351322926
CTRPv2,100,weighted,Fedratinib,FEDRATINIB,HCT116,3,1,-0.04542966611932129,-0.18445539135194308,0.16420361247947454,28.0,0.4037408782351271
CTRPv2,100,weighted,Fingolimod hydrochloride,FINGOLIMODHYDROCHLORIDE,HCT116,3,3,0.19316239316239317,0.018803418803418803,0.33401709401709395,26.0,0.34443234520413385
CTRPv2,100,weighted,Foretinib,FORETINIB,HCT116,3,0,-0.07312252964426878,-0.1274703557312253,-0.042490118577075096,23.0,0.7402130561603608
CTRPv2,100,weighted,Fumonisin B1,FUMONISINB1,HCT116,3,3,0.17108753992210277,0.12417644026604231,0.25000856640229857,28.0,0.38403878368328603
CTRPv2,100,weighted,GANT-61,GANT61,HCT116,3,1,-0.06603645714726383,-0.14249972331777985,0.1015648434487157,25.0,0.6290403981359638
CTRPv2,100,weighted,GDC-0879,GDC0879,HCT116,3,0,-0.25668851914263957,-0.37811602221011575,-0.15216864308455877,20.0,0.27462887960770865
CTRPv2,100,weighted,GMX-1778,GMX1778,HCT116,3,1,-0.0025304452004527014,-0.03953820625707346,0.30017406190370166,27.0,0.8447656837369286
CTRPv2,100,weighted,GSK-3 inhibitor IX,GSK3INHIBITORIX,HCT116,3,2,0.007692307692307692,-0.1376923076923077,0.06923076923076923,25.0,0.7422865391098581
CTRPv2,100,weighted,GSK319347A,GSK319347A,HCT116,3,1,-0.0226071258279504,-0.13322056291470774,0.14129453642469003,25.0,0.5255324665014977
CTRPv2,100,weighted,GSK4112,GSK4112,HCT116,3,2,0.05225267107723402,-0.5824635981844616,0.10911587195540046,27.0,0.5879728558659353
CTRPv2,100,weighted,GSK461364,GSK461364,HCT116,3,1,-0.004511278195488721,-0.3639097744360902,0.02706766917293233,20.0,0.9098116651774512
CTRPv2,100,weighted,GW-405833,GW405833,HCT116,3,2,0.037838119871952486,-0.3413152853755714,0.20000149075174883,25.0,0.337788998325999
CTRPv2,100,weighted,Gefitinib,GEFITINIB,HCT116,3,1,-0.08285179155829621,-0.2377653739138082,0.4597311038560344,25.0,0.25242878937280017
CTRPv2,100,weighted,HC-067047,HC067047,HCT116,3,2,0.06384615384615384,-0.21307692307692308,0.07076923076923076,25.0,0.7367559509342093
CTRPv2,100,weighted,HLI 373,HLI373,HCT116,3,2,0.21839080459770116,-0.20689655172413793,0.3497536945812808,28.0,0.2642202023514527
CTRPv2,100,weighted,HMN-214,HMN214,HCT116,3,1,-0.26327312534209085,-0.3672687465790914,0.10290093048713739,28.0,0.17585824714702622
CTRPv2,100,weighted,Hyperforin,HYPERFORIN,HCT116,3,1,-0.1753816266581003,-0.45924003721213674,0.47417995355708603,21.0,0.036237059072277734
CTRPv2,100,weighted,I-BET-762,IBET762,HCT116,3,1,-0.09370979919804007,-0.09835656610042223,0.2342744979951002,25.0,0.6399688669920823
CTRPv2,100,weighted,I-BET151,IBET151,HCT116,3,1,-0.00875752599890531,-0.06787082649151616,0.0810071154898741,28.0,0.7314774945128185
CTRPv2,100,weighted,IC-87114,IC87114,HCT116,3,1,-0.052073413051933776,-0.21486602472885297,0.07280166484930548,23.0,0.741315055419957
CTRPv2,100,weighted,IPR-456,IPR456,HCT116,3,2,0.15103850637359703,-0.2836576827016335,0.3161984991154573,27.0,0.15162085373504094
CTRPv2,100,weighted,ISOX:bortezomib (250:1 mol/mol),ISOXBORTEZOMIB2501MOLMOL,HCT116,3,1,-0.08692307692307692,-0.2907692307692308,0.05384615384615384,25.0,0.6794980246772078
CTRPv2,100,weighted,IU1,IU1,HCT116,3,2,0.11426146405009317,-0.14118712627337796,0.28893306770370997,26.0,0.49147282302212375
CTRPv2,100,weighted,Idelalisib,IDELALISIB,HCT116,3,1,-0.02353585112205802,-0.06841817186644773,0.39354132457580737,28.0,0.7293917737327413
CTRPv2,100,weighted,Imatinib,IMATINIB,HCT116,3,1,-0.24159741404334448,-0.3298733922514896,0.12809972777572937,21.0,0.2913905154791284
CTRPv2,100,weighted,Importazole,IMPORTAZOLE,HCT116,3,2,0.0046189390129968205,-0.2032333165718601,0.2886836883123013,25.0,0.3298768693449654
CTRPv2,100,weighted,Indisulam,INDISULAM,HCT116,3,2,0.017104462568315434,-0.0861331865047313,0.12217473263082453,27.0,0.6692492543905733
CTRPv2,100,weighted,Isoevodiamine,ISOEVODIAMINE,HCT116,3,1,-0.12759462759462756,-0.2631257631257631,0.020757020757020756,27.0,0.5259311045393342
CTRPv2,100,weighted,Itraconazole,ITRACONAZOLE,HCT116,3,2,0.06837606837606838,-0.0641025641025641,0.25824175824175827,27.0,0.7347020505337639
CTRPv2,100,weighted,Ixazomib,IXAZOMIB,HCT116,3,3,0.1023535851122058,0.019157088122605366,0.10454296661193212,28.0,0.6042657744249463
CTRPv2,100,weighted,JQ-1:MK-0752 (1:1 mol/mol),JQ1MK075211MOLMOL,HCT116,3,1,-0.09829059829059829,-0.15262515262515264,0.3003663003663003,27.0,0.44725093613221506
CTRPv2,100,weighted,JQ-1:UNC0638 (2:1 mol/mol),JQ1UNC063821MOLMOL,HCT116,3,0,-0.158102766798419,-0.26778656126482214,-0.11462450592885376,23.0,0.47121646253366717
