cohort,modality,gene,n_right,n_left,right_mean,left_mean,right_minus_left,hedges_g,se_g,welch_p,welch_fdr,direction
GSE39582,bulk,MIR4640,232,351,9.58827526743319,9.637585087964387,-0.0493098205311977,-0.10191283828658684,0.08466573043132608,0.22838713246030493,0.4107682238494693,left_high
GSE39582,bulk,RFC2,232,351,7.602263598903017,7.514817120054131,0.08744647884888579,0.15536954546737003,0.08473560020059816,0.06630365953393945,0.17120416179785747,right_high
GSE39582,bulk,HSPA6,232,351,5.946871409905173,5.589623091115385,0.3572483187897877,0.40807153079302494,0.08545556954925854,5.177317089926404e-06,8.107030000424715e-05,right_high
GSE39582,bulk,PAX8,232,351,5.108214043599139,5.116700231286325,-0.00848618768718623,-0.03421166740840264,0.08461888050764893,0.6874714674235907,0.8154725358018704,left_high
GSE39582,bulk,GUCA1A,232,351,4.15484437474569,4.11322240874074,0.04162196600494994,0.16466539870811925,0.0847507060766397,0.05515592995492131,0.14943217196307154,right_high
GSE39582,bulk,MIR5193,232,351,7.428459962303879,7.227857117680911,0.20060284462296796,0.4022362554468956,0.08543175757629733,3.846360024464877e-06,6.337752313038718e-05,right_high
GSE39582,bulk,THRA,232,351,4.685424366754311,4.718097793883191,-0.03267342712888066,-0.12970140893847487,0.08469843465359082,0.1254395459231996,0.27188966795375685,left_high
GSE39582,bulk,PTPN21,232,351,4.636016214077586,4.593981947811965,0.042034266265620346,0.1878213336996796,0.08479213651305494,0.028223176205188487,0.09044556983392509,right_high
GSE39582,bulk,CCL5,232,351,7.084599731935345,6.606869258703704,0.47773047323164075,0.404215745525755,0.08543979757452669,4.746400992803066e-06,7.540848911137085e-05,right_high
GSE39582,bulk,CYP2E1,232,351,3.6701166961250005,3.6334153168660968,0.03670137925890371,0.09005476086149627,0.08465416057124799,0.26125220538208077,0.4515100655160366,right_high
GSE39582,bulk,EPHB3,232,351,8.378129543982759,8.330205588717948,0.0479239552648103,0.04985104196498198,0.0846255655199478,0.5619800564956616,0.7238151376076651,right_high
GSE39582,bulk,ESRRA,232,351,7.4797267812737065,7.596112941609686,-0.11638616033597948,-0.3307343872851787,0.08516738219908435,0.000130282556815846,0.0011991729203320567,left_high
GSE39582,bulk,CYP2A6,232,351,5.11449801905819,5.139382853232194,-0.024884834174003778,-0.07825748638145671,0.08464406713921847,0.31542776739478356,0.5069874328138149,left_high
GSE39582,bulk,SCARB1,232,351,3.970776081146552,3.986702044675214,-0.015925963528661935,-0.06789620302655526,0.08463636856258185,0.4227988879791162,0.6108998746791854,left_high
GSE39582,bulk,TTLL12,232,351,8.282620242096982,8.25689005887322,0.025730183223762637,0.053539345988148856,0.08462750445916296,0.5344957229573059,0.7020097810580557,right_high
GSE39582,bulk,LOC101930489,232,351,6.329601788140087,6.221689856709402,0.10791193143068512,0.26471054947303435,0.08496852548379624,0.002633980533722258,0.01392878108642332,right_high
GSE39582,bulk,WFDC2,232,351,4.1697436810474136,4.174268238310541,-0.004524557263127171,-0.01406009831934716,0.08461393385576865,0.8681090565331813,0.9282877079447736,left_high
GSE39582,bulk,MAPK1,232,351,6.587465102038793,6.496309103068376,0.09115599897041715,0.20894918256776912,0.08483466638445213,0.012901551163454518,0.04967532784699452,right_high
GSE39582,bulk,ADAM32,232,351,3.50957293287931,3.577949219960115,-0.06837628708080468,-0.1450378376299795,0.08471983784648057,0.08928827679468858,0.21318398232386931,left_high
GSE39582,bulk,SPATA17,232,351,3.5025154385280173,3.5181281063803422,-0.015612667852324957,-0.03910571229031666,0.08462070510399891,0.6439441308888512,0.7854757477210812,left_high
GSE39582,bulk,PRR22,232,351,5.087026210299569,5.0543306716994305,0.032695538600138185,0.1347610700934046,0.08470523226857957,0.11818051926306906,0.26088117108221337,right_high
GSE39582,bulk,PXK,232,351,5.735451426782327,5.7674067360470085,-0.031955309264681375,-0.07929294756666683,0.08464489645256215,0.3443634091159346,0.5361774449950371,left_high
GSE39582,bulk,VPS18,232,351,5.569029275545259,5.453252977430199,0.11577629811506007,0.4136284014222704,0.08547855794313299,9.81716824550058e-07,2.0143717862229963e-05,right_high
GSE39582,bulk,MSANTD3,232,351,7.158266764706897,6.941766618229345,0.21650014647755178,0.44265331856379553,0.08560357718807181,5.539686333734804e-07,1.2357761821408409e-05,right_high
GSE39582,bulk,SLC46A1,232,351,5.160926648952587,5.2589612998005695,-0.0980346508479828,-0.2688622891821423,0.08497974310987044,0.0009454971236769617,0.006098624685638765,left_high
GSE39582,bulk,TIMD4,232,351,3.1975387491077583,3.1866451483333336,0.010893600774424694,0.03809717216806402,0.08462030917714453,0.6475805075033166,0.7885541041008317,right_high
GSE39582,bulk,SLC39A5,232,351,6.439604985390086,6.8585311694031335,-0.4189261840130474,-0.5840704766337436,0.086330332251596,1.3517903862150282e-10,1.0000490102100974e-08,left_high
GSE39582,bulk,ZDHHC11B,232,351,5.213252706890086,5.109743529363248,0.10350917752683753,0.1019888948479822,0.08466580924718603,0.22914216855016578,0.41163327669351507,right_high
GSE39582,bulk,ATP6V1E2,232,351,4.968273566801725,4.913060892951567,0.055212673850157934,0.1249897184427753,0.08469233795544179,0.14087674445276316,0.2947070493264979,right_high
GSE39582,bulk,AFG3L1P,232,351,5.386362469594827,5.386984489207977,-0.0006220196131501154,-0.001954709971489241,0.08461294797364854,0.9817521285746359,0.990817539626854,left_high
GSE39582,bulk,CILP2,232,351,3.966896152155172,3.9471270949245016,0.019769057230670573,0.05116339905627531,0.08462623957605821,0.5602840435994451,0.7225292273383096,right_high
GSE39582,bulk,PIGX,232,351,5.943314067633621,6.090142302646723,-0.1468282350131016,-0.2826101005233785,0.08501812335450273,0.0009412553875673536,0.006076671023921028,left_high
GSE39582,bulk,TMEM196,232,351,3.1838830288922413,3.180701687339031,0.0031813415532102596,0.025622770193960653,0.08461626719165763,0.7619445837401904,0.8658008827307424,right_high
GSE39582,bulk,SLC39A13,232,351,6.726968436493535,6.687986347160969,0.03898208933256608,0.10793661030105302,0.08467215458763705,0.21284866660242416,0.3920985725868193,right_high
GSE39582,bulk,BEST4,232,351,3.539492976422414,3.548840680447293,-0.009347704024878833,-0.013455337349007251,0.08461384923394982,0.8749296894063834,0.9325551673325904,left_high
GSE39582,bulk,AK9,232,351,3.986565714435345,4.142867694390314,-0.1563019799549692,-0.3843250416477184,0.08536076995933153,4.449073549648917e-06,7.152058366952251e-05,left_high
GSE39582,bulk,CORO6,232,351,4.016417512112069,4.0088818086923075,0.007535703419761397,0.028100723576842426,0.08461694415578573,0.7300102609661748,0.844874324270436,right_high
GSE39582,bulk,TMEM106A,232,351,4.052053906976293,3.9708781754458697,0.08117573153042335,0.3791920050007091,0.08534101168911282,1.6325650870100255e-05,0.0002106067060644606,right_high
GSE39582,bulk,ALG10,232,351,3.8655351699568965,3.8271357777891737,0.03839939216772281,0.08961299274403967,0.08465375712924542,0.29850395969690885,0.4906636278270683,right_high
GSE39582,bulk,TTC39C,232,351,4.919100068213361,4.7442523335042734,0.174847734709088,0.44279107676629875,0.08560419031327464,4.3883190749893417e-07,1.0179911838397965e-05,right_high
GSE39582,bulk,NEXN,232,351,5.503035846793104,5.329661631662393,0.1733742151307105,0.14249896350933539,0.08471612999039091,0.10136527616641094,0.2341185894254474,right_high
GSE39582,bulk,C15ORF40,232,351,4.681647580340517,4.691778999960114,-0.010131419619597182,-0.028332629466418353,0.08461701070669624,0.7329942036766964,0.8465709393568472,left_high
GSE39582,bulk,RAX2,232,351,6.1950856716077585,6.222238671096866,-0.027152999489107543,-0.13138924648627567,0.08470067339908692,0.11920140332507605,0.26251827889027984,left_high
GSE39582,bulk,MFAP3,232,351,5.712888565844827,5.599969365404559,0.1129192004402686,0.18237617139423193,0.08478190643813555,0.03372090800117154,0.10334363097442315,right_high
GSE39582,bulk,EYA3,232,351,4.28215196762931,4.191361045180911,0.0907909224483987,0.40906978939451616,0.08545967681969759,2.6703304686421057e-06,4.683845781690791e-05,right_high
GSE39582,bulk,GIMAP1,232,351,4.36086485975,4.275044181347578,0.08582067840242225,0.19100163443240364,0.08479825011464746,0.028751821171140852,0.09178806846797498,right_high
GSE39582,bulk,KLK8,232,351,4.519916420342673,4.36801703628775,0.1518993840549232,0.24355674707822741,0.08491405946629986,0.006798343853187765,0.029828504345651236,right_high
GSE39582,bulk,CCDC65,232,351,2.8229533039137933,2.82596684882906,-0.0030135449152668414,-0.023579564478374143,0.08461575597013322,0.7800494219836837,0.8768903725524665,left_high
GSE39582,bulk,FAM122C,232,351,3.9951276545538796,4.0308857079871805,-0.03575805343330085,-0.1406748376226039,0.08471350630129416,0.09806167662117636,0.22877067915235097,left_high
GSE39582,bulk,CFAP53,232,351,3.2680295752155173,3.2638020295455834,0.004227545669933885,0.0219646414860117,0.08461538194692603,0.7988162530072498,0.888027268229373,right_high
GSE39582,bulk,ARMCX4,232,351,3.7764045619094824,3.8598667852507123,-0.08346222334122988,-0.2293477568366635,0.0848800023368137,0.006565951121727943,0.029020409855229176,left_high
GSE39582,bulk,RBBP6,232,351,6.363743176017241,6.4449153033205135,-0.08117212730327239,-0.20093033998319174,0.08481799386980522,0.017565805618129676,0.06300400267056736,left_high
GSE39582,bulk,CENPBD1,232,351,4.986126974969828,5.190665475980057,-0.2045385010102292,-0.31441627074667094,0.08511417658871005,0.0001808134326723048,0.0015749668244383777,left_high
GSE39582,bulk,TRIOBP,232,351,6.758573521883621,6.68930144831624,0.0692720735673813,0.2489256295455361,0.08492745699215391,0.004376698075359646,0.021060438747582365,right_high
GSE39582,bulk,CATSPER1,232,351,4.876209611482758,4.849732568270655,0.02647704321210309,0.09864536935399924,0.08466239987589846,0.2515950531218914,0.4398911198207748,right_high
GSE39582,bulk,HOXD4,232,351,4.830290884650862,4.6186562900584045,0.21163459459245715,0.5162702784032939,0.08595768582641469,3.6801486439687e-09,1.6994316986479666e-07,right_high
GSE39582,bulk,GSC,232,351,3.7545987566853447,3.7871936610085473,-0.032594904323202556,-0.12004531795355793,0.08468618225659438,0.1640960690104176,0.3275295495068902,left_high
GSE39582,bulk,SP7,232,351,3.8777826050991377,3.8853728764273496,-0.007590271328211884,-0.03761210376768499,0.08462012243522268,0.658964618985476,0.7968243988955415,left_high
GSE39582,bulk,PDE7A,232,351,4.343991565306034,4.3828307730940175,-0.038839207787983554,-0.1604992868804203,0.08474382791352322,0.058424543666611824,0.15578445810332317,left_high
GSE39582,bulk,CNOT7,232,351,4.6032927976637925,4.37725941487322,0.22603338279057272,0.41455589656816066,0.08548242459884774,1.6320961120301538e-06,3.0934740192936816e-05,right_high
GSE39582,bulk,CRYZL1,232,351,6.351631971887931,6.267495198358975,0.08413677352895643,0.1624558531292025,0.08474703628270784,0.05127513716015648,0.1415271869585537,right_high
GSE39582,bulk,PRSS33,232,351,5.092192675995691,5.32438819320228,-0.2321955172065886,-0.18562025754568123,0.08478796516206422,0.025569727292912257,0.08409822601252707,left_high
GSE39582,bulk,CBARP,232,351,4.381007873540948,4.3968450788917375,-0.01583720535078914,-0.06346301372737642,0.08463340788389165,0.46086414805717707,0.6437063460212947,left_high
