ChemicalID,ChemicalName,chemical_class,CasRN,PubChemCID,DTXSID,phase1_scope,gene_cards_k,phase1_unfiltered_rank,phase1_bh_fdr,phase1_degree_matched_bh_fdr,phase1_n_ctd_human_genes,phase1_crc_overlap,molecular_level,molecular_M2_definition_met,entity_E_tag,entity_E_reason,entity_manual_review_required,exposure_axis_X_tag,exposure_axis_name,biomarker_relationship,biomarker_B_tag,human_biomarker,biomarker_matrix,direct_analyte_identity,identity_separation_note,detectability_D_tag,above_lod_pct,detectability_reason,cycle_coverage_C_tag,n_cycles_available,cycles_available,testability_T_tag,testability_basis,analytic_exposure_outcome_n,available_crc_cases_for_planning,available_cancer_free_controls_for_planning,novelty_N_tag,manual_review_required,manual_review_reason,eligible_permissive,eligible_moderate,eligible_strict,priority_tier,disposition,PRIORITIZATION_OUTCOME_BLINDED
C000595304,bis(2-propylheptyl)phthalate,phthalates,,,,GeneCards_Disorders,1000,150,1.0,1.0,2,0,M0,False,1,specific_ctd_entity_id:C000595304,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M0,manual_review_required,True
C000606252,ARV-825,phthalates,,CID:92044400,,GeneCards_Disorders,1000,103,0.3745821931773477,0.8319537605251891,6,1,M0,False,1,specific_entity_identifier:PubChemCID,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M0,manual_review_required,True
C000611646,bisphenol F,bisphenols,,CID:12111,,GeneCards_Disorders,1000,138,1.0,1.0,3290,80,M1,False,1,specific_entity_identifier:PubChemCID,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M1,manual_review_required,True
C000611729,"ammonium 2,3,3,3-tetrafluoro-2-(heptafluoropropoxy)-propanoate",pfas_perfluoro,,,,GeneCards_Disorders,1000,8,9.705421139708032e-05,0.0121242393969666,175,17,M2,True,1,specific_ctd_entity_id:C000611729,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M2,manual_review_required,True
C000614989,Cesium-137,heavy_metals,,CID:5486527,,GeneCards_Disorders,1000,151,1.0,1.0,6,0,M0,False,1,specific_entity_identifier:PubChemCID,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M0,manual_review_required,True
C000619812,perfluoropentanoic acid,pfas_perfluoro,,,,GeneCards_Disorders,1000,152,1.0,1.0,14,0,M0,False,1,specific_ctd_entity_id:C000619812,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M0,manual_review_required,True
C000655605,fluorene-9-bisphenol,bisphenols,,CID:76716,,GeneCards_Disorders,1000,141,1.0,1.0,238,5,M1,False,1,specific_entity_identifier:PubChemCID,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M1,manual_review_required,True
C000705689,"1,1-bis(4-hydroxyphenyl)-2,2-dichloroethylene",bisphenols,,,,GeneCards_Disorders,1000,153,1.0,1.0,4,0,M0,False,1,specific_ctd_entity_id:C000705689,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M0,manual_review_required,True
C000705701,bisphenol E,bisphenols,,CID:608116,,GeneCards_Disorders,1000,154,1.0,1.0,9,0,M0,False,1,specific_entity_identifier:PubChemCID,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M0,manual_review_required,True
C000720090,"4,8-dioxa-3H-perfluorononanoic acid",pfas_perfluoro,,,,GeneCards_Disorders,1000,155,1.0,1.0,3,0,M0,False,1,specific_ctd_entity_id:C000720090,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M0,manual_review_required,True
C000720111,perfluorotetradecanoic acid,pfas_perfluoro,,,,GeneCards_Disorders,1000,120,0.7373415933397318,1.0,46,2,M0,False,1,specific_ctd_entity_id:C000720111,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M0,manual_review_required,True
C000720114,perfluorodecanesulfonic acid,pfas_perfluoro,,,,GeneCards_Disorders,1000,136,1.0,1.0,41,1,M0,False,1,specific_ctd_entity_id:C000720114,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M0,manual_review_required,True
C000720115,perfluoroheptanesulfonic acid,pfas_perfluoro,,,,GeneCards_Disorders,1000,42,0.0242513562157501,0.0213386613386613,4,2,M1,False,1,specific_ctd_entity_id:C000720115,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M1,manual_review_required,True
C000720117,fluorotelomer sulfonic acids,pfas_perfluoro,,,,GeneCards_Disorders,1000,109,0.4621966226226112,1.0,31,2,M0,False,1,specific_ctd_entity_id:C000720117,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M0,manual_review_required,True
C000720141,perfluorotridecanoic acid,pfas_perfluoro,,,,GeneCards_Disorders,1000,156,1.0,1.0,6,0,M0,False,1,specific_ctd_entity_id:C000720141,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M0,manual_review_required,True
C000720151,"perfluoro-3,5,7,9-butaoxadecanoic acid",pfas_perfluoro,,CID:57358057,,GeneCards_Disorders,1000,157,1.0,1.0,1,0,M0,False,1,specific_entity_identifier:PubChemCID,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M0,manual_review_required,True
C000720250,perfluoro-2-methoxyacetic acid,pfas_perfluoro,,CID:5125273,,GeneCards_Disorders,1000,158,1.0,1.0,1,0,M0,False,1,specific_entity_identifier:PubChemCID,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M0,manual_review_required,True
C000730470,bisphenol P,bisphenols,,CID:630355,,GeneCards_Disorders,1000,159,1.0,1.0,4,0,M0,False,1,specific_entity_identifier:PubChemCID,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M0,manual_review_required,True
C000730511,"3,3'-dimethylbisphenol A",bisphenols,,CID:6620,,GeneCards_Disorders,1000,160,1.0,1.0,5,0,M0,False,1,specific_entity_identifier:PubChemCID,False,0,,not identified in current local biomonitoring audit,0,,,,No candidate-specific human biomarker mapping audited locally.,0,,not identified in current audit,0,,,0,not audited,,,,pending_manual_review,True,"No local human biomarker, detectability, cycle-coverage, or testability audit.",False,False,False,manual_review; M0,manual_review_required,True
