external_priority_rank,model_id,model_number,selector_name,classifier_name,feature_normalization,cv_grouping,requested_features,selective_selector,full_train_selected_feature_count,full_train_selected_features,internal_cv_folds,internal_roc_auc_mean,internal_roc_auc_sd,internal_pr_auc_mean,internal_pr_auc_sd,internal_balanced_accuracy_mean,internal_balanced_accuracy_sd,internal_f1_mean,internal_f1_sd,internal_sensitivity_mean,internal_sensitivity_sd,internal_specificity_mean,internal_specificity_sd,GSE10950_roc_auc,GSE10950_pr_auc,GSE10950_balanced_accuracy,GSE10950_f1,GSE10950_sensitivity,GSE10950_specificity,GSE74602_roc_auc,GSE74602_pr_auc,GSE74602_balanced_accuracy,GSE74602_f1,GSE74602_sensitivity,GSE74602_specificity,external_mean_roc_auc,external_mean_pr_auc,external_mean_balanced_accuracy,external_auc_ge_0_75_both_datasets,external_validation_qualified
80,M043_f_classif_top60__hist_gradient_boosting,43,f_classif_top60,hist_gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;BECN1;BMP2;CAT;CCR7;CD36;CD80;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GRN;GSR;GUCY2C;HMGCR;IFNG;IL13;IL18;IL1A;IL1B;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP9;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;PPARG;RBFOX1;RXRA;SLC2A1;SLC2A3;SORBS1;STAT3;TIMP1;TIMP2;TP53;TPM1;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151834,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.595486111111111,0.7106670610567922,0.5416666666666667,0.6071428571428571,0.7083333333333334,0.375,0.9944444444444445,0.9952380952380951,0.5333333333333333,0.6818181818181818,1.0,0.06666666666666667,0.7949652777777778,0.8529525781474436,0.5375000000000001,False,False
81,M052_f_classif_top80__hist_gradient_boosting,52,f_classif_top80,hist_gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,80,True,80,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ANGPT2;AR;ATF4;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NOS3;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SLC2A3;SORBS1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNF;TP53;TPM1;TXN;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151834,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.595486111111111,0.7106670610567922,0.5416666666666667,0.6071428571428571,0.7083333333333334,0.375,0.9944444444444445,0.9952380952380951,0.5333333333333333,0.6818181818181818,1.0,0.06666666666666667,0.7949652777777778,0.8529525781474436,0.5375000000000001,False,False
82,M061_f_classif_top95__hist_gradient_boosting,61,f_classif_top95,hist_gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,95,True,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151834,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.595486111111111,0.7106670610567922,0.5416666666666667,0.6071428571428571,0.7083333333333334,0.375,0.9944444444444445,0.9952380952380951,0.5333333333333333,0.6818181818181818,1.0,0.06666666666666667,0.7949652777777778,0.8529525781474436,0.5375000000000001,False,False
83,M016_f_classif_top10__hist_gradient_boosting,16,f_classif_top10,hist_gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,10,True,10,ANGPT2;BMP2;CD36;CNR1;EPAS1;FASN;INHBA;TIMP1;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151809,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5963541666666666,0.7184795610567922,0.5416666666666667,0.6071428571428571,0.7083333333333334,0.375,0.9933333333333334,0.9944444444444444,0.5333333333333333,0.6818181818181818,1.0,0.06666666666666667,0.7948437500000001,0.8564620027506182,0.5375000000000001,False,False
84,M070_mutual_info_top10__hist_gradient_boosting,70,mutual_info_top10,hist_gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,10,True,10,ANGPT2;BMP2;CAT;CD36;CNR1;EPAS1;INHBA;TIMP1;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151809,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5963541666666666,0.7184795610567922,0.5416666666666667,0.6071428571428571,0.7083333333333334,0.375,0.9933333333333334,0.9944444444444445,0.5333333333333333,0.6818181818181818,1.0,0.06666666666666667,0.7948437500000001,0.8564620027506183,0.5375000000000001,False,False
85,M079_mutual_info_top20__hist_gradient_boosting,79,mutual_info_top20,hist_gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,20,True,20,ACACA;ACLY;ADIPOQ;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FAS;IL1A;INHBA;MKI67;NOS3;RXRA;TIMP1;TPM1;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151834,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5963541666666666,0.7184795610567922,0.5416666666666667,0.6071428571428571,0.7083333333333334,0.375,0.9927777777777778,0.9921130952380952,0.5333333333333333,0.6818181818181818,1.0,0.06666666666666667,0.7945659722222222,0.8552963281474437,0.5375000000000001,False,False
86,M004_all_features__rbf_svm,4,all_features,rbf_svm,within_sample_rank_percentile_0_to_1,patient_group,all,False,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9777777777777779,0.04969039949999535,0.9966101694915255,0.007579891449151809,1.0,0.0,0.9555555555555555,0.09938079899999065,1.0,0.9999999999999999,0.5,0.6666666666666666,1.0,0.0,0.5811111111111111,0.6050344788524984,0.5,0.6666666666666666,1.0,0.0,0.7905555555555556,0.8025172394262492,0.5,False,False
87,M049_f_classif_top80__rbf_svm,49,f_classif_top80,rbf_svm,within_sample_rank_percentile_0_to_1,patient_group,80,True,80,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ANGPT2;AR;ATF4;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NOS3;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SLC2A3;SORBS1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNF;TP53;TPM1;TXN;UBE2C;VEGFA,5,1.0,0.0,1.0,0.0,0.9777777777777779,0.04969039949999535,0.9966101694915255,0.007579891449151809,1.0,0.0,0.9555555555555555,0.09938079899999065,1.0,0.9999999999999999,0.5,0.6666666666666666,1.0,0.0,0.5811111111111111,0.5836158192090396,0.5,0.6666666666666666,1.0,0.0,0.7905555555555556,0.7918079096045197,0.5,False,False
88,M058_f_classif_top95__rbf_svm,58,f_classif_top95,rbf_svm,within_sample_rank_percentile_0_to_1,patient_group,95,True,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,1.0,0.0,1.0,0.0,0.9777777777777779,0.04969039949999535,0.9966101694915255,0.007579891449151809,1.0,0.0,0.9555555555555555,0.09938079899999065,1.0,0.9999999999999999,0.5,0.6666666666666666,1.0,0.0,0.5811111111111111,0.6050344788524984,0.5,0.6666666666666666,1.0,0.0,0.7905555555555556,0.8025172394262492,0.5,False,False
89,M025_f_classif_top20__hist_gradient_boosting,25,f_classif_top20,hist_gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,20,True,20,ACLY;AGTR1;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FAS;FASN;IL1A;INHBA;MKI67;NR3C1;PPARD;RXRA;TIMP1;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151834,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5355902777777778,0.6988645513102034,0.5416666666666667,0.6071428571428571,0.7083333333333334,0.375,0.9927777777777776,0.9921130952380952,0.5333333333333333,0.6818181818181818,1.0,0.06666666666666667,0.7641840277777777,0.8454888232741493,0.5375000000000001,False,False
90,M008_all_features__gradient_boosting,8,all_features,gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,all,False,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151809,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.15384615384615385,0.08333333333333333,1.0,0.6833333333333332,0.6396825396825396,0.6833333333333333,0.6274509803921569,0.5333333333333333,0.8333333333333334,0.6124999999999999,0.5906746031746031,0.6125,False,False
91,M017_f_classif_top10__gradient_boosting,17,f_classif_top10,gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,10,True,10,ANGPT2;BMP2;CD36;CNR1;EPAS1;FASN;INHBA;TIMP1;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151809,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.15384615384615385,0.08333333333333333,1.0,0.6833333333333332,0.6396825396825396,0.6833333333333333,0.6274509803921569,0.5333333333333333,0.8333333333333334,0.6124999999999999,0.5906746031746031,0.6125,False,False
92,M026_f_classif_top20__gradient_boosting,26,f_classif_top20,gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,20,True,20,ACLY;AGTR1;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FAS;FASN;IL1A;INHBA;MKI67;NR3C1;PPARD;RXRA;TIMP1;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151809,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.15384615384615385,0.08333333333333333,1.0,0.6833333333333332,0.6396825396825396,0.6833333333333333,0.6274509803921569,0.5333333333333333,0.8333333333333334,0.6124999999999999,0.5906746031746031,0.6125,False,False
93,M035_f_classif_top40__gradient_boosting,35,f_classif_top40,gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CD80;CEBPB;CNR1;CYP3A4;DUSP1;EPAS1;FAS;FASN;G6PD;GRN;GSR;IL13;IL18;IL1A;IL5;INHBA;LDLR;MKI67;MUC2;NOS3;NR3C1;PPARD;PPARG;RXRA;SLC2A1;SLC2A3;SORBS1;TIMP1;TPM1;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151809,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.15384615384615385,0.08333333333333333,1.0,0.6833333333333332,0.6396825396825396,0.6833333333333333,0.6274509803921569,0.5333333333333333,0.8333333333333334,0.6124999999999999,0.5906746031746031,0.6125,False,False
94,M044_f_classif_top60__gradient_boosting,44,f_classif_top60,gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;AR;BECN1;BMP2;CAT;CCR7;CD36;CD80;CEBPA;CEBPB;CNR1;COPS5;CYP3A4;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GRN;GSR;GUCY2C;HMGCR;IFNG;IL13;IL18;IL1A;IL1B;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP9;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;PPARG;RBFOX1;RXRA;SLC2A1;SLC2A3;SORBS1;STAT3;TIMP1;TIMP2;TP53;TPM1;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151809,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.15384615384615385,0.08333333333333333,1.0,0.6833333333333332,0.6396825396825396,0.6833333333333333,0.6274509803921569,0.5333333333333333,0.8333333333333334,0.6124999999999999,0.5906746031746031,0.6125,False,False
95,M053_f_classif_top80__gradient_boosting,53,f_classif_top80,gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,80,True,80,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ANGPT2;AR;ATF4;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NOS3;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SLC2A3;SORBS1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNF;TP53;TPM1;TXN;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151809,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.15384615384615385,0.08333333333333333,1.0,0.6833333333333332,0.6396825396825396,0.6833333333333333,0.6274509803921569,0.5333333333333333,0.8333333333333334,0.6124999999999999,0.5906746031746031,0.6125,False,False
96,M062_f_classif_top95__gradient_boosting,62,f_classif_top95,gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,95,True,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151809,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.15384615384615385,0.08333333333333333,1.0,0.6833333333333332,0.6396825396825396,0.6833333333333333,0.6274509803921569,0.5333333333333333,0.8333333333333334,0.6124999999999999,0.5906746031746031,0.6125,False,False
97,M071_mutual_info_top10__gradient_boosting,71,mutual_info_top10,gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,10,True,10,ANGPT2;BMP2;CAT;CD36;CNR1;EPAS1;INHBA;TIMP1;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151809,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.15384615384615385,0.08333333333333333,1.0,0.6833333333333332,0.6396825396825396,0.6833333333333333,0.6274509803921569,0.5333333333333333,0.8333333333333334,0.6124999999999999,0.5906746031746031,0.6125,False,False
98,M080_mutual_info_top20__gradient_boosting,80,mutual_info_top20,gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,20,True,20,ACACA;ACLY;ADIPOQ;ANGPT2;BMP2;CAT;CD36;CEBPB;CNR1;EPAS1;FAS;IL1A;INHBA;MKI67;NOS3;RXRA;TIMP1;TPM1;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151809,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.15384615384615385,0.08333333333333333,1.0,0.6833333333333332,0.6396825396825396,0.6833333333333333,0.6274509803921569,0.5333333333333333,0.8333333333333334,0.6124999999999999,0.5906746031746031,0.6125,False,False
99,M089_mutual_info_top40__gradient_boosting,89,mutual_info_top40,gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,40,True,40,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;BMP2;CAT;CD36;CD80;CEBPB;CNR1;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GRN;GSR;IL13;IL18;IL1A;IL1B;INHBA;LDLR;MKI67;MUC2;NFE2L2;NOS3;NR3C1;PPARD;RXRA;SLC2A1;STAT3;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151809,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.15384615384615385,0.08333333333333333,1.0,0.6833333333333332,0.6396825396825396,0.6833333333333333,0.6274509803921569,0.5333333333333333,0.8333333333333334,0.6124999999999999,0.5906746031746031,0.6125,False,False
100,M098_mutual_info_top60__gradient_boosting,98,mutual_info_top60,gradient_boosting,within_sample_rank_percentile_0_to_1,patient_group,60,True,60,ACACA;ACLY;ACSL4;ADIPOQ;AGTR1;ANGPT2;ATF4;BECN1;BMP2;BSCL2;CAT;CD36;CD80;CEBPB;CNR1;CYP17A1;CYP3A4;DUSP1;EPAS1;FABP1;FAS;FASN;G6PD;GATA2;GPX1;GRN;GSR;GUCY2C;HMGCR;IL13;IL18;IL1A;IL1B;IL4;IL5;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MUC2;NFE2L2;NOS3;NR3C1;PGR;PPARD;PPARG;RBFOX1;RXRA;RYR1;SLC2A1;SORBS1;SREBF1;STAT3;TIMP1;TP53;TPM1;UBE2C;VEGFA,5,0.9888888888888889,0.024845199749997673,0.9966101694915255,0.007579891449151809,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5416666666666666,0.5416666666666666,0.5416666666666666,0.15384615384615385,0.08333333333333333,1.0,0.6833333333333332,0.6396825396825396,0.6833333333333333,0.6274509803921569,0.5333333333333333,0.8333333333333334,0.6124999999999999,0.5906746031746031,0.6125,False,False
101,M101_all_features__gaussian_nb,101,all_features,gaussian_nb,within_sample_rank_percentile_0_to_1,patient_group,all,False,95,ACACA;ACE;ACLY;ACSL4;ADIPOQ;AGTR1;AKT1;ALOX5;ANGPT2;ANGPTL4;AR;ATF4;ATG5;BECN1;BMP2;BSCL2;CAT;CCR7;CD36;CD80;CD86;CEBPA;CEBPB;CNR1;COPS5;CXCR4;CYP11B1;CYP17A1;CYP3A4;DUSP1;EPAS1;ESR1;FABP1;FAS;FASN;FDPS;G6PD;GATA2;GJB2;GPX1;GRN;GSR;GUCY2C;HMGCR;HSPA9;IFNG;IL13;IL18;IL1A;IL1B;IL33;IL4;IL5;IL6;INHBA;LDLR;LEPR;MIR143;MKI67;MMP2;MMP9;MUC2;NFE2L2;NLRP3;NOS3;NR1I2;NR3C1;NR4A1;PGR;PPARA;PPARD;PPARG;RBFOX1;RELA;RXRA;RYR1;SIRT1;SIRT3;SLC2A1;SLC2A3;SORBS1;SQSTM1;SREBF1;STAT3;STAT6;TIMP1;TIMP2;TNC;TNF;TP53;TPM1;TXN;UBE2C;VEGFA;WNT4,5,0.9886973180076628,0.025273565262928673,0.9965527318164412,0.0077083259951095115,0.9888888888888889,0.024845199749997673,0.9982905982905983,0.00382233842307655,1.0,0.0,0.9777777777777779,0.04969039949999535,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.5,0.5,0.5,0.6666666666666666,1.0,0.0,0.5,0.5,0.5,False,False
