ModelID,CellLineName,StrippedCellLineName,OncotreeCode,Sex,PrimaryOrMetastasis,SampleCollectionSite,side,side_confidence,curated_primary_site,side_evidence_source,curation_note,SLC7A11_gene_effect,ACSL4_expression,ACSL4_z,LPCAT3_expression,LPCAT3_z,ALOX5_expression_x,ALOX5_z_x,ALOX12_expression,ALOX12_z,ALOX15_expression,ALOX15_z,pressure_complete_genes,PUFA_pressure_score_raw,PUFA_pressure_score,PLA2G4A_expression,PLA2G4A_z,PTGS2_expression,PTGS2_z,ALOX5_expression_y,ALOX5_z_y,ALOX5AP_expression,ALOX5AP_z,aa_routing_complete_genes,AA_routing_score_raw,AA_routing_score,pressure_group_global_median
ACH-000467,HCC-56,HCC56,COAD,Unknown,Primary,large_intestine,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.3259375392097374,4.511594541537413,0.3915904930491408,5.501439145158873,0.4013002303011791,0.6599245584023783,-0.6712132640234976,0.4005379295837288,0.6883441718088845,0.1110313123887439,-0.4512839593258432,5,0.07174753436197275,0.07174753436197275,0.0976107966264223,-1.1777257125684675,0.0426443374084937,-0.7504355733198435,0.6599245584023783,-0.6712132640234976,0.765534746362977,0.698759256952903,4,-0.47515382323972644,-0.47515382323972644,High
ACH-000489,SW1116,SW1116,COAD,Male,Primary,Colon,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,-0.0872068928118492,2.849999259466098,-1.6915128052427826,4.310340120612151,-1.0793945749222504,3.411426245726465,1.0220363533618382,0.0,-1.0128924141326001,0.4114262457264649,0.1334002717431218,5,-0.5256726338385346,-0.5256726338385346,0.5945485495503542,-0.917329977026233,0.0840642647884745,-0.7298362672545284,3.411426245726465,1.0220363533618382,0.903038270112912,0.9836963274446145,4,0.08964160913142286,0.08964160913142286,Low
ACH-000491,NCI-H716,NCIH716,COAD,Male,Metastatic,ascites,Right,high,Cecum; cells harvested from ascites,https://pubmed.ncbi.nlm.nih.gov/1359704/,Original characterization describes a poorly differentiated adenocarcinoma of the caecum.,0.110512991385765,5.005849075696688,1.01122588887156,5.634593268445757,0.5668285487548019,0.5260688116675876,-0.7535868976606034,0.0840642647884745,-0.6558395802672626,0.0285691521967709,-0.611787081626925,5,-0.08863182438568581,-0.08863182438568581,3.581351247168777,0.6477567582633932,2.4356285940520905,0.43966344978724803,0.5260688116675876,-0.7535868976606034,0.0426443374084937,-0.7992261749596604,4,-0.11634821614240565,-0.11634821614240565,Low
ACH-000501,LS123,LS123,COAD,Female,Primary,Colon,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.3784709888692651,4.647890091059215,0.5624610484815377,4.106850796450224,-1.3323589204515034,3.2854022188622483,0.9444822903379038,0.1505596765753814,-0.37340833225362596,0.4436066514756145,0.19603573493775406,5,-0.0005576357895867746,-0.0005576357895867746,0.1505596765753814,-1.149980461861872,0.2265085298086797,-0.6589946893473144,3.2854022188622483,0.9444822903379038,0.6229303509201767,0.40325207598342383,4,-0.11531019622196473,-0.11531019622196473,Low
ACH-000552,HT-29,HT29,COAD,Female,Primary,large_intestine,Right,medium,"Colon, segment not explicit in Cellosaurus",https://pmc.ncbi.nlm.nih.gov/articles/PMC4104680/,Published sidedness assignment; retained only for sensitivity analysis.,0.1249068884715704,4.633431210355632,0.5443342865628978,5.344473459456363,0.20617096679893818,3.742006210866737,1.2254723178272644,0.1110313123887439,-0.5413002954607444,0.1890338243900171,-0.2994610299436145,5,0.2270432491569483,0.2270432491569483,3.8135246892978105,0.7694158068682522,1.8639384504239715,0.1553457073855232,3.742006210866737,1.2254723178272644,0.1763227726404628,-0.5222155160024111,4,0.40700457901965714,0.40700457901965714,High
ACH-000651,SW 620,SW620,COAD,Male,Metastatic,lymph_node,Left,medium,Colon primary of paired SW480/SW620 patient; sampled from lymph node,https://pmc.ncbi.nlm.nih.gov/articles/PMC4104680/,Primary site is used rather than the metastatic collection site; sensitivity-only label.,0.1865358734787632,4.0557162635125446,-0.17993348443196966,6.001802242633985,1.0233182354278738,0.01435529297707,-1.0684908367442383,0.4750848829487829,1.0049733723615197,0.0,-0.6673936546102374,5,0.022494726400589648,0.022494726400589648,0.0285691521967709,-1.2139035832947764,0.0,-0.7716438132612465,0.01435529297707,-1.0684908367442383,0.879705766282288,0.9353463280596875,4,-0.5296729763101434,-0.5296729763101434,High
ACH-000722,SNU-C1,SNUC1,COAD,Male,Metastatic,abdomen,Left,high,Colon descendens; cultured from peritoneum,https://aacrjournals.org/clincancerres/article/5/3/643/199260/Thymidylate-Synthase-Level-as-the-Main-Predictive,Primary site is descending colon; peritoneal culture site is not used for sidedness.,0.4087613926279073,4.560714954474479,0.4531716104889483,6.04745114041639,1.0800658982313964,0.137503523749935,-0.9927065130062337,0.1890338243900171,-0.209994026039971,0.5558161550616396,0.4144386440476294,5,0.1489951227443539,0.1489951227443539,3.812498225333564,0.7688779390218169,4.039138393906958,1.2371344072546238,0.137503523749935,-0.9927065130062337,0.0426443374084937,-0.7992261749596604,4,0.053519914577636635,0.053519914577636635,High
ACH-000798,CL-40,CL40,COAD,Female,Primary,Colon,Right,high,Right colon,https://www.dsmz.de/collection/catalogue/details/culture/ACC-535,DSMZ states primary colorectal cancer of the right colon.,0.0199393749169324,3.4905701304462013,-0.888444026385289,5.694880192799191,0.6417732291494475,3.6848187375532224,1.190279656396802,0.070389327891398,-0.7139222267320451,0.1634987322828795,-0.349162153488038,5,-0.023895104211824492,-0.023895104211824492,0.0840642647884745,-1.1848241048746135,0.2986583155645151,-0.6231125520925377,3.6848187375532224,1.190279656396802,0.2265085298086797,-0.4182197620177654,4,-0.2589691906470286,-0.2589691906470286,Low
ACH-000820,SW403,SW403,COAD,Female,Primary,Colon,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.3318365538649963,4.639232163249277,0.5516068060725365,5.351910961103077,0.21541677241641893,2.077242998932461,0.200991873337217,0.963474123974886,3.079347816443015,1.516015147003665,2.283355682823533,5,1.266143790218544,1.266143790218544,1.510961919277379,-0.4371287202959271,0.1634987322828795,-0.6903312509119979,2.077242998932461,0.200991873337217,0.4005379295837288,-0.057593168611231996,4,-0.24601531662048498,-0.24601531662048498,High
ACH-000926,HT-55,HT55,COAD,Unknown,Primary,large_intestine,Rectum,high,Rectum,https://www.cellosaurus.org/CVCL_1294,Excluded from right-vs-left colon comparison.,0.0355828710034279,1.8439838440483265,-2.9527308964357832,5.058316495590823,-0.14956027060633093,0.0285691521967709,-1.0597437544523376,0.0976107966264223,-0.5983023188166704,0.2387868595871165,-0.2026224621144467,5,-0.9925919404851138,-0.9925919404851138,0.2509615735332187,-1.0973697965333842,0.0426443374084937,-0.7504355733198435,0.0285691521967709,-1.0597437544523376,0.3334237337251918,-0.19666831254075282,4,-0.7760543592115795,-0.7760543592115795,Low
ACH-000935,MDST8,MDST8,COAD,Unknown,Primary,large_intestine,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.30651355349114,5.017476563020462,1.0258029988672066,4.388189537156084,-0.9826173764771905,0.0,-1.0773249561099865,0.1505596765753814,-0.37340833225362596,0.0285691521967709,-0.611787081626925,5,-0.40386694952010427,-0.40386694952010427,2.7070829917717063,0.1896395713806439,1.9297909977185967,0.1880960491342693,0.0,-1.0773249561099865,2.594548549550354,4.488871835572267,4,0.9473206249942985,0.9473206249942985,Low
ACH-000943,RKO,RKO,COAD,Unknown,Primary,Colon,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.212419208973076,4.831370587967541,0.7924862732796732,4.214124805352848,-1.199003032784602,0.01435529297707,-1.0684908367442383,0.5260688116675876,1.221521465376346,0.0,-0.6673936546102374,5,-0.1841759570966117,-0.1841759570966117,1.8875252707415875,-0.23980925662905367,0.0426443374084937,-0.7504355733198435,0.01435529297707,-1.0684908367442383,0.137503523749935,-0.602657404005742,4,-0.6653482676747193,-0.6653482676747193,Low
ACH-000950,LoVo,LOVO,COAD,Male,Metastatic,lymph_node,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.0525969519768185,4.36737106564853,0.21078088101127762,5.2268938135713885,0.06000379910425619,4.139960569545456,1.4703698836451846,0.2986583155645151,0.255622789064402,0.070389327891398,-0.5303889135636435,5,0.2932776878522954,0.2932776878522954,3.51096191927738,0.6108727004457744,3.279471295644468,0.8593303874334275,4.139960569545456,1.4703698836451846,0.2387868595871165,-0.3927764044790784,4,0.6369491417613271,0.6369491417613271,High
ACH-000957,LS 180,LS180,COAD,Female,Primary,Colon,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.3101077274081062,4.173127433480656,-0.03273783573465409,5.192194165283345,0.016867512444346578,3.1858665453113337,0.8832289238825168,0.2387868595871165,0.0013259950798924288,0.0976107966264223,-0.47740545162884473,5,0.07825582880865141,0.07825582880865141,3.771885578515366,0.7475968832390407,1.144046369616707,-0.20267706678555547,3.1858665453113337,0.8832289238825168,0.4329594072761062,0.00959115236281695,4,0.35943497317470474,0.35943497317470474,High
ACH-000958,SW48,SW48,COAD,Female,Primary,Colon,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.0941479425940337,4.4809113460477485,0.3531236856283959,3.704871964456353,-1.8320721735705006,0.1890338243900171,-0.9609952252230787,0.0285691521967709,-0.8915483831266247,0.1634987322828795,-0.349162153488038,5,-0.7361308499559692,-0.7361308499559692,0.5655971758542251,-0.9325005174092166,0.1634987322828795,-0.6903312509119979,0.1890338243900171,-0.9609952252230787,0.4222330006830478,-0.012636284347003993,4,-0.6491158194728243,-0.6491158194728243,Low
ACH-000959,SNU-C4,SNUC4,COAD,Male,Primary,large_intestine,Right,high,Colon transversum,https://aacrjournals.org/clincancerres/article/5/3/643/199260/Thymidylate-Synthase-Level-as-the-Main-Predictive,Transverse colon classified as proximal/right-sided for this analysis.,0.0482359040673966,,,,,,,,,,,0,,,,,,,,,,,0,,,Unavailable
ACH-000963,CCK-81,CCK81,COAD,Female,Metastatic,large_intestine,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.3018848028498014,3.845991770664573,-0.4428601955860878,5.415826257472914,0.29487200271949865,2.855989697308481,0.6802256514373778,0.1634987322828795,-0.3184512524584421,1.070389327891398,1.4159962154146468,5,0.3259564843053987,0.3259564843053987,0.9411063109464316,-0.7357334638701567,0.01435529297707,-0.7645045184242678,2.855989697308481,0.6802256514373778,1.3504972470841332,1.9109282018456386,4,0.27272896774714794,0.27272896774714794,High
ACH-000969,KM12,KM12,COAD,Unknown,Primary,large_intestine,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.1751248152623728,4.032100843167024,-0.2095395867982333,4.2720231890610485,-1.1270276266925774,2.5921580021253603,0.5178659774524406,0.1890338243900171,-0.209994026039971,0.0565835283663675,-0.5572603164528185,5,-0.31719111570623193,-0.31719111570623193,4.802193216941825,1.2874788176750187,1.4905701304462011,-0.03034096047744047,2.5921580021253603,0.5178659774524406,0.0285691521967709,-0.828393005972298,4,0.23665270716943018,0.23665270716943018,Low
ACH-000970,SNU-C5,SNUC5,COAD,Female,Primary,Colon,Right,high,Cecum,https://www.cellosaurus.org/CVCL_5112,Cecum classified as proximal/right-sided.,0.1583427782461815,,,,,,,,,,,0,,,,,,,,,,,0,,,Unavailable
ACH-000971,HCT 116,HCT116,COAD,Male,Primary,large_intestine,Right,high,Colon ascendens,https://pmc.ncbi.nlm.nih.gov/articles/PMC3816225/,Ascending colon classified as proximal/right-sided.,0.2673088928843839,5.325890061039784,1.412453816845532,5.152994605492435,-0.03186276384106426,0.9411063109464316,-0.4981765193598998,0.0976107966264223,-0.5983023188166704,0.0840642647884745,-0.5037722197474572,5,-0.04393200098391192,-0.04393200098391192,3.4208865749755315,0.5636731560447068,0.3895668117627256,-0.5779011754538244,0.9411063109464316,-0.4981765193598998,0.0426443374084937,-0.7992261749596604,4,-0.32790767843216945,-0.32790767843216945,Low
ACH-000985,LS411N,LS411N,COAD,Male,Primary,large_intestine,Right,high,Cecum,https://www.atcc.org/products/crl-2159,Primary tumor biopsy from cecal carcinoma.,0.0916563136463433,,,,,,,,,,,0,,,,,,,,,,,0,,,Unavailable
ACH-000986,HT115,HT115,COAD,Unknown,Primary,Colon,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.1059578318147407,3.685940148445977,-0.6435131859610457,5.636334602442182,0.5689932589506205,3.739848102699328,1.2241442372937956,0.2016338611696504,-0.15647688828475725,0.0426443374084937,-0.5843913504432126,5,0.0817512143110801,0.0817512143110801,5.873074932223972,1.8486215972060183,0.8559896973084807,-0.3459358297137887,3.739848102699328,1.2241442372937956,0.0,-0.8875944744974535,4,0.459808882572143,0.459808882572143,High
ACH-000991,SNU-81,SNU81,COAD,Male,Primary,Colon,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.1205197158588859,3.959770155211468,-0.30021888534566143,6.063287212206184,1.0997522456727575,4.361768359419154,1.6068684208138035,0.918386234446348,2.8878424393403894,0.7398481026993275,0.7726356901865367,5,1.2133759821335652,1.2133759821335652,5.165911938935689,1.478067686374981,3.007195501404204,0.7239199032894417,4.361768359419154,1.6068684208138035,0.4222330006830478,-0.012636284347003993,4,0.9490549315328057,0.9490549315328057,High
ACH-000997,HCT-15,HCT15,COAD,Male,Primary,large_intestine,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.0293672506654648,4.830863756751758,0.7918508707910727,3.981852653289741,-1.4877482687978645,0.2141248053528473,-0.9455544591458269,0.0840642647884745,-0.6558395802672626,0.1634987322828795,-0.349162153488038,5,-0.5292907181815838,-0.5292907181815838,1.6735564239901446,-0.3519290843240414,0.2868811477881615,-0.6289696720575748,0.2141248053528473,-0.9455544591458269,0.0426443374084937,-0.7992261749596604,4,-0.6814198476217759,-0.6814198476217759,Low
ACH-001039,COLO 205,COLO205,COAD,Male,Metastatic,ascites,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.1990048146177508,,,,,,,,,,,0,,,,,,,,,,,0,,,Unavailable
ACH-001061,DLD-1,DLD1,COAD,Male,Primary,large_intestine,Left,medium,"Colon, segment not explicit in Cellosaurus",https://pmc.ncbi.nlm.nih.gov/articles/PMC4104680/,Published sidedness assignment; retained only for sensitivity analysis.,0.0429676713787195,4.026800059343715,-0.21618505599582377,4.550900664647523,-0.7803457632330214,0.0976107966264223,-1.017256141759701,0.0,-1.0128924141326001,0.7398481026993275,0.7726356901865367,5,-0.4508087369869219,-0.4508087369869219,1.1176950426697545,-0.643200843003648,0.3561438102252753,-0.5945233832132758,0.0976107966264223,-1.017256141759701,0.3561438102252753,-0.1495873951741938,4,-0.6011419407877047,-0.6011419407877047,Low
ACH-001081,HCC2998,HCC2998,COAD,Unknown,Primary,large_intestine,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.1877674256922437,,,,,,,,,,,0,,,,,,,,,,,0,,,Unavailable
ACH-001345,GP5d,GP5D,COAD,Female,Primary,Colon,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.1327497387331175,4.066089190457772,-0.1669291875579387,6.292965754717654,1.3852732794066598,1.01435529297707,-0.45309974860281355,0.0,-1.0128924141326001,0.0,-0.6673936546102374,5,-0.18300834509938596,-0.18300834509938596,0.0,-1.2288738393405774,0.01435529297707,-0.7645045184242678,1.01435529297707,-0.45309974860281355,0.0840642647884745,-0.7133951180836599,4,-0.7899683061128296,-0.7899683061128296,Low
ACH-001399,SW 626,SW626,COAD,Female,Metastatic,ovary,Exclude,high,Ovary metastasis; problematic/misclassified line,https://www.cellosaurus.org/CVCL_1725,Excluded because the record is flagged as problematic and records an ovarian metastatic site.,0.0184062037074275,,,,,,,,,,,0,,,,,,,,,,,0,,,Unavailable
ACH-001454,C10,C10,COAD,Male,Primary,large_intestine,Left,high,"Colon, descending",https://www.cellosaurus.org/CVCL_5245,Descending colon classified as distal/left-sided.,0.1462362173773599,5.757823336207727,1.9539585020434507,6.169524197150003,1.2318189743721413,0.6870606883398922,-0.6545139314933038,0.0285691521967709,-0.8915483831266247,0.3561438102252753,0.025799361389904837,5,0.3331029046371137,0.3331029046371137,4.890446692679906,1.3337237016544699,5.304145941202946,1.8662585822592883,0.6870606883398922,-0.6545139314933038,0.0,-0.8875944744974535,4,0.41446846948075017,0.41446846948075017,High
ACH-001458,C75,C75,COAD,Male,Primary,large_intestine,Left,high,"Colon, sigmoid",https://www.cellosaurus.org/CVCL_5248,Sigmoid classified as distal/left-sided.,-0.2394784168694082,,,,,,,,,,,0,,,,,,,,,,,0,,,Unavailable
ACH-001460,C84,C84,COAD,Male,Primary,large_intestine,Right,high,Cecum,https://www.cellosaurus.org/CVCL_5250,Cecum classified as proximal/right-sided.,-0.0620643066044489,4.94626298433245,0.9365241941854532,5.100977647724821,-0.09652677377033467,1.903038270112912,0.09378783570957308,0.0285691521967709,-0.8915483831266247,0.722466024471091,0.7388034716123597,5,0.15620806892208533,0.15620806892208533,2.794935662803536,0.2356744334092992,0.3448284969974411,-0.6001508097963006,1.903038270112912,0.09378783570957308,0.7311832415722002,0.6275755019833466,4,0.08922174032647953,0.08922174032647953,High
ACH-001786,SNU-1544,SNU1544,COAD,Female,Primary,large_intestine,Right,high,"Colon, ascending",https://www.cellosaurus.org/CVCL_5027,Ascending colon classified as proximal/right-sided.,0.0900769168414095,4.072105800480419,-0.15938630372939946,4.855491443101874,-0.40169883792977007,2.1210154009613658,0.22792901945234872,0.2265085298086797,-0.05082473095756516,0.0,-0.6673936546102374,5,-0.21027490155492465,-0.21027490155492465,4.111031312388744,0.9253094887079342,0.4956951626240687,-0.5251205329011632,2.1210154009613658,0.22792901945234872,0.0,-0.8875944744974535,4,-0.06486912480958346,-0.06486912480958346,Low
ACH-002538,SNU-1235,SNU1235,COAD,Female,,Colon,Right,high,"Colon, ascending",https://www.cellosaurus.org/CVCL_5018,Ascending colon classified as proximal/right-sided.,0.0262771542827845,2.4462562298895643,-2.197676036234163,4.094236069845765,-1.3480407065730593,0.0,-1.0773249561099865,0.01435529297707,-0.951920037209692,0.01435529297707,-0.6394527258375419,5,-1.2428828923928885,-1.2428828923928885,5.032100843167024,1.407950577136699,7.337978629456991,2.8777413317736342,0.0,-1.0773249561099865,0.0,-0.8875944744974535,4,0.5801931195757233,0.5801931195757233,Low
ACH-002654,JVE-015,JVE015,COAD,Female,Primary,Colon,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.0717825554268128,5.170325694415555,1.2174263942786712,5.02768487693716,-0.18763945435289175,3.8747969658986654,1.3071905650614841,0.137503523749935,-0.4288627679455886,0.1243281350022017,-0.42540322152834675,5,0.29654230310266566,0.29654230310266566,4.060047383669939,0.8985938738417838,3.040892430646901,0.740678343075289,3.8747969658986654,1.3071905650614841,0.8875252707415875,0.9515500342089325,4,0.9745032040468724,0.9745032040468724,High
ACH-002660,JVE-187,JVE187,COAD,Female,Metastatic,liver,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.2827800461637452,3.33771109212829,-1.0800798418751083,4.20633064787105,-1.2086922091306114,2.950468414150123,0.7383670118007615,0.1890338243900171,-0.209994026039971,0.0840642647884745,-0.5037722197474572,5,-0.45283425699847724,-0.45283425699847724,0.6870606883398922,-0.8688535505825884,0.1505596765753814,-0.6967662107386957,2.950468414150123,0.7383670118007615,0.7570232465074596,0.6811215865268538,4,-0.0365327907484172,-0.0365327907484172,Low
ACH-002662,JVE-207,JVE207,COAD,Male,Primary,Colon,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,-0.0440793877109622,3.517275693209581,-0.8549638844545836,5.995710628907104,1.0157455478385664,1.9597701552114672,0.12870013221268725,0.0,-1.0128924141326001,0.9927684307689242,1.26491605555751,5,0.10830108740431602,0.10830108740431602,0.2509615735332187,-1.0973697965333842,0.0976107966264223,-0.7230991922979872,1.9597701552114672,0.12870013221268725,0.2141248053528473,-0.4438815201457865,4,-0.5339125941911177,-0.5339125941911177,High
ACH-002669,KP-363T,KP363T,COAD,Male,Primary,Colon,Unknown,none,Not explicitly assigned,,Generic colon/large intestine or metastatic collection site is insufficient for sidedness.,0.0932847813315909,,,,,,,,,,,0,,,,,,,,,,,0,,,Unavailable
