Quartile,Reference,N,CRC_N,OR,CI_low,CI_high,P,status,P_trend,Q1_cutpoint_log2,Q2_cutpoint_log2,Q3_cutpoint_log2,Q4_cutpoint_log2,Control_N,beta,SE,design_df,PSU_N,strata_N,message
Q1,True,9936,70,1.0,1.0,1.0,,reference,0.05842211542796663,-2.8365012677171206,1.765534746362977,2.963474123974886,4.412781525338476,,,,,,,
Q2,False,9936,70,0.8574823847002071,0.3768898474951466,1.950904342363912,0.7115771496664541,ok,0.05842211542796663,-2.8365012677171206,1.765534746362977,2.963474123974886,4.412781525338476,9866.0,-0.1537546427767098,0.41476344966212986,109.0,214.0,105.0,Newton-IRLS converged
Q3,False,9936,70,1.6967655394730738,0.7009014089290428,4.107586686610319,0.23848741248751737,ok,0.05842211542796663,-2.8365012677171206,1.765534746362977,2.963474123974886,4.412781525338476,9866.0,0.5287238149349655,0.4460778821145667,109.0,214.0,105.0,Newton-IRLS converged
Q4,False,9936,70,1.2339240143401402,0.6074497605181072,2.506492836323871,0.5578416437926591,ok,0.05842211542796663,-2.8365012677171206,1.765534746362977,2.963474123974886,4.412781525338476,9866.0,0.21019934687749975,0.35756648707417166,109.0,214.0,105.0,Newton-IRLS converged
