ChemicalID,exposure_axis,candidate_to_axis_relationship,all_candidate_biomarkers,mapping_confidence,mapping_source,searched_domain_count,searched_domains,mapping_status,selected_primary_biomarker,selection_reason,all_biomarker_summary,biological_matrix,nhanes_lab_component,cycle_list,n_cycles_available,nhanes_variable,biomarker_type
D008748,PAH exposure axis,family-level urinary OH-PAH proxy,URXP10,low,CDC NHANES urinary OH-PAH panel; only family-level proxy assigned,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
C018021,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUCO,moderate,CDC NHANES metals blood/urine panels and codebooks,119,Metals - Urine,mapped,URXUCO,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUCO"", ""n_cycles_available"": 10, ""total_measured"": 26801, ""total_above_lod"": 26648, ""pooled_above_lod_pct"": 99.42912577888885, ""min_cycle_above_lod_pct"": 96.28616106333072, ""median_cycle_above_lod_pct"": 99.8323824908332, ""max_cycle_above_lod_pct"": 100.0}]",urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,URXUCO,urinary biomarker
D008345,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUMN,moderate,CDC NHANES metals blood/urine panels and codebooks,119,Metals - Urine,mapped,URXUMN,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUMN"", ""n_cycles_available"": 4, ""total_measured"": 11037, ""total_above_lod"": 4539, ""pooled_above_lod_pct"": 41.125305789616746, ""min_cycle_above_lod_pct"": 30.48048048048048, ""median_cycle_above_lod_pct"": 34.11814124203866, ""max_cycle_above_lod_pct"": 69.129392971246}]",urine,Metals - Urine,2011-2012;2013-2014;2015-2016;2017-2018,4,URXUMN,urinary biomarker
D014501,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUUR,moderate,CDC NHANES metals blood/urine panels and codebooks,119,Metals - Urine,mapped,URXUUR,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUUR"", ""n_cycles_available"": 8, ""total_measured"": 21527, ""total_above_lod"": 18486, ""pooled_above_lod_pct"": 85.87355414131092, ""min_cycle_above_lod_pct"": 70.19945248337896, ""median_cycle_above_lod_pct"": 87.39161696908175, ""max_cycle_above_lod_pct"": 100.0}]",urine,Metals - Urine,2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016,8,URXUUR,urinary biomarker
C000611646,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,URXBPH,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,URXBPH,urinary biomarker
C000655605,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,URXBPH,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,URXBPH,urinary biomarker
C583074,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,URXBPH,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,URXBPH,urinary biomarker
D001564,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
C492482,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,URXBPH,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,URXBPH,urinary biomarker
C027561,phthalate exposure axis,parent-to-validated-urinary-metabolite axis,URXMZP,moderate,CDC NHANES phthalate/plasticizer metabolite panel and codebook,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",mapped,URXMZP,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXMZP"", ""n_cycles_available"": 10, ""total_measured"": 26740, ""total_above_lod"": 26365, ""pooled_above_lod_pct"": 98.59760658189978, ""min_cycle_above_lod_pct"": 96.19840695148443, ""median_cycle_above_lod_pct"": 98.54766968822268, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,URXMZP,urinary biomarker
C103325,phthalate exposure axis,direct urinary metabolite,URXMZP,high,CDC NHANES phthalate/plasticizer metabolite panel and codebook,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",mapped,URXMZP,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXMZP"", ""n_cycles_available"": 10, ""total_measured"": 26740, ""total_above_lod"": 26365, ""pooled_above_lod_pct"": 98.59760658189978, ""min_cycle_above_lod_pct"": 96.19840695148443, ""median_cycle_above_lod_pct"": 98.54766968822268, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,URXMZP,urinary biomarker
C028007,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D003300,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C028577,phthalate exposure axis,direct urinary metabolite,URXMBP,high,CDC NHANES phthalate/plasticizer metabolite panel and codebook,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",mapped,URXMBP,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXMBP"", ""n_cycles_available"": 10, ""total_measured"": 26740, ""total_above_lod"": 26468, ""pooled_above_lod_pct"": 98.98279730740464, ""min_cycle_above_lod_pct"": 94.41542788268382, ""median_cycle_above_lod_pct"": 99.42572004764412, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,URXMBP,urinary biomarker
C016599,DEHP-related exposure axis,direct urinary metabolite,URXMHP,high,CDC NHANES phthalate/plasticizer metabolite panel and codebook,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",mapped,URXMHP,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXMHP"", ""n_cycles_available"": 10, ""total_measured"": 26740, ""total_above_lod"": 19769, ""pooled_above_lod_pct"": 73.93044128646223, ""min_cycle_above_lod_pct"": 56.22737146994931, ""median_cycle_above_lod_pct"": 69.44751368729982, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,URXMHP,urinary biomarker
C000611729,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D015127,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP25,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP25,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP25"", ""n_cycles_available"": 3, ""total_measured"": 8459, ""total_above_lod"": 8416, ""pooled_above_lod_pct"": 99.49166568152263, ""min_cycle_above_lod_pct"": 99.20692141312185, ""median_cycle_above_lod_pct"": 99.54716981132076, ""max_cycle_above_lod_pct"": 99.70345963756178}]",urine,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013-2014;2015-2016;2017-2018,3,URXP25,urinary biomarker
C581825,phthalate exposure axis,direct urinary metabolite,URXMEP,high,CDC NHANES phthalate/plasticizer metabolite panel and codebook,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",mapped,URXMEP,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXMEP"", ""n_cycles_available"": 10, ""total_measured"": 26735, ""total_above_lod"": 26695, ""pooled_above_lod_pct"": 99.85038339255658, ""min_cycle_above_lod_pct"": 99.52932657494569, ""median_cycle_above_lod_pct"": 99.93973483326637, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,URXMEP,urinary biomarker
D055549,VOC exposure axis,candidate not matched to NHANES VOC biomarker variable,,unresolved,CDC NHANES VOC blood and urinary metabolite panels searched,587,"Volatile Organic Compound (VOC) Metabolites - Urine;Volatile Organic Compound (VOC) Metabolites - Urine (Surplus);Volatile Organic Compounds (VOC) - Personal Exposure Badge;Volatile Organic Compounds (VOCs) - Blood;Volatile Organic Compounds (VOCs) - Trihalomethanes/MTBE/Nitromethane - Blood;Volatile Organic Compounds (VOCs) - Water;Volatile Organic Compounds (VOCs) and Trihalomethanes/MTBE - Blood - Special Sample;Volatile Organic Compounds - Blood & Related Questionnaire Items;Volatile Organic Compounds - Blood & Water;Volatile Organic Compounds - Blood, Water, & Related Questionnaire Items;Volatile Organic Compounds - Trihalomethanes/MTBE/Nitromethane - Blood;Volatile Organic Compounds - Water & Related Questionnaire Items;Volatile Organic Compounds and Trihalomethanes/MTBE - Blood;Volatile Organic Compounds and Trihalomethanes/MTBE – Blood – Special Sample",resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C017461,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUPB,moderate,CDC NHANES metals blood/urine panels and codebooks,119,Metals - Urine,mapped,URXUPB,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUPB"", ""n_cycles_available"": 10, ""total_measured"": 26398, ""total_above_lod"": 25662, ""pooled_above_lod_pct"": 97.21190999318131, ""min_cycle_above_lod_pct"": 84.83189992181391, ""median_cycle_above_lod_pct"": 98.4847523579918, ""max_cycle_above_lod_pct"": 100.0}]",urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,URXUPB,urinary biomarker
C479069,,none,,unresolved,,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C043055,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C575690,phthalate exposure axis,direct urinary metabolite,URXMIB,high,CDC NHANES phthalate/plasticizer metabolite panel and codebook,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",mapped,URXMIB,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXMIB"", ""n_cycles_available"": 9, ""total_measured"": 24199, ""total_above_lod"": 23825, ""pooled_above_lod_pct"": 98.45448159014835, ""min_cycle_above_lod_pct"": 97.31843575418995, ""median_cycle_above_lod_pct"": 98.19508448540707, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXMIB,urinary biomarker
C471400,DINP-related exposure axis,direct urinary metabolite,URXMNP,high,CDC NHANES phthalate/plasticizer metabolite panel and codebook,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",mapped,URXMNP,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXMNP"", ""n_cycles_available"": 10, ""total_measured"": 26740, ""total_above_lod"": 10881, ""pooled_above_lod_pct"": 40.69184741959611, ""min_cycle_above_lod_pct"": 5.834932821497121, ""median_cycle_above_lod_pct"": 32.662034475485356, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,URXMNP,urinary biomarker
C076994,PFAS exposure axis,direct serum PFAS analyte,LBXNFOS,high,CDC NHANES PFAS serum panel and codebook,27,Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC),mapped,LBXNFOS,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""LBXNFOS"", ""n_cycles_available"": 2, ""total_measured"": 3922, ""total_above_lod"": 3905, ""pooled_above_lod_pct"": 99.56654767975523, ""min_cycle_above_lod_pct"": 99.44806823883593, ""median_cycle_above_lod_pct"": 99.5685131240836, ""max_cycle_above_lod_pct"": 99.68895800933126}]",serum_or_blood,Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances,2015-2016;2017-2018,2,LBXNFOS,serum/blood biomarker
C026487,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
