module,gene,n_models,n_up,n_down,sign_concordance,median_delta_gene,mean_delta_gene
DNA_replication_E2F,AURKB,6,4,2,0.6666666666666666,0.32136475835482875,0.22731189829577134
DNA_replication_E2F,TACC3,6,4,2,0.6666666666666666,0.3176957934828571,0.4551885340812911
DNA_replication_E2F,DCLRE1B,6,4,2,0.6666666666666666,0.30993619572197484,0.13863339361050545
DNA_replication_E2F,CDC25A,6,4,2,0.6666666666666666,0.2931092980772933,0.2966872758309647
DNA_replication_E2F,RAN,6,4,2,0.6666666666666666,0.24654591384154242,0.06635699470668392
DNA_replication_E2F,SPC25,6,4,2,0.6666666666666666,0.24099651913947845,0.023210305352479848
DNA_replication_E2F,SMC4,6,4,2,0.6666666666666666,0.20346783305609373,0.3040410238150714
DNA_replication_E2F,RFC2,6,4,2,0.6666666666666666,0.18486346486578722,0.32481263189966264
DNA_replication_E2F,CDCA8,6,4,2,0.6666666666666666,0.18413781862444786,0.18726586369213838
DNA_replication_E2F,DEPDC1,6,4,2,0.6666666666666666,0.17268170538048078,0.270819929018184
DNA_replication_E2F,DDX39A,6,4,2,0.6666666666666666,0.16288711929356803,0.16008031905322537
