module,gene,n_models,n_up,n_down,sign_concordance,median_delta_gene,mean_delta_gene
DNA_replication_E2F,POLE4,6,4,2,0.6666666666666666,0.15874862023603653,0.1256005191505836
DNA_replication_E2F,PLK1,6,4,2,0.6666666666666666,0.15647418048885137,0.1877654703262196
DNA_replication_E2F,XPO1,6,4,2,0.6666666666666666,0.1435446057467389,0.13523373030316244
DNA_replication_E2F,AURKA,6,4,2,0.6666666666666666,0.12314009317214172,0.3890865310705562
DNA_replication_E2F,PPP1R8,6,4,2,0.6666666666666666,0.1045145836259686,0.03968124707549384
DNA_replication_E2F,TMPO,6,4,2,0.6666666666666666,0.08057907022170716,0.15480303048818522
DNA_replication_E2F,BUB1B,6,4,2,0.6666666666666666,0.051979567610349,0.25799680591306373
DNA_replication_E2F,UBE2S,6,2,4,0.6666666666666666,-0.03384506121106312,0.24142934206497277
DNA_replication_E2F,BIRC5,6,2,4,0.6666666666666666,-0.0904735367064679,0.19268766426352602
DNA_replication_E2F,MXD3,6,2,4,0.6666666666666666,-0.09327360523444105,-0.10496302276789489
DNA_replication_E2F,DUT,6,2,4,0.6666666666666666,-0.12436221850033874,-0.2432967181414735
DNA_replication_E2F,SHMT1,6,2,4,0.6666666666666666,-0.1272851189589266,0.08078345269562245
DNA_replication_E2F,NAP1L1,6,2,4,0.6666666666666666,-0.12841354591305676,0.08401556855866128
DNA_replication_E2F,NCAPD2,6,2,4,0.6666666666666666,-0.13226972470755233,0.05249849677306273
DNA_replication_E2F,PMS2,6,2,4,0.6666666666666666,-0.13463425804057105,-0.6080171183598936
DNA_replication_E2F,NUP205,6,2,4,0.6666666666666666,-0.14823239930719112,-0.42030592682713047
DNA_replication_E2F,MLH1,6,2,4,0.6666666666666666,-0.15561058411483591,-0.2866669913591385
DNA_replication_E2F,KIF22,6,2,4,0.6666666666666666,-0.17493985190155706,0.08051671139268583
DNA_replication_E2F,BRCA2,6,2,4,0.6666666666666666,-0.1796825392548302,0.16698051018796892
DNA_replication_E2F,ESPL1,6,2,4,0.6666666666666666,-0.21285218518889767,0.07667072285368792
DNA_replication_E2F,AK2,6,2,4,0.6666666666666666,-0.2228524538377909,-0.329520973622669
DNA_replication_E2F,POP7,6,2,4,0.6666666666666666,-0.2229716362493196,-0.5471085582328027
DNA_replication_E2F,CHEK1,6,2,4,0.6666666666666666,-0.22476286367926343,0.09529603558287351
DNA_replication_E2F,ASF1B,6,2,4,0.6666666666666666,-0.22625768337739433,-0.4194042778782599
DNA_replication_E2F,CHEK2,6,2,4,0.6666666666666666,-0.23399200082694638,-0.35070515808800845
DNA_replication_E2F,SYNCRIP,6,2,4,0.6666666666666666,-0.2456195804043952,-0.15734484296195547
DNA_replication_E2F,PNN,6,2,4,0.6666666666666666,-0.256014496226349,-0.38511606211259913
DNA_replication_E2F,PSMC3IP,6,2,4,0.6666666666666666,-0.2579551631245057,-0.06234454861591351
DNA_replication_E2F,MCM3,6,2,4,0.6666666666666666,-0.26836381105134083,-0.3506255233893625
DNA_replication_E2F,RPA1,6,2,4,0.6666666666666666,-0.2826183577109277,-0.4976824015027435
DNA_replication_E2F,CENPM,6,2,4,0.6666666666666666,-0.285712202654978,-0.09822976877715077
DNA_replication_E2F,RAD1,6,2,4,0.6666666666666666,-0.30722701417437537,-0.17038478287399791
DNA_replication_E2F,WDR90,6,2,4,0.6666666666666666,-0.3468770311798989,-0.5634052647437539
DNA_replication_E2F,GINS1,6,2,4,0.6666666666666666,-0.3486673053244652,-0.22466773727495357
DNA_replication_E2F,TK1,6,2,4,0.6666666666666666,-0.3514078008829258,-0.07546970160319204
DNA_replication_E2F,RFC1,6,2,4,0.6666666666666666,-0.3519469192950061,-0.5319604576455051
DNA_replication_E2F,HMGB2,6,2,4,0.6666666666666666,-0.3640843877066829,-0.13222518767995264
DNA_replication_E2F,NUP107,6,2,4,0.6666666666666666,-0.3702101749534452,-0.35052779446798166
DNA_replication_E2F,DCTPP1,6,2,4,0.6666666666666666,-0.3715720481209186,-0.5472336599328105
DNA_replication_E2F,POLD3,6,2,4,0.6666666666666666,-0.4271324000793254,-0.35239648523930067
DNA_replication_E2F,DEK,6,2,4,0.6666666666666666,-0.43365621076043837,0.0197006852834047
DNA_replication_E2F,MMS22L,6,2,4,0.6666666666666666,-0.454963866616941,-0.5082154477860298
DNA_replication_E2F,BRMS1L,6,2,4,0.6666666666666666,-0.4756081593725559,-0.22594354449048504
DNA_replication_E2F,PCNA,6,2,4,0.6666666666666666,-0.47679971113471986,-0.05310213825945642
DNA_replication_E2F,ING3,6,2,4,0.6666666666666666,-0.48828600138324985,-0.3564944122593932
DNA_replication_E2F,MTHFD2,6,2,4,0.6666666666666666,-0.4968253051862933,-0.3601530710285514
DNA_replication_E2F,LYAR,6,2,4,0.6666666666666666,-0.5567884827708963,-0.5261447498733697
DNA_replication_E2F,ZW10,6,2,4,0.6666666666666666,-0.5577931085424641,-0.5304753173182962
DNA_replication_E2F,CBX5,6,2,4,0.6666666666666666,-0.558833530141593,-0.2802501009684734
DNA_replication_E2F,MYBL2,6,2,4,0.6666666666666666,-0.5674967116277071,-0.5892241137958082
DNA_replication_E2F,LIG1,6,2,4,0.6666666666666666,-0.6064901068922326,-0.24948013915601064
DNA_replication_E2F,NAA38,6,2,4,0.6666666666666666,-0.6994806072267874,-0.45548919838164253
DNA_replication_E2F,POLD1,6,2,4,0.6666666666666666,-0.7395027471178597,-0.4675626574620236
DNA_replication_E2F,MCM4,6,2,4,0.6666666666666666,-0.7473885388429804,-0.38643970479955786
DNA_replication_E2F,HNRNPD,6,2,4,0.6666666666666666,-0.7571749612206213,-0.19932784608145782
DNA_replication_E2F,CDK4,6,2,4,0.6666666666666666,-0.9244278885132844,-0.9193364662167204
DNA_replication_E2F,NOLC1,6,2,4,0.6666666666666666,-1.1062987675520952,-1.1075433245608393
DNA_replication_E2F,CTPS1,3,1,2,0.6666666666666666,-1.632640502833036,-0.9217522262225967
DNA_replication_E2F,MKI67,6,3,3,0.5,0.5475017932673885,0.3919003424455201
DNA_replication_E2F,NASP,6,3,3,0.5,0.46006617287727924,0.07318746577105868
DNA_replication_E2F,POLE,6,3,3,0.5,0.45496701559189373,0.4877362051560569
DNA_replication_E2F,NUP153,6,3,3,0.5,0.38046654848008843,0.018438961893693245
DNA_replication_E2F,TCF19,6,3,3,0.5,0.32501553913506837,0.18105640970797063
DNA_replication_E2F,CSE1L,6,3,3,0.5,0.30151151553298794,0.07651442184426997
DNA_replication_E2F,EXOSC8,6,3,3,0.5,0.21378989629136289,0.0652252681641039
DNA_replication_E2F,UNG,6,3,3,0.5,0.19791364161072894,-0.03912748861298957
DNA_replication_E2F,SLBP,6,3,3,0.5,0.1929464660098918,-0.07003556193751999
DNA_replication_E2F,TFRC,6,3,3,0.5,0.18708003698430425,0.13055044927473838
DNA_replication_E2F,SMC6,6,3,3,0.5,0.16229108615790944,-0.1213294523321609
DNA_replication_E2F,SRSF2,6,3,3,0.5,0.14778771541428598,0.20065624689171188
DNA_replication_E2F,XRCC6,6,3,3,0.5,0.14166200858807265,0.20619832003820615
DNA_replication_E2F,RANBP1,6,3,3,0.5,0.11916360281963076,-0.06502469772009092
DNA_replication_E2F,SNRPB,6,3,3,0.5,0.11676560536362184,0.07673982581742143
DNA_replication_E2F,LMNB1,6,3,3,0.5,0.11127563740381813,0.42701446417359756
DNA_replication_E2F,NUDT21,6,3,3,0.5,0.10908261769860982,0.004662820065072497
DNA_replication_E2F,DSCC1,6,3,3,0.5,0.10297226819923277,0.08607024396045908
DNA_replication_E2F,PSIP1,6,3,3,0.5,0.10266206040109713,0.11840998430085103
DNA_replication_E2F,RBBP7,6,3,3,0.5,0.08149053369609777,0.19006093736858065
DNA_replication_E2F,E2F8,6,3,3,0.5,0.07229006823590736,-0.18345143081865145
DNA_replication_E2F,RFC3,6,3,3,0.5,0.05892773405121332,-0.2829038320758584
DNA_replication_E2F,EZH2,6,3,3,0.5,0.05293327321734044,0.2961185995352341
DNA_replication_E2F,PDS5B,6,3,3,0.5,0.043038888989563984,0.23619636624513687
DNA_replication_E2F,DONSON,6,3,3,0.5,0.03943418431879191,0.12026049915863139
DNA_replication_E2F,BARD1,6,3,3,0.5,0.03923309026920749,0.26939505874395436
DNA_replication_E2F,TOP2A,6,3,3,0.5,0.0368308675864302,0.4710487030959511
DNA_replication_E2F,CDC25B,6,3,3,0.5,0.03424252258809157,0.3821405241591525
DNA_replication_E2F,SSRP1,6,3,3,0.5,0.0276880910950886,-0.1540526054196719
DNA_replication_E2F,NOP56,6,3,3,0.5,0.02692144425393171,0.06632095752673799
DNA_replication_E2F,STAG1,6,3,3,0.5,0.014782662485826659,-0.17641571349449944
DNA_replication_E2F,DNMT1,6,3,3,0.5,0.01009973819453519,-0.31695182959099516
DNA_replication_E2F,PRPS1,6,3,3,0.5,0.006772743168484648,0.16789861838451825
DNA_replication_E2F,SMC1A,6,3,3,0.5,-0.005267584851985807,-0.10546027667179397
DNA_replication_E2F,MCM7,6,3,3,0.5,-0.015187319856833192,-0.13094431524078498
DNA_replication_E2F,HMGB3,6,3,3,0.5,-0.029286877480855594,0.4362395713513098
DNA_replication_E2F,LBR,6,3,3,0.5,-0.031648107098825484,-0.0406644485457685
DNA_replication_E2F,MELK,6,3,3,0.5,-0.036039723859333836,0.08791071334744228
DNA_replication_E2F,IPO7,6,3,3,0.5,-0.04613603653721743,-0.05278758709047101
DNA_replication_E2F,CTCF,6,3,3,0.5,-0.05389133187564549,-0.0877050525538568
DNA_replication_E2F,CCNB2,6,3,3,0.5,-0.054488669524339714,0.26456133876389526
DNA_replication_E2F,PRKDC,6,3,3,0.5,-0.05469095539516605,0.026396872257703152
DNA_replication_E2F,TIPIN,6,3,3,0.5,-0.056936137747737606,-0.10301725108719569
DNA_replication_E2F,RPA3,6,3,3,0.5,-0.07227889984339891,-0.11005949092130429
DNA_replication_E2F,MRE11,2,1,1,0.5,-0.09383432117131624,-0.09383432117131624
DNA_replication_E2F,PLK4,6,3,3,0.5,-0.10060244379135744,0.10159090720123087
DNA_replication_E2F,ORC6,6,3,3,0.5,-0.10525318343419436,0.017118549833359333
DNA_replication_E2F,GINS4,6,3,3,0.5,-0.1189255065159498,-0.22991706156629746
DNA_replication_E2F,EED,6,3,3,0.5,-0.12657556026498046,-0.09412101381535205
DNA_replication_E2F,KIF18B,6,3,3,0.5,-0.13574727145534218,0.06693356612799262
DNA_replication_E2F,MCM6,6,3,3,0.5,-0.14192671983751837,-0.13414129603667382
DNA_replication_E2F,POLD2,6,3,3,0.5,-0.17281307290182318,-0.21016419232243097
DNA_replication_E2F,TIMELESS,6,3,3,0.5,-0.199038918215566,-0.3494984178741231
DNA_replication_E2F,CDKN1B,6,3,3,0.5,-0.2035912865289955,-0.25469567151218936
DNA_replication_E2F,TBRG4,6,3,3,0.5,-0.2342395088358336,-0.269234048673657
DNA_replication_E2F,RAD51C,6,3,3,0.5,-0.23645093758745717,-0.4655819780630786
DNA_replication_E2F,WEE1,6,3,3,0.5,-0.23799270348727625,-0.14394153932767503
DNA_replication_E2F,HELLS,6,3,3,0.5,-0.3040650367297383,-0.17234363754254348
DNA_replication_E2F,RPA2,6,3,3,0.5,-0.39076527018903146,-0.5309569018110434
DNA_replication_E2F,PAICS,6,3,3,0.5,-0.43388616342710806,-0.28685235249253377
DNA_replication_E2F,JPT1,2,1,1,0.5,-0.45640642029970124,-0.45640642029970124
DNA_replication_E2F,MYC,6,3,3,0.5,-0.6199806638830966,-0.759899902276072
DNA_replication_E2F,CCNE1,6,3,3,0.5,-0.6544217270591852,-0.6013854467211844
DNA_replication_E2F,H2AZ1,2,1,1,0.5,-0.6734571419568338,-0.6734571419568338
DNA_replication_E2F,H2AX,2,1,1,0.5,-0.82933657708491,-0.82933657708491
EMT_total_hallmark,SPOCK1,6,6,0,1.0,0.9230061479541227,0.9244683742118708
EMT_total_hallmark,FAP,6,6,0,1.0,0.9212102781246645,1.0009644780382085
EMT_total_hallmark,SFRP4,6,6,0,1.0,0.8284401816062104,0.7968735401021917
EMT_total_hallmark,CCN2,2,2,0,1.0,0.6437024965836091,0.6437024965836091
EMT_total_hallmark,FN1,6,6,0,1.0,0.5626853140080977,0.7444142291105141
EMT_total_hallmark,IGFBP3,6,6,0,1.0,0.3244783575075601,0.45629295223498795
EMT_total_hallmark,COL16A1,6,6,0,1.0,0.24539141373086165,0.4012167215380535
EMT_total_hallmark,COLGALT1,3,0,3,1.0,-1.6312085527724989,-1.4966888500667122
EMT_total_hallmark,SGCB,6,5,1,0.8333333333333334,1.1213446552797024,0.9658924056497985
EMT_total_hallmark,ITGB5,6,5,1,0.8333333333333334,0.9181314401893883,0.9209176018092863
EMT_total_hallmark,ENO2,6,5,1,0.8333333333333334,0.8993793446567879,0.8366103207226728
EMT_total_hallmark,TIMP1,6,5,1,0.8333333333333334,0.8883448089980848,0.9568066343443572
EMT_total_hallmark,POSTN,6,5,1,0.8333333333333334,0.8571372954609048,0.6519757524773283
EMT_total_hallmark,ECM1,6,5,1,0.8333333333333334,0.8303304375295838,0.7442843552649725
EMT_total_hallmark,FBN1,6,5,1,0.8333333333333334,0.825507053227662,0.5375835084938676
EMT_total_hallmark,MMP2,6,5,1,0.8333333333333334,0.724673041125449,0.7692299229987903
EMT_total_hallmark,SLIT3,6,5,1,0.8333333333333334,0.6549418734921618,0.4950154628423152
EMT_total_hallmark,PLOD2,6,5,1,0.8333333333333334,0.630289046449412,0.8995799130436527
EMT_total_hallmark,LAMA3,6,5,1,0.8333333333333334,0.6276844698718163,0.4110641746660782
EMT_total_hallmark,FMOD,6,5,1,0.8333333333333334,0.5541972794131664,0.6493111541433509
EMT_total_hallmark,PLOD3,6,5,1,0.8333333333333334,0.5339038819617574,0.6154948980692739
EMT_total_hallmark,FBLN2,6,5,1,0.8333333333333334,0.5301193843525597,0.4247106272316044
EMT_total_hallmark,DKK1,6,5,1,0.8333333333333334,0.4718777307314817,0.25052823586117673
EMT_total_hallmark,INHBA,6,5,1,0.8333333333333334,0.464966121255628,0.10996473573628991
EMT_total_hallmark,SLIT2,6,5,1,0.8333333333333334,0.4137160615548496,0.5680409727923835
EMT_total_hallmark,WIPF1,6,5,1,0.8333333333333334,0.3915565603879976,0.6169732712054948
EMT_total_hallmark,CTHRC1,6,5,1,0.8333333333333334,0.36192587341677684,0.5904630893325568
EMT_total_hallmark,LRRC15,6,5,1,0.8333333333333334,0.35283833530860287,0.5952349721473521
EMT_total_hallmark,APLP1,6,5,1,0.8333333333333334,0.3513106642759621,0.47703950487501284
EMT_total_hallmark,TNFAIP3,6,5,1,0.8333333333333334,0.3186073439686027,0.04787911336806502
EMT_total_hallmark,MMP1,6,5,1,0.8333333333333334,0.28105695825525656,0.04168945970344584
EMT_total_hallmark,TPM1,6,5,1,0.8333333333333334,0.28054044636878467,0.26068149998979034
EMT_total_hallmark,CXCL1,6,5,1,0.8333333333333334,0.25058556089091455,0.02006126914942537
EMT_total_hallmark,VEGFA,6,5,1,0.8333333333333334,0.19649856322089487,0.34707941562576033
EMT_total_hallmark,FBLN5,6,5,1,0.8333333333333334,0.15175948731856398,0.42235919186753373
EMT_total_hallmark,SPP1,6,5,1,0.8333333333333334,0.13188898752716102,0.10708178395801364
EMT_total_hallmark,ITGB1,6,5,1,0.8333333333333334,0.12580051932142333,0.20347625251389304
EMT_total_hallmark,DAB2,6,5,1,0.8333333333333334,0.0799939057946424,0.262214080095093
EMT_total_hallmark,SPARC,6,5,1,0.8333333333333334,0.06912609118958052,0.4765865570580787
EMT_total_hallmark,TPM2,6,1,5,0.8333333333333334,-0.13210887013690628,0.11545929379794218
EMT_total_hallmark,SAT1,6,1,5,0.8333333333333334,-0.23756106416894193,-0.013975651166681313
EMT_total_hallmark,HTRA1,6,1,5,0.8333333333333334,-0.2424575854232957,-0.34505019432255013
EMT_total_hallmark,CAPG,6,1,5,0.8333333333333334,-0.26923800620903177,-0.4858461981888065
EMT_total_hallmark,SERPINH1,6,1,5,0.8333333333333334,-0.3102605859645499,-0.3497709361023836
EMT_total_hallmark,ID2,6,1,5,0.8333333333333334,-0.312116071040493,-0.2988653107738928
EMT_total_hallmark,TIMP3,6,1,5,0.8333333333333334,-0.3872820832533047,-0.4127473040012404
EMT_total_hallmark,MFAP5,6,1,5,0.8333333333333334,-0.5027670491708195,-0.7227907874334547
EMT_total_hallmark,PCOLCE,6,1,5,0.8333333333333334,-0.5817124139820409,-0.405004268547684
EMT_total_hallmark,MMP14,6,1,5,0.8333333333333334,-0.5993781292806837,-0.45754190266199074
EMT_total_hallmark,THBS2,6,1,5,0.8333333333333334,-0.6723010152758507,-0.5494280603948728
EMT_total_hallmark,IL6,6,1,5,0.8333333333333334,-0.754425527754558,-0.6872086162982592
EMT_total_hallmark,NOTCH2,6,1,5,0.8333333333333334,-0.9692745767185658,-0.7408292826508062
EMT_total_hallmark,TGFB1,4,3,1,0.75,1.1313827472876423,0.8789236309557432
EMT_total_hallmark,LAMA2,4,3,1,0.75,0.4650417292152735,0.38551348614092107
EMT_total_hallmark,PRSS2,4,3,0,0.75,0.1156038162419345,0.09062012332119757
EMT_total_hallmark,OXTR,4,1,3,0.75,-0.10798717381617906,-0.4753029682356145
EMT_total_hallmark,IL15,3,2,1,0.6666666666666666,1.1886836201039777,1.1242965330185217
EMT_total_hallmark,COL5A3,6,4,2,0.6666666666666666,0.9159261959418058,0.2883702797143324
EMT_total_hallmark,CALU,6,4,2,0.6666666666666666,0.768396571658475,0.7056107853590875
EMT_total_hallmark,THBS1,6,4,2,0.6666666666666666,0.7527478896024051,0.3052070902899768
EMT_total_hallmark,CXCL6,6,4,1,0.6666666666666666,0.7228967106198274,0.7089268640147396
EMT_total_hallmark,BGN,6,4,2,0.6666666666666666,0.7025382618785214,0.8030862647693721
EMT_total_hallmark,LOX,6,4,2,0.6666666666666666,0.6661177115581387,0.42366555729392164
EMT_total_hallmark,FLNA,6,4,2,0.6666666666666666,0.6216813410170792,0.4470670689202915
EMT_total_hallmark,DPYSL3,6,4,2,0.6666666666666666,0.6044392919309276,0.43634188202513124
EMT_total_hallmark,ECM2,6,4,2,0.6666666666666666,0.5612458919576048,0.20270028802832482
EMT_total_hallmark,GJA1,6,4,2,0.6666666666666666,0.5023269861014538,0.47844246403449125
EMT_total_hallmark,QSOX1,6,4,2,0.6666666666666666,0.485594753343732,0.32966240783586104
EMT_total_hallmark,FAS,6,4,2,0.6666666666666666,0.4511370524780058,0.29553205359833085
EMT_total_hallmark,TGFBR3,6,4,2,0.6666666666666666,0.4262019386503013,0.3446506558812779
EMT_total_hallmark,COL12A1,6,4,2,0.6666666666666666,0.3527638814500555,0.5263240004160292
EMT_total_hallmark,SNAI2,6,4,2,0.6666666666666666,0.35253172484394163,0.3312533097109826
EMT_total_hallmark,TGM2,6,4,2,0.6666666666666666,0.3506667101430958,0.5174430974389597
EMT_total_hallmark,COL3A1,6,4,2,0.6666666666666666,0.3358137656051855,0.4948993893483617
EMT_total_hallmark,COL7A1,6,4,2,0.6666666666666666,0.332945313544548,0.2133129619972278
EMT_total_hallmark,PFN2,6,4,2,0.6666666666666666,0.3286538769155327,0.37516172165184214
EMT_total_hallmark,FOXC2,6,4,2,0.6666666666666666,0.3169923917953999,0.16600639479179388
EMT_total_hallmark,COL5A2,6,4,2,0.6666666666666666,0.2834861009269487,-0.07944528032731939
EMT_total_hallmark,SDC4,6,4,2,0.6666666666666666,0.27926646708210345,0.07739816135677809
EMT_total_hallmark,SERPINE1,6,4,2,0.6666666666666666,0.2619610941900766,-0.08838056452951337
EMT_total_hallmark,MGP,6,4,2,0.6666666666666666,0.26050968149237475,0.33577489088306733
EMT_total_hallmark,ACTA2,6,4,2,0.6666666666666666,0.25761666835608343,0.4817032818739437
EMT_total_hallmark,COPA,6,4,2,0.6666666666666666,0.25729977535329185,0.22808893801602115
EMT_total_hallmark,ITGAV,6,4,2,0.6666666666666666,0.24981036093113768,0.004322819202923656
EMT_total_hallmark,COL1A2,6,4,2,0.6666666666666666,0.24857394012647077,0.3750264966737999
EMT_total_hallmark,GAS1,6,4,2,0.6666666666666666,0.24346346803876862,0.4235393242239529
EMT_total_hallmark,MYL9,6,4,2,0.6666666666666666,0.23956982289121614,0.5155828920288594
EMT_total_hallmark,PMEPA1,6,4,2,0.6666666666666666,0.23522806575701938,0.2380333421538728
EMT_total_hallmark,NTM,6,4,1,0.6666666666666666,0.22433030203614693,0.636910535298662
EMT_total_hallmark,PTHLH,6,4,2,0.6666666666666666,0.21356496256598378,0.31437664424219264
EMT_total_hallmark,PLAUR,6,4,2,0.6666666666666666,0.20581567741686213,-0.20512527968748148
EMT_total_hallmark,MXRA5,6,4,2,0.6666666666666666,0.2027693345915097,0.2011358225179006
EMT_total_hallmark,PTX3,6,4,2,0.6666666666666666,0.19875917874648508,0.22062167201861552
EMT_total_hallmark,COL11A1,6,4,2,0.6666666666666666,0.19425021531208997,0.36294061516368464
EMT_total_hallmark,MAGEE1,6,4,2,0.6666666666666666,0.18519124899965678,0.307766011914635
EMT_total_hallmark,GADD45A,6,4,2,0.6666666666666666,0.18278655737938249,-0.2027883213816137
EMT_total_hallmark,ITGB3,6,4,1,0.6666666666666666,0.18248561764011204,0.24121038690466165
EMT_total_hallmark,LAMA1,6,4,2,0.6666666666666666,0.15558352854590848,0.31372299864344927
EMT_total_hallmark,TNFRSF12A,6,4,2,0.6666666666666666,0.15455246130169975,0.06775916861694709
EMT_total_hallmark,PDGFRB,6,4,2,0.6666666666666666,0.1470060755007442,-0.07524499096207145
EMT_total_hallmark,COL5A1,6,4,2,0.6666666666666666,0.1210794804234503,-0.041148289773208536
EMT_total_hallmark,ABI3BP,6,4,2,0.6666666666666666,0.12012667867731325,0.020415773076078076
EMT_total_hallmark,FSTL3,6,4,2,0.6666666666666666,0.11921312992847541,-0.03800799185579895
EMT_total_hallmark,PCOLCE2,6,4,2,0.6666666666666666,0.11834179202388367,0.07566329249799308
EMT_total_hallmark,SGCD,6,4,1,0.6666666666666666,0.10401024277941628,0.4226473536396644
EMT_total_hallmark,TNFRSF11B,6,4,2,0.6666666666666666,0.10260485238250427,-0.1795448135424167
EMT_total_hallmark,FZD8,6,4,2,0.6666666666666666,0.09673757386244003,0.3775262321881076
EMT_total_hallmark,CRLF1,6,4,2,0.6666666666666666,0.09461178884791921,0.36565552998802753
EMT_total_hallmark,FBLN1,6,4,2,0.6666666666666666,0.08450515448814419,0.42673373977216295
EMT_total_hallmark,TGFBI,6,4,2,0.6666666666666666,0.08351051978771395,-0.05436404885081734
EMT_total_hallmark,LOXL1,6,4,2,0.6666666666666666,0.06279680414231964,-0.1520489923494411
EMT_total_hallmark,COL6A2,6,4,2,0.6666666666666666,0.060184436907925465,0.19006020596881915
EMT_total_hallmark,PLOD1,6,4,2,0.6666666666666666,0.05740274804593179,0.16574246801274975
EMT_total_hallmark,PMP22,6,4,2,0.6666666666666666,0.051034100194286114,0.294493925694218
EMT_total_hallmark,COMP,6,4,2,0.6666666666666666,0.03363377160844473,0.17836669440793695
EMT_total_hallmark,SERPINE2,6,4,2,0.6666666666666666,0.032774457207238886,0.34095675604204484
EMT_total_hallmark,ITGA5,6,4,2,0.6666666666666666,0.024276608428635743,-0.09116601890727571
EMT_total_hallmark,CXCL8,3,1,2,0.6666666666666666,-0.0004153944324762904,-0.28586814007730327
EMT_total_hallmark,LOXL2,6,2,4,0.6666666666666666,-0.0008087627883652804,-0.013505483800427265
EMT_total_hallmark,FERMT2,6,2,4,0.6666666666666666,-0.01009197216047418,-0.23271276326103849
EMT_total_hallmark,IL32,6,2,4,0.6666666666666666,-0.057019911108219135,-0.13479226188692614
EMT_total_hallmark,COL4A2,6,2,4,0.6666666666666666,-0.058735895639059954,-0.35586903174236856
EMT_total_hallmark,MMP3,6,2,4,0.6666666666666666,-0.0699947236639683,0.20481495452776832
EMT_total_hallmark,NT5E,6,2,4,0.6666666666666666,-0.09996401813311845,-0.2923532071006001
EMT_total_hallmark,CALD1,6,2,4,0.6666666666666666,-0.12735464721203424,0.2858152815190745
EMT_total_hallmark,CAP2,6,2,4,0.6666666666666666,-0.12960689390110808,-0.033264817012285335
EMT_total_hallmark,MSX1,6,2,4,0.6666666666666666,-0.1789113752663622,-0.2760987060740579
EMT_total_hallmark,TFPI2,6,2,4,0.6666666666666666,-0.1844834300480241,-0.043250670503621046
EMT_total_hallmark,RHOB,6,2,4,0.6666666666666666,-0.20513664029359674,-0.2304021018711735
EMT_total_hallmark,TAGLN,6,2,4,0.6666666666666666,-0.2213520961609033,0.08511621750348934
EMT_total_hallmark,P3H1,3,1,2,0.6666666666666666,-0.2735395855869093,-0.4500860483152041
EMT_total_hallmark,MYLK,6,2,4,0.6666666666666666,-0.2886729160653314,0.13981558435758032
EMT_total_hallmark,MEST,6,2,4,0.6666666666666666,-0.3244007317424391,-0.3780274095492066
EMT_total_hallmark,AREG,6,2,4,0.6666666666666666,-0.36420510763223324,0.0752653431100192
EMT_total_hallmark,CDH11,6,2,4,0.6666666666666666,-0.41882054427265036,-0.4466532680211652
EMT_total_hallmark,COL4A1,6,2,4,0.6666666666666666,-0.4545077345940225,-0.44232377554975605
EMT_total_hallmark,ANPEP,6,2,4,0.6666666666666666,-0.4742359799073192,-0.22528723867739467
EMT_total_hallmark,ADAM12,6,2,4,0.6666666666666666,-0.5768636007959115,-0.2615217913417059
EMT_total_hallmark,BASP1,6,2,4,0.6666666666666666,-0.6581859935969447,-0.46461274951274617
EMT_total_hallmark,SFRP1,6,2,4,0.6666666666666666,-0.785265662771194,-0.5417274977498122
EMT_total_hallmark,SNTB1,6,3,3,0.5,0.41422117486752397,0.2688807840034439
EMT_total_hallmark,LAMC2,6,3,3,0.5,0.24856482910642327,0.2047282900250311
EMT_total_hallmark,VIM,6,3,3,0.5,0.22304182615542176,-0.16869310458363151
EMT_total_hallmark,CCN1,2,1,1,0.5,0.2186729462819988,0.2186729462819988
EMT_total_hallmark,LRP1,6,3,3,0.5,0.2152327279613946,0.12943591552909553
EMT_total_hallmark,PDLIM4,6,3,3,0.5,0.21159869579002805,0.3568371525377041
EMT_total_hallmark,SGCG,6,3,2,0.5,0.1995801636785666,0.26658753008215647
EMT_total_hallmark,GLIPR1,6,3,3,0.5,0.19630248918494458,0.3016322200326404
EMT_total_hallmark,BMP1,6,3,3,0.5,0.19303194874659652,0.4569239608015587
EMT_total_hallmark,GPC1,6,3,3,0.5,0.17517827596541696,0.19564940468899547
EMT_total_hallmark,EFEMP2,6,3,3,0.5,0.1735836817825026,0.23832979708226898
EMT_total_hallmark,GREM1,6,3,3,0.5,0.1715064517731485,0.1619785206627111
EMT_total_hallmark,LAMC1,6,3,3,0.5,0.14843663911133648,-0.06954013863280913
EMT_total_hallmark,TPM4,6,3,3,0.5,0.1348784722168611,-0.07412233249064397
EMT_total_hallmark,MATN2,6,3,3,0.5,0.11869329936073383,0.4136877077911623
EMT_total_hallmark,CDH6,6,3,2,0.5,0.11650462227385429,0.180456739258365
EMT_total_hallmark,FUCA1,6,3,3,0.5,0.11019052664575832,0.3108188485544943
EMT_total_hallmark,SLC6A8,6,3,3,0.5,0.10427118878554736,0.40007869106185207
EMT_total_hallmark,DST,6,3,3,0.5,0.09669130845872848,0.30397075102914817
EMT_total_hallmark,GEM,6,3,3,0.5,0.06048153426132202,-0.034607914813159946
EMT_total_hallmark,THY1,6,3,3,0.5,0.053065986419925826,0.14915440091486806
EMT_total_hallmark,ELN,6,3,3,0.5,0.0405393083828173,0.16480935402754474
EMT_total_hallmark,IGFBP4,6,3,3,0.5,0.039203202316905716,-0.19478201350743293
EMT_total_hallmark,FSTL1,6,3,3,0.5,0.02710518984813126,0.16161558786053906
