cohort,modality,gene,n_right,n_left,right_mean,left_mean,right_minus_left,hedges_g,se_g,welch_p,welch_fdr,direction
GSE144735,single_cell_patient_pseudobulk,RP11-34P13.3,2,4,0.0,0.0,0.0,,,,,tie
GSE144735,single_cell_patient_pseudobulk,FAM138A,2,4,0.0,0.0,0.0,,,,,tie
GSE144735,single_cell_patient_pseudobulk,OR4F5,2,4,0.0,0.0,0.0,,,,,tie
GSE144735,single_cell_patient_pseudobulk,RP11-34P13.7,2,4,0.19330082409615673,0.2846914324506949,-0.09139060835453816,-0.1734296351566138,0.8681933711989626,0.7783221248583446,0.9729069925175451,left_high
GSE144735,single_cell_patient_pseudobulk,RP11-34P13.8,2,4,0.0,0.0,0.0,,,,,tie
GSE144735,single_cell_patient_pseudobulk,RP11-34P13.14,2,4,0.0,0.0,0.0,,,,,tie
GSE144735,single_cell_patient_pseudobulk,RP11-34P13.9,2,4,0.0,0.0,0.0,,,,,tie
GSE144735,single_cell_patient_pseudobulk,FO538757.3,2,4,0.0,0.0,0.0,,,,,tie
GSE144735,single_cell_patient_pseudobulk,FO538757.2,2,4,4.532939070395139,5.104833169247399,-0.5718940988522601,-0.43838231207660927,0.8797854178393185,0.5109157346871892,0.9637311368865381,left_high
GSE144735,single_cell_patient_pseudobulk,AP006222.2,2,4,3.144779334383675,3.525819283969051,-0.381039949585376,-0.3395089447267979,0.8743044609537847,0.6876999958719029,0.9729069925175451,left_high
GSE144735,single_cell_patient_pseudobulk,RP5-857K21.15,2,4,0.0,0.0,0.0,,,,,tie
GSE144735,single_cell_patient_pseudobulk,RP4-669L17.2,2,4,0.0,0.0,0.0,,,,,tie
GSE144735,single_cell_patient_pseudobulk,RP4-669L17.10,2,4,0.6516186739604997,0.8521385128283714,-0.20051983886787172,-0.2272962881806315,0.8697459113600859,0.6681721050432188,0.9717321551658369,left_high
GSE144735,single_cell_patient_pseudobulk,OR4F29,2,4,0.0,0.0,0.0,,,,,tie
