dataset,cell_line,sex,n_parental_arrays,n_oxr_arrays,parental_de_novo_pyrimidine_core,oxr_de_novo_pyrimidine_core,delta_de_novo_pyrimidine_core,parental_pyrimidine_nucleotide_supply,oxr_pyrimidine_nucleotide_supply,delta_pyrimidine_nucleotide_supply,parental_DHODH,oxr_DHODH,delta_DHODH,parental_RRM2,oxr_RRM2,delta_RRM2,parental_DCTD,oxr_DCTD,delta_DCTD,parental_CAD,oxr_CAD,delta_CAD,parental_UMPS,oxr_UMPS,delta_UMPS,parental_TYMS,oxr_TYMS,delta_TYMS
GSE42387,HCT116,Male,3,3,0.9674289648225604,0.9279164971269444,-0.039512467695616005,0.6833230088133666,0.26142465132930776,-0.42189835748405885,11.540727786666666,11.767986593333333,0.22725880666666676,12.542045113333332,12.129318753333331,-0.4127263600000006,11.659791669999999,11.400225673333333,-0.2595659966666659,12.385682256666668,12.12674313,-0.2589391266666681,13.134852866666668,13.162487173333334,0.02763430666666622,15.083461533333335,14.78859826,-0.29486327333333406
GSE42387,HT29,Female,3,3,-0.532736172215463,-0.40263868415459,0.130097488060873,-0.6475546593752146,0.005018797664206247,0.6525734570394208,10.950038183333334,11.131157366666665,0.18111918333333143,10.920928123333333,11.548172703333334,0.627244580000001,11.06185609,11.13706381,0.07520772000000164,11.44958579,11.953554793333334,0.5039690033333333,12.774815506666668,12.391665510000001,-0.38314999666666694,13.828957916666667,14.251469543333334,0.4225116266666671
GSE42387,LoVo,Male,3,3,-0.8224895351207131,-0.13748107045874183,0.6850084646619713,-0.4217604987222628,0.11954870029059793,0.5413091990128607,10.343078336666666,10.871035966666668,0.5279576300000013,11.289893653333332,11.394369493333334,0.10447584000000276,11.620309496666666,11.898805403333332,0.27849590666666657,11.773846653333335,12.01802766,0.24418100666666476,12.606550603333334,12.758219123333333,0.15166851999999942,14.316896753333333,14.062741016666669,-0.25415573666666447
GSE76092,HT29,Female,3,3,0.04266535329160507,-0.04266535329162711,-0.08533070658323218,-0.14610237741535922,0.14610237741535007,0.2922047548307093,11.82,11.946666666666667,0.12666666666666693,11.853333333333333,11.876666666666667,0.023333333333333428,10.6,10.696666666666667,0.09666666666666757,12.96,12.839999999999998,-0.12000000000000277,14.25,14.209999999999999,-0.040000000000000924,14.836666666666668,15.076666666666668,0.2400000000000002
