module,collection,n_trajectories,n_positive,n_negative,consistency_fraction,direction,median_nes,mean_nes,min_abs_nes,n_fdr_qval_025,universal_consistent_5of6,universal_consistent_4of6
COESSENTIALITY::605::biological process:positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,COESSENTIALITY,6,3,3,0.5,positive,0.04637502143225253,0.05250753585075626,0.9782794456029323,2,False,False
REACTOME::REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_OXIDATIVE_STRESS_METABOLIC_AND_NEURONAL_GENES,REACTOME,6,3,3,0.5,positive,0.04619155101376726,0.11632967804266219,0.651085234327051,0,False,False
HALLMARK::HALLMARK_MYC_TARGETS_V1,HALLMARK,6,3,3,0.5,positive,0.04606254678208799,-0.07788599771310396,0.9572704404360566,1,False,False
CORUM::1099::DNA synthesome complex (17 subunits),CORUM,6,3,3,0.5,positive,0.04605571810617315,0.03586608627377622,0.5896217886883238,0,False,False
CORUM::1111::DNA synthesome complex (17 subunits),CORUM,6,3,3,0.5,positive,0.04605571810617315,0.03586608627377622,0.5896217886883238,0,False,False
CORUM::3552::COG1-COG8-COG5-COG6-COG7 subcomplex,CORUM,6,3,3,0.5,positive,0.04595920305552181,0.07904528166508822,1.0801246492080412,1,False,False
REACTOME::REACTOME_DEVELOPMENTAL_CELL_LINEAGES_OF_THE_INTEGUMENTARY_SYSTEM,REACTOME,6,3,3,0.5,positive,0.04578957634029113,0.023178334900426534,0.9239419695601259,0,False,False
REACTOME::REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS,REACTOME,6,3,3,0.5,positive,0.0454954381275397,-0.06373920565120876,0.8979733716132025,0,False,False
COESSENTIALITY::1613::biological process:regulation of cell motility,COESSENTIALITY,6,3,3,0.5,positive,0.04543131589877253,-0.17276292417448325,0.5649738572412847,2,False,False
REACTOME::REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN,REACTOME,6,3,3,0.5,positive,0.04460441845474855,-0.11194662654503329,0.8303515389792318,1,False,False
REACTOME::REACTOME_FGFR3B_LIGAND_BINDING_AND_ACTIVATION,REACTOME,6,3,3,0.5,positive,0.04458903898276245,0.015692842695025244,1.2013222951874216,3,False,False
COESSENTIALITY::1429::biological process:inorganic anion transport,COESSENTIALITY,6,3,3,0.5,positive,0.044188159926347614,0.09256444518025035,0.9404951786560747,1,False,False
COESSENTIALITY::107::biological process:regulation of protein kinase activity,COESSENTIALITY,6,3,3,0.5,positive,0.04380824618693535,-0.0026641735339020443,0.8090286384464006,2,False,False
COESSENTIALITY::1425::,COESSENTIALITY,6,3,3,0.5,positive,0.04357168394878164,0.07031722275312523,0.8475502950769246,0,False,False
REACTOME::REACTOME_DISEASES_ASSOCIATED_WITH_O_GLYCOSYLATION_OF_PROTEINS,REACTOME,6,3,3,0.5,positive,0.043439400795324046,0.05593061578947665,0.6950201527088357,0,False,False
"CORUM::5495::TFIIH transcription factor complex (ERCC2, ERCC3, GTF2H1, CDK7, CCNH, GTF2H2)",CORUM,6,3,3,0.5,positive,0.0432933791414023,0.10792004425083533,0.5732182607476962,0,False,False
COESSENTIALITY::405::biological process:gene silencing by RNA,COESSENTIALITY,6,3,3,0.5,positive,0.042479626163779316,0.06717926923283117,0.6231548109941538,0,False,False
COESSENTIALITY::1130::,COESSENTIALITY,6,3,3,0.5,positive,0.04239412684627031,-0.09489036527602134,0.7064086808025534,0,False,False
COESSENTIALITY::1418::cellular component:trans-Golgi network,COESSENTIALITY,6,3,3,0.5,positive,0.04227970911152379,-0.11027536058437666,0.6507099776432719,0,False,False
REACTOME::REACTOME_ASYMMETRIC_LOCALIZATION_OF_PCP_PROTEINS,REACTOME,6,3,3,0.5,positive,0.04206327551674566,0.15960687925864034,0.8163839206051533,1,False,False
REACTOME::REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,REACTOME,6,3,3,0.5,positive,0.04206299728190205,0.04401213608001955,0.8494998002199461,2,False,False
REACTOME::REACTOME_RHOC_GTPASE_CYCLE,REACTOME,6,3,3,0.5,positive,0.04202903118509199,-0.01045886081465682,0.8676319965994697,0,False,False
COESSENTIALITY::117::biological process:nervous system process,COESSENTIALITY,6,3,3,0.5,positive,0.041535413798212295,-0.02884808371651922,0.9772632247998126,1,False,False
REACTOME::REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION,REACTOME,6,3,3,0.5,positive,0.041417954692939796,0.0370430218994857,0.8099117763611074,0,False,False
COESSENTIALITY::1307::,COESSENTIALITY,6,3,3,0.5,positive,0.04126813059685208,0.09619359644892937,0.7557392008453816,0,False,False
CORUM::2804::CTF18-cohesion-RFC complex,CORUM,6,3,3,0.5,positive,0.041155372186405526,0.10000525909984094,0.6337683999635895,0,False,False
REACTOME::REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,REACTOME,6,3,3,0.5,positive,0.040953490921496194,0.042575925426929284,0.9987356047576873,0,False,False
REACTOME::REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A,REACTOME,6,3,3,0.5,positive,0.040820087374559,0.08823129959084597,0.69168146983554,0,False,False
REACTOME::REACTOME_AUTOPHAGY,REACTOME,6,3,3,0.5,positive,0.04044990077903238,-0.05625337380228727,0.8187406805263105,0,False,False
REACTOME::REACTOME_RSV_HOST_INTERACTIONS,REACTOME,6,3,3,0.5,positive,0.04027994274378649,0.1832160781950379,0.8769295188745727,2,False,False
COESSENTIALITY::992::,COESSENTIALITY,6,3,3,0.5,positive,0.040188177573431905,0.012891508355196776,0.5480937508324205,0,False,False
REACTOME::REACTOME_REGULATION_OF_HOMOTYPIC_CELL_CELL_ADHESION,REACTOME,6,3,3,0.5,positive,0.04010592394773871,-0.0024189365295730716,1.0797131512072609,2,False,False
COESSENTIALITY::1040::biological process:regulation of immune response,COESSENTIALITY,6,3,3,0.5,positive,0.039730294013349376,0.08130744912355059,0.9485164058838234,0,False,False
COESSENTIALITY::344::,COESSENTIALITY,6,3,3,0.5,positive,0.03917597062584566,0.06838142002258607,0.6042273774159816,0,False,False
REACTOME::REACTOME_ER_QUALITY_CONTROL_COMPARTMENT_ERQC,REACTOME,6,3,3,0.5,positive,0.03906601012606542,0.03362413962082602,0.7675354040283304,0,False,False
REACTOME::REACTOME_NUCLEOTIDE_BINDING_DOMAIN_LEUCINE_RICH_REPEAT_CONTAINING_RECEPTOR_NLR_SIGNALING_PATHWAYS,REACTOME,6,3,3,0.5,positive,0.03791427472213088,0.04087577694397496,0.7349884753525642,0,False,False
COESSENTIALITY::207::biological process:regulation of protein kinase activity,COESSENTIALITY,6,3,3,0.5,positive,0.037681483773896074,-0.08240902974271645,0.9125388533639819,3,False,False
REACTOME::REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR,REACTOME,6,3,3,0.5,positive,0.037617403822131246,0.01037067780478009,0.9545788108072691,0,False,False
REACTOME::REACTOME_ELECTRIC_TRANSMISSION_ACROSS_GAP_JUNCTIONS,REACTOME,6,3,3,0.5,positive,0.037586683396595766,0.10401868375315824,0.7195794387601732,0,False,False
REACTOME::REACTOME_ESTROGEN_DEPENDENT_NUCLEAR_EVENTS_DOWNSTREAM_OF_ESR_MEMBRANE_SIGNALING,REACTOME,6,3,3,0.5,positive,0.037231074440541356,-0.027976756536749543,0.8855575665197327,0,False,False
REACTOME::REACTOME_DOWNSTREAM_SIGNAL_TRANSDUCTION,REACTOME,6,3,3,0.5,positive,0.03687335528655561,0.05524160966346773,0.9331966033833795,0,False,False
REACTOME::REACTOME_COLLAGEN_FORMATION,REACTOME,6,3,3,0.5,positive,0.03647924934827218,-0.07220397656098376,0.9229337571689284,0,False,False
COESSENTIALITY::101::,COESSENTIALITY,6,3,3,0.5,positive,0.03640966864382572,0.02736712069828236,0.8788512578954027,4,False,False
COESSENTIALITY::1501::biological process:response to interferon-gamma,COESSENTIALITY,6,3,3,0.5,positive,0.03637418266719772,0.015359519320156112,1.0036445199549446,0,False,False
REACTOME::REACTOME_CARDIOGENESIS,REACTOME,6,3,3,0.5,positive,0.03590868730415403,-0.24054332674948234,0.7134131757652724,1,False,False
COESSENTIALITY::1465::biological process:tRNA aminoacylation for protein translation,COESSENTIALITY,6,3,3,0.5,positive,0.035743993021885245,0.12243593045733119,1.0217049360191268,0,False,False
COESSENTIALITY::829::biological process:transcription by RNA polymerase III,COESSENTIALITY,6,3,3,0.5,positive,0.03558792579523978,-0.07354381059549848,0.9941843331045302,1,False,False
COESSENTIALITY::276::molecular function:phospholipid binding,COESSENTIALITY,6,3,3,0.5,positive,0.035572643111918156,0.04122232982648074,0.9067986320102583,2,False,False
COESSENTIALITY::1422::biological process:pancreas development,COESSENTIALITY,6,3,3,0.5,positive,0.03525522437353945,-0.07960148898998391,0.6135289883732853,0,False,False
COESSENTIALITY::1617::biological process:positive regulation of protein serine/threonine kinase activity,COESSENTIALITY,6,3,3,0.5,positive,0.03525002283591766,0.05684507658053032,0.6108419629580805,0,False,False
COESSENTIALITY::1562::cellular component:endomembrane system,COESSENTIALITY,6,3,3,0.5,positive,0.03468867456230584,0.11334695907704555,0.7976272213901875,0,False,False
COESSENTIALITY::414::molecular function:ATPase activator activity,COESSENTIALITY,6,3,3,0.5,positive,0.03456102185087295,0.1568413826667629,0.5939526430211606,0,False,False
REACTOME::REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,REACTOME,6,3,3,0.5,positive,0.034298468667626536,0.046200931508226385,0.7870455591471448,2,False,False
CORUM::6472::Bcl-2-Beclin1-UVRAG-PI(3)KC3 complex,CORUM,6,3,3,0.5,positive,0.03375919802578503,0.07944794868387213,0.8349500030344826,0,False,False
REACTOME::REACTOME_TRANSLATION,REACTOME,6,3,3,0.5,positive,0.03374419575028481,-0.10770092815659472,0.976035775772704,2,False,False
HALLMARK::HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK,6,3,3,0.5,positive,0.03333452342887888,0.06226404251890749,0.8410665586407233,0,False,False
COESSENTIALITY::892::biological process:anatomical structure morphogenesis,COESSENTIALITY,6,3,3,0.5,positive,0.03302624557479439,0.09339198418505266,0.6619811310482412,1,False,False
CURATED::FAO_mitochondrial,CURATED,6,3,3,0.5,positive,0.03276617966579565,-0.04167128257211802,0.5728668737754684,1,False,False
REACTOME::REACTOME_PROSTACYCLIN_SIGNALLING_THROUGH_PROSTACYCLIN_RECEPTOR,REACTOME,6,3,3,0.5,positive,0.03197535501294618,0.028105790592321062,0.6426964785261278,0,False,False
CORUM::1238::PBAF complex (Polybromo- and BAF containing complex),CORUM,6,3,3,0.5,positive,0.03181890901570095,0.11399030986327309,0.7101444400520055,0,False,False
CORUM::556::PBAF complex (Polybromo- and BAF containing complex),CORUM,6,3,3,0.5,positive,0.03181890901570095,0.11399030986327309,0.7101444400520055,0,False,False
CORUM::565::PBAF complex (Polybromo- and BAF containing complex),CORUM,6,3,3,0.5,positive,0.03181890901570095,0.11399030986327309,0.7101444400520055,0,False,False
CORUM::1226::H2AX complex I,CORUM,6,3,3,0.5,positive,0.031750820736665075,-0.010424548068483178,0.7829483364601328,0,False,False
CORUM::6435::HAUS augmin-like complex,CORUM,6,3,3,0.5,positive,0.031698054728747094,-0.07120380422996246,0.5874588132031543,1,False,False
COESSENTIALITY::738::,COESSENTIALITY,6,3,3,0.5,positive,0.03152581243813479,0.11291884443976968,0.871826914916832,0,False,False
COESSENTIALITY::643::biological process:positive regulation of cyclin-dependent protein serine/threonine kinase activity,COESSENTIALITY,6,3,3,0.5,positive,0.03142200207443924,0.14620855930801233,0.8087860353494283,1,False,False
REACTOME::REACTOME_FORMATION_OF_INTERMEDIATE_MESODERM,REACTOME,6,3,3,0.5,positive,0.03115469449805741,0.17273621761192026,0.6210407910393078,1,False,False
REACTOME::REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR,REACTOME,6,3,3,0.5,positive,0.03114036808693771,-0.1086198971826892,0.8475928912874635,0,False,False
COESSENTIALITY::1060::biological process:transcription by RNA polymerase III,COESSENTIALITY,6,3,3,0.5,positive,0.030750651440719312,-0.022345649276089913,1.0561480653146778,0,False,False
REACTOME::REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,REACTOME,6,3,3,0.5,positive,0.03060285053901113,0.036625934892590584,0.7266737405255812,0,False,False
REACTOME::REACTOME_DRUG_MEDIATED_INHIBITION_OF_CDK4_CDK6_ACTIVITY,REACTOME,6,3,3,0.5,positive,0.030589500993597918,-0.21831320858332126,0.7051920752062755,2,False,False
COESSENTIALITY::1514::biological process:tRNA aminoacylation for protein translation,COESSENTIALITY,6,3,3,0.5,positive,0.030505483877627915,0.09906260008547041,0.68257113503324,0,False,False
COESSENTIALITY::1305::biological process:complement activation,COESSENTIALITY,6,3,3,0.5,positive,0.030217262916039433,0.09373982993810896,0.9907224868451383,1,False,False
COESSENTIALITY::1258::biological process:positive regulation of tyrosine phosphorylation of STAT protein,COESSENTIALITY,6,3,3,0.5,positive,0.02948803666266281,-0.011360993577607467,0.7068895112394312,0,False,False
COESSENTIALITY::148::biological process:spindle assembly,COESSENTIALITY,6,3,3,0.5,positive,0.0289373819666201,-0.03557080854973749,0.7758510755438863,0,False,False
CORUM::2858::HBO1 complex,CORUM,6,3,3,0.5,positive,0.028897404380819947,-0.016049904307233947,0.5255519563872001,0,False,False
CORUM::806::BRM-SIN3A-HDAC complex,CORUM,6,3,3,0.5,positive,0.02877671720526842,0.0870956356806657,1.0430996672007724,1,False,False
COESSENTIALITY::930::biological process:complement activation,COESSENTIALITY,6,3,3,0.5,positive,0.028572952997791834,0.011216999475916997,1.108285014732346,2,False,False
REACTOME::REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,REACTOME,6,3,3,0.5,positive,0.028528148376273377,0.059614410989100454,0.6941632494302051,1,False,False
REACTOME::REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,REACTOME,6,3,3,0.5,positive,0.02842957894592535,0.020507523999697002,0.8536385511327115,0,False,False
REACTOME::REACTOME_SIGNALING_BY_NOTCH2,REACTOME,6,3,3,0.5,positive,0.028340198913391235,-0.04261624778971592,0.7009663913622444,0,False,False
COESSENTIALITY::1448::biological process:neural crest cell development,COESSENTIALITY,6,3,3,0.5,positive,0.0282198965110535,0.11189350864784513,0.5765408079726324,0,False,False
COESSENTIALITY::1228::,COESSENTIALITY,6,3,3,0.5,positive,0.02812496328686831,0.02827351611396302,0.7959640341117576,1,False,False
COESSENTIALITY::494::,COESSENTIALITY,6,3,3,0.5,positive,0.027833412125992607,0.124050599601145,0.836039963568498,0,False,False
REACTOME::REACTOME_GLYCOGEN_STORAGE_DISEASES,REACTOME,6,3,3,0.5,positive,0.02771014142217465,0.030139304697589225,0.7369487457299708,0,False,False
COESSENTIALITY::1507::biological process:7-methylguanosine mRNA capping,COESSENTIALITY,6,3,3,0.5,positive,0.027689804275855545,-0.12469635250459354,0.7816120815631636,0,False,False
COESSENTIALITY::1071::,COESSENTIALITY,6,3,3,0.5,positive,0.027619359428511292,-0.04827152925337841,0.5843210703195776,0,False,False
REACTOME::REACTOME_M_PHASE,REACTOME,6,3,3,0.5,positive,0.027581972741506366,-0.038391278923211,0.9524036849132437,0,False,False
COESSENTIALITY::454::,COESSENTIALITY,6,3,3,0.5,positive,0.02749672557943883,0.034748390324446134,1.08605325501598,0,False,False
REACTOME::REACTOME_ADHERENS_JUNCTIONS_INTERACTIONS,REACTOME,6,3,3,0.5,positive,0.027459140894895318,-0.01149135509773976,1.0926066808474992,2,False,False
REACTOME::REACTOME_REGULATION_OF_PD_L1_CD274_EXPRESSION,REACTOME,6,3,3,0.5,positive,0.027297869698405752,-0.005596299835349446,1.1669898895117425,3,False,False
COESSENTIALITY::1836::,COESSENTIALITY,6,3,3,0.5,positive,0.02720161594841558,-0.05937379905933086,0.6981352526994787,0,False,False
COESSENTIALITY::905::cellular component:proteasome core complex,COESSENTIALITY,6,3,3,0.5,positive,0.027175500285210208,-0.0915652957611481,0.8862636198941464,1,False,False
REACTOME::REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN,REACTOME,6,3,3,0.5,positive,0.0266855274833811,-0.011989899171785908,0.731261646422362,0,False,False
REACTOME::REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION,REACTOME,6,3,3,0.5,positive,0.026036431790739833,0.03750693853451261,0.5976825063141642,0,False,False
COESSENTIALITY::1404::,COESSENTIALITY,6,3,3,0.5,positive,0.02602344612895191,0.041048037825454665,0.546883393996209,0,False,False
CORUM::6470::Set1B complex,CORUM,6,3,3,0.5,positive,0.025979947671347314,0.004342431499625747,0.8470073046521766,0,False,False
REACTOME::REACTOME_ADORA2B_MEDIATED_ANTI_INFLAMMATORY_CYTOKINES_PRODUCTION,REACTOME,6,3,3,0.5,positive,0.025923026545319194,0.08280899247330475,0.7476937248315814,0,False,False
"COESSENTIALITY::1494::molecular function:transcriptional activator activity, RNA polymerase II distal enhancer sequence-specific DNA binding",COESSENTIALITY,6,3,3,0.5,positive,0.025889864912710225,0.03220858848119532,0.7149538377430142,0,False,False
REACTOME::REACTOME_UCH_PROTEINASES,REACTOME,6,3,3,0.5,positive,0.025778621099670995,-0.004112141361889754,1.2141143050696752,2,False,False
"COESSENTIALITY::602::molecular function:RNA polymerase II transcription factor activity, sequence-specific DNA binding",COESSENTIALITY,6,3,3,0.5,positive,0.025365128833060857,-0.0830997907592705,0.6943413726938553,0,False,False
REACTOME::REACTOME_SODIUM_PROTON_EXCHANGERS,REACTOME,6,3,3,0.5,positive,0.025184364516970814,0.018477822251212694,0.6370201097636246,0,False,False
HALLMARK::HALLMARK_KRAS_SIGNALING_DN,HALLMARK,6,3,3,0.5,positive,0.025172749752587598,-0.021550645828946096,0.9301151329630163,0,False,False
"COESSENTIALITY::1636::biological process:nucleotide-excision repair, DNA incision, 5'-to lesion",COESSENTIALITY,6,3,3,0.5,positive,0.025089976678052683,0.07106709460440208,0.8174659940595239,0,False,False
COESSENTIALITY::592::,COESSENTIALITY,6,3,3,0.5,positive,0.024740269598759468,0.044084569404825656,0.8107872216166611,0,False,False
REACTOME::REACTOME_ACYL_CHAIN_REMODELLING_OF_PE,REACTOME,6,3,3,0.5,positive,0.02465889507118879,0.06838603392109603,1.0759830775952466,0,False,False
REACTOME::REACTOME_ORC1_REMOVAL_FROM_CHROMATIN,REACTOME,6,3,3,0.5,positive,0.02462470470053718,0.0340056675579772,0.7232496613290952,0,False,False
COESSENTIALITY::724::,COESSENTIALITY,6,3,3,0.5,positive,0.024417220739158474,-0.0815339828894811,0.7153646171147169,1,False,False
COESSENTIALITY::1181::,COESSENTIALITY,6,3,3,0.5,positive,0.024301936785623923,0.061583522153511594,0.9117008355487539,0,False,False
COESSENTIALITY::1211::molecular function:ribosome binding,COESSENTIALITY,6,3,3,0.5,positive,0.024218078459697923,-0.07188522427758381,0.8042444049274811,1,False,False
COESSENTIALITY::897::molecular function:metallocarboxypeptidase activity,COESSENTIALITY,6,3,3,0.5,positive,0.02403257796005709,0.11877312457979872,0.7514264475886993,0,False,False
REACTOME::REACTOME_P75NTR_SIGNALS_VIA_NF_KB,REACTOME,6,3,3,0.5,positive,0.02385839909489501,0.04987103500201099,0.8952993615411325,0,False,False
COESSENTIALITY::650::biological process:protein ADP-ribosylation,COESSENTIALITY,6,3,3,0.5,positive,0.023612921825705735,0.058099308067607734,0.7286531786847861,0,False,False
REACTOME::REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS,REACTOME,6,3,3,0.5,positive,0.023526350324207523,-0.09883574085961944,0.796923748760014,0,False,False
COESSENTIALITY::58::cellular component:cytosolic large ribosomal subunit,COESSENTIALITY,6,3,3,0.5,positive,0.023474335054941675,0.028289291421939255,0.932281270325765,0,False,False
REACTOME::REACTOME_GLYCOSPHINGOLIPID_METABOLISM,REACTOME,6,3,3,0.5,positive,0.023435860891134586,-0.05555693052135028,0.6814490681014131,0,False,False
COESSENTIALITY::676::molecular function:cytokine activity,COESSENTIALITY,6,3,3,0.5,positive,0.022927090184920895,0.06562148621467395,0.8173411252393609,0,False,False
REACTOME::REACTOME_ISG15_ANTIVIRAL_MECHANISM,REACTOME,6,3,3,0.5,positive,0.022917475553709987,-0.09487980309651389,0.7397844764380077,1,False,False
REACTOME::REACTOME_REGULATION_OF_HMOX1_EXPRESSION_AND_ACTIVITY,REACTOME,6,3,3,0.5,positive,0.022370992187490946,-0.0453716435582737,0.6382673152643342,0,False,False
REACTOME::REACTOME_EARLY_SARS_COV_2_INFECTION_EVENTS,REACTOME,6,3,3,0.5,positive,0.022142121178099772,0.1341357707424146,0.9175240211997164,0,False,False
CORUM::6344::TNF-R1-associated signaling complex,CORUM,6,3,3,0.5,positive,0.022140798839674125,0.1317981568020146,0.8552011802197812,0,False,False
CORUM::2236::ASF1-histone containing complex,CORUM,6,3,3,0.5,positive,0.021945819290304924,-0.09166103759310802,1.138922127567059,1,False,False
REACTOME::REACTOME_CHREBP_ACTIVATES_METABOLIC_GENE_EXPRESSION,REACTOME,6,3,3,0.5,positive,0.02187101035936939,-0.05572479633965305,0.629916785139981,0,False,False
COESSENTIALITY::1051::,COESSENTIALITY,6,3,3,0.5,positive,0.021798915806145902,0.06627049710221466,0.5980206603525696,0,False,False
COESSENTIALITY::62::biological process:positive regulation of cyclin-dependent protein serine/threonine kinase activity,COESSENTIALITY,6,3,3,0.5,positive,0.021607961440143264,0.18346949018505987,0.843793579627228,1,False,False
CORUM::3009::TFIID complex,CORUM,6,3,3,0.5,positive,0.021145982243286343,0.04777559898648861,0.9074393018086484,1,False,False
REACTOME::REACTOME_GENE_SILENCING_BY_RNA,REACTOME,6,3,3,0.5,positive,0.021072752246179938,-0.008140410023317446,0.9704456056456147,2,False,False
REACTOME::REACTOME_STAT5_ACTIVATION,REACTOME,6,3,3,0.5,positive,0.020945882374915736,0.04683756916896823,0.9832005480560991,0,False,False
REACTOME::REACTOME_P75NTR_NEGATIVELY_REGULATES_CELL_CYCLE_VIA_SC1,REACTOME,6,3,3,0.5,positive,0.020936335476821832,0.08278031465466741,0.773322465083547,0,False,False
COESSENTIALITY::1023::biological process:negative regulation of epithelial cell proliferation,COESSENTIALITY,6,3,3,0.5,positive,0.02085500188276629,0.057411577568710924,0.46927189179699214,0,False,False
COESSENTIALITY::845::cellular component:cyclin-dependent protein kinase holoenzyme complex,COESSENTIALITY,6,3,3,0.5,positive,0.02069785575847588,-0.08722639239659465,0.866337353174925,0,False,False
COESSENTIALITY::1259::molecular function:heme binding,COESSENTIALITY,6,3,3,0.5,positive,0.020051200552102744,-0.039594968253230466,0.6702712590675586,0,False,False
COESSENTIALITY::539::biological process:complement activation,COESSENTIALITY,6,3,3,0.5,positive,0.01995017463755877,-0.02965754226484422,0.987440641332394,1,False,False
COESSENTIALITY::876::biological process:energy homeostasis,COESSENTIALITY,6,3,3,0.5,positive,0.019652352687185404,0.17530144919868343,0.9640458721338626,1,False,False
REACTOME::REACTOME_CGMP_EFFECTS,REACTOME,6,3,3,0.5,positive,0.0194874593243885,0.09494456616348627,0.5108036635137949,0,False,False
COESSENTIALITY::995::molecular function:GTP binding,COESSENTIALITY,6,3,3,0.5,positive,0.018784232940300072,-0.023196407241008094,1.0156774754973794,1,False,False
REACTOME::REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME,REACTOME,6,3,3,0.5,positive,0.018753012942067993,0.07490460995936128,0.9505020751451858,2,False,False
REACTOME::REACTOME_LANOSTEROL_BIOSYNTHESIS,REACTOME,6,3,3,0.5,positive,0.01856155792555836,-0.07340722122900005,0.7331854907018889,1,False,False
COESSENTIALITY::1592::molecular function:obsolete signal transducer activity,COESSENTIALITY,6,3,3,0.5,positive,0.01852268845703503,-0.04956411018818765,0.704477484854611,0,False,False
REACTOME::REACTOME_DIGESTION,REACTOME,6,3,3,0.5,positive,0.018277946962933944,-0.051347245507827786,0.7703067019145912,0,False,False
REACTOME::REACTOME_RHOD_GTPASE_CYCLE,REACTOME,6,3,3,0.5,positive,0.01784010016656057,-0.08134627898753248,0.8177108356520695,0,False,False
"COESSENTIALITY::69::molecular function:transcriptional repressor activity, RNA polymerase II proximal promoter sequence-specific DNA binding",COESSENTIALITY,6,3,3,0.5,positive,0.017600178075677264,0.012933059240309111,1.075488231084305,2,False,False
REACTOME::REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION,REACTOME,6,3,3,0.5,positive,0.01752744747207252,-0.035871541760311376,0.749808728619742,1,False,False
REACTOME::REACTOME_ELASTIC_FIBRE_FORMATION,REACTOME,6,3,3,0.5,positive,0.017387249663665005,-0.0037706094010524125,0.7142094751313456,0,False,False
COESSENTIALITY::1612::biological process:response to retinoic acid,COESSENTIALITY,6,3,3,0.5,positive,0.01715226094532507,0.02158265415794101,0.5576204598330655,0,False,False
CORUM::1332::Large Drosha complex,CORUM,6,3,3,0.5,positive,0.01702455890281812,0.2547078811177623,0.8598630303301807,2,False,False
COESSENTIALITY::1685::biological process:pancreas development,COESSENTIALITY,6,3,3,0.5,positive,0.016668611736078864,0.040368527823571754,0.745904520541579,2,False,False
REACTOME::REACTOME_ANTIGEN_PROCESSING_UB_ATP_INDEPENDENT_PROTEASOMAL_DEGRADATION,REACTOME,6,3,3,0.5,positive,0.016665776188547365,0.13068075571942006,0.6032908453416964,1,False,False
REACTOME::REACTOME_GLYCOGEN_METABOLISM,REACTOME,6,3,3,0.5,positive,0.016563322422023297,-0.03494366128773596,0.652384508449422,0,False,False
"CORUM::2715::Ubiquitin E3 ligase (CSN1, CSN8, HRT1, SKP1, SKP2, CUL1, CUL2, CUL3)",CORUM,6,3,3,0.5,positive,0.01611615026061597,0.16007444080698185,0.643657046651963,0,False,False
REACTOME::REACTOME_ADP_SIGNALLING_THROUGH_P2Y_PURINOCEPTOR_12,REACTOME,6,3,3,0.5,positive,0.01569673938871452,0.055892256794334516,1.054183059121038,0,False,False
COESSENTIALITY::1377::,COESSENTIALITY,6,3,3,0.5,positive,0.01551568256275998,0.031228412922654974,0.7270156793020813,0,False,False
CORUM::1193::Rap1 complex,CORUM,6,3,3,0.5,positive,0.015382319668515443,0.17740565783793397,0.9479895015885856,1,False,False
CORUM::144::Gamma-BAR-AP1 complex,CORUM,6,3,3,0.5,positive,0.015264917096204478,0.11417489711867228,1.0679734385349624,3,False,False
REACTOME::REACTOME_GLI_PROTEINS_BIND_PROMOTERS_OF_HH_RESPONSIVE_GENES_TO_PROMOTE_TRANSCRIPTION,REACTOME,6,3,3,0.5,positive,0.015019107683214294,0.09251801307132113,0.5937871620477811,0,False,False
REACTOME::REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,REACTOME,6,3,3,0.5,positive,0.014872207240343938,0.0314881448978381,0.8355250921412698,0,False,False
COESSENTIALITY::1097::cellular component:integral component of mitochondrial inner membrane,COESSENTIALITY,6,3,3,0.5,positive,0.014383032921634842,-0.04787541133787332,0.6273599755827272,0,False,False
REACTOME::REACTOME_NFE2L2_REGULATING_TUMORIGENIC_GENES,REACTOME,6,3,3,0.5,positive,0.014371445100583635,-0.0850562527753105,0.917593810054122,0,False,False
REACTOME::REACTOME_CA_DEPENDENT_EVENTS,REACTOME,6,3,3,0.5,positive,0.013779311271005401,0.02732428495164474,0.764986604224409,0,False,False
REACTOME::REACTOME_EPHRIN_SIGNALING,REACTOME,6,3,3,0.5,positive,0.013663740719288664,0.04462395462553085,0.9404804104128701,0,False,False
