database,signature_size,scoring_method,DRUG_NAME,drug_key,n_backgrounds_available,n_positive_backgrounds,n_positive_nonHCT116_backgrounds,median_background_rho,IQR_background_rho,min_background_rho,max_background_rho,leave_HCT116_out_median_rho,primary_discovery_gate,tested_status,rank_within_database_signature,global_empirical_p_value,global_empirical_q_value,global_null_permutations,global_null_unit,n_models_available,n_models_positive_median_rho,n_models_direction_consistent_ge3of4,n_models_top50,n_models_top100,n_models_top200,median_model_rho,median_model_rank,signature_robust_flag,model_combinations,strict_database_gate
CTRPv2,250,weighted,Tivozanib,TIVOZANIB,4,3,3,0.0939773370961614,0.3481554820362539,-0.3797325778076508,0.5748201036466651,0.16698887821127803,none,tested,52.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,3,3,2,3,3,0.03227725366443904,167.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Topotecan,TOPOTECAN,4,0,0,-0.10892172961138477,0.05123152709359609,-0.12972085385878487,-0.0167487684729064,-0.09359605911330048,none,tested,352.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,3,0,0,0,0,-0.008278598795840177,253.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Tretinoin:carboplatin (2:1 mol/mol),TRETINOINCARBOPLATIN21MOLMOL,4,3,2,0.04598898966728503,0.11165517502847899,-0.2520773481400772,0.11315276594396748,0.0324238919956398,none,tested,106.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,6,6,0,1,6,0.07063776470478672,129.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,True
CTRPv2,250,weighted,Tretinoin:navitoclax (4:1 mol/mol),TRETINOINNAVITOCLAX41MOLMOL,4,2,1,0.03435641398019933,0.3495807835095497,-0.41839783078418946,0.20459600328082292,-0.09486513601533175,none,tested,123.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,6,3,3,4,6,0.13691056889080072,58.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Triazolothiadiazine,TRIAZOLOTHIADIAZINE,4,2,2,0.009852216748768471,0.11379310344827587,-0.05090311986863711,0.1251231527093596,0.056376573617952924,none,tested,150.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,3,1,0,1,2,-0.008319649698960043,248.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Trifluoperazine,TRIFLUOPERAZINE,4,1,1,-0.10585858472210555,0.1691577862279909,-0.263811133393881,0.013568557378112849,-0.03931667569877727,none,tested,347.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,0,0,0,0,0,-0.03571723192179706,281.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Triptolide,TRIPTOLIDE,4,2,1,0.09691376378943665,0.238380156176001,-0.07028959333619503,0.22744361861187995,-0.012384138336551515,none,tested,48.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,3,0,1,2,3,0.010943312083499848,218.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,UNC0321,UNC0321,4,2,1,-0.05705842667862629,0.37994356798041135,-0.2885038753550381,0.12807114438843104,-0.24092496870832233,none,tested,269.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,3,1,0,0,1,-0.015850953305764498,239.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,UNC0638,UNC0638,4,2,1,-0.03144558119371999,0.10168158451981288,-0.17928014400817005,0.025950236907438827,-0.06502824072099377,none,tested,221.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,1,0,0,0,0,-0.035261792503637465,237.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,VER155008,VER155008,4,2,2,-0.05234184643989179,0.25193830125514105,-0.20353612913234467,0.31651422435416915,0.02894196214911663,none,tested,261.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,1,0,0,0,0,-0.06866018680056392,311.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,VU0155056,VU0155056,4,1,0,-0.2385516231486003,0.23713911975876367,-0.47103371526899884,0.2440243198149913,-0.2774680304737777,none,tested,401.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,0,0,0,0,0,-0.19985563314538374,397.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Valdecoxib,VALDECOXIB,4,1,1,-0.08485283847186786,0.14205382186207582,-0.14755234649599389,0.3283125296743808,-0.10024457368485598,none,tested,307.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,3,3,2,3,3,0.03995608879470269,168.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Vandetanib,VANDETANIB,4,2,1,-0.08873424066917958,0.298098041973439,-0.3189688577775177,0.20791650509739135,-0.19965204150565405,none,tested,319.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,1,0,0,0,1,-0.08395038665556256,331.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Veliparib,VELIPARIB,4,1,1,-0.09590176318034138,0.1592646580183393,-0.4104541903065897,0.1684926199580673,-0.08621645954555801,none,tested,333.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,1,0,0,0,0,-0.05732485371411036,313.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Vemurafenib,VEMURAFENIB,4,1,0,-0.06526004522259266,0.06081004497253705,-0.08150237968396618,0.13751781576266414,-0.0692967092965123,none,tested,278.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,1,0,0,0,0,-0.052731318269454305,289.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Vincristine sulfate,VINCRISTINESULFATE,4,0,0,-0.13497536945812805,0.1004727474972191,-0.18669950738916252,-0.056729699666295874,-0.08965517241379309,none,tested,372.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,0,0,0,0,0,-0.0858652470999523,338.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Vorapaxar,VORAPAXAR,4,2,1,0.01754009303238445,0.5653427211380093,-0.407211025807149,0.3243462493765239,-0.23742884186234295,none,tested,143.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,5,3,3,3,5,0.12006817515491411,78.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Vorinostat,VORINOSTAT,4,3,3,0.03584859584859584,0.12708180708180705,-0.10905982905982906,0.20615384615384613,0.06803418803418802,none,tested,116.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,4,4,1,1,4,0.04221001221001221,133.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,True
CTRPv2,250,weighted,Vorinostat:navitoclax (4:1 mol/mol),VORINOSTATNAVITOCLAX41MOLMOL,4,3,2,0.09821463731434896,0.15003781051591225,-0.016001422411879948,0.5150934071633735,0.08670523523294968,none,tested,44.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,6,6,4,6,6,0.14632445416067197,39.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,True
CTRPv2,250,weighted,Voxtalisib,VOXTALISIB,4,3,3,0.1537274371717237,0.19426548312941383,-0.054956500639366176,0.4785850421500775,0.19431416879309232,TierA_strong_collateral,tested,14.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,6,5,4,5,6,0.17267555648228183,20.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,True
CTRPv2,250,weighted,WAY-362450,WAY362450,4,0,0,-0.0918288624953613,0.06953939053340483,-0.26391098766412663,-0.03888605273600369,-0.10068430036294403,none,tested,327.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,0,0,0,0,0,-0.10665721109098103,353.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,WP1130,WP1130,4,2,1,-0.0654237437572314,0.3733841540610111,-0.26590970742425923,0.2730480192205761,-0.22452022535709956,none,tested,279.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,3,0,0,0,1,-0.02979177844221808,268.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,WZ8040,WZ8040,4,3,2,0.034143964476471014,0.09988448608640117,-0.20509096020841383,0.16319657597228518,0.03935236583728863,none,tested,125.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,6,4,0,1,5,0.06090936035845042,126.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,True
CTRPv2,250,weighted,YK-4-279,YK4279,4,1,1,-0.04014661743170935,0.13171112478087202,-0.07777133821904474,0.2980743317273606,-0.06531308896122315,none,tested,237.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,1,0,0,0,0,-0.04533110981693411,278.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,YL54,YL54,4,3,3,0.03500685138960884,0.10051123760602573,-0.13040786471729465,0.1567584732439378,0.05415328680008725,none,tested,121.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,6,6,1,2,4,0.03192743385637488,141.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,True
CTRPv2,250,weighted,ZSTK474,ZSTK474,4,2,1,-0.014395604395604382,0.34449938949938946,-0.5856410256410256,0.11316239316239315,-0.12759462759462756,none,tested,190.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,5,4,2,4,6,0.12054334554334553,73.0,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Zebularine,ZEBULARINE,4,2,2,-0.09601587655752364,0.30808321419169205,-0.21294649166161264,0.3901694443259625,0.008853610239008538,none,tested,334.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,0,0,0,0,0,-0.07701114423413463,326.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,BRD-K13999467,BRDK13999467,4,1,1,-0.09364917277792048,0.18136882229372714,-0.17747842676449455,0.06694883142736803,-0.013474500947412819,none,tested,330.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,1,1,0,0,1,-0.049566914199411435,312.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,BRD-K92856060,BRDK92856060,4,1,1,-0.14884884547419536,0.1592391951083837,-0.3815270727017426,0.020493303136204066,-0.10969277804159736,none,tested,379.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,0,0,0,0,0,-0.11486183508374287,365.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,BRD1812,BRD1812,4,0,0,-0.14940170940170938,0.17452380952380953,-0.48168498168498164,-0.0010256410256410254,-0.18564102564102564,none,tested,380.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,0,0,0,0,0,-0.07103174603174603,335.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Bax channel blocker,BAXCHANNELBLOCKER,4,3,2,0.0846153846153846,0.24948717948717947,-0.25846153846153846,0.2964102564102564,0.010769230769230769,none,tested,63.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,6,3,0,1,6,0.07576923076923077,126.5,True,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,CCT036477,CCT036477,4,1,1,-0.09775970887817734,0.17456227804123037,-0.43638126652870246,0.10939233867898535,-0.12317229337104962,none,tested,337.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,0,0,0,0,0,-0.06867643862542559,312.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Canertinib,CANERTINIB,4,2,1,-0.06250854408749144,0.28872180451127816,-0.45324675324675323,0.14736842105263157,-0.15488721804511277,none,tested,276.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,0,0,0,0,0,-0.05980861244019139,295.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Carboplatin:UNC0638 (2:1 mol/mol),CARBOPLATINUNC063821MOLMOL,4,1,1,-0.12985047474800918,0.1823512074128068,-0.33126437511452717,0.2440270442319743,-0.10416490636388821,none,tested,369.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,0,0,0,0,0,-0.1277339891016908,375.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Cyclosporin-A,CYCLOSPORINA,4,2,1,-0.10232927168577821,0.34028040792583925,-0.2962864715822742,0.15317616699231312,-0.2542724372072398,none,tested,343.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,2,0,0,0,0,-0.056684093030307255,301.0,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Epigallocatechin-3-monogallate,EPIGALLOCATECHIN3MONOGALLATE,4,2,1,-0.06130434782608696,0.21824414715719065,-0.2538461538461539,0.06869565217391303,-0.15304347826086956,none,tested,274.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,1,1,0,0,0,-0.035827759197324414,270.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
CTRPv2,250,weighted,Fluvastatin,FLUVASTATIN,4,2,1,0.0074184012550388215,0.09034521238800855,-0.26686435210542114,0.03220192690428693,-0.002967360502015528,none,tested,155.0,0.0001999600079984003,0.00019996000799840029,5000,shared row-label permutation of full sensitivity matrix across all drugs/trajectories,6,1,0,0,0,1,-0.04030664681904426,293.5,False,top100_weighted;top100_rank;top250_weighted;top250_rank;top500_weighted;top500_rank,False
