gene,background,observed_background_vulnerability_rho,empirical_p_value,n_permutations,n_trajectories_combined
PHEX,HCT116,-0.2647907647907648,0.001998001998001998,1000,3
PHF1,HCT116,-0.0747474747474747,0.41858141858141856,1000,3
PHF10,HCT116,-0.1723665223665223,0.058941058941058944,1000,3
PHF11,HCT116,-0.0327561327561327,0.7422577422577422,1000,3
PHF12,HCT116,0.0170995670995671,0.8521478521478522,1000,3
PHF13,HCT116,-0.0207792207792207,0.8381618381618382,1000,3
PHF14,HCT116,-0.0812409812409812,0.38161838161838163,1000,3
PHF19,HCT116,-0.1625541125541125,0.08291708291708291,1000,3
PHF2,HCT116,0.063997113997114,0.4825174825174825,1000,3
PHF20,HCT116,-0.0112554112554112,0.8941058941058941,1000,3
PHF20L1,HCT116,0.0038239538239538,0.971028971028971,1000,3
PHF21A,HCT116,0.1401875901875902,0.12187812187812187,1000,3
PHF21B,HCT116,-0.051010101010101,0.6153846153846154,1000,3
PHF23,HCT116,-0.0624819624819624,0.5054945054945055,1000,3
PHF24,HCT116,-0.243001443001443,0.008991008991008992,1000,3
PHF3,HCT116,-0.084054834054834,0.34265734265734266,1000,3
PHF5A,HCT116,-0.0075036075036075,0.938061938061938,1000,3
PHF6,HCT116,-0.2268398268398268,0.016983016983016984,1000,3
PHF7,HCT116,0.072005772005772,0.43456543456543456,1000,3
PHF8,HCT116,-0.0642135642135642,0.4915084915084915,1000,3
PHGDH,HCT116,0.0134199134199134,0.8801198801198801,1000,3
PHGR1,HCT116,,0.000999000999000999,1000,3
PHIP,HCT116,-0.2603174603174603,0.00999000999000999,1000,3
PHKA1,HCT116,-0.1246031746031746,0.17582417582417584,1000,3
PHKA2,HCT116,0.0603174603174603,0.5194805194805194,1000,3
PHKB,HCT116,-0.0762626262626262,0.3966033966033966,1000,3
PHKG1,HCT116,-0.242063492063492,0.012987012987012988,1000,3
PHKG2,HCT116,-0.0898268398268398,0.34565434565434566,1000,3
PHLDA1,HCT116,-0.0629148629148629,0.4745254745254745,1000,3
PHLDA2,HCT116,-0.0942279942279942,0.26373626373626374,1000,3
PHLDA3,HCT116,0.0097402597402597,0.938061938061938,1000,3
PHLDB1,HCT116,0.1392496392496392,0.12487512487512488,1000,3
PHLDB2,HCT116,0.0885281385281385,0.37162837162837165,1000,3
PHLDB3,HCT116,0.1209235209235209,0.19080919080919082,1000,3
PHLPP1,HCT116,0.0072871572871572,0.929070929070929,1000,3
PHLPP2,HCT116,-0.0672438672438672,0.4775224775224775,1000,3
PHOSPHO1,HCT116,-0.0428571428571428,0.6153846153846154,1000,3
PHOSPHO2,HCT116,-0.176046176046176,0.053946053946053944,1000,3
PHOX2A,HCT116,0.0026695526695526,0.9790209790209791,1000,3
PHOX2B,HCT116,0.1684704184704184,0.06593406593406594,1000,3
PHPT1,HCT116,-0.0232323232323232,0.8001998001998002,1000,3
PHRF1,HCT116,0.024025974025974,0.8011988011988012,1000,3
PHTF1,HCT116,0.0588023088023088,0.5304695304695305,1000,3
PHTF2,HCT116,-0.2587301587301587,0.005994005994005994,1000,3
PHYH,HCT116,-0.0371572871572871,0.6733266733266733,1000,3
PHYHD1,HCT116,-0.0909812409812409,0.3016983016983017,1000,3
PHYHIP,HCT116,-0.0002164502164502,0.996003996003996,1000,3
PHYHIPL,HCT116,-0.1638528138528138,0.06293706293706294,1000,3
PHYKPL,HCT116,-0.1295815295815295,0.17482517482517482,1000,3
PI15,HCT116,-0.1148629148629148,0.2057942057942058,1000,3
PI16,HCT116,-0.0199855699855699,0.7962037962037962,1000,3
PI3,HCT116,0.0674603174603174,0.46553446553446554,1000,3
PI4K2A,HCT116,0.0266233766233766,0.7832167832167832,1000,3
PI4K2B,HCT116,-0.2108225108225108,0.02197802197802198,1000,3
PI4KA,HCT116,0.1136363636363636,0.22277722277722278,1000,3
PI4KB,HCT116,0.0917748917748917,0.30569430569430567,1000,3
PIANP,HCT116,-0.0703463203463203,0.45354645354645357,1000,3
PIAS1,HCT116,0.0779942279942279,0.3946053946053946,1000,3
PIAS2,HCT116,-0.0101731601731601,0.9230769230769231,1000,3
PIAS3,HCT116,-0.0937950937950937,0.3036963036963037,1000,3
PIAS4,HCT116,-0.1425685425685425,0.12387612387612387,1000,3
PIBF1,HCT116,0.0234487734487734,0.7852147852147852,1000,3
PICALM,HCT116,0.0195526695526695,0.8421578421578422,1000,3
PICK1,HCT116,0.1556277056277056,0.08791208791208792,1000,3
PID1,HCT116,-0.0208513708513708,0.8281718281718282,1000,3
PIDD1,HCT116,-0.2817460317460317,0.002997002997002997,1000,3
PIERCE1,HCT116,-0.0023809523809523,0.981018981018981,1000,3
PIERCE2,HCT116,0.1395382395382395,0.12987012987012986,1000,3
PIEZO1,HCT116,0.064069264069264,0.4745254745254745,1000,3
PIEZO2,HCT116,,0.000999000999000999,1000,3
PIF1,HCT116,-0.1082972582972583,0.24275724275724275,1000,3
PIFO,HCT116,-0.0344155844155844,0.7062937062937062,1000,3
PIGA,HCT116,-0.037085137085137,0.6783216783216783,1000,3
PIGB,HCT116,0.0487734487734487,0.5924075924075924,1000,3
PIGBOS1,HCT116,,0.000999000999000999,1000,3
PIGC,HCT116,-0.0965367965367965,0.2987012987012987,1000,3
PIGF,HCT116,-0.0416305916305916,0.6343656343656343,1000,3
PIGG,HCT116,0.1748917748917749,0.03996003996003996,1000,3
PIGH,HCT116,0.0897546897546897,0.3076923076923077,1000,3
PIGK,HCT116,0.0029581529581529,0.975024975024975,1000,3
PIGL,HCT116,-0.1769119769119769,0.06993006993006994,1000,3
PIGM,HCT116,-0.045021645021645,0.6343656343656343,1000,3
PIGN,HCT116,0.0736652236652236,0.46053946053946054,1000,3
PIGO,HCT116,-0.0094516594516594,0.9150849150849151,1000,3
PIGP,HCT116,-0.1485569985569985,0.10989010989010989,1000,3
PIGQ,HCT116,0.0471861471861471,0.6113886113886113,1000,3
PIGR,HCT116,0.1063492063492063,0.23476523476523475,1000,3
PIGS,HCT116,-0.1914141414141414,0.04695304695304695,1000,3
PIGT,HCT116,-0.0041847041847041,0.9590409590409591,1000,3
PIGU,HCT116,-0.1698412698412698,0.07592407592407592,1000,3
PIGV,HCT116,-0.0933621933621933,0.3176823176823177,1000,3
PIGW,HCT116,0.0807359307359307,0.3866133866133866,1000,3
PIGX,HCT116,0.1921356421356421,0.05194805194805195,1000,3
PIGY,HCT116,-0.0974025974025974,0.3046953046953047,1000,3
PIGZ,HCT116,-0.0628427128427128,0.4755244755244755,1000,3
PIH1D1,HCT116,-0.2023088023088023,0.024975024975024976,1000,3
PIH1D2,HCT116,-0.143001443001443,0.12187812187812187,1000,3
PIK3AP1,HCT116,0.1674603174603174,0.07692307692307693,1000,3
PIK3C2A,HCT116,0.0014430014430014,0.984015984015984,1000,3
PIK3C2B,HCT116,0.0602453102453102,0.5304695304695305,1000,3
PIK3C2G,HCT116,0.0559884559884559,0.5264735264735265,1000,3
PIK3C3,HCT116,-0.157070707070707,0.08391608391608392,1000,3
PIK3CA,HCT116,-0.0181096681096681,0.8471528471528471,1000,3
PIK3CB,HCT116,0.0136363636363636,0.8691308691308691,1000,3
PIK3CD,HCT116,0.2164502164502164,0.014985014985014986,1000,3
PIK3CG,HCT116,0.0836219336219336,0.36163836163836166,1000,3
PIK3IP1,HCT116,-0.037085137085137,0.6693306693306693,1000,3
PIK3R1,HCT116,-0.233044733044733,0.00999000999000999,1000,3
PIK3R2,HCT116,-0.0012987012987012,0.989010989010989,1000,3
PIK3R3,HCT116,0.019047619047619,0.8501498501498501,1000,3
PIK3R4,HCT116,0.015079365079365,0.8711288711288712,1000,3
PIK3R5,HCT116,-0.1185425685425685,0.18681318681318682,1000,3
PIK3R6,HCT116,,0.000999000999000999,1000,3
PIKFYVE,HCT116,0.2073593073593073,0.025974025974025976,1000,3
PILRA,HCT116,0.023088023088023,0.8011988011988012,1000,3
PILRB,HCT116,-0.1860750360750361,0.03596403596403597,1000,3
PIM1,HCT116,-0.0281385281385281,0.7522477522477522,1000,3
PIM2,HCT116,-0.0783549783549783,0.38161838161838163,1000,3
PIM3,HCT116,0.1019480519480519,0.28471528471528473,1000,3
PIMREG,HCT116,0.0196969696969696,0.8361638361638362,1000,3
PIN1,HCT116,-0.2149350649350649,0.025974025974025976,1000,3
PIN4,HCT116,-0.1348484848484848,0.12487512487512488,1000,3
PINK1,HCT116,-0.1103896103896103,0.24675324675324675,1000,3
PINLYP,HCT116,-0.0571428571428571,0.5294705294705294,1000,3
PINX1,HCT116,-0.2997113997113997,0.002997002997002997,1000,3
PIP,HCT116,-0.0618326118326118,0.4925074925074925,1000,3
PIP4K2A,HCT116,-0.0746753246753246,0.42957042957042957,1000,3
PIP4K2B,HCT116,-0.3124819624819624,0.000999000999000999,1000,3
PIP4K2C,HCT116,0.1224386724386724,0.1838161838161838,1000,3
PIP4P1,HCT116,-0.1264069264069264,0.17582417582417584,1000,3
PIP4P2,HCT116,0.1727272727272727,0.054945054945054944,1000,3
PIP5K1A,HCT116,0.2373015873015873,0.00999000999000999,1000,3
PIP5K1B,HCT116,-0.016017316017316,0.8551448551448552,1000,3
PIP5K1C,HCT116,-0.0374458874458874,0.6803196803196803,1000,3
PIP5KL1,HCT116,0.0722222222222222,0.4355644355644356,1000,3
PIPOX,HCT116,0.1757575757575757,0.03696303696303696,1000,3
PIR,HCT116,0.0379509379509379,0.6763236763236763,1000,3
PIRT,HCT116,-0.0196969696969696,0.8411588411588412,1000,3
PISD,HCT116,-0.0903318903318903,0.3206793206793207,1000,3
PITHD1,HCT116,-0.1546897546897546,0.0919080919080919,1000,3
PITPNA,HCT116,0.0409812409812409,0.6473526473526473,1000,3
PITPNB,HCT116,0.085064935064935,0.3646353646353646,1000,3
PITPNC1,HCT116,0.1305916305916306,0.16983016983016982,1000,3
PITPNM1,HCT116,-0.1041125541125541,0.26573426573426573,1000,3
PITPNM2,HCT116,0.0402597402597402,0.6783216783216783,1000,3
PITPNM3,HCT116,0.1408369408369408,0.11688311688311688,1000,3
PITRM1,HCT116,-0.0048340548340548,0.957042957042957,1000,3
PITX1,HCT116,0.1448051948051948,0.1108891108891109,1000,3
PITX2,HCT116,0.0621933621933621,0.5104895104895105,1000,3
PITX3,HCT116,0.2018759018759018,0.029970029970029972,1000,3
PIWIL1,HCT116,0.0875901875901876,0.3336663336663337,1000,3
PIWIL2,HCT116,0.2466810966810966,0.006993006993006993,1000,3
PIWIL3,HCT116,0.0015873015873015,0.993006993006993,1000,3
PIWIL4,HCT116,0.1747474747474747,0.06993006993006994,1000,3
PJA1,HCT116,-0.2282106782106782,0.013986013986013986,1000,3
PJA2,HCT116,0.0282106782106782,0.7812187812187812,1000,3
PJVK,HCT116,0.0359307359307359,0.6873126873126874,1000,3
PKD1,HCT116,,0.000999000999000999,1000,3
PKD1L1,HCT116,-0.1422077922077922,0.12987012987012986,1000,3
PKD1L2,HCT116,,0.000999000999000999,1000,3
PKD1L3,HCT116,,0.000999000999000999,1000,3
PKD2,HCT116,0.0344877344877344,0.7142857142857143,1000,3
PKD2L1,HCT116,-0.0705627705627705,0.4405594405594406,1000,3
PKD2L2,HCT116,-0.1398268398268398,0.12687312687312688,1000,3
PKDCC,HCT116,-0.0101010101010101,0.9150849150849151,1000,3
PKDREJ,HCT116,0.073015873015873,0.42957042957042957,1000,3
PKHD1,HCT116,-0.0929292929292929,0.32367632367632365,1000,3
PKHD1L1,HCT116,-0.2696969696969697,0.003996003996003996,1000,3
PKIA,HCT116,0.0109668109668109,0.903096903096903,1000,3
PKIB,HCT116,-0.1233044733044733,0.19080919080919082,1000,3
PKIG,HCT116,-0.0847763347763347,0.36563436563436563,1000,3
PKLR,HCT116,0.1711399711399711,0.059940059940059943,1000,3
PKM,HCT116,-0.1976190476190476,0.02197802197802198,1000,3
PKMYT1,HCT116,0.1052669552669552,0.23776223776223776,1000,3
PKN1,HCT116,0.2036796536796536,0.029970029970029972,1000,3
PKN2,HCT116,0.1603174603174603,0.08191808191808192,1000,3
PKN3,HCT116,0.1745310245310245,0.056943056943056944,1000,3
PKNOX1,HCT116,0.1578643578643578,0.0939060939060939,1000,3
PKNOX2,HCT116,-0.0344877344877344,0.7052947052947053,1000,3
PKP1,HCT116,-0.025036075036075,0.7972027972027972,1000,3
PKP2,HCT116,0.1109668109668109,0.22477522477522477,1000,3
PKP3,HCT116,-0.3760461760461761,0.000999000999000999,1000,3
PKP4,HCT116,0.0046897546897546,0.955044955044955,1000,3
PLA1A,HCT116,-0.0479797979797979,0.5954045954045954,1000,3
PLA2G12A,HCT116,-0.0598845598845598,0.5254745254745254,1000,3
PLA2G12B,HCT116,0.0058441558441558,0.9460539460539461,1000,3
PLA2G15,HCT116,-0.3173881673881674,0.000999000999000999,1000,3
PLA2G1B,HCT116,0.1367243867243867,0.13786213786213786,1000,3
PLA2G2A,HCT116,-0.0953823953823953,0.2777222777222777,1000,3
PLA2G2C,HCT116,,0.000999000999000999,1000,3
PLA2G2D,HCT116,-0.2054834054834055,0.02097902097902098,1000,3
PLA2G2E,HCT116,0.0022366522366522,0.99000999000999,1000,3
PLA2G2F,HCT116,-0.2984848484848484,0.001998001998001998,1000,3
PLA2G3,HCT116,-0.3148629148629148,0.000999000999000999,1000,3
PLA2G4A,HCT116,0.005050505050505,0.9590409590409591,1000,3
PLA2G4B,HCT116,-0.1388167388167388,0.12287712287712288,1000,3
PLA2G4C,HCT116,-0.0212842712842712,0.8211788211788211,1000,3
PLA2G4D,HCT116,-0.3382395382395382,0.000999000999000999,1000,3
PLA2G4E,HCT116,-0.1197691197691197,0.21978021978021978,1000,3
PLA2G4F,HCT116,0.1542568542568542,0.07992007992007992,1000,3
PLA2G5,HCT116,-0.0647907647907647,0.4885114885114885,1000,3
PLA2G6,HCT116,-0.2207070707070707,0.012987012987012988,1000,3
PLA2G7,HCT116,-0.0094516594516594,0.922077922077922,1000,3
PLA2R1,HCT116,0.1806637806637806,0.055944055944055944,1000,3
PLAA,HCT116,0.0222222222222222,0.8261738261738262,1000,3
PLAAT1,HCT116,,0.000999000999000999,1000,3
PLAAT2,HCT116,0.0081529581529581,0.9050949050949051,1000,3
PLAAT3,HCT116,0.0432900432900432,0.6183816183816184,1000,3
PLAAT4,HCT116,-0.0509379509379509,0.5904095904095904,1000,3
PLAAT5,HCT116,0.1269119769119769,0.17182817182817184,1000,3
PLAC1,HCT116,-0.1077200577200577,0.2137862137862138,1000,3
PLAC8,HCT116,-0.0523088023088023,0.5674325674325674,1000,3
PLAC8L1,HCT116,-0.0453102453102453,0.6193806193806194,1000,3
PLAC9,HCT116,0.115079365079365,0.21678321678321677,1000,3
PLAG1,HCT116,0.1299422799422799,0.16583416583416583,1000,3
PLAGL1,HCT116,-0.0934343434343434,0.2977022977022977,1000,3
PLAGL2,HCT116,-0.1025252525252525,0.2597402597402597,1000,3
PLAT,HCT116,-0.0067821067821067,0.9560439560439561,1000,3
PLAU,HCT116,-0.0211399711399711,0.8061938061938062,1000,3
PLAUR,HCT116,-0.1866522366522366,0.03996003996003996,1000,3
PLB1,HCT116,0.1749639249639249,0.056943056943056944,1000,3
PLBD1,HCT116,0.1846320346320346,0.04295704295704296,1000,3
PLBD2,HCT116,0.0511544011544011,0.5844155844155844,1000,3
PLCB1,HCT116,-0.0984848484848484,0.2827172827172827,1000,3
PLCB2,HCT116,-0.1388167388167388,0.14085914085914086,1000,3
PLCB3,HCT116,0.220995670995671,0.02197802197802198,1000,3
PLCB4,HCT116,-0.03008658008658,0.7302697302697303,1000,3
PLCD1,HCT116,0.0598124098124098,0.5314685314685315,1000,3
PLCD3,HCT116,,0.000999000999000999,1000,3
PLCD4,HCT116,0.0581529581529581,0.5464535464535465,1000,3
PLCE1,HCT116,0.1774891774891775,0.054945054945054944,1000,3
PLCG1,HCT116,-0.1189033189033189,0.18981018981018982,1000,3
PLCG2,HCT116,0.0365800865800865,0.6783216783216783,1000,3
PLCH1,HCT116,0.1056277056277056,0.2217782217782218,1000,3
PLCH2,HCT116,-0.0906926406926406,0.33166833166833165,1000,3
PLCL1,HCT116,-0.0727272727272727,0.4205794205794206,1000,3
PLCL2,HCT116,-0.1297258297258297,0.15684315684315683,1000,3
PLCXD1,HCT116,,0.000999000999000999,1000,3
PLCXD2,HCT116,-0.1323232323232323,0.16283716283716285,1000,3
PLCXD3,HCT116,-0.1044011544011544,0.2547452547452547,1000,3
PLCZ1,HCT116,-0.0177489177489177,0.8311688311688312,1000,3
PLD1,HCT116,-0.0178210678210678,0.8361638361638362,1000,3
PLD2,HCT116,0.1165223665223665,0.1928071928071928,1000,3
PLD3,HCT116,0.1334776334776334,0.14985014985014986,1000,3
PLD4,HCT116,0.1324675324675324,0.14085914085914086,1000,3
PLD5,HCT116,-0.0564213564213564,0.5254745254745254,1000,3
PLD6,HCT116,0.1001443001443001,0.26973026973026976,1000,3
PLEC,HCT116,-0.2061327561327561,0.029970029970029972,1000,3
PLEK,HCT116,-0.1785714285714285,0.054945054945054944,1000,3
PLEK2,HCT116,0.0921356421356421,0.32967032967032966,1000,3
PLEKHA1,HCT116,-0.0373015873015873,0.6823176823176823,1000,3
PLEKHA2,HCT116,,0.000999000999000999,1000,3
PLEKHA3,HCT116,-0.1013708513708513,0.26873126873126874,1000,3
PLEKHA4,HCT116,-0.0005772005772005,0.994005994005994,1000,3
PLEKHA5,HCT116,-0.0329725829725829,0.7022977022977023,1000,3
PLEKHA6,HCT116,-0.0008658008658008,0.9920079920079921,1000,3
PLEKHA7,HCT116,-0.008080808080808,0.9310689310689311,1000,3
PLEKHA8,HCT116,-0.0773448773448773,0.39760239760239763,1000,3
PLEKHB1,HCT116,0.2163780663780664,0.016983016983016984,1000,3
PLEKHB2,HCT116,-0.0942279942279942,0.3176823176823177,1000,3
PLEKHD1,HCT116,0.2344155844155844,0.008991008991008992,1000,3
PLEKHF1,HCT116,-0.0558441558441558,0.5514485514485514,1000,3
PLEKHF2,HCT116,-0.1813131313131313,0.06493506493506493,1000,3
PLEKHG1,HCT116,0.086002886002886,0.3256743256743257,1000,3
PLEKHG2,HCT116,-0.0248196248196248,0.7792207792207793,1000,3
PLEKHG3,HCT116,0.0755411255411255,0.4125874125874126,1000,3
PLEKHG4,HCT116,-0.1808802308802309,0.04895104895104895,1000,3
PLEKHG4B,HCT116,0.1081529581529581,0.23776223776223776,1000,3
PLEKHG5,HCT116,-0.0129148629148629,0.8891108891108891,1000,3
PLEKHG6,HCT116,0.1204906204906205,0.19880119880119881,1000,3
PLEKHG7,HCT116,0.2175324675324675,0.02097902097902098,1000,3
PLEKHH1,HCT116,0.2806637806637806,0.001998001998001998,1000,3
PLEKHH2,HCT116,-0.0671717171717171,0.44155844155844154,1000,3
PLEKHH3,HCT116,0.0689754689754689,0.45054945054945056,1000,3
PLEKHJ1,HCT116,0.1673160173160173,0.06493506493506493,1000,3
PLEKHM1,HCT116,0.0051226551226551,0.9590409590409591,1000,3
PLEKHM2,HCT116,-0.2307359307359307,0.006993006993006993,1000,3
PLEKHM3,HCT116,-0.1198412698412698,0.1998001998001998,1000,3
PLEKHN1,HCT116,0.017027417027417,0.8481518481518482,1000,3
PLEKHO1,HCT116,-0.1377344877344877,0.12687312687312688,1000,3
PLEKHO2,HCT116,-0.0921356421356421,0.3336663336663337,1000,3
PLEKHS1,HCT116,-0.1357864357864358,0.15284715284715283,1000,3
PLET1,HCT116,,0.000999000999000999,1000,3
PLG,HCT116,-0.0844155844155844,0.35864135864135865,1000,3
PLGRKT,HCT116,0.0025252525252525,0.978021978021978,1000,3
PLIN1,HCT116,0.059090909090909,0.5274725274725275,1000,3
PLIN2,HCT116,0.0501443001443001,0.5864135864135864,1000,3
PLIN3,HCT116,-0.1884559884559884,0.03296703296703297,1000,3
PLIN4,HCT116,0.0862193362193362,0.35764235764235763,1000,3
PLIN5,HCT116,0.2635642135642135,0.005994005994005994,1000,3
PLK1,HCT116,-0.1052669552669552,0.2597402597402597,1000,3
PLK2,HCT116,0.1378787878787878,0.11988011988011989,1000,3
PLK3,HCT116,0.0826118326118326,0.3806193806193806,1000,3
PLK4,HCT116,-0.1237373737373737,0.17482517482517482,1000,3
PLK5,HCT116,-0.0106060606060606,0.9090909090909091,1000,3
PLLP,HCT116,-0.1719336219336219,0.058941058941058944,1000,3
PLN,HCT116,,0.000999000999000999,1000,3
PLOD1,HCT116,0.1076479076479076,0.2547452547452547,1000,3
PLOD2,HCT116,-0.1326118326118326,0.16483516483516483,1000,3
PLOD3,HCT116,-0.0994227994227994,0.26073926073926074,1000,3
PLP1,HCT116,-0.1759740259740259,0.04895104895104895,1000,3
PLP2,HCT116,-0.1461038961038961,0.12487512487512488,1000,3
PLPBP,HCT116,-0.3326118326118326,0.000999000999000999,1000,3
PLPP1,HCT116,-0.1392496392496392,0.14985014985014986,1000,3
PLPP2,HCT116,0.145093795093795,0.1108891108891109,1000,3
PLPP3,HCT116,-0.1303751803751803,0.14485514485514486,1000,3
PLPP4,HCT116,0.0798701298701298,0.3916083916083916,1000,3
PLPP5,HCT116,-0.1727272727272727,0.058941058941058944,1000,3
PLPP6,HCT116,0.293001443001443,0.001998001998001998,1000,3
PLPP7,HCT116,0.0048340548340548,0.957042957042957,1000,3
PLPPR1,HCT116,0.0251803751803751,0.7882117882117882,1000,3
PLPPR2,HCT116,0.1572871572871572,0.0919080919080919,1000,3
PLPPR3,HCT116,-0.0465367965367965,0.6143856143856143,1000,3
PLPPR4,HCT116,-0.0891053391053391,0.33766233766233766,1000,3
PLPPR5,HCT116,0.0023809523809523,0.987012987012987,1000,3
PLRG1,HCT116,-0.1164502164502164,0.20279720279720279,1000,3
PLS1,HCT116,0.0222943722943722,0.8191808191808192,1000,3
PLS3,HCT116,0.1598845598845598,0.07192807192807193,1000,3
PLSCR1,HCT116,0.1552669552669552,0.07692307692307693,1000,3
PLSCR2,HCT116,-0.2207792207792207,0.014985014985014986,1000,3
PLSCR3,HCT116,-0.0044011544011544,0.9500499500499501,1000,3
PLSCR4,HCT116,-0.0452380952380952,0.6263736263736264,1000,3
PLSCR5,HCT116,-0.2357864357864358,0.01098901098901099,1000,3
PLTP,HCT116,0.0668831168831168,0.4645354645354645,1000,3
PLVAP,HCT116,0.1792207792207792,0.052947052947052944,1000,3
PLXDC1,HCT116,0.1096681096681096,0.2137862137862138,1000,3
PLXDC2,HCT116,0.2165223665223665,0.01098901098901099,1000,3
PLXNA1,HCT116,-0.1597402597402597,0.09490509490509491,1000,3
PLXNA2,HCT116,0.0629870129870129,0.4905094905094905,1000,3
PLXNA3,HCT116,0.0979076479076479,0.2867132867132867,1000,3
PLXNA4,HCT116,0.0278499278499278,0.7622377622377622,1000,3
PLXNB1,HCT116,0.1702741702741702,0.06593406593406594,1000,3
PLXNB2,HCT116,0.2626262626262626,0.004995004995004995,1000,3
PLXNB3,HCT116,0.2033910533910534,0.02197802197802198,1000,3
PLXNC1,HCT116,0.2852813852813853,0.000999000999000999,1000,3
PLXND1,HCT116,-0.0286435786435786,0.7602397602397603,1000,3
PM20D1,HCT116,-0.1887445887445887,0.04495504495504495,1000,3
PM20D2,HCT116,0.108008658008658,0.24575424575424576,1000,3
PMAIP1,HCT116,-0.0955988455988456,0.3006993006993007,1000,3
PMCH,HCT116,0.0738816738816738,0.42857142857142855,1000,3
PMEL,HCT116,0.0507215007215007,0.5904095904095904,1000,3
PMEPA1,HCT116,0.2165223665223665,0.01898101898101898,1000,3
PMF1,HCT116,-0.1118326118326118,0.23776223776223776,1000,3
PMFBP1,HCT116,-0.0961038961038961,0.2987012987012987,1000,3
PML,HCT116,0.14004329004329,0.14185814185814186,1000,3
PMM1,HCT116,-0.0782106782106782,0.36663336663336665,1000,3
PMM2,HCT116,0.1259740259740259,0.15784215784215785,1000,3
PMP2,HCT116,0.0982683982683982,0.2937062937062937,1000,3
PMP22,HCT116,-0.2002886002886003,0.029970029970029972,1000,3
PMPCA,HCT116,-0.073015873015873,0.43156843156843155,1000,3
PMPCB,HCT116,0.0943722943722943,0.2997002997002997,1000,3
PMS1,HCT116,-0.0083694083694083,0.9280719280719281,1000,3
PMS2,HCT116,0.073015873015873,0.3986013986013986,1000,3
PMVK,HCT116,-0.0844877344877344,0.37462537462537465,1000,3
PNCK,HCT116,0.1303751803751803,0.17182817182817184,1000,3
PNISR,HCT116,-0.1164502164502164,0.20679320679320679,1000,3
PNKD,HCT116,-0.0209235209235209,0.8141858141858141,1000,3
PNKP,HCT116,-0.2304473304473304,0.014985014985014986,1000,3
PNLDC1,HCT116,-0.0318181818181818,0.7162837162837162,1000,3
PNLIP,HCT116,0.2026695526695526,0.02197802197802198,1000,3
PNLIPRP1,HCT116,-0.0634920634920634,0.46053946053946054,1000,3
PNLIPRP3,HCT116,0.1282106782106782,0.15884115884115885,1000,3
PNMA1,HCT116,0.0463924963924963,0.6143856143856143,1000,3
PNMA2,HCT116,0.1657287157287157,0.07392607392607392,1000,3
PNMA3,HCT116,0.0505772005772005,0.5684315684315684,1000,3
PNMA5,HCT116,-0.1055555555555555,0.24675324675324675,1000,3
PNMA6A,HCT116,,0.000999000999000999,1000,3
PNMA6E,HCT116,,0.000999000999000999,1000,3
PNMA6F,HCT116,,0.000999000999000999,1000,3
PNMA8A,HCT116,-0.1296536796536796,0.13886113886113885,1000,3
PNMA8B,HCT116,0.1402597402597402,0.13986013986013987,1000,3
PNMT,HCT116,0.055050505050505,0.5614385614385614,1000,3
PNN,HCT116,0.1025974025974026,0.2947052947052947,1000,3
PNO1,HCT116,-0.2986291486291486,0.000999000999000999,1000,3
PNOC,HCT116,-0.0515873015873015,0.5674325674325674,1000,3
PNP,HCT116,-0.243001443001443,0.005994005994005994,1000,3
PNPLA1,HCT116,-0.0666666666666666,0.4875124875124875,1000,3
PNPLA2,HCT116,-0.2419913419913419,0.01098901098901099,1000,3
PNPLA3,HCT116,-0.0334054834054834,0.7192807192807192,1000,3
PNPLA4,HCT116,0.078066378066378,0.42957042957042957,1000,3
PNPLA5,HCT116,-0.0582251082251082,0.5274725274725275,1000,3
PNPLA6,HCT116,0.2673160173160173,0.003996003996003996,1000,3
PNPLA7,HCT116,0.006060606060606,0.935064935064935,1000,3
PNPLA8,HCT116,0.0015873015873015,0.983016983016983,1000,3
PNPO,HCT116,-0.2142857142857142,0.028971028971028972,1000,3
PNPT1,HCT116,-0.0529581529581529,0.5474525474525475,1000,3
PNRC1,HCT116,0.052020202020202,0.5664335664335665,1000,3
PNRC2,HCT116,-0.1059163059163059,0.23976023976023977,1000,3
POC1A,HCT116,-0.1950937950937951,0.030969030969030968,1000,3
POC1B,HCT116,0.0852092352092352,0.3826173826173826,1000,3
POC5,HCT116,-0.0453823953823953,0.6263736263736264,1000,3
PODN,HCT116,-0.0883116883116883,0.35864135864135865,1000,3
PODNL1,HCT116,-0.0974747474747474,0.2857142857142857,1000,3
PODXL,HCT116,-0.144011544011544,0.11488511488511488,1000,3
PODXL2,HCT116,-0.0618326118326118,0.4975024975024975,1000,3
POF1B,HCT116,0.0121933621933621,0.8851148851148851,1000,3
POFUT1,HCT116,-0.1587301587301587,0.08391608391608392,1000,3
POFUT2,HCT116,0.0807359307359307,0.3916083916083916,1000,3
POGK,HCT116,-0.0432900432900432,0.6523476523476524,1000,3
POGLUT1,HCT116,0.0479076479076479,0.6033966033966034,1000,3
POGLUT2,HCT116,-0.0204184704184704,0.8191808191808192,1000,3
POGLUT3,HCT116,-0.1453102453102453,0.12487512487512488,1000,3
POGZ,HCT116,0.0418470418470418,0.6353646353646354,1000,3
POLA1,HCT116,0.0637806637806637,0.5204795204795205,1000,3
POLA2,HCT116,-0.1176046176046176,0.2047952047952048,1000,3
POLB,HCT116,0.0887445887445887,0.34265734265734266,1000,3
POLD1,HCT116,0.0867243867243867,0.3226773226773227,1000,3
