gene,background,observed_background_vulnerability_rho,empirical_p_value,n_permutations,n_trajectories_combined
NEFL,DLD1,,0.000999000999000999,1000,1
NEFM,DLD1,-0.2519480519480519,0.07092907092907093,1000,1
NEGR1,DLD1,0.0495670995670995,0.7072927072927073,1000,1
NEIL1,DLD1,-0.1694083694083694,0.23276723276723277,1000,1
NEIL2,DLD1,-0.1816738816738816,0.1888111888111888,1000,1
NEIL3,DLD1,0.0674603174603174,0.6093906093906094,1000,1
NEK1,DLD1,0.2323953823953824,0.08391608391608392,1000,1
NEK10,DLD1,0.1616161616161616,0.22477522477522477,1000,1
NEK11,DLD1,-0.0432178932178932,0.7542457542457542,1000,1
NEK2,DLD1,0.27005772005772,0.03496503496503497,1000,1
NEK3,DLD1,0.145093795093795,0.2917082917082917,1000,1
NEK4,DLD1,0.1086580086580086,0.4015984015984016,1000,1
NEK5,DLD1,-0.127056277056277,0.34965034965034963,1000,1
NEK6,DLD1,-0.1245310245310245,0.35864135864135865,1000,1
NEK7,DLD1,-0.0186147186147186,0.8901098901098901,1000,1
NEK8,DLD1,-0.0202741702741702,0.8881118881118881,1000,1
NEK9,DLD1,0.0582972582972583,0.6563436563436563,1000,1
NELFA,DLD1,0.2061327561327561,0.13686313686313686,1000,1
NELFB,DLD1,0.1443001443001443,0.2967032967032967,1000,1
NELFCD,DLD1,0.001082251082251,0.991008991008991,1000,1
NELFE,DLD1,0.1085858585858585,0.4165834165834166,1000,1
NELL1,DLD1,-0.0829004329004329,0.5314685314685315,1000,1
NELL2,DLD1,-0.0803751803751803,0.5714285714285714,1000,1
NEMF,DLD1,0.1974025974025974,0.15284715284715283,1000,1
NEMP1,DLD1,0.0611111111111111,0.6553446553446554,1000,1
NEMP2,DLD1,0.1444444444444444,0.3066933066933067,1000,1
NENF,DLD1,0.288095238095238,0.04695304695304695,1000,1
NEO1,DLD1,-0.0645021645021645,0.6693306693306693,1000,1
NEPRO,DLD1,-0.1321789321789321,0.3306693306693307,1000,1
NES,DLD1,-0.2730880230880231,0.03996003996003996,1000,1
NET1,DLD1,0.2088744588744588,0.11488511488511488,1000,1
NETO1,DLD1,-0.1662337662337662,0.23176823176823177,1000,1
NETO2,DLD1,-0.0544011544011544,0.7102897102897103,1000,1
NEU1,DLD1,-0.1187590187590187,0.3956043956043956,1000,1
NEU2,DLD1,-0.2321789321789321,0.0899100899100899,1000,1
NEU3,DLD1,-0.0381673881673881,0.7852147852147852,1000,1
NEU4,DLD1,-0.0904040404040404,0.5294705294705294,1000,1
NEURL1,DLD1,0.3152236652236652,0.01898101898101898,1000,1
NEURL1B,DLD1,0.2134920634920634,0.12287712287712288,1000,1
NEURL2,DLD1,0.0111832611832611,0.942057942057942,1000,1
NEURL3,DLD1,,0.000999000999000999,1000,1
NEURL4,DLD1,0.2014430014430014,0.14585414585414586,1000,1
NEUROD1,DLD1,-0.0458152958152958,0.7322677322677322,1000,1
NEUROD2,DLD1,0.0646464646464646,0.6373626373626373,1000,1
NEUROD4,DLD1,-0.0465367965367965,0.7282717282717283,1000,1
NEUROD6,DLD1,-0.0823953823953824,0.5514485514485514,1000,1
NEUROG1,DLD1,-0.0317460317460317,0.8191808191808192,1000,1
NEUROG2,DLD1,0.0981240981240981,0.5014985014985015,1000,1
NEUROG3,DLD1,-0.0847041847041847,0.5464535464535465,1000,1
NEXMIF,DLD1,0.0192640692640692,0.8741258741258742,1000,1
NEXN,DLD1,-0.1308802308802308,0.34565434565434566,1000,1
NF1,DLD1,0.0522366522366522,0.7122877122877123,1000,1
NF2,DLD1,-0.2477633477633477,0.07792207792207792,1000,1
NFAM1,DLD1,0.0668109668109668,0.6083916083916084,1000,1
NFASC,DLD1,-0.0973304473304473,0.48951048951048953,1000,1
NFAT5,DLD1,0.096031746031746,0.4835164835164835,1000,1
NFATC1,DLD1,-0.0821067821067821,0.5724275724275725,1000,1
NFATC2,DLD1,-0.0531024531024531,0.6983016983016983,1000,1
NFATC2IP,DLD1,-0.2091630591630591,0.12987012987012986,1000,1
NFATC3,DLD1,0.0823953823953824,0.5544455544455544,1000,1
NFATC4,DLD1,-0.2085137085137085,0.12887112887112886,1000,1
NFE2,DLD1,-0.1947330447330447,0.15184815184815184,1000,1
NFE2L1,DLD1,0.3782106782106782,0.007992007992007992,1000,1
NFE2L2,DLD1,-0.0252525252525252,0.8471528471528471,1000,1
NFE2L3,DLD1,-0.2198412698412698,0.10789210789210789,1000,1
NFIA,DLD1,-0.1082251082251082,0.43656343656343655,1000,1
NFIB,DLD1,0.0532467532467532,0.6913086913086913,1000,1
NFIC,DLD1,0.0146464646464646,0.9400599400599401,1000,1
NFIL3,DLD1,-0.0506493506493506,0.6863136863136863,1000,1
NFILZ,DLD1,,0.000999000999000999,1000,1
NFIX,DLD1,0.0869408369408369,0.5214785214785215,1000,1
NFKB1,DLD1,0.2111832611832612,0.13886113886113885,1000,1
NFKB2,DLD1,0.1429292929292929,0.3176823176823177,1000,1
NFKBIA,DLD1,0.0631313131313131,0.6333666333666333,1000,1
NFKBIB,DLD1,0.1296536796536796,0.34065934065934067,1000,1
NFKBID,DLD1,0.0184704184704184,0.8991008991008991,1000,1
NFKBIE,DLD1,-0.0238816738816738,0.8611388611388612,1000,1
NFKBIL1,DLD1,0.0305916305916305,0.8231768231768232,1000,1
NFKBIZ,DLD1,0.0569264069264069,0.6703296703296703,1000,1
NFRKB,DLD1,-0.103030303030303,0.43756243756243757,1000,1
NFS1,DLD1,0.0515151515151515,0.6903096903096904,1000,1
NFU1,DLD1,0.3357864357864358,0.015984015984015984,1000,1
NFX1,DLD1,-0.1395382395382395,0.3156843156843157,1000,1
NFXL1,DLD1,0.0672438672438672,0.6463536463536463,1000,1
NFYA,DLD1,-0.1106782106782106,0.3946053946053946,1000,1
NFYB,DLD1,-0.0975468975468975,0.47652347652347654,1000,1
NFYC,DLD1,-0.2561327561327561,0.061938061938061936,1000,1
NGB,DLD1,0.001010101010101,0.995004995004995,1000,1
NGDN,DLD1,-0.1691197691197691,0.23376623376623376,1000,1
NGEF,DLD1,-0.1145021645021645,0.3856143856143856,1000,1
NGF,DLD1,-0.0069985569985569,0.958041958041958,1000,1
NGFR,DLD1,-0.3347763347763348,0.012987012987012988,1000,1
NGLY1,DLD1,-0.0497113997113997,0.7052947052947053,1000,1
NGRN,DLD1,0.1356421356421356,0.3336663336663337,1000,1
NHEJ1,DLD1,0.0948773448773448,0.5104895104895105,1000,1
NHLH1,DLD1,0.0318181818181818,0.8031968031968032,1000,1
NHLH2,DLD1,-0.2289321789321789,0.1038961038961039,1000,1
NHLRC1,DLD1,0.0215007215007215,0.8671328671328671,1000,1
NHLRC2,DLD1,0.2598124098124098,0.04995004995004995,1000,1
NHLRC3,DLD1,0.2981240981240981,0.025974025974025976,1000,1
NHLRC4,DLD1,0.0811688311688311,0.5494505494505495,1000,1
NHP2,DLD1,-0.0267676767676767,0.8511488511488512,1000,1
NHS,DLD1,-0.0082251082251082,0.945054945054945,1000,1
NHSL1,DLD1,-0.1134199134199134,0.4225774225774226,1000,1
NHSL2,DLD1,,0.000999000999000999,1000,1
NIBAN1,DLD1,-0.096031746031746,0.4775224775224775,1000,1
NIBAN2,DLD1,-0.1916305916305916,0.17082917082917082,1000,1
NIBAN3,DLD1,-0.0792929292929292,0.5364635364635365,1000,1
NICN1,DLD1,-0.0794372294372294,0.5714285714285714,1000,1
NID1,DLD1,0.1219336219336219,0.38161838161838163,1000,1
NID2,DLD1,-0.1992063492063492,0.15984015984015984,1000,1
NIF3L1,DLD1,0.0082251082251082,0.955044955044955,1000,1
NIFK,DLD1,0.2397546897546897,0.08091908091908091,1000,1
NIM1K,DLD1,-0.1886002886002886,0.16283716283716285,1000,1
NIN,DLD1,0.029076479076479,0.8481518481518482,1000,1
NINJ1,DLD1,-0.1622655122655122,0.24675324675324675,1000,1
NINJ2,DLD1,0.2256132756132756,0.0939060939060939,1000,1
NINL,DLD1,-0.066017316017316,0.6253746253746254,1000,1
NIP7,DLD1,0.2146464646464646,0.12287712287712288,1000,1
NIPA1,DLD1,0.1563492063492063,0.25874125874125875,1000,1
NIPA2,DLD1,0.015007215007215,0.9230769230769231,1000,1
NIPAL1,DLD1,-0.0936507936507936,0.45254745254745254,1000,1
NIPAL2,DLD1,0.0548340548340548,0.6713286713286714,1000,1
NIPAL3,DLD1,-0.0041847041847041,0.986013986013986,1000,1
NIPAL4,DLD1,-0.0947330447330447,0.4905094905094905,1000,1
NIPBL,DLD1,-0.1612554112554112,0.24275724275724275,1000,1
NIPSNAP1,DLD1,-0.0662337662337662,0.6173826173826173,1000,1
NIPSNAP2,DLD1,0.1973304473304473,0.17182817182817184,1000,1
NIPSNAP3A,DLD1,0.0005050505050505,0.997002997002997,1000,1
NIPSNAP3B,DLD1,0.0312409812409812,0.8221778221778222,1000,1
NISCH,DLD1,-0.0204906204906204,0.8861138861138861,1000,1
NIT1,DLD1,0.0435064935064935,0.7562437562437563,1000,1
NIT2,DLD1,-0.108008658008658,0.44455544455544455,1000,1
NKAIN1,DLD1,-0.1953823953823953,0.13086913086913088,1000,1
NKAIN2,DLD1,-0.1601010101010101,0.23676323676323677,1000,1
NKAIN3,DLD1,,0.000999000999000999,1000,1
NKAIN4,DLD1,-0.089033189033189,0.5264735264735265,1000,1
NKAP,DLD1,-0.1391774891774891,0.31868131868131866,1000,1
NKAPD1,DLD1,-0.0427128427128427,0.7542457542457542,1000,1
NKAPL,DLD1,-0.0934343434343434,0.5084915084915085,1000,1
NKD1,DLD1,-0.3268398268398268,0.013986013986013986,1000,1
NKD2,DLD1,-0.0738816738816738,0.6013986013986014,1000,1
NKG7,DLD1,-0.1323232323232323,0.32667332667332666,1000,1
NKIRAS1,DLD1,0.1064213564213564,0.4355644355644356,1000,1
NKIRAS2,DLD1,-0.2807359307359307,0.03596403596403597,1000,1
NKTR,DLD1,-0.0396825396825396,0.7762237762237763,1000,1
NKX1-1,DLD1,,0.000999000999000999,1000,1
NKX1-2,DLD1,0.2735209235209235,0.05194805194805195,1000,1
NKX2-1,DLD1,0.089033189033189,0.5244755244755245,1000,1
NKX2-2,DLD1,0.1276334776334776,0.33266733266733267,1000,1
NKX2-3,DLD1,-0.0344155844155844,0.8121878121878122,1000,1
NKX2-4,DLD1,0.0077922077922077,0.957042957042957,1000,1
NKX2-5,DLD1,-0.0441558441558441,0.7602397602397603,1000,1
NKX2-8,DLD1,-0.0139249639249639,0.929070929070929,1000,1
NKX3-1,DLD1,0.211038961038961,0.12987012987012986,1000,1
NKX3-2,DLD1,-0.1393217893217893,0.3096903096903097,1000,1
NKX6-1,DLD1,0.2304473304473304,0.08891108891108891,1000,1
NKX6-2,DLD1,0.0761904761904762,0.5744255744255744,1000,1
NKX6-3,DLD1,-0.1843434343434343,0.17682317682317683,1000,1
NLE1,DLD1,-0.2026695526695526,0.13386613386613386,1000,1
NLGN1,DLD1,0.008080808080808,0.949050949050949,1000,1
NLGN2,DLD1,-0.0897546897546897,0.5094905094905094,1000,1
NLGN3,DLD1,-0.0417748917748917,0.7782217782217782,1000,1
NLGN4X,DLD1,0.2062049062049062,0.13486513486513488,1000,1
NLGN4Y,DLD1,,0.000999000999000999,1000,1
NLK,DLD1,0.0069985569985569,0.962037962037962,1000,1
NLN,DLD1,-0.1442279942279942,0.3156843156843157,1000,1
NLRC3,DLD1,,0.000999000999000999,1000,1
NLRC4,DLD1,0.0902597402597402,0.5064935064935064,1000,1
NLRC5,DLD1,-0.2183982683982684,0.11188811188811189,1000,1
NLRP1,DLD1,-0.2054112554112554,0.13186813186813187,1000,1
NLRP10,DLD1,-0.1391053391053391,0.3156843156843157,1000,1
NLRP11,DLD1,0.037012987012987,0.7902097902097902,1000,1
NLRP12,DLD1,0.0231601731601731,0.8701298701298701,1000,1
NLRP13,DLD1,-0.0441558441558441,0.7512487512487512,1000,1
NLRP14,DLD1,0.0067099567099567,0.962037962037962,1000,1
NLRP2,DLD1,0.0683982683982684,0.6033966033966034,1000,1
NLRP2B,DLD1,,0.000999000999000999,1000,1
NLRP3,DLD1,-0.079076479076479,0.5694305694305695,1000,1
NLRP4,DLD1,0.2670995670995671,0.04995004995004995,1000,1
NLRP5,DLD1,0.1617604617604617,0.23876123876123875,1000,1
NLRP6,DLD1,0.0218614718614718,0.8571428571428571,1000,1
NLRP7,DLD1,-0.0374458874458874,0.8041958041958042,1000,1
NLRP8,DLD1,-0.1516594516594516,0.2887112887112887,1000,1
NLRP9,DLD1,0.2821067821067821,0.03696303696303696,1000,1
NLRX1,DLD1,-0.1771284271284271,0.21078921078921078,1000,1
NMB,DLD1,0.0842712842712842,0.5554445554445554,1000,1
NMBR,DLD1,0.2204906204906205,0.11588411588411589,1000,1
NMD3,DLD1,0.1165945165945166,0.4005994005994006,1000,1
NME1,DLD1,0.0606782106782106,0.6433566433566433,1000,1
NME2,DLD1,0.0406204906204906,0.7882117882117882,1000,1
NME3,DLD1,0.1901875901875901,0.17082917082917082,1000,1
NME4,DLD1,0.1911255411255411,0.17282717282717283,1000,1
NME5,DLD1,-0.1766955266955266,0.22577422577422576,1000,1
NME6,DLD1,0.0689033189033189,0.6263736263736264,1000,1
NME7,DLD1,-0.0067099567099567,0.967032967032967,1000,1
NME8,DLD1,0.1607503607503607,0.24075924075924077,1000,1
NME9,DLD1,-0.0788600288600288,0.5704295704295704,1000,1
NMI,DLD1,-0.1746031746031746,0.2097902097902098,1000,1
NMNAT1,DLD1,-0.2469696969696969,0.06993006993006994,1000,1
NMNAT2,DLD1,-0.0023088023088023,0.99000999000999,1000,1
NMNAT3,DLD1,-0.3065656565656565,0.027972027972027972,1000,1
NMRAL1,DLD1,-0.0372294372294372,0.7932067932067932,1000,1
NMRK1,DLD1,-0.0839826839826839,0.5204795204795205,1000,1
NMRK2,DLD1,-0.172005772005772,0.2137862137862138,1000,1
NMS,DLD1,-0.1179653679653679,0.3956043956043956,1000,1
NMT1,DLD1,-0.2579365079365079,0.06493506493506493,1000,1
NMT2,DLD1,0.2362193362193362,0.08491508491508491,1000,1
NMU,DLD1,0.0278499278499278,0.8381618381618382,1000,1
NMUR1,DLD1,0.017027417027417,0.8941058941058941,1000,1
NMUR2,DLD1,-0.2777056277056277,0.04395604395604396,1000,1
NNAT,DLD1,-0.0173160173160173,0.9040959040959041,1000,1
NNMT,DLD1,-0.1343434343434343,0.3176823176823177,1000,1
NNT,DLD1,0.1062049062049062,0.44455544455544455,1000,1
NOA1,DLD1,0.0403318903318903,0.7592407592407593,1000,1
NOB1,DLD1,-0.21002886002886,0.12487512487512488,1000,1
NOBOX,DLD1,,0.000999000999000999,1000,1
NOC2L,DLD1,0.1033189033189033,0.46353646353646355,1000,1
NOC3L,DLD1,0.0582972582972583,0.6523476523476524,1000,1
NOC4L,DLD1,-0.0284271284271284,0.8101898101898102,1000,1
NOCT,DLD1,0.3147907647907648,0.023976023976023976,1000,1
NOD1,DLD1,-0.0026695526695526,0.99000999000999,1000,1
NOD2,DLD1,-0.0833333333333333,0.5374625374625375,1000,1
NODAL,DLD1,0.048051948051948,0.7222777222777222,1000,1
NOG,DLD1,-0.1088023088023088,0.4255744255744256,1000,1
NOL10,DLD1,0.0015151515151515,0.9920079920079921,1000,1
NOL11,DLD1,0.1538239538239538,0.2777222777222777,1000,1
NOL12,DLD1,-0.1528138528138528,0.24475524475524477,1000,1
NOL3,DLD1,0.2295093795093795,0.08791208791208792,1000,1
NOL4,DLD1,0.0199855699855699,0.8801198801198801,1000,1
NOL4L,DLD1,0.1199134199134199,0.37962037962037964,1000,1
NOL6,DLD1,-0.072005772005772,0.6093906093906094,1000,1
NOL7,DLD1,-0.0388167388167388,0.7812187812187812,1000,1
NOL8,DLD1,-0.3792207792207792,0.005994005994005994,1000,1
NOL9,DLD1,-0.2133477633477633,0.12187812187812187,1000,1
NOLC1,DLD1,0.0438672438672438,0.7322677322677322,1000,1
NOM1,DLD1,-0.2647907647907648,0.052947052947052944,1000,1
NOMO1,DLD1,,0.000999000999000999,1000,1
NOMO2,DLD1,0.0038239538239538,0.973026973026973,1000,1
NONO,DLD1,0.1836940836940837,0.18581418581418582,1000,1
NOP10,DLD1,-0.0835497835497835,0.5224775224775224,1000,1
NOP14,DLD1,-0.1062770562770562,0.44255744255744256,1000,1
NOP16,DLD1,-0.0614718614718614,0.6443556443556444,1000,1
NOP2,DLD1,-0.1841269841269841,0.17482517482517482,1000,1
NOP53,DLD1,-0.4015873015873016,0.004995004995004995,1000,1
NOP56,DLD1,-0.134992784992785,0.3086913086913087,1000,1
NOP58,DLD1,0.0855699855699855,0.4935064935064935,1000,1
NOP9,DLD1,0.0266955266955266,0.8501498501498501,1000,1
NOPCHAP1,DLD1,-0.0559163059163059,0.6803196803196803,1000,1
NOS1,DLD1,0.0997835497835497,0.4865134865134865,1000,1
NOS1AP,DLD1,-0.0546176046176046,0.6703296703296703,1000,1
NOS2,DLD1,0.0401154401154401,0.7762237762237763,1000,1
NOS3,DLD1,-0.1503607503607503,0.2647352647352647,1000,1
NOSIP,DLD1,-0.1847763347763348,0.18681318681318682,1000,1
NOSTRIN,DLD1,-0.1049783549783549,0.42957042957042957,1000,1
NOTCH1,DLD1,-0.1229437229437229,0.38461538461538464,1000,1
NOTCH2,DLD1,0.0239538239538239,0.8811188811188811,1000,1
NOTCH3,DLD1,-0.1735930735930736,0.2137862137862138,1000,1
NOTCH4,DLD1,-0.0857864357864357,0.5324675324675324,1000,1
NOTO,DLD1,-0.4839105339105339,0.000999000999000999,1000,1
NOTUM,DLD1,0.1384559884559884,0.32167832167832167,1000,1
NOVA1,DLD1,-0.0204184704184704,0.8751248751248751,1000,1
NOVA2,DLD1,0.0019480519480519,0.988011988011988,1000,1
NOX1,DLD1,-0.1567821067821067,0.2597402597402597,1000,1
NOX3,DLD1,0.0598845598845598,0.6753246753246753,1000,1
NOX4,DLD1,-0.2502164502164502,0.06393606393606394,1000,1
NOX5,DLD1,0.0786435786435786,0.5744255744255744,1000,1
NOXA1,DLD1,-0.0797258297258297,0.5324675324675324,1000,1
NOXO1,DLD1,-0.0163059163059163,0.906093906093906,1000,1
NOXRED1,DLD1,0.0638528138528138,0.6413586413586414,1000,1
NPAP1,DLD1,-0.062049062049062,0.6753246753246753,1000,1
NPAS1,DLD1,0.1825396825396825,0.17582417582417584,1000,1
NPAS2,DLD1,0.0606060606060606,0.6483516483516484,1000,1
NPAS3,DLD1,-0.219047619047619,0.12087912087912088,1000,1
NPAS4,DLD1,-0.0539682539682539,0.7102897102897103,1000,1
NPAT,DLD1,-0.0843434343434343,0.5404595404595405,1000,1
NPB,DLD1,0.1832611832611832,0.1888111888111888,1000,1
NPBWR1,DLD1,-0.1782828282828283,0.1938061938061938,1000,1
NPBWR2,DLD1,0.1261183261183261,0.34565434565434566,1000,1
NPC1,DLD1,0.0641414141414141,0.6623376623376623,1000,1
NPC1L1,DLD1,-0.1375180375180375,0.3036963036963037,1000,1
NPC2,DLD1,0.0858585858585858,0.5194805194805194,1000,1
NPDC1,DLD1,0.2752525252525252,0.06293706293706294,1000,1
NPEPL1,DLD1,-0.0482683982683982,0.7372627372627373,1000,1
NPEPPS,DLD1,0.0694083694083694,0.5854145854145855,1000,1
NPFF,DLD1,0.0168831168831168,0.9040959040959041,1000,1
NPFFR1,DLD1,-0.0321067821067821,0.8211788211788211,1000,1
NPFFR2,DLD1,-0.1223665223665223,0.34865134865134867,1000,1
NPHP1,DLD1,-0.0484126984126984,0.7352647352647352,1000,1
NPHP3,DLD1,0.113997113997114,0.41058941058941056,1000,1
NPHP4,DLD1,-0.1591630591630591,0.25374625374625376,1000,1
NPHS1,DLD1,-0.1858585858585858,0.15884115884115885,1000,1
NPHS2,DLD1,0.0686868686868686,0.5894105894105894,1000,1
NPIPB11,DLD1,,0.000999000999000999,1000,1
NPL,DLD1,0.0445165945165945,0.7612387612387612,1000,1
NPLOC4,DLD1,0.0049783549783549,0.968031968031968,1000,1
NPM1,DLD1,,0.000999000999000999,1000,1
NPM2,DLD1,-0.1983405483405483,0.13986013986013987,1000,1
NPM3,DLD1,0.1582251082251082,0.24375624375624375,1000,1
NPNT,DLD1,-0.1303030303030303,0.32867132867132864,1000,1
NPPA,DLD1,-0.1955266955266955,0.16783216783216784,1000,1
NPPB,DLD1,-0.1271284271284271,0.3626373626373626,1000,1
NPPC,DLD1,0.0591630591630591,0.6613386613386614,1000,1
NPR1,DLD1,0.0452380952380952,0.7392607392607392,1000,1
NPR2,DLD1,-0.0661616161616161,0.6323676323676324,1000,1
NPR3,DLD1,-0.1075036075036075,0.43456543456543456,1000,1
NPRL2,DLD1,0.1078643578643578,0.42357642357642356,1000,1
NPRL3,DLD1,,0.000999000999000999,1000,1
NPS,DLD1,-0.0028138528138528,0.9820179820179821,1000,1
NPSR1,DLD1,-0.0209956709956709,0.8711288711288712,1000,1
NPTN,DLD1,-0.1404040404040404,0.3176823176823177,1000,1
NPTX1,DLD1,0.0719336219336219,0.5834165834165834,1000,1
NPTX2,DLD1,0.0438672438672438,0.7462537462537463,1000,1
NPTXR,DLD1,0.0337662337662337,0.8001998001998002,1000,1
NPVF,DLD1,0.1675324675324675,0.2077922077922078,1000,1
NPW,DLD1,0.0464646464646464,0.7492507492507493,1000,1
NPY,DLD1,-0.0277056277056277,0.8321678321678322,1000,1
NPY1R,DLD1,0.1497835497835498,0.27672327672327673,1000,1
NPY2R,DLD1,0.0632756132756132,0.6743256743256744,1000,1
NPY5R,DLD1,-0.0931457431457431,0.4825174825174825,1000,1
NQO1,DLD1,-0.0299422799422799,0.8501498501498501,1000,1
NQO2,DLD1,0.0703463203463203,0.6283716283716284,1000,1
NR0B1,DLD1,0.0839105339105339,0.5224775224775224,1000,1
NR0B2,DLD1,-0.1954545454545454,0.13886113886113885,1000,1
NR1D1,DLD1,-0.227994227994228,0.08891108891108891,1000,1
NR1D2,DLD1,0.0252525252525252,0.8611388611388612,1000,1
NR1H2,DLD1,-0.0681818181818181,0.6403596403596403,1000,1
NR1H3,DLD1,0.0318903318903318,0.8181818181818182,1000,1
NR1H4,DLD1,-0.1611832611832611,0.23176823176823177,1000,1
NR1I2,DLD1,0.0555555555555555,0.7052947052947053,1000,1
NR1I3,DLD1,-0.0619769119769119,0.6613386613386614,1000,1
NR2C1,DLD1,0.1953102453102453,0.14985014985014986,1000,1
NR2C2,DLD1,0.0386002886002886,0.7762237762237763,1000,1
NR2C2AP,DLD1,0.1227994227994228,0.4175824175824176,1000,1
NR2E1,DLD1,-0.2009379509379509,0.14085914085914086,1000,1
NR2E3,DLD1,,0.000999000999000999,1000,1
NR2F1,DLD1,0.0831890331890331,0.5514485514485514,1000,1
NR2F2,DLD1,0.2514430014430014,0.060939060939060936,1000,1
NR2F6,DLD1,0.0261183261183261,0.8441558441558441,1000,1
NR3C1,DLD1,0.1023809523809523,0.45254745254745254,1000,1
NR3C2,DLD1,0.2989177489177489,0.03596403596403597,1000,1
NR4A1,DLD1,-0.234992784992785,0.08391608391608392,1000,1
NR4A2,DLD1,0.0876623376623376,0.5094905094905094,1000,1
NR4A3,DLD1,0.1592352092352092,0.24575424575424576,1000,1
NR5A1,DLD1,-0.085064935064935,0.5254745254745254,1000,1
NR5A2,DLD1,0.1688311688311688,0.22877122877122877,1000,1
NR6A1,DLD1,0.0989177489177489,0.4855144855144855,1000,1
NRAP,DLD1,0.2067821067821068,0.12687312687312688,1000,1
NRARP,DLD1,0.1588023088023088,0.26573426573426573,1000,1
NRAS,DLD1,0.217027417027417,0.12887112887112886,1000,1
NRBF2,DLD1,-0.0749639249639249,0.5664335664335665,1000,1
NRBP1,DLD1,0.0621933621933621,0.6403596403596403,1000,1
NRBP2,DLD1,0.1714285714285714,0.23176823176823177,1000,1
NRCAM,DLD1,0.0747474747474747,0.5864135864135864,1000,1
NRDC,DLD1,0.2306637806637806,0.1038961038961039,1000,1
NRDE2,DLD1,-0.0765512265512265,0.5804195804195804,1000,1
NREP,DLD1,0.1199855699855699,0.4015984015984016,1000,1
NRF1,DLD1,0.2468253968253968,0.055944055944055944,1000,1
NRG1,DLD1,0.0723665223665223,0.6053946053946054,1000,1
NRG2,DLD1,0.1634920634920635,0.22477522477522477,1000,1
NRG3,DLD1,0.1416305916305916,0.3226773226773227,1000,1
NRG4,DLD1,0.1493506493506493,0.2627372627372627,1000,1
NRGN,DLD1,-0.0438672438672438,0.7442557442557443,1000,1
NRIP1,DLD1,0.0154401154401154,0.9120879120879121,1000,1
NRIP2,DLD1,0.213059163059163,0.13286713286713286,1000,1
NRIP3,DLD1,0.1518759018759019,0.2807192807192807,1000,1
NRK,DLD1,0.1251082251082251,0.3886113886113886,1000,1
NRL,DLD1,-0.154040404040404,0.25674325674325676,1000,1
NRM,DLD1,0.1835497835497835,0.17882117882117882,1000,1
NRN1,DLD1,0.0652958152958153,0.6183816183816184,1000,1
NRN1L,DLD1,-0.1719336219336219,0.2037962037962038,1000,1
NRP1,DLD1,-0.047041847041847,0.7502497502497503,1000,1
NRP2,DLD1,-0.027056277056277,0.8531468531468531,1000,1
NRROS,DLD1,-0.097041847041847,0.4985014985014985,1000,1
NRSN1,DLD1,0.205988455988456,0.14285714285714285,1000,1
NRSN2,DLD1,0.0362914862914862,0.8111888111888111,1000,1
NRTN,DLD1,0.3282828282828283,0.015984015984015984,1000,1
NRXN1,DLD1,-0.2176046176046176,0.11288711288711288,1000,1
NRXN2,DLD1,0.0677489177489177,0.6403596403596403,1000,1
NRXN3,DLD1,0.0637085137085137,0.6423576423576424,1000,1
NSA2,DLD1,-0.1317460317460317,0.34965034965034963,1000,1
NSD1,DLD1,0.1088023088023088,0.4065934065934066,1000,1
NSD2,DLD1,0.0543290043290043,0.7132867132867133,1000,1
NSD3,DLD1,-0.0529581529581529,0.6913086913086913,1000,1
NSDHL,DLD1,0.1033910533910534,0.4255744255744256,1000,1
NSF,DLD1,0.062049062049062,0.6413586413586414,1000,1
NSFL1C,DLD1,-0.0855699855699855,0.5254745254745254,1000,1
NSG1,DLD1,-0.3126262626262626,0.01998001998001998,1000,1
NSG2,DLD1,0.10007215007215,0.4595404595404595,1000,1
NSL1,DLD1,0.0676046176046176,0.6203796203796204,1000,1
NSMAF,DLD1,-0.0559884559884559,0.6923076923076923,1000,1
NSMCE1,DLD1,0.0111111111111111,0.932067932067932,1000,1
NSMCE2,DLD1,-0.0108225108225108,0.936063936063936,1000,1
NSMCE3,DLD1,-0.2274170274170274,0.08691308691308691,1000,1
NSMCE4A,DLD1,-0.15007215007215,0.2817182817182817,1000,1
NSMF,DLD1,0.1308802308802308,0.34765234765234765,1000,1
NSRP1,DLD1,-0.3631313131313131,0.003996003996003996,1000,1
NSUN2,DLD1,-0.1796536796536796,0.19880119880119881,1000,1
NSUN3,DLD1,0.0121212121212121,0.935064935064935,1000,1
NSUN4,DLD1,0.1255411255411255,0.3806193806193806,1000,1
NSUN5,DLD1,0.3423520923520923,0.013986013986013986,1000,1
NSUN6,DLD1,-0.0149350649350649,0.9090909090909091,1000,1
NSUN7,DLD1,0.1033189033189033,0.4835164835164835,1000,1
NT5C,DLD1,0.0525974025974025,0.7282717282717283,1000,1
NT5C1A,DLD1,0.0326839826839826,0.8121878121878122,1000,1
NT5C1B,DLD1,0.2595238095238095,0.053946053946053944,1000,1
NT5C2,DLD1,0.184054834054834,0.16083916083916083,1000,1
NT5C3A,DLD1,-0.2054112554112554,0.14485514485514486,1000,1
NT5C3B,DLD1,0.0047619047619047,0.975024975024975,1000,1
NT5DC1,DLD1,-0.1491341991341991,0.2627372627372627,1000,1
NT5DC2,DLD1,-0.0252525252525252,0.8501498501498501,1000,1
NT5DC3,DLD1,0.1861471861471861,0.16983016983016982,1000,1
NT5DC4,DLD1,,0.000999000999000999,1000,1
