gene,background,n_trajectory_values,n_positive_trajectory_values,background_vulnerability_rho,background_p_value,n_resampling_supported_trajectories,background_resampling_supported
MRPL4,DLD1,1,1,0.16753246753246753,0.22148868999978172,0,False
MRPL40,DLD1,1,1,0.15721500721500722,0.2516698013501337,0,False
MRPL41,DLD1,1,1,0.31132756132756134,0.02068635450164935,0,False
MRPL42,DLD1,1,0,-0.09011544011544012,0.5129205915669771,0,False
MRPL43,DLD1,1,1,0.21666666666666667,0.11208888060437507,0,False
MRPL44,DLD1,1,1,0.2707792207792208,0.04554841253462119,0,False
MRPL45,DLD1,1,0,-0.06363636363636363,0.644390932291777,0,False
MRPL46,DLD1,1,1,0.08073593073593073,0.5579031622492486,0,False
MRPL47,DLD1,1,0,-0.0873015873015873,0.5262200574531484,0,False
MRPL48,DLD1,1,1,0.029004329004329005,0.8335073778025442,0,False
MRPL49,DLD1,1,1,0.09379509379509379,0.49578940311322417,0,False
MRPL50,DLD1,1,0,-0.04025974025974026,0.7704130558004936,0,False
MRPL51,DLD1,1,0,-0.13802308802308802,0.31493755978346155,0,False
MRPL52,DLD1,1,1,0.03506493506493506,0.7993768740443838,0,False
MRPL53,DLD1,1,1,0.03326118326118326,0.8094989766007421,0,False
MRPL54,DLD1,1,1,0.015007215007215007,0.9134037956704995,0,False
MRPL55,DLD1,1,1,0.18838383838383838,0.16839780850626623,0,False
MRPL57,DLD1,1,1,0.18152958152958154,0.18471117355588576,0,False
MRPL58,DLD1,1,1,0.01746031746031746,0.899316719752543,0,False
MRPL9,DLD1,1,1,0.1049062049062049,0.4459154705019085,0,False
MRPS10,DLD1,1,0,-0.10656565656565657,0.43871299627827937,0,False
MRPS11,DLD1,1,1,0.025324675324675326,0.8543834813724577,0,False
MRPS12,DLD1,1,1,0.21731601731601732,0.11099142296874183,0,False
MRPS14,DLD1,1,1,0.05505050505050505,0.6897524459956833,0,False
MRPS15,DLD1,1,0,-0.2176046176046176,0.11050631698053552,0,False
MRPS16,DLD1,1,1,0.06623376623376623,0.6309084833223972,0,False
MRPS17,DLD1,1,1,0.05598845598845599,0.6847403421293982,0,False
MRPS18A,DLD1,1,1,0.09812409812409813,0.4760215788099155,0,False
MRPS18B,DLD1,1,1,0.01919191919191919,0.8893911627775771,0,False
MRPS18C,DLD1,1,1,0.1049062049062049,0.4459154705019085,0,False
MRPS2,DLD1,1,1,0.03737373737373737,0.7864684217880755,0,False
MRPS21,DLD1,1,1,0.10822510822510822,0.431575926895516,0,False
MRPS22,DLD1,1,1,0.1865079365079365,0.17275421491096957,0,False
MRPS23,DLD1,1,0,-0.07027417027417028,0.6101722253004793,0,False
MRPS24,DLD1,1,1,0.14725829725829725,0.2833273178872086,0,False
MRPS25,DLD1,1,1,0.0670995670995671,0.6264404409046291,0,False
MRPS26,DLD1,1,1,0.3286435786435786,0.014294652987354245,0,False
MRPS27,DLD1,1,1,0.004761904761904762,0.9724750484936873,0,False
MRPS28,DLD1,1,1,0.13297258297258296,0.333140789688052,0,False
MRPS30,DLD1,1,0,-0.00468975468975469,0.9728919361045532,0,False
MRPS31,DLD1,1,0,-0.07748917748917748,0.5738965755175236,0,False
MRPS33,DLD1,1,0,-0.22085137085137085,0.1051603353031836,0,False
MRPS34,DLD1,1,1,0.13066378066378068,0.34167755087403534,0,False
MRPS35,DLD1,1,1,0.13412698412698412,0.3289230128057482,0,False
MRPS36,DLD1,1,1,0.1176046176046176,0.39248515606082063,0,False
MRPS5,DLD1,1,0,-0.08896103896103896,0.5183561271143342,0,False
MRPS6,DLD1,1,1,0.06623376623376623,0.6309084833223972,0,False
MRPS7,DLD1,1,1,0.05519480519480519,0.6889804854471094,0,False
MRPS9,DLD1,1,1,0.07943722943722943,0.5642752043854162,0,False
MRRF,DLD1,1,0,-0.2593073593073593,0.05590885900114953,0,False
MRS2,DLD1,1,0,-0.12712842712842712,0.35501032781357167,0,False
MRTFA,DLD1,1,1,0.20187590187590188,0.13940000303086794,0,False
MRTFB,DLD1,1,0,-0.1955988455988456,0.1523881370835101,0,False
MRTO4,DLD1,1,0,-0.03448773448773449,0.8026124714717132,0,False
MS4A1,DLD1,1,0,-0.10483405483405484,0.44623009825047155,0,False
MS4A10,DLD1,1,0,-0.09365079365079365,0.49645557786344646,0,False
MS4A12,DLD1,1,0,-0.19545454545454546,0.1526968854596845,0,False
MS4A13,DLD1,1,1,0.07171717171717172,0.6028383431424914,0,False
MS4A14,DLD1,1,0,-0.08903318903318903,0.5180155608648526,0,False
MS4A15,DLD1,1,1,0.05873015873015873,0.6701673783242077,0,False
MS4A2,DLD1,1,1,0.04336219336219336,0.7532596750697069,0,False
MS4A3,DLD1,1,0,-0.06060606060606061,0.6602650290132999,0,False
MS4A4A,DLD1,1,1,0.2318903318903319,0.08846495711973368,0,False
MS4A4E,DLD1,1,0,,,0,False
MS4A5,DLD1,1,0,-0.1227994227994228,0.37176399136181365,0,False
MS4A6A,DLD1,1,0,-0.3263347763347763,0.015034369029401324,0,False
MS4A6E,DLD1,1,0,-0.05281385281385281,0.7017575219659795,0,False
MS4A7,DLD1,1,0,-0.026334776334776336,0.8486422856286248,0,False
MS4A8,DLD1,1,1,0.13152958152958152,0.33846046488257553,0,False
MSANTD1,DLD1,1,0,-0.0722943722943723,0.5999156228658824,0,False
MSANTD2,DLD1,1,1,0.010173160173160173,0.9412370596834918,0,False
MSANTD3,DLD1,1,0,-0.1331890331890332,0.33234738482795956,0,False
MSANTD4,DLD1,1,0,-0.10447330447330447,0.44780507734008007,0,False
MSANTD5,DLD1,1,0,,,0,False
MSC,DLD1,1,1,0.06428571428571428,0.641009430509931,0,False
MSGN1,DLD1,1,1,0.04935064935064935,0.7204885812333899,0,False
MSH2,DLD1,1,0,-0.011544011544011544,0.9333355087293506,0,False
MSH3,DLD1,1,1,0.016883116883116882,0.9026287173570219,0,False
MSH4,DLD1,1,0,-0.09891774891774892,0.4724435790085352,0,False
MSH5,DLD1,1,1,0.23124098124098125,0.0893857249531299,0,False
MSH6,DLD1,1,0,-0.03362193362193362,0.8074720209519655,0,False
MSI1,DLD1,1,0,-0.06233766233766234,0.6511753656557474,0,False
MSI2,DLD1,1,0,-0.22842712842712842,0.09346262783684763,0,False
MSL1,DLD1,1,1,0.35808080808080806,0.0072693553895295734,1,True
MSL2,DLD1,1,1,0.03946608946608947,0.7748190762567736,0,False
MSL3,DLD1,1,1,0.3782106782106782,0.0044126887878252015,1,True
MSLN,DLD1,1,1,0.03932178932178932,0.7756209326946545,0,False
MSMB,DLD1,1,0,-0.23917748917748918,0.0786335892545113,0,False
MSMO1,DLD1,1,1,0.21457431457431458,0.11568172688393104,0,False
MSMP,DLD1,1,1,0.008585858585858586,0.9503931985142233,0,False
MSN,DLD1,1,1,0.04098124098124098,0.7664138147170477,0,False
MSR1,DLD1,1,1,0.07301587301587302,0.5962710102353834,0,False
MSRA,DLD1,1,1,0.09155844155844156,0.5061669744294396,0,False
MSRB1,DLD1,1,0,-0.09090909090909091,0.5092004677596309,0,False
MSRB2,DLD1,1,1,0.1748917748917749,0.2015634115167063,0,False
MSRB3,DLD1,1,0,-0.15158730158730158,0.269255342216424,0,False
MSS51,DLD1,1,1,0.06717171717171717,0.6260687015584621,0,False
MST1,DLD1,1,0,,,0,False
MST1R,DLD1,1,0,-0.011904761904761904,0.9312571821431642,0,False
MSTN,DLD1,1,1,0.07727272727272727,0.5749702586914457,0,False
MSTO1,DLD1,1,1,0.17272727272727273,0.2072870760101672,0,False
MSX1,DLD1,1,0,-0.0562049062049062,0.6835856055707797,0,False
MSX2,DLD1,1,0,-0.07582972582972583,0.582151614190915,0,False
MT1A,DLD1,1,0,,,0,False
MT1B,DLD1,1,1,0.11601731601731602,0.39894970696296217,0,False
MT1E,DLD1,1,1,0.14581529581529581,0.2881235792817018,0,False
MT1F,DLD1,1,0,-0.41305916305916307,0.0017231468326878326,0,False
MT1G,DLD1,1,0,,,0,False
MT1H,DLD1,1,0,,,0,False
MT1HL1,DLD1,1,0,,,0,False
MT1M,DLD1,1,0,,,0,False
MT1X,DLD1,1,0,,,0,False
MT2A,DLD1,1,0,,,0,False
MT3,DLD1,1,0,-0.2727994227994228,0.04389805619281959,0,False
MT4,DLD1,1,1,0.06601731601731602,0.6320275529596125,0,False
MTA1,DLD1,1,1,0.03542568542568542,0.797356319588707,0,False
MTA2,DLD1,1,1,0.0015151515151515152,0.9912405437286748,0,False
MTA3,DLD1,1,0,-0.00974025974025974,0.9437334901213477,0,False
MTAP,DLD1,1,0,-0.06695526695526696,0.6271841961502516,0,False
MTARC1,DLD1,1,0,,,0,False
MTARC2,DLD1,1,0,,,0,False
MTBP,DLD1,1,1,0.23275613275613274,0.08724883762990046,0,False
MTCH1,DLD1,1,0,-0.014574314574314575,0.9158926209464875,0,False
MTCH2,DLD1,1,0,-0.23564213564213565,0.08328953116692887,0,False
MTCL1,DLD1,1,0,-0.02207792207792208,0.8728866670010248,0,False
MTCP1,DLD1,1,1,0.1284992784992785,0.3498030813155303,0,False
MTDH,DLD1,1,1,0.02518037518037518,0.8552042711686998,0,False
MTERF1,DLD1,1,1,0.0727994227994228,0.5973633650022221,0,False
MTERF2,DLD1,1,1,0.2704184704184704,0.045848395590620435,0,False
MTERF3,DLD1,1,0,-0.13131313131313133,0.33926295983613264,0,False
MTERF4,DLD1,1,0,-0.020346320346320345,0.8827833741844014,0,False
MTF1,DLD1,1,0,-0.033766233766233764,0.8066615893453587,0,False
MTF2,DLD1,1,1,0.07821067821067822,0.5703243120726168,0,False
MTFMT,DLD1,1,1,0.022222222222222223,0.8720627916050715,0,False
MTFP1,DLD1,1,0,-0.06125541125541126,0.6568506062834056,0,False
MTFR1,DLD1,1,0,-0.07316017316017316,0.5955432651712529,0,False
MTFR1L,DLD1,1,1,0.01911976911976912,0.8898044022773943,0,False
MTFR2,DLD1,1,1,0.1354978354978355,0.3239582798649519,0,False
MTG1,DLD1,1,1,0.15,0.274359944727808,0,False
MTG2,DLD1,1,1,0.2549062049062049,0.06035780120412832,0,False
MTHFD1,DLD1,1,1,0.01774891774891775,0.897661355882804,0,False
MTHFD1L,DLD1,1,1,0.022943722943722943,0.8679454535804142,0,False
MTHFD2,DLD1,1,1,0.1217893217893218,0.3757406073807319,0,False
MTHFD2L,DLD1,1,1,0.022222222222222223,0.8720627916050715,0,False
MTHFR,DLD1,1,1,0.05584415584415584,0.6855105645109263,0,False
MTHFS,DLD1,1,1,0.3359307359307359,0.012160868115466317,0,False
MTHFSD,DLD1,1,1,0.1471861471861472,0.28356587572060366,0,False
MTIF2,DLD1,1,0,-0.10555555555555556,0.4430893504362563,0,False
MTIF3,DLD1,1,0,-0.11825396825396825,0.3898584530119872,0,False
MTM1,DLD1,1,1,0.06847041847041847,0.6193932488908703,0,False
MTMR1,DLD1,1,1,0.09992784992784992,0.46791065023232903,0,False
MTMR10,DLD1,1,0,-0.15331890331890333,0.26375934458423916,0,False
MTMR11,DLD1,1,1,0.03910533910533911,0.7768241529209321,0,False
MTMR12,DLD1,1,1,0.15202020202020203,0.2678742396776422,0,False
MTMR14,DLD1,1,1,0.1251082251082251,0.3627702674433242,0,False
MTMR2,DLD1,1,1,0.12518037518037517,0.36249136333888765,0,False
MTMR3,DLD1,1,1,0.25014430014430017,0.06548794345847614,0,False
MTMR4,DLD1,1,1,0.09350649350649351,0.4971222159680751,0,False
MTMR6,DLD1,1,1,0.2248196248196248,0.09889970303143654,0,False
MTMR7,DLD1,1,0,-0.031024531024531024,0.8220933319939889,0,False
MTMR8,DLD1,1,0,-0.03838383838383838,0.7808386298720037,0,False
MTMR9,DLD1,1,0,-0.004112554112554113,0.9762272866986146,0,False
MTNR1A,DLD1,1,1,0.17647907647907649,0.19743782940170318,0,False
MTNR1B,DLD1,1,0,-0.07597402597402597,0.5814316506215864,0,False
MTO1,DLD1,1,1,0.24393939393939393,0.07269022448769684,0,False
MTOR,DLD1,1,0,-0.09408369408369409,0.49445844528995475,0,False
MTPAP,DLD1,1,0,-0.22301587301587303,0.10170863323295788,0,False
MTPN,DLD1,1,1,0.03427128427128427,0.803826671607941,0,False
MTR,DLD1,1,0,-0.02655122655122655,0.847413032908131,0,False
MTRES1,DLD1,1,0,-0.05966810966810967,0.6652091124962044,0,False
MTREX,DLD1,1,0,-0.17712842712842713,0.19576751412573556,0,False
MTRF1,DLD1,1,1,0.01984126984126984,0.8856733338690923,0,False
MTRF1L,DLD1,1,1,0.1448051948051948,0.2915124213838373,0,False
MTRFR,DLD1,1,1,0.1525974025974026,0.266040137751635,0,False
MTRR,DLD1,1,1,0.10281385281385282,0.45508936554213664,0,False
MTSS1,DLD1,1,1,0.2821067821067821,0.03691566907308382,0,False
MTSS2,DLD1,1,1,0.05894660894660895,0.6690219139890801,0,False
MTTP,DLD1,1,1,0.25447330447330446,0.06081037647335993,0,False
MTURN,DLD1,1,1,0.11875901875901876,0.387822659203031,0,False
MTUS1,DLD1,1,0,-0.01774891774891775,0.897661355882804,0,False
MTUS2,DLD1,1,1,0.13686868686868686,0.31904122726240375,0,False
MTX1,DLD1,1,1,0.11839826839826839,0.38927615456978915,0,False
MTX2,DLD1,1,0,-0.2106060606060606,0.1227364233974286,0,False
MTX3,DLD1,1,0,-0.2758297258297258,0.041514739265264236,0,False
MUC1,DLD1,1,1,0.09595959595959595,0.4858526560334732,0,False
MUC12,DLD1,1,1,0.19090909090909092,0.16266064945855704,0,False
MUC13,DLD1,1,0,,,0,False
MUC15,DLD1,1,0,-0.5755411255411256,4.290198095912958e-06,0,False
MUC16,DLD1,1,0,-0.15396825396825398,0.26171786495372995,0,False
MUC17,DLD1,1,0,-0.006854256854256854,0.9603889340805399,0,False
MUC20,DLD1,1,1,0.14603174603174604,0.287400770083362,0,False
MUC21,DLD1,1,1,0.2404040404040404,0.07706720826320837,0,False
MUC22,DLD1,1,1,0.18506493506493507,0.17616057462789073,0,False
MUC3A,DLD1,1,0,,,0,False
MUC4,DLD1,1,0,-0.1525974025974026,0.266040137751635,0,False
MUC5AC,DLD1,1,0,,,0,False
MUC5B,DLD1,1,1,0.15692640692640691,0.2525522267392941,0,False
MUC6,DLD1,1,1,0.032756132756132754,0.8123387984574932,0,False
MUC7,DLD1,1,0,-0.3021645021645022,0.024952643885165278,0,False
MUCL1,DLD1,1,0,-0.12027417027417027,0.3817531493219734,0,False
MUCL3,DLD1,1,0,-0.12106782106782107,0.3785966051056081,0,False
MUL1,DLD1,1,0,-0.003318903318903319,0.9808140415612813,0,False
MUS81,DLD1,1,1,0.2163059163059163,0.11270216072258187,0,False
MUSK,DLD1,1,0,-0.022005772005772004,0.8732986549791455,0,False
MUSTN1,DLD1,1,0,-0.14733044733044734,0.2830888921473042,0,False
MUTYH,DLD1,1,0,-0.06681096681096681,0.6279283196185264,0,False
MVB12A,DLD1,1,1,0.206998556998557,0.1294287830692323,0,False
MVB12B,DLD1,1,1,0.13665223665223666,0.31981443254109543,0,False
MVD,DLD1,1,0,-0.014502164502164502,0.9163075036826893,0,False
MVK,DLD1,1,1,0.14862914862914864,0.27881981009770046,0,False
MVP,DLD1,1,1,0.13008658008658008,0.3438327977460738,0,False
MX1,DLD1,1,1,0.12756132756132757,0.35336082440107963,0,False
MX2,DLD1,1,0,-0.21053391053391055,0.12286764535518165,0,False
MXD1,DLD1,1,0,-0.11313131313131314,0.4108616566886986,0,False
MXD3,DLD1,1,1,0.19494949494949496,0.15378114586655914,0,False
MXD4,DLD1,1,1,0.33766233766233766,0.011696189705326364,0,False
MXI1,DLD1,1,1,0.13585858585858585,0.32265969428627783,0,False
MXRA5,DLD1,1,1,0.18196248196248196,0.1836484246758905,0,False
MXRA7,DLD1,1,0,-0.048412698412698414,0.7255902900332124,0,False
MXRA8,DLD1,1,1,0.20165945165945165,0.13983362199345897,0,False
MYADM,DLD1,1,0,-0.11154401154401154,0.41749971776167244,0,False
MYADML2,DLD1,1,1,0.2927128427128427,0.03010540106425352,0,False
MYB,DLD1,1,0,-0.05822510822510823,0.6728430234249596,0,False
MYBBP1A,DLD1,1,0,-0.0632034632034632,0.6466492497887659,0,False
MYBL1,DLD1,1,1,0.01608946608946609,0.9071853918272309,0,False
MYBL2,DLD1,1,0,-0.19025974025974027,0.1641220489247013,0,False
MYBPC1,DLD1,1,1,0.048412698412698414,0.7255902900332124,0,False
MYBPC2,DLD1,1,0,-0.08975468975468975,0.5146160920328675,0,False
MYBPC3,DLD1,1,0,-0.08773448773448773,0.5241629035782608,0,False
MYBPH,DLD1,1,1,0.0715007215007215,0.6039359659560511,0,False
MYBPHL,DLD1,1,0,-0.2823953823953824,0.0367147875852292,0,False
MYC,DLD1,1,1,0.21277056277056278,0.11884901636026388,0,False
MYCBP,DLD1,1,0,-0.12936507936507938,0.3465386846066599,0,False
MYCBPAP,DLD1,1,1,0.1318181818181818,0.3373923147093943,0,False
MYCL,DLD1,1,0,-0.1409090909090909,0.30482652395675697,0,False
MYCN,DLD1,1,0,-0.1730880230880231,0.2063252624714283,0,False
MYCT1,DLD1,1,1,0.25526695526695525,0.05998273019958508,0,False
MYD88,DLD1,1,1,0.025108225108225107,0.8556147231988679,0,False
MYDGF,DLD1,1,0,-0.04076479076479077,0.7676129576689483,0,False
MYEF2,DLD1,1,0,-0.0354978354978355,0.7969523664741162,0,False
MYEOV,DLD1,1,1,0.2054834054834055,0.13232025116858193,0,False
MYF5,DLD1,1,1,0.20331890331890332,0.1365348675429926,0,False
MYF6,DLD1,1,0,-0.14321789321789322,0.2968901158189572,0,False
MYG1,DLD1,1,0,-0.11645021645021646,0.39718050339358546,0,False
MYH1,DLD1,1,1,0.22135642135642136,0.10434697208588664,0,False
MYH10,DLD1,1,0,-0.0016594516594516595,0.9904063471534545,0,False
MYH11,DLD1,1,0,-0.05303030303030303,0.7005925187125273,0,False
MYH13,DLD1,1,1,0.04105339105339105,0.7660142209964292,0,False
MYH14,DLD1,1,0,-0.027705627705627706,0.8408631758533588,0,False
MYH15,DLD1,1,1,0.0004329004329004329,0.9974972533587408,0,False
MYH2,DLD1,1,1,0.07344877344877344,0.5940889570916968,0,False
MYH3,DLD1,1,0,-0.3577200577200577,0.007332630066403127,0,False
MYH4,DLD1,1,0,-0.07323232323232323,0.595179540288112,0,False
MYH6,DLD1,1,0,-0.031096681096681098,0.8216863483936202,0,False
MYH7,DLD1,1,1,0.046464646464646465,0.7362237966003166,0,False
MYH8,DLD1,1,1,0.18997113997113996,0.16477463487029106,0,False
MYH9,DLD1,1,1,0.16183261183261183,0.23783472266351915,0,False
MYL1,DLD1,1,0,-0.020274170274170274,0.8831961336858224,0,False
MYL10,DLD1,1,0,-0.3113997113997114,0.020655383866445238,0,False
MYL11,DLD1,1,0,-0.2649350649350649,0.050610537269176026,0,False
MYL12A,DLD1,1,0,-0.0347041847041847,0.8013987340543023,0,False
MYL12B,DLD1,1,0,-0.023665223665223667,0.8638315919720665,0,False
MYL2,DLD1,1,0,-0.13354978354978356,0.3310276806063618,0,False
MYL3,DLD1,1,0,-0.19054834054834055,0.16347135633889553,0,False
MYL4,DLD1,1,1,0.04177489177489178,0.7620216252012618,0,False
MYL5,DLD1,1,1,0.1297979797979798,0.3449135759406379,0,False
MYL6,DLD1,1,1,0.12525252525252525,0.3622125897180163,0,False
MYL6B,DLD1,1,1,0.047691197691197694,0.7295227599291471,0,False
MYL7,DLD1,1,0,-0.26998556998557,0.046210507025615286,0,False
MYL9,DLD1,1,0,-0.37142857142857144,0.005238997357454375,0,False
MYLIP,DLD1,1,1,0.1492063492063492,0.27693616797930204,0,False
MYLK,DLD1,1,1,0.0007215007215007215,0.9958287674102567,0,False
MYLK2,DLD1,1,0,-0.02792207792207792,0.8396362540890554,0,False
MYLK3,DLD1,1,0,-0.063997113997114,0.642511432145892,0,False
MYLK4,DLD1,1,0,-0.12597402597402596,0.3594320336983678,0,False
MYMK,DLD1,1,1,0.03694083694083694,0.7888845316407752,0,False
MYMX,DLD1,1,0,,,0,False
MYNN,DLD1,1,1,0.13434343434343435,0.3281359394476827,0,False
MYO10,DLD1,1,0,-0.06457431457431458,0.6395088552823655,0,False
MYO15A,DLD1,1,1,0.006493506493506494,0.9624721914930249,0,False
MYO15B,DLD1,1,0,,,0,False
MYO16,DLD1,1,1,0.05800865800865801,0.6739909636703142,0,False
MYO18A,DLD1,1,1,0.0759018759018759,0.5817915818448356,0,False
MYO18B,DLD1,1,0,-0.07323232323232323,0.595179540288112,0,False
MYO19,DLD1,1,1,0.07922077922077922,0.565340510557395,0,False
MYO1A,DLD1,1,1,0.08347763347763348,0.5445638511098723,0,False
MYO1B,DLD1,1,1,0.005844155844155844,0.9662226728150726,0,False
MYO1C,DLD1,1,1,0.2536075036075036,0.06172371885549759,0,False
MYO1D,DLD1,1,0,-0.08196248196248196,0.5519165238239075,0,False
MYO1E,DLD1,1,1,0.07193362193362193,0.6017415934432434,0,False
MYO1F,DLD1,1,0,-0.010101010101010102,0.9416530931268408,0,False
MYO1G,DLD1,1,0,-0.14033189033189034,0.3068317968469395,0,False
MYO1H,DLD1,1,0,-0.10952380952380952,0.42603629873475496,0,False
MYO3A,DLD1,1,0,-0.19985569985569984,0.14348639910722855,0,False
MYO3B,DLD1,1,1,0.0010822510822510823,0.993743185721645,0,False
MYO5A,DLD1,1,1,0.05937950937950938,0.6667332307498451,0,False
MYO5B,DLD1,1,1,0.15028860028860028,0.27342709182561287,0,False
MYO5C,DLD1,1,1,0.031818181818181815,0.817619093006458,0,False
MYO6,DLD1,1,1,0.2798701298701299,0.03850352678901287,0,False
MYO7A,DLD1,1,0,-0.15743145743145742,0.2510093547005204,0,False
MYO7B,DLD1,1,0,-0.3813131313131313,0.004074580291622894,0,False
MYO9A,DLD1,1,1,0.0759018759018759,0.5817915818448356,0,False
MYO9B,DLD1,1,0,-0.10858585858585859,0.43003308767200193,0,False
MYOC,DLD1,1,1,0.2082972582972583,0.1269885369629226,0,False
MYOCD,DLD1,1,1,0.10245310245310245,0.45668143765547115,0,False
MYOCOS,DLD1,1,0,,,0,False
MYOD1,DLD1,1,0,-0.15447330447330448,0.26013740004444014,0,False
MYOF,DLD1,1,1,0.15353535353535352,0.26307766925880466,0,False
MYOG,DLD1,1,1,0.02950937950937951,0.8306505720766164,0,False
MYOM1,DLD1,1,0,-0.18354978354978355,0.17978932418966526,0,False
MYOM2,DLD1,1,1,0.001948051948051948,0.9887379854513088,0,False
MYOM3,DLD1,1,1,0.024458874458874458,0.8593104864042107,0,False
MYORG,DLD1,1,0,,,0,False
MYOT,DLD1,1,0,-0.017388167388167387,0.8997306274905289,0,False
MYOZ1,DLD1,1,1,0.2933621933621934,0.029725035280129875,0,False
MYOZ2,DLD1,1,1,0.023520923520923522,0.8646540810709684,0,False
MYOZ3,DLD1,1,0,-0.0015151515151515152,0.9912405437286748,0,False
MYPN,DLD1,1,1,0.0272005772005772,0.8437274490442874,0,False
MYPOP,DLD1,1,1,0.12633477633477633,0.35804665447370354,0,False
MYRF,DLD1,1,1,0.06226551226551227,0.6515531092529737,0,False
MYRFL,DLD1,1,0,,,0,False
MYRIP,DLD1,1,1,0.07683982683982683,0.5771203884943182,0,False
MYSM1,DLD1,1,1,0.2183982683982684,0.10918066161170371,0,False
MYT1,DLD1,1,1,0.1095959595959596,0.4257297280258,0,False
MYT1L,DLD1,1,1,0.025036075036075037,0.8560252131761985,0,False
MYZAP,DLD1,1,0,-0.28535353535353536,0.0347074147154449,0,False
MZB1,DLD1,1,1,0.031818181818181815,0.817619093006458,0,False
MZF1,DLD1,1,1,0.06385281385281386,0.6432629662708773,0,False
MZT1,DLD1,1,1,0.02712842712842713,0.844136795763773,0,False
MZT2A,DLD1,1,0,,,0,False
MZT2B,DLD1,1,0,,,0,False
N4BP1,DLD1,1,1,0.07041847041847042,0.6094371075815822,0,False
N4BP2,DLD1,1,1,0.00367965367965368,0.9787290677452751,0,False
N4BP2L1,DLD1,1,0,-0.03766233766233766,0.7848587892122767,0,False
N4BP2L2,DLD1,1,1,0.12842712842712842,0.35007596724783185,0,False
N4BP3,DLD1,1,1,0.0613997113997114,0.6560927867744172,0,False
N6AMT1,DLD1,1,0,-0.15404040404040403,0.26149169048074467,0,False
NAA10,DLD1,1,1,0.09855699855699855,0.47406815632431143,0,False
NAA11,DLD1,1,0,-0.2901154401154401,0.031667729859589,0,False
NAA15,DLD1,1,0,-0.06897546897546898,0.6168054106963982,0,False
NAA16,DLD1,1,1,0.0354978354978355,0.7969523664741162,0,False
NAA20,DLD1,1,1,0.1603896103896104,0.24210092666856398,0,False
NAA25,DLD1,1,1,0.1971861471861472,0.14902231022040957,0,False
NAA30,DLD1,1,1,0.1383116883116883,0.3139169320074801,0,False
NAA35,DLD1,1,1,0.0002886002886002886,0.9983315007626112,0,False
NAA38,DLD1,1,1,0.047474747474747475,0.7307038550750835,0,False
NAA40,DLD1,1,0,-0.09163059163059163,0.5058304906104318,0,False
NAA50,DLD1,1,1,0.031457431457431455,0.8196521316239245,0,False
NAA60,DLD1,1,1,0.30606060606060603,0.023055934889739945,0,False
NAA80,DLD1,1,1,0.03261183261183261,0.8131506184058992,0,False
NAAA,DLD1,1,0,-0.12561327561327562,0.3608206794420772,0,False
NAALAD2,DLD1,1,1,0.18874458874458874,0.1675693037253612,0,False
NAALADL1,DLD1,1,1,0.006132756132756133,0.9645556978160056,0,False
NAALADL2,DLD1,1,0,-0.01075036075036075,0.9379093620661159,0,False
NAB1,DLD1,1,0,-0.11291486291486291,0.41176324448469565,0,False
NAB2,DLD1,1,1,0.18903318903318903,0.16690864425113494,0,False
NABP1,DLD1,1,1,0.3526695526695527,0.008270191013038114,1,True
NABP2,DLD1,1,0,-0.22712842712842712,0.09539248079185762,0,False
NACA,DLD1,1,1,0.20252525252525252,0.13810517869705974,0,False
NACA2,DLD1,1,0,-0.1303030303030303,0.34302359410962485,0,False
NACAD,DLD1,1,1,0.05202020202020202,0.7060350111700547,0,False
NACC1,DLD1,1,0,-0.047041847041847044,0.7330679044683863,0,False
NACC2,DLD1,1,1,0.2743145743145743,0.04269274095469885,0,False
NADK,DLD1,1,1,0.18044733044733044,0.1873873703997376,0,False
NADK2,DLD1,1,0,-0.05360750360750361,0.6974891924994523,0,False
NADSYN1,DLD1,1,0,-0.1424963924963925,0.29935568873758894,0,False
NAE1,DLD1,1,1,0.0748917748917749,0.586841205436482,0,False
NAF1,DLD1,1,1,0.10598845598845599,0.4412108091714963,0,False
NAGA,DLD1,1,1,0.34884559884559885,0.009047748131514774,1,True
NAGK,DLD1,1,1,0.08427128427128427,0.5407314146844215,0,False
NAGLU,DLD1,1,1,0.10382395382395382,0.4506477569262265,0,False
NAGPA,DLD1,1,0,-0.07676767676767676,0.577479100897756,0,False
NAGS,DLD1,1,1,0.08513708513708514,0.5365655675323505,0,False
NAIF1,DLD1,1,1,0.0417027417027417,0.7624206099336411,0,False
NAIP,DLD1,1,0,,,0,False
NALCN,DLD1,1,1,0.03658008658008658,0.7908994653669766,0,False
NALF1,DLD1,1,1,0.15454545454545454,0.25991214426062315,0,False
NALF2,DLD1,1,0,-0.17243867243867245,0.20805879877758895,0,False
NAMPT,DLD1,1,0,-0.18513708513708513,0.17598910997670278,0,False
NANOG,DLD1,1,0,,,0,False
NANOGNB,DLD1,1,0,-0.16695526695526697,0.2231074489329178,0,False
NANOS1,DLD1,1,1,0.2326118326118326,0.08745060911470776,0,False
NANOS2,DLD1,1,0,-0.23564213564213565,0.08328953116692887,0,False
NANOS3,DLD1,1,0,-0.02215007215007215,0.8724747125074006,0,False
NANP,DLD1,1,0,-0.06248196248196248,0.650420139468329,0,False
NANS,DLD1,1,1,0.11313131313131314,0.4108616566886986,0,False
NAP1L1,DLD1,1,1,0.24329004329004328,0.0734789887618822,0,False
