query,library,term,query_n_mappable,term_n_in_universe,overlap_n,overlap_genes,p_value,library_bh_fdr,global_bh_fdr
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTERLEUKIN_27_SIGNALING,24,11,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,24,44,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTERLEUKIN_2_SIGNALING,24,12,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTERLEUKIN_35_SIGNALLING,24,12,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTERLEUKIN_36_PATHWAY,24,7,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTERLEUKIN_37_SIGNALING,24,21,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,24,48,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING,24,24,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTERLEUKIN_6_SIGNALING,24,11,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTERLEUKIN_7_SIGNALING,24,35,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTERLEUKIN_9_SIGNALING,24,9,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING,24,27,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTRAFLAGELLAR_TRANSPORT,24,51,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC,24,200,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTRA_GOLGI_TRAFFIC,24,43,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INTRINSIC_PATHWAY_OF_FIBRIN_CLOT_FORMATION,24,22,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_INWARDLY_RECTIFYING_K_CHANNELS,24,35,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_IONOTROPIC_ACTIVITY_OF_KAINATE_RECEPTORS,24,10,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_ION_CHANNEL_TRANSPORT,24,182,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_ION_HOMEOSTASIS,24,54,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_ION_TRANSPORT_BY_P_TYPE_ATPASES,24,55,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_IRAK1_RECRUITS_IKK_COMPLEX,24,14,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX,24,10,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_IRAK4_DEFICIENCY_TLR2_4,24,18,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_IRE1ALPHA_ACTIVATES_CHAPERONES,24,49,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_IRF3_MEDIATED_INDUCTION_OF_TYPE_I_IFN,24,12,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_IRON_UPTAKE_AND_TRANSPORT,24,58,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_IRS_ACTIVATION,24,5,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_IRS_MEDIATED_SIGNALLING,24,48,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_ISG15_ANTIVIRAL_MECHANISM,24,74,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_JNK_C_JUN_KINASES_PHOSPHORYLATION_AND_ACTIVATION_MEDIATED_BY_ACTIVATED_HUMAN_TAK1,24,22,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_JOSEPHIN_DOMAIN_DUBS,24,12,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_KERATAN_SULFATE_BIOSYNTHESIS,24,28,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_KERATAN_SULFATE_DEGRADATION,24,15,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_KERATAN_SULFATE_KERATIN_METABOLISM,24,36,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_KETONE_BODY_METABOLISM,24,10,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_KIDNEY_DEVELOPMENT,24,46,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_KILLING_MECHANISMS,24,12,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_KINESINS,24,59,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA,24,17,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_L1CAM_INTERACTIONS,24,119,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LAGGING_STRAND_SYNTHESIS,24,20,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LAMININ_INTERACTIONS,24,30,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LANOSTEROL_BIOSYNTHESIS,24,14,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LATE_ENDOSOMAL_MICROAUTOPHAGY,24,34,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LATE_SARS_COV_2_INFECTION_EVENTS,24,74,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LDL_CLEARANCE,24,19,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LDL_REMODELING,24,6,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LECTIN_PATHWAY_OF_COMPLEMENT_ACTIVATION,24,8,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LEISHMANIA_INFECTION,24,181,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LEUKOTRIENE_RECEPTORS,24,5,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LGI_ADAM_INTERACTIONS,24,14,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LIGAND_RECEPTOR_INTERACTIONS,24,8,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LINOLEIC_ACID_LA_METABOLISM,24,8,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LIPID_PARTICLE_ORGANIZATION,24,6,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LIPOPHAGY,24,9,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS,24,20,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LONG_TERM_POTENTIATION,24,23,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LOSS_OF_FUNCTION_OF_KMT2D_IN_KABUKI_SYNDROME,24,5,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LOSS_OF_FUNCTION_OF_MECP2_IN_RETT_SYNDROME,24,13,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LOSS_OF_FUNCTION_OF_SMAD2_3_IN_CANCER,24,7,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LOSS_OF_MECP2_BINDING_ABILITY_TO_THE_NCOR_SMRT_COMPLEX,24,7,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LRR_FLII_INTERACTING_PROTEIN_1_LRRFIP1_ACTIVATES_TYPE_I_IFN_PRODUCTION,24,5,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LTC4_CYSLTR_MEDIATED_IL4_PRODUCTION,24,6,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LYSINE_CATABOLISM,24,12,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LYSOSOME_VESICLE_BIOGENESIS,24,35,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_LYSOSPHINGOLIPID_AND_LPA_RECEPTORS,24,14,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MALATE_ASPARTATE_SHUTTLE,24,9,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MAP2K_AND_MAPK_ACTIVATION,24,40,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION,24,16,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MAPK1_ERK2_ACTIVATION,24,9,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MAPK1_MAPK3_SIGNALING,24,271,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MAPK3_ERK1_ACTIVATION,24,10,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MAPK6_MAPK4_SIGNALING,24,80,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,24,314,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MAPK_TARGETS_NUCLEAR_EVENTS_MEDIATED_BY_MAP_KINASES,24,31,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MAPLE_SYRUP_URINE_DISEASE,24,5,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MASTL_FACILITATES_MITOTIC_PROGRESSION,24,10,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MATRIGLYCAN_BIOSYNTHESIS_ON_DAG1,24,11,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MATURATION_OF_DENV_PROTEINS,24,52,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MATURATION_OF_PROTEIN_3A,24,9,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MATURATION_OF_SARS_COV_1_NUCLEOPROTEIN,24,11,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MATURATION_OF_SARS_COV_1_SPIKE_PROTEIN,24,5,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MATURATION_OF_SARS_COV_2_NUCLEOPROTEIN,24,15,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MATURATION_OF_SARS_COV_2_SPIKE_PROTEIN,24,41,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MATURATION_OF_TCA_ENZYMES_AND_REGULATION_OF_TCA_CYCLE,24,19,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MECHANICAL_LOAD_ACTIVATES_SIGNALING_BY_PIEZO1_AND_INTEGRINS_IN_OSTEOCYTES,24,17,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MECP2_REGULATES_NEURONAL_RECEPTORS_AND_CHANNELS,24,18,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MECP2_REGULATES_TRANSCRIPTION_OF_NEURONAL_LIGANDS,24,8,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MEIOSIS,24,118,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MEIOTIC_RECOMBINATION,24,86,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MEIOTIC_SYNAPSIS,24,77,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MELANIN_BIOSYNTHESIS,24,5,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MEMBRANE_TRAFFICKING,24,627,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLIC_DISORDERS_OF_BIOLOGICAL_OXIDATION_ENZYMES,24,34,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_AMINE_DERIVED_HORMONES,24,21,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES,24,356,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_ANGIOTENSINOGEN_TO_ANGIOTENSINS,24,17,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_CARBOHYDRATES_AND_CARBOHYDRATE_DERIVATIVES,24,293,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_COFACTORS,24,24,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,24,48,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_FOLATE_AND_PTERINES,24,17,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_INGESTED_SEMET_SEC_MESEC_INTO_H2SE,24,8,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,24,17,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_NUCLEOTIDES,24,95,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_POLYAMINES,24,46,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_PORPHYRINS,24,27,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_RNA,24,732,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_STEROID_HORMONES,24,35,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS,24,195,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METABOLISM_OF_WATER_SOLUBLE_VITAMINS_AND_COFACTORS,24,125,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METALLOPROTEASE_DUBS,24,37,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METALLOTHIONEINS_BIND_METALS,24,11,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METAL_ION_SLC_TRANSPORTERS,24,44,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS,24,6,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METHIONINE_SALVAGE_PATHWAY,24,6,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_METHYLATION,24,14,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING,24,6,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MET_ACTIVATES_PTK2_SIGNALING,24,30,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MET_ACTIVATES_PTPN11,24,5,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MET_ACTIVATES_RAP1_AND_RAC1,24,11,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MET_ACTIVATES_RAS_SIGNALING,24,11,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS,24,5,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MET_PROMOTES_CELL_MOTILITY,24,41,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MET_RECEPTOR_ACTIVATION,24,6,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MET_RECEPTOR_RECYCLING,24,10,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION,24,124,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MINERALOCORTICOID_BIOSYNTHESIS,24,6,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MIRO_GTPASE_CYCLE,24,8,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MISCELLANEOUS_SUBSTRATES,24,12,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MISCELLANEOUS_TRANSPORT_AND_BINDING_EVENTS,24,29,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MISMATCH_REPAIR,24,15,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOCHONDRIAL_CALCIUM_ION_TRANSPORT,24,23,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION,24,37,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS,24,11,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS,24,6,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOCHONDRIAL_IRON_SULFUR_CLUSTER_BIOGENESIS,24,13,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOCHONDRIAL_MRNA_MODIFICATION,24,11,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,24,92,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOCHONDRIAL_PROTEIN_IMPORT,24,64,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOCHONDRIAL_RNA_DEGRADATION,24,12,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOCHONDRIAL_TRANSLATION,24,101,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOCHONDRIAL_TRANSLATION_ELONGATION,24,89,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION,24,21,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOCHONDRIAL_UNCOUPLING,24,7,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOPHAGY,24,39,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOTIC_G2_G2_M_PHASES,24,191,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOTIC_METAPHASE_AND_ANAPHASE,24,221,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOTIC_PROMETAPHASE,24,202,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOTIC_PROPHASE,24,140,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOTIC_SPINDLE_CHECKPOINT,24,111,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS,24,13,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MODULATION_BY_MTB_OF_HOST_IMMUNE_SYSTEM,24,7,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MODULATION_OF_HOST_RESPONSES_BY_IFN_STIMULATED_GENES,24,19,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MOLECULES_ASSOCIATED_WITH_ELASTIC_FIBRES,24,37,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MOLYBDENUM_COFACTOR_BIOSYNTHESIS,24,6,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MRNA_3_END_PROCESSING,24,152,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MRNA_CAPPING,24,29,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE,24,16,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MRNA_DECAY_BY_5_TO_3_EXORIBONUCLEASE,24,15,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MRNA_EDITING,24,10,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MRNA_EDITING_C_TO_U_CONVERSION,24,8,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MRNA_POLYADENYLATION,24,127,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MRNA_SPLICING,24,212,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MRNA_SPLICING_MINOR_PATHWAY,24,50,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MTORC1_MEDIATED_SIGNALLING,24,24,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MTOR_SIGNALLING,24,41,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MUCOPOLYSACCHARIDOSES,24,11,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MUSCARINIC_ACETYLCHOLINE_RECEPTORS,24,5,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MUSCLE_CONTRACTION,24,202,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MYOCLONIC_EPILEPSY_OF_LAFORA,24,9,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_MYOGENESIS,24,29,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_M_PHASE,24,400,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_NCAM1_INTERACTIONS,24,42,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_NCAM_SIGNALING_FOR_NEURITE_OUT_GROWTH,24,63,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_NECTIN_NECL_TRANS_HETERODIMERIZATION,24,7,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_NEDDYLATION,24,227,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_NEF_AND_SIGNAL_TRANSDUCTION,24,8,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION,24,9,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_NEF_MEDIATED_CD8_DOWN_REGULATION,24,7,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_NEF_MEDIATED_DOWNREGULATION_OF_MHC_CLASS_I_COMPLEX_CELL_SURFACE_EXPRESSION,24,10,0,,1.0,1.0,1.0
MiNP_all_human_interacting_genes,Reactome_2026.1,REACTOME_NEF_MEDIATES_DOWN_MODULATION_OF_CELL_SURFACE_RECEPTORS_BY_RECRUITING_THEM_TO_CLATHRIN_ADAPTERS,24,21,0,,1.0,1.0,1.0
