cohort,modality,gene,n_right,n_left,right_mean,left_mean,right_minus_left,hedges_g,se_g,welch_p,welch_fdr,direction
GSE103479,bulk,PRPF8,56,59,6.560862041732143,6.537003495525424,0.023858546206719566,0.07080686856530494,0.18662389859346473,0.70345113927536,0.9207523653022097,right_high
GSE103479,bulk,CAPNS1,56,59,4.570253684232143,4.588563485788135,-0.01830980155599171,-0.057680431979937816,0.1866039034454516,0.7551232646591743,0.9373902601970852,left_high
GSE103479,bulk,RPL35,56,59,3.3136887006964284,3.6647369470847457,-0.35104824638831733,-0.40877369321309937,0.18853556145102507,0.02899991458691681,0.38087306098433815,left_high
GSE103479,bulk,RPL28,56,59,6.278898640107143,6.134211718847458,0.14468692125968552,0.20017553124919127,0.18703902630485536,0.28339698759058135,0.7317053662042741,right_high
GSE103479,bulk,EIF4G2,56,59,4.907247881571429,4.844498137644068,0.06274974392736077,0.26493208088307363,0.18739494718128832,0.1595885393507319,0.6255471055032376,right_high
GSE103479,bulk,EIF3D,56,59,5.246065898696429,5.285061365305084,-0.038995466608654716,-0.1068727401403799,0.18669985072439618,0.5642454054698105,0.8740784028910914,left_high
GSE103479,bulk,PARK7,56,59,3.5593390079285716,3.559954258279661,-0.0006152503510894469,-0.002607196070484485,0.1865645343489019,0.9888027480693501,0.9971811392082713,left_high
GSE103479,bulk,SRP14,56,59,3.6169626060446425,3.711725196228814,-0.09476259018417155,-0.2683759410602201,0.18741662932364803,0.15137401196045977,0.6190067941969373,left_high
GSE103479,bulk,GDI2,56,59,5.949711317598215,5.972805009288136,-0.023093691689920703,-0.09530080182346751,0.1866721251678588,0.6087108866902549,0.8877951919767884,left_high
GSE103479,bulk,RPL11,56,59,5.418760150401785,5.4115925263050855,0.007167624096699576,0.032364918440664414,0.1865768750459987,0.8628162779116751,0.9669058860434374,right_high
GSE103479,bulk,ARF3,56,59,6.299516982580357,6.2520981525,0.047418830080356855,0.16008671205538746,0.18686811538408651,0.39114932288832616,0.7968140860108036,right_high
GSE103479,bulk,RPL21,56,59,4.207635753339286,4.286075596474576,-0.07843984313528996,-0.2110148730741566,0.18709173885439787,0.2565142041619806,0.7128920978910973,left_high
GSE103479,bulk,RPL24,56,59,6.145090448464286,6.112301739822033,0.03278870864225247,0.10420260337682243,0.18669317195615098,0.5746982245021744,0.8770339630536517,right_high
GSE103479,bulk,HNRNPC,56,59,7.239931036214285,7.343506622508475,-0.10357558629418939,-0.24377774638629088,0.18726785451845634,0.18965877368389258,0.6577565907146927,left_high
GSE103479,bulk,SEP-02,56,59,4.684637559375,4.766610356915255,-0.08197279754025466,-0.1975406728510189,0.1870266305125806,0.2893156422903171,0.7345613316607811,left_high
GSE103479,bulk,HNRNPA1,56,59,6.279432706964286,6.5223148988474575,-0.2428821918831714,-0.4060541109408046,0.1885095558867785,0.03121115135009524,0.38947956910920223,left_high
GSE103479,bulk,RPS27A,56,59,5.748201719383928,5.7879941293644075,-0.03979240998047917,-0.1382866062795193,0.18679108989578477,0.4593103777071368,0.8284827833217161,left_high
