module,sex,n_transitions,mean_delta,median_delta,n_down,n_up,fraction_down
de_novo_pyrimidine_core,Female,2,0.022383390738820418,0.022383390738820418,1,1,0.5
de_novo_pyrimidine_core,Male,2,0.32274799848317764,0.32274799848317764,1,1,0.5
de_novo_pyrimidine_core,All,4,0.17256569461099905,0.045292510182628504,2,2,0.5
pyrimidine_nucleotide_supply,Female,2,0.47238910593506506,0.47238910593506506,0,2,0.0
pyrimidine_nucleotide_supply,Male,2,0.05970542076440091,0.05970542076440091,1,1,0.5
pyrimidine_nucleotide_supply,All,4,0.26604726334973294,0.416756976921785,1,3,0.25
