status,N,CRC_N,knots_log2,overall_P_chi2,overall_P_F,nonlinear_P_chi2,nonlinear_P_F,nonlinear_df,design_df
ok,9936,70,0;2.2630344;3.776104;6.9081224,0.0014590306688035063,0.0022682017409550582,0.35481541694609275,0.35828342413202274,2,109
