soma_joinid,citation,collection_id,collection_name,collection_doi,collection_doi_label,dataset_id,dataset_version_id,dataset_title,dataset_h5ad_path,dataset_total_cell_count
781,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/08115e1b-3315-4ea9-b72f-f152f7a102ab.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,e887bd14-bb23-48ed-9616-aa3f9b11c446,08115e1b-3315-4ea9-b72f-f152f7a102ab,pcw12_6332STDY9479166,e887bd14-bb23-48ed-9616-aa3f9b11c446.h5ad,4992
782,Publication: https://doi.org/10.1073/pnas.2404775121 Dataset Version: https://datasets.cellxgene.cziscience.com/8bc908d5-9e13-4101-a9b9-f466fa474902.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ab6823e0-506e-461b-b1f9-d30e69a01687,ab6823e0-506e-461b-b1f9-d30e69a01687,Cellular heterogeneity and dynamics of the human uterus in healthy premenopausal women,10.1073/pnas.2404775121,Ulrich et al. (2024) Proc. Natl. Acad. Sci. U.S.A.,2b868c88-eb35-492d-ba7d-4f2d0ff3ff33,8bc908d5-9e13-4101-a9b9-f466fa474902,Immune cells from integrated dataset of 20 donors,2b868c88-eb35-492d-ba7d-4f2d0ff3ff33.h5ad,14656
783,Publication: https://doi.org/10.1016/j.cell.2021.08.003 Dataset Version: https://datasets.cellxgene.cziscience.com/2ec63614-ec1f-4174-bd69-08d70e4721d8.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4d82bd8e-8827-410b-8fc7-685b7dd92585,4d82bd8e-8827-410b-8fc7-685b7dd92585,Spatially organized multicellular immune hubs in human colorectal cancer,10.1016/j.cell.2021.08.003,Pelka et al. (2021) Cell,f89af62b-4059-4fb9-8bc0-e8e189c4c340,2ec63614-ec1f-4174-bd69-08d70e4721d8,Stromal cells,f89af62b-4059-4fb9-8bc0-e8e189c4c340.h5ad,15438
784,Publication: https://doi.org/10.1073/pnas.2313326120 Dataset Version: https://datasets.cellxgene.cziscience.com/cccc6f63-d77e-4eab-8fa0-4a080cc69a97.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/34f12de7-c5e5-4813-a136-832677f98ac8,34f12de7-c5e5-4813-a136-832677f98ac8,Multi-scale spatial mapping of cell populations across anatomical sites in healthy human skin and basal cell carcinoma,10.1073/pnas.2313326120,Ganier et al. (2024) Proc. Natl. Acad. Sci. U.S.A.,1b11283c-1b3a-4fa6-bf87-bc12c550a019,cccc6f63-d77e-4eab-8fa0-4a080cc69a97,Visium spatial - face_nose_A_a,1b11283c-1b3a-4fa6-bf87-bc12c550a019.h5ad,4992
785,Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/08182da9-d8ee-4e5f-a1b9-3f8254ed3332.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Siletti et al. (2023) Science,22658f4f-9268-41ad-8828-cc53f4baa9fa,08182da9-d8ee-4e5f-a1b9-3f8254ed3332,Dissection: Hypothalamus (HTH) - supraoptic region of HTH - HTHso,22658f4f-9268-41ad-8828-cc53f4baa9fa.h5ad,12557
786,Publication: https://doi.org/10.1371/journal.pbio.3000152 Dataset Version: https://datasets.cellxgene.cziscience.com/b0503d37-f734-4b5c-b3b0-35c877e0c636.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/981b0c87-76d0-4edf-b201-58c52b5cd2f0,981b0c87-76d0-4edf-b201-58c52b5cd2f0,Single-cell transcriptomics reveals gene expression dynamics of human fetal kidney development,10.1371/journal.pbio.3000152,Hochane et al. (2019) PLoS Biol,8dc29642-be06-46dc-a289-8075915745d4,b0503d37-f734-4b5c-b3b0-35c877e0c636,Cells of the human fetal kidney,8dc29642-be06-46dc-a289-8075915745d4.h5ad,17962
787,Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/a6926d15-672c-4135-a56e-c32864f41f71.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Siletti et al. (2023) Science,2a8ca8f3-5599-4cda-b973-3a2dfc3c1fe6,a6926d15-672c-4135-a56e-c32864f41f71,Dissection: Amygdaloid complex (AMY) - Corticomedial nuclear group (CMN) - anterior cortical nucleus - CoA,2a8ca8f3-5599-4cda-b973-3a2dfc3c1fe6.h5ad,10778
788,Publication: https://doi.org/10.1038/s41588-025-02158-6 Dataset Version: https://datasets.cellxgene.cziscience.com/97773b0e-f11a-41db-9121-a984d65a03d7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/cee845e3-ec04-4781-9e2a-28734bb4f7ba,cee845e3-ec04-4781-9e2a-28734bb4f7ba,HTAN CHOP - Longitudinal single-cell multiomic atlas of high-risk neuroblastoma reveals chemotherapy-induced tumor microenvironment rewiring,10.1038/s41588-025-02158-6,Yu et al. (2025) Nat Genet,7b95971d-05e6-4060-9e52-f7148050bbba,97773b0e-f11a-41db-9121-a984d65a03d7,snRNA-seq of Macrophages in high-risk Neuroblastoma before and after chemotherapy,7b95971d-05e6-4060-9e52-f7148050bbba.h5ad,14344
789,Dataset Version: https://datasets.cellxgene.cziscience.com/b224b92d-320c-4818-85d2-4ddffc9c6b33.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/10bf5c50-8d85-4c5f-94b4-22c1363d9f31,10bf5c50-8d85-4c5f-94b4-22c1363d9f31,Intratumoral heterogeneity in recurrent pediatric pilocytic astrocytomas,,,be884a28-0eac-4eca-9c23-1294a93cf56e,b224b92d-320c-4818-85d2-4ddffc9c6b33,Intratumoral heterogeneity in recurrent pediatric pilocytic astrocytomas,be884a28-0eac-4eca-9c23-1294a93cf56e.h5ad,35637
790,Publication: https://doi.org/10.1038/s41588-021-00911-1 Dataset Version: https://datasets.cellxgene.cziscience.com/7efc48d4-ca26-4f2e-b7b2-0872796e96f0.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/dea97145-f712-431c-a223-6b5f565f362a,dea97145-f712-431c-a223-6b5f565f362a,A single-cell and spatially resolved atlas of human breast cancers,10.1038/s41588-021-00911-1,Wu et al. (2021) Nat Genet,4cdd25a4-f4fa-4c13-b8a9-80cf28511d46,7efc48d4-ca26-4f2e-b7b2-0872796e96f0,A single-cell and spatially-resolved atlas of human breast cancers - Stromal,4cdd25a4-f4fa-4c13-b8a9-80cf28511d46.h5ad,19601
791,Publication: https://doi.org/10.1073/pnas.2313326120 Dataset Version: https://datasets.cellxgene.cziscience.com/823f182d-e40f-4fd6-a74a-7dfcc52141fb.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/34f12de7-c5e5-4813-a136-832677f98ac8,34f12de7-c5e5-4813-a136-832677f98ac8,Multi-scale spatial mapping of cell populations across anatomical sites in healthy human skin and basal cell carcinoma,10.1073/pnas.2313326120,Ganier et al. (2024) Proc. Natl. Acad. Sci. U.S.A.,4e6e0a5d-28f7-4792-a43b-7c3aa50d0265,823f182d-e40f-4fd6-a74a-7dfcc52141fb,Visium spatial - bcc_face_nose_A,4e6e0a5d-28f7-4792-a43b-7c3aa50d0265.h5ad,4992
792,Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/c49b6300-3bda-4658-a0dc-be075537cb88.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb,0b9d8a04-bb9d-44da-aa27-705bb65b54eb,Tabula Muris Senis,10.1038/s41586-020-2496-1,The Tabula Muris Consortium et al. (2020) Nature,7c6091da-4606-44c7-a2c4-ef896de09e28,c49b6300-3bda-4658-a0dc-be075537cb88,Mammary gland - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - 10x,7c6091da-4606-44c7-a2c4-ef896de09e28.h5ad,12295
793,Publication: https://doi.org/10.1016/j.ccell.2022.11.001 Dataset Version: https://datasets.cellxgene.cziscience.com/915ccd03-67fd-4c27-9243-23b0707730a9.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/f7cecffa-00b4-4560-a29a-8ad626b8ee08,f7cecffa-00b4-4560-a29a-8ad626b8ee08,Mapping single-cell transcriptomes in the intra-tumoral and associated territories of kidney cancer,10.1016/j.ccell.2022.11.001,Li et al. (2022) Cancer Cell,30437616-4939-40e0-83da-4cae8186d452,915ccd03-67fd-4c27-9243-23b0707730a9,6800STDY12499503,30437616-4939-40e0-83da-4cae8186d452.h5ad,4992
794,Publication: https://doi.org/10.1126/science.abl4896 Dataset Version: https://datasets.cellxgene.cziscience.com/aa604501-09b8-415f-8895-9a049f8343bf.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e5f58829-1a66-40b5-a624-9046778e74f5,e5f58829-1a66-40b5-a624-9046778e74f5,Tabula Sapiens,10.1126/science.abl4896,The Tabula Sapiens Consortium* et al. (2022) Science,d45aca3a-ddb8-4185-a462-eff1e0c7af2e,aa604501-09b8-415f-8895-9a049f8343bf,Tabula Sapiens - Ear,d45aca3a-ddb8-4185-a462-eff1e0c7af2e.h5ad,3055
795,Publication: https://doi.org/10.1016/j.cell.2022.11.005 Dataset Version: https://datasets.cellxgene.cziscience.com/2af1aab1-f66b-4473-86e3-9b752adfd007.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2d2e2acd-dade-489f-a2da-6c11aa654028,2d2e2acd-dade-489f-a2da-6c11aa654028,A human fetal lung cell atlas uncovers proximal-distal gradients of differentiation and key regulators of epithelial fates,10.1016/j.cell.2022.11.005,He et al. (2022) Cell,56139b1e-9fc5-4aab-9058-0102bc7cc74a,2af1aab1-f66b-4473-86e3-9b752adfd007,pcw14_6332STDY9479171,56139b1e-9fc5-4aab-9058-0102bc7cc74a.h5ad,4992
796,Publication: https://doi.org/10.1038/s44318-024-00328-6 Dataset Version: https://datasets.cellxgene.cziscience.com/26b855fd-b7a1-4f99-8767-4761f9c4b60e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/92db8a7e-8761-4317-873f-15606c016ce5,92db8a7e-8761-4317-873f-15606c016ce5,A novel human fetal lung-derived alveolar organoid model reveals mechanisms of surfactant protein C maturation relevant to interstitial lung disease,10.1038/s44318-024-00328-6,Lim et al. (2025) EMBO J,781cc817-3fd0-487c-a55a-b47b2786a05d,26b855fd-b7a1-4f99-8767-4761f9c4b60e,organoid,781cc817-3fd0-487c-a55a-b47b2786a05d.h5ad,9619
797,Publication: https://doi.org/10.1073/pnas.2200914119 Dataset Version: https://datasets.cellxgene.cziscience.com/307de4ad-3839-43cc-982a-37f032f1764b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/63d03351-06be-478e-a0db-f7a653b6b19b,63d03351-06be-478e-a0db-f7a653b6b19b,Cell atlas of the human ocular anterior segment: Tissue-specific and shared cell types,10.1073/pnas.2200914119,van Zyl et al. (2022) Proc. Natl. Acad. Sci. U.S.A.,489318a0-24c3-4f5c-b105-f084ed0ea026,307de4ad-3839-43cc-982a-37f032f1764b,Lens,489318a0-24c3-4f5c-b105-f084ed0ea026.h5ad,13900
798,Publication: https://doi.org/10.1016/j.isci.2023.108572 Dataset Version: https://datasets.cellxgene.cziscience.com/3ccd2543-820c-418e-9274-9c5958f9fbf6.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ecb739c5-fe0d-4b48-81c6-217c4d64eec4,ecb739c5-fe0d-4b48-81c6-217c4d64eec4,COVID-19 mRNA vaccine elicits a potent adaptive immune response in the absence of persistent inflammation observed in SARS-CoV-2 infection,10.1016/j.isci.2023.108572,Ivanova et al. (2023) iScience,693ae928-96ba-47de-b9d9-1321c675bfcd,3ccd2543-820c-418e-9274-9c5958f9fbf6,"innate T cells -- CV19 infection, vaccination and HC",693ae928-96ba-47de-b9d9-1321c675bfcd.h5ad,32444
799,Publication: https://doi.org/10.1038/s41586-022-05060-x Dataset Version: https://datasets.cellxgene.cziscience.com/c0c5bb50-43ec-46f3-bf07-14ece43ced5b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8191c283-0816-424b-9b61-c3e1d6258a77,8191c283-0816-424b-9b61-c3e1d6258a77,Spatial multi-omic map of human myocardial infarction,10.1038/s41586-022-05060-x,Kuppe et al. (2022) Nature,f7cd2a61-2bdc-41c0-a845-32f66a62c2b6,c0c5bb50-43ec-46f3-bf07-14ece43ced5b,FZ_GT_P19 (ACH008)-Spatial multi-omic map of human myocardial infarction,f7cd2a61-2bdc-41c0-a845-32f66a62c2b6.h5ad,4992
800,Publication: https://doi.org/10.1038/s41586-022-05060-x Dataset Version: https://datasets.cellxgene.cziscience.com/70689ba8-1cd2-4814-8661-c677c6fd6b11.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8191c283-0816-424b-9b61-c3e1d6258a77,8191c283-0816-424b-9b61-c3e1d6258a77,Spatial multi-omic map of human myocardial infarction,10.1038/s41586-022-05060-x,Kuppe et al. (2022) Nature,4fd2ee79-ab3a-4827-a773-1b7dcd099307,70689ba8-1cd2-4814-8661-c677c6fd6b11,control_P7 (ACH003)-Spatial multi-omic map of human myocardial infarction,4fd2ee79-ab3a-4827-a773-1b7dcd099307.h5ad,4992
801,Publication: https://doi.org/10.1016/j.neuron.2021.09.001 Dataset Version: https://datasets.cellxgene.cziscience.com/663c800f-11d2-4f02-8bcf-e477fbf95dde.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/22ccff12-9a18-4b01-ba10-302df57a01f8,22ccff12-9a18-4b01-ba10-302df57a01f8,Single-nucleus transcriptome analysis reveals cell-type-specific molecular signatures across reward circuitry in the human brain,10.1016/j.neuron.2021.09.001,Tran et al. (2021) Neuron,a24ce10f-5a87-4e1f-a34a-f4fe5fc84052,663c800f-11d2-4f02-8bcf-e477fbf95dde,SACC region,a24ce10f-5a87-4e1f-a34a-f4fe5fc84052.h5ad,15669
802,Publication: https://doi.org/10.1038/s41593-022-01061-1 Dataset Version: https://datasets.cellxgene.cziscience.com/3d20535b-7b7d-496f-b29d-33cff288b190.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b0f0b447-ac37-45b0-b1bf-5c0b7d871120,b0f0b447-ac37-45b0-b1bf-5c0b7d871120,Single-cell genomic profiling of human dopamine neurons identifies a population that selectively degenerates in Parkinson’s disease,10.1038/s41593-022-01061-1,Kamath et al. (2022) Nat Neurosci,f8d8b443-bca6-4c3c-9042-669dfb7f8030,3d20535b-7b7d-496f-b29d-33cff288b190,Human Microglia 10x scRNA-seq,f8d8b443-bca6-4c3c-9042-669dfb7f8030.h5ad,33041
803,Publication: https://doi.org/10.1038/s41586-021-03500-8 Dataset Version: https://datasets.cellxgene.cziscience.com/4d544a2a-b515-4ff0-9997-e2a3b70ba14c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/ae1420fe-6630-46ed-8b3d-cc6056a66467,ae1420fe-6630-46ed-8b3d-cc6056a66467,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types,10.1038/s41586-021-03500-8,Yao et al. (2021) Nature,1304e107-0f06-4d33-b634-d95ed986d02b,4d544a2a-b515-4ff0-9997-e2a3b70ba14c,An integrated transcriptomic and epigenomic atlas of mouse primary motor cortex cell types: SMARTer_nuclei_MOp,1304e107-0f06-4d33-b634-d95ed986d02b.h5ad,6171
804,Publication: https://doi.org/10.1038/s41586-024-07944-6 Dataset Version: https://datasets.cellxgene.cziscience.com/4f3aa79f-93cc-4ff9-90ca-08f969731a93.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/fc19ae6c-d7c1-4dce-b703-62c5d52061b4,fc19ae6c-d7c1-4dce-b703-62c5d52061b4,A spatial human thymus cell atlas mapped to a continuous tissue axis,10.1038/s41586-024-07944-6,Yayon et al. (2024) Nature,43848156-ba94-47b5-8409-7535cea75678,4f3aa79f-93cc-4ff9-90ca-08f969731a93,thymus visium sample TA11556492,43848156-ba94-47b5-8409-7535cea75678.h5ad,4992
805,Publication: https://doi.org/10.1126/science.abo0510 Dataset Version: https://datasets.cellxgene.cziscience.com/9a6ffbf3-a891-4224-9c7c-17557745d789.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b1a879f6-5638-48d3-8f64-f6592c1b1561,b1a879f6-5638-48d3-8f64-f6592c1b1561,Mapping the developing human immune system across organs,10.1126/science.abo0510,Suo et al. (2022) Science,4ee03124-5782-4187-968a-c178f8b212e1,9a6ffbf3-a891-4224-9c7c-17557745d789,WSSS_F_IMMsp10864181,4ee03124-5782-4187-968a-c178f8b212e1.h5ad,4992
806,Publication: https://doi.org/10.1038/s41586-020-2922-4 Dataset Version: https://datasets.cellxgene.cziscience.com/c88e0403-da93-40f4-99b5-f5fdeb81a82c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/5d445965-6f1a-4b68-ba3a-b8f765155d3a,5d445965-6f1a-4b68-ba3a-b8f765155d3a,A molecular cell atlas of the human lung from single cell RNA sequencing,10.1038/s41586-020-2922-4,Travaglini et al. (2020) Nature,e04daea4-4412-45b5-989e-76a9be070a89,c88e0403-da93-40f4-99b5-f5fdeb81a82c,"Krasnow Lab Human Lung Cell Atlas, Smart-seq2",e04daea4-4412-45b5-989e-76a9be070a89.h5ad,9409
807,Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/c13fac54-da9c-41f5-b0f5-3856938de163.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443,283d65eb-dd53-496d-adb7-7570c7caa443,Human Brain Cell Atlas v1.0,10.1126/science.add7046,Siletti et al. (2023) Science,381aa407-317a-40ef-8048-7ce0eacc4266,c13fac54-da9c-41f5-b0f5-3856938de163,Dissection: Thalamus (THM) - lateral nuclear complex of thalamus (LNC) - lateral posterior nucleus of thalamus - LP,381aa407-317a-40ef-8048-7ce0eacc4266.h5ad,26172
