redundancy_cluster,representative,module,collection,n_genes,full_direction,full_consistency,full_median_nes,full_n_fdr_qval_025
RC035,COESSENTIALITY::1451::biological process:cellular response to gamma radiation,COESSENTIALITY::1451::biological process:cellular response to gamma radiation,COESSENTIALITY,16,positive,0.6666666666666666,1.1889623198128256,2
RC036,COESSENTIALITY::146::biological process:proteolysis,COESSENTIALITY::146::biological process:proteolysis,COESSENTIALITY,7,negative,0.6666666666666666,-0.8446779739124395,2
RC037,COESSENTIALITY::1518::biological process:outflow tract morphogenesis,COESSENTIALITY::1518::biological process:outflow tract morphogenesis,COESSENTIALITY,13,positive,0.6666666666666666,1.040174945552054,2
RC038,COESSENTIALITY::1528::biological process:regulation of cell motility,COESSENTIALITY::1528::biological process:regulation of cell motility,COESSENTIALITY,18,negative,0.6666666666666666,-0.797916544078667,4
RC038,COESSENTIALITY::1528::biological process:regulation of cell motility,COESSENTIALITY::1846::biological process:positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway,COESSENTIALITY,16,negative,0.6666666666666666,-1.0713130245059628,3
RC039,COESSENTIALITY::1543::biological process:RNA processing,COESSENTIALITY::1543::biological process:RNA processing,COESSENTIALITY,7,positive,0.6666666666666666,1.3415537018136603,2
RC040,COESSENTIALITY::1557::biological process:beta-catenin-TCF complex assembly,COESSENTIALITY::1557::biological process:beta-catenin-TCF complex assembly,COESSENTIALITY,8,negative,0.8333333333333334,-0.9857198467938532,2
RC041,COESSENTIALITY::1577::,COESSENTIALITY::1577::,COESSENTIALITY,7,negative,0.6666666666666666,-0.9167566540666574,2
RC042,COESSENTIALITY::1609::biological process:pancreas development,COESSENTIALITY::1609::biological process:pancreas development,COESSENTIALITY,5,positive,0.6666666666666666,1.1841489921320274,2
RC043,COESSENTIALITY::1621::biological process:monocyte chemotaxis,COESSENTIALITY::1621::biological process:monocyte chemotaxis,COESSENTIALITY,70,positive,0.6666666666666666,0.9120709739936715,2
RC043,COESSENTIALITY::1621::biological process:monocyte chemotaxis,COESSENTIALITY::1665::cellular component:cell surface,COESSENTIALITY,73,positive,0.6666666666666666,0.8808164450219338,2
RC044,COESSENTIALITY::1623::cellular component:presynaptic active zone,COESSENTIALITY::1623::cellular component:presynaptic active zone,COESSENTIALITY,72,positive,0.6666666666666666,1.1358234982540665,2
RC045,COESSENTIALITY::1658::biological process:canonical glycolysis,COESSENTIALITY::1658::biological process:canonical glycolysis,COESSENTIALITY,15,positive,0.6666666666666666,1.181111616748937,3
RC046,COESSENTIALITY::1688::,COESSENTIALITY::1688::,COESSENTIALITY,8,positive,0.6666666666666666,0.9149282254055693,2
RC047,COESSENTIALITY::1725::,COESSENTIALITY::1725::,COESSENTIALITY,77,positive,0.6666666666666666,0.9221039080602186,2
RC048,COESSENTIALITY::1750::,COESSENTIALITY::1750::,COESSENTIALITY,7,positive,0.6666666666666666,1.218411103970635,2
RC049,COESSENTIALITY::1759::,COESSENTIALITY::1759::,COESSENTIALITY,45,positive,0.8333333333333334,1.1714667745905851,2
RC050,"COESSENTIALITY::176::biological process:positive regulation of gene expression, epigenetic","COESSENTIALITY::176::biological process:positive regulation of gene expression, epigenetic",COESSENTIALITY,6,negative,0.6666666666666666,-1.107508885826996,3
RC051,COESSENTIALITY::1783::biological process:regulation of GTPase activity,COESSENTIALITY::1783::biological process:regulation of GTPase activity,COESSENTIALITY,8,negative,0.6666666666666666,-1.2033891646321053,2
RC052,COESSENTIALITY::1843::biological process:glycogen metabolic process,COESSENTIALITY::1843::biological process:glycogen metabolic process,COESSENTIALITY,10,negative,0.6666666666666666,-0.8465582357582468,2
RC053,"COESSENTIALITY::185::biological process:RNA phosphodiester bond hydrolysis, endonucleolytic","COESSENTIALITY::185::biological process:RNA phosphodiester bond hydrolysis, endonucleolytic",COESSENTIALITY,14,positive,0.6666666666666666,0.8676226150471219,3
RC054,COESSENTIALITY::186::cellular component:centriole,COESSENTIALITY::186::cellular component:centriole,COESSENTIALITY,33,negative,0.6666666666666666,-1.4039150097921582,5
RC055,COESSENTIALITY::235::biological process:DNA damage checkpoint,COESSENTIALITY::235::biological process:DNA damage checkpoint,COESSENTIALITY,19,negative,0.6666666666666666,-1.153106617460043,2
RC056,COESSENTIALITY::259::biological process:stimulatory C-type lectin receptor signaling pathway,COESSENTIALITY::259::biological process:stimulatory C-type lectin receptor signaling pathway,COESSENTIALITY,55,positive,0.6666666666666666,1.4511703402735636,3
RC057,COESSENTIALITY::290::biological process:intra-Golgi vesicle-mediated transport,COESSENTIALITY::290::biological process:intra-Golgi vesicle-mediated transport,COESSENTIALITY,36,positive,0.6666666666666666,1.0682151089689258,2
RC058,COESSENTIALITY::294::biological process:bicellular tight junction assembly,COESSENTIALITY::294::biological process:bicellular tight junction assembly,COESSENTIALITY,30,positive,0.6666666666666666,0.8303662938879919,2
RC059,COESSENTIALITY::2::biological process:photoreceptor cell maintenance,COESSENTIALITY::2::biological process:photoreceptor cell maintenance,COESSENTIALITY,162,negative,0.6666666666666666,-1.024982746726242,2
RC060,COESSENTIALITY::307::biological process:hippo signaling,COESSENTIALITY::307::biological process:hippo signaling,COESSENTIALITY,22,negative,0.8333333333333334,-1.2002596710892668,2
RC061,COESSENTIALITY::309::,COESSENTIALITY::309::,COESSENTIALITY,13,positive,0.6666666666666666,1.436063480168524,4
RC062,COESSENTIALITY::317::,COESSENTIALITY::317::,COESSENTIALITY,15,negative,0.6666666666666666,-0.7620059366110479,2
RC063,COESSENTIALITY::359::cellular component:dendrite membrane,COESSENTIALITY::359::cellular component:dendrite membrane,COESSENTIALITY,7,negative,0.6666666666666666,-0.9182294763138161,2
RC064,REACTOME::REACTOME_NUCLEOTIDE_BIOSYNTHESIS,COESSENTIALITY::389::biological process:tricarboxylic acid cycle,COESSENTIALITY,45,negative,0.6666666666666666,-0.8446932497353645,2
RC064,REACTOME::REACTOME_NUCLEOTIDE_BIOSYNTHESIS,REACTOME::REACTOME_NUCLEOTIDE_BIOSYNTHESIS,REACTOME,14,negative,0.8333333333333334,-1.1756250749251655,2
RC064,REACTOME::REACTOME_NUCLEOTIDE_BIOSYNTHESIS,REACTOME::REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS,REACTOME,11,negative,0.8333333333333334,-1.0713679900579876,2
RC065,COESSENTIALITY::426::molecular function:metallocarboxypeptidase activity,COESSENTIALITY::426::molecular function:metallocarboxypeptidase activity,COESSENTIALITY,66,positive,0.6666666666666666,0.9740564252695123,2
RC066,COESSENTIALITY::453::molecular function:snoRNA binding,COESSENTIALITY::453::molecular function:snoRNA binding,COESSENTIALITY,13,negative,0.6666666666666666,-1.1974320968973413,4
RC067,COESSENTIALITY::471::molecular function:aminopeptidase activity,COESSENTIALITY::471::molecular function:aminopeptidase activity,COESSENTIALITY,13,negative,0.6666666666666666,-1.1684377813836604,2
RC068,COESSENTIALITY::474::biological process:protein targeting to mitochondrion,COESSENTIALITY::474::biological process:protein targeting to mitochondrion,COESSENTIALITY,31,negative,0.6666666666666666,-1.2678882444945685,5
RC068,COESSENTIALITY::474::biological process:protein targeting to mitochondrion,COESSENTIALITY::825::biological process:protein targeting to mitochondrion,COESSENTIALITY,24,negative,0.6666666666666666,-1.114908182127205,4
RC069,COESSENTIALITY::476::biological process:protein N-linked glycosylation,COESSENTIALITY::476::biological process:protein N-linked glycosylation,COESSENTIALITY,12,positive,0.6666666666666666,1.146533791055325,2
RC070,COESSENTIALITY::47::biological process:hydrogen peroxide catabolic process,COESSENTIALITY::47::biological process:hydrogen peroxide catabolic process,COESSENTIALITY,57,positive,0.6666666666666666,1.0061652114975534,2
RC071,COESSENTIALITY::50::biological process:response to wounding,COESSENTIALITY::50::biological process:response to wounding,COESSENTIALITY,84,positive,0.8333333333333334,1.0089326393134337,2
RC072,COESSENTIALITY::557::cellular component:proteasome core complex,COESSENTIALITY::557::cellular component:proteasome core complex,COESSENTIALITY,27,positive,0.6666666666666666,0.762358591935368,2
RC073,COESSENTIALITY::559::,COESSENTIALITY::559::,COESSENTIALITY,7,positive,0.6666666666666666,1.5451024619270424,2
RC074,"COESSENTIALITY::589::biological process:nucleotide-excision repair, DNA gap filling","COESSENTIALITY::589::biological process:nucleotide-excision repair, DNA gap filling",COESSENTIALITY,24,negative,0.6666666666666666,-1.1736427280197348,2
RC075,COESSENTIALITY::600::biological process:transcription initiation from RNA polymerase I promoter,COESSENTIALITY::600::biological process:transcription initiation from RNA polymerase I promoter,COESSENTIALITY,14,negative,0.6666666666666666,-0.8682888238710857,3
RC076,COESSENTIALITY::611::cellular component:proteasome core complex,COESSENTIALITY::611::cellular component:proteasome core complex,COESSENTIALITY,47,positive,0.6666666666666666,0.9225345142610246,2
RC077,COESSENTIALITY::613::biological process:chromosome segregation,COESSENTIALITY::613::biological process:chromosome segregation,COESSENTIALITY,14,positive,0.6666666666666666,1.1529706553733292,2
RC078,COESSENTIALITY::626::biological process:amino acid transport,COESSENTIALITY::626::biological process:amino acid transport,COESSENTIALITY,14,negative,0.8333333333333334,-1.214974943125523,3
RC078,COESSENTIALITY::626::biological process:amino acid transport,COESSENTIALITY::836::biological process:amino acid transport,COESSENTIALITY,14,negative,0.8333333333333334,-0.8630947946486647,2
RC079,COESSENTIALITY::647::biological process:multivesicular body assembly,COESSENTIALITY::647::biological process:multivesicular body assembly,COESSENTIALITY,24,negative,0.6666666666666666,-0.7572158141957402,3
RC080,COESSENTIALITY::654::biological process:tRNA processing,COESSENTIALITY::654::biological process:tRNA processing,COESSENTIALITY,17,negative,0.6666666666666666,-1.1135052799481748,2
RC081,COESSENTIALITY::659::,COESSENTIALITY::659::,COESSENTIALITY,20,positive,0.6666666666666666,0.9202132514395158,2
RC082,REACTOME::REACTOME_RRNA_PROCESSING,COESSENTIALITY::672::molecular function:translation initiation factor activity,COESSENTIALITY,10,negative,0.6666666666666666,-1.3174917719905008,2
RC082,REACTOME::REACTOME_RRNA_PROCESSING,CORUM::3055::Nop56p-associated pre-rRNA complex,CORUM,104,negative,0.6666666666666666,-1.0509232707956793,3
RC082,REACTOME::REACTOME_RRNA_PROCESSING,"CORUM::306::Ribosome, cytoplasmic",CORUM,80,negative,0.6666666666666666,-1.0237346851453555,3
RC082,REACTOME::REACTOME_RRNA_PROCESSING,"CORUM::308::60S ribosomal subunit, cytoplasmic",CORUM,47,negative,0.6666666666666666,-0.8765852203893875,2
RC082,REACTOME::REACTOME_RRNA_PROCESSING,CORUM::6855::LAS1L-PELP1-TEX10-WDR18-NOL9-SENP3  complex,CORUM,6,negative,0.6666666666666666,-1.191580334957476,3
RC082,REACTOME::REACTOME_RRNA_PROCESSING,CORUM::788::Exosome,CORUM,10,positive,0.8333333333333334,1.0613442883602042,2
RC082,REACTOME::REACTOME_RRNA_PROCESSING,REACTOME::REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,REACTOME,60,negative,0.8333333333333334,-1.2938384098731963,2
RC082,REACTOME::REACTOME_RRNA_PROCESSING,REACTOME::REACTOME_EUKARYOTIC_TRANSLATION_INITIATION,REACTOME,120,negative,0.6666666666666666,-1.3637088524982328,3
RC082,REACTOME::REACTOME_RRNA_PROCESSING,REACTOME::REACTOME_KSRP_KHSRP_BINDS_AND_DESTABILIZES_MRNA,REACTOME,17,positive,0.6666666666666666,0.7676828685181187,2
RC082,REACTOME::REACTOME_RRNA_PROCESSING,REACTOME::REACTOME_MRNA_DECAY_BY_3_TO_5_EXORIBONUCLEASE,REACTOME,16,positive,0.8333333333333334,1.1135065315785961,3
RC082,REACTOME::REACTOME_RRNA_PROCESSING,REACTOME::REACTOME_RRNA_PROCESSING,REACTOME,212,negative,0.6666666666666666,-1.230527984623436,4
RC082,REACTOME::REACTOME_RRNA_PROCESSING,REACTOME::REACTOME_SELENOAMINO_ACID_METABOLISM,REACTOME,118,negative,0.6666666666666666,-1.0893065511965259,3
RC083,COESSENTIALITY::679::,COESSENTIALITY::679::,COESSENTIALITY,8,positive,0.6666666666666666,1.4323395280480602,4
RC084,COESSENTIALITY::72::,COESSENTIALITY::681::,COESSENTIALITY,37,negative,0.6666666666666666,-0.7804938574427537,3
RC084,COESSENTIALITY::72::,COESSENTIALITY::72::,COESSENTIALITY,50,negative,0.6666666666666666,-1.0494178470195255,3
RC085,COESSENTIALITY::68::molecular function:CCR chemokine receptor binding,COESSENTIALITY::68::molecular function:CCR chemokine receptor binding,COESSENTIALITY,104,negative,0.6666666666666666,-1.2945875884843479,2
RC086,COESSENTIALITY::70::molecular function:ribonuclease activity,COESSENTIALITY::70::molecular function:ribonuclease activity,COESSENTIALITY,125,negative,0.6666666666666666,-1.2378708862217325,3
RC087,COESSENTIALITY::725::biological process:neural crest cell migration,COESSENTIALITY::725::biological process:neural crest cell migration,COESSENTIALITY,10,positive,0.6666666666666666,0.9519210058739523,2
RC088,COESSENTIALITY::753::biological process:Rac protein signal transduction,COESSENTIALITY::753::biological process:Rac protein signal transduction,COESSENTIALITY,22,negative,0.6666666666666666,-1.2669742623836693,5
RC088,COESSENTIALITY::753::biological process:Rac protein signal transduction,CORUM::186::Wave-2 complex,CORUM,5,negative,0.6666666666666666,-1.356400513542202,3
RC088,COESSENTIALITY::753::biological process:Rac protein signal transduction,CORUM::27::Arp2/3 complex,CORUM,7,negative,0.6666666666666666,-1.083586720457765,3
RC088,COESSENTIALITY::753::biological process:Rac protein signal transduction,REACTOME::REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES,REACTOME,36,negative,0.6666666666666666,-0.9801345535155519,3
RC089,COESSENTIALITY::759::biological process:positive regulation of DNA repair,COESSENTIALITY::759::biological process:positive regulation of DNA repair,COESSENTIALITY,6,positive,0.6666666666666666,0.882722723114892,2
RC090,COESSENTIALITY::776::molecular function:olfactory receptor activity,COESSENTIALITY::776::molecular function:olfactory receptor activity,COESSENTIALITY,6,negative,0.8333333333333334,-1.1878419544390855,2
RC091,COESSENTIALITY::778::biological process:embryonic skeletal system morphogenesis,COESSENTIALITY::778::biological process:embryonic skeletal system morphogenesis,COESSENTIALITY,8,positive,0.6666666666666666,0.9188797871873827,2
RC092,"COESSENTIALITY::779::biological process:RNA phosphodiester bond hydrolysis, exonucleolytic","COESSENTIALITY::779::biological process:RNA phosphodiester bond hydrolysis, exonucleolytic",COESSENTIALITY,11,positive,0.8333333333333334,1.1629519497035714,2
RC093,COESSENTIALITY::780::biological process:7-methylguanosine mRNA capping,COESSENTIALITY::780::biological process:7-methylguanosine mRNA capping,COESSENTIALITY,26,negative,0.8333333333333334,-1.1370600111552625,2
RC094,COESSENTIALITY::784::cellular component:proteasome core complex,COESSENTIALITY::784::cellular component:proteasome core complex,COESSENTIALITY,37,positive,0.6666666666666666,1.1283335917438388,2
RC094,COESSENTIALITY::784::cellular component:proteasome core complex,COESSENTIALITY::868::cellular component:proteasome core complex,COESSENTIALITY,46,positive,0.6666666666666666,0.8940206653328844,2
RC095,COESSENTIALITY::78::,COESSENTIALITY::78::,COESSENTIALITY,8,positive,0.6666666666666666,0.8605275244679584,2
RC096,COESSENTIALITY::802::,COESSENTIALITY::802::,COESSENTIALITY,8,negative,0.6666666666666666,-0.7819859776369865,2
RC097,COESSENTIALITY::810::biological process:regulation of cell motility,COESSENTIALITY::810::biological process:regulation of cell motility,COESSENTIALITY,12,negative,0.6666666666666666,-1.3434258566064186,3
RC098,COESSENTIALITY::872::,COESSENTIALITY::872::,COESSENTIALITY,21,negative,0.6666666666666666,-1.1615684030480817,2
RC099,"COESSENTIALITY::889::biological process:synaptic transmission, cholinergic","COESSENTIALITY::889::biological process:synaptic transmission, cholinergic",COESSENTIALITY,30,negative,0.6666666666666666,-0.853961647021136,4
RC100,COESSENTIALITY::88::biological process:mitochondrial respiratory chain complex I assembly,COESSENTIALITY::88::biological process:mitochondrial respiratory chain complex I assembly,COESSENTIALITY,164,positive,0.6666666666666666,1.1327788620386385,4
RC100,COESSENTIALITY::88::biological process:mitochondrial respiratory chain complex I assembly,REACTOME::REACTOME_UBIQUINOL_BIOSYNTHESIS,REACTOME,13,positive,0.6666666666666666,1.0121681728458303,2
RC101,COESSENTIALITY::94::biological process:regulation of cholesterol biosynthetic process,COESSENTIALITY::94::biological process:regulation of cholesterol biosynthetic process,COESSENTIALITY,13,negative,0.6666666666666666,-0.77075407192276,3
RC102,CORUM::1106::TFIIIC containing-TOP1-SUB1 complex,CORUM::1106::TFIIIC containing-TOP1-SUB1 complex,CORUM,7,negative,0.8333333333333334,-1.1191047571524977,2
RC103,"CORUM::3060::RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying","CORUM::3060::RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying",CORUM,7,positive,0.6666666666666666,0.9528880523356609,3
RC103,"CORUM::3060::RNA polymerase II complex (RPB1, RAP74, CDK8, CYCC, SRB7, BAF190, BAF47), chromatin structure modifying","CORUM::3066::RNA polymerase II complex, chromatin structure modifying",CORUM,13,positive,0.6666666666666666,0.8396445257656228,2
RC104,CORUM::3082::DGCR8 multiprotein complex,CORUM::3082::DGCR8 multiprotein complex,CORUM,11,positive,0.6666666666666666,1.2728638454737724,2
RC105,"CORUM::315::28S ribosomal subunit, mitochondrial","CORUM::315::28S ribosomal subunit, mitochondrial",CORUM,30,positive,0.6666666666666666,0.8724146272015033,3
RC105,"CORUM::315::28S ribosomal subunit, mitochondrial",REACTOME::REACTOME_MITOCHONDRIAL_TRANSLATION,REACTOME,115,positive,0.6666666666666666,0.758528318952996,3
RC106,"CORUM::5232::TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)","CORUM::5232::TNF-alpha/Nf-kappa B signaling complex (RPL6, RPL30, RPS13, CHUK, DDX3X, NFKB2, NFKBIB, REL, IKBKG, NFKB1, MAP3K8, RELB, GLG1, NFKBIA, RELA, TNIP2,  GTF2I)",CORUM,17,positive,0.6666666666666666,0.8858668077669101,2
RC107,CORUM::6245::Telomerase holoenzyme,CORUM::6245::Telomerase holoenzyme,CORUM,7,positive,0.6666666666666666,1.2406114367545316,2
RC108,REACTOME::REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,CORUM::87::Nup 107-160 subcomplex,CORUM,9,negative,0.6666666666666666,-1.0572753287648262,2
RC108,REACTOME::REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,REACTOME::REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,REACTOME,37,positive,0.6666666666666666,0.9107006408128256,2
RC108,REACTOME::REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,REACTOME::REACTOME_NS1_MEDIATED_EFFECTS_ON_HOST_PATHWAYS,REACTOME,43,positive,0.6666666666666666,1.1141893351299808,2
RC108,REACTOME::REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,REACTOME::REACTOME_SNRNP_ASSEMBLY,REACTOME,54,negative,0.6666666666666666,-0.9086329812120795,2
RC108,REACTOME::REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,REACTOME::REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS,REACTOME,71,negative,0.6666666666666666,-1.040935021697347,2
RC108,REACTOME::REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,REACTOME::REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS,REACTOME,39,positive,0.6666666666666666,0.9284428903794049,2
RC108,REACTOME::REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,REACTOME::REACTOME_TRANSPORT_OF_THE_SLBP_DEPENDANT_MATURE_MRNA,REACTOME,36,negative,0.6666666666666666,-0.9341836770716878,2
RC108,REACTOME::REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,REACTOME::REACTOME_VIRAL_MESSENGER_RNA_SYNTHESIS,REACTOME,44,positive,0.6666666666666666,0.9211606251661139,3
RC109,HALLMARK::HALLMARK_MYC_TARGETS_V2,HALLMARK::HALLMARK_MYC_TARGETS_V2,HALLMARK,58,negative,0.6666666666666666,-1.0697457373860044,3
RC110,REACTOME::REACTOME_BRANCHED_CHAIN_KETOACID_DEHYDROGENASE_KINASE_DEFICIENCY,REACTOME::REACTOME_BRANCHED_CHAIN_KETOACID_DEHYDROGENASE_KINASE_DEFICIENCY,REACTOME,5,negative,0.6666666666666666,-0.9741073625389529,2
RC111,REACTOME::REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION,REACTOME::REACTOME_BUDDING_AND_MATURATION_OF_HIV_VIRION,REACTOME,28,positive,0.6666666666666666,1.1934282521907862,2
RC112,REACTOME::REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,REACTOME::REACTOME_CELL_EXTRACELLULAR_MATRIX_INTERACTIONS,REACTOME,18,positive,0.6666666666666666,1.0895116255467745,2
RC113,REACTOME::REACTOME_CHOLESTEROL_BIOSYNTHESIS,REACTOME::REACTOME_CHOLESTEROL_BIOSYNTHESIS,REACTOME,27,positive,0.6666666666666666,1.1303782867328573,3
RC114,REACTOME::REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,REACTOME::REACTOME_COMPLEX_IV_ASSEMBLY,REACTOME,48,positive,0.6666666666666666,0.8894049465757405,3
RC114,REACTOME::REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,REACTOME::REACTOME_RESPIRATORY_ELECTRON_TRANSPORT,REACTOME,159,positive,0.6666666666666666,1.1083971332708908,3
RC115,REACTOME::REACTOME_CRISTAE_FORMATION,REACTOME::REACTOME_CRISTAE_FORMATION,REACTOME,33,negative,0.6666666666666666,-1.0611616531859016,2
RC116,REACTOME::REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,REACTOME::REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,REACTOME,64,positive,0.6666666666666666,1.0838209648278108,2
RC116,REACTOME::REACTOME_CYTOCHROME_P450_ARRANGED_BY_SUBSTRATE_TYPE,REACTOME::REACTOME_ENDOGENOUS_STEROLS,REACTOME,25,positive,0.6666666666666666,0.8469522667090417,2
RC117,REACTOME::REACTOME_DENGUE_VIRUS_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,REACTOME::REACTOME_DENGUE_VIRUS_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES,REACTOME,32,positive,0.6666666666666666,1.1314170511516526,2
RC118,REACTOME::REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,REACTOME::REACTOME_DISEASES_ASSOCIATED_WITH_GLYCOSYLATION_PRECURSOR_BIOSYNTHESIS,REACTOME,16,positive,0.6666666666666666,1.375770784936396,2
RC119,REACTOME::REACTOME_DNA_STRAND_ELONGATION,REACTOME::REACTOME_DNA_STRAND_ELONGATION,REACTOME,32,negative,0.6666666666666666,-1.17595321066688,2
RC120,REACTOME::REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,REACTOME::REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,REACTOME,29,negative,0.6666666666666666,-0.8230758748915618,2
RC121,REACTOME::REACTOME_FCGR_ACTIVATION,REACTOME::REACTOME_FCGR_ACTIVATION,REACTOME,69,negative,0.6666666666666666,-1.0222508737539715,2
RC122,REACTOME::REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES,REACTOME::REACTOME_FOXO_MEDIATED_TRANSCRIPTION_OF_CELL_DEATH_GENES,REACTOME,16,negative,0.6666666666666666,-0.8868933786129023,2
RC123,REACTOME::REACTOME_GLUCOCORTICOID_BIOSYNTHESIS,REACTOME::REACTOME_GLUCOCORTICOID_BIOSYNTHESIS,REACTOME,10,positive,0.6666666666666666,1.0159412639755325,2
RC124,REACTOME::REACTOME_HDMS_DEMETHYLATE_HISTONES,REACTOME::REACTOME_HDMS_DEMETHYLATE_HISTONES,REACTOME,50,negative,0.6666666666666666,-1.0551699929738272,3
RC125,REACTOME::REACTOME_MATURATION_OF_DENV_PROTEINS,REACTOME::REACTOME_MATURATION_OF_DENV_PROTEINS,REACTOME,52,negative,0.6666666666666666,-1.1481254945332666,3
RC126,REACTOME::REACTOME_MATURATION_OF_SARS_COV_2_NUCLEOPROTEIN,REACTOME::REACTOME_MATURATION_OF_SARS_COV_2_NUCLEOPROTEIN,REACTOME,15,negative,0.6666666666666666,-1.072123403969499,2
RC127,REACTOME::REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,REACTOME::REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS,REACTOME,48,positive,0.6666666666666666,1.1197670704743352,2
RC128,REACTOME::REACTOME_MICRORNA_MIRNA_BIOGENESIS,REACTOME::REACTOME_MICRORNA_MIRNA_BIOGENESIS,REACTOME,25,negative,0.6666666666666666,-0.8439046861079641,2
RC129,REACTOME::REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,REACTOME::REACTOME_MITOCHONDRIAL_PROTEIN_DEGRADATION,REACTOME,98,positive,0.6666666666666666,1.117554780021394,2
RC130,REACTOME::REACTOME_TRNA_AMINOACYLATION,REACTOME::REACTOME_MITOCHONDRIAL_TRNA_AMINOACYLATION,REACTOME,21,positive,0.6666666666666666,0.8337616670813388,2
RC130,REACTOME::REACTOME_TRNA_AMINOACYLATION,REACTOME::REACTOME_TRNA_AMINOACYLATION,REACTOME,42,positive,0.6666666666666666,1.0132210267693815,2
RC131,REACTOME::REACTOME_NADE_MODULATES_DEATH_SIGNALLING,REACTOME::REACTOME_NADE_MODULATES_DEATH_SIGNALLING,REACTOME,6,negative,0.6666666666666666,-0.7708864426206056,2
RC132,REACTOME::REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION,REACTOME::REACTOME_NEF_MEDIATED_CD4_DOWN_REGULATION,REACTOME,9,negative,0.6666666666666666,-1.0090993912303514,3
RC133,REACTOME::REACTOME_P2Y_RECEPTORS,REACTOME::REACTOME_NUCLEOTIDE_LIKE_PURINERGIC_RECEPTORS,REACTOME,16,negative,0.6666666666666666,-1.2404066480940417,2
RC133,REACTOME::REACTOME_P2Y_RECEPTORS,REACTOME::REACTOME_P2Y_RECEPTORS,REACTOME,12,negative,0.6666666666666666,-1.2641670324858632,2
RC134,REACTOME::REACTOME_PROTEIN_LOCALIZATION,REACTOME::REACTOME_PROTEIN_LOCALIZATION,REACTOME,164,positive,0.6666666666666666,1.0803733487357945,2
RC135,REACTOME::REACTOME_PURINE_SALVAGE,REACTOME::REACTOME_PURINE_SALVAGE,REACTOME,13,negative,1.0,-1.3737349307167566,2
RC136,REACTOME::REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION,REACTOME::REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION,REACTOME,31,negative,0.6666666666666666,-0.9898555948315111,2
RC137,REACTOME::REACTOME_SLC15A4_TASL_DEPENDENT_IRF5_ACTIVATION,REACTOME::REACTOME_SLC15A4_TASL_DEPENDENT_IRF5_ACTIVATION,REACTOME,6,positive,0.6666666666666666,1.011798019138269,2
RC138,REACTOME::REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,REACTOME::REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,REACTOME,19,positive,0.6666666666666666,0.9840255565260991,2
