ModelID,GSE77932|HCT116__weighted,GSE77932|HCT116__rank,GSE77932|DLD1__weighted,GSE77932|DLD1__rank,GSE42387|HCT116__weighted,GSE42387|HCT116__rank,GSE42387|HT29__weighted,GSE42387|HT29__rank,GSE42387|LoVo__weighted,GSE42387|LoVo__rank,GSE119603|HCT116__weighted,GSE119603|HCT116__rank
ACH-000007,0.05216237708445526,-0.1594024975736008,0.02983003288294481,0.060508771905533984,-0.0038520321913280923,0.01880692028636855,-0.16245540341900738,-0.04808373945709955,0.04963725983460094,0.00968527461351072,-0.039924880459598557,0.012551698997703786
ACH-000009,-0.30049031763696665,-0.15757111614364286,0.09712031284763799,0.06418852777920078,-0.11503648774838128,0.014087831996701645,0.10940189362502455,-0.015252263184023507,0.04514460231969213,0.0015926265566604697,-0.0019277166957983902,0.011821449472202738
ACH-000202,-0.2559660159005969,-0.17313351019087675,-0.19310774933931646,0.046806918389641225,-0.2137368570474333,0.009800618345907747,0.20006493569484174,0.013350556508232247,0.06936005523826988,-0.0013746800678284244,0.09484360281592907,0.011989804802451721
ACH-000249,-0.10201227147219975,-0.153259346489809,0.03958250479531403,0.07188275788543842,-0.005420405654207955,0.025754227886032207,0.1506834253988294,0.013047735530357419,-0.05645071118768138,0.00019065059574220822,0.1091354551131066,0.030547927989721918
ACH-000252,-0.06239477964090404,-0.15510724037528306,0.0017231030302752887,0.05736221164722968,0.0064242614428503386,0.021692654771413952,-0.10750614179859552,-0.04127869402859613,-0.024828373929413387,0.0004687742461379111,-0.11024782691947176,0.0027117368743408716
ACH-000253,0.006955458564445566,-0.14348537043028148,-0.021790329255601495,0.057797518584310946,0.02705678964444875,0.024590885000300326,0.12768139008650006,-0.0003887555471166178,-0.03924080710028219,0.0018283107020466381,-0.059259176994037155,0.005439041175228089
ACH-000286,0.11505795418907962,-0.1623691491426722,0.1431354914130777,0.07203782905895337,0.004949750272736294,0.028434206366405458,0.07429021603927811,-0.0007054628591244939,0.016301634040280597,0.011184679151733374,0.07463076716319164,0.025316089734999804
ACH-000296,0.11714076353429763,-0.15781916531866713,-0.05846671168389773,0.06640507636563013,-0.0543528010391564,0.02251311444614908,-0.03146730203577828,0.005806692174667504,-0.06176125523703248,-0.0011732560074334568,-0.01637880539512824,0.012757364102517512
ACH-000350,0.16104970745154562,-0.13587007440957619,-0.1516759902375954,0.056204300732849766,-0.016060697516923225,0.027960389491683578,0.07866401900615272,0.007061077289440324,-0.1455863614091745,-0.010669679497606005,0.0987965300088701,0.020984938301888075
ACH-000381,-0.00918248794948494,-0.15307154966030412,-0.04793323907238973,0.050419176765907604,0.05379634346065782,0.024390931367116085,-0.0016132231265580663,-0.028942931864167413,-0.001755080862065208,0.005474929843946016,-0.0703419093346877,0.00032980231923426345
ACH-000403,-0.012052384381985906,-0.15049881591717898,0.14025680585783726,0.06913232140162186,0.11234002456018444,0.040140588636027145,0.10105813873156463,0.01640800175899061,-0.13056529396252373,-0.014718632625322749,-0.10832951621508215,-0.0017014156232232301
ACH-000421,-0.06000232292072375,-0.15156436104820442,-0.11201215423353278,0.05189145294766763,-0.07363077202727339,0.02133179942101459,0.07141775283095986,-0.0034529173333755223,-0.06305982431522013,-0.008057032525113155,0.07728100007422813,0.03232197583102614
ACH-000467,0.03486200262453,-0.16121933354901327,-0.09817129000160162,0.05102353897340117,-0.014881940556588836,0.01615717064022628,-0.22441486517035292,-0.052286374613572564,0.03365730746211028,0.005110104341355717,-0.013498951831378902,0.011455449337442747
ACH-000470,-0.13867673846125825,-0.16748366224522804,0.06777707804854889,0.05735667339103274,0.021797455299555454,0.02917047732524496,-0.19852177801434126,-0.06231626360860743,0.22395067097197513,0.027788200695858325,-0.04211730936508374,0.008006081422277945
ACH-000489,0.5383274316833346,-0.1520157877709479,-0.07410418297201345,0.05298996606433516,-0.07235196709022532,0.020560627306334005,-0.17043165132413654,-0.04519564979472949,-0.14713326335471738,-0.003407523009877008,-0.08255240068746614,0.005691266607463129
ACH-000491,-0.03628556181341451,-0.14972961501132326,-0.10731338715233237,0.04188008567682336,0.053891321966314944,0.029161002291654234,0.05394133847385176,-0.021642366818105992,0.08455109515668546,0.010229042456331239,0.02728629626788262,0.007949489804802456
ACH-000501,0.35833687108181284,-0.14552380459398256,0.11635855672741571,0.07424634717389707,0.051036823516290256,0.030606379548809338,0.2239674985448956,0.0372072991516892,-0.1064480164843688,-0.011362453003389554,-0.022590099960444397,0.006301732119887919
ACH-000532,0.36730367222896065,-0.15593441604658687,0.06263617506924242,0.051368849247281766,0.05945309149052988,0.03129584036463406,-0.13769943560670875,-0.04079267233393925,-0.06370452269661403,-0.005896894437807431,0.0690923752990696,0.013018437889658828
ACH-000552,-0.10160175742665706,-0.1619998705920414,-0.015216201642806477,0.04368064199465835,-0.09533696089590556,0.01241348924892278,-0.2580763610002089,-0.06150762157835783,0.08065058574761957,0.01604432965212694,0.039729276848628405,0.01513565521736859
ACH-000565,0.2815433209633705,-0.14437041734066638,0.00820249924153944,0.06008447225264417,0.025657264916324,0.021522473606163876,-0.18711618749207387,-0.04408721540844118,-0.1068319217196844,0.0076015556789479416,-0.11197064303748497,-0.0004264717795205706
