Analysis,Cycles,status,N,CRC_N,Control_N,beta,SE,OR,CI_low,CI_high,P,design_df,PSU_N,strata_N,message,Effect,Female_OR,Female_CI_low,Female_CI_high,Male_OR,Male_CI_low,Male_CI_high,Interaction_OR_Male_vs_Female,Interaction_CI_low,Interaction_CI_high,Interaction_P
MCOP_x_sex_interaction,,ok,9936,70,9866,0.1256768357289179,0.12534702444814189,1.1339156680359925,0.8844786605625792,1.4536978669442304,0.3182594699532265,109,214,105,Newton-IRLS converged,MCOP x sex interaction: male/female slope ratio,1.173118708473736,1.001152762658732,1.374622890233387,1.3302176840045172,1.0623713843534213,1.6655937018816438,1.1339156680359925,0.8844786605625792,1.4536978669442304,0.3182594699532265
