ChemicalID,ChemicalName,human_biomarker,exposure_axis_name,phase1_molecular_level,phase1_unfiltered_rank,actionability_rule,status,N,CRC_N,Control_N,beta,SE,OR,CI_low,CI_high,P,design_df,PSU_N,strata_N,message,cycles,weight_rule,model_specification,outcome_blinded_eligibility,selection_used_human_crc_effect
C573544,mono(carboxy-isooctyl)phthalate,MCOP,DINP-related exposure axis,M0,78,permissive,ok,9936,70,9866,0.21954249631367648,0.07309672751901101,1.2455067762777354,1.0775254462954573,1.4396756337282768,0.0033113585227656384,109,214,105,Newton-IRLS converged,2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,cycle-specific phthalate subsample weight / 7,CRC_vs_cancer_free ~ log2(MCOP) + age + sex + race + BMI + smoking + PIR + log2(creatinine),True,False
