ModelID,GSE77932|HCT116__weighted,GSE77932|HCT116__rank,GSE77932|DLD1__weighted,GSE77932|DLD1__rank,GSE42387|HCT116__weighted,GSE42387|HCT116__rank,GSE42387|HT29__weighted,GSE42387|HT29__rank,GSE42387|LoVo__weighted,GSE42387|LoVo__rank,GSE119603|HCT116__weighted,GSE119603|HCT116__rank
ACH-000007,-0.0072548433003938205,-0.13696512354036683,0.11244087549602666,0.12686943272386308,0.03483774886977931,0.012774203719552426,-0.18278472879676302,-0.08831033033160693,0.04812785746239982,-0.019437884022122896,0.030322266276563686,0.020066727208117818
ACH-000009,-0.26181719011769256,-0.13623288920327378,0.0563655401840426,0.11126933895921234,-0.13467128661158775,0.015285391787732739,-0.00469558408522694,-0.05170627245095332,0.035784846615798935,-0.03268502643365215,-0.1250481303911316,0.0062099735460180855
ACH-000202,-0.38194729175191094,-0.1724771073151591,-0.04604876551012323,0.1176699484294421,-0.15497545306219898,0.018874317388735365,0.2697980478593428,-0.00037787271829824723,0.03207854824862216,-0.019938651427168844,0.18163017078512136,-0.003954278043195006
ACH-000249,-0.16674755959617313,-0.12452404768088951,0.18463465352534988,0.1392850445382091,0.057215287209480784,0.03447567770944673,0.2687583807130023,0.012511424745467292,0.01920003718346953,-0.022882988445458715,0.15904752841212358,0.033308327081770436
ACH-000252,-0.012503493486992832,-0.13202875884898282,0.002014079039076915,0.12281059540553213,0.031942970851431954,0.023099154502650963,-0.16452530111552993,-0.08010193116576096,-0.046440327785411996,-0.019340725648860864,-0.027526612149675916,0.009179531725036515
ACH-000253,0.11074808717103672,-0.10841696462617365,-0.035115796396608764,0.1149062353492733,0.03271004165193311,0.029421837201353423,0.14500460103030696,-0.02362826298996511,-0.08660850135001619,-0.02098547811051071,-0.09491385148909211,0.0034386228135981434
ACH-000286,0.047340554469337603,-0.1431221090559427,0.15738629060641995,0.13787271448663851,0.019569849822138146,0.034165008439075696,0.18974696274408684,-0.0077396008247072,0.06906009930141369,-0.0053477283568765695,0.1091093317336859,0.03353614719469341
ACH-000296,0.08041757911782244,-0.14721295032411727,-0.056529161684676615,0.12442920768870137,0.051773019182672,0.027675730172146543,0.13331878339474038,0.005333909589228736,0.028292083981365148,-0.026170301826504375,-0.04555850485938812,-0.001218067674813439
ACH-000350,0.17931581255443857,-0.1175650583300636,-0.03258899624735501,0.12444678856071259,0.0038120587660040216,0.0322082557212164,0.04768514199780009,-0.014774528072400412,-0.15710956685678196,-0.03151803018338096,-0.005681996925630225,0.011657124807517667
ACH-000381,0.04405458251370104,-0.13190372638198872,-0.022979859258247186,0.11676980778246598,0.022333456622051853,0.015220144616876556,-0.030271101948089518,-0.07034661555938151,-0.027915588720724128,-0.025563975136222612,-0.09642051910222521,-7.580842579065755e-05
ACH-000403,-0.0415336710766959,-0.12377454366603483,0.13422652423283402,0.13437294889826534,0.06305567974688385,0.03657219847858172,0.11426321755145818,0.008657123018825149,-0.15235178450838913,-0.0400610271466339,-0.13648798403114173,0.00672247009120701
ACH-000421,-0.038036495345479905,-0.12703091410476758,0.024776999896545908,0.12449718706047823,-0.05387290542061586,0.022876585473131407,0.02399663709745602,-0.021515127898106626,0.05263436454198932,-0.03540911345541197,0.04651718378110005,0.027516879219804957
