cycle,cycle_begin_year,laboratory_title,data_file,data_url,doc_url,local_xpt,variable,flag_variable,weight_variable,matrix,n_measured,n_above_lod,above_lod_pct,selected_primary_biomarker,first_cycle,last_cycle,ChemicalID,ChemicalName
2005-2006,2005,Polyaromatic Hydrocarbons (PAHs) - Urine,PAH_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PAH_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PAH_D.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_PAH_D.xpt,URXP10,URDP10LC,WTSB2YR,urine,2415,2411,99.8343685300207,True,2001-2002,2017-2018,C031195,"dibenzo(a,h)pyrene"
2007-2008,2007,Polyaromatic Hydrocarbons (PAHs) - Urine,PAH_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/PAH_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/PAH_E.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PAH_E.xpt,URXP10,URDP10LC,WTSB2YR,urine,2581,2569,99.5350639287098,True,2001-2002,2017-2018,C031195,"dibenzo(a,h)pyrene"
2009-2010,2009,Polyaromatic Hydrocarbons -Urine,PAH_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/PAH_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/PAH_F.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_PAH_F.xpt,URXP10,URDP10LC,WTSB2YR,urine,2746,2729,99.3809176984705,True,2001-2002,2017-2018,C031195,"dibenzo(a,h)pyrene"
2011-2012,2011,Polyaromatic Hydrocarbons (PAHs) - Urine,PAH_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PAH_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PAH_G.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_PAH_G.xpt,URXP10,URDP10LC,WTSA2YR,urine,2487,2458,98.83393646964214,True,2001-2002,2017-2018,C031195,"dibenzo(a,h)pyrene"
2013-2014,2013,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/PAH_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/PAH_H.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PAH_H.xpt,URXP10,URDP10LC,WTSA2YR,urine,2650,2024,76.37735849056604,True,2001-2002,2017-2018,C031195,"dibenzo(a,h)pyrene"
2015-2016,2015,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/PAH_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/PAH_I.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PAH_I.xpt,URXP10,URDP10LC,WTSA2YR,urine,3036,2123,69.92753623188406,True,2001-2002,2017-2018,C031195,"dibenzo(a,h)pyrene"
2017-2018,2017,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/PAH_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/PAH_J.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_PAH_J.xpt,URXP10,URDP10LC,WTSA2YR,urine,2775,1671,60.21621621621622,True,2001-2002,2017-2018,C031195,"dibenzo(a,h)pyrene"
1999-2000,1999,Metals - Urine,LAB06HM.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB06HM.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB06HM.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_LAB06HM.xpt,URXUPB,,WTSHM2YR,urine,2465,2465,100.0,True,1999-2000,2017-2018,C031895,lead chromate
2001-2002,2001,Metals - Urine,L06HM_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L06HM_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L06HM_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L06HM_B.xpt,URXUPB,,WTSHM2YR,urine,2690,2690,100.0,True,1999-2000,2017-2018,C031895,lead chromate
2003-2004,2003,Metals - Urine,L06HM_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L06HM_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L06HM_C.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L06HM_C.xpt,URXUPB,URDUPBLC,WTSA2YR,urine,2558,2170,84.83189992181391,True,1999-2000,2017-2018,C031895,lead chromate
2005-2006,2005,Metals - Urine,UHM_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UHM_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UHM_D.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_UHM_D.xpt,URXUPB,URDUPBLC,WTSA2YR,urine,2576,2515,97.63198757763975,True,1999-2000,2017-2018,C031895,lead chromate
2007-2008,2007,Metals - Urine,UHM_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/UHM_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/UHM_E.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_UHM_E.xpt,URXUPB,URDUPBLC,WTSA2YR,urine,2627,2575,98.02055576703464,True,1999-2000,2017-2018,C031895,lead chromate
2009-2010,2009,Metals - Urine,UHM_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/UHM_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/UHM_F.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_UHM_F.xpt,URXUPB,URDUPBLC,WTSA2YR,urine,2848,2768,97.19101123595506,True,1999-2000,2017-2018,C031895,lead chromate
2011-2012,2011,Metals - Urine,UHM_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UHM_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UHM_G.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt,URXUPB,URDUPBLC,WTSA2YR,urine,2504,2404,96.00638977635782,True,1999-2000,2017-2018,C031895,lead chromate
2013-2014,2013,Metals - Urine,UM_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UM_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UM_H.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt,URXUPB,URDUPBLC,WTSA2YR,urine,2664,2636,98.94894894894895,True,1999-2000,2017-2018,C031895,lead chromate
2015-2016,2015,Metals - Urine,UM_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UM_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UM_I.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt,URXUPB,URDUPBLC,WTSA2YR,urine,3061,3049,99.6079712512251,True,1999-2000,2017-2018,C031895,lead chromate
2017-2018,2017,Metals - Urine,UM_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/UM_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/UM_J.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_UM_J.xpt,URXUPB,URDUPBLC,WTSA2YR,urine,2405,2390,99.37629937629937,True,1999-2000,2017-2018,C031895,lead chromate
2001-2002,2001,"Phthalates, Phytoestrogens & PAHs - Urine",PHPYPA_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/PHPYPA_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/PHPYPA_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_PHPYPA_B.xpt,URXP02,,WTSPH2YR,urine,2748,2748,100.0,True,2001-2002,2015-2016,C031969,"1,4-dimethylnaphthalene"
2003-2004,2003,Polyaromatic Hydrocarbons (PAHs) - Urine,L31PAH_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L31PAH_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L31PAH_C.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L31PAH_C.xpt,URXP02,URDP02LC,WTSB2YR,urine,2575,2575,100.0,True,2001-2002,2015-2016,C031969,"1,4-dimethylnaphthalene"
2005-2006,2005,Polyaromatic Hydrocarbons (PAHs) - Urine,PAH_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PAH_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PAH_D.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_PAH_D.xpt,URXP02,URDP02LC,WTSB2YR,urine,2446,2445,99.95911692559281,True,2001-2002,2015-2016,C031969,"1,4-dimethylnaphthalene"
2007-2008,2007,Polyaromatic Hydrocarbons (PAHs) - Urine,PAH_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/PAH_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/PAH_E.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PAH_E.xpt,URXP02,URDP02LC,WTSB2YR,urine,2531,2530,99.96048992493085,True,2001-2002,2015-2016,C031969,"1,4-dimethylnaphthalene"
2009-2010,2009,Polyaromatic Hydrocarbons -Urine,PAH_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/PAH_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/PAH_F.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_PAH_F.xpt,URXP02,URDP02LC,WTSB2YR,urine,2747,2747,100.0,True,2001-2002,2015-2016,C031969,"1,4-dimethylnaphthalene"
2011-2012,2011,Polyaromatic Hydrocarbons (PAHs) - Urine,PAH_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PAH_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PAH_G.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_PAH_G.xpt,URXP02,URDP02LC,WTSA2YR,urine,2492,2492,100.0,True,2001-2002,2015-2016,C031969,"1,4-dimethylnaphthalene"
2013-2014,2013,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/PAH_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/PAH_H.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PAH_H.xpt,URXP02,URDP02LC,WTSA2YR,urine,2641,2641,100.0,True,2001-2002,2015-2016,C031969,"1,4-dimethylnaphthalene"
2015-2016,2015,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/PAH_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/PAH_I.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PAH_I.xpt,URXP02,URDP02LC,WTSA2YR,urine,2986,2986,100.0,True,2001-2002,2015-2016,C031969,"1,4-dimethylnaphthalene"
1999-2000,1999,Metals - Urine,LAB06HM.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB06HM.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/1999/DataFiles/LAB06HM.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\1999-2000_LAB06HM.xpt,URXUSB,,WTSHM2YR,urine,2276,2276,100.0,True,1999-2000,2017-2018,C037554,antimony trioxide
2001-2002,2001,Metals - Urine,L06HM_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L06HM_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/L06HM_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_L06HM_B.xpt,URXUSB,,WTSHM2YR,urine,2690,2690,100.0,True,1999-2000,2017-2018,C037554,antimony trioxide
2003-2004,2003,Metals - Urine,L06HM_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L06HM_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L06HM_C.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L06HM_C.xpt,URXUSB,URDUSBLC,WTSA2YR,urine,2558,1601,62.5879593432369,True,1999-2000,2017-2018,C037554,antimony trioxide
2005-2006,2005,Metals - Urine,UHM_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UHM_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/UHM_D.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_UHM_D.xpt,URXUSB,URDUSBLC,WTSA2YR,urine,2576,2233,86.68478260869566,True,1999-2000,2017-2018,C037554,antimony trioxide
2007-2008,2007,Metals - Urine,UHM_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/UHM_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/UHM_E.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_UHM_E.xpt,URXUSB,URDUSBLC,WTSA2YR,urine,2627,2126,80.92881614008374,True,1999-2000,2017-2018,C037554,antimony trioxide
2009-2010,2009,Metals - Urine,UHM_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/UHM_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/UHM_F.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_UHM_F.xpt,URXUSB,URDUSBLC,WTSA2YR,urine,2847,2116,74.32384966631543,True,1999-2000,2017-2018,C037554,antimony trioxide
2011-2012,2011,Metals - Urine,UHM_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UHM_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/UHM_G.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_UHM_G.xpt,URXUSB,URDUSBLC,WTSA2YR,urine,2504,1523,60.822683706070286,True,1999-2000,2017-2018,C037554,antimony trioxide
2013-2014,2013,Metals - Urine,UM_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UM_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/UM_H.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_UM_H.xpt,URXUSB,URDUSBLC,WTSA2YR,urine,2664,2065,77.51501501501501,True,1999-2000,2017-2018,C037554,antimony trioxide
2015-2016,2015,Metals - Urine,UM_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UM_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/UM_I.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_UM_I.xpt,URXUSB,URDUSBLC,WTSA2YR,urine,3061,2530,82.65272786671022,True,1999-2000,2017-2018,C037554,antimony trioxide
2017-2018,2017,Metals - Urine,UM_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/UM_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/UM_J.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_UM_J.xpt,URXUSB,URDUSBLC,WTSA2YR,urine,2808,2297,81.8019943019943,True,1999-2000,2017-2018,C037554,antimony trioxide
2013-2014,2013,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/PAH_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/PAH_H.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PAH_H.xpt,URXP25,URDP25LC,WTSA2YR,urine,2650,2638,99.54716981132076,True,2013-2014,2017-2018,C041507,1-methylphenanthrene
2015-2016,2015,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/PAH_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/PAH_I.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PAH_I.xpt,URXP25,URDP25LC,WTSA2YR,urine,3035,3026,99.70345963756178,True,2013-2014,2017-2018,C041507,1-methylphenanthrene
2017-2018,2017,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/PAH_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/PAH_J.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_PAH_J.xpt,URXP25,URDP25LC,WTSA2YR,urine,2774,2752,99.20692141312185,True,2013-2014,2017-2018,C041507,1-methylphenanthrene
2001-2002,2001,"Phthalates, Phytoestrogens & PAHs - Urine",PHPYPA_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/PHPYPA_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/PHPYPA_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_PHPYPA_B.xpt,URXP04,,WTSPH2YR,urine,2745,2745,100.0,True,2001-2002,2017-2018,C041509,fluorene
2003-2004,2003,Polyaromatic Hydrocarbons (PAHs) - Urine,L31PAH_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L31PAH_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L31PAH_C.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L31PAH_C.xpt,URXP04,URDP04LC,WTSB2YR,urine,2521,2521,100.0,True,2001-2002,2017-2018,C041509,fluorene
2005-2006,2005,Polyaromatic Hydrocarbons (PAHs) - Urine,PAH_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PAH_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PAH_D.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_PAH_D.xpt,URXP04,URDP04LC,WTSB2YR,urine,2431,2431,100.0,True,2001-2002,2017-2018,C041509,fluorene
2007-2008,2007,Polyaromatic Hydrocarbons (PAHs) - Urine,PAH_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/PAH_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/PAH_E.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PAH_E.xpt,URXP04,URDP04LC,WTSB2YR,urine,2582,2581,99.96127033307513,True,2001-2002,2017-2018,C041509,fluorene
2009-2010,2009,Polyaromatic Hydrocarbons -Urine,PAH_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/PAH_F.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2009/DataFiles/PAH_F.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2009-2010_PAH_F.xpt,URXP04,URDP04LC,WTSB2YR,urine,2747,2747,100.0,True,2001-2002,2017-2018,C041509,fluorene
2011-2012,2011,Polyaromatic Hydrocarbons (PAHs) - Urine,PAH_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PAH_G.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2011/DataFiles/PAH_G.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2011-2012_PAH_G.xpt,URXP04,URDP04LC,WTSA2YR,urine,2492,2492,100.0,True,2001-2002,2017-2018,C041509,fluorene
2013-2014,2013,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/PAH_H.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2013/DataFiles/PAH_H.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2013-2014_PAH_H.xpt,URXP04,URDP04LC,WTSA2YR,urine,2650,2647,99.88679245283019,True,2001-2002,2017-2018,C041509,fluorene
2015-2016,2015,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/PAH_I.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2015/DataFiles/PAH_I.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2015-2016_PAH_I.xpt,URXP04,URDP04LC,WTSA2YR,urine,3037,3034,99.90121830754033,True,2001-2002,2017-2018,C041509,fluorene
2017-2018,2017,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,PAH_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/PAH_J.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2017/DataFiles/PAH_J.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2017-2018_PAH_J.xpt,URXP04,URDP04LC,WTSA2YR,urine,2774,2773,99.96395097332372,True,2001-2002,2017-2018,C041509,fluorene
2001-2002,2001,"Phthalates, Phytoestrogens & PAHs - Urine",PHPYPA_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/PHPYPA_B.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2001/DataFiles/PHPYPA_B.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2001-2002_PHPYPA_B.xpt,URXP04,,WTSPH2YR,urine,2745,2745,100.0,True,2001-2002,2017-2018,C041511,benzo(a)fluorene
2003-2004,2003,Polyaromatic Hydrocarbons (PAHs) - Urine,L31PAH_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L31PAH_C.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2003/DataFiles/L31PAH_C.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2003-2004_L31PAH_C.xpt,URXP04,URDP04LC,WTSB2YR,urine,2521,2521,100.0,True,2001-2002,2017-2018,C041511,benzo(a)fluorene
2005-2006,2005,Polyaromatic Hydrocarbons (PAHs) - Urine,PAH_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PAH_D.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2005/DataFiles/PAH_D.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2005-2006_PAH_D.xpt,URXP04,URDP04LC,WTSB2YR,urine,2431,2431,100.0,True,2001-2002,2017-2018,C041511,benzo(a)fluorene
2007-2008,2007,Polyaromatic Hydrocarbons (PAHs) - Urine,PAH_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/PAH_E.xpt,https://wwwn.cdc.gov/Nchs/Data/Nhanes/Public/2007/DataFiles/PAH_E.htm,C:\Users\21634\Documents\Codex\2026-08-22\non\work\whynot17\work\nhanes_phase2a\environmental_xpt\2007-2008_PAH_E.xpt,URXP04,URDP04LC,WTSB2YR,urine,2582,2581,99.96127033307513,True,2001-2002,2017-2018,C041511,benzo(a)fluorene
