axis_key,exposure_axis,primary_biomarker,biological_matrix,eligible_chemical_count,eligible_chemical_ids,mapping_confidence,analysis,exposure_variable,status,fit_N,fit_crc_cases,fit_control_n,beta,SE,OR,CI_low,CI_high,P,design_df,PSU_N,strata_N,message,complete_case_n,n_parameters,cases_per_parameter_approx,condition_number_if_available,sparse_cell_warning,extreme_weight_ratio,extreme_weight_warning,singleton_stratum_N,fit_status,warning_message,warning_type,analytic_n,crc_cases,controls,exclusion_window,direction
serum_or_blood|LBXPFDE,PFAS exposure axis,LBXPFDE,serum_or_blood,1,C036567,high,Exclude_diagnosis_lt_1y,axis_log2,ok,5317,27,5290,-0.3338081410503281,0.3328511819320279,0.7161911767335366,0.3681855804804164,1.3931284352898505,0.31981926290879364,62,121,59,Newton-IRLS converged,5317,12,2.25,381.2455407955163,,16.83089691678887,False,0,ok,,none,5317,27,5290,< 1 years,protective
serum_or_blood|LBXPFDE,PFAS exposure axis,LBXPFDE,serum_or_blood,1,C036567,high,Exclude_diagnosis_lt_2y,axis_log2,ok,5314,24,5290,-0.2732316288294931,0.3435559496286071,0.7609165170128664,0.382896643457583,1.51214160728764,0.42947058737242705,62,121,59,Newton-IRLS converged,5314,12,2.0,381.2575915828443,,16.830710816236135,False,0,ok,,none,5314,24,5290,< 2 years,protective
serum_or_blood|LBXPFDE,PFAS exposure axis,LBXPFDE,serum_or_blood,1,C036567,high,Exclude_diagnosis_lt_5y,axis_log2,converged_with_warning,5309,19,5290,-0.3130350149575978,0.39157541382702404,0.7312243083324683,0.3342777268637906,1.5995351952185806,0.42709641585685154,62,121,59,Newton-IRLS stopped before tolerance,5309,12,1.5833333333333333,381.0192944951754,,16.83052471979881,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,5309,19,5290,< 5 years,protective
serum_or_blood|LBXPFHS,PFAS exposure axis,LBXPFHS,serum_or_blood,1,C471071,high,Exclude_diagnosis_lt_1y,axis_log2,converged_with_warning,5317,27,5290,-0.503115850405543,0.14546027619930052,0.604643742113675,0.45208421533689813,0.8086857326013552,0.0009867323584099362,62,121,59,Newton-IRLS stopped before tolerance,5317,12,2.25,353.8730094990218,,16.83089691678887,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,5317,27,5290,< 1 years,protective
serum_or_blood|LBXPFHS,PFAS exposure axis,LBXPFHS,serum_or_blood,1,C471071,high,Exclude_diagnosis_lt_2y,axis_log2,converged_with_warning,5314,24,5290,-0.4841529872780556,0.1534123905863843,0.6162189210451698,0.45347280124920003,0.8373727324065021,0.002469629365341057,62,121,59,Newton-IRLS stopped before tolerance,5314,12,2.0,353.8530394053762,,16.830710816236135,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,5314,24,5290,< 2 years,protective
serum_or_blood|LBXPFHS,PFAS exposure axis,LBXPFHS,serum_or_blood,1,C471071,high,Exclude_diagnosis_lt_5y,axis_log2,converged_with_warning,5309,19,5290,-0.5080987760333389,0.17178589325215235,0.601638341378143,0.42677690045156924,0.8481449990223152,0.004381359726059054,62,121,59,Newton-IRLS stopped before tolerance,5309,12,1.5833333333333333,353.6205299927789,,16.83052471979881,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,5309,19,5290,< 5 years,protective
serum_or_blood|LBXPFNA,PFAS exposure axis,LBXPFNA,serum_or_blood,1,C101816,high,Exclude_diagnosis_lt_1y,axis_log2,converged_with_warning,5317,27,5290,-0.2133720105825082,0.1988306350335841,0.8078555504953121,0.5429007336443008,1.2021177169631088,0.28736992470448053,62,121,59,Newton-IRLS stopped before tolerance,5317,12,2.25,361.7546533479849,,16.83089691678887,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,5317,27,5290,< 1 years,protective
serum_or_blood|LBXPFNA,PFAS exposure axis,LBXPFNA,serum_or_blood,1,C101816,high,Exclude_diagnosis_lt_2y,axis_log2,converged_with_warning,5314,24,5290,-0.16492284477298583,0.2196688819011813,0.8479591260429291,0.5466018161450065,1.3154633925488775,0.45562559907248823,62,121,59,Newton-IRLS stopped before tolerance,5314,12,2.0,361.71278780390793,,16.830710816236135,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,5314,24,5290,< 2 years,protective
serum_or_blood|LBXPFNA,PFAS exposure axis,LBXPFNA,serum_or_blood,1,C101816,high,Exclude_diagnosis_lt_5y,axis_log2,converged_with_warning,5309,19,5290,-0.19652188073098467,0.24789968767310275,0.8215833542542231,0.5005407347278855,1.348540011143304,0.4309480266113568,62,121,59,Newton-IRLS stopped before tolerance,5309,12,1.5833333333333333,361.47756987670687,,16.83052471979881,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,5309,19,5290,< 5 years,protective
urine|URXBPH,bisphenol exposure axis,URXBPH,urine,17,C008745;C517113;C047969;C000705701;C000730470;C000730511;C512161;C534679;D017438;C019273;C047971;C543008;C006780;C000611646;C000655605;C583074;C492482,high,Exclude_diagnosis_lt_1y,axis_log2,converged_with_warning,5746,40,5706,0.03375226631171375,0.07539892354814204,1.0343283370122807,0.8896969328244789,1.2024713914099205,0.6559179720562274,64,124,60,Newton-IRLS stopped before tolerance,5746,13,3.076923076923077,545.4906885470668,,7.658330827822748,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,5746,40,5706,< 1 years,positive
urine|URXBPH,bisphenol exposure axis,URXBPH,urine,17,C008745;C517113;C047969;C000705701;C000730470;C000730511;C512161;C534679;D017438;C019273;C047971;C543008;C006780;C000611646;C000655605;C583074;C492482,high,Exclude_diagnosis_lt_2y,axis_log2,converged_with_warning,5743,37,5706,0.020484937757949302,0.07600541683419404,1.0206961941542732,0.8769078753482793,1.1880617680018444,0.7883970589580089,64,124,60,Newton-IRLS stopped before tolerance,5743,13,2.8461538461538463,545.2691884923214,,7.657595239124367,False,0,converged_with_warning,Newton-IRLS stopped before tolerance,convergence_warning,5743,37,5706,< 2 years,positive
