contrast_id,EMT_delta,pyrimidine_delta,UPR_delta,EMT_high,pyrimidine_low,UPR_low,all_three_directional,composite_state_score
GSE119603|HCT116,0.030638455345557848,-0.06051265283358277,-0.013692624391979644,True,True,True,True,-1.7247275145340957
GSE42387|HCT116,0.01563523373885716,-0.14910440655621685,-0.07498504403770881,True,True,True,True,-0.6591517614208962
GSE42387|HT29,0.10160134853610488,-0.1378341421348391,-0.0399505380959215,True,True,True,True,-0.513632925579633
GSE42387|LoVo,-0.07244445136039451,-0.09721386494728416,-0.1463811431367426,False,True,True,False,-1.4213763583846102
GSE77932|DLD1,0.20137737174008757,-0.11906863314950741,0.3706582395124405,True,True,False,False,-1.3130895850272712
GSE77932|HCT116,0.6032493923557187,-0.32088225654460345,-0.8775099634455328,True,True,True,True,5.631978144946506
