gene,bulk_stable_right_high,bulk_stable_left_high,bulk_pooled_hedges_g,bulk_meta_fdr,sc_stable_right_high,sc_stable_left_high,sc_pooled_hedges_g,sc_meta_fdr,stable_right_high_bulk_and_sc,stable_left_high_bulk_and_sc
LRFN5,False,False,0.023032522644585027,0.8886473024869341,False,False,0.38742752659859553,0.9137458562821626,False,False
LRG1,True,False,0.18677412070775115,0.03938972298563753,False,False,0.19342193658917664,0.9408615364053117,False,False
LRGUK,False,False,0.05205711526321524,0.8832246334750926,False,False,0.5959547943749327,0.9137458562821626,False,False
LRIF1,False,False,-0.12024347742628103,0.35090471992067307,False,False,-0.007623532963575154,0.998863575080958,False,False
LRIG1,False,False,-0.04962907490163266,0.6825928918845382,False,False,-0.2533200976359592,0.9137458562821626,False,False
LRIG2,False,False,0.10834585674360667,0.24568910880854292,False,False,0.00814546805986181,0.998863575080958,False,False
LRIG3,False,False,0.09783514437583683,0.6611885327389923,False,False,0.10265933077833911,0.9796209646799418,False,False
LRIT1,False,False,-0.04739338799293528,0.6999243888675368,,,,,False,False
LRIT2,False,False,-0.3374360145043357,0.373802372691904,,,,,False,False
LRIT3,False,False,0.001329942366705641,0.9968350558191849,False,False,0.36115779137645004,0.9307754817905416,False,False
LRMDA,,,,,False,False,-0.47530840089553406,0.9137458562821626,False,False
LRMP,False,False,0.21236047000514222,0.3377321371123173,False,False,-0.01142729867697911,0.9986667133820208,False,False
LRP1,False,False,-0.12553111616905205,0.15763151738045017,False,False,-0.6762844125697777,0.9137458562821626,False,False
LRP1-AS,False,False,-0.3285340340935128,0.27957919250670116,False,False,0.18208333970887453,0.9469480068957127,False,False
LRP10,True,False,0.30624586929955383,3.2136525029761656e-05,False,False,0.46112896692281347,0.9137458562821626,False,False
LRP11,False,False,-0.19601206792268133,0.5346743321183611,False,False,-0.1932340678557745,0.9794319060168585,False,False
LRP12,False,False,-0.06859950225862708,0.7404863293553432,False,False,-0.3286091074697254,0.9137458562821626,False,False
LRP1B,False,False,0.06432813719826384,0.5666564754621615,False,False,-0.06373209090465919,0.9904013548684305,False,False
LRP2,False,False,0.023174870105096185,0.8724249680233234,False,False,0.570219268493851,0.9137458562821626,False,False
LRP2BP,False,False,0.061939032089418686,0.585158166959714,False,False,0.025716560318406193,0.9939052210870685,False,False
LRP3,False,False,-0.1676343782551852,0.4241724935875216,False,False,-0.3717900361230128,0.9137458562821626,False,False
LRP4,False,True,-0.1831658929379988,0.02631729880595212,False,False,-0.12919547361391645,0.9733349917062769,False,False
LRP4-AS1,False,False,-0.10481634510968656,0.8038807131515752,False,False,0.21034263832416075,0.9283113061516203,False,False
LRP5,False,False,-0.07719821215736329,0.6372591981953518,False,False,-0.016378593642166785,0.9963185939292692,False,False
LRP5L,False,False,0.11060638069225252,0.23280944402306733,False,False,-0.00951791123220287,0.9986265399221166,False,False
LRP6,False,True,-0.22712472609843115,0.0024170781842321855,False,False,-0.36748886375880735,0.9137458562821626,False,False
LRP8,False,False,0.03504944207102593,0.7903110978192122,False,False,-0.1242110145864238,0.969130453382715,False,False
LRPAP1,False,False,0.16770166081746826,0.07436056888252147,False,False,0.10456719664540885,0.9827815583930448,False,False
LRPPRC,False,False,-0.16268645147663516,0.046410211565035775,False,False,-0.4861876216227215,0.9137458562821626,False,False
LRR1,False,False,0.157252419986311,0.18407229173942963,False,False,-0.008599253825465331,0.9987377361457742,False,False
LRRC1,False,False,-0.0031355021055904644,0.985478274833644,False,False,0.07227670874854117,0.9827815583930448,False,False
LRRC10,False,False,0.06520207032628614,0.8157093348055098,,,,,False,False
LRRC10B,False,False,-0.14566353094943724,0.7179433157425293,False,False,-0.6042980022045371,0.9137458562821626,False,False
LRRC14,False,False,-0.17716896448435887,0.11375645880418639,False,False,-0.29143340490766523,0.9361263065996653,False,False
LRRC14B,False,False,-0.190189614767842,0.7147113124374588,,,,,False,False
LRRC15,False,False,-0.07658625917904803,0.610289405974034,False,False,-0.08710139390395996,0.9827815583930448,False,False
LRRC16A,False,False,0.09077663954997142,0.9439412175075982,False,False,0.11685262453444109,0.9827815583930448,False,False
LRRC16B,False,False,-0.026567387545941023,0.9684983908489857,False,False,0.26797929266182646,0.9261210544635597,False,False
LRRC17,False,False,-0.07469416742641449,0.4840786023815693,False,False,0.5007301170893266,0.9137458562821626,False,False
LRRC18,False,False,0.03593708381466056,0.8101856024162646,,,,,False,False
LRRC19,False,False,-0.18775087653405395,0.16651411564336732,False,False,-0.06277679777112732,0.9836281849042648,False,False
LRRC2,False,False,-0.4162278528382703,0.0065079695962877064,False,False,-0.8108803387475929,0.9137458562821626,False,False
LRRC2-AS1,False,False,-0.10255289241479679,0.7367051153847611,False,False,-0.5665740977466779,0.9137458562821626,False,False
LRRC20,False,False,-0.10252169320956596,0.4341862395903757,False,False,0.11301965502037939,0.9827815583930448,False,False
LRRC23,False,False,-0.09250537190215126,0.3502378124099544,False,False,-0.08526527397557553,0.9892748496920784,False,False
LRRC24,False,False,0.20740470963807492,0.20121147745039583,False,False,0.1574621063714699,0.9527680655228825,False,False
LRRC25,True,False,0.18288859485250428,0.04521739578837082,False,False,0.16175545729499693,0.9527680655228825,False,False
LRRC26,False,False,0.02682273985837627,0.9783993203474279,False,False,0.4099253603309437,0.9137458562821626,False,False
LRRC27,True,False,0.1804717908413912,0.04913062701828138,False,False,-0.011677593754609101,0.9977080637096485,False,False
LRRC28,False,False,-0.0024752212987662944,0.9898351622291056,False,False,-0.42044940181265894,0.9137458562821626,False,False
LRRC29,False,False,-0.3247889366013675,0.11894737875592429,False,False,-0.12250123433638496,0.9752751299203392,False,False
LRRC3,False,False,-0.03480587217051079,0.7918954324091644,False,False,0.21592025711365165,0.9265227649607777,False,False
LRRC3-AS1,False,False,-0.33612128081750875,0.2642161449176548,False,False,-0.4540693977387754,0.9137458562821626,False,False
LRRC3-DT,,,,,False,False,0.4727272727272727,0.9137458562821626,False,False
LRRC30,False,False,-0.4116704279554784,0.14422597866345008,,,,,False,False
LRRC31,False,True,-0.2804394908276043,0.0008976390805310084,False,False,-0.2376886564557749,0.9170055273050526,False,False
LRRC32,False,False,-0.09604769444110842,0.37168230756707155,False,False,-0.4389522406486313,0.9137458562821626,False,False
LRRC33,False,False,-0.03516699852117301,0.9148083095290968,,,,,False,False
LRRC34,False,False,-0.013486265950222256,0.9398831492536017,False,False,-0.17596027849577361,0.9751158887175989,False,False
LRRC36,False,False,-0.23011005616616143,0.3975318597337083,False,False,-0.37894992730193466,0.9137458562821626,False,False
LRRC37A,False,False,-0.24478089105416045,0.1535849331661476,False,False,0.27411650256116693,0.9137458562821626,False,False
LRRC37A11P,False,False,0.4282028103420476,0.12460272172510059,,,,,False,False
LRRC37A16P,False,False,0.011894846042892416,0.9822986895222194,,,,,False,False
LRRC37A2,False,False,-0.18915586072775029,0.3172598465339724,False,False,-0.09757662219959488,0.9827815583930448,False,False
LRRC37A3,False,False,-0.3398308008185557,0.18916766743976934,False,False,-0.7982482577938632,0.9137458562821626,False,False
LRRC37A4,False,False,-0.1416604286033399,0.5548905728119744,,,,,False,False
LRRC37A4P,False,False,-0.017188819141171086,0.974332118057318,,,,,False,False
LRRC37A5P,False,False,-0.056615351441612005,0.7308515254293116,,,,,False,False
LRRC37A7P,False,False,0.07942222322514896,0.6398594348634408,,,,,False,False
LRRC37A8P,False,False,0.033889181690035096,0.8540341328454718,,,,,False,False
LRRC37B,False,False,-0.11070750577900386,0.7368623725373267,False,False,0.14509239777185162,0.957095132226303,False,False
LRRC37B2,False,False,-0.11837059597532232,0.6406895709893077,,,,,False,False
LRRC37BP1,False,False,-0.015121184210835336,0.9542959126875685,,,,,False,False
LRRC38,False,False,0.020716147298786007,0.9536254312539906,,,,,False,False
LRRC39,False,False,0.033869278522980384,0.9210150827320461,False,False,0.12739789528154669,0.9781058236216452,False,False
LRRC3B,False,False,-0.10109427984383373,0.36522173635838645,,,,,False,False
LRRC3C,False,False,-0.46567631761562944,0.08653095023607327,,,,,False,False
LRRC4,False,False,-0.1738547495328955,0.07903543475798372,False,False,0.09114852379616065,0.9827815583930448,False,False
LRRC40,False,False,0.12224664776981083,0.47772277322101625,False,False,0.30229094619445024,0.9137458562821626,False,False
LRRC41,False,False,-0.06809464315472386,0.7561535717139186,False,False,0.0048636866707997654,0.998863575080958,False,False
LRRC42,True,False,0.27069632420527123,0.0001828706212723709,False,False,-0.015814788601346726,0.99671198814957,False,False
LRRC43,False,False,-0.1843153400100255,0.7209667908943563,False,False,0.013310325986065252,0.9974384813226164,False,False
LRRC45,False,False,0.11119549573846675,0.30323904205753105,False,False,-0.3813849261153783,0.9323931342064204,False,False
LRRC46,False,False,-0.05144250344555478,0.7117549581044814,False,False,-0.23564883821391217,0.9170055273050526,False,False
LRRC47,False,False,0.05605950893746326,0.6485470665872352,False,False,0.1316067189173152,0.9662336415499645,False,False
LRRC48,False,False,0.4444267377302555,0.007500348854725968,,,,,False,False
LRRC49,False,False,-0.12818788377979717,0.529408947208014,False,False,0.2044461642967791,0.9527680655228825,False,False
LRRC4B,False,False,-0.01803580469065964,0.9304980008538852,False,False,0.14843705889309683,0.9827815583930448,False,False
LRRC4C,False,False,0.04930429625510691,0.724586911217406,False,False,0.3874275265985955,0.9137458562821626,False,False
LRRC50,False,False,0.17122990450638298,0.4445055739626689,,,,,False,False
LRRC52,False,False,-0.0033312140006660925,0.9861686411977326,False,False,-0.12794391919948123,0.9827815583930448,False,False
LRRC53,,,,,False,False,0.35378342153856074,0.9170055273050526,False,False
LRRC55,False,False,-0.06566628542993676,0.6113413054618053,,,,,False,False
LRRC56,False,False,-0.06519995412517952,0.6144625472399662,False,False,-0.1976362542570902,0.9380366301915203,False,False
LRRC57,False,False,0.11634346473907897,0.27274286102074596,False,False,-0.10156048837119071,0.9798664237747685,False,False
LRRC58,False,False,-0.011900695048938604,0.955138312632622,False,False,-0.3893289527449749,0.9137458562821626,False,False
LRRC59,False,False,-0.017247329905597665,0.9095709637028189,False,False,0.10726821793822351,0.9776652528055091,False,False
LRRC6,False,False,-0.0878774660823795,0.514456918114156,False,False,0.12917031177940982,0.9835296015975331,False,False
LRRC61,False,False,-0.08600647855641332,0.39672233616546204,False,False,-0.27787826581468517,0.9377496166888614,False,False
LRRC63,False,False,0.1114810886266881,0.40473974382453204,False,False,0.4727272727272727,0.9137458562821626,False,False
LRRC66,False,False,0.13184757022244353,0.1940204582247171,False,False,0.18754494274891417,0.9548883793252575,False,False
LRRC67,False,False,0.0836361695479246,0.7635543500776905,,,,,False,False
LRRC69,False,False,-0.06396025701763346,0.8471506091058862,False,False,0.028385646230961778,0.9947307287449377,False,False
LRRC7,False,False,0.1047760102126276,0.3426415793140736,False,False,0.168248728149203,0.9527680655228825,False,False
LRRC70,False,False,0.05860569514135859,0.6883309785024104,False,False,-0.19399218882237665,0.9674951476200314,False,False
LRRC71,False,False,-0.3156916253051965,0.22430595646994608,False,False,0.3874275265985954,0.9137458562821626,False,False
LRRC72,False,False,-0.019169551084189846,0.96263387107106,,,,,False,False
LRRC73,False,False,0.3489387654531544,0.00025164154779900097,False,False,0.48998717084617194,0.9137458562821626,False,False
LRRC74A,False,False,-0.1001695003953104,0.4709203018269506,False,False,0.19882684769620554,0.9380255883114711,False,False
LRRC74B,False,False,0.028008609434189605,0.928723320122443,False,False,0.24029598931951524,0.9170055273050526,False,False
LRRC75A,False,False,-0.16611598910677663,0.1524935588482215,False,False,-0.4697553849560384,0.9137458562821626,False,False
LRRC75A-AS1,False,False,0.026549633011166043,0.9584089648193337,,,,,False,False
LRRC75B,False,False,-0.13234943210042574,0.7218312544619052,False,False,0.26366637681772714,0.9137458562821626,False,False
LRRC8A,False,False,-0.0036182964565094197,0.9963439862395149,False,False,0.2916322438094169,0.9137458562821626,False,False
LRRC8B,False,False,0.08581075226431045,0.7170852429891477,False,False,0.285776146079184,0.9137458562821626,False,False
LRRC8C,False,False,0.05552173632464354,0.9348601254265038,False,False,-0.04946850896340411,0.9904013548684305,False,False
LRRC8C-DT,,,,,False,False,-0.4727272727272727,0.9137458562821626,False,False
LRRC8D,False,False,-0.1690236819181248,0.23932156922249948,False,False,-0.4345758002105548,0.9137458562821626,False,False
LRRC8E,False,False,-0.024808078321667676,0.8604124421227143,False,False,0.468262102549884,0.9137458562821626,False,False
LRRC9,False,False,0.10361663713249111,0.8066231286282167,False,False,0.24008976911773033,0.9170055273050526,False,False
LRRCC1,False,False,-0.08168826972704546,0.8834195093811268,False,False,-0.5073557736396257,0.9137458562821626,False,False
LRRD1,False,False,0.03371758772238844,0.8238110292394346,False,False,0.2628759474968892,0.9137458562821626,False,False
LRRFIP1,False,False,0.14254910834846526,0.0932630698260694,False,False,0.11329860085891627,0.9752751299203392,False,False
LRRFIP2,False,False,-0.11241053818162627,0.22211087500118462,False,False,-0.373183022129456,0.9137458562821626,False,False
LRRIQ1,False,False,-0.046690664370880604,0.742075933936867,False,False,0.2856884513055918,0.9137458562821626,False,False
LRRIQ3,False,False,-0.13740274040794825,0.6821581054750071,False,False,-0.5971251302602418,0.9137458562821626,False,False
LRRIQ4,False,False,0.272794422281082,0.1758827164075255,False,False,0.4890135274576066,0.9137458562821626,False,False
LRRK1,False,False,-0.06796525789922289,0.554158984439183,False,False,-0.10552841901570169,0.9781687813148778,False,False
LRRK2,False,False,0.01774543034342575,0.9386931037077194,False,False,0.1982966190620323,0.9386094396029214,False,False
LRRN1,False,False,-0.16153957275135017,0.08837683967890557,False,False,-0.2736028349751387,0.9137458562821626,False,False
LRRN2,False,False,-0.12234280337084164,0.4428191909092921,False,False,-0.3717726165666983,0.9137458562821626,False,False
LRRN3,False,False,0.10146097669572524,0.2884035524757536,False,False,-0.5213530374371645,0.9137458562821626,False,False
LRRN4,False,False,-0.08843278256303534,0.4496787690346637,False,False,0.03129779992046143,0.9939052210870685,False,False
LRRN4CL,False,False,-0.028698820420958837,0.8551274571082266,False,False,0.45898726049525834,0.9137458562821626,False,False
LRRTM1,False,False,-0.080404653249393,0.5170537158239642,False,False,-0.12892844439216367,0.9663892855896146,False,False
LRRTM2,False,False,-0.07174321110221984,0.5084993991437248,False,False,0.16686618455009422,0.9527680655228825,False,False
LRRTM3,False,False,-0.22364225697485132,0.662533078022049,False,False,0.425318592282547,0.9137458562821626,False,False
LRRTM4,False,False,0.06511283100010282,0.5614803565786757,False,False,0.41444336659741066,0.9137458562821626,False,False
LRSAM1,False,False,0.19571964230345842,0.29988428831939795,False,False,0.0015510123962562212,0.9993768951725324,False,False
LRTM1,False,False,0.03080561480088232,0.8792434331031581,False,False,0.2413037404419354,0.939179459339393,False,False
LRTM2,False,False,0.019116403553759573,0.9341888678475732,False,False,0.3152309285501883,0.9170055273050526,False,False
LRTOMT,False,False,-0.05022338648255341,0.8827908256656362,False,False,0.18001270756762852,0.9623613959169071,False,False
LRWD1,False,False,0.1366835792279667,0.8087821196465764,False,False,0.3262311583948049,0.9137458562821626,False,False
LSAMP,False,False,-0.12861692638132502,0.1437432808646603,False,False,0.46022058537330013,0.9137458562821626,False,False
LSAMP-AS1,False,False,0.05551682810121478,0.8491956223597102,False,False,0.4525872865098227,0.9137458562821626,False,False
LSG1,False,False,-0.14523094599721378,0.08565713616858298,False,False,0.12954149306851698,0.9663892855896146,False,False
LSINCT5,,,,,False,False,-0.22389071610568198,0.9459125466949344,False,False
LSM1,False,False,0.030350107254307607,0.8208074871505109,False,False,0.08879804445451675,0.9827815583930448,False,False
LSM10,False,False,0.135765124492625,0.6523235527314614,False,False,-0.2362479889186469,0.9170055273050526,False,False
LSM11,False,False,0.01166754259506855,0.9623575839063274,False,False,-0.2026210824042051,0.9356372030292921,False,False
LSM12,False,False,-0.022805488989688642,0.9099602772749511,False,False,0.07437476428641407,0.9827815583930448,False,False
LSM14A,False,False,-0.040284326026957404,0.7530882964062142,False,False,-0.24101993588767773,0.9170055273050526,False,False
LSM14B,False,True,-0.393657527509133,0.0032831617099161868,False,False,-0.633022503515367,0.9137458562821626,False,False
LSM2,False,False,0.08416186958817318,0.41100362259431733,False,False,-0.44989333340210313,0.9137458562821626,False,False
LSM3,False,False,-0.07260696038729209,0.7575162745078154,False,False,-0.06738264235676598,0.9835296015975331,False,False
LSM4,False,False,-0.019741376775328213,0.8940542872877615,False,False,-0.2947830420427463,0.9137458562821626,False,False
LSM5,False,False,-0.1052754283288316,0.2637499152637096,False,False,-0.12034117766662844,0.9827815583930448,False,False
LSM6,False,False,-0.033695756896978624,0.7997804062815603,False,False,-0.013619809528737235,0.9974384813226164,False,False
LSM7,False,True,-0.18657070887502958,0.017372554802275682,False,False,-0.5571896284434752,0.9137458562821626,False,False
LSM8,False,False,-0.25015385701543524,0.21244608201654047,False,False,-0.351179377186497,0.9137458562821626,False,False
LSMD1,False,False,0.33679192690802817,0.05949581783042748,,,,,False,False
LSMEM1,False,False,-0.042317523096738474,0.808981749293078,False,False,0.42264053798576023,0.9170055273050526,False,False
LSMEM2,False,False,0.1305574144668496,0.5708694283529064,False,False,0.35316330085122877,0.9137458562821626,False,False
LSP1,True,False,0.26721725836900906,0.00022480687244185322,False,False,0.055742980950469714,0.9904013548684305,False,False
LSR,False,False,-0.05844715909345611,0.6211681770036956,False,False,0.34292205353948585,0.9137458562821626,False,False
LSS,False,False,-0.01213736305680159,0.9395071049348573,False,False,-0.08761961341331237,0.9827815583930448,False,False
LST-3TM12,False,False,0.24451496035818174,0.21597177659169806,,,,,False,False
LST1,False,False,0.1492244785712773,0.307985406374213,False,False,0.018251482987478383,0.9961616202826531,False,False
LTA,False,False,0.08908939641677367,0.5416322927956996,False,False,-0.004708774890734204,0.998863575080958,False,False
LTA4H,False,False,0.06867404596820993,0.8540843909684216,False,False,-0.13430891796041053,0.964368268960664,False,False
LTB,False,False,0.10605780224216924,0.2593488493249555,False,False,-0.04912677910137398,0.9927303062635221,False,False
LTB4R,False,False,0.030051813469611322,0.822639891465776,False,False,0.5829933817366348,0.9137458562821626,False,False
LTB4R2,False,False,-0.09885165102832648,0.5273633107113671,False,False,-0.052247171136151155,0.9904013548684305,False,False
LTBP1,False,False,-0.04624458282189171,0.8534767747291596,False,False,-0.012500699594306611,0.9977080637096485,False,False
LTBP2,False,False,-0.014563816836742408,0.9258141463916852,False,False,0.1729567131860679,0.9527680655228825,False,False
LTBP3,False,False,-0.020579768168115842,0.952135812993295,False,False,0.06671722666385037,0.9835296015975331,False,False
LTBP4,False,False,0.1637343052580747,0.28915493438270173,False,False,0.10471698362086505,0.9827815583930448,False,False
LTBR,False,False,-0.10903944770225876,0.2415710239110166,False,False,-0.21341754841122798,0.9265227649607777,False,False
LTC4S,False,False,0.12783593431207485,0.14692647164173075,False,False,-0.3500497077644905,0.9258307415525593,False,False
LTF,False,False,0.058790104011139266,0.6107012529680976,False,False,-0.2551879472433893,0.9137458562821626,False,False
LTK,False,False,0.05692000522225812,0.692214728541884,False,False,0.21407691183330338,0.9273435623215919,False,False
LTN1,False,False,-0.12814831192722428,0.22246554791093573,False,False,-0.0737228931069345,0.9827815583930448,False,False
LTV1,False,True,-0.27185639549149093,0.0010095940445117933,False,False,-0.5350772679480784,0.9137458562821626,False,False
LUADT1,False,False,0.27525092202982954,0.394632405459155,False,False,-0.02841351985105369,0.9949509332154978,False,False
LUC7L,False,False,-0.009371173437961983,0.9539485214770514,False,False,0.18338769511874492,0.9458741066831087,False,False
LUC7L2,False,False,-0.1253292390017715,0.2244383203387053,False,False,-0.09192611333615769,0.9827815583930448,False,False
LUC7L3,False,False,-0.1517597728076617,0.08168272948665556,False,False,-0.28675695711813287,0.9137458562821626,False,False
LUCAT1,,,,,False,False,0.11749214367061793,0.9741392983722535,False,False
LUM,False,False,0.1340532595031388,0.3277607674279055,False,False,0.09987812149456714,0.9807393206390398,False,False
LUNAR1,False,False,0.2493841177751193,0.09121991420920098,,,,,False,False
LURAP1,False,False,0.08629723087806532,0.8394691045109195,False,False,0.053283209555278294,0.9939052210870685,False,False
LURAP1L,False,False,-0.06603661960646322,0.6772276944299728,False,False,-0.2417738777340694,0.9261210544635597,False,False
LURAP1L-AS1,False,False,0.174536727613442,0.12661956003292948,False,False,0.054028512958691446,0.9904013548684305,False,False
LUZP1,True,False,0.2129293676221899,0.005081950893512245,False,False,0.3670856333827154,0.9137458562821626,False,False
LUZP2,False,False,0.02185003512143417,0.8807955856309325,False,False,0.42556618914380695,0.9137458562821626,False,False
LUZP4,False,False,-0.04520311216049271,0.7170852429891477,,,,,False,False
LUZP6,False,False,-0.15024897236038476,0.46297544944559593,,,,,False,False
LVCAT1,False,False,-0.022093380711410014,0.97705127717943,False,False,-0.02870873071765907,0.9939052210870685,False,False
LVRN,False,False,0.03196951220205018,0.8635191642811554,False,False,0.541821400616532,0.9137458562821626,False,False
LXN,False,False,0.1919125305336346,0.12964486914106174,False,False,0.05897684621606975,0.9904013548684305,False,False
LY6D,True,False,0.20261372933221358,0.008438004181238362,False,False,0.09378622921052482,0.9835296015975331,False,False
LY6E,False,False,0.12657978998756542,0.15280446852782814,False,False,-0.2624381405364963,0.9137458562821626,False,False
LY6E-DT,,,,,False,False,0.7818509431685531,0.9137458562821626,False,False
LY6G5B,False,False,-0.1751967518575789,0.08255840479378435,False,False,0.08037389755415468,0.9904013548684305,False,False
LY6G5C,False,False,-0.14316256285197823,0.09174315021477737,False,False,-0.5514565054491837,0.9137458562821626,False,False
LY6G6C,False,False,-0.048661360187594725,0.6900848187965003,False,False,-0.0688203483264492,0.990366572090418,False,False
LY6G6D,False,False,-0.4780744222926318,0.5548290890342757,False,False,-1.3803325577900365,0.2781231866472754,False,False
LY6G6E,False,False,-0.3522024081005413,0.06453875135873334,False,False,-0.7056517919698118,0.9137458562821626,False,False
LY6G6F,False,False,-0.5430565878878447,0.07748637364651946,,,,,False,False
LY6G6F-LY6G6D,,,,,False,False,-0.8341287869982691,0.9137458562821626,False,False
LY6H,False,False,0.08270481321823242,0.4219761642888171,False,False,-0.12083911452635276,0.9720613812593848,False,False
LY6K,False,False,0.020270544675918645,0.9038243506583392,False,False,0.08719263482546565,0.9827815583930448,False,False
LY6L,,,,,False,False,0.4727272727272727,0.9137458562821626,False,False
LY75,False,False,-0.16718378934289368,0.4273940493811805,False,False,0.024088075044187182,0.9963924942054719,False,False
LY75-CD302,False,False,-0.12153204037077923,0.2945101309617521,False,False,0.4727272727272727,0.9137458562821626,False,False
LY86,True,False,0.1943639310271097,0.012213127011538701,False,False,0.31387588614849193,0.9137458562821626,False,False
LY86-AS1,False,False,0.08276957207822616,0.5754421761323377,False,False,-0.012543977636785181,0.9987377361457742,False,False
LY9,False,False,-0.009817823333552975,0.9734617148135073,False,False,0.49668005176739094,0.9137458562821626,False,False
LY96,True,False,0.2795259746503321,0.00010063371841903472,False,False,0.02846370562156885,0.9929538036225469,False,False
LYAR,False,False,-0.10142750045767328,0.6411954501835123,False,False,-0.283631093066808,0.9137458562821626,False,False
LYG1,False,False,0.41132188024931804,0.0669194030900594,False,False,0.5277329426810604,0.9137458562821626,False,False
LYG2,False,False,0.05972323841402218,0.6548376160736886,False,False,-0.6630323678277309,0.9137458562821626,False,False
LYL1,False,False,0.14892874754801935,0.07559880979349966,False,False,-0.05988202701585398,0.9844888158609006,False,False
LYN,False,False,0.2919455363865613,0.23123898724583225,False,False,0.19777661529054955,0.9377807613676699,False,False
LYNX1,False,False,-0.02774638967351755,0.8604818883450538,False,False,0.04117149560037463,0.9904013548684305,False,False
LYPD1,False,False,0.041824063336850646,0.8600092290205935,False,False,0.08266170626031098,0.9827815583930448,False,False
LYPD2,False,False,0.12649384563216443,0.5141283845530865,False,False,-0.4291359055597669,0.9137458562821626,False,False
LYPD3,True,False,0.2277418429613106,0.002348857040816264,False,False,0.18531106458972363,0.945085781333717,False,False
LYPD4,False,False,-0.07633534014750691,0.7635543500776905,False,False,0.012698691039214444,0.9988175475770311,False,False
LYPD5,False,False,0.22317985623593845,0.029026894139653203,False,False,0.42261555570002624,0.9137458562821626,False,False
LYPD6,False,False,-0.11255970832246187,0.5072316677513181,False,False,0.13853670277608804,0.9596438920679728,False,False
LYPD6B,False,False,0.1443378624990296,0.1423962484952926,False,False,0.08932327497552914,0.9827815583930448,False,False
LYPD8,False,False,-0.047273554107977206,0.9163548776491671,False,False,-0.4339502251322938,0.9137458562821626,False,False
LYPLA1,False,True,-0.20864616660343394,0.006280287246260308,False,False,-0.6455174190644383,0.9137458562821626,False,False
LYPLA2,False,False,0.12759130138474978,0.5708694283529064,False,False,0.33246465735358854,0.9428826807985544,False,False
LYPLA2P1,False,False,0.04624995673550883,0.882816667942221,,,,,False,False
LYPLAL1,False,False,0.0033410972267507275,0.9894362218081812,False,False,-0.1126106358787722,0.9752751299203392,False,False
LYPLAL1-AS1,False,False,0.13344153897483801,0.7399250341077102,False,False,-0.24278240128048176,0.9527680655228825,False,False
LYPLAL1-DT,,,,,False,False,0.4727272727272727,0.9137458562821626,False,False
LYRM1,False,False,-0.03064603880144895,0.8193625699430173,False,False,0.05285697086485165,0.9888721294317917,False,False
LYRM2,False,False,-0.008825522077046679,0.9640363274555712,False,False,-0.5943594127385228,0.9137458562821626,False,False
LYRM4,False,True,-0.2182506017606366,0.003894873496923082,False,False,-0.7197534361570934,0.9137458562821626,False,False
LYRM4-AS1,False,False,-0.14344769368816696,0.7673401322229767,,,,,False,False
LYRM5,False,False,0.16150619580250092,0.29271160426517767,False,False,-0.12248521115166915,0.9803489801706555,False,False
LYRM7,False,True,-0.2441666903331281,0.00393973803953489,False,False,-0.6078917167433742,0.9137458562821626,False,False
LYRM9,False,False,0.09910613800475872,0.3846719778421144,False,False,0.17102536209613275,0.9527680655228825,False,False
LYSMD1,False,False,-0.05942528736314926,0.6564527706011706,False,False,0.014378910862166316,0.9974183642290754,False,False
LYSMD2,False,False,0.192282242715618,0.08369368745719538,False,False,-0.21124069034355422,0.9273435623215919,False,False
LYSMD3,False,False,0.09528305036762129,0.647599437558925,False,False,0.4309758841991069,0.9137458562821626,False,False
LYSMD4,True,False,0.3076803553898548,0.00013986931615719118,False,False,0.33870238634194566,0.9137458562821626,False,False
LYST,False,False,0.24548891658682803,0.033586154216311774,False,False,0.12232842363203213,0.9702650736857621,False,False
LYVE1,False,False,0.026168402644254813,0.8514749571045112,False,False,0.31765529880798704,0.9137458562821626,False,False
LYZ,True,False,0.5169945690812641,1.8576712763234563e-14,False,False,0.6881953273042896,0.9137458562821626,False,False
LYZL1,False,False,-0.06117908536324657,0.8134763712326385,False,False,-0.47887323943661986,0.9137458562821626,False,False
LYZL2,False,False,-0.07119426929373825,0.6579310145075447,False,False,0.4199331577456325,0.9137458562821626,False,False
LYZL4,False,False,0.17328347006169048,0.501605376397094,False,False,-0.1765002652792652,0.9580016426346758,False,False
LYZL6,False,False,0.07041466472826574,0.5193022758994665,False,False,0.41224707634814733,0.9137458562821626,False,False
LZIC,False,False,0.14922637255476667,0.12535991435344224,False,False,-0.16080415668192952,0.9527680655228825,False,False
LZTFL1,False,True,-0.18727227483554632,0.016892828011177804,False,False,-0.04044926578140577,0.9904013548684305,False,False
LZTR1,False,False,-0.05662959970658421,0.7065501025089552,False,False,0.04767607293650993,0.9904013548684305,False,False
LZTS1,False,False,0.08336034018884032,0.7155000490070983,False,False,0.1835082748286447,0.945103734289691,False,False
LZTS1-AS1,False,False,0.0015079422567253853,0.9964608524125859,,,,,False,False
LZTS2,False,False,0.09356796032056758,0.6131741312589777,False,False,0.017481014897019826,0.9962884304931757,False,False
LZTS3,False,True,-0.37419438258736265,2.5252682234402448e-06,False,False,-0.3567961341776818,0.9307646678900847,False,False
M1AP,False,False,0.1437274920465006,0.5995083009642359,False,False,0.6415699796273987,0.9137458562821626,False,False
