r3_rank,gene,median_background_vulnerability_rho,n_positive_backgrounds,n_resampling_supported_backgrounds,tier1_flag,tier2_flag,tier3_flag,observed_global_T_median_vulnerability_rho,global_empirical_p_value,n_permutations,permutation_unit,self_line_exclusion,global_empirical_q_value,cross_method_stable_flag,n_models_top500,n_models_direction_ge3of4,median_rank_percentile,leave_HCT116_out_median_vulnerability_rho,leave_HCT116_out_n_positive_backgrounds,adjusted_partial_rho_median,adjusted_partial_rho_min,adjusted_positive_fraction,adjusted_audit_n,final_shortlist_flag,previous_19_reclassified_as_internal_stability
1,ZFP36L1,0.2633838383838384,3,2,False,True,True,0.2633838383838384,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,5,6,0.0008404272623759,0.3430735930735931,2,0.11718316521742382,-0.011914189822590269,0.8333333333333334,6.0,True,False
2,ADAMTS9,0.2630952380952381,3,2,False,True,True,0.2630952380952381,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.001328417285691,0.1292929292929293,2,0.2968275691167537,-0.27629083561942297,0.8333333333333334,6.0,True,True
3,AFDN,0.2422799422799422,4,2,False,True,True,0.24227994227994223,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.0024670606734262,0.3522366522366522,3,0.11902415810764914,-0.07208190437977037,0.6666666666666666,6.0,True,False
4,MALT1,0.2232683982683982,3,2,False,True,True,0.22326839826839823,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.0024670606734262,0.1808802308802309,2,0.12901422019465675,-0.019757080254866607,0.8333333333333334,6.0,True,True
5,STK10,0.236075036075036,3,2,False,True,True,0.23607503607503605,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.0042292468687306,0.1312409812409812,2,0.2829909230005541,-0.16352463785720356,0.8333333333333334,6.0,True,True
6,MOB4,0.2508658008658008,3,2,False,True,True,0.25086580086580085,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,5,6,0.0064794230873502,0.0892496392496392,2,0.27261870033240415,-0.1858511453506564,0.6666666666666666,6.0,True,True
7,TRMU,0.230050505050505,3,2,False,True,True,0.230050505050505,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,5,6,0.0067505286558585,0.1155844155844155,2,0.2492422013723103,-0.25781384470872143,0.6666666666666666,6.0,True,True
8,FAM171B,0.1961038961038961,4,2,False,True,False,0.1961038961038961,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,5,6,0.0110611071951417,0.0772005772005772,3,0.17404847883517566,0.10469511736249049,1.0,6.0,True,False
9,IFNA10,0.2414141414141414,3,2,False,True,True,0.24141414141414141,0.001998001998001998,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.02800087450543378,True,6,6,0.001491080626796,0.1605339105339105,2,0.24442949883432602,-0.1402680023091857,0.8333333333333334,6.0,True,False
10,LRRC3,0.236075036075036,3,2,False,True,True,0.23607503607503605,0.001998001998001998,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.02800087450543378,True,6,6,0.0058287697229301,0.0984126984126984,2,0.2701076428277595,-0.037581773629627835,0.8333333333333334,6.0,True,False
11,SHC2,0.2147907647907647,3,2,False,True,True,0.21479076479076475,0.001998001998001998,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.02800087450543378,True,6,6,0.0109797755245892,0.0767676767676767,2,0.2544975658622744,-0.059241433359021184,0.8333333333333334,6.0,True,False
12,CDC42,0.2138888888888888,4,2,False,True,True,0.21388888888888885,0.002997002997002997,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.041249049458004686,True,6,6,0.0021417339912161,0.3911255411255411,3,0.10694112964204704,-0.150110559893766,0.6666666666666666,6.0,True,False
13,ENTPD2,0.1983044733044732,3,2,False,True,False,0.19830447330447326,0.005994005994005994,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.07757715968242285,True,6,5,0.0071029658949194,0.0279942279942279,2,0.2679552303488539,-0.14198271196609674,0.6666666666666666,6.0,True,True
14,C16ORF86,0.3196969696969697,3,1,False,True,False,0.3196969696969697,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,5.422111370167543e-05,0.2994949494949495,2,0.3453462806205308,-0.1494159341411724,0.8333333333333334,6.0,False,True
15,CFAP90,0.2642496392496392,3,0,False,True,False,0.26424963924963923,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.0003795477959117,0.2994949494949495,2,,,,,False,False
16,FOXF1,0.2697691197691197,3,1,False,True,False,0.2697691197691197,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.0005151005801659,0.221067821067821,2,0.296954717390848,-0.0806903782522647,0.8333333333333334,6.0,False,False
17,DIAPH3,0.2576118326118325,3,1,False,True,False,0.2576118326118325,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,4,5,0.0007048744781217,0.2565656565656565,2,0.26779991596792774,-0.13794663948627972,0.8333333333333334,6.0,False,False
18,JDP2,0.2406204906204906,3,1,False,True,False,0.2406204906204906,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.0010030906034809,0.1899711399711399,2,0.2921066080416542,-0.13877815871606333,0.8333333333333334,6.0,False,True
19,TNNT1,0.2372294372294372,3,0,False,True,False,0.2372294372294372,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.0014639700699452,0.2142135642135642,2,0.22656272042371406,-0.19996949390843008,0.8333333333333334,6.0,False,False
20,SPRY1,0.2533189033189033,4,0,False,True,False,0.2533189033189033,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.0015453017404977,0.2664502164502164,3,0.1121403351644469,-0.020643914214911515,0.6666666666666666,6.0,False,False
21,PPP6R2,0.2486291486291486,3,1,False,True,False,0.2486291486291486,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.0020604023206636,0.2812409812409812,2,0.19639561800349428,-0.2563974647562345,0.8333333333333334,6.0,False,True
22,LPIN2,0.2292929292929292,3,0,False,True,False,0.22929292929292924,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.0021146234343653,0.2216450216450216,2,0.2829667050219751,-0.3476800506193556,0.8333333333333334,6.0,False,False
23,TJP1,0.2758658008658008,3,1,False,True,False,0.2758658008658008,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.0032261562652496,0.2865079365079365,2,0.2564933129233659,-0.09136907293363235,0.8333333333333334,6.0,False,True
24,PLXDC2,0.233008658008658,3,0,False,True,False,0.233008658008658,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.0036870357317139,0.2494949494949495,2,0.180411865219676,-0.4385268940110172,0.6666666666666666,6.0,False,True
25,CCSER1,0.2361832611832611,3,0,False,True,False,0.23618326118326116,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.0039310307433714,0.2262626262626262,2,0.2189119904249872,-0.24438304392599453,0.8333333333333334,6.0,False,False
26,GSDMC,0.2362914862914862,3,0,False,True,False,0.23629148629148625,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.0047985685625982,0.253030303030303,2,0.22827808526681287,-0.016708575707814623,0.8333333333333334,6.0,False,False
27,SLC25A14,0.2488455988455988,3,1,False,True,False,0.24884559884559887,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.0063167597462451,0.2085137085137085,2,0.25963761995784396,-0.21971633642107066,0.8333333333333334,6.0,False,False
28,MXD4,0.2465007215007214,4,0,False,True,False,0.24650072150072144,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,4,6,0.0066420864284552,0.2091630591630591,3,0.17731476799991053,-0.11926582574615124,0.8333333333333334,6.0,False,False
29,HS3ST3B1,0.2839826839826839,3,1,False,True,False,0.28398268398268395,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,5,5,0.0072927397928753,0.3213564213564213,2,0.2910449286851392,-0.12262672297963143,0.8333333333333334,6.0,False,True
30,UCK1,0.2246753246753246,3,1,False,True,False,0.22467532467532464,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,6,6,0.0072927397928753,0.1899711399711399,2,0.2029275493364457,-0.26701014779064824,0.6666666666666666,6.0,False,False
31,RANBP10,0.2178571428571428,3,0,False,True,False,0.2178571428571428,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,True,4,6,0.0245621645068589,0.2397546897546897,2,0.147201079885995,-0.13775719534855868,0.6666666666666666,6.0,False,False
32,SLC52A3,0.2438311688311688,4,0,False,True,False,0.2438311688311688,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,3,6,0.0250772650870248,0.2617604617604617,3,0.21860046945237568,0.02564192774245949,1.0,6.0,False,False
33,TRIM60,0.2352453102453102,3,2,False,True,True,0.23524531024531026,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,2,6,0.0403405085940465,0.1295093795093795,2,0.26287535340733414,-0.046907389706730654,0.6666666666666666,6.0,False,False
34,PSEN1,0.23502886002886,3,0,False,True,False,0.23502886002886,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,2,2,0.3173290679390554,0.2358585858585858,2,0.10746944187374888,-0.10837979448765235,0.6666666666666666,6.0,False,False
35,ATP6V0E2,0.2509740259740259,3,1,False,True,False,0.25097402597402596,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,2,2,0.3725803828010627,0.2277777777777777,2,0.1346029341493006,-0.1938846839065532,0.6666666666666666,6.0,False,False
36,PRPF4,-0.2618326118326118,1,0,False,False,False,-0.2618326118326118,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.8500786206148674,-0.2411255411255411,1,,,,,False,False
37,WWC2,-0.1878787878787878,1,0,False,False,False,-0.18787878787878787,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.8935639538036111,-0.245021645021645,0,,,,,False,False
38,ANKLE2,-0.2327922077922077,1,0,False,False,False,-0.23279220779220774,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9180176760830668,-0.2417748917748917,0,,,,,False,False
39,NUP62CL,-0.2175324675324675,1,0,False,False,False,-0.2175324675324675,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9212167217914656,-0.2578643578643578,1,,,,,False,False
40,PNPLA2,-0.2422438672438672,0,0,False,False,False,-0.2422438672438672,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9237651141354444,-0.2424963924963925,0,,,,,False,False
41,KDR,-0.2187950937950937,1,0,False,False,False,-0.21879509379509376,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.924144661931356,-0.2282828282828282,1,,,,,False,False
42,PATE3,-0.2246392496392495,1,0,False,False,False,-0.22463924963924958,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9243886569430136,-0.2284992784992785,1,,,,,False,False
43,TOX4,-0.2693722943722942,1,0,False,False,False,-0.26937229437229426,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9258797375698096,-0.3658730158730158,1,,,,,False,False
44,CDH23,-0.2614718614718614,1,0,False,False,False,-0.26147186147186147,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9264490592636772,-0.2323953823953824,1,,,,,False,False
45,INPP5B,-0.2358585858585858,0,0,False,False,False,-0.23585858585858582,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9290787832782086,-0.2479797979797979,0,,,,,False,False
46,BST2,-0.2621572871572871,1,0,False,False,False,-0.26215728715728714,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9299463210974354,-0.3111832611832612,1,,,,,False,False
47,MYL10,-0.2539682539682539,1,0,False,False,False,-0.25396825396825395,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9309494117009164,-0.1965367965367965,1,,,,,False,False
48,EIF4G2,-0.2408008658008657,1,0,False,False,False,-0.24080086580086574,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.931979612861248,-0.2133477633477633,1,,,,,False,False
49,KCNN3,-0.3129870129870129,1,0,False,False,False,-0.3129870129870129,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9323049395434582,-0.3286435786435786,1,,,,,False,False
50,ABCC6,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9329284823510277,,0,,,,,False,False
51,ACOT1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9329827034647292,,0,,,,,False,False
52,ACSM2B,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9330369245784308,,0,,,,,False,False
53,ACTN3,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9330911456921324,,0,,,,,False,False
54,ACTR3C,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9331453668058342,,0,,,,,False,False
55,ADAMTS7,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9331995879195358,,0,,,,,False,False
56,ADGRD2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9332538090332376,,0,,,,,False,False
57,ADH1C,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9333080301469392,,0,,,,,False,False
58,ADORA3,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9333622512606408,,0,,,,,False,False
59,AGAP5,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9334164723743426,,0,,,,,False,False
60,AGAP9,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9334706934880442,,0,,,,,False,False
61,AKAP17A,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.933524914601746,,0,,,,,False,False
62,ALDH3B1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9335791357154476,,0,,,,,False,False
63,ALPK3,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9336333568291492,,0,,,,,False,False
64,AMELY,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.933687577942851,,0,,,,,False,False
65,ANKRD18B,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9337417990565526,,0,,,,,False,False
66,ANKRD30BL,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9337960201702544,,0,,,,,False,False
67,ANKRD36,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.933850241283956,,0,,,,,False,False
68,ANKRD36B,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9339044623976576,,0,,,,,False,False
69,ANKRD36C,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9339586835113594,,0,,,,,False,False
70,ANKRD40CL,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.934012904625061,,0,,,,,False,False
71,ANKRD60,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9340671257387628,,0,,,,,False,False
72,ANKRD63,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9341213468524644,,0,,,,,False,False
73,ANKUB1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.934175567966166,,0,,,,,False,False
74,ANO2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9342297890798676,,0,,,,,False,False
75,ANXA8,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9342840101935692,,0,,,,,False,False
76,ANXA8L1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.934338231307271,,0,,,,,False,False
77,APELA,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9343924524209728,,0,,,,,False,False
78,APOBEC3F,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9344466735346744,,0,,,,,False,False
79,APOL4,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.934500894648376,,0,,,,,False,False
80,AQP7B,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9345551157620776,,0,,,,,False,False
81,ARHGEF35,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9346093368757794,,0,,,,,False,False
82,ARL16,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9346635579894812,,0,,,,,False,False
83,ARL6IP4,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9347177791031828,,0,,,,,False,False
84,ASDURF,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9347720002168844,,0,,,,,False,False
85,ASMT,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.934826221330586,,0,,,,,False,False
86,ASMTL,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9348804424442878,,0,,,,,False,False
87,ASXL2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9349346635579896,,0,,,,,False,False
88,ATG9B,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9349888846716912,,0,,,,,False,False
89,ATP5F1E,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9350431057853928,,0,,,,,False,False
90,ATP6V1FNB,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9350973268990944,,0,,,,,False,False
91,BAHCC1,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9351515480127962,,0,,,,,False,False
92,BECN2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.935205769126498,,0,,,,,False,False
93,BHLHE23,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9352599902401996,,0,,,,,False,False
94,BMP8A,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9353142113539012,,0,,,,,False,False
95,BMP8B,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9353684324676028,,0,,,,,False,False
96,BNIP2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9354226535813046,,0,,,,,False,False
97,BRD3OS,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9354768746950064,,0,,,,,False,False
98,BTBD19,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.935531095808708,,0,,,,,False,False
99,BTNL2,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9355853169224096,,0,,,,,False,False
100,C10ORF143,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9356395380361112,,0,,,,,False,False
101,C10ORF95,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9356937591498128,,0,,,,,False,False
102,C11ORF96,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9357479802635146,,0,,,,,False,False
103,C11ORF97,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9358022013772164,,0,,,,,False,False
104,C13ORF42,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.935856422490918,,0,,,,,False,False
105,C14ORF132,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9359106436046196,,0,,,,,False,False
106,C17ORF100,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.9359648647183212,,0,,,,,False,False
107,C17ORF113,,0,0,False,False,False,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869,False,0,0,0.936019085832023,,0,,,,,False,False
