module,GSE77932|HCT116,GSE77932|DLD1,GSE42387|HCT116,GSE42387|HT29,GSE42387|LoVo,GSE119603|HCT116
COESSENTIALITY::1000::biological process:spliceosomal complex assembly,-0.8117789477875139,-0.8359449236559062,-1.4320521508932589,1.305963325307325,-0.967683064952298,-1.4170465408381012
COESSENTIALITY::1001::biological process:snRNA transcription by RNA polymerase II,-0.5902611133260025,1.353402046800335,-0.6326736304652283,0.91431302537742,0.9579967165213416,-1.8996750969245844
COESSENTIALITY::1002::cellular component:mitochondrial intermembrane space,-1.6490509444504131,0.6922025924461312,-1.4988614067593646,1.7025546658517836,1.9279936610312176,-1.3828959589999892
COESSENTIALITY::1003::,0.6269460385174294,1.325412872889767,-0.6861872591110518,0.9468003501288296,0.9961322330426976,-0.7267805269955917
COESSENTIALITY::1004::biological process:proteasome-mediated ubiquitin-dependent protein catabolic process,1.6544175161876993,-0.9981017213305778,1.172415424587544,-0.9299081363302649,-0.9843679248240317,1.1419531321075755
COESSENTIALITY::1006::,0.814608551535794,-0.5497177118815951,-0.5778024212242723,-0.5787339818778814,0.8344228160300936,-0.8641196740327381
COESSENTIALITY::1007::,1.0614510957537961,-1.2963014365948196,0.812451159280201,0.6718410013756352,1.1921450380429557,-1.1210623808904083
COESSENTIALITY::1008::,1.2408582833362256,0.8972839471614847,0.8452224610963381,0.7529942813441984,-0.7608518282006734,1.2745822485532927
COESSENTIALITY::1009::,-1.5406870683402503,0.775527987954367,-0.87709973500942,0.8753710831669702,0.7863690835859908,-1.169678430016048
COESSENTIALITY::100::biological process:interstrand cross-link repair,-1.7203283803083764,1.6549426808215097,-1.211286852203538,1.6575303302240163,0.5464407778369668,-1.6938173879199634
COESSENTIALITY::1010::biological process:positive regulation of cyclin-dependent protein serine/threonine kinase activity,-1.1378043012495755,1.0115118595714523,-1.336227001992287,1.4151115480951995,1.4029645222073917,-1.3161231696152202
COESSENTIALITY::1011::biological process:response to bacterium,1.2490277610593468,0.8217725159511242,1.050605008988365,0.7454810549253134,-1.0818831696504894,0.8581568365980105
COESSENTIALITY::1012::molecular function:ephrin receptor binding,1.294536238888494,-0.9420532810320533,0.9449010982413365,-0.9172157125641268,-1.226393997850812,0.6603521136508244
COESSENTIALITY::1013::biological process:nucleobase-containing small molecule interconversion,-1.261343043294532,0.8619345657337002,-1.2603495717894933,0.9368720946322683,1.334575174483378,-1.5630921208488815
COESSENTIALITY::1014::molecular function:aminopeptidase activity,0.8376838040073012,-1.0771576579939768,0.7860904897116211,1.034194116640902,1.1048814657163237,-0.9758594147379397
COESSENTIALITY::1015::cellular component:cytosolic small ribosomal subunit,-1.2231185489090972,-1.1590734759533732,-1.5326729995026123,1.0813937554482995,-0.816021197457167,-0.7683636938006113
COESSENTIALITY::1016::molecular function:peptide hormone binding,0.8474071705410666,0.9525311801686205,-1.2888641527086406,0.9943727170382324,0.856550907163367,-0.8497466930045127
COESSENTIALITY::1017::molecular function:histone binding,1.5711130634707855,1.1117175605225746,1.2130168611058858,-1.0585589836119265,-1.5275563146916245,1.073777635483162
COESSENTIALITY::1018::molecular function:Hsp90 protein binding,0.6391730842845879,1.0291823238494333,1.3774268358720323,-1.2863417066091714,-0.8345007662842241,-0.9091023043284366
COESSENTIALITY::1019::biological process:positive regulation of G2/M transition of mitotic cell cycle,1.763654318616297,1.7088536541781358,1.0518576902218069,-0.8950231215706025,-1.5218347506684624,0.5363461606979605
COESSENTIALITY::101::,2.428237287684819,-0.8788512578954027,2.099281892777834,-2.4114188040929307,-2.024716989467679,0.9516705951830542
COESSENTIALITY::1020::,0.8732226373413068,0.6598617412184781,1.1699824145717588,-0.7732667230993814,-0.9288859407967176,0.847367481434022
COESSENTIALITY::1021::biological process:blood coagulation,-1.6038018985743676,1.3828176057321402,-1.1002585182428228,1.634082950204948,1.1817745861946194,0.997309699589439
COESSENTIALITY::1022::molecular function:cAMP binding,-1.2693162356157819,1.1497456518323415,-0.86353512778435,1.3911955907363864,1.7749045571684685,-1.0767954251101257
COESSENTIALITY::1023::biological process:negative regulation of epithelial cell proliferation,-1.0689934471776443,0.5109818955625247,0.8740537901551526,-0.46927189179699214,-0.8088234636827855,1.3065225823520101
COESSENTIALITY::1024::cellular component:high-density lipoprotein particle,0.5913228545075179,1.0443900900058212,-1.3724459853431838,1.246294173287495,-0.8217174271133507,-1.5383895243068109
COESSENTIALITY::1025::biological process:activation of protein kinase B activity,0.6886488889191108,1.0292515995853584,1.3592551389111074,-0.6826300402535902,-1.1752864326301673,-1.7622896147389728
COESSENTIALITY::1026::biological process:transcription by RNA polymerase III,1.331537314414371,1.0038578217539744,-1.0032560203795289,-0.9659479941239583,0.6497616849792796,1.3306540752963119
COESSENTIALITY::1027::cellular component:dendrite cytoplasm,1.2963277110387972,1.5693934837013412,1.2681007449213209,-1.4712636061838376,-1.1736711487609413,-0.9378524775782676
COESSENTIALITY::1028::biological process:negative regulation of insulin receptor signaling pathway,0.9773634830793547,-0.6049491904177408,0.7397247526757105,-0.662753162796041,0.895351457198014,1.2965619433440472
COESSENTIALITY::1029::,1.3988368327963572,-0.8305196089492834,1.1633029543255842,-1.2109240177653655,-1.4719740525651421,1.417797958884889
COESSENTIALITY::102::biological process:canonical glycolysis,-1.2004430341664756,1.2722532295903324,1.1211406914289375,-1.0951796861107823,1.6515538580459346,0.8466530016397785
"COESSENTIALITY::1030::molecular function:transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",1.1506033666262243,-1.4943841166595333,1.0219217680909733,-1.4704613221614453,-1.3683388462981618,-1.2492236324098507
COESSENTIALITY::1031::,0.730656742864508,-1.1106992995936447,1.0756578584903682,-0.8755237041041645,-0.9345043914882175,-0.6256278752433244
COESSENTIALITY::1033::biological process:cellular response to gamma radiation,-1.4170942812238727,0.9139872641842836,-1.175637021682451,1.599754797620524,1.1581631796175422,1.3892135652695683
COESSENTIALITY::1034::biological process:cholesterol efflux,0.9464465228432885,-1.288194386213535,-0.7915544783622093,-1.159899199473379,-1.5447441078065918,0.9139917024773238
COESSENTIALITY::1036::,1.4188716539464628,-1.4376046290001447,1.167554747067893,-1.591619338695409,-1.2850975306233186,-1.1567136012344674
COESSENTIALITY::1037::,0.8669610875266582,-0.7079757770750944,0.8524128365932927,-0.8227730135322417,0.7453922197769374,1.031962309438773
COESSENTIALITY::1038::biological process:negative regulation of cell differentiation,1.3022417388354979,1.725320256535279,0.7869094208818674,0.9033592313873406,-0.8560082808140377,1.005299597769974
COESSENTIALITY::1039::biological process:antibacterial humoral response,1.1976987274992432,-1.4260136221087618,1.06831793996006,-1.4337453817146517,-1.1231682027678616,-0.8882063892376567
COESSENTIALITY::103::biological process:glycogen metabolic process,-0.7954809236031054,-0.7380129701468949,1.3362197221293606,-0.8443515504416435,-0.6279218130191184,-1.1680093711367048
COESSENTIALITY::1040::biological process:regulation of immune response,1.027976993910522,1.304967653533746,-1.4139935615362171,1.542676281623585,-0.9485164058838234,-1.0252662669065093
COESSENTIALITY::1041::,-1.5303769544486687,-1.6370403989298636,-1.1800101332632134,0.6915433816274913,1.2258535376018254,-1.3711614453814718
COESSENTIALITY::1042::,-0.5962828457130732,-1.2417317734979325,0.9920401635862951,-0.9593749748734838,1.4986665637630707,0.9881293473284546
COESSENTIALITY::1043::biological process:protein heterooligomerization,-1.6284980716371573,0.6445757415901333,-1.4932012239117987,1.4246051175065049,1.4626825249187279,-1.6414881447523937
COESSENTIALITY::1044::,0.5931543872330881,0.578516648260546,-0.8908630475034184,-0.9288852994907444,1.0611887902550687,1.061174299652718
COESSENTIALITY::1045::biological process:positive regulation of protein serine/threonine kinase activity,0.7875851431084465,-0.6739995782097626,0.7846770803088431,-1.682309695806264,1.0115886631214497,-0.5428838589045808
COESSENTIALITY::1046::,-0.743574003655533,-1.0968109338289054,-1.437354205151554,-1.2916643148236095,-0.8709697173615726,1.2752266054342085
COESSENTIALITY::1047::,0.9765615032341757,-0.521889052473359,1.2139416555532077,-0.6731524763319179,0.908961092549591,-0.8805691947338359
COESSENTIALITY::1048::,0.49394318751403815,1.2770423461218465,0.7177075232142965,0.9589700601028559,-0.6637070489479825,-1.3797476078913171
COESSENTIALITY::1049::cellular component:perikaryon,1.4557024852574132,1.3515719314941546,1.2075481478893417,1.0165957810476003,-1.0227925848696127,1.84312551445021
COESSENTIALITY::104::cellular component:basal plasma membrane,-0.875214993353878,-1.10818456145329,-1.116281520820387,1.1468278097550653,1.1302334331114292,1.0013667156669146
COESSENTIALITY::1050::,-1.2549733196285682,0.6395005324900664,1.0364407066070922,0.5390656388645607,-0.9183488451466821,1.1395599099885383
COESSENTIALITY::1051::,-0.7765447096898704,0.9524850599388517,-1.2387845361208292,1.416869336872844,-0.5980206603525696,0.6416184919648614
COESSENTIALITY::1052::biological process:endoplasmic reticulum unfolded protein response,-1.2637235755193297,-0.8930090806964068,-0.9749904379756141,0.904060613465654,1.1875267804925425,0.5522462430262955
COESSENTIALITY::1053::biological process:ion transport,0.6597378025969349,-0.7564071893079978,1.5180001620771442,-1.486894628760623,-0.638301731477464,1.40679076315408
COESSENTIALITY::1054::biological process:response to organic substance,-1.4488370588538124,-0.7564013039179353,-0.7159840515855677,0.8332104136136782,1.1878075739157765,-0.947246746547418
COESSENTIALITY::1055::biological process:biomineral tissue development,-1.9020323196305786,0.9203918177946477,-1.5985179542317858,1.5261163273533773,1.3718751266758515,-1.0453585758786714
COESSENTIALITY::1056::,-1.5161218665528615,-1.6839422948752485,-1.2053830917657473,1.016775915646255,1.232543767018152,-1.5349271920485463
"COESSENTIALITY::1057::biological process:nucleotide-excision repair, preincision complex assembly",-1.354422127915429,-0.8021266492519146,-1.038024074304969,0.76726596046372,1.6345842488555646,-0.7578266817061013
"COESSENTIALITY::1058::biological process:nucleotide-excision repair, preincision complex assembly",-0.9065188655560321,-0.8123797589323151,0.6460882476728177,0.7176240226825816,1.21623303352349,-0.8865981244717793
COESSENTIALITY::1059::biological process:transcription by RNA polymerase III,-1.982972195030358,-1.033660931432135,-1.3145793578320528,0.9627090856634437,1.5766927627267935,-1.4815344656272658
COESSENTIALITY::105::cellular component:anchored component of membrane,1.9211392204353297,1.330815482889147,2.083539545207167,-2.008915618225172,-1.1431360751295145,1.2784569484706874
COESSENTIALITY::1060::biological process:transcription by RNA polymerase III,-1.0561480653146778,1.1176493681961164,-1.2783705081360026,1.2844303182288557,1.2715160702526092,-1.4731510788834403
COESSENTIALITY::1061::biological process:positive regulation of B cell proliferation,-2.1515453917995577,-0.6992151043282898,-1.6107318838003888,1.5380591380530944,1.3466258473392907,-1.1159124404124778
COESSENTIALITY::1062::biological process:glucose homeostasis,0.9236985260488791,-1.6944248869040515,0.7408293589673882,-1.3280437314177447,0.8535538188871303,0.6334099369491973
