module,GSE77932|HCT116,GSE77932|DLD1,GSE42387|HCT116,GSE42387|HT29,GSE42387|LoVo,GSE119603|HCT116
COESSENTIALITY::1063::cellular component:mitochondrial nucleoid,0.9403350833014443,1.8606707163258314,0.9183327167524584,1.8475855691029996,-1.2754143695439106,0.7493270878246758
COESSENTIALITY::1064::,-1.5650211986600768,0.6000934891047587,0.9850601491959645,1.4258051913070942,1.3546233437466058,1.4139719455085535
COESSENTIALITY::1065::,0.6979130330532946,0.5745562593563501,0.8969992043736725,-1.1601617415494154,0.9925528198532115,0.6341864189885593
COESSENTIALITY::1066::biological process:cholesterol efflux,-0.9916536172434683,0.9687898801978595,-1.2673498124511824,0.9659226182160722,0.8152852033847163,-0.6755530383599142
COESSENTIALITY::1067::,-0.7022688415928422,0.9474814649995633,0.9955596059184063,-0.921032737528041,1.2467738463948295,-1.206880701740573
COESSENTIALITY::1068::biological process:hydrogen peroxide catabolic process,0.824677024322927,0.9784852049628886,1.5150569440741959,0.9050338087546294,-1.3344725738245222,-0.8281232115211222
COESSENTIALITY::1069::,0.4984080161031752,1.1824107974847915,-0.7711046432887079,1.4428414514418462,-1.1963534767444612,0.636101567130142
COESSENTIALITY::106::biological process:chondroitin sulfate biosynthetic process,1.2975171273139,-0.8961966833063141,1.154038947919978,-0.7323755997162053,-1.0546089560732737,0.5725470698635665
COESSENTIALITY::1070::biological process:potassium ion import,1.5005472955167478,-1.3353757447144143,0.8125021357940885,-1.123548115911165,-1.6611256670555712,0.7771077335553092
COESSENTIALITY::1071::,0.6395597891766002,-0.9569326119123741,0.976956501993492,-1.3972106975390957,-0.5843210703195776,1.0323189130806847
COESSENTIALITY::1072::biological process:negative regulation of cell differentiation,1.150162168989915,1.5421982197126975,-0.8111005434848607,0.8183498002612453,0.7104036704859925,0.9656866730309914
COESSENTIALITY::1073::,0.8562611318981681,1.4166234363399708,1.0831093343090854,0.5692698062856162,0.9085528690839296,0.8117313141367067
COESSENTIALITY::1074::,-1.107326420652965,0.9212598173500667,-0.49209829291432516,0.9362684424166466,-0.7296650347259745,-0.8307558723146614
COESSENTIALITY::1075::cellular component:mitochondrion,-0.5812519209685945,1.123915105788739,0.7712804183528418,1.3992777086563721,-0.9292746937401214,-1.1545952889177558
COESSENTIALITY::1076::biological process:arachidonic acid secretion,1.198895865012859,1.2654445253280142,1.7996307755399783,-0.6881622812697235,-0.9622685977182898,1.7941201726931486
COESSENTIALITY::1077::,-1.4641948220495948,0.8595067704435935,-0.996382955540127,1.058949393273046,0.8388535729029778,-1.1011860652832666
COESSENTIALITY::1078::biological process:regulation of immune response,1.0580599333554992,1.0904300155097386,-1.265507540986542,1.2720498059351546,-0.8510731592096198,0.8975544675573179
COESSENTIALITY::1079::biological process:multivesicular body assembly,1.7067231673433572,-0.7058173903296333,1.5889350312515014,-2.1037795272099977,-1.6657515955700055,1.6266450959443124
COESSENTIALITY::107::biological process:regulation of protein kinase activity,1.6412034307301515,-0.8090286384464006,1.2838316543392707,-1.378367802153828,-1.6502688164928774,0.8966451308202713
COESSENTIALITY::1080::molecular function:SH2 domain binding,1.9944867011524023,-0.7190123188117689,1.3249605018836215,-1.9933065311396054,-1.7870665217583142,0.8603840367915591
COESSENTIALITY::1081::,1.8767985607753916,1.5788855430849023,1.315464058246143,-0.9009378201209601,-1.000387986258179,-1.1657262301387683
COESSENTIALITY::1083::cellular component:integral component of lumenal side of endoplasmic reticulum membrane,0.9287271255646399,-1.0824818876919386,1.2532404254174276,-0.7918672194823596,-1.4384153872768266,0.9726293390791205
COESSENTIALITY::1084::biological process:positive regulation of JAK-STAT cascade,1.007081445410518,1.099271232677494,1.117969939618662,0.8540025097651147,-0.8359691815552232,1.095546392637669
COESSENTIALITY::1085::molecular function:histone deacetylase activity,0.5032013101142352,1.5202941379412505,0.5878653480367486,1.425567721647199,-0.7806035945594407,0.9558930835629058
COESSENTIALITY::1086::,1.3931193069984125,0.935208436145831,1.319612535057939,-1.1178224617596182,-0.7836595492497408,1.188259025396286
COESSENTIALITY::1087::biological process:low-density lipoprotein particle clearance,1.1037897792999156,1.3270887084998886,0.8702167348314991,0.5604123793482056,0.8200721268115274,1.002498790849765
COESSENTIALITY::1088::,1.0224003321010513,-1.1670831404421669,1.491375278446,-1.5947923946303784,-0.6097461505734976,1.0319193735025571
COESSENTIALITY::1089::biological process:hydrogen peroxide catabolic process,1.688754317817371,1.3085335782061611,2.017856253742535,-1.3764328959888936,-1.9355219297240145,0.8440318927861558
COESSENTIALITY::108::cellular component:peroxisomal membrane,-2.108668988785888,1.662621161162022,-0.8148761791674984,1.775002528546708,1.6879585565671698,-2.081700505987922
COESSENTIALITY::1090::molecular function:miRNA binding,-1.2813820519224444,1.1058727342136798,-0.7531003906053328,1.2376258096456245,1.018987662032313,-1.4823865753219845
COESSENTIALITY::1091::biological process:negative regulation of smoothened signaling pathway,1.1548300693977251,-1.315856819602991,-0.7882018444120718,-1.2160445059365808,-0.6082238750716347,0.8402525038873093
COESSENTIALITY::1092::molecular function:histone demethylase activity,-0.875660951379553,1.5438976841529473,-1.250102906946049,0.9910256302668128,-0.990961024339855,-1.3962530138108917
COESSENTIALITY::1093::biological process:negative regulation of cell differentiation,1.5139728954215872,0.9494148616819917,1.4562607919274306,-1.1832473177859177,-1.161631770933088,-1.101358474516976
COESSENTIALITY::1094::biological process:RNA metabolic process,-1.116892247601146,-0.6458264154339404,0.7362556173033457,-1.201531370588438,-1.0846034151829358,-1.1855730184411144
COESSENTIALITY::1095::biological process:negative regulation of type I interferon production,-1.6493914880594767,-1.0202668457903108,-1.599384980138235,1.2023630331098512,1.288316230786236,-1.462141791187811
COESSENTIALITY::1096::,-0.5165183800198071,-0.6456515135911527,1.235837094164154,-1.4083744253532462,0.7706287480988728,-0.7628113997713646
COESSENTIALITY::1097::cellular component:integral component of mitochondrial inner membrane,1.09088932387814,0.6561260414259968,1.1326236948365833,-0.6273599755827272,-1.084186960928607,-1.4553445916566257
COESSENTIALITY::1098::,-1.2790962194961797,1.487656202784748,-1.1411248610396372,1.625306451877403,0.9521352262082657,0.8456843918910396
COESSENTIALITY::1099::,0.6638569877323346,-0.619840230248318,-1.1234860718683484,-0.7176497597184675,-0.6805573279610778,-0.8919394339464586
COESSENTIALITY::109::,1.1940600009494036,-0.6743777720942629,0.7671061732913969,-1.3317043935075867,0.7669748483552054,1.4670903979061094
COESSENTIALITY::10::molecular function:odorant binding,-1.9664981202272123,-0.8481348265371036,-1.2024237462282719,1.4535697353644723,1.2920655793966,-1.4983530470950752
COESSENTIALITY::1100::biological process:bone resorption,1.0882259773210745,1.1991375207469694,1.0393895492210499,0.801587171185706,-1.4976353572069028,-0.8055617838312523
COESSENTIALITY::1101::molecular function:transcription regulatory region sequence-specific DNA binding,0.6860112701763833,-1.6219114914730957,0.9985622133815466,-0.8590804062645728,-0.5466703575718976,1.1951225313398326
COESSENTIALITY::1102::biological process:neuron projection development,-0.6933696661460269,1.085018660474666,-0.8177953547190371,1.621970443716355,1.3735382415095854,0.770860237810497
COESSENTIALITY::1103::molecular function:receptor antagonist activity,-1.243217265385503,-1.3493633579785334,-1.5725900103872261,-0.5270648043425585,1.4933503849643128,-0.6200370736504247
COESSENTIALITY::1104::biological process:retina development in camera-type eye,-1.097210256285096,-0.7210123019257197,-1.2313442895511448,0.6938015565624995,0.7371014655770635,-1.4152401516817847
COESSENTIALITY::1105::,1.6373334933233452,1.1835037816332676,1.526967993038831,-1.3973448295838966,-1.6062038331274089,1.483196735344248
COESSENTIALITY::1106::biological process:fatty acid biosynthetic process,1.1281775722034244,-0.6055247938268189,1.9559135611637706,-1.507371336235138,1.3307993648891117,0.5656910653341015
COESSENTIALITY::1107::,1.2250475698772467,0.7636238656308243,-0.6196647058592497,0.5947479844189449,-0.7180695523157855,-0.6789150050692557
COESSENTIALITY::1108::molecular function:heat shock protein binding,-1.7178950802483108,0.8181407209642539,0.41376102783417046,0.9576876318459772,0.7413938013588338,1.192070511661582
COESSENTIALITY::1109::molecular function:Hsp90 protein binding,-0.9200890829608722,0.8843045173611459,0.9410514624454623,0.9566735695420667,-0.8765460491537506,1.5196215186546762
COESSENTIALITY::110::biological process:exonucleolytic nuclear-transcribed mRNA catabolic process involved in deadenylation-dependent decay,-1.4615262516139187,-1.2781840273403637,-0.8342241189265158,1.230545072998011,0.7291585763387708,0.9089920018292231
COESSENTIALITY::1110::biological process:bile acid and bile salt transport,-0.9508928834551814,-0.7838786297819854,-0.8770870274852098,1.152282687221642,1.8799951825949566,0.5638585627922924
COESSENTIALITY::1111::,1.0131954167414248,-1.0034695209513318,1.2536496988651515,-1.0845570614911164,-1.2917131612592687,-1.083900368254956
COESSENTIALITY::1112::biological process:response to unfolded protein,-1.1726213977773638,1.684204231816707,-1.3144672070723307,1.8302299265627069,1.6248239309080628,-0.7106612706485709
COESSENTIALITY::1113::,0.8744827475295978,-0.6049726548616957,1.0067540478759502,-1.008570726642204,-0.6548115716762649,-0.7400161423382441
COESSENTIALITY::1114::biological process:axon extension,-1.1829753497035767,0.9876300431928846,0.9247835212916631,-0.9358808995490122,1.307630326451566,1.8093916563811983
COESSENTIALITY::1115::,-0.6200222057271964,1.2317503531376128,-0.5314750443388168,0.748803294849874,0.992288892636267,-1.357224072147789
COESSENTIALITY::1116::biological process:anion transmembrane transport,1.3132114006480242,-1.1533516213108452,-0.824732914863184,1.0651757337301,0.8580195961660346,1.28848822859048
COESSENTIALITY::1117::biological process:stress-activated MAPK cascade,-0.7312129026210796,1.2058452835621938,0.6806492445641888,-1.3135916138206853,0.8218164854412524,0.960857684258163
COESSENTIALITY::1118::molecular function:transmembrane signaling receptor activity,0.8479282001282097,-1.0345268231711242,-0.7234798511154222,-1.6310877322940895,1.417321348647425,1.7128940799716101
COESSENTIALITY::1119::,0.8353203321661621,-0.6957046127899914,0.9801709619475818,-0.7161236669516684,0.707169959892811,-0.7617045338685215
COESSENTIALITY::111::biological process:regulation of vasoconstriction,1.092607470452478,-1.1980231224373346,-0.8718825447024091,1.091968165252931,-1.1227435564541541,0.8560298472406993
COESSENTIALITY::1121::,-0.9702912918512427,0.7040314403416761,0.761123107232781,-0.7567434190737464,0.6665266332888452,1.0024462084139845
COESSENTIALITY::1122::,1.1260924093650662,0.77258838257233,1.0573377803686723,-1.2593232905249996,-0.8529446444463451,-0.7592530365135473
COESSENTIALITY::1123::biological process:negative regulation of smoothened signaling pathway,0.4580390302391419,-1.086658178784781,-0.9113129446376886,-1.2069762103434198,-0.9227197542736258,-1.3669305318324
COESSENTIALITY::1125::biological process:JNK cascade,-0.7743804278639056,1.7795090253171646,-0.7179111636068536,1.350660883088378,-1.309294783505267,-0.6695074042565438
COESSENTIALITY::1126::biological process:cholesterol efflux,0.8143620808471551,-0.9463302608466321,-0.9709637731754712,-0.7569796491481594,-1.0866235828957655,0.7767960640195776
COESSENTIALITY::1127::biological process:homophilic cell adhesion via plasma membrane adhesion molecules,1.4666498542584834,1.1656212425398689,1.0625000292415197,-1.2346688319774302,-1.2124481818333808,1.0074696923095596
COESSENTIALITY::1128::,-1.269656688947795,-0.9151884553067493,-1.306788207826214,-0.6543140922468085,1.1161255170739277,0.9777346080852234
COESSENTIALITY::1129::cellular component:M band,0.9817197991151878,0.7497781606937733,0.8168067897859188,0.9424983019361881,-0.9969199915586331,0.6278793686376372
COESSENTIALITY::112::biological process:cellular response to gamma radiation,-1.5495893932840143,1.127961319695441,-1.1527446377897494,1.4660737723302613,1.3283873551632122,1.1664022963210783
COESSENTIALITY::1130::,-0.7064086808025534,-1.256826679936745,0.8045796626419034,-1.0733497233805236,0.791196934495094,0.8714662953266964
COESSENTIALITY::1131::biological process:cholesterol efflux,1.2947595891087458,-0.7758359135071302,0.862525830169059,-1.021104105814792,-1.9367865432467128,0.712131788846917
COESSENTIALITY::1132::,-1.0758575610799375,-0.7313204301737466,1.0837078527657587,-1.1482331676059547,1.1827247029338748,1.4729328378371627
COESSENTIALITY::1133::biological process:positive regulation of activated T cell proliferation,-1.175378302696726,0.694442005789104,0.9490727497737184,-0.5220764512923213,1.032955206385546,-1.3428295276609237
COESSENTIALITY::1134::,-0.7695995752241579,-0.7433243880127073,1.0976511983311483,-0.8014814383267113,0.7221152101989241,1.1367717690916743
COESSENTIALITY::1135::cellular component:cytosolic large ribosomal subunit,1.5140554459682813,0.829050132278258,1.1612580724623862,-0.4606229345938549,-1.5422470622569515,-1.1340444816603645
COESSENTIALITY::1136::biological process:transcription by RNA polymerase III,1.0667986196218984,0.7604194873601681,-0.7044086198205963,-0.9047906256776016,-1.3691502405062081,-1.5472462233661506
COESSENTIALITY::1137::,1.5463576067317437,0.7734759738677518,0.9298783803970224,-1.4853694613740211,-0.6792869089324924,-0.6257425099342191
COESSENTIALITY::1138::molecular function:histone deacetylase activity,-0.7667980896866899,1.5791599084282693,-1.4253380055633795,1.1688535855769666,0.835047448230687,0.7870123617556548
COESSENTIALITY::1139::molecular function:structural constituent of eye lens,1.2851098587657466,1.6855544560531357,1.1641397133484899,0.9398927787462991,-1.1489596568425937,-0.8400365777807551
COESSENTIALITY::113::cellular component:secretory granule,0.9854264957352846,1.727705730576679,0.8785518164554666,1.3715056438058273,-1.3942122938667052,0.9263252132258144
COESSENTIALITY::1140::cellular component:mediator complex,1.8434249800072098,1.7980598451405072,0.6384230467056412,0.7370642330540027,-1.7730140144860582,0.6162091219670692
COESSENTIALITY::1141::,-0.859739315703868,-0.8281014557990952,-0.5687263713167298,1.138631056979563,-0.7292257700000844,-0.7042347678791147
COESSENTIALITY::1142::,1.3926757654667865,-0.7364679117488101,0.7383126147705814,-1.9384865443762656,-0.9570060638670438,0.7647055127456535
COESSENTIALITY::1143::biological process:snRNA transcription by RNA polymerase II,-1.06954149745543,-0.9439591531205305,-0.7549099308129694,0.6409306053159026,1.0812085752205824,-0.4428006349750296
COESSENTIALITY::1144::molecular function:protein binding,-0.6262300088729331,1.1365829994186327,-0.8678095337884388,0.8903030399283414,-0.6721321982101337,-1.3429693098029778
COESSENTIALITY::1145::,-0.6471959359963396,1.0084603744821723,0.9906559082807024,0.7803381024164211,-1.107634791818144,1.1413427134048975
COESSENTIALITY::1146::,1.2846711580138113,-1.2713727744383205,0.7138638735873493,-1.3220081502549255,-1.0169221688164296,-0.7105836485983101
COESSENTIALITY::1147::molecular function:nuclear localization sequence binding,-0.7973477770504874,-1.813536339132536,0.7985864471392711,-1.1326297524222793,0.8908414143227965,0.9059794953082413
COESSENTIALITY::1148::,-0.9277519237255996,0.7417027244438517,-1.0024174204121565,1.1073595850456492,0.7828682172266754,1.43620363916698
COESSENTIALITY::1149::biological process:skeletal muscle cell differentiation,-0.8464549993340308,-1.043695325487954,-1.2915117115820034,-1.3859318029143306,1.2231626247411216,-1.1391322674852546
COESSENTIALITY::114::biological process:detection of chemical stimulus involved in sensory perception of bitter taste,1.1349694504487686,1.330498268588589,1.1036664309042372,-0.7078606255421822,-0.9604042228039814,1.2471645461036305
COESSENTIALITY::1150::biological process:response to electrical stimulus,0.6888091823921668,-1.1036655605577956,-0.7545339301551731,-0.6261550303238127,-0.8008227953599056,-0.7347330617860983
COESSENTIALITY::1151::cellular component:dendrite membrane,1.7619234732340592,-1.2626218869464012,0.8458591318704819,-1.6688142790694984,-0.8669376605682021,-0.7332257809648803
COESSENTIALITY::1152::biological process:muscle organ development,-1.059267413065638,-0.3995928757186805,-1.3223017082453372,0.5729739727020627,1.2122152837249371,0.8227310055495873
COESSENTIALITY::1153::biological process:tRNA processing,-2.081679619654008,-0.6210456365241451,-1.716479694265446,2.0012106203985427,2.026937012944066,-1.7603061788972334
COESSENTIALITY::1154::biological process:negative regulation of DNA-binding transcription factor activity,1.7097647042295292,0.9405305372317186,1.0774533705398994,-1.0254574852561398,-1.3535098232726683,-0.6198910107426644
COESSENTIALITY::1155::biological process:focal adhesion assembly,1.3165861094289788,-0.6563307705050269,1.3223488021715621,-1.7000483008934846,-1.622348690094199,-1.1836197875401202
COESSENTIALITY::1156::biological process:keratan sulfate biosynthetic process,-1.4977078373467787,-0.716695632729641,-0.9092180267812678,0.8456364347006406,-0.7836093058046206,-1.3587541609764
"COESSENTIALITY::1157::biological process:nucleotide-excision repair, DNA gap filling",-1.775694109728614,-0.794073942342012,-1.1610077907262235,-0.9509960731056045,1.1009963844367967,1.700971010672763
COESSENTIALITY::1158::,0.7312671081509406,0.9874726253125106,0.9768831611586455,0.636127963643461,1.073469031719348,-0.978267206321529
"COESSENTIALITY::1159::molecular function:transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",1.0865843368087864,-1.1727214755714501,-0.7619658426265753,-1.5332203383057943,-1.4137735659230874,-0.7385975974056137
COESSENTIALITY::115::cellular component:cyclin-dependent protein kinase holoenzyme complex,1.6977089659641096,1.1516100404415002,1.2364421163957307,-1.278206521097319,-1.4452763808996303,0.5403047988799843
