unit_index,state,state_score,n_genes_present,donor_key,donor_id,group,PPAR_group
21,MYC_targets_V2,0.18801230515039896,58,16023185-de21-4c0d-a9c8-73abdd52d142::C109,C109,tumor,PPAR-low
24,MYC_targets_V2,-0.07459748331449037,58,16023185-de21-4c0d-a9c8-73abdd52d142::C110,C110,normal,PPAR-high
25,MYC_targets_V2,0.04622693858776943,58,16023185-de21-4c0d-a9c8-73abdd52d142::C110,C110,normal,PPAR-low
28,MYC_targets_V2,-0.1346916741884604,58,16023185-de21-4c0d-a9c8-73abdd52d142::C110,C110,tumor,PPAR-high
29,MYC_targets_V2,-0.006294229412546332,58,16023185-de21-4c0d-a9c8-73abdd52d142::C110,C110,tumor,PPAR-low
32,MYC_targets_V2,-0.16050712340446444,58,16023185-de21-4c0d-a9c8-73abdd52d142::C111,C111,normal,PPAR-high
33,MYC_targets_V2,-0.12108093977935129,58,16023185-de21-4c0d-a9c8-73abdd52d142::C111,C111,normal,PPAR-low
36,MYC_targets_V2,-0.5773776321580876,58,16023185-de21-4c0d-a9c8-73abdd52d142::C111,C111,tumor,PPAR-high
37,MYC_targets_V2,0.3784372981332705,58,16023185-de21-4c0d-a9c8-73abdd52d142::C111,C111,tumor,PPAR-low
40,MYC_targets_V2,0.07019612385948934,58,16023185-de21-4c0d-a9c8-73abdd52d142::C112,C112,normal,PPAR-high
41,MYC_targets_V2,0.17952868556272994,58,16023185-de21-4c0d-a9c8-73abdd52d142::C112,C112,normal,PPAR-low
44,MYC_targets_V2,-0.8791954507726586,58,16023185-de21-4c0d-a9c8-73abdd52d142::C112,C112,tumor,PPAR-high
45,MYC_targets_V2,-0.5409042591207772,58,16023185-de21-4c0d-a9c8-73abdd52d142::C112,C112,tumor,PPAR-low
48,MYC_targets_V2,0.03205738059390619,58,16023185-de21-4c0d-a9c8-73abdd52d142::C113,C113,normal,PPAR-high
49,MYC_targets_V2,0.15249359233498191,58,16023185-de21-4c0d-a9c8-73abdd52d142::C113,C113,normal,PPAR-low
52,MYC_targets_V2,0.08767371591011969,58,16023185-de21-4c0d-a9c8-73abdd52d142::C113,C113,tumor,PPAR-high
53,MYC_targets_V2,0.7353224387772566,58,16023185-de21-4c0d-a9c8-73abdd52d142::C113,C113,tumor,PPAR-low
56,MYC_targets_V2,0.32062678266036876,58,16023185-de21-4c0d-a9c8-73abdd52d142::C114,C114,normal,PPAR-high
57,MYC_targets_V2,0.32753918324779474,58,16023185-de21-4c0d-a9c8-73abdd52d142::C114,C114,normal,PPAR-low
60,MYC_targets_V2,0.502928501142792,58,16023185-de21-4c0d-a9c8-73abdd52d142::C114,C114,tumor,PPAR-high
61,MYC_targets_V2,1.0387510037262977,58,16023185-de21-4c0d-a9c8-73abdd52d142::C114,C114,tumor,PPAR-low
64,MYC_targets_V2,-0.4289794629308415,58,16023185-de21-4c0d-a9c8-73abdd52d142::C115,C115,normal,PPAR-high
65,MYC_targets_V2,-0.8056207877289908,58,16023185-de21-4c0d-a9c8-73abdd52d142::C115,C115,normal,PPAR-low
68,MYC_targets_V2,0.8025383301917168,58,16023185-de21-4c0d-a9c8-73abdd52d142::C115,C115,tumor,PPAR-high
69,MYC_targets_V2,0.946516630421257,58,16023185-de21-4c0d-a9c8-73abdd52d142::C115,C115,tumor,PPAR-low
72,MYC_targets_V2,-0.30814051715794843,58,16023185-de21-4c0d-a9c8-73abdd52d142::C116,C116,normal,PPAR-high
73,MYC_targets_V2,-0.09657001577522334,58,16023185-de21-4c0d-a9c8-73abdd52d142::C116,C116,normal,PPAR-low
76,MYC_targets_V2,-0.04059164600947749,58,16023185-de21-4c0d-a9c8-73abdd52d142::C116,C116,tumor,PPAR-high
77,MYC_targets_V2,0.3259275224341696,58,16023185-de21-4c0d-a9c8-73abdd52d142::C116,C116,tumor,PPAR-low
80,MYC_targets_V2,-1.39138214976522,58,16023185-de21-4c0d-a9c8-73abdd52d142::C119,C119,normal,PPAR-high
81,MYC_targets_V2,-1.61339152823207,58,16023185-de21-4c0d-a9c8-73abdd52d142::C119,C119,normal,PPAR-low
83,MYC_targets_V2,-0.7160354848840713,58,16023185-de21-4c0d-a9c8-73abdd52d142::C119,C119,tumor,PPAR-high
84,MYC_targets_V2,0.040513815590914756,58,16023185-de21-4c0d-a9c8-73abdd52d142::C119,C119,tumor,PPAR-low
87,MYC_targets_V2,-0.0214310411762503,58,16023185-de21-4c0d-a9c8-73abdd52d142::C122,C122,normal,PPAR-high
88,MYC_targets_V2,0.23047803883764387,58,16023185-de21-4c0d-a9c8-73abdd52d142::C122,C122,normal,PPAR-low
91,MYC_targets_V2,-0.01958392171790111,58,16023185-de21-4c0d-a9c8-73abdd52d142::C122,C122,tumor,PPAR-high
92,MYC_targets_V2,0.4166959804679427,58,16023185-de21-4c0d-a9c8-73abdd52d142::C122,C122,tumor,PPAR-low
95,MYC_targets_V2,0.005928151266095411,58,16023185-de21-4c0d-a9c8-73abdd52d142::C123,C123,normal,PPAR-high
96,MYC_targets_V2,0.08961311944298798,58,16023185-de21-4c0d-a9c8-73abdd52d142::C123,C123,normal,PPAR-low
99,MYC_targets_V2,-0.11780194664277452,58,16023185-de21-4c0d-a9c8-73abdd52d142::C123,C123,tumor,PPAR-high
100,MYC_targets_V2,0.5174442246354554,58,16023185-de21-4c0d-a9c8-73abdd52d142::C123,C123,tumor,PPAR-low
103,MYC_targets_V2,0.013903754074740114,58,16023185-de21-4c0d-a9c8-73abdd52d142::C124,C124,normal,PPAR-high
104,MYC_targets_V2,0.44584361540707396,58,16023185-de21-4c0d-a9c8-73abdd52d142::C124,C124,normal,PPAR-low
107,MYC_targets_V2,0.5907024195692162,58,16023185-de21-4c0d-a9c8-73abdd52d142::C124,C124,tumor,PPAR-high
108,MYC_targets_V2,0.2720697216072929,58,16023185-de21-4c0d-a9c8-73abdd52d142::C124,C124,tumor,PPAR-low
111,MYC_targets_V2,0.10460690179964338,58,16023185-de21-4c0d-a9c8-73abdd52d142::C125,C125,normal,PPAR-high
112,MYC_targets_V2,-0.014945374427095903,58,16023185-de21-4c0d-a9c8-73abdd52d142::C125,C125,normal,PPAR-low
115,MYC_targets_V2,-0.21136662788828758,58,16023185-de21-4c0d-a9c8-73abdd52d142::C125,C125,tumor,PPAR-high
116,MYC_targets_V2,0.08452994559292713,58,16023185-de21-4c0d-a9c8-73abdd52d142::C125,C125,tumor,PPAR-low
119,MYC_targets_V2,0.09055268425564743,58,16023185-de21-4c0d-a9c8-73abdd52d142::C126,C126,normal,PPAR-high
120,MYC_targets_V2,0.03746005262816005,58,16023185-de21-4c0d-a9c8-73abdd52d142::C126,C126,normal,PPAR-low
123,MYC_targets_V2,0.4316905135500603,58,16023185-de21-4c0d-a9c8-73abdd52d142::C126,C126,tumor,PPAR-high
124,MYC_targets_V2,0.5379466399198208,58,16023185-de21-4c0d-a9c8-73abdd52d142::C126,C126,tumor,PPAR-low
127,MYC_targets_V2,-0.13170666621883145,58,16023185-de21-4c0d-a9c8-73abdd52d142::C129,C129,normal,PPAR-high
128,MYC_targets_V2,-0.08800098066533443,58,16023185-de21-4c0d-a9c8-73abdd52d142::C129,C129,normal,PPAR-low
131,MYC_targets_V2,-0.0533206716387776,58,16023185-de21-4c0d-a9c8-73abdd52d142::C129,C129,tumor,PPAR-high
132,MYC_targets_V2,0.2181085100695282,58,16023185-de21-4c0d-a9c8-73abdd52d142::C129,C129,tumor,PPAR-low
135,MYC_targets_V2,0.31056810267391577,58,16023185-de21-4c0d-a9c8-73abdd52d142::C130,C130,normal,PPAR-high
136,MYC_targets_V2,0.4052064536548557,58,16023185-de21-4c0d-a9c8-73abdd52d142::C130,C130,normal,PPAR-low
139,MYC_targets_V2,-0.006850771770148227,58,16023185-de21-4c0d-a9c8-73abdd52d142::C130,C130,tumor,PPAR-high
140,MYC_targets_V2,0.2986698823134276,58,16023185-de21-4c0d-a9c8-73abdd52d142::C130,C130,tumor,PPAR-low
143,MYC_targets_V2,-0.5294351088521578,58,16023185-de21-4c0d-a9c8-73abdd52d142::C132,C132,normal,PPAR-high
144,MYC_targets_V2,0.22295970049633013,58,16023185-de21-4c0d-a9c8-73abdd52d142::C132,C132,normal,PPAR-low
147,MYC_targets_V2,-0.041933815745883,58,16023185-de21-4c0d-a9c8-73abdd52d142::C132,C132,tumor,PPAR-high
148,MYC_targets_V2,-1.732017077810463,58,16023185-de21-4c0d-a9c8-73abdd52d142::C132,C132,tumor,PPAR-low
151,MYC_targets_V2,-0.6344718212105915,58,16023185-de21-4c0d-a9c8-73abdd52d142::C133,C133,normal,PPAR-high
152,MYC_targets_V2,-0.3115509692728744,58,16023185-de21-4c0d-a9c8-73abdd52d142::C133,C133,normal,PPAR-low
155,MYC_targets_V2,0.6770113509617572,58,16023185-de21-4c0d-a9c8-73abdd52d142::C133,C133,tumor,PPAR-high
158,MYC_targets_V2,0.19770323236517642,58,16023185-de21-4c0d-a9c8-73abdd52d142::C134,C134,normal,PPAR-high
161,MYC_targets_V2,-0.7627800111584326,58,16023185-de21-4c0d-a9c8-73abdd52d142::C134,C134,tumor,PPAR-high
164,MYC_targets_V2,-0.07525887961829655,58,16023185-de21-4c0d-a9c8-73abdd52d142::C135,C135,normal,PPAR-high
167,MYC_targets_V2,-1.1252616346679387,58,16023185-de21-4c0d-a9c8-73abdd52d142::C135,C135,tumor,PPAR-high
170,MYC_targets_V2,0.014373492525018027,58,16023185-de21-4c0d-a9c8-73abdd52d142::C136,C136,normal,PPAR-high
173,MYC_targets_V2,-0.40527957201129217,58,16023185-de21-4c0d-a9c8-73abdd52d142::C136,C136,tumor,PPAR-high
176,MYC_targets_V2,-0.03184014447735477,58,16023185-de21-4c0d-a9c8-73abdd52d142::C137,C137,normal,PPAR-high
181,MYC_targets_V2,-0.07189444324784455,58,16023185-de21-4c0d-a9c8-73abdd52d142::C138,C138,normal,PPAR-high
184,MYC_targets_V2,0.4120361580496681,58,16023185-de21-4c0d-a9c8-73abdd52d142::C138,C138,tumor,PPAR-high
187,MYC_targets_V2,0.18840469438882837,58,16023185-de21-4c0d-a9c8-73abdd52d142::C139,C139,normal,PPAR-high
190,MYC_targets_V2,-0.10885357785203344,58,16023185-de21-4c0d-a9c8-73abdd52d142::C139,C139,tumor,PPAR-high
193,MYC_targets_V2,-0.33929924073652873,58,16023185-de21-4c0d-a9c8-73abdd52d142::C140,C140,normal,PPAR-high
196,MYC_targets_V2,0.041473380104533726,58,16023185-de21-4c0d-a9c8-73abdd52d142::C140,C140,tumor,PPAR-high
199,MYC_targets_V2,0.12719223810009334,58,16023185-de21-4c0d-a9c8-73abdd52d142::C142,C142,normal,PPAR-high
202,MYC_targets_V2,-0.07787883967641325,58,16023185-de21-4c0d-a9c8-73abdd52d142::C142,C142,tumor,PPAR-high
205,MYC_targets_V2,-0.185317777432583,58,16023185-de21-4c0d-a9c8-73abdd52d142::C143,C143,normal,PPAR-high
208,MYC_targets_V2,-0.4326479671697082,58,16023185-de21-4c0d-a9c8-73abdd52d142::C143,C143,tumor,PPAR-high
211,MYC_targets_V2,-0.03329211041104705,58,16023185-de21-4c0d-a9c8-73abdd52d142::C151,C151,normal,PPAR-high
214,MYC_targets_V2,-1.9133373747413358,58,16023185-de21-4c0d-a9c8-73abdd52d142::C151,C151,tumor,PPAR-high
216,MYC_targets_V2,-0.1023057240848135,58,16023185-de21-4c0d-a9c8-73abdd52d142::C152,C152,normal,PPAR-high
219,MYC_targets_V2,-0.20690532012431764,58,16023185-de21-4c0d-a9c8-73abdd52d142::C152,C152,tumor,PPAR-high
222,MYC_targets_V2,0.06334254859958566,58,16023185-de21-4c0d-a9c8-73abdd52d142::C155,C155,normal,PPAR-high
225,MYC_targets_V2,0.5493064713228769,58,16023185-de21-4c0d-a9c8-73abdd52d142::C155,C155,tumor,PPAR-high
228,MYC_targets_V2,-0.3447689667030242,58,16023185-de21-4c0d-a9c8-73abdd52d142::C157,C157,normal,PPAR-high
231,MYC_targets_V2,0.5302563009445305,58,16023185-de21-4c0d-a9c8-73abdd52d142::C157,C157,tumor,PPAR-high
234,MYC_targets_V2,-0.25105332777067374,58,16023185-de21-4c0d-a9c8-73abdd52d142::C162,C162,normal,PPAR-high
237,MYC_targets_V2,0.7140232339125415,58,16023185-de21-4c0d-a9c8-73abdd52d142::C162,C162,tumor,PPAR-high
240,MYC_targets_V2,-0.2634993387618585,58,16023185-de21-4c0d-a9c8-73abdd52d142::C165,C165,normal,PPAR-high
243,MYC_targets_V2,0.6375359547874798,58,16023185-de21-4c0d-a9c8-73abdd52d142::C165,C165,tumor,PPAR-high
246,MYC_targets_V2,-0.30464234204852925,58,16023185-de21-4c0d-a9c8-73abdd52d142::C170,C170,normal,PPAR-high
249,MYC_targets_V2,-0.4531930589796953,58,16023185-de21-4c0d-a9c8-73abdd52d142::C170,C170,tumor,PPAR-high
0,Hypoxia,0.07010107569975865,200,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,normal,PPAR-high
1,Hypoxia,-0.027879466995743573,200,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,normal,PPAR-low
4,Hypoxia,0.0020416762017917596,200,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,tumor,PPAR-high
5,Hypoxia,-0.04435773381808728,200,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,tumor,PPAR-low
8,Hypoxia,-0.15699892535066648,200,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,normal,PPAR-high
9,Hypoxia,-0.1804232251509862,200,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,normal,PPAR-low
12,Hypoxia,0.1264636380032797,200,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,tumor,PPAR-high
13,Hypoxia,0.25144150866035614,200,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,tumor,PPAR-low
16,Hypoxia,0.06677282591082026,200,16023185-de21-4c0d-a9c8-73abdd52d142::C109,C109,normal,PPAR-high
17,Hypoxia,0.10898987663671526,200,16023185-de21-4c0d-a9c8-73abdd52d142::C109,C109,normal,PPAR-low
20,Hypoxia,0.048682036670915835,200,16023185-de21-4c0d-a9c8-73abdd52d142::C109,C109,tumor,PPAR-high
21,Hypoxia,-0.3016095071387463,200,16023185-de21-4c0d-a9c8-73abdd52d142::C109,C109,tumor,PPAR-low
24,Hypoxia,-0.0606717127354985,200,16023185-de21-4c0d-a9c8-73abdd52d142::C110,C110,normal,PPAR-high
25,Hypoxia,-0.04363312357679164,200,16023185-de21-4c0d-a9c8-73abdd52d142::C110,C110,normal,PPAR-low
28,Hypoxia,-0.009649997771388308,200,16023185-de21-4c0d-a9c8-73abdd52d142::C110,C110,tumor,PPAR-high
29,Hypoxia,-0.0530479220334506,200,16023185-de21-4c0d-a9c8-73abdd52d142::C110,C110,tumor,PPAR-low
32,Hypoxia,0.2592269580546527,200,16023185-de21-4c0d-a9c8-73abdd52d142::C111,C111,normal,PPAR-high
33,Hypoxia,-0.05246290874586519,200,16023185-de21-4c0d-a9c8-73abdd52d142::C111,C111,normal,PPAR-low
36,Hypoxia,0.15446114060673347,200,16023185-de21-4c0d-a9c8-73abdd52d142::C111,C111,tumor,PPAR-high
37,Hypoxia,0.09105402263352534,200,16023185-de21-4c0d-a9c8-73abdd52d142::C111,C111,tumor,PPAR-low
40,Hypoxia,0.23366117356733465,200,16023185-de21-4c0d-a9c8-73abdd52d142::C112,C112,normal,PPAR-high
41,Hypoxia,0.03950204433486213,200,16023185-de21-4c0d-a9c8-73abdd52d142::C112,C112,normal,PPAR-low
44,Hypoxia,0.2750332484176263,200,16023185-de21-4c0d-a9c8-73abdd52d142::C112,C112,tumor,PPAR-high
45,Hypoxia,-0.22285290758480056,200,16023185-de21-4c0d-a9c8-73abdd52d142::C112,C112,tumor,PPAR-low
48,Hypoxia,-0.08607141056611643,200,16023185-de21-4c0d-a9c8-73abdd52d142::C113,C113,normal,PPAR-high
49,Hypoxia,-0.11246502759969927,200,16023185-de21-4c0d-a9c8-73abdd52d142::C113,C113,normal,PPAR-low
52,Hypoxia,0.15750924649415501,200,16023185-de21-4c0d-a9c8-73abdd52d142::C113,C113,tumor,PPAR-high
53,Hypoxia,0.18148309960440248,200,16023185-de21-4c0d-a9c8-73abdd52d142::C113,C113,tumor,PPAR-low
56,Hypoxia,0.033502534289023875,200,16023185-de21-4c0d-a9c8-73abdd52d142::C114,C114,normal,PPAR-high
57,Hypoxia,-0.06723723943869268,200,16023185-de21-4c0d-a9c8-73abdd52d142::C114,C114,normal,PPAR-low
60,Hypoxia,0.1663286344534984,200,16023185-de21-4c0d-a9c8-73abdd52d142::C114,C114,tumor,PPAR-high
61,Hypoxia,0.17559467084210373,200,16023185-de21-4c0d-a9c8-73abdd52d142::C114,C114,tumor,PPAR-low
64,Hypoxia,-0.018021326197619356,200,16023185-de21-4c0d-a9c8-73abdd52d142::C115,C115,normal,PPAR-high
65,Hypoxia,-0.12087274051548504,200,16023185-de21-4c0d-a9c8-73abdd52d142::C115,C115,normal,PPAR-low
68,Hypoxia,-0.2496446283249079,200,16023185-de21-4c0d-a9c8-73abdd52d142::C115,C115,tumor,PPAR-high
69,Hypoxia,-0.2312816125091604,200,16023185-de21-4c0d-a9c8-73abdd52d142::C115,C115,tumor,PPAR-low
72,Hypoxia,0.0015213147696311108,200,16023185-de21-4c0d-a9c8-73abdd52d142::C116,C116,normal,PPAR-high
73,Hypoxia,-0.13092116296840975,200,16023185-de21-4c0d-a9c8-73abdd52d142::C116,C116,normal,PPAR-low
76,Hypoxia,0.16449789708906043,200,16023185-de21-4c0d-a9c8-73abdd52d142::C116,C116,tumor,PPAR-high
77,Hypoxia,-0.06230977589239662,200,16023185-de21-4c0d-a9c8-73abdd52d142::C116,C116,tumor,PPAR-low
80,Hypoxia,-0.5320229929790549,200,16023185-de21-4c0d-a9c8-73abdd52d142::C119,C119,normal,PPAR-high
81,Hypoxia,-0.939173780255357,200,16023185-de21-4c0d-a9c8-73abdd52d142::C119,C119,normal,PPAR-low
83,Hypoxia,-0.6552630656349908,200,16023185-de21-4c0d-a9c8-73abdd52d142::C119,C119,tumor,PPAR-high
84,Hypoxia,-0.2982507419260205,200,16023185-de21-4c0d-a9c8-73abdd52d142::C119,C119,tumor,PPAR-low
87,Hypoxia,0.01168950357831363,200,16023185-de21-4c0d-a9c8-73abdd52d142::C122,C122,normal,PPAR-high
88,Hypoxia,0.029688254214750617,200,16023185-de21-4c0d-a9c8-73abdd52d142::C122,C122,normal,PPAR-low
91,Hypoxia,0.19626165405908272,200,16023185-de21-4c0d-a9c8-73abdd52d142::C122,C122,tumor,PPAR-high
92,Hypoxia,0.18441995319578197,200,16023185-de21-4c0d-a9c8-73abdd52d142::C122,C122,tumor,PPAR-low
95,Hypoxia,0.064238504300465,200,16023185-de21-4c0d-a9c8-73abdd52d142::C123,C123,normal,PPAR-high
96,Hypoxia,-0.0014622401124399498,200,16023185-de21-4c0d-a9c8-73abdd52d142::C123,C123,normal,PPAR-low
99,Hypoxia,0.2546554281090376,200,16023185-de21-4c0d-a9c8-73abdd52d142::C123,C123,tumor,PPAR-high
100,Hypoxia,0.2725354247745035,200,16023185-de21-4c0d-a9c8-73abdd52d142::C123,C123,tumor,PPAR-low
103,Hypoxia,0.1356019909918861,200,16023185-de21-4c0d-a9c8-73abdd52d142::C124,C124,normal,PPAR-high
104,Hypoxia,0.08034991252027797,200,16023185-de21-4c0d-a9c8-73abdd52d142::C124,C124,normal,PPAR-low
107,Hypoxia,0.14787011059293356,200,16023185-de21-4c0d-a9c8-73abdd52d142::C124,C124,tumor,PPAR-high
108,Hypoxia,0.08678340012235276,200,16023185-de21-4c0d-a9c8-73abdd52d142::C124,C124,tumor,PPAR-low
111,Hypoxia,0.17180658388427544,200,16023185-de21-4c0d-a9c8-73abdd52d142::C125,C125,normal,PPAR-high
112,Hypoxia,0.06622671890928601,200,16023185-de21-4c0d-a9c8-73abdd52d142::C125,C125,normal,PPAR-low
115,Hypoxia,0.14881805128635392,200,16023185-de21-4c0d-a9c8-73abdd52d142::C125,C125,tumor,PPAR-high
116,Hypoxia,0.0953439976713118,200,16023185-de21-4c0d-a9c8-73abdd52d142::C125,C125,tumor,PPAR-low
119,Hypoxia,0.2195689002822255,200,16023185-de21-4c0d-a9c8-73abdd52d142::C126,C126,normal,PPAR-high
120,Hypoxia,0.11009158413358852,200,16023185-de21-4c0d-a9c8-73abdd52d142::C126,C126,normal,PPAR-low
123,Hypoxia,-0.004063637132366593,200,16023185-de21-4c0d-a9c8-73abdd52d142::C126,C126,tumor,PPAR-high
124,Hypoxia,0.14349562938367913,200,16023185-de21-4c0d-a9c8-73abdd52d142::C126,C126,tumor,PPAR-low
127,Hypoxia,0.06044519223116535,200,16023185-de21-4c0d-a9c8-73abdd52d142::C129,C129,normal,PPAR-high
128,Hypoxia,-0.18059516263805658,200,16023185-de21-4c0d-a9c8-73abdd52d142::C129,C129,normal,PPAR-low
131,Hypoxia,0.14792441330903697,200,16023185-de21-4c0d-a9c8-73abdd52d142::C129,C129,tumor,PPAR-high
132,Hypoxia,0.16535883598282028,200,16023185-de21-4c0d-a9c8-73abdd52d142::C129,C129,tumor,PPAR-low
135,Hypoxia,0.08683605008180625,200,16023185-de21-4c0d-a9c8-73abdd52d142::C130,C130,normal,PPAR-high
136,Hypoxia,-0.10385293635354392,200,16023185-de21-4c0d-a9c8-73abdd52d142::C130,C130,normal,PPAR-low
139,Hypoxia,0.3552300469382996,200,16023185-de21-4c0d-a9c8-73abdd52d142::C130,C130,tumor,PPAR-high
140,Hypoxia,0.48099224999948603,200,16023185-de21-4c0d-a9c8-73abdd52d142::C130,C130,tumor,PPAR-low
143,Hypoxia,-0.579879517422319,200,16023185-de21-4c0d-a9c8-73abdd52d142::C132,C132,normal,PPAR-high
144,Hypoxia,-0.10418872314334637,200,16023185-de21-4c0d-a9c8-73abdd52d142::C132,C132,normal,PPAR-low
147,Hypoxia,-0.1776008851462184,200,16023185-de21-4c0d-a9c8-73abdd52d142::C132,C132,tumor,PPAR-high
148,Hypoxia,-0.7618593488503451,200,16023185-de21-4c0d-a9c8-73abdd52d142::C132,C132,tumor,PPAR-low
151,Hypoxia,-0.004844701824821131,200,16023185-de21-4c0d-a9c8-73abdd52d142::C133,C133,normal,PPAR-high
152,Hypoxia,-0.02118905797013842,200,16023185-de21-4c0d-a9c8-73abdd52d142::C133,C133,normal,PPAR-low
155,Hypoxia,0.38103072355571255,200,16023185-de21-4c0d-a9c8-73abdd52d142::C133,C133,tumor,PPAR-high
158,Hypoxia,0.12243630941162709,200,16023185-de21-4c0d-a9c8-73abdd52d142::C134,C134,normal,PPAR-high
161,Hypoxia,-1.1975023077391638,200,16023185-de21-4c0d-a9c8-73abdd52d142::C134,C134,tumor,PPAR-high
164,Hypoxia,0.018053319991661675,200,16023185-de21-4c0d-a9c8-73abdd52d142::C135,C135,normal,PPAR-high
167,Hypoxia,-0.8461317083835576,200,16023185-de21-4c0d-a9c8-73abdd52d142::C135,C135,tumor,PPAR-high
170,Hypoxia,0.10228912986647704,200,16023185-de21-4c0d-a9c8-73abdd52d142::C136,C136,normal,PPAR-high
173,Hypoxia,-0.25130225169452536,200,16023185-de21-4c0d-a9c8-73abdd52d142::C136,C136,tumor,PPAR-high
176,Hypoxia,0.049869316132793565,200,16023185-de21-4c0d-a9c8-73abdd52d142::C137,C137,normal,PPAR-high
181,Hypoxia,0.04827941938679627,200,16023185-de21-4c0d-a9c8-73abdd52d142::C138,C138,normal,PPAR-high
184,Hypoxia,-0.4400509271209508,200,16023185-de21-4c0d-a9c8-73abdd52d142::C138,C138,tumor,PPAR-high
187,Hypoxia,-0.15782434009540988,200,16023185-de21-4c0d-a9c8-73abdd52d142::C139,C139,normal,PPAR-high
190,Hypoxia,0.37060918896955786,200,16023185-de21-4c0d-a9c8-73abdd52d142::C139,C139,tumor,PPAR-high
193,Hypoxia,-0.09212781681324557,200,16023185-de21-4c0d-a9c8-73abdd52d142::C140,C140,normal,PPAR-high
196,Hypoxia,0.34121137294421267,200,16023185-de21-4c0d-a9c8-73abdd52d142::C140,C140,tumor,PPAR-high
199,Hypoxia,0.04390884581615233,200,16023185-de21-4c0d-a9c8-73abdd52d142::C142,C142,normal,PPAR-high
202,Hypoxia,0.16671357046008312,200,16023185-de21-4c0d-a9c8-73abdd52d142::C142,C142,tumor,PPAR-high
205,Hypoxia,-0.0071769815066665,200,16023185-de21-4c0d-a9c8-73abdd52d142::C143,C143,normal,PPAR-high
208,Hypoxia,0.005832370831621161,200,16023185-de21-4c0d-a9c8-73abdd52d142::C143,C143,tumor,PPAR-high
211,Hypoxia,0.09027415874603824,200,16023185-de21-4c0d-a9c8-73abdd52d142::C151,C151,normal,PPAR-high
214,Hypoxia,-0.07406969751614338,200,16023185-de21-4c0d-a9c8-73abdd52d142::C151,C151,tumor,PPAR-high
216,Hypoxia,0.006053056422000253,200,16023185-de21-4c0d-a9c8-73abdd52d142::C152,C152,normal,PPAR-high
219,Hypoxia,0.03256248387581574,200,16023185-de21-4c0d-a9c8-73abdd52d142::C152,C152,tumor,PPAR-high
222,Hypoxia,0.3144189659628993,200,16023185-de21-4c0d-a9c8-73abdd52d142::C155,C155,normal,PPAR-high
225,Hypoxia,0.4654634932474338,200,16023185-de21-4c0d-a9c8-73abdd52d142::C155,C155,tumor,PPAR-high
228,Hypoxia,0.2547553228130133,200,16023185-de21-4c0d-a9c8-73abdd52d142::C157,C157,normal,PPAR-high
231,Hypoxia,0.5385363294679231,200,16023185-de21-4c0d-a9c8-73abdd52d142::C157,C157,tumor,PPAR-high
234,Hypoxia,0.09860615444132413,200,16023185-de21-4c0d-a9c8-73abdd52d142::C162,C162,normal,PPAR-high
237,Hypoxia,0.40783065319370265,200,16023185-de21-4c0d-a9c8-73abdd52d142::C162,C162,tumor,PPAR-high
240,Hypoxia,0.08469909249331511,200,16023185-de21-4c0d-a9c8-73abdd52d142::C165,C165,normal,PPAR-high
243,Hypoxia,-0.14059593499740894,200,16023185-de21-4c0d-a9c8-73abdd52d142::C165,C165,tumor,PPAR-high
246,Hypoxia,-0.045400871335269474,200,16023185-de21-4c0d-a9c8-73abdd52d142::C170,C170,normal,PPAR-high
249,Hypoxia,-0.41869230801724705,200,16023185-de21-4c0d-a9c8-73abdd52d142::C170,C170,tumor,PPAR-high
0,Inflammatory_response,-0.027286888497331848,200,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,normal,PPAR-high
1,Inflammatory_response,-0.054737236993521544,200,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,normal,PPAR-low
4,Inflammatory_response,0.11513330231849679,200,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,tumor,PPAR-high
5,Inflammatory_response,0.02547723775883132,200,16023185-de21-4c0d-a9c8-73abdd52d142::C106,C106,tumor,PPAR-low
8,Inflammatory_response,-0.1453981665359746,200,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,normal,PPAR-high
9,Inflammatory_response,-0.20714582290691286,200,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,normal,PPAR-low
12,Inflammatory_response,0.1643633917616218,200,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,tumor,PPAR-high
13,Inflammatory_response,0.07248659986233857,200,16023185-de21-4c0d-a9c8-73abdd52d142::C107,C107,tumor,PPAR-low
16,Inflammatory_response,-0.06219425270927305,200,16023185-de21-4c0d-a9c8-73abdd52d142::C109,C109,normal,PPAR-high
17,Inflammatory_response,-0.07375373699789187,200,16023185-de21-4c0d-a9c8-73abdd52d142::C109,C109,normal,PPAR-low
20,Inflammatory_response,-0.10835376931832638,200,16023185-de21-4c0d-a9c8-73abdd52d142::C109,C109,tumor,PPAR-high
