ChemicalName,ChemicalID,GeneSymbol,GeneID,GeneForms,Interaction,InteractionActions,PubMedIDs,is_co_treatment,is_single_chemical,evidence_context
diisononyl phthalate,C012125,HSPA1A,3303,gene,diisononyl phthalate metabolite results in increased methylation of HSPA1A gene,increases^methylation,35032864,False,True,single-chemical statement
diisononyl phthalate,C012125,HSPA1L,3305,gene,diisononyl phthalate metabolite results in increased methylation of HSPA1L gene,increases^methylation,35032864,False,True,single-chemical statement
diisononyl phthalate,C012125,IGFBP1,3484,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of IGFBP1 mRNA,affects^cotreatment|decreases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,LUM,4060,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of LUM mRNA,affects^cotreatment|decreases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,MAP1LC3B,81631,protein,ATF4 protein promotes the reaction [diisononyl phthalate results in increased expression of MAP1LC3B protein],increases^expression|increases^reaction,37976928,False,False,indirect/other
diisononyl phthalate,C012125,MAP1LC3B,81631,protein,DDIT4 protein promotes the reaction [diisononyl phthalate results in increased expression of MAP1LC3B protein],increases^expression|increases^reaction,37976928,False,False,indirect/other
diisononyl phthalate,C012125,MAP1LC3B,81631,protein,diisononyl phthalate results in increased expression of MAP1LC3B protein,increases^expression,37976928,False,True,single-chemical statement
diisononyl phthalate,C012125,MIR675,100033819,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of MIR675 mRNA,affects^cotreatment|decreases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,MMP2,4313,mRNA,diisononyl phthalate results in decreased expression of MMP2 mRNA,decreases^expression,31154059,False,True,single-chemical statement
diisononyl phthalate,C012125,MMP9,4318,mRNA,diisononyl phthalate affects the expression of MMP9 mRNA,affects^expression,31154059,False,True,single-chemical statement
diisononyl phthalate,C012125,NEAT1,283131,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of NEAT1 mRNA,affects^cotreatment|decreases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,NR1I2,8856,protein,diisononyl phthalate binds to and results in increased activity of NR1I2 protein,affects^binding|increases^activity,21227907,False,True,single-chemical statement
diisononyl phthalate,C012125,NR1I2,8856,protein,diisononyl phthalate binds to NR1I2 protein,affects^binding,27071811,False,True,single-chemical statement
diisononyl phthalate,C012125,NR1I2,8856,protein,diisononyl phthalate results in increased activity of NR1I2 protein,increases^activity,27551952,False,True,single-chemical statement
diisononyl phthalate,C012125,NR1I3,9970,protein,diisononyl phthalate binds to and results in increased activity of NR1I3 protein alternative form,affects^binding|increases^activity,21227907,False,True,single-chemical statement
diisononyl phthalate,C012125,NR1I3,9970,protein,diisononyl phthalate results in increased activity of NR1I3 protein alternative form,increases^activity,27551952,False,True,single-chemical statement
diisononyl phthalate,C012125,NR3C1,2908,protein,[Diethylhexyl Phthalate co-treated with diisononyl phthalate] promotes the reaction [Dexamethasone results in increased activity of NR3C1 protein],affects^cotreatment|increases^activity|increases^reaction,32998617,True,False,co-treatment
diisononyl phthalate,C012125,NR3C1,2908,protein,diisononyl phthalate promotes the reaction [Dexamethasone results in increased activity of NR3C1 protein],increases^activity|increases^reaction,32998617,False,True,single-chemical statement
diisononyl phthalate,C012125,OMD,4958,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of OMD mRNA,affects^cotreatment|decreases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,PARP10,84875,gene,diisononyl phthalate metabolite results in increased methylation of PARP10 gene,increases^methylation,35032864,False,True,single-chemical statement
diisononyl phthalate,C012125,PGR,5241,mRNA,Cyclic AMP inhibits the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in increased expression of PGR mRNA]],affects^cotreatment|decreases^reaction|increases^expression,37552060,True,False,co-treatment
diisononyl phthalate,C012125,PGR,5241,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in increased expression of PGR mRNA],affects^cotreatment|decreases^reaction|increases^expression,37552060,True,False,co-treatment
diisononyl phthalate,C012125,PLA2G4A,5321,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in decreased expression of PLA2G4A mRNA],affects^cotreatment|affects^reaction|decreases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PLAC8,51316,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of PLAC8 mRNA,affects^cotreatment|decreases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,PPARA,5465,protein,diisononyl phthalate binds to PPARA protein,affects^binding,23843199,False,True,single-chemical statement
diisononyl phthalate,C012125,PPARB,100136658,protein,diisononyl phthalate binds to PPARB protein,affects^binding,23843199,False,True,single-chemical statement
diisononyl phthalate,C012125,PPARG,5468,protein,diisononyl phthalate binds to PPARG protein,affects^binding,23843199,False,True,single-chemical statement
diisononyl phthalate,C012125,PPARG,5468,protein,diisononyl phthalate affects the activity of PPARG protein,affects^activity,26172262,False,True,single-chemical statement
diisononyl phthalate,C012125,PPARG,5468,protein,diisononyl phthalate binds to and results in increased activity of PPARG protein,affects^binding|increases^activity,29410257,False,True,single-chemical statement
diisononyl phthalate,C012125,PTGER1,5731,mRNA,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of PTGER1 mRNA]],affects^cotreatment|affects^reaction|decreases^expression|decreases^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGER1,5731,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of PTGER1 mRNA],affects^cotreatment|decreases^expression|decreases^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGER2,5732,mRNA,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGER2 mRNA]],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGER2,5732,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGER2 mRNA],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGER3,5733,mRNA,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGER3 mRNA]],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGER3,5733,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGER3 mRNA],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGER4,5734,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in decreased expression of PTGER4 mRNA],affects^cotreatment|decreases^expression|decreases^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGES,9536,mRNA,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of PTGES mRNA]],affects^cotreatment|affects^reaction|increases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGES,9536,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of PTGES mRNA],affects^cotreatment|affects^reaction|increases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGES2,80142,mRNA,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in decreased expression of PTGES2 mRNA]],affects^cotreatment|affects^reaction|decreases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGES2,80142,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in decreased expression of PTGES2 mRNA],affects^cotreatment|affects^reaction|decreases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGES3,10728,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in decreased expression of PTGES3 mRNA],affects^cotreatment|affects^reaction|decreases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGFR,5737,mRNA,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGFR mRNA]],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGFR,5737,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGFR mRNA],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGS1,5742,mRNA,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGS1 mRNA]],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGS1,5742,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein affects the expression of PTGS1 mRNA],affects^cotreatment|affects^expression|affects^reaction,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGS2,5743,mRNA,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of PTGS2 mRNA]],affects^cotreatment|affects^reaction|increases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTGS2,5743,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of PTGS2 mRNA],affects^cotreatment|affects^reaction|increases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,PTX3,5806,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of PTX3 mRNA],affects^cotreatment|affects^reaction|increases^expression,37552060,True,False,co-treatment
diisononyl phthalate,C012125,RELA,5970,protein,diisononyl phthalate results in increased phosphorylation of RELA protein,increases^phosphorylation,31154059,False,True,single-chemical statement
diisononyl phthalate,C012125,RGS2,5997,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in increased expression of RGS2 mRNA],affects^cotreatment|decreases^reaction|increases^expression,37552060,True,False,co-treatment
diisononyl phthalate,C012125,RPS2,6187,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of RPS2 mRNA,affects^cotreatment|increases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,RXRA,6256,protein,diisononyl phthalate binds to RXRA protein,affects^binding,23843199|29410257,False,True,single-chemical statement
diisononyl phthalate,C012125,RXRB,6257,protein,diisononyl phthalate binds to RXRB protein,affects^binding,23843199,False,True,single-chemical statement
diisononyl phthalate,C012125,SCGN,10590,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of SCGN mRNA,affects^cotreatment|increases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,SIRT1,23411,mRNA,diisononyl phthalate results in decreased expression of SIRT1 mRNA,decreases^expression,31423773,False,True,single-chemical statement
diisononyl phthalate,C012125,SIRT1,23411,protein,diisononyl phthalate results in decreased expression of SIRT1 protein,decreases^expression,31423773,False,True,single-chemical statement
diisononyl phthalate,C012125,SIRT2,22933,mRNA,diisononyl phthalate results in decreased expression of SIRT2 mRNA,decreases^expression,31423773,False,True,single-chemical statement
diisononyl phthalate,C012125,SIRT3,23410,mRNA,diisononyl phthalate results in decreased expression of SIRT3 mRNA,decreases^expression,31423773,False,True,single-chemical statement
diisononyl phthalate,C012125,SIRT3,23410,protein,diisononyl phthalate results in decreased expression of SIRT3 protein,decreases^expression,31423773,False,True,single-chemical statement
diisononyl phthalate,C012125,SIRT5,23408,mRNA,diisononyl phthalate results in decreased expression of SIRT5 mRNA,decreases^expression,31423773,False,True,single-chemical statement
diisononyl phthalate,C012125,SLCO2A1,6578,mRNA,8-Bromo Cyclic Adenosine Monophosphate affects the reaction [[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of SLCO2A1 mRNA]],affects^cotreatment|affects^reaction|increases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,SLCO2A1,6578,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] affects the reaction [CGA protein results in increased expression of SLCO2A1 mRNA],affects^cotreatment|affects^reaction|increases^expression,40456493,True,False,co-treatment
diisononyl phthalate,C012125,SNHG25,105376843,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of SNHG25 mRNA,affects^cotreatment|increases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,SNORA13,654322,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of SNORA13 mRNA,affects^cotreatment|increases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,SNORA50C,677842,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of SNORA50C mRNA,affects^cotreatment|increases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,SNORA64,26784,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of SNORA64 mRNA,affects^cotreatment|increases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,SNORA65,26783,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of SNORA65 mRNA,affects^cotreatment|increases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,SNORA72,26775,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in increased expression of SNORA72 mRNA,affects^cotreatment|increases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,SPP2,6694,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of SPP2 mRNA,affects^cotreatment|decreases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,SQSTM1,8878,protein,ATF4 protein promotes the reaction [diisononyl phthalate results in increased expression of SQSTM1 protein],increases^expression|increases^reaction,37976928,False,False,indirect/other
diisononyl phthalate,C012125,SQSTM1,8878,protein,DDIT4 protein promotes the reaction [diisononyl phthalate results in increased expression of SQSTM1 protein],increases^expression|increases^reaction,37976928,False,False,indirect/other
diisononyl phthalate,C012125,SQSTM1,8878,protein,diisononyl phthalate results in decreased expression of SQSTM1 protein,decreases^expression,37976928,False,True,single-chemical statement
diisononyl phthalate,C012125,STAR,6770,mRNA,[diethyl phthalate co-treated with Diethylhexyl Phthalate co-treated with Dibutyl Phthalate co-treated with diisononyl phthalate co-treated with diisobutyl phthalate co-treated with butylbenzyl phthalate] inhibits the reaction [CGA protein results in increased expression of STAR mRNA],affects^cotreatment|decreases^reaction|increases^expression,37552060,True,False,co-treatment
diisononyl phthalate,C012125,STAT3,6774,protein,diisononyl phthalate results in increased phosphorylation of STAT3 protein,increases^phosphorylation,31154059,False,True,single-chemical statement
diisononyl phthalate,C012125,SUSD2,56241,mRNA,[Diethylhexyl Phthalate co-treated with diisononyl phthalate co-treated with butylbenzyl phthalate co-treated with lead nitrate co-treated with Mercury] results in decreased expression of SUSD2 mRNA,affects^cotreatment|decreases^expression,32949613,True,False,co-treatment
diisononyl phthalate,C012125,TIMP1,7076,mRNA,diisononyl phthalate results in decreased expression of TIMP1 mRNA,decreases^expression,31154059,False,True,single-chemical statement
diisononyl phthalate,C012125,TIMP2,7077,mRNA,diisononyl phthalate affects the expression of TIMP2 mRNA,affects^expression,31154059,False,True,single-chemical statement
diisononyl phthalate,C012125,TNC,3371,mRNA,diisononyl phthalate results in decreased expression of TNC mRNA,decreases^expression,31154059,False,True,single-chemical statement
mono-benzyl phthalate,C103325,ACTB,60,mRNA,[mono(2-ethyl-5-hydroxyhexyl) phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with mono(2-ethyl-5-oxohexyl)phthalate co-treated with 2-ethyl-5-carboxypentyl phthalate co-treated with mono-isobutyl phthalate co-treated with mono-benzyl phthalate co-treated with monobutyl phthalate metabolite co-treated with monoethyl phthalate co-treated with monobutyl phthalate] results in increased expression of ACTB mRNA,affects^cotreatment|increases^expression,38992643,True,False,co-treatment
mono-benzyl phthalate,C103325,ACTB,60,mRNA,[mono(2-ethyl-5-hydroxyhexyl) phthalate co-treated with mono-isobutyl phthalate co-treated with mono-benzyl phthalate co-treated with methylparaben] results in increased expression of ACTB mRNA,affects^cotreatment|increases^expression,38992643,True,False,co-treatment
mono-benzyl phthalate,C103325,AHR,196,mRNA,mono-benzyl phthalate affects the expression of AHR mRNA,affects^expression,28381288,False,True,single-chemical statement
mono-benzyl phthalate,C103325,AR,367,protein,mono-benzyl phthalate promotes the reaction [Dihydrotestosterone results in increased activity of AR protein],increases^activity|increases^reaction,28571686,False,True,single-chemical statement
mono-benzyl phthalate,C103325,BAX,581,mRNA,[monoethyl phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with monobutyl phthalate co-treated with mono-isobutyl phthalate co-treated with monoisononylphthalate co-treated with mono-benzyl phthalate] results in increased expression of BAX mRNA,affects^cotreatment|increases^expression,35861251,True,False,co-treatment
mono-benzyl phthalate,C103325,BCL2,596,promoter,mono-benzyl phthalate results in decreased methylation of BCL2 promoter,decreases^methylation,35487445,False,True,single-chemical statement
mono-benzyl phthalate,C103325,BCL2,596,mRNA,mono-benzyl phthalate results in increased expression of BCL2 mRNA,increases^expression,35487445,False,True,single-chemical statement
mono-benzyl phthalate,C103325,BCL2,596,mRNA,[monoethyl phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with monobutyl phthalate co-treated with mono-isobutyl phthalate co-treated with monoisononylphthalate co-treated with mono-benzyl phthalate] results in increased expression of BCL2 mRNA,affects^cotreatment|increases^expression,35861251,True,False,co-treatment
mono-benzyl phthalate,C103325,C5ORF63,401207,gene,[Phthalic Acids results in increased abundance of mono-benzyl phthalate] which results in increased methylation of C5ORF63 gene,increases^abundance|increases^methylation,28556291,False,False,indirect/other
mono-benzyl phthalate,C103325,CASP3,836,mRNA,[monoethyl phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with monobutyl phthalate co-treated with mono-isobutyl phthalate co-treated with monoisononylphthalate co-treated with mono-benzyl phthalate] affects the expression of CASP3 mRNA,affects^cotreatment|affects^expression,35861251,True,False,co-treatment
mono-benzyl phthalate,C103325,CASP8,841,mRNA,[monoethyl phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with monobutyl phthalate co-treated with mono-isobutyl phthalate co-treated with monoisononylphthalate co-treated with mono-benzyl phthalate] results in increased expression of CASP8 mRNA,affects^cotreatment|increases^expression,35861251,True,False,co-treatment
mono-benzyl phthalate,C103325,CAT,847,mRNA,[monoethyl phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with monobutyl phthalate co-treated with mono-isobutyl phthalate co-treated with monoisononylphthalate co-treated with mono-benzyl phthalate] results in increased expression of CAT mRNA,affects^cotreatment|increases^expression,35861251,True,False,co-treatment
mono-benzyl phthalate,C103325,CCDC163,126661,mRNA,[mono(2-ethyl-5-hydroxyhexyl) phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with mono(2-ethyl-5-oxohexyl)phthalate co-treated with 2-ethyl-5-carboxypentyl phthalate co-treated with mono-isobutyl phthalate co-treated with mono-benzyl phthalate co-treated with monoethyl phthalate co-treated with monobutyl phthalate] affects the expression of CCDC163 mRNA,affects^cotreatment|affects^expression,37160244,True,False,co-treatment
mono-benzyl phthalate,C103325,CCL2,6347,mRNA,mono-benzyl phthalate results in increased expression of CCL2 mRNA,increases^expression,32015430,False,True,single-chemical statement
mono-benzyl phthalate,C103325,CCL2,6347,protein,[Phthalic Acids results in increased abundance of mono-benzyl phthalate] which results in increased secretion of CCL2 protein,increases^abundance|increases^secretion,36241073,False,False,indirect/other
mono-benzyl phthalate,C103325,CCND1,595,promoter,mono-benzyl phthalate results in decreased methylation of CCND1 promoter,decreases^methylation,35487445,False,True,single-chemical statement
mono-benzyl phthalate,C103325,CCND1,595,mRNA,mono-benzyl phthalate results in increased expression of CCND1 mRNA,increases^expression,35487445,False,True,single-chemical statement
mono-benzyl phthalate,C103325,CCR7,1236,mRNA,[bisphenol A co-treated with mono-(2-ethylhexyl)phthalate co-treated with mono-benzyl phthalate co-treated with monobutyl phthalate] results in increased expression of CCR7 mRNA,affects^cotreatment|increases^expression,30398665,True,False,co-treatment
mono-benzyl phthalate,C103325,CD163,9332,mRNA,[bisphenol A co-treated with mono-(2-ethylhexyl)phthalate co-treated with mono-benzyl phthalate co-treated with monobutyl phthalate] results in decreased expression of CD163 mRNA,affects^cotreatment|decreases^expression,30398665,True,False,co-treatment
mono-benzyl phthalate,C103325,CD68,968,mRNA,mono-benzyl phthalate results in increased expression of CD68 mRNA,increases^expression,32015430,False,True,single-chemical statement
mono-benzyl phthalate,C103325,CDKN2A,1029,mRNA,mono-benzyl phthalate results in decreased expression of CDKN2A mRNA,decreases^expression,35487445,False,True,single-chemical statement
mono-benzyl phthalate,C103325,CDKN2A,1029,promoter,mono-benzyl phthalate results in increased methylation of CDKN2A promoter,increases^methylation,35487445,False,True,single-chemical statement
mono-benzyl phthalate,C103325,CDKN2A,1029,mRNA,[monoethyl phthalate co-treated with mono-(2-ethylhexyl)phthalate co-treated with monobutyl phthalate co-treated with mono-isobutyl phthalate co-treated with monoisononylphthalate co-treated with mono-benzyl phthalate] results in decreased expression of CDKN2A mRNA,affects^cotreatment|decreases^expression,35861251,True,False,co-treatment
mono-benzyl phthalate,C103325,CFAP161,161502,gene,[Phthalic Acids results in increased abundance of mono-benzyl phthalate] which results in decreased methylation of CFAP161 gene,decreases^methylation|increases^abundance,28556291,False,False,indirect/other
mono-benzyl phthalate,C103325,CGA,1081,mRNA,mono-benzyl phthalate affects the expression of CGA mRNA,affects^expression,28381288,False,True,single-chemical statement
mono-benzyl phthalate,C103325,CGA,1081,mRNA,mono-benzyl phthalate results in increased expression of CGA mRNA,increases^expression,29089286,False,True,single-chemical statement
mono-benzyl phthalate,C103325,CGA,1081,protein,mono-benzyl phthalate results in increased secretion of CGA protein,increases^secretion,29089286,False,True,single-chemical statement
mono-benzyl phthalate,C103325,CRP,1401,protein,mono-benzyl phthalate results in increased expression of CRP protein,increases^expression,21349512,False,True,single-chemical statement
mono-benzyl phthalate,C103325,CXCL10,3627,mRNA,[bisphenol A co-treated with mono-(2-ethylhexyl)phthalate co-treated with mono-benzyl phthalate co-treated with monobutyl phthalate] results in increased expression of CXCL10 mRNA,affects^cotreatment|increases^expression,30398665,True,False,co-treatment
mono-benzyl phthalate,C103325,CYP11A1,1583,mRNA,mono-benzyl phthalate affects the expression of CYP11A1 mRNA,affects^expression,28381288,False,True,single-chemical statement
mono-benzyl phthalate,C103325,CYP11A1,1583,mRNA,mono-benzyl phthalate results in increased expression of CYP11A1 mRNA,increases^expression,29089286,False,True,single-chemical statement
mono-benzyl phthalate,C103325,CYP19A1,1588,mRNA,mono-benzyl phthalate affects the expression of CYP19A1 mRNA,affects^expression,28381288,False,True,single-chemical statement
