gene,observed_global_T_median_vulnerability_rho,global_empirical_p_value,n_permutations,permutation_unit,self_line_exclusion,global_empirical_q_value
DARS2,0.0768759018759019,0.27672327672327673,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.780487443432848
DAW1,0.0123737373737374,0.8401598401598401,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9859070720550797
DAXX,-0.0602453102453102,0.4005994005994006,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.856112948465208
DAZAP1,-0.0541486291486291,0.46153846153846156,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8833700546029313
DAZAP2,0.007756132756132746,0.932067932067932,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9947991244866243
DAZL,-0.0211760461760461,0.7662337662337663,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9718485214668422
DBF4,0.01017316017316015,0.8881118881118881,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9899938079448506
DBF4B,0.09119769119769115,0.2077922077922078,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7117963759865692
DBH,-0.08769841269841265,0.21678321678321677,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7231204317476699
DBI,0.10169552669552664,0.14585414585414586,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6299737732993003
DBN1,0.0429292929292929,0.5704295704295704,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9221927357609256
DBNDD1,0.06605339105339104,0.34965034965034963,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8275424970588937
DBNDD2,-0.0295093795093795,0.6933066933066933,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9541568050634538
DBNL,0.10440115440115436,0.1928071928071928,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6935718854969879
DBP,0.0907647907647907,0.21178821178821178,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7172254847612909
DBR1,-0.007503607503607498,0.9070929070929071,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9932443747563902
DBT,-0.022943722943722947,0.7492507492507493,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9679484147122142
DBX1,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
DBX2,-0.01854256854256855,0.7742257742257742,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9730847726622567
DCAF1,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
DCAF10,-0.003391053391053351,0.968031968031968,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9973974070622115
DCAF11,-0.15880230880230875,0.015984015984015984,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.17737256726426404
DCAF12,0.0837301587301587,0.24275724275724275,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7509513297839362
DCAF12L1,-0.04404761904761905,0.5524475524475524,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9159286416567968
DCAF12L2,0.06479076479076475,0.3856143856143856,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8469555929363003
DCAF13,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
DCAF15,0.06554834054834055,0.3696303696303696,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.835428052339817
DCAF16,0.10018037518037515,0.17082917082917082,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6669353085525821
DCAF17,0.1486291486291486,0.05094905094905095,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.37965791783973607
DCAF4,0.1172438672438672,0.0939060939060939,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.5243445624917015
DCAF4L1,-0.03766233766233765,0.5954045954045954,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9294665179598536
DCAF4L2,-0.12835497835497836,0.07092907092907093,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.45755328966241876
DCAF5,-0.0391774891774891,0.6023976023976024,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9314234558198342
DCAF6,0.06901154401154395,0.35064935064935066,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8275424970588937
DCAF7,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
DCAF8,-0.06670274170274171,0.35064935064935066,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8275424970588937
DCAF8L1,-0.024170274170274147,0.7682317682317682,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9721731704874308
DCAF8L2,0.00479797979797975,0.9440559440559441,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.995214416183168
DCAKD,-0.0085858585858586,0.906093906093906,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9932443747563902
DCANP1,-0.0003968253968254006,0.993006993006993,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9988561751855998
DCBLD1,-0.1472222222222222,0.029970029970029972,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.2784570593134825
DCBLD2,-0.0060966810966811,0.9140859140859141,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9932443747563902
DCC,0.030880230880230897,0.6423576423576424,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9406245962364375
DCD,0.0836940836940836,0.22977022977022976,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7371112102369711
DCDC1,-0.0770923520923521,0.2777222777222777,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7807975561024342
DCDC2,-0.06771284271284266,0.32867132867132864,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8175487279964893
DCDC2B,-0.09188311688311684,0.2047952047952048,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7078406975333512
DCDC2C,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
DCHS1,0.04556277056277055,0.5104895104895105,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9012116437214552
DCHS2,-0.00840548340548335,0.9100899100899101,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9932443747563902
DCK,0.09314574314574314,0.1838161838161838,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6811577010492019
DCLK1,-0.0065656565656566,0.9200799200799201,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9932443747563902
DCLK2,-0.00876623376623375,0.8971028971028971,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9912791655976734
DCLK3,-0.034018759018759,0.6373626373626373,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9398342537162686
DCLRE1A,0.01215728715728715,0.8691308691308691,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9894679394679394
DCLRE1B,0.0541847041847042,0.47052947052947053,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8866838689051829
DCLRE1C,-0.12619047619047613,0.08291708291708291,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.49650641566225984
DCN,-0.1024170274170274,0.15284715284715283,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.641255696078262
DCP1A,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
DCP1B,0.0558080808080808,0.4515484515484515,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8791204572899918
DCP2,0.0921356421356421,0.17182817182817184,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6684300723532953
DCPS,0.09632034632034625,0.1798201798201798,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6773740964917435
DCST1,0.04072871572871575,0.5594405594405595,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9189314426222158
DCST2,-0.083080808080808,0.2627372627372627,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7679339677754891
DCSTAMP,-0.08737373737373735,0.22677322677322678,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7328506433114809
DCT,-0.0921717171717171,0.1798201798201798,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6773740964917435
DCTD,0.00537518037518035,0.9460539460539461,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.995214416183168
DCTN1,-0.007683982683982699,0.9120879120879121,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9932443747563902
DCTN2,0.0018398268398268003,0.968031968031968,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9973974070622115
DCTN3,0.01861471861471865,0.7882117882117882,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9756369134221483
DCTN4,-0.04978354978354975,0.48451548451548454,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8930560744472399
DCTN5,-0.0214285714285714,0.7592407592407593,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9705189045711651
DCTN6,0.10840548340548334,0.11888111888111888,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.5783499012198563
DCTPP1,0.09072871572871569,0.2007992007992008,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7032547778844779
DCUN1D1,0.041305916305916304,0.5744255744255744,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9224277674603055
DCUN1D2,-0.022835497835497848,0.7492507492507493,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9679484147122142
DCUN1D3,0.0367243867243867,0.6333666333666333,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9381721001671207
DCUN1D4,0.0406565656565656,0.5954045954045954,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9294665179598536
DCUN1D5,-0.03773448773448775,0.6023976023976024,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9314234558198342
DCX,3.607503607505006e-05,1.0,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,1.0
DCXR,0.05299422799422795,0.4515484515484515,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8791204572899918
DDA1,-0.1265151515151515,0.06993006993006994,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.4542868192040436
DDAH1,-0.0387445887445887,0.6193806193806194,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9354108060298694
DDAH2,0.008621933621933656,0.903096903096903,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9925992958174126
DDB1,-0.107034632034632,0.11588411588411589,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.5722224228248325
DDB2,0.09999999999999995,0.14785214785214784,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6325300772064864
DDC,-0.1075396825396825,0.12487512487512488,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.5920493388359712
DDHD1,0.0397546897546897,0.5724275724275725,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9221927357609256
DDHD2,0.01666666666666665,0.8241758241758241,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9829458565231974
DDI1,-0.09559884559884554,0.18181818181818182,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6805911766333931
DDI2,-0.0007936507936507999,0.995004995004995,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9991221823311984
DDIAS,0.094083694083694,0.17782217782217782,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.676061518362075
DDIT3,0.0103174603174603,0.8781218781218781,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9896578137565315
DDIT4,-0.046428571428571444,0.5174825174825175,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9045521817770895
DDIT4L,-0.0086219336219336,0.9010989010989011,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9919994647506138
DDN,0.0994588744588744,0.17582417582417584,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6736030898889229
DDO,0.0042207792207792,0.949050949050949,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9955264846631016
DDOST,0.0358585858585858,0.6393606393606394,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9400293583967054
DDR1,-0.052597402597402546,0.44655344655344653,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8770804275596606
DDR2,-0.0674242424242424,0.3726273726273726,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8373786564355591
DDRGK1,-0.08470418470418466,0.24675324675324675,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7544545971270109
DDX1,-0.08015873015873015,0.25274725274725274,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7599311350534043
DDX10,0.029329004329004302,0.6963036963036963,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9542445385733952
DDX11,0.09650072150072145,0.17082917082917082,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6669353085525821
DDX17,0.0386724386724386,0.5794205794205795,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9245763753464049
DDX18,0.09660894660894659,0.17382617382617382,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.671106578161215
DDX19A,-0.05443722943722946,0.45054945054945056,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8787524869377662
DDX19B,-0.1607503607503607,0.023976023976023976,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.2379923628578096
DDX20,-0.0344877344877345,0.6213786213786214,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9364345411085075
DDX21,-0.0595238095238095,0.3966033966033966,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8523137314794271
DDX23,-0.03430735930735925,0.6383616383616384,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9398342537162686
DDX24,0.0204184704184704,0.7682317682317682,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9721731704874308
DDX25,-0.02756132756132755,0.7222777222777222,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9617333067625465
DDX27,-0.01630591630591631,0.8101898101898102,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9802749241836036
DDX28,0.1046536796536796,0.14485514485514486,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6280120913407233
DDX31,0.14119769119769116,0.04195804195804196,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.34285873630135927
DDX39A,0.036976911976911955,0.6213786213786214,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9364345411085075
DDX39B,-0.21681096681096673,0.002997002997002997,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.041249049458004686
DDX3X,-0.08838383838383834,0.2177822177822178,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7237040437040437
DDX3Y,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
DDX4,0.018795093795093802,0.7932067932067932,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9776204816301047
DDX41,-0.0981962481962482,0.1798201798201798,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6773740964917435
DDX42,-0.037012987012987,0.6053946053946054,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9319165935475093
DDX43,-0.05642135642135635,0.46353646353646355,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8845321259185719
DDX46,-0.08059163059163055,0.26973026973026976,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7745034041157349
DDX47,0.0681818181818181,0.33666333666333664,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8221771607629659
DDX49,0.06150793650793645,0.3876123876123876,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8479107181514962
DDX5,0.1226551226551226,0.08891108891108891,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.5111556149586075
DDX50,-0.09007936507936505,0.2047952047952048,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7078406975333512
DDX51,0.09917027417027414,0.1848151848151848,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6832123578966633
DDX52,-0.09758297258297255,0.14185814185814186,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6236685840976663
DDX53,0.013636363636363648,0.8491508491508492,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9865748463455406
DDX54,0.1293650793650793,0.08291708291708291,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.49650641566225984
DDX55,0.09145021645021639,0.21478521478521478,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7208887563755626
DDX56,0.04552669552669545,0.5124875124875125,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9022343635745697
DDX59,-0.155050505050505,0.03796203796203796,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.32398605559179366
DDX6,0.0881313131313131,0.22677322677322678,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7328506433114809
DDX60,0.037662337662337696,0.6313686313686314,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9381511173325547
DDX60L,0.03943001443001435,0.5474525474525475,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9148017878651203
DEAF1,0.1457070707070707,0.03396603396603397,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.30146081060421775
DECR1,-0.10306637806637806,0.15884115884115885,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6485515812502751
DECR2,0.12539682539682534,0.08391608391608392,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.4973214446222159
DEDD,0.206060606060606,0.005994005994005994,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.07757715968242285
DEDD2,0.04577922077922075,0.5244755244755245,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9081684440805651
DEF6,-0.0017676767676767478,0.98001998001998,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9981161758303358
DEF8,0.015007215007215049,0.8291708291708292,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9831178143617874
DEFA4,-0.10970418470418467,0.12287712287712288,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.5877133758357825
DEFA5,-0.1042568542568542,0.16983016983016982,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6658541288643329
DEFA6,0.053787878787878746,0.4695304695304695,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8862501739382304
DEFB1,0.13196248196248195,0.06593406593406594,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.4429952561100103
DEFB108B,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
DEFB110,-0.010173160173160199,0.906093906093906,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9932443747563902
DEFB112,-0.06724386724386724,0.31868131868131866,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8077844365639858
DEFB113,0.00901875901875895,0.906093906093906,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9932443747563902
DEFB114,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
DEFB115,-0.0209235209235209,0.8051948051948052,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9791130607376405
DEFB116,-0.0036796536796537003,0.962037962037962,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9968462348371332
DEFB118,-0.01814574314574315,0.7862137862137862,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9755207790057091
DEFB119,-0.07016594516594515,0.3336663336663337,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.820557400589307
DEFB121,-0.0686507936507937,0.32967032967032966,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8175487279964893
DEFB123,0.031060606060606098,0.6433566433566433,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9406245962364375
DEFB124,0.03849206349206345,0.5764235764235764,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9224277674603055
DEFB125,-0.0878427128427128,0.22677322677322678,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7328506433114809
DEFB126,-0.07438672438672435,0.27472527472527475,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7796212096873738
DEFB127,0.0344155844155844,0.6713286713286714,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9494873224934576
DEFB128,-0.029870129870129852,0.6783216783216783,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9509910082316012
DEFB129,-0.0019119769119768995,0.977022977022977,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9981161758303358
DEFB131A,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
DEFB132,0.0424242424242424,0.5654345654345654,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9219617797108736
DEFB134,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
DEFB135,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
DEFB136,0.1331168831168831,0.057942057942057944,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.4110097594712979
DEGS1,-0.1973304473304473,0.006993006993006993,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.08913063439670213
DEGS2,-0.08502886002885995,0.23476523476523475,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7425441990696663
DEK,-0.09076479076479076,0.22077922077922077,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7259460097755694
DELE1,-0.04018759018759015,0.5794205794205795,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9245763753464049
DENND10,-0.15101010101010098,0.029970029970029972,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.2784570593134825
DENND11,0.0503246753246753,0.47152847152847155,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8875688508266585
DENND1A,-0.051082251082251,0.4935064935064935,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8966348398916619
DENND1B,-0.0383116883116883,0.5994005994005994,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9310827301225685
DENND1C,0.0018037518037518005,0.974025974025974,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9981161758303358
DENND2A,0.0415584415584415,0.5404595404595405,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.913088187206799
DENND2B,0.08596681096681094,0.24375624375624375,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7510184436345478
DENND2C,-0.05447330447330445,0.45054945054945056,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8787524869377662
