gene,observed_global_T_median_vulnerability_rho,global_empirical_p_value,n_permutations,permutation_unit,self_line_exclusion,global_empirical_q_value
PFDN6,-0.030988455988456003,0.6553446553446554,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9435960245547256
PFKFB1,0.041197691197691205,0.5604395604395604,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9194259751989694
PFKFB2,0.00422077922077925,0.948051948051948,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.995214416183168
PFKFB3,0.09592352092352091,0.17282717282717283,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.669210906666292
PFKFB4,0.19498556998556996,0.004995004995004995,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.06584909015216378
PFKL,0.028066378066378,0.6953046953046953,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9542445385733952
PFKM,0.00339105339105335,0.9530469530469531,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9958101498524138
PFKP,0.0188311688311688,0.7762237762237763,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9743343840532979
PFN1,0.0915584415584416,0.21078921078921078,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7160776228744548
PFN2,0.0233405483405483,0.7472527472527473,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9676039049064395
PFN3,-0.017424242424242398,0.8141858141858141,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9805796444451907
PFN4,-0.044480519480519495,0.5434565434565435,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.913088187206799
PGAM1,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
PGAM2,-0.003354978354978347,0.962037962037962,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9968462348371332
PGAM4,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
PGAM5,-0.0018759018759018503,0.981018981018981,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9981161758303358
PGAP1,0.002056277056277051,0.975024975024975,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9981161758303358
PGAP2,0.04300144300144295,0.5534465534465535,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9160203522583493
PGAP3,0.0071428571428571,0.9180819180819181,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9932443747563902
PGAP4,-0.07489177489177484,0.2987012987012987,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7958607413967137
PGAP6,0.12193362193362191,0.1038961038961039,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.5474730983302413
PGBD1,0.010137085137085151,0.8991008991008991,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9912791655976734
PGBD2,0.037734487734487704,0.6263736263736264,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9372988877248513
PGBD4,0.0696969696969697,0.33266733266733267,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.820557400589307
PGBD5,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
PGC,0.0911976911976912,0.1888111888111888,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6880546839053063
PGD,0.028210678210678148,0.7002997002997003,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9550859552338515
PGF,-0.02907647907647905,0.6933066933066933,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9541568050634538
PGGHG,-0.01774891774891775,0.7992007992007992,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9776255448471407
PGGT1B,0.1298701298701298,0.08191808191808192,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.49421497704127737
PGK1,0.10263347763347755,0.14685314685314685,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.632215823392294
PGK2,0.07622655122655116,0.3096903096903097,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8010684967206707
PGLS,-0.026623376623376598,0.7032967032967034,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9562224436341045
PGLYRP1,0.10158730158730155,0.17782217782217782,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.676061518362075
PGLYRP2,-0.04945887445887445,0.4775224775224775,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8904000660142607
PGLYRP3,-0.07460317460317456,0.3116883116883117,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8026343943685469
PGLYRP4,0.06273448773448766,0.3836163836163836,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8450832492877405
PGM1,0.18308080808080807,0.01098901098901099,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.1307550514002127
PGM2,-0.022005772005771952,0.7532467532467533,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9692409035184449
PGM2L1,-0.0101731601731601,0.8851148851148851,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9896578137565315
PGM3,-0.004617604617604649,0.9530469530469531,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9958101498524138
PGM5,-0.055519480519480496,0.45454545454545453,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8799393112398256
PGP,0.10638528138528136,0.14385614385614387,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6263311759062469
PGPEP1,0.06500721500721494,0.34865134865134867,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8275424970588937
PGPEP1L,0.12481962481962475,0.08691308691308691,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.50597792359156
PGR,0.0613275613275613,0.3906093906093906,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8485287386347456
PGRMC1,0.10707070707070704,0.12187812187812187,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.585364115051615
PGRMC2,0.0176046176046176,0.8141858141858141,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9805796444451907
PGS1,-0.01666666666666665,0.8161838161838162,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9805796444451907
PHACTR1,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
PHACTR2,0.0489538239538239,0.5054945054945055,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9002351453104639
PHACTR3,0.1037518037518037,0.15684315684315683,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6475617509868685
PHACTR4,-0.06702741702741705,0.34765234765234765,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8275424970588937
PHAF1,-0.02871572871572865,0.6793206793206793,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9512346282523186
PHAX,-0.0011904761904762001,0.984015984015984,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9983262322847712
PHB1,-0.0483766233766234,0.5194805194805194,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9054701087590227
PHB2,-0.0036075036075035975,0.9630369630369631,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9971530827133791
PHC1,-0.003571428571428549,0.962037962037962,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9968462348371332
PHC2,-0.0692279942279942,0.34765234765234765,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8275424970588937
PHC3,0.0322150072150072,0.6463536463536463,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9414547701548176
PHETA1,-0.04538239538239535,0.5134865134865135,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9026145413869395
PHETA2,-0.061002886002886,0.3876123876123876,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8479107181514962
PHEX,-0.13492063492063486,0.06593406593406594,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.4429952561100103
PHF1,-0.08524531024531021,0.24975024975024976,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7575894500236606
PHF10,0.041450216450216446,0.5794205794205795,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9245763753464049
PHF11,-0.0351731601731601,0.6253746253746254,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9372988877248513
PHF12,-0.0029942279942279503,0.967032967032967,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9972037467704228
PHF13,-0.005916305916305899,0.929070929070929,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9939587647111285
PHF14,-0.0232323232323232,0.7322677322677322,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9634194454425585
PHF19,-0.1485569985569985,0.030969030969030968,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.28387765316194735
PHF2,0.010930735930735947,0.8811188811188811,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9896578137565315
PHF20,0.026767676767676753,0.7172827172827173,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.960491189635167
PHF20L1,0.0173160173160173,0.8011988011988012,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.978447191796417
PHF21A,0.09758297258297255,0.1938061938061938,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6944565052200568
PHF21B,-0.057034632034631993,0.4095904095904096,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8598834290353926
PHF23,0.042568542568542554,0.5714285714285714,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9221927357609256
PHF24,-0.11774891774891774,0.1028971028971029,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.5448553743127387
PHF3,-0.0011904761904762001,0.983016983016983,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9981161758303358
PHF5A,0.03546176046176045,0.6113886113886113,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9325812720072914
PHF6,0.08459595959595956,0.25274725274725274,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7599311350534043
PHF7,-0.0264430014430014,0.7132867132867133,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9592494424053416
PHF8,-0.1029220779220779,0.16883116883116883,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6632062293404147
PHGDH,-0.05458152958152955,0.43156843156843155,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8716916639378582
PHGR1,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
PHIP,0.0732683982683983,0.3076923076923077,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8003927746652335
PHKA1,-0.0255772005772006,0.7192807192807192,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9610732670936974
PHKA2,-0.04044011544011546,0.5644355644355644,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9212287712287712
PHKB,-0.002886002886002898,0.9600399600399601,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9968462348371332
PHKG1,-0.08849206349206346,0.23476523476523475,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7425441990696663
PHKG2,0.047835497835497794,0.5084915084915085,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9010004282801289
PHLDA1,0.0074314574314574,0.9170829170829171,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9932443747563902
PHLDA2,0.018037518037518054,0.7992007992007992,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9776255448471407
PHLDA3,0.0121212121212121,0.8711288711288712,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9895204149895014
PHLDB1,0.08272005772005765,0.25374625374625376,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7605789302522604
PHLDB2,0.05436507936507935,0.46353646353646355,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8845321259185719
PHLDB3,-0.06089466089466085,0.42857142857142855,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8706920970635444
PHLPP1,0.07792207792207785,0.2817182817182817,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7848535150649955
PHLPP2,0.0863275613275613,0.22577422577422576,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.732574603440191
PHOSPHO1,0.09430014430014425,0.17782217782217782,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.676061518362075
PHOSPHO2,-0.08838383838383834,0.2087912087912088,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7137601971707626
PHOX2A,-0.09761904761904765,0.17382617382617382,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.671106578161215
PHOX2B,0.0209235209235209,0.7892107892107892,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9758910214827078
PHPT1,0.01634199134199135,0.8261738261738262,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9831178143617874
PHRF1,-0.0515151515151515,0.46853146853146854,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8862501739382304
PHTF1,0.0565295815295815,0.43156843156843155,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8716916639378582
PHTF2,-0.017424242424242446,0.7972027972027972,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9776255448471407
PHYH,0.005699855699855701,0.9330669330669331,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9948015257826426
PHYHD1,-0.0018398268398268532,0.983016983016983,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9981161758303358
PHYHIP,-0.027056277056277,0.6923076923076923,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9539921375695435
PHYHIPL,-0.1153679653679653,0.0919080919080919,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.5172599753008663
PHYKPL,-0.143073593073593,0.04995004995004995,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.3769348491116085
PI15,-0.060533910533910495,0.3946053946053946,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8511938354043618
PI16,-0.0307720057720057,0.6563436563436563,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.943929043507958
PI3,0.060569985569985496,0.41058941058941056,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8600227710960249
PI4K2A,0.10126262626262625,0.13486513486513488,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6111345656800203
PI4K2B,-0.0626623376623376,0.38161838161838163,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8439074115333108
PI4KA,0.03755411255411255,0.5784215784215784,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9241016260247029
PI4KB,0.1283549783549783,0.07192807192807193,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.46093447900258194
PIANP,-0.0251443001443001,0.7402597402597403,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9654685709770455
PIAS1,-0.0318542568542569,0.6613386613386614,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9451790085494821
PIAS2,0.0564574314574314,0.4205794205794206,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8657082872484659
PIAS3,-0.06410533910533905,0.3546453546453546,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8285690747053808
PIAS4,-0.01327561327561325,0.8581418581418582,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9872150999165747
PIBF1,0.08243145743145741,0.24675324675324675,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7544545971270109
PICALM,-0.09707792207792211,0.16283716283716285,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6554355727206012
PICK1,0.1777417027417027,0.01098901098901099,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.1307550514002127
PID1,0.03001443001442995,0.6623376623376623,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9451790085494821
PIDD1,0.033549783549783496,0.6443556443556444,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9406245962364375
PIERCE1,0.01161616161616165,0.8741258741258742,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9896578137565315
PIERCE2,0.1084415584415584,0.1258741258741259,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.5943411427282396
PIEZO1,-0.0595598845598845,0.4225774225774226,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8668218668218669
PIEZO2,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
PIF1,-0.11273448773448769,0.12687312687312688,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.596918642581908
PIFO,-0.08427128427128425,0.23476523476523475,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7425441990696663
PIGA,0.024170274170274203,0.7442557442557443,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9665733885859229
PIGB,0.10808080808080804,0.13786213786213786,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6148951411345608
PIGBOS1,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
PIGC,-0.04018759018759015,0.5684315684315684,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9221927357609256
PIGF,0.0733405483405483,0.2917082917082917,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7907078224538543
PIGG,0.016991341991342,0.8221778221778222,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9820235460414206
PIGH,0.0625541125541125,0.4025974025974026,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8572043288044212
PIGK,-0.027489177489177497,0.7312687312687313,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9634194454425585
PIGL,-0.0528138528138528,0.44255744255744256,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8750093174407069
PIGM,0.04227994227994225,0.5534465534465535,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9160203522583493
PIGN,0.0387445887445887,0.5894105894105894,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9280713310423889
PIGO,0.01064213564213565,0.8961038961038961,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9912791655976734
PIGP,-0.036111111111111094,0.6093906093906094,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9325812720072914
PIGQ,0.12882395382395376,0.07592407592407592,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.4730634230634231
PIGR,0.0786435786435786,0.26173826173826176,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7665934192851774
PIGS,0.0060966810966811,0.932067932067932,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9947991244866243
PIGT,0.03239538239538235,0.6523476523476524,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9427399899896375
PIGU,-0.09520202020202015,0.17782217782217782,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.676061518362075
PIGV,-0.03571428571428575,0.6223776223776224,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9367153981973634
PIGW,0.08946608946608944,0.21878121878121878,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7248036676813397
PIGX,0.13391053391053387,0.04995004995004995,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.3769348491116085
PIGY,0.04108946608946605,0.5764235764235764,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9224277674603055
PIGZ,-0.06901154401154394,0.3436563436563437,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8259126851777361
PIH1D1,-0.0032467532467532513,0.971028971028971,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9981161758303358
PIH1D2,-0.07857142857142854,0.2757242757242757,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.780487443432848
PIK3AP1,0.1348484848484848,0.055944055944055944,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.40162562233406923
PIK3C2A,0.0731240981240981,0.2867132867132867,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7860640919954136
PIK3C2B,0.02633477633477635,0.7212787212787213,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9614443087990356
PIK3C2G,0.0419552669552669,0.5524475524475524,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9159286416567968
PIK3C3,-0.047330447330447306,0.4925074925074925,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8961440098969695
PIK3CA,0.04819624819624815,0.5094905094905094,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9010004282801289
PIK3CB,-0.009379509379509349,0.8951048951048951,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9912791655976734
PIK3CD,-0.08860028860028855,0.22877122877122877,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7353133099037595
PIK3CG,-0.07882395382395375,0.2817182817182817,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7848535150649955
PIK3IP1,0.0413059163059163,0.5474525474525475,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9148017878651203
PIK3R1,-0.10833333333333331,0.12887112887112886,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6001945024672296
PIK3R2,-0.0385281385281385,0.6293706293706294,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9380270367038158
PIK3R3,-0.031204906204906197,0.6433566433566433,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9406245962364375
PIK3R4,-0.0421717171717172,0.5584415584415584,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9187633953914062
PIK3R5,-0.1593434343434343,0.01998001998001998,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.2102062227561372
PIK3R6,,0.000999000999000999,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.014371743700916869
PIKFYVE,0.13697691197691195,0.05094905094905095,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.37965791783973607
PILRA,0.09054834054834049,0.1958041958041958,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.6963395262662521
PILRB,-0.20176767676767676,0.004995004995004995,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.06584909015216378
PIM1,-0.0822150072150072,0.24675324675324675,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.7544545971270109
PIM2,0.0042568542568542506,0.9460539460539461,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.995214416183168
PIM3,0.021031746031746047,0.7802197802197802,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9747596322596324
PIMREG,0.036075036075035996,0.6073926073926074,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.9324239935193822
PIN1,-0.0524531024531024,0.45854145854145856,1000,one shared CRISPR row-label permutation across all trajectories/backgrounds,applied after global permutation per trajectory,0.8817516546637597
