database,signature_size,scoring_method,DRUG_NAME,drug_key,background,n_trajectory_values,n_positive_trajectory_values,median_rho,min_rho,max_rho,median_n,median_p
PRISM,100,weighted,4E1RCat,4E1RCAT,HCT116,3,1,-0.2452173913043478,-0.35130434782608694,0.10695652173913042,24.0,0.24812129907550173
PRISM,100,weighted,5-fluorouracil,5FLUOROURACIL,HCT116,3,0,-0.174025974025974,-0.1948051948051948,-0.13506493506493505,21.0,0.4505852392484295
PRISM,100,weighted,5-hydroxymethyl-tolterodine,5HYDROXYMETHYLTOLTERODINE,HCT116,3,0,-0.24209486166007904,-0.3685770750988142,-0.09189723320158102,23.0,0.26572710004866873
PRISM,100,weighted,7-aminocephalosporanic-acid,7AMINOCEPHALOSPORANICACID,HCT116,3,0,-0.13082706766917293,-0.29172932330827067,-0.07669172932330826,20.0,0.5824730901969897
PRISM,100,weighted,7-hydroxystaurosporine,7HYDROXYSTAUROSPORINE,HCT116,3,0,-0.3426086956521739,-0.4339130434782608,-0.2539130434782608,24.0,0.1012404900705785
PRISM,100,weighted,7-nitroindazole,7NITROINDAZOLE,HCT116,3,1,-0.05251270468661773,-0.4771315640880858,0.19706380575945792,22.0,0.37938905896201564
PRISM,100,weighted,8-hydroxy-PIPAT,8HYDROXYPIPAT,HCT116,3,2,0.0909090909090909,-0.03260869565217391,0.5,23.0,0.6799528986653569
PRISM,100,weighted,9-aminoacridine,9AMINOACRIDINE,HCT116,3,1,-0.15897435897435896,-0.21094017094017092,0.17128205128205126,26.0,0.4028029392513898
PRISM,100,weighted,A-674563,A674563,HCT116,3,0,-0.23320158102766803,-0.24901185770750991,-0.04545454545454545,23.0,0.2842237921370185
PRISM,100,weighted,A-803467,A803467,HCT116,3,0,-0.037593984962406006,-0.20902255639097742,-0.012030075187969924,20.0,0.8749652018566715
PRISM,100,weighted,A61603,A61603,HCT116,3,3,0.25296442687747034,0.19071146245059292,0.6294466403162056,23.0,0.24418783117889697
PRISM,100,weighted,ABT-702,ABT702,HCT116,3,3,0.17391304347826084,0.12,0.4495652173913043,24.0,0.41636999529355617
PRISM,100,weighted,ABT-737,ABT737,HCT116,3,1,-0.002608695652173913,-0.02434782608695652,0.13999999999999999,24.0,0.9100874200789536
PRISM,100,weighted,ABT-751,ABT751,HCT116,3,0,-0.45384615384615384,-0.5069230769230769,-0.10846153846153846,25.0,0.022678852863869996
PRISM,100,weighted,AC-264613,AC264613,HCT116,3,3,0.1476923076923077,0.013076923076923076,0.3238461538461538,25.0,0.4811005696665244
PRISM,100,weighted,ACDPP,ACDPP,HCT116,3,2,0.01038961038961039,-0.4324675324675325,0.14415584415584418,21.0,0.5330058743165694
PRISM,100,weighted,ACY-1215,ACY1215,HCT116,3,2,0.042608695652173914,-0.29565217391304344,0.2434782608695652,24.0,0.25159816184284295
PRISM,100,weighted,ADL5859,ADL5859,HCT116,3,1,-0.08300395256916997,-0.09090909090909091,0.05477131564088086,22.0,0.7134458318122272
PRISM,100,weighted,AEE788,AEE788,HCT116,3,3,0.145115753811406,0.08752117447769624,0.1993224167137211,22.0,0.5193505321771542
PRISM,100,weighted,AEG3482,AEG3482,HCT116,3,2,0.1243478260869565,-0.08347826086956521,0.1408695652173913,24.0,0.5626487416883165
PRISM,100,weighted,AG-14361,AG14361,HCT116,3,1,-0.2692307692307692,-0.3715384615384616,0.09923076923076923,25.0,0.19311390833091396
PRISM,100,weighted,AM-251,AM251,HCT116,3,1,-0.11478260869565216,-0.18173913043478263,0.27652173913043476,24.0,0.3953708419767238
PRISM,100,weighted,AM-580,AM580,HCT116,3,3,0.1442687747035573,0.14130434782608697,0.316205533596838,23.0,0.5113391540131089
PRISM,100,weighted,AMG-208,AMG208,HCT116,3,1,-0.16205533596837948,-0.19762845849802374,0.35177865612648224,23.0,0.36604918972941813
PRISM,100,weighted,AMG-232,AMG232,HCT116,3,1,-0.13636363636363635,-0.37272727272727274,0.18181818181818182,21.0,0.43023793249590314
PRISM,100,weighted,AMG458,AMG458,HCT116,3,1,-0.020869565217391303,-0.04434782608695652,0.07739130434782608,24.0,0.8369769840650598
PRISM,100,weighted,AMG900,AMG900,HCT116,3,2,0.01217391304347826,-0.21739130434782608,0.16347826086956518,24.0,0.44529656704260734
PRISM,100,weighted,AP1903,AP1903,HCT116,3,0,-0.02260869565217391,-0.12,-0.013913043478260868,24.0,0.9164870430337817
PRISM,100,weighted,AP26113,AP26113,HCT116,3,2,0.1176923076923077,-0.021538461538461538,0.19,25.0,0.5752831629598214
PRISM,100,weighted,AR-12,AR12,HCT116,3,1,-0.2598814229249012,-0.37154150197628455,0.23320158102766803,23.0,0.23109028352368027
PRISM,100,weighted,AR-42,AR42,HCT116,3,1,-0.0003418803418803419,-0.3463247863247863,0.28820512820512817,26.0,0.15335161690318103
PRISM,100,weighted,ARRY-334543,ARRY334543,HCT116,3,3,0.21609620721577338,0.13458923840855616,0.22465786360308612,26.0,0.2890176520641506
PRISM,100,weighted,AS-1949490,AS1949490,HCT116,3,3,0.1847826086956522,0.03952569169960475,0.4140316205533597,23.0,0.3986298380742021
PRISM,100,weighted,AS-703026,AS703026,HCT116,3,3,0.2465757039546067,0.1143837293344981,0.33972652544856924,26.0,0.2246264990018937
PRISM,100,weighted,AT-7519,AT7519,HCT116,3,1,-0.11301386431252808,-0.13732896845249623,0.04315074819205617,26.0,0.5825354791377175
PRISM,100,weighted,AT-9283,AT9283,HCT116,3,1,-0.08300395256916997,-0.12704686617730096,0.13382269904009036,22.0,0.5731558222741562
PRISM,100,weighted,AT13387,AT13387,HCT116,3,1,-0.10410974166972282,-0.2428085751441891,0.1445207598178389,26.0,0.48119409203469127
PRISM,100,weighted,AV-412,AV412,HCT116,3,1,-0.19217391304347822,-0.27652173913043476,0.15478260869565216,24.0,0.3683204887556275
PRISM,100,weighted,AVL-292,AVL292,HCT116,3,1,-0.31983969967887865,-0.35452947187832323,0.2282587010723451,26.0,0.11119917287512883
PRISM,100,weighted,AVN-944,AVN944,HCT116,3,2,0.0007039025190666116,-0.28120905636711135,0.16048977434718745,26.0,0.4335152215464663
PRISM,100,weighted,AZ-628,AZ628,HCT116,3,3,0.12114349718842125,0.0017455835329743697,0.17979510389636005,26.0,0.5555184123044454
PRISM,100,weighted,AZ20,AZ20,HCT116,3,0,-0.05615384615384616,-0.11307692307692309,-0.04230769230769231,25.0,0.789773254928051
PRISM,100,weighted,AZ3146,AZ3146,HCT116,3,1,-0.2786324786324786,-0.4092307692307692,0.0441025641025641,26.0,0.16809362792700522
PRISM,100,weighted,AZ960,AZ960,HCT116,3,1,-0.36752136752136744,-0.4899145299145299,0.11863247863247862,26.0,0.0647354159025111
PRISM,100,weighted,AZD2014,AZD2014,HCT116,3,1,-0.03974329251922291,-0.2865491390635972,0.11446068245536199,25.0,0.5858914106253574
PRISM,100,weighted,AZD2461,AZD2461,HCT116,3,1,-0.2843478260869565,-0.31478260869565217,0.09652173913043478,24.0,0.17809498095312243
PRISM,100,weighted,AZD2858,AZD2858,HCT116,3,0,-0.2505982905982906,-0.3435897435897436,-0.06461538461538462,26.0,0.21691207817332625
PRISM,100,weighted,AZD3463,AZD3463,HCT116,3,1,-0.06871794871794872,-0.13435897435897434,0.1863247863247863,26.0,0.5128654568168938
PRISM,100,weighted,AZD5363,AZD5363,HCT116,3,1,-0.07692307692307691,-0.18615384615384614,0.03923076923076923,25.0,0.7147630179938114
PRISM,100,weighted,AZD5438,AZD5438,HCT116,3,2,0.12923076923076923,-0.06615384615384615,0.21076923076923076,25.0,0.5381165514921838
PRISM,100,weighted,AZD6482,AZD6482,HCT116,3,0,-0.24307692307692305,-0.3278632478632478,-0.228034188034188,26.0,0.23148379594390028
PRISM,100,weighted,AZD7762,AZD7762,HCT116,3,0,-0.2341880341880342,-0.377094017094017,-0.10495726495726496,26.0,0.24952570142110495
PRISM,100,weighted,AZD8055,AZD8055,HCT116,3,1,-0.10615384615384615,-0.4476923076923077,0.010769230769230769,25.0,0.6135400689983799
PRISM,100,weighted,AZD8330,AZD8330,HCT116,3,3,0.2909401709401709,0.2198290598290598,0.39350427350427347,26.0,0.1493141381028456
PRISM,100,weighted,AZD8931,AZD8931,HCT116,3,3,0.16949359168760045,0.08250299065852648,0.21851210496588813,26.0,0.4078062299262148
PRISM,100,weighted,AZD9668,AZD9668,HCT116,3,0,-0.17739130434782607,-0.21043478260869564,-0.03826086956521739,24.0,0.40696255139715676
PRISM,100,weighted,BAM7,BAM7,HCT116,3,1,-0.07826086956521738,-0.21739130434782608,0.010434782608695651,24.0,0.7162392905010878
PRISM,100,weighted,BAN-ORL-24,BANORL24,HCT116,3,2,0.30138339920948615,-0.22628458498023715,0.34980237154150196,23.0,0.16225571581325918
PRISM,100,weighted,BAY-11-7082,BAY117082,HCT116,3,2,0.017391304347826087,-0.002608695652173913,0.02869565217391304,24.0,0.9357145967179171
PRISM,100,weighted,BAY-87-2243,BAY872243,HCT116,3,1,-0.2276923076923077,-0.2323076923076923,0.12153846153846154,25.0,0.2736770149810363
PRISM,100,weighted,BAY-K-8644-(s)-(-),BAYK8644S,HCT116,3,1,-0.2015810276679842,-0.2845849802371542,0.15118577075098816,23.0,0.3563437597255915
PRISM,100,weighted,BF2.649,BF2649,HCT116,3,1,-0.14307692307692307,-0.20615384615384616,0.21076923076923076,25.0,0.3228240576300505
PRISM,100,weighted,BGT226,BGT226,HCT116,3,0,-0.2974308300395257,-0.44565217391304346,-0.12351778656126483,23.0,0.16810724114298076
PRISM,100,weighted,BI-2536,BI2536,HCT116,3,2,0.16538461538461538,-0.05153846153846154,0.1992307692307692,25.0,0.4294979277707976
PRISM,100,weighted,BI-78D3,BI78D3,HCT116,3,0,-0.06521739130434782,-0.23715415019762848,-0.019762845849802375,23.0,0.7675018255842938
PRISM,100,weighted,BI-D1870,BID1870,HCT116,3,1,-0.04150197628458498,-0.07312252964426878,0.24604743083003952,23.0,0.7402130561603608
PRISM,100,weighted,BIBR-1532,BIBR1532,HCT116,3,1,-0.19615384615384615,-0.2353846153846154,0.007692307692307692,25.0,0.34735564993131923
PRISM,100,weighted,BIBU-1361,BIBU1361,HCT116,3,3,0.16384615384615386,0.06461538461538462,0.27,25.0,0.4338620362289229
PRISM,100,weighted,BIBX-1382,BIBX1382,HCT116,3,3,0.2723076923076923,0.09999999999999999,0.34153846153846157,25.0,0.18787807204245674
PRISM,100,weighted,BIIB021,BIIB021,HCT116,3,1,-0.38145749606709994,-0.48682871471164413,0.2945604521199758,26.0,0.05450236284856272
PRISM,100,weighted,BIX-01294,BIX01294,HCT116,3,2,0.05162393162393161,-0.10085470085470086,0.13435897435897434,26.0,0.6239773010938097
PRISM,100,weighted,BIX-02188,BIX02188,HCT116,3,2,0.0441025641025641,-0.14529914529914528,0.07487179487179485,26.0,0.7162257338889682
PRISM,100,weighted,BMS-265246,BMS265246,HCT116,3,2,0.22076923076923075,-0.15846153846153843,0.3869230769230769,25.0,0.2889224727817363
PRISM,100,weighted,BMS-345541,BMS345541,HCT116,3,1,-0.16999999999999998,-0.24384615384615385,0.09999999999999999,25.0,0.41654945761410517
PRISM,100,weighted,BMS-387032,BMS387032,HCT116,3,1,-0.15461538461538463,-0.2376923076923077,0.03307692307692307,25.0,0.4605426867968305
PRISM,100,weighted,BMS-599626,BMS599626,HCT116,3,3,0.24788255223037836,0.09655561829474874,0.30660643704121965,22.0,0.2660193797824072
PRISM,100,weighted,BMS-626529,BMS626529,HCT116,3,3,0.11236589497459064,0.07171089779785433,0.4421230942970074,22.0,0.6185828298318786
PRISM,100,weighted,BMS-690514,BMS690514,HCT116,3,3,0.32586767444976916,0.274576854756731,0.38023594332438965,26.0,0.10425127256380085
PRISM,100,weighted,BMS-707035,BMS707035,HCT116,3,1,-0.21038961038961035,-0.3311688311688311,0.07792207792207792,21.0,0.35998449216768674
PRISM,100,weighted,BMS-754807,BMS754807,HCT116,3,3,0.2501509515782392,0.059633508580570954,0.2594444853830035,25.0,0.227813468187629
PRISM,100,weighted,BMS-986020,BMS986020,HCT116,3,2,0.14307692307692307,-0.006923076923076924,0.25461538461538463,25.0,0.4950600560452396
PRISM,100,weighted,BNC105,BNC105,HCT116,3,0,-0.33,-0.5223076923076923,-0.06307692307692309,25.0,0.10717356052084386
PRISM,100,weighted,BNTX,BNTX,HCT116,3,2,0.041538461538461545,-0.10923076923076921,0.13307692307692306,25.0,0.6032361286157774
PRISM,100,weighted,BVD-523,BVD523,HCT116,3,3,0.2823076923076923,0.10076923076923076,0.3453846153846154,25.0,0.1715391674719989
PRISM,100,weighted,BVT-948,BVT948,HCT116,3,2,0.0012987012987012987,-0.0012987012987012987,0.26493506493506497,21.0,0.9955422850919049
PRISM,100,weighted,BW-180C,BW180C,HCT116,3,2,0.1808300395256917,-0.13043478260869565,0.24703557312252966,23.0,0.4089699610784201
PRISM,100,weighted,BX-912,BX912,HCT116,3,0,-0.05641025641025641,-0.29709401709401706,-0.04820512820512819,26.0,0.7843086478542026
PRISM,100,weighted,CB-10-277,CB10277,HCT116,3,1,-0.007792207792207793,-0.03636363636363636,0.3337662337662338,21.0,0.8756496301383223
PRISM,100,weighted,CCG-50014,CCG50014,HCT116,3,1,0.0,-0.14384615384615382,0.06769230769230769,25.0,0.7478295709921494
PRISM,100,weighted,CCT128930,CCT128930,HCT116,3,1,-0.1398290598290598,-0.18427350427350422,0.2451282051282051,26.0,0.36750617088856957
PRISM,100,weighted,CCT129202,CCT129202,HCT116,3,2,0.05615384615384616,-0.09999999999999999,0.14692307692307693,25.0,0.6343614915786996
PRISM,100,weighted,CCT137690,CCT137690,HCT116,3,1,-0.16869565217391302,-0.23304347826086955,0.18869565217391301,24.0,0.3772156351847256
PRISM,100,weighted,CD-437,CD437,HCT116,3,2,0.01826086956521739,-0.3652173913043478,0.03043478260869565,24.0,0.8877339355759605
PRISM,100,weighted,CEP-32496,CEP32496,HCT116,3,1,-0.18802936194240544,-0.4059853190287973,0.36871823828345573,22.0,0.09129867133271721
PRISM,100,weighted,CEP-37440,CEP37440,HCT116,3,1,-0.023478260869565212,-0.16086956521739126,0.07478260869565216,24.0,0.7283751615575543
PRISM,100,weighted,CGM097,CGM097,HCT116,3,1,-0.13636363636363635,-0.475296442687747,0.17490118577075098,23.0,0.4247538117161002
PRISM,100,weighted,CGP-37849,CGP37849,HCT116,3,1,-0.011857707509881422,-0.1818181818181818,0.25296442687747034,23.0,0.40637117235267906
PRISM,100,weighted,CGP-52411,CGP52411,HCT116,3,2,0.0723076923076923,-0.08461538461538462,0.34384615384615386,25.0,0.6875813739255664
PRISM,100,weighted,CGS-15943,CGS15943,HCT116,3,2,0.1288888888888889,-0.11111111111111109,0.13504273504273506,26.0,0.5303244428479801
PRISM,100,weighted,CGS-20625,CGS20625,HCT116,3,1,-0.17076923076923078,-0.23307692307692307,0.12384615384615384,25.0,0.41441248904353034
PRISM,100,weighted,CH5132799,CH5132799,HCT116,3,1,-0.07652173913043478,-0.11043478260869564,0.1060869565217391,24.0,0.6217515088671185
PRISM,100,weighted,CHIR-124,CHIR124,HCT116,3,1,-0.07312252964426878,-0.14723320158102768,0.12154150197628459,23.0,0.5806457885494274
PRISM,100,weighted,CHIR-98014,CHIR98014,HCT116,3,0,-0.16699604743083005,-0.18577075098814227,-0.13537549407114624,23.0,0.4463021295256066
PRISM,100,weighted,CHIR-99021,CHIR99021,HCT116,3,2,0.2707509881422925,-0.1600790513833992,0.4031620553359684,23.0,0.21145886194855515
PRISM,100,weighted,CI-844,CI844,HCT116,3,3,0.044607566346696784,0.005081874647092039,0.34048560135516664,22.0,0.8437394727309631
PRISM,100,weighted,CID-5458317,CID5458317,HCT116,3,1,-0.26495726495726496,-0.3374358974358974,0.008547008547008546,26.0,0.1908385196141234
PRISM,100,weighted,CMPD-1,CMPD1,HCT116,3,1,-0.4623076923076923,-0.6538461538461537,0.13692307692307693,25.0,0.01997667871234908
PRISM,100,weighted,CNX-2006,CNX2006,HCT116,3,2,0.23609022556390977,-0.15789473684210525,0.3744360902255639,20.0,0.3162939707830972
PRISM,100,weighted,CNX-774,CNX774,HCT116,3,3,0.288695652173913,0.02,0.37043478260869556,24.0,0.17126415242206844
PRISM,100,weighted,CP-673451,CP673451,HCT116,3,0,-0.15866741953698477,-0.18238283455674761,-0.09768492377188029,22.0,0.48064705182624184
PRISM,100,weighted,CP-724714,CP724714,HCT116,3,3,0.1570663629691613,0.00034520079773442045,0.38627969266481643,26.0,0.44351520442973397
PRISM,100,weighted,"CP-945,598",CP945598,HCT116,3,1,-0.3446153846153846,-0.3653846153846153,0.09153846153846153,25.0,0.09160561662683193
PRISM,100,weighted,CPI-1189,CPI1189,HCT116,3,0,-0.33999999999999997,-0.37652173913043474,-0.2217391304347826,24.0,0.10403796669819437
PRISM,100,weighted,CPP,CPP,HCT116,3,1,-0.019999999999999997,-0.027692307692307697,0.19307692307692306,25.0,0.8954607580921329
PRISM,100,weighted,CR8-(R),CR8R,HCT116,3,1,-0.2815384615384615,-0.48384615384615387,0.25153846153846154,25.0,0.17275952616715787
PRISM,100,weighted,CS-110266,CS110266,HCT116,3,1,-0.22556390977443608,-0.30977443609022554,0.018045112781954885,20.0,0.33897093917086674
PRISM,100,weighted,CUDC-907,CUDC907,HCT116,3,3,0.2907692307692308,0.18384615384615385,0.38461538461538464,25.0,0.1585109497648798
PRISM,100,weighted,CX-4945,CX4945,HCT116,3,2,0.05563909774436089,-0.010526315789473682,0.30977443609022554,20.0,0.8157739948259725
PRISM,100,weighted,CX-5461,CX5461,HCT116,3,1,-0.21565217391304345,-0.38869565217391305,0.15217391304347824,24.0,0.31151444912851095
PRISM,100,weighted,CYC116,CYC116,HCT116,3,0,-0.19230769230769232,-0.30538461538461537,-0.016153846153846154,25.0,0.3570774986685708
PRISM,100,weighted,CYT-997,CYT997,HCT116,3,0,-0.2417094017094017,-0.4721367521367521,-0.08444444444444445,26.0,0.23420142217199674
PRISM,100,weighted,D-4476,D4476,HCT116,3,0,-0.04869565217391304,-0.2678260869565217,-0.040869565217391296,24.0,0.8212344730022533
PRISM,100,weighted,D-64131,D64131,HCT116,3,1,-0.5084615384615384,-0.576923076923077,0.30000000000000004,25.0,0.009450280771159732
PRISM,100,weighted,D-7193,D7193,HCT116,3,3,0.2588034188034188,0.04205128205128204,0.31965811965811963,26.0,0.20173463730231225
PRISM,100,weighted,D-Serine,DSERINE,HCT116,3,2,0.1533834586466165,-0.3233082706766917,0.31729323308270674,20.0,0.17283688640714231
PRISM,100,weighted,DCEBIO,DCEBIO,HCT116,3,1,-0.0942970073404856,-0.21852060982495766,0.20383963862224735,22.0,0.36288120211175284
PRISM,100,weighted,DMH1,DMH1,HCT116,3,1,-0.03217391304347826,-0.08695652173913042,0.10695652173913042,24.0,0.6861953252985288
PRISM,100,weighted,DPI-201106,DPI201106,HCT116,3,2,0.013846153846153848,-0.20846153846153848,0.07999999999999999,25.0,0.703847643246264
PRISM,100,weighted,DU-728,DU728,HCT116,3,1,-0.2065217391304348,-0.4762845849802372,0.010869565217391304,23.0,0.3444257374279108
PRISM,100,weighted,DVD-111,DVD111,HCT116,3,0,-0.30225563909774433,-0.3203007518796992,-0.1789473684210526,20.0,0.19523758072220296
PRISM,100,weighted,E7449,E7449,HCT116,3,1,-0.43774703557312256,-0.4525691699604743,0.1442687747035573,23.0,0.036704688168162844
PRISM,100,weighted,EMD-53998,EMD53998,HCT116,3,1,-0.08384615384615385,-0.2723076923076923,0.19076923076923075,25.0,0.3610105468146809
PRISM,100,weighted,ENMD-2076,ENMD2076,HCT116,3,3,0.14887218045112782,0.08872180451127819,0.2541353383458646,20.0,0.5310434616086306
PRISM,100,weighted,EPZ-5676,EPZ5676,HCT116,3,1,-0.32923076923076927,-0.546923076923077,0.24846153846153846,25.0,0.10804385773497067
PRISM,100,weighted,ER-27319,ER27319,HCT116,3,1,-0.0876923076923077,-0.15999999999999998,0.29692307692307696,25.0,0.44487621013103373
PRISM,100,weighted,ETP-46464,ETP46464,HCT116,3,0,-0.23739130434782607,-0.46347826086956523,-0.1973913043478261,24.0,0.2640149612138324
PRISM,100,weighted,EVP4593,EVP4593,HCT116,3,1,-0.2226086956521739,-0.23130434782608694,0.2895652173913043,24.0,0.27681789646261495
PRISM,100,weighted,FERb-033,FERB033,HCT116,3,1,-0.17913043478260868,-0.2208695652173913,0.37739130434782603,24.0,0.29966517423017186
PRISM,100,weighted,FG-4592,FG4592,HCT116,3,0,-0.1314229249011858,-0.24703557312252966,-0.018774703557312256,23.0,0.5500163417360642
PRISM,100,weighted,FK-3311,FK3311,HCT116,3,0,-0.23616600790513834,-0.29446640316205536,-0.17193675889328064,23.0,0.2779707631076223
PRISM,100,weighted,FK-866,FK866,HCT116,3,0,-0.26076923076923075,-0.3192307692307692,-0.020769230769230772,25.0,0.20802517410935772
PRISM,100,weighted,FK-888,FK888,HCT116,3,3,0.06103896103896104,0.044155844155844164,0.0961038961038961,21.0,0.7926796536257745
PRISM,100,weighted,FLI-06,FLI06,HCT116,3,1,-0.017786561264822136,-0.15513833992094864,0.12944664031620554,23.0,0.5560827674570137
PRISM,100,weighted,FPH1-(BRD-6125),FPH1BRD6125,HCT116,3,0,-0.06173913043478261,-0.14260869565217388,-0.03826086956521739,24.0,0.7744295754905792
PRISM,100,weighted,FR-139317,FR139317,HCT116,3,1,-0.05615384615384616,-0.10461538461538461,0.17923076923076922,25.0,0.6187190398978744
PRISM,100,weighted,G-1,G1,HCT116,3,1,-0.25,-0.283596837944664,0.026679841897233204,23.0,0.24994590679180836
PRISM,100,weighted,GDC-0068,GDC0068,HCT116,3,1,-0.07145299145299144,-0.11452991452991453,0.2574358974358974,26.0,0.5774539373140786
PRISM,100,weighted,GDC-0152,GDC0152,HCT116,3,0,-0.20230769230769227,-0.28615384615384615,-0.19615384615384615,25.0,0.3321314401444695
PRISM,100,weighted,GDC-0349,GDC0349,HCT116,3,0,-0.18615384615384614,-0.5238461538461539,-0.03,25.0,0.3729608729013305
PRISM,100,weighted,GDC-0941,GDC0941,HCT116,3,1,-0.011282051282051281,-0.0823931623931624,0.2239316239316239,26.0,0.6890506826294659
PRISM,100,weighted,GDC-0980,GDC0980,HCT116,3,1,-0.17879123984291936,-0.20413173052931738,0.10382562156232522,26.0,0.3821750719143119
PRISM,100,weighted,GGTI-298,GGTI298,HCT116,3,1,-0.08608695652173912,-0.28086956521739126,0.15043478260869564,24.0,0.4829016923237182
PRISM,100,weighted,GSK-3-inhibitor-IX,GSK3INHIBITORIX,HCT116,3,1,-0.3092885375494071,-0.3745059288537549,0.019762845849802375,23.0,0.1509829289558702
PRISM,100,weighted,GSK-J4,GSKJ4,HCT116,3,2,0.030769230769230767,-0.3123076923076923,0.21923076923076923,25.0,0.2923814128173166
PRISM,100,weighted,GSK1070916,GSK1070916,HCT116,3,1,-0.044466403162055336,-0.1926877470355731,0.20454545454545459,23.0,0.3783932922497417
PRISM,100,weighted,GSK1292263,GSK1292263,HCT116,3,1,-0.10695652173913042,-0.27478260869565213,0.00608695652173913,24.0,0.6188809974331807
PRISM,100,weighted,GSK1838705A,GSK1838705A,HCT116,3,2,0.13766233766233765,-0.287012987012987,0.3103896103896104,21.0,0.20714101817766592
PRISM,100,weighted,GSK1904529A,GSK1904529A,HCT116,3,3,0.25691699604743085,0.06027667984189724,0.45158102766798425,23.0,0.2366456770181237
PRISM,100,weighted,GSK2110183,GSK2110183,HCT116,3,1,-0.009914529914529914,-0.1822222222222222,0.007179487179487179,26.0,0.9616611834964592
PRISM,100,weighted,GSK2126458,GSK2126458,HCT116,3,0,-0.11913043478260868,-0.3643478260869565,-0.02434782608695652,24.0,0.5792759020081251
PRISM,100,weighted,GSK256066,GSK256066,HCT116,3,1,-0.18496240601503755,-0.2421052631578947,0.09924812030075188,20.0,0.43498614362285254
PRISM,100,weighted,GSK2656157,GSK2656157,HCT116,3,1,-0.0800395256916996,-0.12845849802371542,0.41600790513833996,23.0,0.559127274498743
PRISM,100,weighted,GSK2830371,GSK2830371,HCT116,3,1,-0.025217391304347827,-0.13391304347826086,0.07739130434782608,24.0,0.7192671455433247
PRISM,100,weighted,GSK429286A,GSK429286A,HCT116,3,3,0.19043478260869565,0.1417391304347826,0.38260869565217387,24.0,0.3727527778427132
