donor_id,top_source_group,n_cells_source,PGE2_synthesis_mean,top_receiver_subtype,n_cells_receiver,PTGER4_mean,PTGER4_detection_fraction
KUL01,mast_cells,8,0.5486755269535396,FCN1_inflammatory_monocyte_like,161,0.1672576892377285,0.14906832298136646
KUL19,mast_cells,31,0.770245233447724,SPP1_like_TAM,8,0.198759955703182,0.25
KUL21,mast_cells,27,0.7150332853396905,C1QC_like_TAM,2,0.28592613803432404,0.5
KUL28,SPP1_like_TAM,12,2.1558604967730184,FCN1_inflammatory_monocyte_like,14,0.23005451916764666,0.14285714285714285
KUL30,fibroblast_like,126,0.3344883371139724,FCN1_inflammatory_monocyte_like,31,0.3525945631913316,0.25806451612903225
KUL31,C1QC_like_TAM,5,0.3909878600704019,C1QC_like_TAM,5,0.3147536292524335,0.4
