donor_id,condition,source_group,receiver_subtype,source_cells,receiver_cells,source_mean_score,source_high_fraction,receiver_PTGER4_mean,receiver_detection_fraction,receiver_high_fraction,source_top_among_major,receiver_top_among_macrophages,coverage,axis_score,pair_is_directionally_consistent
KUL19,tumor,tumor_epithelial,C1QC_like_TAM,574,129,-0.004638509059730133,0.2979094076655052,0.18923741233080454,0.27906976744186046,0.27906976744186046,False,False,True,-0.0008777794515363237,False
KUL19,tumor,tumor_epithelial,FCN1_inflammatory_monocyte_like,574,35,-0.004638509059730133,0.2979094076655052,0.0523188641719899,0.05714285714285714,0.05714285714285714,False,False,True,-0.00024268152545656543,False
KUL19,tumor,tumor_epithelial,resident_like,574,9,-0.004638509059730133,0.2979094076655052,0.14331758350710322,0.1111111111111111,0.1111111111111111,False,False,True,-0.0006647799095163281,False
KUL19,tumor,SPP1_like_TAM,SPP1_like_TAM,8,8,0.04315461403880638,0.25,0.198759955703182,0.25,0.25,False,True,True,0.008577409174741073,False
KUL19,tumor,SPP1_like_TAM,C1QC_like_TAM,8,129,0.04315461403880638,0.25,0.18923741233080454,0.27906976744186046,0.27906976744186046,False,False,True,0.00816646749083833,False
KUL19,tumor,SPP1_like_TAM,FCN1_inflammatory_monocyte_like,8,35,0.04315461403880638,0.25,0.0523188641719899,0.05714285714285714,0.05714285714285714,False,False,True,0.0022578003902909596,False
KUL19,tumor,SPP1_like_TAM,resident_like,8,9,0.04315461403880638,0.25,0.14331758350710322,0.1111111111111111,0.1111111111111111,False,False,True,0.006184815001223443,False
KUL19,tumor,C1QC_like_TAM,SPP1_like_TAM,129,8,0.31003167528675346,0.5813953488372093,0.198759955703182,0.25,0.25,False,True,True,0.061621882046578424,False
KUL19,tumor,C1QC_like_TAM,C1QC_like_TAM,129,129,0.31003167528675346,0.5813953488372093,0.18923741233080454,0.27906976744186046,0.27906976744186046,False,False,True,0.05866959197184947,False
KUL19,tumor,C1QC_like_TAM,FCN1_inflammatory_monocyte_like,129,35,0.31003167528675346,0.5813953488372093,0.0523188641719899,0.05714285714285714,0.05714285714285714,False,False,True,0.016220505108342134,False
KUL19,tumor,C1QC_like_TAM,resident_like,129,9,0.31003167528675346,0.5813953488372093,0.14331758350710322,0.1111111111111111,0.1111111111111111,False,False,True,0.0444329905127564,False
KUL19,tumor,fibroblast_like,SPP1_like_TAM,189,8,0.15800100739788836,0.42328042328042326,0.198759955703182,0.25,0.25,False,True,True,0.03140427323146242,False
KUL19,tumor,fibroblast_like,C1QC_like_TAM,189,129,0.15800100739788836,0.42328042328042326,0.18923741233080454,0.27906976744186046,0.27906976744186046,False,False,True,0.0298997017856367,False
KUL19,tumor,fibroblast_like,FCN1_inflammatory_monocyte_like,189,35,0.15800100739788836,0.42328042328042326,0.0523188641719899,0.05714285714285714,0.05714285714285714,False,False,True,0.008266433245087693,False
KUL19,tumor,fibroblast_like,resident_like,189,9,0.15800100739788836,0.42328042328042326,0.14331758350710322,0.1111111111111111,0.1111111111111111,False,False,True,0.0226443225719533,False
KUL19,tumor,endothelial_like,SPP1_like_TAM,176,8,-0.05292949988412825,0.21022727272727273,0.198759955703182,0.25,0.25,False,True,True,-0.010520265052360908,False
KUL19,tumor,endothelial_like,C1QC_like_TAM,176,129,-0.05292949988412825,0.21022727272727273,0.18923741233080454,0.27906976744186046,0.27906976744186046,False,False,True,-0.010016241594036048,False
KUL19,tumor,endothelial_like,FCN1_inflammatory_monocyte_like,176,35,-0.05292949988412825,0.21022727272727273,0.0523188641719899,0.05714285714285714,0.05714285714285714,False,False,True,-0.002769211315129061,False
KUL19,tumor,endothelial_like,resident_like,176,9,-0.05292949988412825,0.21022727272727273,0.14331758350710322,0.1111111111111111,0.1111111111111111,False,False,True,-0.007585728019632761,False
KUL19,tumor,normal_epithelial,SPP1_like_TAM,0,8,,,0.198759955703182,0.25,0.25,False,True,False,,False
KUL19,tumor,normal_epithelial,C1QC_like_TAM,0,129,,,0.18923741233080454,0.27906976744186046,0.27906976744186046,False,False,False,,False
KUL19,tumor,normal_epithelial,FCN1_inflammatory_monocyte_like,0,35,,,0.0523188641719899,0.05714285714285714,0.05714285714285714,False,False,False,,False
KUL19,tumor,normal_epithelial,resident_like,0,9,,,0.14331758350710322,0.1111111111111111,0.1111111111111111,False,False,False,,False
KUL21,tumor,mast_cells,SPP1_like_TAM,27,9,0.7150332853396905,0.7407407407407407,0.060547295923607684,0.1111111111111111,0.1111111111111111,True,False,True,0.04329333192269165,False
KUL21,tumor,mast_cells,C1QC_like_TAM,27,2,0.7150332853396905,0.7407407407407407,0.28592613803432404,0.5,0.5,True,True,True,0.20444670584317254,True
KUL21,tumor,mast_cells,FCN1_inflammatory_monocyte_like,27,139,0.7150332853396905,0.7407407407407407,0.08919908048620533,0.06474820143884892,0.06474820143884892,True,False,True,0.06378031156933087,False
KUL21,tumor,mast_cells,resident_like,27,84,0.7150332853396905,0.7407407407407407,0.25010621435274566,0.2261904761904762,0.2261904761904762,True,False,True,0.17883426813251657,False
KUL21,tumor,tumor_epithelial,SPP1_like_TAM,759,9,0.06775011144260383,0.3557312252964427,0.060547295923607684,0.1111111111111111,0.1111111111111111,False,False,True,0.004102086046372733,False
KUL21,tumor,tumor_epithelial,C1QC_like_TAM,759,2,0.06775011144260383,0.3557312252964427,0.28592613803432404,0.5,0.5,False,True,True,0.01937152771617878,False
KUL21,tumor,tumor_epithelial,FCN1_inflammatory_monocyte_like,759,139,0.06775011144260383,0.3557312252964427,0.08919908048620533,0.06474820143884892,0.06474820143884892,False,False,True,0.0060432476435181995,False
KUL21,tumor,tumor_epithelial,resident_like,759,84,0.06775011144260383,0.3557312252964427,0.25010621435274566,0.2261904761904762,0.2261904761904762,False,False,True,0.01694472389488628,False
KUL21,tumor,SPP1_like_TAM,SPP1_like_TAM,9,9,0.21847049606014088,0.3333333333333333,0.060547295923607684,0.1111111111111111,0.1111111111111111,False,False,True,0.013227797775530717,False
KUL21,tumor,SPP1_like_TAM,C1QC_like_TAM,9,2,0.21847049606014088,0.3333333333333333,0.28592613803432404,0.5,0.5,False,True,True,0.062466425212919084,False
KUL21,tumor,SPP1_like_TAM,FCN1_inflammatory_monocyte_like,9,139,0.21847049606014088,0.3333333333333333,0.08919908048620533,0.06474820143884892,0.06474820143884892,False,False,True,0.01948736736192971,False
KUL21,tumor,SPP1_like_TAM,resident_like,9,84,0.21847049606014088,0.3333333333333333,0.25010621435274566,0.2261904761904762,0.2261904761904762,False,False,True,0.05464082871736827,False
KUL21,tumor,C1QC_like_TAM,SPP1_like_TAM,2,9,0.5854854419076192,0.5,0.060547295923607684,0.1111111111111111,0.1111111111111111,False,False,True,0.03544956031014484,False
KUL21,tumor,C1QC_like_TAM,C1QC_like_TAM,2,2,0.5854854419076192,0.5,0.28592613803432404,0.5,0.5,False,True,True,0.16740559127996513,False
KUL21,tumor,C1QC_like_TAM,FCN1_inflammatory_monocyte_like,2,139,0.5854854419076192,0.5,0.08919908048620533,0.06474820143884892,0.06474820143884892,False,False,True,0.05222476305621922,False
KUL21,tumor,C1QC_like_TAM,resident_like,2,84,0.5854854419076192,0.5,0.25010621435274566,0.2261904761904762,0.2261904761904762,False,False,True,0.146433547434159,False
KUL21,tumor,fibroblast_like,SPP1_like_TAM,613,9,0.26252453643948037,0.4796084828711256,0.060547295923607684,0.1111111111111111,0.1111111111111111,False,False,True,0.015895150795009146,False
KUL21,tumor,fibroblast_like,C1QC_like_TAM,613,2,0.26252453643948037,0.4796084828711256,0.28592613803432404,0.5,0.5,False,True,True,0.0750626268433918,False
KUL21,tumor,fibroblast_like,FCN1_inflammatory_monocyte_like,613,139,0.26252453643948037,0.4796084828711256,0.08919908048620533,0.06474820143884892,0.06474820143884892,False,False,True,0.023416947255468952,False
KUL21,tumor,fibroblast_like,resident_like,613,84,0.26252453643948037,0.4796084828711256,0.25010621435274566,0.2261904761904762,0.2261904761904762,False,False,True,0.06565901798358786,False
KUL21,tumor,endothelial_like,SPP1_like_TAM,99,9,-0.06821076143792192,0.1717171717171717,0.060547295923607684,0.1111111111111111,0.1111111111111111,False,False,True,-0.004129977157956466,False
KUL21,tumor,endothelial_like,C1QC_like_TAM,99,2,-0.06821076143792192,0.1717171717171717,0.28592613803432404,0.5,0.5,False,True,True,-0.01950323959032561,False
KUL21,tumor,endothelial_like,FCN1_inflammatory_monocyte_like,99,139,-0.06821076143792192,0.1717171717171717,0.08919908048620533,0.06474820143884892,0.06474820143884892,False,False,True,-0.006084337199526548,False
KUL21,tumor,endothelial_like,resident_like,99,84,-0.06821076143792192,0.1717171717171717,0.25010621435274566,0.2261904761904762,0.2261904761904762,False,False,True,-0.017059935321356898,False
KUL21,tumor,normal_epithelial,SPP1_like_TAM,0,9,,,0.060547295923607684,0.1111111111111111,0.1111111111111111,False,False,False,,False
KUL21,tumor,normal_epithelial,C1QC_like_TAM,0,2,,,0.28592613803432404,0.5,0.5,False,True,False,,False
KUL21,tumor,normal_epithelial,FCN1_inflammatory_monocyte_like,0,139,,,0.08919908048620533,0.06474820143884892,0.06474820143884892,False,False,False,,False
KUL21,tumor,normal_epithelial,resident_like,0,84,,,0.25010621435274566,0.2261904761904762,0.2261904761904762,False,False,False,,False
KUL28,tumor,mast_cells,SPP1_like_TAM,10,12,1.5166377822999806,0.9,0.0,0.0,0.0,False,False,True,0.0,False
KUL28,tumor,mast_cells,C1QC_like_TAM,10,26,1.5166377822999806,0.9,0.033953459557922984,0.038461538461538464,0.038461538461538464,False,False,True,0.05149509960534039,False
KUL28,tumor,mast_cells,FCN1_inflammatory_monocyte_like,10,14,1.5166377822999806,0.9,0.23005451916764666,0.14285714285714285,0.14285714285714285,False,True,True,0.348909375758508,False
KUL28,tumor,mast_cells,resident_like,10,4,1.5166377822999806,0.9,0.0,0.0,0.0,False,False,True,0.0,False
KUL28,tumor,tumor_epithelial,SPP1_like_TAM,40,12,0.09827441997619436,0.525,0.0,0.0,0.0,False,False,True,0.0,False
KUL28,tumor,tumor_epithelial,C1QC_like_TAM,40,26,0.09827441997619436,0.525,0.033953459557922984,0.038461538461538464,0.038461538461538464,False,False,True,0.003336756544240054,False
KUL28,tumor,tumor_epithelial,FCN1_inflammatory_monocyte_like,40,14,0.09827441997619436,0.525,0.23005451916764666,0.14285714285714285,0.14285714285714285,False,True,True,0.022608474434102764,False
KUL28,tumor,tumor_epithelial,resident_like,40,4,0.09827441997619436,0.525,0.0,0.0,0.0,False,False,True,0.0,False
KUL28,tumor,SPP1_like_TAM,SPP1_like_TAM,12,12,2.1558604967730184,1.0,0.0,0.0,0.0,True,False,True,0.0,False
KUL28,tumor,SPP1_like_TAM,C1QC_like_TAM,12,26,2.1558604967730184,1.0,0.033953459557922984,0.038461538461538464,0.038461538461538464,True,False,True,0.07319892218970643,False
KUL28,tumor,SPP1_like_TAM,FCN1_inflammatory_monocyte_like,12,14,2.1558604967730184,1.0,0.23005451916764666,0.14285714285714285,0.14285714285714285,True,True,True,0.4959654499776406,True
KUL28,tumor,SPP1_like_TAM,resident_like,12,4,2.1558604967730184,1.0,0.0,0.0,0.0,True,False,True,0.0,False
KUL28,tumor,C1QC_like_TAM,SPP1_like_TAM,26,12,0.38024875781942186,0.46153846153846156,0.0,0.0,0.0,False,False,True,0.0,False
KUL28,tumor,C1QC_like_TAM,C1QC_like_TAM,26,26,0.38024875781942186,0.46153846153846156,0.033953459557922984,0.038461538461538464,0.038461538461538464,False,False,True,0.01291076082057219,False
KUL28,tumor,C1QC_like_TAM,FCN1_inflammatory_monocyte_like,26,14,0.38024875781942186,0.46153846153846156,0.23005451916764666,0.14285714285714285,0.14285714285714285,False,True,True,0.08747794514424202,False
KUL28,tumor,C1QC_like_TAM,resident_like,26,4,0.38024875781942186,0.46153846153846156,0.0,0.0,0.0,False,False,True,0.0,False
KUL28,tumor,fibroblast_like,SPP1_like_TAM,43,12,0.1319122452893135,0.37209302325581395,0.0,0.0,0.0,False,False,True,0.0,False
KUL28,tumor,fibroblast_like,C1QC_like_TAM,43,26,0.1319122452893135,0.37209302325581395,0.033953459557922984,0.038461538461538464,0.038461538461538464,False,False,True,0.004478877085625522,False
KUL28,tumor,fibroblast_like,FCN1_inflammatory_monocyte_like,43,14,0.1319122452893135,0.37209302325581395,0.23005451916764666,0.14285714285714285,0.14285714285714285,False,True,True,0.03034700816235768,False
KUL28,tumor,fibroblast_like,resident_like,43,4,0.1319122452893135,0.37209302325581395,0.0,0.0,0.0,False,False,True,0.0,False
KUL28,tumor,endothelial_like,SPP1_like_TAM,127,12,-0.016559681780487362,0.2047244094488189,0.0,0.0,0.0,False,False,True,-0.0,False
KUL28,tumor,endothelial_like,C1QC_like_TAM,127,26,-0.016559681780487362,0.2047244094488189,0.033953459557922984,0.038461538461538464,0.038461538461538464,False,False,True,-0.0005622584856258518,False
KUL28,tumor,endothelial_like,FCN1_inflammatory_monocyte_like,127,14,-0.016559681780487362,0.2047244094488189,0.23005451916764666,0.14285714285714285,0.14285714285714285,False,True,True,-0.003809629629579259,False
KUL28,tumor,endothelial_like,resident_like,127,4,-0.016559681780487362,0.2047244094488189,0.0,0.0,0.0,False,False,True,-0.0,False
KUL28,tumor,normal_epithelial,SPP1_like_TAM,0,12,,,0.0,0.0,0.0,False,False,False,,False
KUL28,tumor,normal_epithelial,C1QC_like_TAM,0,26,,,0.033953459557922984,0.038461538461538464,0.038461538461538464,False,False,False,,False
KUL28,tumor,normal_epithelial,FCN1_inflammatory_monocyte_like,0,14,,,0.23005451916764666,0.14285714285714285,0.14285714285714285,False,True,False,,False
KUL28,tumor,normal_epithelial,resident_like,0,4,,,0.0,0.0,0.0,False,False,False,,False
KUL30,tumor,mast_cells,SPP1_like_TAM,1,0,0.005215844029922219,0.0,,,,False,False,False,,False
KUL30,tumor,mast_cells,C1QC_like_TAM,1,30,0.005215844029922219,0.0,0.3110952758005948,0.2,0.2,False,False,True,0.0016226244370215388,False
KUL30,tumor,mast_cells,FCN1_inflammatory_monocyte_like,1,31,0.005215844029922219,0.0,0.3525945631913316,0.25806451612903225,0.25806451612903225,False,True,True,0.0018390782474045394,False
KUL30,tumor,mast_cells,resident_like,1,1,0.005215844029922219,0.0,0.0,0.0,0.0,False,False,True,0.0,False
KUL30,tumor,tumor_epithelial,SPP1_like_TAM,68,0,0.007169436005747195,0.3235294117647059,,,,False,False,False,,False
KUL30,tumor,tumor_epithelial,C1QC_like_TAM,68,30,0.007169436005747195,0.3235294117647059,0.3110952758005948,0.2,0.2,False,False,True,0.0022303776715426383,False
KUL30,tumor,tumor_epithelial,FCN1_inflammatory_monocyte_like,68,31,0.007169436005747195,0.3235294117647059,0.3525945631913316,0.25806451612903225,0.25806451612903225,False,True,True,0.002527904156774637,False
KUL30,tumor,tumor_epithelial,resident_like,68,1,0.007169436005747195,0.3235294117647059,0.0,0.0,0.0,False,False,True,0.0,False
KUL30,tumor,SPP1_like_TAM,SPP1_like_TAM,0,0,,,,,,False,False,False,,False
KUL30,tumor,SPP1_like_TAM,C1QC_like_TAM,0,30,,,0.3110952758005948,0.2,0.2,False,False,False,,False
KUL30,tumor,SPP1_like_TAM,FCN1_inflammatory_monocyte_like,0,31,,,0.3525945631913316,0.25806451612903225,0.25806451612903225,False,True,False,,False
KUL30,tumor,SPP1_like_TAM,resident_like,0,1,,,0.0,0.0,0.0,False,False,False,,False
KUL30,tumor,C1QC_like_TAM,SPP1_like_TAM,30,0,0.20803805850323537,0.36666666666666664,,,,False,False,False,,False
KUL30,tumor,C1QC_like_TAM,C1QC_like_TAM,30,30,0.20803805850323537,0.36666666666666664,0.3110952758005948,0.2,0.2,False,False,True,0.06471965718708429,False
KUL30,tumor,C1QC_like_TAM,FCN1_inflammatory_monocyte_like,30,31,0.20803805850323537,0.36666666666666664,0.3525945631913316,0.25806451612903225,0.25806451612903225,False,True,True,0.07335308836512096,False
KUL30,tumor,C1QC_like_TAM,resident_like,30,1,0.20803805850323537,0.36666666666666664,0.0,0.0,0.0,False,False,True,0.0,False
KUL30,tumor,fibroblast_like,SPP1_like_TAM,126,0,0.3344883371139724,0.42063492063492064,,,,True,False,False,,False
KUL30,tumor,fibroblast_like,C1QC_like_TAM,126,30,0.3344883371139724,0.42063492063492064,0.3110952758005948,0.2,0.2,True,False,True,0.10405774148655358,False
KUL30,tumor,fibroblast_like,FCN1_inflammatory_monocyte_like,126,31,0.3344883371139724,0.42063492063492064,0.3525945631913316,0.25806451612903225,0.25806451612903225,True,True,True,0.11793876911729596,True
KUL30,tumor,fibroblast_like,resident_like,126,1,0.3344883371139724,0.42063492063492064,0.0,0.0,0.0,True,False,True,0.0,False
KUL30,tumor,endothelial_like,SPP1_like_TAM,111,0,-0.07801683508388103,0.18018018018018017,,,,False,False,False,,False
KUL30,tumor,endothelial_like,C1QC_like_TAM,111,30,-0.07801683508388103,0.18018018018018017,0.3110952758005948,0.2,0.2,False,False,True,-0.024270668827509494,False
KUL30,tumor,endothelial_like,FCN1_inflammatory_monocyte_like,111,31,-0.07801683508388103,0.18018018018018017,0.3525945631913316,0.25806451612903225,0.25806451612903225,False,True,True,-0.027508311887971187,False
KUL30,tumor,endothelial_like,resident_like,111,1,-0.07801683508388103,0.18018018018018017,0.0,0.0,0.0,False,False,True,-0.0,False
KUL30,tumor,normal_epithelial,SPP1_like_TAM,0,0,,,,,,False,False,False,,False
KUL30,tumor,normal_epithelial,C1QC_like_TAM,0,30,,,0.3110952758005948,0.2,0.2,False,False,False,,False
KUL30,tumor,normal_epithelial,FCN1_inflammatory_monocyte_like,0,31,,,0.3525945631913316,0.25806451612903225,0.25806451612903225,False,True,False,,False
KUL30,tumor,normal_epithelial,resident_like,0,1,,,0.0,0.0,0.0,False,False,False,,False
KUL31,tumor,mast_cells,SPP1_like_TAM,1,0,-0.04875016108273924,0.0,,,,False,False,False,,False
KUL31,tumor,mast_cells,C1QC_like_TAM,1,5,-0.04875016108273924,0.0,0.3147536292524335,0.4,0.4,False,True,True,-0.015344290127432918,False
KUL31,tumor,mast_cells,FCN1_inflammatory_monocyte_like,1,0,-0.04875016108273924,0.0,,,,False,False,False,,False
KUL31,tumor,mast_cells,resident_like,1,0,-0.04875016108273924,0.0,,,,False,False,False,,False
KUL31,tumor,tumor_epithelial,SPP1_like_TAM,41,0,0.006115389665125373,0.2926829268292683,,,,False,False,False,,False
KUL31,tumor,tumor_epithelial,C1QC_like_TAM,41,5,0.006115389665125373,0.2926829268292683,0.3147536292524335,0.4,0.4,False,True,True,0.001924841091391035,False
KUL31,tumor,tumor_epithelial,FCN1_inflammatory_monocyte_like,41,0,0.006115389665125373,0.2926829268292683,,,,False,False,False,,False
KUL31,tumor,tumor_epithelial,resident_like,41,0,0.006115389665125373,0.2926829268292683,,,,False,False,False,,False
KUL31,tumor,SPP1_like_TAM,SPP1_like_TAM,0,0,,,,,,False,False,False,,False
KUL31,tumor,SPP1_like_TAM,C1QC_like_TAM,0,5,,,0.3147536292524335,0.4,0.4,False,True,False,,False
KUL31,tumor,SPP1_like_TAM,FCN1_inflammatory_monocyte_like,0,0,,,,,,False,False,False,,False
KUL31,tumor,SPP1_like_TAM,resident_like,0,0,,,,,,False,False,False,,False
KUL31,tumor,C1QC_like_TAM,SPP1_like_TAM,5,0,0.3909878600704019,0.6,,,,True,False,False,,False
KUL31,tumor,C1QC_like_TAM,C1QC_like_TAM,5,5,0.3909878600704019,0.6,0.3147536292524335,0.4,0.4,True,True,True,0.12306484795080164,True
KUL31,tumor,C1QC_like_TAM,FCN1_inflammatory_monocyte_like,5,0,0.3909878600704019,0.6,,,,True,False,False,,False
KUL31,tumor,C1QC_like_TAM,resident_like,5,0,0.3909878600704019,0.6,,,,True,False,False,,False
KUL31,tumor,fibroblast_like,SPP1_like_TAM,0,0,,,,,,False,False,False,,False
KUL31,tumor,fibroblast_like,C1QC_like_TAM,0,5,,,0.3147536292524335,0.4,0.4,False,True,False,,False
KUL31,tumor,fibroblast_like,FCN1_inflammatory_monocyte_like,0,0,,,,,,False,False,False,,False
KUL31,tumor,fibroblast_like,resident_like,0,0,,,,,,False,False,False,,False
KUL31,tumor,endothelial_like,SPP1_like_TAM,1,0,0.1646994115315734,1.0,,,,False,False,False,,False
KUL31,tumor,endothelial_like,C1QC_like_TAM,1,5,0.1646994115315734,1.0,0.3147536292524335,0.4,0.4,False,True,True,0.05183973751530282,False
KUL31,tumor,endothelial_like,FCN1_inflammatory_monocyte_like,1,0,0.1646994115315734,1.0,,,,False,False,False,,False
KUL31,tumor,endothelial_like,resident_like,1,0,0.1646994115315734,1.0,,,,False,False,False,,False
KUL31,tumor,normal_epithelial,SPP1_like_TAM,0,0,,,,,,False,False,False,,False
KUL31,tumor,normal_epithelial,C1QC_like_TAM,0,5,,,0.3147536292524335,0.4,0.4,False,True,False,,False
KUL31,tumor,normal_epithelial,FCN1_inflammatory_monocyte_like,0,0,,,,,,False,False,False,,False
KUL31,tumor,normal_epithelial,resident_like,0,0,,,,,,False,False,False,,False
