subtype,n_cells,n_donors,PTGER4_mean,PTGER4_median,PTGER4_detection_fraction,PTGER4_high_fraction,tumor_PTGER4_mean,tumor_PTGER4_detection_fraction,tumor_PTGER4_high_fraction
C1QC_like_TAM,534,6,0.1914197165163291,0.0,0.23220973782771537,0.23220973782771537,0.1767927636323483,0.22115384615384615,0.22115384615384615
resident_like,579,6,0.14947618549641856,0.0,0.12953367875647667,0.12953367875647667,0.21236933578280537,0.19047619047619047,0.19047619047619047
FCN1_inflammatory_monocyte_like,985,6,0.13038807115997644,0.0,0.11370558375634518,0.11370558375634518,0.14555135560040738,0.11842105263157894,0.11842105263157894
SPP1_like_TAM,416,6,0.12014777742164041,0.0,0.13942307692307693,0.13942307692307693,0.09814119777660339,0.10810810810810811,0.10810810810810811
