cohort,Patient,Sample,Class,Side,cell_type,cell_type_source,n_cells,total_library_umi,total_umi,detected_cells,mean_cpm_per_cell,mean_log1p_cpm,gene_symbol,pseudobulk_cpm,log1p_pseudobulk_cpm,detection_rate,passes_min_cells
GSE200997,cac9,T_cac9,Tumor,Left,Myeloid,Marker-inferred from raw UMI,120,624712,187,67,401.5451367408035,3.482211021911297,CEBPB,299.3379349204113,5.7049082904224475,0.5583333333333333,True
GSE200997,cac9,T_cac9,Tumor,Left,Neutrophil,Marker-inferred from raw UMI,10,21270,15,7,771.6353759116166,4.5683304665310605,CEBPB,705.2186177715091,6.559924846459594,0.7,False
GSE200997,cac9,T_cac9,Tumor,Left,T_NK,Marker-inferred from raw UMI,1097,4917794,308,237,62.884096366223915,1.1885319624572117,CEBPB,62.6297075477338,4.153080461096056,0.21604375569735643,True
GSE200997,cac9,T_cac9,Tumor,Left,Unclassified,Marker-inferred from raw UMI,12,10903,0,0,0.0,0.0,CEBPB,0.0,0.0,0.0,False
GSE132465,SMC01,SMC01-N,Normal,Left,B cells,GEO curated,788,10696387,16,15,2.0115479555187594,0.08085443683802394,CD36,1.4958321908135896,0.9146222170025043,0.01903553299492386,True
GSE132465,SMC01,SMC01-N,Normal,Left,Epithelial cells,GEO curated,159,2024254,4,4,1.2968420287859819,0.09886255793121941,CD36,1.9760366041020543,1.090592416660679,0.025157232704402517,True
GSE132465,SMC01,SMC01-N,Normal,Left,Mast cells,GEO curated,82,152733,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC01,SMC01-N,Normal,Left,Myeloids,GEO curated,67,515684,50,27,82.81639942305875,2.1147793051176,CD36,96.95860255505309,4.58454496651726,0.40298507462686567,True
GSE132465,SMC01,SMC01-N,Normal,Left,Stromal cells,GEO curated,440,2602060,640,80,215.6074623699198,1.2333663373366985,CD36,245.95897096915522,5.509222213393659,0.18181818181818182,True
GSE132465,SMC01,SMC01-N,Normal,Left,T cells,GEO curated,899,2444664,3,3,0.9688070163113017,0.018923043771426708,CD36,1.2271625057676638,0.8007283563214236,0.0033370411568409346,True
GSE132465,SMC01,SMC01-T,Tumor,Left,B cells,GEO curated,129,1008553,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC01,SMC01-T,Tumor,Left,Epithelial cells,GEO curated,1093,22967787,1,1,0.028698653803547382,0.0031812980844362223,CD36,0.0435392404152825,0.042618051442632185,0.0009149130832570906,True
GSE132465,SMC01,SMC01-T,Tumor,Left,Myeloids,GEO curated,171,1050982,64,44,77.36318007743024,1.4024378307178145,CD36,60.895429227141854,4.1254463357225015,0.2573099415204678,True
GSE132465,SMC01,SMC01-T,Tumor,Left,Stromal cells,GEO curated,154,1404139,60,13,26.939563669619723,0.45481446126449376,CD36,42.730812262888506,3.7780529397524054,0.08441558441558442,True
GSE132465,SMC01,SMC01-T,Tumor,Left,T cells,GEO curated,1244,3038843,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC02,SMC02-N,Normal,Left,B cells,GEO curated,500,6145194,8,8,1.6397228879061616,0.0696351044035722,CD36,1.3018303409135659,0.8337046068510633,0.016,True
GSE132465,SMC02,SMC02-N,Normal,Left,Epithelial cells,GEO curated,119,1346121,1,1,1.9146414546679917,0.04565574172021289,CD36,0.7428752690137068,0.5555362028835815,0.008403361344537815,True
GSE132465,SMC02,SMC02-N,Normal,Left,Mast cells,GEO curated,5,10812,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC02,SMC02-N,Normal,Left,Myeloids,GEO curated,21,175796,22,8,104.34814363773475,2.049482192423844,CD36,125.14505449498282,4.837432470949453,0.38095238095238093,False
GSE132465,SMC02,SMC02-N,Normal,Left,Stromal cells,GEO curated,265,1744153,422,57,212.7139024588234,1.4099420602581823,CD36,241.95125083636586,5.492860809372784,0.21509433962264152,True
GSE132465,SMC02,SMC02-N,Normal,Left,T cells,GEO curated,406,1404234,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC02,SMC02-T,Tumor,Left,B cells,GEO curated,90,495560,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC02,SMC02-T,Tumor,Left,Epithelial cells,GEO curated,352,8162628,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC02,SMC02-T,Tumor,Left,Myeloids,GEO curated,615,2674793,97,58,28.17646233408042,0.5146475902578824,CD36,36.26448850434407,3.618040822339659,0.0943089430894309,True
GSE132465,SMC02,SMC02-T,Tumor,Left,Stromal cells,GEO curated,105,1315584,11,4,9.252868476531969,0.20271728119520133,CD36,8.361305701498345,2.2365847787838837,0.0380952380952381,True
GSE132465,SMC02,SMC02-T,Tumor,Left,T cells,GEO curated,527,1431570,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC03,SMC03-N,Normal,Right,B cells,GEO curated,697,6704654,1,1,0.30338765691588854,0.007688320471632104,CD36,0.14915012765759425,0.13902264973750916,0.0014347202295552368,True
GSE132465,SMC03,SMC03-N,Normal,Right,Epithelial cells,GEO curated,65,1022785,1,1,0.2762099029536506,0.04526147988162601,CD36,0.977722590769321,0.6819459760289073,0.015384615384615385,True
GSE132465,SMC03,SMC03-N,Normal,Right,Mast cells,GEO curated,2,5561,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC03,SMC03-N,Normal,Right,Myeloids,GEO curated,3,20495,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC03,SMC03-N,Normal,Right,Stromal cells,GEO curated,25,202320,87,12,388.75249434397983,3.049485956014733,CD36,430.01186239620404,6.066135612686028,0.48,False
GSE132465,SMC03,SMC03-N,Normal,Right,T cells,GEO curated,470,1863877,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC03,SMC03-T,Tumor,Right,B cells,GEO curated,300,2549075,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC03,SMC03-T,Tumor,Right,Epithelial cells,GEO curated,796,16778683,3,3,0.1314195706696665,0.013438220986238815,CD36,0.17879830020031964,0.1644955299057444,0.0037688442211055275,True
GSE132465,SMC03,SMC03-T,Tumor,Right,Myeloids,GEO curated,316,1732770,103,59,46.72591921661125,0.988610365897335,CD36,59.44239570167997,4.101690774303963,0.18670886075949367,True
GSE132465,SMC03,SMC03-T,Tumor,Right,Stromal cells,GEO curated,218,3133527,17,9,13.102640590915415,0.21050201160758034,CD36,5.425196591572372,1.860227228223274,0.04128440366972477,True
GSE132465,SMC03,SMC03-T,Tumor,Right,T cells,GEO curated,493,1205504,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC04,SMC04-N,Normal,Left,B cells,GEO curated,569,6878511,4,4,0.3616335626414801,0.02722634922924317,CD36,0.5815212042257402,0.4583871713409246,0.007029876977152899,True
GSE132465,SMC04,SMC04-N,Normal,Left,Epithelial cells,GEO curated,169,1501935,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC04,SMC04-N,Normal,Left,Mast cells,GEO curated,9,21218,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC04,SMC04-N,Normal,Left,Myeloids,GEO curated,66,432150,45,26,141.2636943394459,2.2175801724528523,CD36,104.13051023950017,4.655202532990783,0.3939393939393939,True
GSE132465,SMC04,SMC04-N,Normal,Left,Stromal cells,GEO curated,439,2997287,426,62,115.85656897666868,0.8905154638769573,CD36,142.12853156871532,4.963743048720003,0.14123006833712984,True
GSE132465,SMC04,SMC04-N,Normal,Left,T cells,GEO curated,536,1654528,1,1,0.4100377234705593,0.010069342772502442,CD36,0.6044019805044097,0.47275108933359833,0.0018656716417910447,True
GSE132465,SMC04,SMC04-T,Tumor,Left,B cells,GEO curated,103,479579,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC04,SMC04-T,Tumor,Left,Epithelial cells,GEO curated,307,6586600,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC04,SMC04-T,Tumor,Left,Myeloids,GEO curated,823,4066356,225,128,45.85361432003032,0.8509042125837484,CD36,55.33209586174944,4.031264459062493,0.15552855407047386,True
GSE132465,SMC04,SMC04-T,Tumor,Left,Stromal cells,GEO curated,149,1584188,14,5,7.581271990436112,0.16709957970723896,CD36,8.837334962769571,2.286184837264253,0.03355704697986577,True
GSE132465,SMC04,SMC04-T,Tumor,Left,T cells,GEO curated,459,1442410,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC05,SMC05-N,Normal,Right,B cells,GEO curated,262,3177949,4,4,1.0943871844320547,0.06498075118038633,CD36,1.258673440008005,0.8147776675000538,0.015267175572519083,True
GSE132465,SMC05,SMC05-N,Normal,Right,Epithelial cells,GEO curated,75,672457,2,2,3.1516547111127973,0.1233865227683495,CD36,2.974167865008469,1.3798153840549374,0.02666666666666667,True
GSE132465,SMC05,SMC05-N,Normal,Right,Mast cells,GEO curated,7,12948,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC05,SMC05-N,Normal,Right,Myeloids,GEO curated,21,185068,19,9,105.34914187140836,2.2698896215468696,CD36,102.66496639073206,4.641164222001046,0.42857142857142855,False
GSE132465,SMC05,SMC05-N,Normal,Right,Stromal cells,GEO curated,264,2219443,722,84,322.3225776960998,2.126437132790028,CD36,325.3068450057064,5.787838181024685,0.3181818181818182,True
GSE132465,SMC05,SMC05-N,Normal,Right,T cells,GEO curated,485,1637506,2,2,2.0655947431819106,0.02564282176712634,CD36,1.2213695705542453,0.7981239293380922,0.004123711340206186,True
GSE132465,SMC05,SMC05-T,Tumor,Right,B cells,GEO curated,106,1246185,1,1,0.38502825337323254,0.03521893559412133,CD36,0.8024490745756048,0.5891463371152205,0.009433962264150943,True
GSE132465,SMC05,SMC05-T,Tumor,Right,Epithelial cells,GEO curated,13,91555,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC05,SMC05-T,Tumor,Right,Myeloids,GEO curated,20,205190,10,6,55.420900810469824,1.5520833085391899,CD36,48.7353184853063,3.906715314229321,0.3,False
GSE132465,SMC05,SMC05-T,Tumor,Right,Stromal cells,GEO curated,16,215243,3,3,16.174878041258868,0.8300739210302419,CD36,13.937735489655877,2.703890594565346,0.1875,False
GSE132465,SMC05,SMC05-T,Tumor,Right,T cells,GEO curated,505,2045991,3,3,1.2799205475011617,0.031775230965843185,CD36,1.466282109745351,0.9027117979335318,0.005940594059405941,True
GSE132465,SMC06,SMC06-N,Normal,Right,B cells,GEO curated,475,7404951,4,4,0.7910776900366588,0.03550919839250107,CD36,0.5401791315026933,0.43189872881858216,0.008421052631578947,True
GSE132465,SMC06,SMC06-N,Normal,Right,Epithelial cells,GEO curated,23,148899,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC06,SMC06-N,Normal,Right,Mast cells,GEO curated,1,2013,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC06,SMC06-N,Normal,Right,Myeloids,GEO curated,27,226431,3,3,21.960611862615945,0.5582329511188054,CD36,13.249069252884984,2.656691588994485,0.1111111111111111,False
GSE132465,SMC06,SMC06-N,Normal,Right,Stromal cells,GEO curated,87,718739,173,24,241.55775769072056,1.8021325324259225,CD36,240.69933592027147,5.4876945401685155,0.27586206896551724,True
GSE132465,SMC06,SMC06-N,Normal,Right,T cells,GEO curated,901,3354744,1,1,0.3705769326976704,0.006452609957089048,CD36,0.29808533825531847,0.2608903620801407,0.0011098779134295228,True
GSE132465,SMC06,SMC06-T,Tumor,Right,B cells,GEO curated,104,1995684,1,1,0.7546805286386167,0.04207298707066756,CD36,0.5010813335177312,0.40618573740431146,0.009615384615384616,True
GSE132465,SMC06,SMC06-T,Tumor,Right,Epithelial cells,GEO curated,189,4455341,1,1,0.9201748332183115,0.02732428019058539,CD36,0.22444971103221953,0.2024915275852858,0.005291005291005291,True
GSE132465,SMC06,SMC06-T,Tumor,Right,Mast cells,GEO curated,1,4034,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC06,SMC06-T,Tumor,Right,Myeloids,GEO curated,215,1401524,163,62,93.12494955437518,1.5800412221771127,CD36,116.30196842865338,4.7647515366665685,0.28837209302325584,True
GSE132465,SMC06,SMC06-T,Tumor,Right,Stromal cells,GEO curated,83,1431141,44,9,41.549521195932634,0.5996327778685021,CD36,30.744699508993175,3.45772576680326,0.10843373493975904,True
GSE132465,SMC06,SMC06-T,Tumor,Right,T cells,GEO curated,949,3403603,1,1,0.24517002786602538,0.0057469908016229395,CD36,0.29380629879571735,0.25758849306211556,0.001053740779768177,True
GSE132465,SMC07,SMC07-N,Normal,Right,B cells,GEO curated,507,4527340,10,10,2.4906017212477924,0.08496269627744146,CD36,2.2088025198019148,1.16589782075198,0.01972386587771203,True
GSE132465,SMC07,SMC07-N,Normal,Right,Epithelial cells,GEO curated,128,1267852,4,3,1.9245746852008692,0.09854482432157391,CD36,3.154942374977521,1.4242985593730966,0.0234375,True
GSE132465,SMC07,SMC07-N,Normal,Right,Mast cells,GEO curated,3,9410,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC07,SMC07-N,Normal,Right,Myeloids,GEO curated,28,121305,4,2,27.010250951822094,0.4239113346084301,CD36,32.97473311075389,3.5256171045465705,0.07142857142857142,False
GSE132465,SMC07,SMC07-N,Normal,Right,Stromal cells,GEO curated,578,4277856,1164,129,214.08328776438776,1.4558805834016766,CD36,272.0989205807769,5.609834076003071,0.2231833910034602,True
GSE132465,SMC07,SMC07-N,Normal,Right,T cells,GEO curated,970,3007798,8,8,3.224164186752427,0.04821055893778753,CD36,2.659753081822649,1.2973956811545952,0.008247422680412371,True
GSE132465,SMC07,SMC07-T,Tumor,Right,B cells,GEO curated,814,7785189,1,1,0.07119269984360388,0.005008236088492198,CD36,0.12844903315770498,0.12084415290394568,0.0012285012285012285,True
GSE132465,SMC07,SMC07-T,Tumor,Right,Epithelial cells,GEO curated,542,12634066,7,3,0.23160681752139517,0.01933290110556477,CD36,0.5540575773468336,0.4408693023188206,0.005535055350553505,True
GSE132465,SMC07,SMC07-T,Tumor,Right,Mast cells,GEO curated,2,6975,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC07,SMC07-T,Tumor,Right,Myeloids,GEO curated,332,2207215,147,97,81.21210669873517,1.572554977769485,CD36,66.59976486205467,4.213604504670896,0.2921686746987952,True
GSE132465,SMC07,SMC07-T,Tumor,Right,Stromal cells,GEO curated,209,1735699,127,31,76.55091703449818,0.8619993797151255,CD36,73.16936865205315,4.306351243538221,0.14832535885167464,True
GSE132465,SMC07,SMC07-T,Tumor,Right,T cells,GEO curated,2171,4370193,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC08,SMC08-N,Normal,Left,B cells,GEO curated,591,4313261,3,3,0.9975302730212846,0.025722856274023584,CD36,0.6955294381675489,0.5279950449616106,0.005076142131979695,True
GSE132465,SMC08,SMC08-N,Normal,Left,Epithelial cells,GEO curated,18,139386,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC08,SMC08-N,Normal,Left,Mast cells,GEO curated,41,98149,1,1,18.10708530247886,0.16124930427227457,CD36,10.188590816004238,2.414894581954379,0.024390243902439025,False
GSE132465,SMC08,SMC08-N,Normal,Left,Myeloids,GEO curated,34,233489,38,16,152.055951485886,2.6243209940476313,CD36,162.7485663136165,5.09833211914034,0.47058823529411764,False
GSE132465,SMC08,SMC08-N,Normal,Left,Stromal cells,GEO curated,233,1750819,335,48,159.4099986199407,1.3024927864213782,CD36,191.33902476498142,5.259259568901207,0.20600858369098712,True
GSE132465,SMC08,SMC08-N,Normal,Left,T cells,GEO curated,703,2326071,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC08,SMC08-T,Tumor,Left,B cells,GEO curated,304,3087788,1,1,0.13107561699914436,0.012203398272483651,CD36,0.32385643055805646,0.28054901550079536,0.003289473684210526,True
GSE132465,SMC08,SMC08-T,Tumor,Left,Epithelial cells,GEO curated,320,6089548,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC08,SMC08-T,Tumor,Left,Myeloids,GEO curated,310,2347589,75,48,27.041428037245772,0.7684193659634856,CD36,31.947670567548236,3.494920562472146,0.15483870967741936,True
GSE132465,SMC08,SMC08-T,Tumor,Left,Stromal cells,GEO curated,158,1817559,12,4,9.28786676676997,0.1472377715914668,CD36,6.6022616047126945,2.0284457825917275,0.02531645569620253,True
GSE132465,SMC08,SMC08-T,Tumor,Left,T cells,GEO curated,997,2978998,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC09,SMC09-N,Normal,Left,B cells,GEO curated,382,5460304,2,2,2.059865307549523,0.027299610651691793,CD36,0.3662799726901652,0.3120916981930766,0.005235602094240838,True
GSE132465,SMC09,SMC09-N,Normal,Left,Epithelial cells,GEO curated,189,986934,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC09,SMC09-N,Normal,Left,Mast cells,GEO curated,6,13223,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC09,SMC09-N,Normal,Left,Myeloids,GEO curated,35,199381,18,13,148.34913193983215,2.1251972846754756,CD36,90.27941478877125,4.51392529436731,0.37142857142857144,False
GSE132465,SMC09,SMC09-N,Normal,Left,Stromal cells,GEO curated,136,693029,42,8,56.805412373083236,0.3875152253149621,CD36,60.60352452783361,4.120719085263616,0.058823529411764705,True
GSE132465,SMC09,SMC09-N,Normal,Left,T cells,GEO curated,406,981948,1,1,1.2670031827119952,0.015381649472466024,CD36,1.0183838655407416,0.7022971246250589,0.0024630541871921183,True
GSE132465,SMC09,SMC09-T,Tumor,Left,B cells,GEO curated,21,154595,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC09,SMC09-T,Tumor,Left,Epithelial cells,GEO curated,1887,36648007,1,1,0.03059886289117701,0.0021585171434913577,CD36,0.027286613430301955,0.02692097032708781,0.0005299417064122947,True
GSE132465,SMC09,SMC09-T,Tumor,Left,Myeloids,GEO curated,401,2035353,158,99,86.53439650418237,1.3902104384396605,CD36,77.62781198150886,4.364725478851772,0.24688279301745636,True
GSE132465,SMC09,SMC09-T,Tumor,Left,Stromal cells,GEO curated,45,256078,1,1,2.3518067755553203,0.10380557779148414,CD36,3.905060176977327,1.5902673614389757,0.022222222222222223,False
GSE132465,SMC09,SMC09-T,Tumor,Left,T cells,GEO curated,1435,2344310,1,1,0.4336428820773228,0.00448431491455326,CD36,0.42656474612999135,0.3552692787451532,0.0006968641114982578,True
GSE132465,SMC10,SMC10-N,Normal,Right,B cells,GEO curated,437,5263691,10,10,2.6507070906948695,0.10256666183038815,CD36,1.8998075684913875,1.064644379098167,0.02288329519450801,True
GSE132465,SMC10,SMC10-N,Normal,Right,Epithelial cells,GEO curated,125,1319427,5,5,11.612680440751857,0.19378066485573514,CD36,3.789523785703946,1.5664309880470695,0.04,True
GSE132465,SMC10,SMC10-N,Normal,Right,Mast cells,GEO curated,28,72122,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC10,SMC10-N,Normal,Right,Myeloids,GEO curated,67,440641,65,28,149.48417804206588,2.3009632820450796,CD36,147.51237401875903,5.000668281496925,0.417910447761194,True
GSE132465,SMC10,SMC10-N,Normal,Right,Stromal cells,GEO curated,730,4895363,641,100,129.14747344647736,0.8871892037784362,CD36,130.94023875246842,4.882349083346433,0.136986301369863,True
GSE132465,SMC10,SMC10-N,Normal,Right,T cells,GEO curated,600,1522972,6,6,4.69647525302692,0.06111114724000564,CD36,3.939665338561707,1.5972975836745955,0.01,True
GSE132465,SMC10,SMC10-T,Tumor,Right,B cells,GEO curated,113,1316821,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC10,SMC10-T,Tumor,Right,Epithelial cells,GEO curated,511,8044234,3,3,0.3992148351616827,0.023661672103568527,CD36,0.37293793293432287,0.316952920326545,0.005870841487279843,True
GSE132465,SMC10,SMC10-T,Tumor,Right,Myeloids,GEO curated,671,4507254,155,91,31.19073502646498,0.6986586493322748,CD36,34.38900936135394,3.5664013019156844,0.13561847988077497,True
GSE132465,SMC10,SMC10-T,Tumor,Right,Stromal cells,GEO curated,158,1444987,4,3,2.285152019721996,0.09048600007089116,CD36,2.7681909941058294,1.3265950438864613,0.0189873417721519,True
GSE132465,SMC10,SMC10-T,Tumor,Right,T cells,GEO curated,747,1561804,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC11,SMC11-T,Tumor,Left,B cells,GEO curated,254,2998648,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC11,SMC11-T,Tumor,Left,Epithelial cells,GEO curated,326,10033830,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC11,SMC11-T,Tumor,Left,Myeloids,GEO curated,76,610748,16,8,22.289374939051726,0.55689472005437,CD36,26.197384191188508,3.3031207992357756,0.10526315789473684,True
GSE132465,SMC11,SMC11-T,Tumor,Left,Stromal cells,GEO curated,53,479053,9,3,11.71075586666694,0.2766612389436627,CD36,18.78706531427629,2.9850284572729144,0.05660377358490566,True
GSE132465,SMC11,SMC11-T,Tumor,Left,T cells,GEO curated,989,2529861,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC14,SMC14-T,Tumor,Left,B cells,GEO curated,58,598192,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC14,SMC14-T,Tumor,Left,Epithelial cells,GEO curated,166,2568912,1,1,0.1405463204130038,0.019227340259590876,CD36,0.3892698543196497,0.3287783244701578,0.006024096385542169,True
GSE132465,SMC14,SMC14-T,Tumor,Left,Myeloids,GEO curated,593,3256552,211,122,73.4011801200649,1.1498097023912,CD36,64.79245533312535,4.186505171166443,0.2057335581787521,True
GSE132465,SMC14,SMC14-T,Tumor,Left,Stromal cells,GEO curated,297,3608787,19,11,6.720626765268648,0.1793504540528907,CD36,5.264926968535411,1.834966931222691,0.037037037037037035,True
GSE132465,SMC14,SMC14-T,Tumor,Left,T cells,GEO curated,635,1882649,2,2,0.9623171177859049,0.018032519959087483,CD36,1.0623329149512204,0.7238378250123946,0.0031496062992125984,True
GSE132465,SMC15,SMC15-T,Tumor,Left,B cells,GEO curated,380,2429995,3,3,2.1613881510103767,0.04327809790373156,CD36,1.2345704415029661,0.8040490133979356,0.007894736842105263,True
GSE132465,SMC15,SMC15-T,Tumor,Left,Epithelial cells,GEO curated,319,4944209,4,4,0.5770852470364344,0.047543671384865455,CD36,0.8090272882881772,0.5927892910358009,0.012539184952978056,True
GSE132465,SMC15,SMC15-T,Tumor,Left,Myeloids,GEO curated,148,933570,41,33,59.8706998683138,1.1981140822742111,CD36,43.917435221783045,3.804826031663658,0.22297297297297297,True
GSE132465,SMC15,SMC15-T,Tumor,Left,Stromal cells,GEO curated,306,3308960,183,38,55.15441541463386,0.7106225098205775,CD36,55.30438566800445,4.030772430300095,0.12418300653594772,True
GSE132465,SMC15,SMC15-T,Tumor,Left,T cells,GEO curated,874,2432741,6,6,2.2350381104141515,0.03947333326575566,CD36,2.4663537959856803,1.2431032622483595,0.006864988558352402,True
GSE132465,SMC16,SMC16-T,Tumor,Right,B cells,GEO curated,12,60116,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC16,SMC16-T,Tumor,Right,Epithelial cells,GEO curated,2720,50180992,4,4,0.0912593691508749,0.006028822221163423,CD36,0.07971145727848505,0.07669383625349521,0.0014705882352941176,True
GSE132465,SMC16,SMC16-T,Tumor,Right,Myeloids,GEO curated,46,194056,8,6,45.06364865514492,0.7353864111503379,CD36,41.22521334047904,3.74301751514952,0.13043478260869565,False
GSE132465,SMC16,SMC16-T,Tumor,Right,Stromal cells,GEO curated,29,209707,1,1,4.931744653988795,0.1713778037911895,CD36,4.768558035735574,1.7524221421364656,0.034482758620689655,False
GSE132465,SMC16,SMC16-T,Tumor,Right,T cells,GEO curated,149,316300,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC17,SMC17-T,Tumor,Right,B cells,GEO curated,44,747739,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC17,SMC17-T,Tumor,Right,Epithelial cells,GEO curated,505,8623979,9,6,9.049842036288053,0.0584038272321443,CD36,1.0436017991231195,0.7147138388436228,0.011881188118811881,True
GSE132465,SMC17,SMC17-T,Tumor,Right,Myeloids,GEO curated,362,1881074,67,53,35.169504038180754,0.7714965214904005,CD36,35.617950171019324,3.6005385620111627,0.1464088397790055,True
GSE132465,SMC17,SMC17-T,Tumor,Right,Stromal cells,GEO curated,203,2808904,172,21,59.87214434969082,0.5811588937907213,CD36,61.23384779259099,4.130899028464429,0.10344827586206896,True
GSE132465,SMC17,SMC17-T,Tumor,Right,T cells,GEO curated,229,670446,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC18,SMC18-T,Tumor,Left,B cells,GEO curated,61,414492,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC18,SMC18-T,Tumor,Left,Epithelial cells,GEO curated,1516,41041373,4,4,0.11187016161080131,0.009764321169251475,CD36,0.09746262631125913,0.09300081191242188,0.002638522427440633,True
GSE132465,SMC18,SMC18-T,Tumor,Left,Myeloids,GEO curated,79,400134,26,18,73.98282791716986,1.2721410685333727,CD36,64.97823229218211,4.189324873871091,0.22784810126582278,True
GSE132465,SMC18,SMC18-T,Tumor,Left,Stromal cells,GEO curated,7,54612,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC18,SMC18-T,Tumor,Left,T cells,GEO curated,273,561348,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC19,SMC19-T,Tumor,Right,B cells,GEO curated,330,3004137,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC19,SMC19-T,Tumor,Right,Epithelial cells,GEO curated,382,5063411,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC19,SMC19-T,Tumor,Right,Myeloids,GEO curated,30,245170,6,5,17.918208312949165,0.7747608453134163,CD36,24.472814781580126,3.237611796492573,0.16666666666666666,False
GSE132465,SMC19,SMC19-T,Tumor,Right,Stromal cells,GEO curated,37,275100,0,0,0.0,0.0,CD36,0.0,0.0,0.0,False
GSE132465,SMC19,SMC19-T,Tumor,Right,T cells,GEO curated,761,2310726,0,0,0.0,0.0,CD36,0.0,0.0,0.0,True
GSE132465,SMC20,SMC20-T,Tumor,Right,B cells,GEO curated,89,1345863,1,1,0.2958543118694975,0.03716879577744933,CD36,0.7430176771335567,0.5556179082727768,0.011235955056179775,True
GSE132465,SMC20,SMC20-T,Tumor,Right,Epithelial cells,GEO curated,524,10192330,6,6,0.4433082317239465,0.0417200753056559,CD36,0.5886779568557925,0.4629021966905691,0.011450381679389313,True
GSE132465,SMC20,SMC20-T,Tumor,Right,Myeloids,GEO curated,347,1862254,101,61,55.63355591901037,0.9755913039854918,CD36,54.23535135378955,4.011603171375602,0.17579250720461095,True
GSE132465,SMC20,SMC20-T,Tumor,Right,Stromal cells,GEO curated,374,4331938,113,14,19.889749110755616,0.2125128719216416,CD36,26.08532255078443,3.298991977873526,0.0374331550802139,True
GSE132465,SMC20,SMC20-T,Tumor,Right,T cells,GEO curated,347,829145,3,3,3.4608464882045857,0.0513087070743673,CD36,3.6181849977989375,1.5300017702855986,0.008645533141210375,True
