test_id,biomarker,matrix,exposure_axis,male_enhanced_outcome_id,male_enhanced_outcome_name,male_enhanced_male_beta,male_enhanced_female_beta,male_enhanced_interaction_beta,male_enhanced_interaction_p,male_enhanced_fixed406_q,male_enhanced_pooled_n,male_enhanced_cases,female_enhanced_outcome_id,female_enhanced_outcome_name,female_enhanced_male_beta,female_enhanced_female_beta,female_enhanced_interaction_beta,female_enhanced_interaction_p,female_enhanced_fixed406_q,female_enhanced_pooled_n,female_enhanced_cases,male_endpoint_sign_rule,female_endpoint_sign_rule,male_interaction_direction_supported,female_interaction_direction_supported,strict_directional_pair,male_endpoint_fixed406_q_lt_0_05,female_endpoint_fixed406_q_lt_0_05,both_endpoints_fixed406_q_lt_0_05,at_least_one_endpoint_fixed406_q_lt_0_05
NHANES_LBXPFDE,LBXPFDE,serum_or_blood,PFAS exposure axis,myocardial_infarction,Myocardial infarction,0.081505411768862,-0.0354856896699706,-0.1665340673103753,0.0892260908156241,0.4312594389421832,11937,566,any_cancer_history,Any cancer history,-0.0612989263044024,0.0629596948213681,0.1031661533034596,0.2013877059920767,0.601201534064582,11948,1125,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUCS,URXUCS,urine,metal exposure axis,any_cancer_history,Any cancer history,0.1537193953359966,-0.0212903755721192,-0.1704157940794869,0.0290080200355647,0.2759070580412123,15406,1441,chronic_bronchitis,Chronic bronchitis,-0.1060411107129722,0.0012588931150238,0.1012691631403745,0.3491193233299687,0.7396031914141237,15377,898,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUCS,URXUCS,urine,metal exposure axis,any_cancer_history,Any cancer history,0.1537193953359966,-0.0212903755721192,-0.1704157940794869,0.0290080200355647,0.2759070580412123,15406,1441,congestive_heart_failure,Congestive heart failure,-0.1175854982550061,0.031092068142099,0.1468115697681317,0.2059266656144369,0.6015358019892635,15373,464,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUCS,URXUCS,urine,metal exposure axis,any_cancer_history,Any cancer history,0.1537193953359966,-0.0212903755721192,-0.1704157940794869,0.0290080200355647,0.2759070580412123,15406,1441,coronary_heart_disease,Coronary heart disease,-0.1088693122902835,0.1379521410530302,0.2378348609755105,0.0889485641759394,0.4312594389421832,15353,606,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUCS,URXUCS,urine,metal exposure axis,any_cancer_history,Any cancer history,0.1537193953359966,-0.0212903755721192,-0.1704157940794869,0.0290080200355647,0.2759070580412123,15406,1441,emphysema,Emphysema,-0.0253323013964727,0.0346520749315853,0.0842357763602395,0.6486489269187532,0.9208093158357128,15390,313,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUCS,URXUCS,urine,metal exposure axis,any_cancer_history,Any cancer history,0.1537193953359966,-0.0212903755721192,-0.1704157940794869,0.0290080200355647,0.2759070580412123,15406,1441,hypertension,Hypertension,-0.0457533231524198,0.0125506983180786,0.0705218589172919,0.1718874348385577,0.5901954541065758,15347,5299,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUCS,URXUCS,urine,metal exposure axis,any_cancer_history,Any cancer history,0.1537193953359966,-0.0212903755721192,-0.1704157940794869,0.0290080200355647,0.2759070580412123,15406,1441,myocardial_infarction,Myocardial infarction,-0.0091204323927862,0.057490002358221,0.0598129786362259,0.5780231208277162,0.8896975873871644,15392,662,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUMO,URXUMO,urine,metal exposure axis,any_cancer_history,Any cancer history,0.0307167618594337,-0.0161100301397732,-0.0525616242563018,0.3155899964058352,0.7280087417089153,15311,1435,chronic_bronchitis,Chronic bronchitis,-0.0246449335844162,0.0348496901069342,0.0610735796660712,0.4658522487211697,0.833985745899311,15282,895,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUMO,URXUMO,urine,metal exposure axis,any_cancer_history,Any cancer history,0.0307167618594337,-0.0161100301397732,-0.0525616242563018,0.3155899964058352,0.7280087417089153,15311,1435,congestive_heart_failure,Congestive heart failure,-0.0084886063080923,0.110480168294488,0.1484702362352697,0.1439866821050967,0.551496159761031,15278,460,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUMO,URXUMO,urine,metal exposure axis,any_cancer_history,Any cancer history,0.0307167618594337,-0.0161100301397732,-0.0525616242563018,0.3155899964058352,0.7280087417089153,15311,1435,coronary_heart_disease,Coronary heart disease,-0.0023946611653451,0.0553518617865692,0.0711130179694442,0.438214291218466,0.820691230701937,15258,604,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUMO,URXUMO,urine,metal exposure axis,any_cancer_history,Any cancer history,0.0307167618594337,-0.0161100301397732,-0.0525616242563018,0.3155899964058352,0.7280087417089153,15311,1435,emphysema,Emphysema,-0.0466612268798966,0.0072361997490184,0.0874659930206357,0.3971783447328163,0.7790068017464901,15296,312,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUMO,URXUMO,urine,metal exposure axis,any_cancer_history,Any cancer history,0.0307167618594337,-0.0161100301397732,-0.0525616242563018,0.3155899964058352,0.7280087417089153,15311,1435,stroke,Stroke,-0.0475218226549554,0.0235410576835525,0.0574270790420838,0.5201750253781221,0.860539099845856,15300,574,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUMO,URXUMO,urine,metal exposure axis,thyroid_disease,Thyroid disease,0.0711014151893499,-0.0243075463905156,-0.0993260242175268,0.1829212859767902,0.6007087062030234,12744,1312,chronic_bronchitis,Chronic bronchitis,-0.0246449335844162,0.0348496901069342,0.0610735796660712,0.4658522487211697,0.833985745899311,15282,895,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUMO,URXUMO,urine,metal exposure axis,thyroid_disease,Thyroid disease,0.0711014151893499,-0.0243075463905156,-0.0993260242175268,0.1829212859767902,0.6007087062030234,12744,1312,congestive_heart_failure,Congestive heart failure,-0.0084886063080923,0.110480168294488,0.1484702362352697,0.1439866821050967,0.551496159761031,15278,460,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUMO,URXUMO,urine,metal exposure axis,thyroid_disease,Thyroid disease,0.0711014151893499,-0.0243075463905156,-0.0993260242175268,0.1829212859767902,0.6007087062030234,12744,1312,coronary_heart_disease,Coronary heart disease,-0.0023946611653451,0.0553518617865692,0.0711130179694442,0.438214291218466,0.820691230701937,15258,604,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUMO,URXUMO,urine,metal exposure axis,thyroid_disease,Thyroid disease,0.0711014151893499,-0.0243075463905156,-0.0993260242175268,0.1829212859767902,0.6007087062030234,12744,1312,emphysema,Emphysema,-0.0466612268798966,0.0072361997490184,0.0874659930206357,0.3971783447328163,0.7790068017464901,15296,312,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUMO,URXUMO,urine,metal exposure axis,thyroid_disease,Thyroid disease,0.0711014151893499,-0.0243075463905156,-0.0993260242175268,0.1829212859767902,0.6007087062030234,12744,1312,stroke,Stroke,-0.0475218226549554,0.0235410576835525,0.0574270790420838,0.5201750253781221,0.860539099845856,15300,574,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUPB,URXUPB,urine,metal exposure axis,arthritis,Arthritis,0.0036736129817894,-0.0216049628152618,0.0307090645801887,0.4587126903091284,0.833985745899311,15381,4091,asthma,Asthma,-0.0242488252114635,0.0043756468696216,0.0354689693123953,0.4371652649629313,0.820691230701937,15399,2078,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,False,True,False,False,False,False,False
NHANES_URXUPB,URXUPB,urine,metal exposure axis,arthritis,Arthritis,0.0036736129817894,-0.0216049628152618,0.0307090645801887,0.4587126903091284,0.833985745899311,15381,4091,coronary_heart_disease,Coronary heart disease,-0.1496185564767262,0.0765287319047036,0.2020136401471437,0.016702275389125,0.1883645502217989,15354,607,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,False,True,False,False,False,False,False
NHANES_URXUPB,URXUPB,urine,metal exposure axis,arthritis,Arthritis,0.0036736129817894,-0.0216049628152618,0.0307090645801887,0.4587126903091284,0.833985745899311,15381,4091,emphysema,Emphysema,-0.0631590009798285,0.0164886524770797,0.1136816570824968,0.3535092112941871,0.7396031914141237,15391,313,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,False,True,False,False,False,False,False
NHANES_URXUPB,URXUPB,urine,metal exposure axis,arthritis,Arthritis,0.0036736129817894,-0.0216049628152618,0.0307090645801887,0.4587126903091284,0.833985745899311,15381,4091,liver_disease,Liver disease,-0.115369196639247,0.0053280853489626,0.0544211580972504,0.519753845156162,0.860539099845856,15381,579,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,False,True,False,False,False,False,False
NHANES_URXUSN,URXUSN,urine,metal exposure axis,any_cancer_history,Any cancer history,0.1303050552351295,-0.0001740006234729,-0.1614699949620539,0.0299012575217077,0.2759070580412123,6319,588,asthma,Asthma,-0.0256234655645211,0.0905752284148231,0.1177637858533584,0.0341868271047425,0.289163579260947,6316,966,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUSN,URXUSN,urine,metal exposure axis,any_cancer_history,Any cancer history,0.1303050552351295,-0.0001740006234729,-0.1614699949620539,0.0299012575217077,0.2759070580412123,6319,588,chronic_bronchitis,Chronic bronchitis,-0.0338358485978768,0.0594442942421299,0.0639422286639692,0.5398182900113375,0.8647580788163564,6306,358,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUSR,URXUSR,urine,metal exposure axis,asthma,Asthma,0.0622223129380934,-0.022331461731449,-0.0918453365999005,0.248975355812337,0.6317749653738052,4840,733,any_cancer_history,Any cancer history,-0.0175681952996373,0.0062325546483466,0.0378237950989122,0.7590097168892564,0.9573168049977776,4842,431,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUSR,URXUSR,urine,metal exposure axis,asthma,Asthma,0.0622223129380934,-0.022331461731449,-0.0918453365999005,0.248975355812337,0.6317749653738052,4840,733,congestive_heart_failure,Congestive heart failure,-0.0889420763794602,0.0914006433787252,0.1592673486475468,0.4404652065753616,0.820691230701937,4833,136,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUSR,URXUSR,urine,metal exposure axis,asthma,Asthma,0.0622223129380934,-0.022331461731449,-0.0918453365999005,0.248975355812337,0.6317749653738052,4840,733,coronary_heart_disease,Coronary heart disease,-0.19596713576161,0.0857329193546097,0.2786444804062006,0.1808037030225762,0.6007087062030234,4826,167,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
NHANES_URXUSR,URXUSR,urine,metal exposure axis,asthma,Asthma,0.0622223129380934,-0.022331461731449,-0.0918453365999005,0.248975355812337,0.6317749653738052,4840,733,thyroid_disease,Thyroid disease,-0.1257490418798944,0.05993108438845,0.1809350468891407,0.1247980753935561,0.4919225107746001,4837,490,male_beta>0; female_beta<=0,female_beta>0; male_beta<=0,True,True,True,False,False,False,False
