background,source,term_id,term_name,description,term_size,effective_domain_size,query_size,intersection_size,raw_hypergeom_p,gprofiler_p_value,gprofiler_significant,intersection_genes,parents,BH_FDR_global_source_family,BH_FDR_global_significant,BH_FDR_within_source,BH_FDR_within_source_significant
primary_genecards881,REAC,REAC:R-HSA-6785807,Interleukin-4 and Interleukin-13 signaling,Interleukin-4 and Interleukin-13 signaling,42,868,18,5,0.0011193660851486812,0.018199089451611288,True,,REAC:R-HSA-449147,0.14531037061420124,False,0.18065925382473325,False
primary_genecards881,REAC,REAC:R-HSA-162582,Signal Transduction,Signal Transduction,182,868,18,10,0.0011842559785877624,0.018199089451611288,True,,REAC:0000000,0.14531037061420124,False,0.18065925382473325,False
primary_genecards881,REAC,REAC:R-HSA-449147,Signaling by Interleukins,Signaling by Interleukins,66,868,18,6,0.0013832077995677065,0.019678366428594142,True,,REAC:R-HSA-1280215,0.16469590399874043,False,0.19534378381595804,False
primary_genecards881,REAC,REAC:R-HSA-392499,Metabolism of proteins,Metabolism of proteins,92,868,18,7,0.0014398804703878972,0.019678366428594142,True,,REAC:0000000,0.17056050773848047,False,0.19534378381595804,False
primary_genecards881,REAC,REAC:R-HSA-1430728,Metabolism,Metabolism,68,868,18,6,0.0016249472813167265,0.021198175897127768,True,,REAC:0000000,0.18634282737099722,False,0.21043067293051607,False
primary_genecards881,REAC,REAC:R-HSA-168256,Immune System,Immune System,124,868,18,8,0.0017445285593692841,0.021768682458184953,True,,REAC:0000000,0.19591884607327287,False,0.21609399415839525,False
primary_genecards881,REAC,REAC:R-HSA-3928665,EPH-ephrin mediated repulsion of cells,EPH-ephrin mediated repulsion of cells,4,868,18,2,0.002379976346548252,0.028460550477400256,True,,REAC:R-HSA-2682334,0.23614935515165475,False,0.28252302547149877,False
primary_genecards881,REAC,REAC:R-HSA-1266738,Developmental Biology,Developmental Biology,104,868,18,7,0.0030180283623647158,0.03464696559986075,True,,REAC:0000000,0.2810268895982181,False,0.343934512175083,False
primary_genecards881,REAC,REAC:R-HSA-1442490,Collagen degradation,Collagen degradation,5,868,18,2,0.003917838189328829,0.041645168901247025,True,,REAC:R-HSA-1474228,0.3342226535841768,False,0.4134044815332531,False
primary_genecards881,REAC,REAC:R-HSA-211981,Xenobiotics,Xenobiotics,5,868,18,2,0.003917838189328829,0.041645168901247025,True,,REAC:R-HSA-211897,0.3342226535841768,False,0.4134044815332531,False
primary_genecards881,REAC,REAC:R-HSA-211859,Biological oxidations,Biological oxidations,18,868,18,3,0.0050371037561303044,0.05163031350017039,True,,REAC:R-HSA-1430728,0.40421966207441967,False,0.5125253071862584,False
primary_genecards881,REAC,REAC:R-HSA-1474244,Extracellular matrix organization,Extracellular matrix organization,20,868,18,3,0.006855254665665302,0.06784338238075545,True,,REAC:0000000,0.4843860626262142,False,0.6734696738786361,False
primary_genecards881,REAC,REAC:R-HSA-9006931,Signaling by Nuclear Receptors,Signaling by Nuclear Receptors,40,868,18,4,0.007419510477707174,0.07097998356988441,True,,REAC:R-HSA-162582,0.513874561081001,False,0.704606178366258,False
primary_genecards881,REAC,REAC:R-HSA-211897,Cytochrome P450 - arranged by substrate type,Cytochrome P450 - arranged by substrate type,7,868,18,2,0.008026526805251052,0.0743101030033318,True,,REAC:R-HSA-211945,0.5247435666769386,False,0.7376637054245241,False
primary_genecards881,REAC,REAC:R-HSA-156581,Methylation,Methylation,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-156580,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-196807,Nicotinate metabolism,Nicotinate metabolism,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-196849,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-211957,Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2,Aromatic amines can be N-hydroxylated or N-dealkylated by CYP1A2,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-211981,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-5339717,Signaling by LRP5 mutants ,Signaling by LRP5 mutants ,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-4791275,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-8849474,PTK6 Activates STAT3,PTK6 Activates STAT3,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-8848021,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-173623,Classical antibody-mediated complement activation,Classical antibody-mediated complement activation,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-166786,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-3108232,SUMO E3 ligases SUMOylate target proteins,SUMO E3 ligases SUMOylate target proteins,26,868,18,3,0.014453812951415741,0.10821114369501447,True,,REAC:R-HSA-2990846,0.7883667450166937,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-166663,Initial triggering of complement,Initial triggering of complement,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-166658,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-198745,Signalling to STAT3,Signalling to STAT3,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-187037,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-5362517,Signaling by Retinoic Acid,Signaling by Retinoic Acid,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-9006931,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-173107,Binding and entry of HIV virion,Binding and entry of HIV virion,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-162594,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9839383,TGFBR3 PTM regulation,TGFBR3 PTM regulation,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-9839373,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-140180,COX reactions,COX reactions,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-211945,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-200425,Carnitine shuttle,Carnitine shuttle,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-8978868,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-2990846,SUMOylation,SUMOylation,26,868,18,3,0.014453812951415741,0.10821114369501447,True,,REAC:R-HSA-597592,0.7883667450166937,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-5607761,Dectin-1 mediated noncanonical NF-kB signaling,Dectin-1 mediated noncanonical NF-kB signaling,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-5607764,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-597592,Post-translational protein modification,Post-translational protein modification,74,868,18,5,0.01396872435798896,0.10821114369501447,True,,REAC:R-HSA-392499,0.7709248052483019,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-166786,Creation of C4 and C2 activators,Creation of C4 and C2 activators,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-166663,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9009391,Extra-nuclear estrogen signaling,Extra-nuclear estrogen signaling,26,868,18,3,0.014453812951415741,0.10821114369501447,True,,REAC:R-HSA-8939211,0.7883667450166937,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-166658,Complement cascade,Complement cascade,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-168249,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9694676,Translation of Replicase and Assembly of the Replication Transcription Complex,Translation of Replicase and Assembly of the Replication Transcription Complex,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-9772572,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-162594,Early Phase of HIV Life Cycle,Early Phase of HIV Life Cycle,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-162587,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9679504,Translation of Replicase and Assembly of the Replication Transcription Complex,Translation of Replicase and Assembly of the Replication Transcription Complex,1,868,18,1,0.0207373271889683,0.10821114369501447,True,,REAC:R-HSA-9678108,0.863468976301372,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-2682334,EPH-Ephrin signaling,EPH-Ephrin signaling,9,868,18,2,0.013424205861679956,0.10821114369501447,True,,REAC:R-HSA-422475,0.7423373601100136,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-1169410,Antimicrobial mechanism of IFN-stimulated genes,Antimicrobial mechanism of IFN-stimulated genes,12,868,18,2,0.023717954692428024,0.11942198239843174,True,,REAC:R-HSA-913531,0.9507909602418748,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-1433557,Signaling by SCF-KIT,Signaling by SCF-KIT,12,868,18,2,0.023717954692428024,0.11942198239843174,True,,REAC:R-HSA-9006934,0.9507909602418748,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-381426,Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs),13,868,18,2,0.027687600427449287,0.1346837512314822,True,,REAC:R-HSA-392499,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-381340,Transcriptional regulation of white adipocyte differentiation,Transcriptional regulation of white adipocyte differentiation,13,868,18,2,0.027687600427449287,0.1346837512314822,True,,REAC:R-HSA-9843745,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9678108,SARS-CoV-1 Infection,SARS-CoV-1 Infection,14,868,18,2,0.03190757372489313,0.15012251900036402,True,,REAC:R-HSA-9679506,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-446652,Interleukin-1 family signaling,Interleukin-1 family signaling,14,868,18,2,0.03190757372489313,0.15012251900036402,True,,REAC:R-HSA-449147,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-162587,HIV Life Cycle,HIV Life Cycle,2,868,18,1,0.04106804011935369,0.15307178589911055,True,,REAC:R-HSA-162906,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),Senescence-Associated Secretory Phenotype (SASP),15,868,18,2,0.03636701587278696,0.15307178589911055,True,,REAC:R-HSA-2559583,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-8875791,MET activates STAT3,MET activates STAT3,2,868,18,1,0.04106804011935369,0.15307178589911055,True,,REAC:R-HSA-6806834,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9854907,Regulation of MITF-M dependent genes involved in metabolism,Regulation of MITF-M dependent genes involved in metabolism,2,868,18,1,0.04106804011935369,0.15307178589911055,True,,REAC:R-HSA-9856651,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9025094,Biosynthesis of DPAn-3 SPMs,Biosynthesis of DPAn-3 SPMs,2,868,18,1,0.04106804011935369,0.15307178589911055,True,,REAC:R-HSA-9018683,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9018683,Biosynthesis of DPA-derived SPMs,Biosynthesis of DPA-derived SPMs,2,868,18,1,0.04106804011935369,0.15307178589911055,True,,REAC:R-HSA-9018678,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-422475,Axon guidance,Axon guidance,36,868,18,3,0.03482525416100318,0.15307178589911055,True,,REAC:R-HSA-9675108,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-193692,Regulated proteolysis of p75NTR,Regulated proteolysis of p75NTR,2,868,18,1,0.04106804011935369,0.15307178589911055,True,,REAC:R-HSA-193704,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-427359,SIRT1 negatively regulates rRNA expression,SIRT1 negatively regulates rRNA expression,2,868,18,1,0.04106804011935369,0.15307178589911055,True,,REAC:R-HSA-5250941,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-3134963,DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,DEx/H-box helicases activate type I IFN and inflammatory cytokines production ,2,868,18,1,0.04106804011935369,0.15307178589911055,True,,REAC:R-HSA-1834949,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-4755510,SUMOylation of immune response proteins,SUMOylation of immune response proteins,2,868,18,1,0.04106804011935369,0.15307178589911055,True,,REAC:R-HSA-3108232,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9018679,Biosynthesis of EPA-derived SPMs,Biosynthesis of EPA-derived SPMs,2,868,18,1,0.04106804011935369,0.15307178589911055,True,,REAC:R-HSA-9018678,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9020933,Interleukin-23 signaling,Interleukin-23 signaling,2,868,18,1,0.04106804011935369,0.15307178589911055,True,,REAC:R-HSA-447115,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9022707,MECP2 regulates transcription factors,MECP2 regulates transcription factors,2,868,18,1,0.04106804011935369,0.15307178589911055,True,,REAC:R-HSA-8986944,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-8983432,Interleukin-15 signaling,Interleukin-15 signaling,2,868,18,1,0.04106804011935369,0.15307178589911055,True,,REAC:R-HSA-451927,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-2142770,Synthesis of 15-eicosatetraenoic acid derivatives,Synthesis of 15-eicosatetraenoic acid derivatives,2,868,18,1,0.04106804011935369,0.15307178589911055,True,,REAC:R-HSA-2142753,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9675108,Nervous system development,Nervous system development,39,868,18,3,0.04286114953979051,0.15571075845425705,True,,REAC:R-HSA-1266738,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-8939211,ESR-mediated signaling,ESR-mediated signaling,39,868,18,3,0.04286114953979051,0.15571075845425705,True,,REAC:R-HSA-9006931,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9843745,Adipogenesis,Adipogenesis,17,868,18,2,0.045962362306778484,0.16488997477521197,True,,REAC:R-HSA-1266738,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-1810476,RIP-mediated NFkB activation via ZBP1,RIP-mediated NFkB activation via ZBP1,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-1606322,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9754706,Atorvastatin ADME,Atorvastatin ADME,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-9748784,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-448706,Interleukin-1 processing,Interleukin-1 processing,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-446652,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9008059,Interleukin-37 signaling,Interleukin-37 signaling,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-446652,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-5603029,IkBA variant leads to EDA-ID,IkBA variant leads to EDA-ID,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-5602358,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-209560,NF-kB is activated and signals survival,NF-kB is activated and signals survival,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-193639,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-8985947,Interleukin-9 signaling,Interleukin-9 signaling,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-451927,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9020958,Interleukin-21 signaling,Interleukin-21 signaling,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-451927,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-1606322,ZBP1(DAI) mediated induction of type I IFNs,ZBP1(DAI) mediated induction of type I IFNs,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-1834949,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-844456,The NLRP3 inflammasome,The NLRP3 inflammasome,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-622312,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-193639,p75NTR signals via NF-kB,p75NTR signals via NF-kB,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-193704,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-2142670,Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),Synthesis of epoxy (EET) and dihydroxyeicosatrienoic acids (DHET),3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-2142753,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-8931987,RUNX1 regulates estrogen receptor mediated transcription,RUNX1 regulates estrogen receptor mediated transcription,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-8878171,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-983170,"Antigen Presentation: Folding, assembly and peptide loading of class I MHC","Antigen Presentation: Folding, assembly and peptide loading of class I MHC",3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-983169,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9018681,Biosynthesis of protectins,Biosynthesis of protectins,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-9018677,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9827857,Specification of primordial germ cells,Specification of primordial germ cells,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-1474165,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9757110,Prednisone ADME,Prednisone ADME,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-9748784,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-3214841,PKMTs methylate histone lysines,PKMTs methylate histone lysines,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-3247509,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-2142816,Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),Synthesis of (16-20)-hydroxyeicosatetraenoic acids (HETE),3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-2142753,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-390471,Association of TriC/CCT with target proteins during biosynthesis,Association of TriC/CCT with target proteins during biosynthesis,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-390466,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation","POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation",3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-452723,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-2022090,Assembly of collagen fibrils and other multimeric structures,Assembly of collagen fibrils and other multimeric structures,3,868,18,1,0.0609996512948035,0.17163627374075463,True,,REAC:R-HSA-1474290,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-913531,Interferon Signaling,Interferon Signaling,20,868,18,2,0.06189679263881683,0.1724697037603574,True,,REAC:R-HSA-1280215,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9020956,Interleukin-27 signaling,Interleukin-27 signaling,4,868,18,1,0.0805395429442689,0.1834511811501853,True,,REAC:R-HSA-447115,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-8854691,Interleukin-20 family signaling,Interleukin-20 family signaling,4,868,18,1,0.0805395429442689,0.1834511811501853,True,,REAC:R-HSA-449147,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,Inactivation of CSF3 (G-CSF) signaling,4,868,18,1,0.0805395429442689,0.1834511811501853,True,,REAC:R-HSA-9674555,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-1169408,ISG15 antiviral mechanism,ISG15 antiviral mechanism,4,868,18,1,0.0805395429442689,0.1834511811501853,True,,REAC:R-HSA-1169410,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-2586552,Signaling by Leptin,Signaling by Leptin,4,868,18,1,0.0805395429442689,0.1834511811501853,True,,REAC:R-HSA-162582,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-3772470,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,Negative regulation of TCF-dependent signaling by WNT ligand antagonists,4,868,18,1,0.0805395429442689,0.1834511811501853,True,,REAC:R-HSA-201681,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9824446,Viral Infection Pathways,Viral Infection Pathways,47,868,18,3,0.06850243886397653,0.1834511811501853,True,,REAC:R-HSA-5663205,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-933542,TRAF6 mediated NF-kB activation,TRAF6 mediated NF-kB activation,4,868,18,1,0.0805395429442689,0.1834511811501853,True,,REAC:R-HSA-168928,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-1839117,Signaling by cytosolic FGFR1 fusion mutants,Signaling by cytosolic FGFR1 fusion mutants,4,868,18,1,0.0805395429442689,0.1834511811501853,True,,REAC:R-HSA-1839124,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-390466,Chaperonin-mediated protein folding,Chaperonin-mediated protein folding,4,868,18,1,0.0805395429442689,0.1834511811501853,True,,REAC:R-HSA-391251,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-1169091,Activation of NF-kappaB in B cells,Activation of NF-kappaB in B cells,4,868,18,1,0.0805395429442689,0.1834511811501853,True,,REAC:R-HSA-1168372,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-5660668,CLEC7A/inflammasome pathway,CLEC7A/inflammasome pathway,4,868,18,1,0.0805395429442689,0.1834511811501853,True,,REAC:R-HSA-5607764,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-111453,BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,4,868,18,1,0.0805395429442689,0.1834511811501853,True,,REAC:R-HSA-109606,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,SARS-CoV-1 activates/modulates innate immune responses,4,868,18,1,0.0805395429442689,0.1834511811501853,True,,REAC:R-HSA-9692914,1.0,False,1.0,False
primary_genecards881,REAC,REAC:R-HSA-380108,Chemokine receptors bind chemokines,Chemokine receptors bind chemokines,4,868,18,1,0.0805395429442689,0.1834511811501853,True,,REAC:R-HSA-375276,1.0,False,1.0,False
