background,source,term_id,term_name,description,term_size,effective_domain_size,query_size,intersection_size,raw_hypergeom_p,gprofiler_p_value,gprofiler_significant,intersection_genes,parents,BH_FDR_global_source_family,BH_FDR_global_significant,BH_FDR_within_source,BH_FDR_within_source_significant
sensitivity_dinp93,KEGG,KEGG:05200,Pathways in cancer,Pathways in cancer,16,100,18,9,0.00014939538293793012,0.02106474899424739,True,,KEGG:00000,0.2612645131241389,False,0.08754569440162704,False
sensitivity_dinp93,KEGG,KEGG:05221,Acute myeloid leukemia,Acute myeloid leukemia,3,100,18,3,0.005046382189239558,0.08894248608534311,True,,KEGG:00000,0.936320107358647,False,0.36964749536179764,False
sensitivity_dinp93,KEGG,KEGG:04066,HIF-1 signaling pathway,HIF-1 signaling pathway,3,100,18,3,0.005046382189239558,0.08894248608534311,True,,KEGG:00000,0.936320107358647,False,0.36964749536179764,False
sensitivity_dinp93,KEGG,KEGG:04310,Wnt signaling pathway,Wnt signaling pathway,3,100,18,3,0.005046382189239558,0.08894248608534311,True,,KEGG:00000,0.936320107358647,False,0.36964749536179764,False
sensitivity_dinp93,KEGG,KEGG:05205,Proteoglycans in cancer,Proteoglycans in cancer,5,100,18,4,0.0034466270106915733,0.08894248608534311,True,,KEGG:00000,0.8036672532180076,False,0.36964749536179764,False
sensitivity_dinp93,KEGG,KEGG:01522,Endocrine resistance,Endocrine resistance,3,100,18,3,0.005046382189239558,0.08894248608534311,True,,KEGG:00000,0.936320107358647,False,0.36964749536179764,False
sensitivity_dinp93,KEGG,KEGG:05167,Kaposi sarcoma-associated herpesvirus infection,Kaposi sarcoma-associated herpesvirus infection,5,100,18,4,0.0034466270106915733,0.08894248608534311,True,,KEGG:00000,0.8036672532180076,False,0.36964749536179764,False
sensitivity_dinp93,KEGG,KEGG:04670,Leukocyte transendothelial migration,Leukocyte transendothelial migration,3,100,18,3,0.005046382189239558,0.08894248608534311,True,,KEGG:00000,0.936320107358647,False,0.36964749536179764,False
sensitivity_dinp93,KEGG,KEGG:05206,MicroRNAs in cancer,MicroRNAs in cancer,6,100,18,4,0.009129967776584372,0.1430361618331543,True,,KEGG:00000,1.0,False,0.5944623463420491,False
sensitivity_dinp93,KEGG,KEGG:05161,Hepatitis B,Hepatitis B,4,100,18,3,0.017844423617619544,0.1657079525195369,True,,KEGG:00000,1.0,False,0.6886869516059939,False
sensitivity_dinp93,KEGG,KEGG:05415,Diabetic cardiomyopathy,Diabetic cardiomyopathy,4,100,18,3,0.017844423617619544,0.1657079525195369,True,,KEGG:00000,1.0,False,0.6886869516059939,False
sensitivity_dinp93,KEGG,KEGG:04148,Efferocytosis,Efferocytosis,7,100,18,4,0.018803739292996422,0.1657079525195369,True,,KEGG:00000,1.0,False,0.6886869516059939,False
sensitivity_dinp93,KEGG,KEGG:04657,IL-17 signaling pathway,IL-17 signaling pathway,4,100,18,3,0.017844423617619544,0.1657079525195369,True,,KEGG:00000,1.0,False,0.6886869516059939,False
sensitivity_dinp93,KEGG,KEGG:05010,Alzheimer disease,Alzheimer disease,7,100,18,4,0.018803739292996422,0.1657079525195369,True,,KEGG:00000,1.0,False,0.6886869516059939,False
sensitivity_dinp93,KEGG,KEGG:04917,Prolactin signaling pathway,Prolactin signaling pathway,4,100,18,3,0.017844423617619544,0.1657079525195369,True,,KEGG:00000,1.0,False,0.6886869516059939,False
sensitivity_dinp93,KEGG,KEGG:04926,Relaxin signaling pathway,Relaxin signaling pathway,4,100,18,3,0.017844423617619544,0.1657079525195369,True,,KEGG:00000,1.0,False,0.6886869516059939,False
sensitivity_dinp93,KEGG,KEGG:05169,Epstein-Barr virus infection,Epstein-Barr virus infection,2,100,18,2,0.030909090909092683,0.16762237762237753,True,,KEGG:00000,1.0,False,0.6966433566433966,False
sensitivity_dinp93,KEGG,KEGG:05170,Human immunodeficiency virus 1 infection,Human immunodeficiency virus 1 infection,2,100,18,2,0.030909090909092683,0.16762237762237753,True,,KEGG:00000,1.0,False,0.6966433566433966,False
sensitivity_dinp93,KEGG,KEGG:05219,Bladder cancer,Bladder cancer,2,100,18,2,0.030909090909092683,0.16762237762237753,True,,KEGG:00000,1.0,False,0.6966433566433966,False
sensitivity_dinp93,KEGG,KEGG:05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,PD-L1 expression and PD-1 checkpoint pathway in cancer,2,100,18,2,0.030909090909092683,0.16762237762237753,True,,KEGG:00000,1.0,False,0.6966433566433966,False
sensitivity_dinp93,KEGG,KEGG:04068,FoxO signaling pathway,FoxO signaling pathway,2,100,18,2,0.030909090909092683,0.16762237762237753,True,,KEGG:00000,1.0,False,0.6966433566433966,False
sensitivity_dinp93,KEGG,KEGG:04152,AMPK signaling pathway,AMPK signaling pathway,2,100,18,2,0.030909090909092683,0.16762237762237753,True,,KEGG:00000,1.0,False,0.6966433566433966,False
sensitivity_dinp93,KEGG,KEGG:05016,Huntington disease,Huntington disease,2,100,18,2,0.030909090909092683,0.16762237762237753,True,,KEGG:00000,1.0,False,0.6966433566433966,False
sensitivity_dinp93,KEGG,KEGG:04625,C-type lectin receptor signaling pathway,C-type lectin receptor signaling pathway,2,100,18,2,0.030909090909092683,0.16762237762237753,True,,KEGG:00000,1.0,False,0.6966433566433966,False
sensitivity_dinp93,KEGG,KEGG:05212,Pancreatic cancer,Pancreatic cancer,2,100,18,2,0.030909090909092683,0.16762237762237753,True,,KEGG:00000,1.0,False,0.6966433566433966,False
sensitivity_dinp93,KEGG,KEGG:04064,NF-kappa B signaling pathway,NF-kappa B signaling pathway,2,100,18,2,0.030909090909092683,0.16762237762237753,True,,KEGG:00000,1.0,False,0.6966433566433966,False
sensitivity_dinp93,KEGG,KEGG:05022,Pathways of neurodegeneration - multiple diseases,Pathways of neurodegeneration - multiple diseases,8,100,18,4,0.03318437275690884,0.17329616884165058,True,,KEGG:00000,1.0,False,0.7202237939092067,False
sensitivity_dinp93,KEGG,KEGG:04062,Chemokine signaling pathway,Chemokine signaling pathway,5,100,18,3,0.03944111852800824,0.19176543836032933,True,,KEGG:00000,1.0,False,0.7969826019797527,False
sensitivity_dinp93,KEGG,KEGG:04211,Longevity regulating pathway,Longevity regulating pathway,5,100,18,3,0.03944111852800824,0.19176543836032933,True,,KEGG:00000,1.0,False,0.7969826019797527,False
sensitivity_dinp93,KEGG,KEGG:00000,KEGG root term,KEGG root term,70,100,18,16,0.04364567294547809,0.20513466284375578,True,,,1.0,False,0.8525454782016719,False
sensitivity_dinp93,KEGG,KEGG:05163,Human cytomegalovirus infection,Human cytomegalovirus infection,9,100,18,4,0.052692014673179986,0.23966367964252203,True,,KEGG:00000,1.0,False,0.9960490515639829,False
sensitivity_dinp93,KEGG,KEGG:05207,Chemical carcinogenesis - receptor activation,Chemical carcinogenesis - receptor activation,13,100,18,5,0.05462008739137978,0.2406697600682965,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:05321,Inflammatory bowel disease,Inflammatory bowel disease,3,100,18,2,0.08263450834879447,0.26480603811772624,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:05215,Prostate cancer,Prostate cancer,3,100,18,2,0.08263450834879447,0.26480603811772624,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04931,Insulin resistance,Insulin resistance,3,100,18,2,0.08263450834879447,0.26480603811772624,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04933,AGE-RAGE signaling pathway in diabetic complications,AGE-RAGE signaling pathway in diabetic complications,6,100,18,3,0.0697522692794387,0.26480603811772624,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04936,Alcoholic liver disease,Alcoholic liver disease,3,100,18,2,0.08263450834879447,0.26480603811772624,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04668,TNF signaling pathway,TNF signaling pathway,6,100,18,3,0.0697522692794387,0.26480603811772624,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04081,Hormone signaling,Hormone signaling,3,100,18,2,0.08263450834879447,0.26480603811772624,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:05140,Leishmaniasis,Leishmaniasis,3,100,18,2,0.08263450834879447,0.26480603811772624,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:05203,Viral carcinogenesis,Viral carcinogenesis,3,100,18,2,0.08263450834879447,0.26480603811772624,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:05204,Chemical carcinogenesis - DNA adducts,Chemical carcinogenesis - DNA adducts,6,100,18,3,0.0697522692794387,0.26480603811772624,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:05202,Transcriptional misregulation in cancer,Transcriptional misregulation in cancer,6,100,18,3,0.0697522692794387,0.26480603811772624,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:05171,Coronavirus disease - COVID-19,Coronavirus disease - COVID-19,3,100,18,2,0.08263450834879447,0.26480603811772624,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:00380,Tryptophan metabolism,Tryptophan metabolism,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04658,Th1 and Th2 cell differentiation,Th1 and Th2 cell differentiation,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04659,Th17 cell differentiation,Th17 cell differentiation,4,100,18,2,0.14742459307996708,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04660,T cell receptor signaling pathway,T cell receptor signaling pathway,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04662,B cell receptor signaling pathway,B cell receptor signaling pathway,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:03260,Virion - Human immunodeficiency virus,Virion - Human immunodeficiency virus,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:03250,Viral life cycle - HIV-1,Viral life cycle - HIV-1,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:01521,EGFR tyrosine kinase inhibitor resistance,EGFR tyrosine kinase inhibitor resistance,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04218,Cellular senescence,Cellular senescence,4,100,18,2,0.14742459307996708,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04215,Apoptosis - multiple species,Apoptosis - multiple species,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04961,Endocrine and other factor-regulated calcium reabsorption,Endocrine and other factor-regulated calcium reabsorption,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04915,Estrogen signaling pathway,Estrogen signaling pathway,7,100,18,3,0.1079636667692616,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04810,Regulation of actin cytoskeleton,Regulation of actin cytoskeleton,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04630,JAK-STAT signaling pathway,JAK-STAT signaling pathway,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04623,Cytosolic DNA-sensing pathway,Cytosolic DNA-sensing pathway,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04620,Toll-like receptor signaling pathway,Toll-like receptor signaling pathway,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04613,Neutrophil extracellular trap formation,Neutrophil extracellular trap formation,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:04550,Signaling pathways regulating pluripotency of stem cells,Signaling pathways regulating pluripotency of stem cells,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:05168,Herpes simplex virus 1 infection,Herpes simplex virus 1 infection,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:05135,Yersinia infection,Yersinia infection,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
sensitivity_dinp93,KEGG,KEGG:05142,Chagas disease,Chagas disease,1,100,18,1,0.18000000000000294,0.2917241379310345,True,,KEGG:00000,1.0,False,1.0,False
