test_id,biomarker,exposure_axis,ranking_method,destination_sex,outcome_id,outcome_name,organ_system_id,organ_system_name,sex_beta,sex_se,sex_z,beta_interaction,p_interaction,bh_q_interaction_fixed406,interaction_direction_supports_destination
NHANES_URXMEP,URXMEP,phthalate exposure axis,effect,female,obesity,Obesity,metabolic,Metabolic,0.0838627163207976,0.0158483173892144,5.29158485795284,0.0553196481611194,0.0088947326132842,0.1205133826997023,True
NHANES_URXMEP,URXMEP,phthalate exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.0431158293350157,0.0162676344220283,2.65040559779434,0.0553196481611194,0.0088947326132842,0.1205133826997023,False
NHANES_URXMEP,URXMEP,phthalate exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.0838627163207976,0.0158483173892144,5.29158485795284,0.0553196481611194,0.0088947326132842,0.1205133826997023,True
NHANES_URXMHH,URXMHH,DEHP-related exposure axis,effect,male,obesity,Obesity,metabolic,Metabolic,0.1007916301846197,0.019431095439615,5.187130622555202,0.0375542967304298,0.1193067110937187,0.4919225107746001,False
NHANES_URXMHH,URXMHH,DEHP-related exposure axis,effect,female,obesity,Obesity,metabolic,Metabolic,0.1610946723297401,0.0191507984735796,8.411903689132647,0.0375542967304298,0.1193067110937187,0.4919225107746001,True
NHANES_URXMHH,URXMHH,DEHP-related exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.1007916301846197,0.019431095439615,5.187130622555202,0.0375542967304298,0.1193067110937187,0.4919225107746001,False
NHANES_URXMHH,URXMHH,DEHP-related exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1610946723297401,0.0191507984735796,8.411903689132647,0.0375542967304298,0.1193067110937187,0.4919225107746001,True
NHANES_URXMHP,URXMHP,DEHP-related exposure axis,effect,male,myocardial_infarction,Myocardial infarction,cardiovascular,Cardiovascular,0.132365776314157,0.0480264045995684,2.756104218456248,-0.0114869434721631,0.8738890714487594,0.9661358669209712,True
NHANES_URXMHP,URXMHP,DEHP-related exposure axis,effect,female,coronary_heart_disease,Coronary heart disease,cardiovascular,Cardiovascular,0.120816755256181,0.0561916338653289,2.150084397718978,0.1164926700365698,0.0758526504347358,0.3979861861784668,True
NHANES_URXMHP,URXMHP,DEHP-related exposure axis,z,male,myocardial_infarction,Myocardial infarction,cardiovascular,Cardiovascular,0.132365776314157,0.0480264045995684,2.756104218456248,-0.0114869434721631,0.8738890714487594,0.9661358669209712,True
NHANES_URXMHP,URXMHP,DEHP-related exposure axis,z,female,coronary_heart_disease,Coronary heart disease,cardiovascular,Cardiovascular,0.120816755256181,0.0561916338653289,2.150084397718978,0.1164926700365698,0.0758526504347358,0.3979861861784668,True
NHANES_URXMIB,URXMIB,phthalate exposure axis,effect,male,myocardial_infarction,Myocardial infarction,cardiovascular,Cardiovascular,0.0892533837829803,0.0475830894969383,1.875737467377423,-0.0235789104667061,0.7262518025783896,0.9573168049977776,True
NHANES_URXMIB,URXMIB,phthalate exposure axis,effect,female,coronary_heart_disease,Coronary heart disease,cardiovascular,Cardiovascular,0.1973369605133767,0.061875376418402,3.189264808329923,0.187949886910635,0.0067885813184151,0.1156174460247801,True
NHANES_URXMIB,URXMIB,phthalate exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.0665160168226199,0.022846277452315,2.911459731741981,0.1214359474788018,5.323657220846164e-05,0.0054035120791588,False
NHANES_URXMIB,URXMIB,phthalate exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1815586645661258,0.0217354203692914,8.353124139371996,0.1214359474788018,5.323657220846164e-05,0.0054035120791588,True
NHANES_URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,effect,male,obesity,Obesity,metabolic,Metabolic,0.1020394012631596,0.0202848011901874,5.030337754186139,0.0381391242439824,0.1233877140544844,0.4919225107746001,False
NHANES_URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,effect,female,obesity,Obesity,metabolic,Metabolic,0.1605625844659709,0.0190942770413235,8.408937616149812,0.0381391242439824,0.1233877140544844,0.4919225107746001,True
NHANES_URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.1020394012631596,0.0202848011901874,5.030337754186139,0.0381391242439824,0.1233877140544844,0.4919225107746001,False
NHANES_URXMOH,URXMOH,DEHP-related exposure axis;phthalate exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1605625844659709,0.0190942770413235,8.408937616149812,0.0381391242439824,0.1233877140544844,0.4919225107746001,True
NHANES_URXMZP,URXMZP,phthalate exposure axis,effect,male,obesity,Obesity,metabolic,Metabolic,0.1030278089905797,0.019206748251343,5.364146374094097,0.0875131949899874,0.0006060858377039,0.0223700772825267,False
NHANES_URXMZP,URXMZP,phthalate exposure axis,effect,female,obesity,Obesity,metabolic,Metabolic,0.1712400359645781,0.0172116237848689,9.949092433400665,0.0875131949899874,0.0006060858377039,0.0223700772825267,True
NHANES_URXMZP,URXMZP,phthalate exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.1030278089905797,0.019206748251343,5.364146374094097,0.0875131949899874,0.0006060858377039,0.0223700772825267,False
NHANES_URXMZP,URXMZP,phthalate exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1712400359645781,0.0172116237848689,9.949092433400665,0.0875131949899874,0.0006060858377039,0.0223700772825267,True
NHANES_URXP02,URXP02,PAH exposure axis,effect,male,obesity,Obesity,metabolic,Metabolic,0.1657519818002386,0.0275301908584791,6.020734932507312,0.0850873700639085,0.0075735562853791,0.1156174460247801,False
NHANES_URXP02,URXP02,PAH exposure axis,effect,female,obesity,Obesity,metabolic,Metabolic,0.205441591688149,0.0263257586370657,7.803824175417866,0.0850873700639085,0.0075735562853791,0.1156174460247801,True
NHANES_URXP02,URXP02,PAH exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.1657519818002386,0.0275301908584791,6.020734932507312,0.0850873700639085,0.0075735562853791,0.1156174460247801,False
NHANES_URXP02,URXP02,PAH exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.205441591688149,0.0263257586370657,7.803824175417866,0.0850873700639085,0.0075735562853791,0.1156174460247801,True
NHANES_URXP04,URXP04,PAH exposure axis,effect,male,emphysema,Emphysema,respiratory,Respiratory,0.1452478914962393,0.0869662365507489,1.6701641609095077,-0.0198260268984663,0.8276516804213014,0.9573168049977776,True
NHANES_URXP04,URXP04,PAH exposure axis,effect,female,emphysema,Emphysema,respiratory,Respiratory,0.1998408890454232,0.0963065931466553,2.0750488883051474,-0.0198260268984663,0.8276516804213014,0.9573168049977776,False
NHANES_URXP04,URXP04,PAH exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.1254067469851771,0.0256650233277781,4.886290005801213,0.0810594349802611,0.005759670984314,0.1062921099832501,False
NHANES_URXP04,URXP04,PAH exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1648874066457274,0.0248203686672376,6.643229552966936,0.0810594349802611,0.005759670984314,0.1062921099832501,True
NHANES_URXP10,URXP10,PAH exposure axis,effect,male,stroke,Stroke,cardiovascular,Cardiovascular,-0.1317525644394723,0.0521381407298893,-2.526990080487131,0.1729534105817782,0.0237459363892132,0.2472012865133476,False
NHANES_URXP10,URXP10,PAH exposure axis,effect,female,coronary_heart_disease,Coronary heart disease,cardiovascular,Cardiovascular,0.1877711003501325,0.0731982298797108,2.5652409991157343,0.2215730541468608,0.0038279507343944,0.0869521479075525,True
NHANES_URXP10,URXP10,PAH exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.0750635260195937,0.0254903251184543,2.944784959421712,0.0952353487521947,0.0020503827410162,0.0554970261901733,False
NHANES_URXP10,URXP10,PAH exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1436057238573972,0.0263578765396155,5.448303987673662,0.0952353487521947,0.0020503827410162,0.0554970261901733,True
NHANES_URXP25,URXP25,PAH exposure axis,effect,male,obesity,Obesity,metabolic,Metabolic,0.1261917943148894,0.0554642643833778,2.2751909850030945,0.2016108110264487,0.0013499002990006,0.0421584247226351,False
NHANES_URXP25,URXP25,PAH exposure axis,effect,female,myocardial_infarction,Myocardial infarction,cardiovascular,Cardiovascular,0.2988902689416287,0.1029538046919468,2.903149328341513,0.4730004293065423,0.0076888449326824,0.1156174460247801,True
NHANES_URXP25,URXP25,PAH exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.1261917943148894,0.0554642643833778,2.2751909850030945,0.2016108110264487,0.0013499002990006,0.0421584247226351,False
NHANES_URXP25,URXP25,PAH exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.260577719331736,0.0430232395681402,6.056673601229704,0.2016108110264487,0.0013499002990006,0.0421584247226351,True
NHANES_URXUBA,URXUBA,metal exposure axis,effect,male,congestive_heart_failure,Congestive heart failure,cardiovascular,Cardiovascular,-0.2006044432388051,0.0511587891202797,-3.921211715296133,0.2770582623972933,0.0002914398238783,0.0147905710618275,False
NHANES_URXUBA,URXUBA,metal exposure axis,effect,female,obesity,Obesity,metabolic,Metabolic,0.160704067534203,0.0208849832998298,7.694718507891392,0.0497636299484352,0.1050001636824972,0.485572156228093,True
NHANES_URXUBA,URXUBA,metal exposure axis,z,male,congestive_heart_failure,Congestive heart failure,cardiovascular,Cardiovascular,-0.2006044432388051,0.0511587891202797,-3.921211715296133,0.2770582623972933,0.0002914398238783,0.0147905710618275,False
NHANES_URXUBA,URXUBA,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.160704067534203,0.0208849832998298,7.694718507891392,0.0497636299484352,0.1050001636824972,0.485572156228093,True
NHANES_URXUCD,URXUCD,metal exposure axis,effect,male,emphysema,Emphysema,respiratory,Respiratory,0.2597470912511422,0.0966923484080443,2.6863251904380534,-0.0448121795319503,0.773148093182207,0.9573168049977776,True
NHANES_URXUCD,URXUCD,metal exposure axis,effect,female,emphysema,Emphysema,respiratory,Respiratory,0.2813203588608634,0.1359332002264899,2.0695485605586534,-0.0448121795319503,0.773148093182207,0.9573168049977776,False
NHANES_URXUCD,URXUCD,metal exposure axis,z,male,emphysema,Emphysema,respiratory,Respiratory,0.2597470912511422,0.0966923484080443,2.6863251904380534,-0.0448121795319503,0.773148093182207,0.9573168049977776,True
NHANES_URXUCD,URXUCD,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.0943107300207138,0.027275508417094,3.4577075000225386,0.1259828357521982,0.0009225112729774,0.031211631402402,True
NHANES_URXUCO,URXUCO,metal exposure axis,effect,male,obesity,Obesity,metabolic,Metabolic,0.162970450544268,0.0400929062956352,4.0648200792071325,-0.0076145473697541,0.8687603501914806,0.9661358669209712,True
NHANES_URXUCO,URXUCO,metal exposure axis,effect,female,congestive_heart_failure,Congestive heart failure,cardiovascular,Cardiovascular,0.2610947391180798,0.0675253906759276,3.86661575008345,0.1935611190384017,0.0313457945060621,0.2828087237658048,True
NHANES_URXUCO,URXUCO,metal exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.162970450544268,0.0400929062956352,4.0648200792071325,-0.0076145473697541,0.8687603501914806,0.9661358669209712,True
NHANES_URXUCO,URXUCO,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1353837524647038,0.0243978103427169,5.549012413940574,-0.0076145473697541,0.8687603501914806,0.9661358669209712,False
NHANES_URXUCS,URXUCS,metal exposure axis,effect,male,any_cancer_history,Any cancer history,cancer,Cancer,0.1537193953359966,0.0685855617356902,2.2412792349560196,-0.1704157940794869,0.0290080200355647,0.2759070580412123,True
NHANES_URXUCS,URXUCS,metal exposure axis,effect,female,obesity,Obesity,metabolic,Metabolic,0.1895988483448815,0.0283389449044831,6.690398989232932,0.0581824576049001,0.1923451522324951,0.6007087062030234,True
NHANES_URXUCS,URXUCS,metal exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.1375644141090563,0.0358532070506515,3.836878913362272,0.0581824576049001,0.1923451522324951,0.6007087062030234,False
NHANES_URXUCS,URXUCS,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1895988483448815,0.0283389449044831,6.690398989232932,0.0581824576049001,0.1923451522324951,0.6007087062030234,True
NHANES_URXUMO,URXUMO,metal exposure axis,effect,male,obesity,Obesity,metabolic,Metabolic,0.137671533241822,0.0294402002576534,4.676311031750958,0.0557053889171324,0.1187283730479502,0.4919225107746001,False
NHANES_URXUMO,URXUMO,metal exposure axis,effect,female,obesity,Obesity,metabolic,Metabolic,0.1707940763246132,0.0259038412896242,6.5933880004516885,0.0557053889171324,0.1187283730479502,0.4919225107746001,True
NHANES_URXUMO,URXUMO,metal exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.137671533241822,0.0294402002576534,4.676311031750958,0.0557053889171324,0.1187283730479502,0.4919225107746001,False
NHANES_URXUMO,URXUMO,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1707940763246132,0.0259038412896242,6.5933880004516885,0.0557053889171324,0.1187283730479502,0.4919225107746001,True
NHANES_URXUPB,URXUPB,metal exposure axis,effect,male,congestive_heart_failure,Congestive heart failure,cardiovascular,Cardiovascular,-0.2544517221837505,0.0649974535820293,-3.914795244441732,0.1727249736572143,0.0491739435892768,0.3220100176975228,False
NHANES_URXUPB,URXUPB,metal exposure axis,effect,female,T2D,Type 2 diabetes,metabolic,Metabolic,-0.11704200270394,0.0320069312653443,-3.6567705205362175,0.0621919648419222,0.2518420175995528,0.6350798704684375,True
NHANES_URXUPB,URXUPB,metal exposure axis,z,male,congestive_heart_failure,Congestive heart failure,cardiovascular,Cardiovascular,-0.2544517221837505,0.0649974535820293,-3.914795244441732,0.1727249736572143,0.0491739435892768,0.3220100176975228,False
NHANES_URXUPB,URXUPB,metal exposure axis,z,female,T2D,Type 2 diabetes,metabolic,Metabolic,-0.11704200270394,0.0320069312653443,-3.6567705205362175,0.0621919648419222,0.2518420175995528,0.6350798704684375,True
NHANES_URXUSB,URXUSB,metal exposure axis,effect,male,chronic_bronchitis,Chronic bronchitis,respiratory,Respiratory,-0.1216531317307585,0.0760678777111891,-1.599270748589113,0.1557252999595503,0.0412225849909722,0.2988637411845489,False
NHANES_URXUSB,URXUSB,metal exposure axis,effect,female,obesity,Obesity,metabolic,Metabolic,0.2141363418029231,0.0312110061974934,6.86092401020127,0.1585830911138825,7.331687433179791e-05,0.0059533301957419,True
NHANES_URXUSB,URXUSB,metal exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.114468940381374,0.0313168306299965,3.655189177149079,0.1585830911138825,7.331687433179791e-05,0.0059533301957419,False
NHANES_URXUSB,URXUSB,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.2141363418029231,0.0312110061974934,6.86092401020127,0.1585830911138825,7.331687433179791e-05,0.0059533301957419,True
NHANES_URXUSN,URXUSN,metal exposure axis,effect,male,congestive_heart_failure,Congestive heart failure,cardiovascular,Cardiovascular,0.1537270762559185,0.0765105277385743,2.009227759886617,0.1384139936788156,0.2326396536816703,0.6255079430116435,False
NHANES_URXUSN,URXUSN,metal exposure axis,effect,female,congestive_heart_failure,Congestive heart failure,cardiovascular,Cardiovascular,0.2738554890330828,0.0952087549113207,2.87636876764282,0.1384139936788156,0.2326396536816703,0.6255079430116435,True
NHANES_URXUSN,URXUSN,metal exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.1203506014255499,0.0375527654365802,3.2048399106265615,0.0920380334655824,0.0723966619375634,0.3979861861784668,False
NHANES_URXUSN,URXUSN,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1703871904682548,0.0361894700690723,4.708197996352219,0.0920380334655824,0.0723966619375634,0.3979861861784668,True
NHANES_URXUSR,URXUSR,metal exposure axis,effect,male,coronary_heart_disease,Coronary heart disease,cardiovascular,Cardiovascular,-0.19596713576161,0.1477887008235715,-1.3259953884807023,0.2786444804062006,0.1808037030225762,0.6007087062030234,False
NHANES_URXUSR,URXUSR,metal exposure axis,effect,female,liver_disease,Liver disease,hepatic,Hepatic,-0.1499548657663027,0.0806459453609108,-1.859422257315196,0.0164926088556757,0.8961937891759353,0.9680362298637768,True
NHANES_URXUSR,URXUSR,metal exposure axis,z,male,arthritis,Arthritis,musculoskeletal_immune,Musculoskeletal/immune-related,0.1386709152106098,0.0531387339649893,2.609601412445652,-0.1318991758278468,0.0577601129329659,0.3618276537435296,True
NHANES_URXUSR,URXUSR,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.0916156404619742,0.0411726597466581,2.225157204458001,0.006695329382241,0.9111401816451148,0.9680362298637768,True
NHANES_URXUTL,URXUTL,metal exposure axis,effect,male,stroke,Stroke,cardiovascular,Cardiovascular,-0.2042098087373213,0.0716365520948033,-2.8506370388551296,0.1129961404915463,0.2180711181433149,0.6150251593353802,False
NHANES_URXUTL,URXUTL,metal exposure axis,effect,female,obesity,Obesity,metabolic,Metabolic,0.2152165076685332,0.0293953608809435,7.321444650405851,0.0603211557362314,0.1498360351276126,0.5581048647872542,True
NHANES_URXUTL,URXUTL,metal exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.1571301713828115,0.0346581224137509,4.533718517898384,0.0603211557362314,0.1498360351276126,0.5581048647872542,False
NHANES_URXUTL,URXUTL,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.2152165076685332,0.0293953608809435,7.321444650405851,0.0603211557362314,0.1498360351276126,0.5581048647872542,True
NHANES_URXUTU,URXUTU,metal exposure axis,effect,male,any_cancer_history,Any cancer history,cancer,Cancer,0.1263995773561088,0.0507115739931311,2.492519308772188,-0.056973358616441,0.2929509627900566,0.6970932506001462,True
NHANES_URXUTU,URXUTU,metal exposure axis,effect,female,congestive_heart_failure,Congestive heart failure,cardiovascular,Cardiovascular,0.2924800188288173,0.0640680815813691,4.565144009460555,0.2241649657496955,0.0051191195553085,0.1039181269727626,True
NHANES_URXUTU,URXUTU,metal exposure axis,z,male,obesity,Obesity,metabolic,Metabolic,0.1133975791427084,0.0273903351766478,4.1400581048525416,0.0577414917273138,0.0756340464257479,0.3979861861784668,False
NHANES_URXUTU,URXUTU,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1446041612336857,0.0237166338241179,6.097162114407439,0.0577414917273138,0.0756340464257479,0.3979861861784668,True
NHANES_URXUUR,URXUUR,metal exposure axis,effect,male,T2D,Type 2 diabetes,metabolic,Metabolic,0.1433315511361187,0.0378753466830918,3.784296744143185,-0.0100042153580002,0.8437467125568022,0.9595550848685204,True
NHANES_URXUUR,URXUUR,metal exposure axis,effect,female,T2D,Type 2 diabetes,metabolic,Metabolic,0.1242278057329703,0.0352809078758771,3.521105697450308,-0.0100042153580002,0.8437467125568022,0.9595550848685204,False
NHANES_URXUUR,URXUUR,metal exposure axis,z,male,T2D,Type 2 diabetes,metabolic,Metabolic,0.1433315511361187,0.0378753466830918,3.784296744143185,-0.0100042153580002,0.8437467125568022,0.9595550848685204,True
NHANES_URXUUR,URXUUR,metal exposure axis,z,female,obesity,Obesity,metabolic,Metabolic,0.1085061276281572,0.0301009887849884,3.6047363228901657,0.0491254631610345,0.1899941267134941,0.6007087062030234,True
