cluster,gene,rank,logFC,score,pct_expr_cluster,pct_expr_other,adjusted_p
0,FTH1,1,1.8399778604507446,24.813148498535156,1.0,1.0,2.1787771887536123e-131
0,CTSL,2,2.8068454265594482,21.799034118652344,0.9206730769230769,0.5490943755958055,2.6613870497284092e-101
0,C15orf48,3,3.0131261348724365,20.964895248413086,0.9278846153846154,0.40371782650142995,1.1559112736304504e-93
0,PLAUR,4,2.2935540676116943,19.46678352355957,0.9038461538461539,0.5233555767397522,1.0110672028893685e-80
0,GAPDH,5,1.1779152154922485,18.264984130859375,0.9927884615384616,0.949952335557674,2.943745425184671e-71
0,SPP1,6,3.953810214996338,17.935659408569336,0.8004807692307693,0.29599618684461393,1.0465611508799777e-68
0,SOD2,7,2.3414247035980225,17.84190559387207,0.9326923076923077,0.6177311725452812,5.360620039518037e-68
0,CSTB,8,1.5715867280960083,17.17009735107422,0.9447115384615384,0.825071496663489,5.166425100938382e-63
0,PKM,9,1.4551095962524414,16.142940521240234,0.9302884615384616,0.6987607244995233,1.1000443016915104e-55
0,PLA2G7,10,2.306227207183838,16.07221794128418,0.7307692307692307,0.31935176358436607,3.312858681691407e-55
0,KRT8,11,2.130812883377075,15.915098190307617,0.7307692307692307,0.2659675881792183,3.812680203208536e-54
0,CALM1,12,1.3678572177886963,15.841307640075684,0.9206730769230769,0.7121067683508103,1.2087084389401623e-53
0,TXN,13,1.5306988954544067,15.569323539733887,0.9278846153846154,0.6939942802669209,7.927822053042381e-52
0,SDC2,14,2.709737539291382,15.371796607971191,0.6153846153846154,0.15061963775023832,1.6396960850349937e-50
0,AQP9,15,2.928168535232544,15.301406860351562,0.5793269230769231,0.10486177311725453,4.7566948640766125e-50
0,AGR2,16,2.38349986076355,15.266987800598145,0.6394230769230769,0.16968541468064824,7.918114168270809e-50
0,S100A9,17,2.0282540321350098,14.77377986907959,0.9567307692307693,0.6696854146806482,1.2561978752760593e-46
0,CLEC5A,18,2.716374397277832,14.654257774353027,0.5889423076923077,0.15300285986653955,7.10562676824792e-46
0,ATP6V1F,19,1.1936527490615845,14.544495582580566,0.9086538461538461,0.7478551000953289,3.439821894115683e-45
0,KRT18,20,2.225356101989746,14.458098411560059,0.6298076923076923,0.19256434699714015,1.1552992237096678e-44
