subtype,paired_donors,mean_tumor_minus_normal,tumor_mean,normal_mean,t_p,wilcoxon_p,direction,fdr_family,t_fdr_bh
C1QC_like_TAM,6,0.24427141374470596,0.45274494940408533,0.2084735356593794,0.1954208275713296,0.3125,up,paired tumor-normal value by macrophage subtype,0.26056110342843947
FCN1_inflammatory_monocyte_like,6,-0.006205086040467618,0.3351527785879427,0.34135786462841033,0.9506571505321381,0.6875,down,paired tumor-normal value by macrophage subtype,0.9506571505321381
SPP1_like_TAM,6,0.12547141678600893,0.1259616128644403,0.0004901960784313725,0.14917122293769766,0.125,up,paired tumor-normal value by macrophage subtype,0.26056110342843947
resident_like,6,-0.3635377444902472,0.08614065914353164,0.44967840363377887,0.0036557736302554795,0.03125,down,paired tumor-normal value by macrophage subtype,0.014623094521021918
